"plj0047","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Big worries","1993","Not Employed","college entrance qualification","17","","",""
"Big worries","1993","Not Employed","Other degree","105","0.465358204629362","0.400037746392346","0.530678662866377"
"Big worries","1993","Not Employed","no degree/no degree yet","146","0.525285408697886","0.46761330330634","0.582957514089433"
"Big worries","1993","Employed","lower secondary degree","181","0.534741713212621","0.484392057403657","0.585091369021584"
"Big worries","1993","Employed","secondary school degree","38","0.502095271525107","0.397031096252116","0.607159446798098"
"Big worries","1993","Employed","college entrance qualification","27","","",""
"Big worries","1993","Employed","Other degree","271","0.450873563885786","0.411988185410394","0.489758942361179"
"Big worries","1993","Employed","no degree/no degree yet","136","0.48170852216218","0.425724180369494","0.537692863954866"
"Some worries","1993","Not Employed","lower secondary degree","16","","",""
"Some worries","1993","Not Employed","secondary school degree","11","","",""
"Some worries","1993","Not Employed","college entrance qualification","10","","",""
"Some worries","1993","Not Employed","Other degree","95","0.428163545220454","0.363365061296511","0.492962029144396"
"Some worries","1993","Not Employed","no degree/no degree yet","114","0.404966092420584","0.348272753522105","0.461659431319063"
"Some worries","1993","Employed","lower secondary degree","158","0.385599139932291","0.336466358363052","0.43473192150153"
"Some worries","1993","Employed","secondary school degree","38","0.320660423572623","0.222586262079164","0.418734585066081"
"Some worries","1993","Employed","college entrance qualification","21","","",""
"Some worries","1993","Employed","Other degree","283","0.431228117355304","0.392525052037095","0.469931182673513"
"Some worries","1993","Employed","no degree/no degree yet","123","0.390182136594369","0.335528238831164","0.444836034357574"
"No worries","1993","Not Employed","lower secondary degree","11","","",""
"No worries","1993","Not Employed","secondary school degree","6","","",""
"No worries","1993","Not Employed","college entrance qualification","","","",""
"No worries","1993","Not Employed","Other degree","24","","",""
"No worries","1993","Not Employed","no degree/no degree yet","28","","",""
"No worries","1993","Employed","lower secondary degree","38","0.0796591468550884","0.0523272614273499","0.106991032282827"
"No worries","1993","Employed","secondary school degree","11","","",""
"No worries","1993","Employed","college entrance qualification","3","","",""
"No worries","1993","Employed","Other degree","75","0.11789831875891","0.0926962669958463","0.143100370521974"
"No worries","1993","Employed","no degree/no degree yet","47","0.128109341243451","0.0906630518630756","0.165555630623826"
"Big worries","1994","Not Employed","lower secondary degree","36","0.534549356774335","0.423136976845115","0.645961736703554"
"Big worries","1994","Not Employed","secondary school degree","17","","",""
"Big worries","1994","Not Employed","college entrance qualification","24","","",""
"Big worries","1994","Not Employed","Other degree","103","0.418154681999196","0.35412919044442","0.482180173553972"
"Big worries","1994","Not Employed","no degree/no degree yet","138","0.542190997139894","0.4831992681565","0.601182726123288"
"Big worries","1994","Employed","lower secondary degree","156","0.483788841724161","0.430979532416474","0.536598151031847"
"Big worries","1994","Employed","secondary school degree","41","0.547940861831558","0.44275355494454","0.653128168718576"
"Big worries","1994","Employed","college entrance qualification","18","","",""
"Big worries","1994","Employed","Other degree","242","0.461643442734437","0.420681523493924","0.50260536197495"
"Big worries","1994","Employed","no degree/no degree yet","119","0.441194118615545","0.383948202343868","0.498440034887221"
"Some worries","1994","Not Employed","lower secondary degree","31","0.321560747982299","0.217235427655508","0.425886068309089"
"Some worries","1994","Not Employed","secondary school degree","12","","",""
"Some worries","1994","Not Employed","college entrance qualification","9","","",""
"Some worries","1994","Not Employed","Other degree","93","0.440729939442374","0.376286645638237","0.50517323324651"
"Some worries","1994","Not Employed","no degree/no degree yet","112","0.399425409697133","0.341432602576569","0.457418216817697"
"Some worries","1994","Employed","lower secondary degree","156","0.441640353677083","0.389164410154682","0.494116297199485"
"Some worries","1994","Employed","secondary school degree","35","0.307528168394862","0.20999723688648","0.405059099903244"
"Some worries","1994","Employed","college entrance qualification","21","","",""
"Some worries","1994","Employed","Other degree","247","0.407472251487506","0.367098851533922","0.447845651441089"
"Some worries","1994","Employed","no degree/no degree yet","131","0.460280142941914","0.402816323658788","0.517743962225041"
"No worries","1994","Not Employed","lower secondary degree","10","","",""
"No worries","1994","Not Employed","secondary school degree","2","","",""
"No worries","1994","Not Employed","college entrance qualification","3","","",""
"No worries","1994","Not Employed","Other degree","32","0.14111537855843","0.0959261160768379","0.186304641040023"
"No worries","1994","Not Employed","no degree/no degree yet","24","","",""
"No worries","1994","Employed","lower secondary degree","32","0.074570804598756","0.0468104581060127","0.102331151091499"
"No worries","1994","Employed","secondary school degree","10","","",""
"No worries","1994","Employed","college entrance qualification","4","","",""
"No worries","1994","Employed","Other degree","80","0.130884305778057","0.103171880131322","0.158596731424793"
"No worries","1994","Employed","no degree/no degree yet","39","0.0985257384425405","0.0641659339003326","0.132885542984749"
"Big worries","1995","Not Employed","lower secondary degree","38","0.476096546361994","0.371151580419426","0.581041512304562"
"Big worries","1995","Not Employed","secondary school degree","11","","",""
"Big worries","1995","Not Employed","college entrance qualification","17","","",""
"Big worries","1995","Not Employed","Other degree","101","0.514551201970967","0.449101134977116","0.580001268964819"
"Big worries","1995","Not Employed","no degree/no degree yet","124","0.507628974350176","0.447092532500087","0.568165416200266"
"Big worries","1995","Employed","lower secondary degree","122","0.459621579201449","0.403038163142581","0.516204995260318"
"Big worries","1995","Employed","secondary school degree","34","0.449012373456138","0.346251706614889","0.551773040297387"
"Big worries","1995","Employed","college entrance qualification","18","","",""
"Big worries","1995","Employed","Other degree","181","0.39315618562699","0.349995676320545","0.436316694933434"
"Big worries","1995","Employed","no degree/no degree yet","87","0.38123485614208","0.320293460072562","0.442176252211597"
"Some worries","1995","Not Employed","lower secondary degree","41","0.465624883606161","0.360808379979336","0.570441387232985"
"Some worries","1995","Not Employed","secondary school degree","14","","",""
"Some worries","1995","Not Employed","college entrance qualification","9","","",""
"Some worries","1995","Not Employed","Other degree","94","0.362949090953722","0.299979045289967","0.425919136617476"
"Some worries","1995","Not Employed","no degree/no degree yet","111","0.406879590073388","0.347395361684498","0.466363818462278"
"Some worries","1995","Employed","lower secondary degree","144","0.450952596691675","0.394457555977954","0.507447637405397"
"Some worries","1995","Employed","secondary school degree","46","0.451106614002164","0.348302514694348","0.553910713309981"
"Some worries","1995","Employed","college entrance qualification","26","","",""
"Some worries","1995","Employed","Other degree","221","0.417049471040578","0.373480713289823","0.460618228791334"
"Some worries","1995","Employed","no degree/no degree yet","121","0.4685703187666","0.405957469281325","0.531183168251875"
"No worries","1995","Not Employed","lower secondary degree","8","","",""
"No worries","1995","Not Employed","secondary school degree","3","","",""
"No worries","1995","Not Employed","college entrance qualification","4","","",""
"No worries","1995","Not Employed","Other degree","29","","",""
"No worries","1995","Not Employed","no degree/no degree yet","27","","",""
"No worries","1995","Employed","lower secondary degree","32","0.0894258241068752","0.0570270111019513","0.121824637111799"
"No worries","1995","Employed","secondary school degree","10","","",""
"No worries","1995","Employed","college entrance qualification","8","","",""
"No worries","1995","Employed","Other degree","90","0.189794343332432","0.155144218195473","0.224444468469392"
"No worries","1995","Employed","no degree/no degree yet","36","0.15019482509132","0.105367755609828","0.195021894572812"
"Big worries","1996","Not Employed","lower secondary degree","763","0.333748765843045","0.314719897205858","0.352777634480232"
"Big worries","1996","Not Employed","secondary school degree","216","0.294550316126176","0.262311413598832","0.32678921865352"
"Big worries","1996","Not Employed","college entrance qualification","112","0.270695865867464","0.228989725969941","0.312402005764988"
"Big worries","1996","Not Employed","Other degree","158","0.454614105169128","0.403808888018908","0.505419322319348"
"Big worries","1996","Not Employed","no degree/no degree yet","186","0.347405881871724","0.306715161350515","0.388096602392933"
"Big worries","1996","Employed","lower secondary degree","909","0.311730433542082","0.294757455586011","0.328703411498153"
"Big worries","1996","Employed","secondary school degree","710","0.246378774603469","0.230355171595116","0.262402377611821"
"Big worries","1996","Employed","college entrance qualification","331","0.222788200531516","0.201392275407552","0.24418412565548"
"Big worries","1996","Employed","Other degree","241","0.341820319045546","0.307198360529875","0.376442277561217"
"Big worries","1996","Employed","no degree/no degree yet","100","0.402582867202481","0.345745813722355","0.459419920682607"
"Some worries","1996","Not Employed","lower secondary degree","1141","0.470046166272492","0.449905520228743","0.490186812316242"
"Some worries","1996","Not Employed","secondary school degree","417","0.532593976150188","0.497307136930041","0.567880815370335"
"Some worries","1996","Not Employed","college entrance qualification","249","0.584065874218659","0.537801356483694","0.630330391953625"
"Some worries","1996","Not Employed","Other degree","170","0.452884325996134","0.402095504975991","0.503673147016278"
"Some worries","1996","Not Employed","no degree/no degree yet","260","0.496062732036035","0.453334811435889","0.538790652636182"
"Some worries","1996","Employed","lower secondary degree","1483","0.526584769770398","0.508289263915039","0.544880275625757"
"Some worries","1996","Employed","secondary school degree","1574","0.570279336750949","0.551870815342479","0.588687858159418"
"Some worries","1996","Employed","college entrance qualification","878","0.607071877506187","0.581959264864547","0.632184490147828"
"Some worries","1996","Employed","Other degree","388","0.523178744073096","0.48672154431999","0.559635943826201"
"Some worries","1996","Employed","no degree/no degree yet","143","0.439588802309315","0.382065767944292","0.497111836674338"
"No worries","1996","Not Employed","lower secondary degree","455","0.196205067884462","0.180179557762627","0.212230578006298"
"No worries","1996","Not Employed","secondary school degree","135","0.172855707723636","0.146113332266257","0.199598083181015"
"No worries","1996","Not Employed","college entrance qualification","75","0.145238259913876","0.112165693126098","0.178310826701654"
"No worries","1996","Not Employed","Other degree","41","0.0925015688347376","0.062939665085472","0.122063472584003"
"No worries","1996","Not Employed","no degree/no degree yet","80","0.156531386092241","0.125479327438476","0.187583444746005"
"No worries","1996","Employed","lower secondary degree","469","0.16168479668752","0.148194315962849","0.175175277412191"
"No worries","1996","Employed","secondary school degree","494","0.183341888645583","0.168952810847406","0.197730966443759"
"No worries","1996","Employed","college entrance qualification","244","0.170139921962297","0.150819311930228","0.189460531994366"
"No worries","1996","Employed","Other degree","92","0.135000936881359","0.110057478461231","0.159944395301486"
"No worries","1996","Employed","no degree/no degree yet","43","0.157828330488204","0.115575299360539","0.20008136161587"
"Big worries","1997","Not Employed","lower secondary degree","790","0.329560450153735","0.310571881970368","0.348549018337102"
"Big worries","1997","Not Employed","secondary school degree","232","0.309794277160569","0.278125440250966","0.341463114070172"
"Big worries","1997","Not Employed","college entrance qualification","105","0.255343654933027","0.215364788728133","0.29532252113792"
"Big worries","1997","Not Employed","Other degree","148","0.376542418148035","0.327568530837214","0.425516305458856"
"Big worries","1997","Not Employed","no degree/no degree yet","171","0.288507988057979","0.250882301887983","0.326133674227976"
"Big worries","1997","Employed","lower secondary degree","954","0.345422738635396","0.327679693402573","0.363165783868218"
"Big worries","1997","Employed","secondary school degree","746","0.274467245888269","0.257650644491942","0.291283847284596"
"Big worries","1997","Employed","college entrance qualification","298","0.216952050397812","0.195882004508136","0.238022096287488"
"Big worries","1997","Employed","Other degree","221","0.368337465635071","0.330908893570484","0.405766037699659"
"Big worries","1997","Employed","no degree/no degree yet","93","0.370590112633623","0.311543467955821","0.429636757311425"
"Some worries","1997","Not Employed","lower secondary degree","1131","0.482175872945201","0.461990408786571","0.502361337103832"
"Some worries","1997","Not Employed","secondary school degree","427","0.479830845727157","0.445615375003698","0.514046316450615"
"Some worries","1997","Not Employed","college entrance qualification","263","0.56239540374477","0.516912120213862","0.607878687275678"
"Some worries","1997","Not Employed","Other degree","168","0.446922272016434","0.396669126308832","0.497175417724037"
"Some worries","1997","Not Employed","no degree/no degree yet","287","0.528910203261804","0.487456501838617","0.570363904684991"
"Some worries","1997","Employed","lower secondary degree","1337","0.47744393851996","0.458805914045428","0.496081962994492"
"Some worries","1997","Employed","secondary school degree","1412","0.526188190726108","0.507371729702379","0.545004651749836"
"Some worries","1997","Employed","college entrance qualification","917","0.611768529653063","0.586855395982129","0.636681663323998"
"Some worries","1997","Employed","Other degree","324","0.463858944774249","0.425162572552657","0.502555316995841"
"Some worries","1997","Employed","no degree/no degree yet","123","0.4698356721998","0.408817418472655","0.530853925926945"
"No worries","1997","Not Employed","lower secondary degree","433","0.188263676901064","0.172471732002757","0.204055621799371"
"No worries","1997","Not Employed","secondary school degree","160","0.210374877112275","0.182461424572004","0.238288329652545"
"No worries","1997","Not Employed","college entrance qualification","89","0.182260941322203","0.146865757964158","0.217656124680249"
"No worries","1997","Not Employed","Other degree","60","0.17653530983553","0.137997018866578","0.215073600804483"
"No worries","1997","Not Employed","no degree/no degree yet","99","0.182581808680217","0.150499072860409","0.214664544500024"
"No worries","1997","Employed","lower secondary degree","468","0.177133322844645","0.162887513973535","0.191379131715754"
"No worries","1997","Employed","secondary school degree","547","0.199344563385624","0.184289261000829","0.214399865770419"
"No worries","1997","Employed","college entrance qualification","255","0.171279419949124","0.152019872529143","0.190538967369106"
"No worries","1997","Employed","Other degree","93","0.16780358959068","0.138806708062598","0.196800471118762"
"No worries","1997","Employed","no degree/no degree yet","41","0.159574215166577","0.114801588674186","0.204346841658969"
"Big worries","1998","Not Employed","lower secondary degree","905","0.341216062633446","0.323252549705194","0.359179575561697"
"Big worries","1998","Not Employed","secondary school degree","250","0.285853117234854","0.256301914498709","0.315404319970998"
"Big worries","1998","Not Employed","college entrance qualification","132","0.259618070982452","0.223110026328599","0.296126115636304"
"Big worries","1998","Not Employed","Other degree","141","0.400228091063288","0.350170375526347","0.450285806600229"
"Big worries","1998","Not Employed","no degree/no degree yet","177","0.303802710856947","0.265541070447784","0.34206435126611"
"Big worries","1998","Employed","lower secondary degree","990","0.35823958101468","0.340721927001195","0.375757235028166"
"Big worries","1998","Employed","secondary school degree","793","0.266915122884308","0.250911888762955","0.282918357005662"
"Big worries","1998","Employed","college entrance qualification","344","0.213089606401617","0.193130694764313","0.233048518038921"
"Big worries","1998","Employed","Other degree","217","0.368893716078646","0.330790677029883","0.406996755127409"
"Big worries","1998","Employed","no degree/no degree yet","86","0.413912904747257","0.351985836928071","0.475839972566443"
"Some worries","1998","Not Employed","lower secondary degree","1279","0.476615433189108","0.457692016908595","0.495538849469621"
"Some worries","1998","Not Employed","secondary school degree","493","0.549983504996434","0.517444896892642","0.582522113100226"
"Some worries","1998","Not Employed","college entrance qualification","326","0.599605285655076","0.558804351854401","0.640406219455752"
"Some worries","1998","Not Employed","Other degree","168","0.440173763199236","0.389455674122472","0.490891852276001"
"Some worries","1998","Not Employed","no degree/no degree yet","264","0.464409058906412","0.422916659269684","0.505901458543139"
"Some worries","1998","Employed","lower secondary degree","1390","0.470088606902487","0.451854093116745","0.488323120688229"
"Some worries","1998","Employed","secondary school degree","1524","0.525790398221241","0.507725499322907","0.543855297119574"
"Some worries","1998","Employed","college entrance qualification","941","0.584129979843452","0.560107013322666","0.608152946364237"
"Some worries","1998","Employed","Other degree","291","0.425329871215401","0.386288057148679","0.464371685282123"
"Some worries","1998","Employed","no degree/no degree yet","120","0.425033071282462","0.362877831164844","0.48718831140008"
"No worries","1998","Not Employed","lower secondary degree","492","0.182168504177446","0.167544254317431","0.196792754037462"
"No worries","1998","Not Employed","secondary school degree","155","0.164163377768713","0.139935868949866","0.188390886587559"
"No worries","1998","Not Employed","college entrance qualification","96","0.140776643362472","0.111815777066098","0.169737509658846"
"No worries","1998","Not Employed","Other degree","59","0.159598145737475","0.122180056766391","0.19701623470856"
"No worries","1998","Not Employed","no degree/no degree yet","114","0.231788230236641","0.196681711348814","0.266894749124468"
"No worries","1998","Employed","lower secondary degree","498","0.171671812082832","0.157894851615716","0.185448772549949"
"No worries","1998","Employed","secondary school degree","618","0.207294478894451","0.192629081108327","0.221959876680575"
"No worries","1998","Employed","college entrance qualification","332","0.202780413754932","0.183183166887262","0.222377660622601"
"No worries","1998","Employed","Other degree","108","0.205776412705953","0.173851705614389","0.237701119797518"
"No worries","1998","Employed","no degree/no degree yet","37","0.161054023970281","0.114837450653156","0.207270597287406"
"Big worries","1999","Not Employed","lower secondary degree","680","0.255201817398322","0.238501510373359","0.271902124423285"
"Big worries","1999","Not Employed","secondary school degree","255","0.292683298554831","0.26189589690279","0.323470700206872"
"Big worries","1999","Not Employed","college entrance qualification","141","0.276846402409293","0.237744416382916","0.31594838843567"
"Big worries","1999","Not Employed","Other degree","109","0.327516482604647","0.27748456558608","0.377548399623214"
"Big worries","1999","Not Employed","no degree/no degree yet","175","0.315328595493338","0.275120622311432","0.355536568675245"
"Big worries","1999","Employed","lower secondary degree","906","0.325608083087398","0.308490950073382","0.342725216101413"
"Big worries","1999","Employed","secondary school degree","875","0.311755262615046","0.295215591424673","0.328294933805418"
"Big worries","1999","Employed","college entrance qualification","558","0.324565999497582","0.302464464830026","0.346667534165139"
"Big worries","1999","Employed","Other degree","179","0.333464635458266","0.295551355444104","0.371377915472428"
"Big worries","1999","Employed","no degree/no degree yet","81","0.323662101980756","0.266900371893978","0.380423832067534"
"Some worries","1999","Not Employed","lower secondary degree","1440","0.540536500621164","0.52144670447391","0.559626296768418"
"Some worries","1999","Not Employed","secondary school degree","485","0.564894730050739","0.531348166076466","0.598441294025012"
"Some worries","1999","Not Employed","college entrance qualification","296","0.596818789301022","0.553950565981605","0.639687012620439"
"Some worries","1999","Not Employed","Other degree","153","0.48646022232239","0.433175776633304","0.539744668011475"
"Some worries","1999","Not Employed","no degree/no degree yet","243","0.507616761251472","0.4643545199109","0.550879002592043"
"Some worries","1999","Employed","lower secondary degree","1554","0.532116234187419","0.513889892764476","0.550342575610362"
"Some worries","1999","Employed","secondary school degree","1742","0.555710857297878","0.537968724877456","0.573452989718301"
"Some worries","1999","Employed","college entrance qualification","984","0.557374386951929","0.533928253383476","0.580820520520383"
"Some worries","1999","Employed","Other degree","317","0.481262472447531","0.441081568637176","0.521443376257885"
"Some worries","1999","Employed","no degree/no degree yet","124","0.44913718214506","0.388792490561508","0.509481873728612"
"No worries","1999","Not Employed","lower secondary degree","498","0.204261681980514","0.188818319768896","0.219705044192132"
"No worries","1999","Not Employed","secondary school degree","99","0.14242197139443","0.118774079576525","0.166069863212335"
"No worries","1999","Not Employed","college entrance qualification","66","0.126334808289685","0.0973013928924046","0.155368223686965"
"No worries","1999","Not Employed","Other degree","76","0.186023295072963","0.144539412586474","0.227507177559452"
"No worries","1999","Not Employed","no degree/no degree yet","95","0.17705464325519","0.144023122537918","0.210086163972462"
"No worries","1999","Employed","lower secondary degree","419","0.142275682725183","0.129515218943961","0.155036146506406"
"No worries","1999","Employed","secondary school degree","396","0.132533880087076","0.120426832695278","0.144640927478874"
"No worries","1999","Employed","college entrance qualification","182","0.118059613550488","0.102827865261055","0.133291361839922"
"No worries","1999","Employed","Other degree","98","0.185272892094203","0.15402887316559","0.216516911022816"
"No worries","1999","Employed","no degree/no degree yet","56","0.227200715874184","0.176365339816883","0.278036091931486"
"Big worries","2000","Not Employed","lower secondary degree","1259","0.25021751428438","0.238083674914342","0.262351353654419"
"Big worries","2000","Not Employed","secondary school degree","544","0.320546971722809","0.298001530757858","0.34309241268776"
"Big worries","2000","Not Employed","college entrance qualification","401","0.35947428422446","0.331296444492939","0.387652123955981"
"Big worries","2000","Not Employed","Other degree","189","0.300265347748356","0.263527238829867","0.337003456666845"
"Big worries","2000","Not Employed","no degree/no degree yet","216","0.320038786867326","0.284313903565486","0.355763670169165"
"Big worries","2000","Employed","lower secondary degree","1537","0.324942054150162","0.311922392532801","0.337961715767523"
"Big worries","2000","Employed","secondary school degree","1706","0.335376997674452","0.32265924301139","0.348094752337513"
"Big worries","2000","Employed","college entrance qualification","1290","0.362935633204159","0.347223904432333","0.378647361975986"
"Big worries","2000","Employed","Other degree","307","0.363335964060459","0.332290941244212","0.394380986876706"
"Big worries","2000","Employed","no degree/no degree yet","77","0.348784650384655","0.290174581883838","0.407394718885472"
"Some worries","2000","Not Employed","lower secondary degree","2552","0.51470284919552","0.500702015406539","0.528703682984501"
"Some worries","2000","Not Employed","secondary school degree","824","0.503052579426657","0.47889824438517","0.527206914468143"
"Some worries","2000","Not Employed","college entrance qualification","549","0.488512331513818","0.459158767121338","0.517865895906297"
"Some worries","2000","Not Employed","Other degree","264","0.461611532628728","0.421655376775766","0.501567688481691"
"Some worries","2000","Not Employed","no degree/no degree yet","300","0.4645088209297","0.426314342446053","0.502703299413348"
"Some worries","2000","Employed","lower secondary degree","2466","0.479446474190293","0.465558817555781","0.493334130824804"
"Some worries","2000","Employed","secondary school degree","2818","0.518614364382127","0.505154987419664","0.532073741344591"
"Some worries","2000","Employed","college entrance qualification","1932","0.528775275753799","0.512464781702263","0.545085769805335"
"Some worries","2000","Employed","Other degree","428","0.448703971756883","0.41660027687097","0.480807666642796"
"Some worries","2000","Employed","no degree/no degree yet","112","0.374884207401504","0.315350895861236","0.434417518941773"
"No worries","2000","Not Employed","lower secondary degree","1084","0.2350796365201","0.223200431997438","0.246958841042761"
"No worries","2000","Not Employed","secondary school degree","278","0.176400448850534","0.157986748600849","0.19481414910022"
"No worries","2000","Not Employed","college entrance qualification","164","0.152013384261723","0.130929971644633","0.173096796878812"
"No worries","2000","Not Employed","Other degree","145","0.238123119622916","0.203984914920273","0.272261324325558"
"No worries","2000","Not Employed","no degree/no degree yet","139","0.215452392202974","0.183966735744781","0.246938048661168"
"No worries","2000","Employed","lower secondary degree","968","0.195611471659546","0.184584498845831","0.20663844447326"
"No worries","2000","Employed","secondary school degree","770","0.146008637943421","0.136496631488967","0.155520644397875"
"No worries","2000","Employed","college entrance qualification","376","0.108289091042042","0.0981354476699616","0.118442734414122"
"No worries","2000","Employed","Other degree","187","0.187960064182658","0.162742442975396","0.21317768538992"
"No worries","2000","Employed","no degree/no degree yet","65","0.276331142213841","0.221337043276922","0.33132524115076"
"Big worries","2001","Not Employed","lower secondary degree","1337","0.303872682868299","0.290090504403941","0.317654861332657"
"Big worries","2001","Not Employed","secondary school degree","535","0.341182037262707","0.317300573172443","0.365063501352971"
"Big worries","2001","Not Employed","college entrance qualification","405","0.369327453287789","0.33996737744038","0.398687529135198"
"Big worries","2001","Not Employed","Other degree","185","0.360968942266419","0.320233412948934","0.401704471583904"
"Big worries","2001","Not Employed","no degree/no degree yet","214","0.327656032973018","0.290255719330722","0.365056346615314"
"Big worries","2001","Employed","lower secondary degree","1502","0.337843720110358","0.323870046881229","0.351817393339488"
"Big worries","2001","Employed","secondary school degree","1839","0.373513877170991","0.359933418843015","0.387094335498967"
"Big worries","2001","Employed","college entrance qualification","1423","0.415864471874306","0.399251083182118","0.432477860566495"
"Big worries","2001","Employed","Other degree","257","0.311275115845082","0.27971849983194","0.342831731858224"
"Big worries","2001","Employed","no degree/no degree yet","108","0.396654808571588","0.33649305001767","0.456816567125505"
"Some worries","2001","Not Employed","lower secondary degree","2057","0.479771733228523","0.464801036852815","0.494742429604231"
"Some worries","2001","Not Employed","secondary school degree","749","0.500738952903086","0.475553214771276","0.525924691034896"
"Some worries","2001","Not Employed","college entrance qualification","478","0.466290175235343","0.435942170335369","0.496638180135316"
"Some worries","2001","Not Employed","Other degree","226","0.414196652107962","0.372417783076151","0.455975521139773"
"Some worries","2001","Not Employed","no degree/no degree yet","268","0.460624895099672","0.420906695351499","0.500343094847846"
"Some worries","2001","Employed","lower secondary degree","2156","0.496082872012275","0.481311219487874","0.510854524536676"
"Some worries","2001","Employed","secondary school degree","2416","0.493139524624179","0.47910381263516","0.507175236613198"
"Some worries","2001","Employed","college entrance qualification","1647","0.480468225955415","0.463627380179423","0.497309071731407"
"Some worries","2001","Employed","Other degree","411","0.488790479536182","0.454721731680996","0.522859227391369"
"Some worries","2001","Employed","no degree/no degree yet","109","0.445619941274218","0.384495156729882","0.506744725818555"
"No worries","2001","Not Employed","lower secondary degree","884","0.216355583903178","0.204016830725801","0.228694337080556"
"No worries","2001","Not Employed","secondary school degree","230","0.158079009834206","0.139702716044473","0.17645530362394"
"No worries","2001","Not Employed","college entrance qualification","155","0.164382371476868","0.141835783329453","0.186928959624283"
"No worries","2001","Not Employed","Other degree","123","0.224834405625619","0.189426022809346","0.260242788441891"
"No worries","2001","Not Employed","no degree/no degree yet","123","0.21171907192731","0.179166080479722","0.244272063374898"
"No worries","2001","Employed","lower secondary degree","743","0.166073407877366","0.155078632354289","0.177068183400444"
"No worries","2001","Employed","secondary school degree","619","0.13334659820483","0.123802848915104","0.142890347494556"
"No worries","2001","Employed","college entrance qualification","311","0.103667302170278","0.093392321258362","0.113942283082195"
"No worries","2001","Employed","Other degree","159","0.199934404618735","0.17267590793226","0.22719290130521"
"No worries","2001","Employed","no degree/no degree yet","37","0.157725250154194","0.112901443532356","0.202549056776032"
"Big worries","2002","Not Employed","lower secondary degree","1048","0.258609044011002","0.245311051485138","0.271907036536866"
"Big worries","2002","Not Employed","secondary school degree","449","0.284268222635957","0.262062098430655","0.306474346841259"
"Big worries","2002","Not Employed","college entrance qualification","357","0.305384113965538","0.27957159197773","0.331196635953346"
"Big worries","2002","Not Employed","Other degree","142","0.281829308846373","0.242591086984083","0.321067530708663"
"Big worries","2002","Not Employed","no degree/no degree yet","207","0.322834140443464","0.287000042856776","0.358668238030153"
"Big worries","2002","Employed","lower secondary degree","1134","0.27998656226794","0.266306384437362","0.293666740098519"
"Big worries","2002","Employed","secondary school degree","1419","0.28016648266525","0.267828163882456","0.292504801448043"
"Big worries","2002","Employed","college entrance qualification","1349","0.301591681214401","0.28798594430971","0.315197418119093"
"Big worries","2002","Employed","Other degree","208","0.263658786114268","0.233145251957496","0.294172320271041"
