"plj0047","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1994","middle vocational","Female","111","0.518594775055344","0.454712021393239","0.582477528717448","1"
"Big worries","1994","vocational + Abi","Male","27","","","","1"
"Big worries","1994","vocational + Abi","Female","13","","","","1"
"Big worries","1994","higher vocational","Male","3","","","","1"
"Big worries","1994","higher vocational","Female","6","","","","1"
"Big worries","1994","higher education","Male","9","","","","1"
"Big worries","1994","higher education","Female","4","","","","1"
"No worries","1994","in school","Male","1","","","","3"
"No worries","1994","in school","Female","1","","","","3"
"No worries","1994","inadequately","Male","27","","","","3"
"No worries","1994","inadequately","Female","25","","","","3"
"No worries","1994","general elemantary","Male","45","0.0856776143657712","0.05757356094543","0.113781667786112","3"
"No worries","1994","general elemantary","Female","47","0.166667151437546","0.127053681179436","0.206280621695655","3"
"No worries","1994","middle vocational","Male","48","0.12410108926271","0.0914633666271551","0.156738811898264","3"
"No worries","1994","middle vocational","Female","27","","","","3"
"No worries","1994","vocational + Abi","Male","3","","","","3"
"No worries","1994","vocational + Abi","Female","6","","","","3"
"No worries","1994","higher vocational","Male","1","","","","3"
"No worries","1994","higher vocational","Female","","","","","3"
"No worries","1994","higher education","Male","5","","","","3"
"No worries","1994","higher education","Female","1","","","","3"
"Some worries","1994","in school","Male","7","","","","2"
"Some worries","1994","in school","Female","12","","","","2"
"Some worries","1994","inadequately","Male","93","0.537610004485972","0.465957808626586","0.609262200345358","2"
"Some worries","1994","inadequately","Female","115","0.40627277809781","0.349152374995097","0.463393181200523","2"
"Some worries","1994","general elemantary","Male","152","0.384296377199101","0.33545312169665","0.433139632701552","2"
"Some worries","1994","general elemantary","Female","129","0.313491558942904","0.264180480693938","0.36280263719187","2"
"Some worries","1994","middle vocational","Male","190","0.465905289499649","0.416523932917931","0.515286646081367","2"
"Some worries","1994","middle vocational","Female","97","0.381742293799963","0.319629070311737","0.44385551728819","2"
"Some worries","1994","vocational + Abi","Male","20","","","","2"
"Some worries","1994","vocational + Abi","Female","13","","","","2"
"Some worries","1994","higher vocational","Male","5","","","","2"
"Some worries","1994","higher vocational","Female","3","","","","2"
"Some worries","1994","higher education","Male","16","","","","2"
"Some worries","1994","higher education","Female","8","","","","2"
"Big worries","1995","in school","Male","11","","","","1"
"Big worries","1995","in school","Female","11","","","","1"
"Big worries","1995","inadequately","Male","62","0.41099410932068","0.334994253085333","0.486993965556028","1"
"Big worries","1995","inadequately","Female","114","0.475957918074006","0.415368721023343","0.536547115124669","1"
"Big worries","1995","general elemantary","Male","143","0.490577216042533","0.437282689240226","0.543871742844841","1"
"Big worries","1995","general elemantary","Female","130","0.487674321722789","0.431851634504679","0.543497008940899","1"
"Big worries","1995","middle vocational","Male","133","0.383877277979821","0.334323468698175","0.433431087261468","1"
"Big worries","1995","middle vocational","Female","87","0.384237789923851","0.320821559175815","0.447654020671888","1"
"Big worries","1995","vocational + Abi","Male","18","","","","1"
"Big worries","1995","vocational + Abi","Female","9","","","","1"
"Big worries","1995","higher vocational","Male","4","","","","1"
"Big worries","1995","higher vocational","Female","5","","","","1"
"Big worries","1995","higher education","Male","8","","","","1"
"Big worries","1995","higher education","Female","5","","","","1"
"No worries","1995","in school","Male","1","","","","3"
"No worries","1995","in school","Female","2","","","","3"
"No worries","1995","inadequately","Male","26","","","","3"
"No worries","1995","inadequately","Female","30","0.101672784748232","0.0650081405177222","0.138337428978742","3"
"No worries","1995","general elemantary","Male","43","0.111841894153509","0.0782420595466445","0.145441728760374","3"
"No worries","1995","general elemantary","Female","43","0.125236890487522","0.0882724530882444","0.1622013278868","3"
"No worries","1995","middle vocational","Male","56","0.155406921917161","0.118491641887968","0.192322201946353","3"
"No worries","1995","middle vocational","Female","28","","","","3"
"No worries","1995","vocational + Abi","Male","10","","","","3"
"No worries","1995","vocational + Abi","Female","6","","","","3"
"No worries","1995","higher vocational","Male","","","","","3"
"No worries","1995","higher vocational","Female","","","","","3"
"No worries","1995","higher education","Male","1","","","","3"
"No worries","1995","higher education","Female","4","","","","3"
"Some worries","1995","in school","Male","13","","","","2"
"Some worries","1995","in school","Female","4","","","","2"
"Some worries","1995","inadequately","Male","73","0.419573533810562","0.343345836748827","0.495801230872298","2"
"Some worries","1995","inadequately","Female","117","0.422369297177762","0.362445525241748","0.482293069113775","2"
"Some worries","1995","general elemantary","Male","152","0.397580889803957","0.345407162768745","0.44975461683917","2"
"Some worries","1995","general elemantary","Female","135","0.387088787789689","0.332691554461545","0.441486021117832","2"
"Some worries","1995","middle vocational","Male","181","0.460715800103018","0.409926452950598","0.511505147255438","2"
"Some worries","1995","middle vocational","Female","111","0.49048595149616","0.425310321264795","0.555661581727525","2"
"Some worries","1995","vocational + Abi","Male","16","","","","2"
"Some worries","1995","vocational + Abi","Female","14","","","","2"
"Some worries","1995","higher vocational","Male","4","","","","2"
"Some worries","1995","higher vocational","Female","3","","","","2"
"Some worries","1995","higher education","Male","17","","","","2"
"Some worries","1995","higher education","Female","5","","","","2"
"Big worries","1996","in school","Male","34","0.23776364503451","0.165683899260906","0.309843390808114","1"
"Big worries","1996","in school","Female","50","0.352046707515736","0.276119349027505","0.427974066003967","1"
"Big worries","1996","inadequately","Male","70","0.41651186637157","0.348018067146384","0.485005665596755","1"
"Big worries","1996","inadequately","Female","118","0.425771248791273","0.368665151676166","0.48287734590638","1"
"Big worries","1996","general elemantary","Male","291","0.348629439198797","0.315973097544349","0.381285780853244","1"
"Big worries","1996","general elemantary","Female","515","0.33487735794416","0.311442726768314","0.358311989120006","1"
"Big worries","1996","middle vocational","Male","986","0.296426009431605","0.280865896334051","0.311986122529159","1"
"Big worries","1996","middle vocational","Female","972","0.307333263972124","0.291456038274356","0.323210489669892","1"
"Big worries","1996","vocational + Abi","Male","67","0.30601800245908","0.247347270238763","0.364688734679396","1"
"Big worries","1996","vocational + Abi","Female","61","0.232490284434564","0.178596778731961","0.286383790137168","1"
"Big worries","1996","higher vocational","Male","132","0.265327719329107","0.22537008126577","0.305285357392444","1"
"Big worries","1996","higher vocational","Female","88","0.327521071969421","0.273506858604183","0.38153528533466","1"
"Big worries","1996","higher education","Male","195","0.194917307011691","0.169806273278823","0.220028340744559","1"
"Big worries","1996","higher education","Female","186","0.238675336569159","0.208987795918502","0.268362877219815","1"
"No worries","1996","in school","Male","28","","","","3"
"No worries","1996","in school","Female","21","","","","3"
"No worries","1996","inadequately","Male","30","0.14371174667837","0.0949726270914939","0.192450866265246","3"
"No worries","1996","inadequately","Female","38","0.154417857241326","0.112684962551081","0.196150751931571","3"
"No worries","1996","general elemantary","Male","132","0.191589713395121","0.164620179014042","0.218559247776199","3"
"No worries","1996","general elemantary","Female","275","0.194614525674373","0.174955866800122","0.214273184548625","3"
"No worries","1996","middle vocational","Male","639","0.187794204786575","0.174487398262752","0.201101011310398","3"
"No worries","1996","middle vocational","Female","488","0.153760058070128","0.141347074076926","0.16617304206333","3"
"No worries","1996","vocational + Abi","Male","32","0.105393257021175","0.0663004896980283","0.144486024344322","3"
"No worries","1996","vocational + Abi","Female","24","","","","3"
"No worries","1996","higher vocational","Male","79","0.196091657594556","0.160158573295892","0.23202474189322","3"
"No worries","1996","higher vocational","Female","36","0.110498012842797","0.0744152497143461","0.146580775971248","3"
"No worries","1996","higher education","Male","211","0.208558655022892","0.182804777816737","0.234312532229046","3"
"No worries","1996","higher education","Female","113","0.156099223950204","0.130821872585549","0.181376575314859","3"
"Some worries","1996","in school","Male","72","0.557328552381262","0.4732293080122","0.641427796750323","2"
"Some worries","1996","in school","Female","81","0.523771571711973","0.444374421079318","0.603168722344628","2"
"Some worries","1996","inadequately","Male","99","0.439776386950061","0.370813058945022","0.508739714955099","2"
"Some worries","1996","inadequately","Female","132","0.419810893967401","0.36281238641931","0.476809401515492","2"
"Some worries","1996","general elemantary","Male","395","0.459780847406083","0.425627610862618","0.493934083949548","2"
"Some worries","1996","general elemantary","Female","768","0.470508116381467","0.44572376385313","0.495292468909803","2"
"Some worries","1996","middle vocational","Male","1684","0.51577978578182","0.498752190313191","0.532807381250449","2"
"Some worries","1996","middle vocational","Female","1784","0.538906677957748","0.521752936222648","0.556060419692847","2"
"Some worries","1996","vocational + Abi","Male","138","0.588588740519745","0.525939187094999","0.651238293944491","2"
"Some worries","1996","vocational + Abi","Female","151","0.690285799765014","0.631294615041506","0.749276984488521","2"
"Some worries","1996","higher vocational","Male","258","0.538580623076337","0.493464170341017","0.583697075811657","2"
"Some worries","1996","higher vocational","Female","166","0.561980915187781","0.50487824821268","0.619083582162883","2"
"Some worries","1996","higher education","Male","550","0.596524037965417","0.565425358200459","0.627622717730375","2"
"Some worries","1996","higher education","Female","493","0.605225439480637","0.571183157338284","0.63926772162299","2"
"Big worries","1997","in school","Male","43","0.243653548587986","0.176288822367183","0.311018274808788","1"
"Big worries","1997","in school","Female","35","0.221497658996882","0.156748507850981","0.286246810142783","1"
"Big worries","1997","inadequately","Male","65","0.340110668176397","0.272924930744184","0.40729640560861","1"
"Big worries","1997","inadequately","Female","102","0.342742379485554","0.286233699251335","0.399251059719774","1"
"Big worries","1997","general elemantary","Male","291","0.36079597731096","0.328006455868135","0.393585498753784","1"
"Big worries","1997","general elemantary","Female","508","0.33112348414304","0.30727557766301","0.354971390623071","1"
"Big worries","1997","middle vocational","Male","1018","0.324031474122508","0.30785386126673","0.340209086978287","1"
"Big worries","1997","middle vocational","Female","1043","0.322482712633413","0.306370371495274","0.338595053771552","1"
"Big worries","1997","vocational + Abi","Male","59","0.247667168380099","0.192478058871512","0.302856277888685","1"
"Big worries","1997","vocational + Abi","Female","64","0.307922863846249","0.246642961605849","0.36920276608665","1"
"Big worries","1997","higher vocational","Male","134","0.293322201889174","0.252292277893604","0.334352125884744","1"
"Big worries","1997","higher vocational","Female","87","0.359766902369551","0.304047644248693","0.41548616049041","1"
"Big worries","1997","higher education","Male","178","0.197903180302086","0.172752521940678","0.223053838663494","1"
"Big worries","1997","higher education","Female","175","0.211650118731905","0.183326844137686","0.239973393326124","1"
"No worries","1997","in school","Male","36","0.279810956593242","0.209367378885359","0.350254534301125","3"
"No worries","1997","in school","Female","26","","","","3"
"No worries","1997","inadequately","Male","40","0.200033059578988","0.14330233688872","0.256763782269256","3"
"No worries","1997","inadequately","Female","39","0.155204774472184","0.11209341585544","0.198316133088928","3"
"No worries","1997","general elemantary","Male","140","0.174891865044","0.148954567496971","0.200829162591029","3"
"No worries","1997","general elemantary","Female","282","0.201045720578484","0.180736620742476","0.221354820414493","3"
"No worries","1997","middle vocational","Male","674","0.205605042834442","0.19163516131431","0.219574924354574","3"
"No worries","1997","middle vocational","Female","496","0.16165859547507","0.148968786127502","0.174348404822639","3"
"No worries","1997","vocational + Abi","Male","39","0.16670184235256","0.119049465191817","0.214354219513302","3"
"No worries","1997","vocational + Abi","Female","28","","","","3"
"No worries","1997","higher vocational","Male","112","0.238323228354004","0.199927221283395","0.276719235424613","3"
"No worries","1997","higher vocational","Female","34","0.113050230067461","0.0762872338988682","0.149813226236053","3"
"No worries","1997","higher education","Male","198","0.203372091358929","0.177963358335864","0.228780824381995","3"
"No worries","1997","higher education","Female","118","0.160519907794106","0.135066592750546","0.185973222837666","3"
"Some worries","1997","in school","Male","77","0.476535494818772","0.398160587824242","0.554910401813302","2"
"Some worries","1997","in school","Female","97","0.618122090081485","0.542365756413674","0.693878423749297","2"
"Some worries","1997","inadequately","Male","86","0.459856272244615","0.389176175822915","0.530536368666316","2"
"Some worries","1997","inadequately","Female","130","0.502052846042262","0.44252368122854","0.561582010855983","2"
"Some worries","1997","general elemantary","Male","393","0.464312157645041","0.430259939421204","0.498364375868877","2"
"Some worries","1997","general elemantary","Female","706","0.467830795278475","0.442546458459506","0.493115132097445","2"
"Some worries","1997","middle vocational","Male","1523","0.470363483043049","0.453110533125018","0.48761643296108","2"
"Some worries","1997","middle vocational","Female","1694","0.515858691891517","0.498632206324397","0.533085177458636","2"
"Some worries","1997","vocational + Abi","Male","137","0.585630989267342","0.522648500331563","0.648613478203121","2"
"Some worries","1997","vocational + Abi","Female","126","0.576806121358812","0.511221130381034","0.64239111233659","2"
"Some worries","1997","higher vocational","Male","227","0.468354569756822","0.423385288708822","0.513323850804822","2"
"Some worries","1997","higher vocational","Female","164","0.527182867562988","0.469219593667061","0.585146141458915","2"
"Some worries","1997","higher education","Male","588","0.598724728338985","0.567783014122084","0.629666442555886","2"
"Some worries","1997","higher education","Female","506","0.627829973473989","0.594312874571055","0.661347072376923","2"
"Big worries","1998","in school","Male","45","0.258239047108507","0.190423223758527","0.326054870458487","1"
"Big worries","1998","in school","Female","39","0.253244786050269","0.187289555382666","0.319200016717871","1"
"Big worries","1998","inadequately","Male","58","0.368494558472821","0.298602692690147","0.438386424255496","1"
"Big worries","1998","inadequately","Female","101","0.391547950423859","0.331873670658155","0.451222230189562","1"
"Big worries","1998","general elemantary","Male","315","0.360441709850817","0.329315045673485","0.391568374028149","1"
"Big worries","1998","general elemantary","Female","564","0.338579500537027","0.315391822840473","0.361767178233581","1"
"Big worries","1998","middle vocational","Male","1120","0.332534711303962","0.316870680738631","0.348198741869294","1"
"Big worries","1998","middle vocational","Female","1061","0.315966817389631","0.300500742562707","0.331432892216554","1"
"Big worries","1998","vocational + Abi","Male","62","0.281701869444758","0.224553105038319","0.338850633851197","1"
"Big worries","1998","vocational + Abi","Female","73","0.287359112600894","0.232667834615243","0.342050390586545","1"
"Big worries","1998","higher vocational","Male","145","0.287933234553894","0.247882212697967","0.327984256409821","1"
"Big worries","1998","higher vocational","Female","89","0.296139776261203","0.246427097062209","0.345852455460196","1"
"Big worries","1998","higher education","Male","216","0.210834178789958","0.186336331149124","0.235332026430792","1"
"Big worries","1998","higher education","Female","189","0.198383492234108","0.171960612010537","0.22480637245768","1"
"No worries","1998","in school","Male","31","0.259794773817896","0.191846351342526","0.327743196293266","3"
"No worries","1998","in school","Female","38","0.232081260158562","0.168053615590202","0.296108904726922","3"
"No worries","1998","inadequately","Male","37","0.188287018847821","0.131645618551867","0.244928419143775","3"
"No worries","1998","inadequately","Female","46","0.212470616437782","0.16245975311767","0.262481479757894","3"
"No worries","1998","general elemantary","Male","183","0.211734615982613","0.185249178337716","0.238220053627509","3"
"No worries","1998","general elemantary","Female","263","0.16862563652649","0.150279348184049","0.186971924868931","3"
"No worries","1998","middle vocational","Male","723","0.194646334555192","0.181482357359571","0.207810311750813","3"
"No worries","1998","middle vocational","Female","573","0.162768219987042","0.15048736950804","0.175049070466044","3"
"No worries","1998","vocational + Abi","Male","42","0.177542927853531","0.128995310419639","0.226090545287424","3"
"No worries","1998","vocational + Abi","Female","48","0.132620761688359","0.0916305192450042","0.173611004131715","3"
"No worries","1998","higher vocational","Male","117","0.257198610563131","0.21853717218096","0.295860048945302","3"
"No worries","1998","higher vocational","Female","38","0.121458606716735","0.0858896728778216","0.157027540555648","3"
"No worries","1998","higher education","Male","241","0.20699478493285","0.182662045204538","0.231327524661163","3"
"No worries","1998","higher education","Female","153","0.20229782294626","0.1756807645324","0.22891488136012","3"
"Some worries","1998","in school","Male","84","0.481966179073597","0.404542208667927","0.559390149479267","2"
"Some worries","1998","in school","Female","90","0.514673953791169","0.438873335109132","0.590474572473206","2"
"Some worries","1998","inadequately","Male","88","0.443218422679357","0.371244714849664","0.515192130509051","2"
"Some worries","1998","inadequately","Female","110","0.395981433138359","0.336189294817271","0.455773571459447","2"
"Some worries","1998","general elemantary","Male","416","0.427823674166571","0.395748254887551","0.45989909344559","2"
"Some worries","1998","general elemantary","Female","773","0.492794862936483","0.468297857001064","0.517291868871902","2"
"Some worries","1998","middle vocational","Male","1632","0.472818954140846","0.456219338995372","0.489418569286319","2"
"Some worries","1998","middle vocational","Female","1837","0.521264962623327","0.50464623927765","0.537883685969005","2"
"Some worries","1998","vocational + Abi","Male","134","0.540755202701711","0.477443777758313","0.604066627645109","2"
"Some worries","1998","vocational + Abi","Female","142","0.580020125710746","0.520370738294539","0.639669513126954","2"
"Some worries","1998","higher vocational","Male","229","0.454868154882975","0.41082272144978","0.49891358831617","2"
"Some worries","1998","higher vocational","Female","197","0.582401617022062","0.528702607386017","0.636100626658107","2"
"Some worries","1998","higher education","Male","608","0.582171036277192","0.552550163181203","0.611791909373181","2"
"Some worries","1998","higher education","Female","533","0.599318684819632","0.566849415257867","0.631787954381397","2"
"Big worries","1999","in school","Male","56","0.299887986509179","0.228441175892976","0.371334797125382","1"
"Big worries","1999","in school","Female","60","0.334556352623869","0.261673487817616","0.407439217430122","1"
"Big worries","1999","inadequately","Male","50","0.292298526642981","0.224719515925659","0.359877537360302","1"
"Big worries","1999","inadequately","Female","80","0.328352745523706","0.270023096213354","0.386682394834058","1"
"Big worries","1999","general elemantary","Male","255","0.282928650327291","0.253135221859423","0.312722078795159","1"
"Big worries","1999","general elemantary","Female","455","0.289558712650749","0.267044464514352","0.312072960787146","1"
"Big worries","1999","middle vocational","Male","936","0.288127548593775","0.273058812079699","0.30319628510785","1"
"Big worries","1999","middle vocational","Female","1093","0.311461909278086","0.29607151455758","0.326852303998592","1"
"Big worries","1999","vocational + Abi","Male","83","0.299569897486522","0.241617159800124","0.357522635172921","1"
"Big worries","1999","vocational + Abi","Female","99","0.391741118656012","0.333516048838479","0.449966188473545","1"
"Big worries","1999","higher vocational","Male","132","0.257301150182528","0.218396236043738","0.296206064321319","1"
"Big worries","1999","higher vocational","Female","114","0.344828686470674","0.293854067473211","0.395803305468137","1"
"Big worries","1999","higher education","Male","293","0.275944483786499","0.249335380358337","0.302553587214661","1"
"Big worries","1999","higher education","Female","290","0.356562565402878","0.324915912053853","0.388209218751903","1"
"No worries","1999","in school","Male","29","","","","3"
"No worries","1999","in school","Female","21","","","","3"
"No worries","1999","inadequately","Male","42","0.22479394626493","0.162767864063761","0.2868200284661","3"
"No worries","1999","inadequately","Female","57","0.235963117562304","0.183224633496363","0.288701601628244","3"
"No worries","1999","general elemantary","Male","169","0.211239205632359","0.184239392788421","0.238239018476298","3"
"No worries","1999","general elemantary","Female","282","0.193253530498797","0.173653475567307","0.212853585430287","3"
"No worries","1999","middle vocational","Male","637","0.186357538596978","0.173401458061595","0.199313619132361","3"
"No worries","1999","middle vocational","Female","420","0.128022629395607","0.116918633803272","0.139126624987943","3"
"No worries","1999","vocational + Abi","Male","28","","","","3"
"No worries","1999","vocational + Abi","Female","30","0.107534177007307","0.0705824055091348","0.144485948505479","3"
"No worries","1999","higher vocational","Male","64","0.140886746949827","0.109924141277576","0.171849352622078","3"
"No worries","1999","higher vocational","Female","30","0.0962891490552748","0.0646533884540029","0.127924909656547","3"
"No worries","1999","higher education","Male","138","0.144187757150518","0.123276175084066","0.16509933921697","3"
"No worries","1999","higher education","Female","59","0.0663865463365265","0.0499378931604004","0.0828351995126526","3"
"Some worries","1999","in school","Male","73","0.517237094278827","0.439320255259249","0.595153933298406","2"
"Some worries","1999","in school","Female","80","0.508433643001353","0.431211229836749","0.585656056165958","2"
"Some worries","1999","inadequately","Male","82","0.482907527092089","0.408658706021855","0.557156348162323","2"
"Some worries","1999","inadequately","Female","112","0.43568413691399","0.374096233412199","0.497272040415781","2"
"Some worries","1999","general elemantary","Male","454","0.505832144040349","0.47276160367169","0.538902684409009","2"
"Some worries","1999","general elemantary","Female","822","0.517187756850454","0.492382810710897","0.541992702990011","2"
"Some worries","1999","middle vocational","Male","1897","0.525514912809247","0.508900417262499","0.542129408355995","2"
"Some worries","1999","middle vocational","Female","1965","0.560515461326307","0.544020591177998","0.577010331474616","2"
"Some worries","1999","vocational + Abi","Male","129","0.599847958615305","0.537864532056639","0.661831385173971","2"
"Some worries","1999","vocational + Abi","Female","141","0.500724704336681","0.441084962191361","0.560364446482002","2"
"Some worries","1999","higher vocational","Male","289","0.601812102867645","0.558245699492086","0.645378506243204","2"
"Some worries","1999","higher vocational","Female","190","0.558882164474051","0.505633062049943","0.61213126689816","2"
"Some worries","1999","higher education","Male","653","0.579867759062983","0.550485110788956","0.60925040733701","2"
"Some worries","1999","higher education","Female","531","0.577050888260595","0.54441030801767","0.609691468503521","2"
"Big worries","2000","in school","Male","72","0.307104888400145","0.248376101327784","0.365833675472505","1"
"Big worries","2000","in school","Female","96","0.383378683855259","0.323702471760641","0.443054895949877","1"
"Big worries","2000","inadequately","Male","49","0.33065371333582","0.259515069527101","0.40179235714454","1"
"Big worries","2000","inadequately","Female","73","0.316641342538411","0.255995360774069","0.377287324302753","1"
"Big worries","2000","general elemantary","Male","295","0.269076032606923","0.243388703087833","0.294763362126013","1"
"Big worries","2000","general elemantary","Female","653","0.273145156014088","0.255236509597364","0.291053802430812","1"
"Big worries","2000","middle vocational","Male","1740","0.29240393687541","0.281112505385477","0.303695368365343","1"
"Big worries","2000","middle vocational","Female","2147","0.320911909306263","0.309570153480698","0.332253665131828","1"
"Big worries","2000","vocational + Abi","Male","175","0.362530852606926","0.320644272421369","0.404417432792483","1"
"Big worries","2000","vocational + Abi","Female","231","0.392431861228499","0.353777590914079","0.431086131542919","1"
"Big worries","2000","higher vocational","Male","325","0.30988277410323","0.282212823644608","0.337552724561852","1"
"Big worries","2000","higher vocational","Female","309","0.404082814460788","0.370247473605195","0.43791815531638","1"
"Big worries","2000","higher education","Male","685","0.31293713703615","0.293373519642064","0.332500754430237","1"
"Big worries","2000","higher education","Female","682","0.427436913686496","0.403595718478012","0.451278108894979","1"
"No worries","2000","in school","Male","59","0.242650128013068","0.188072776270261","0.297227479755876","3"
