"plj0047","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Some worries","2012","no degree/no degree yet","Male","126","0.567332888338799","0.50640345275119","0.628262323926409"
"Some worries","2012","Other degree","Female","341","0.554308304669727","0.516330652918131","0.592285956421323"
"Some worries","2012","Other degree","Male","231","0.456474505356939","0.413074372806342","0.499874637907536"
"Some worries","2012","secondary school degree","Female","2131","0.600987129373386","0.584747547759629","0.617226710987143"
"Some worries","2012","secondary school degree","Male","1446","0.556141002819713","0.536913655211042","0.575368350428384"
"Big worries","2013","college entrance qualification","Female","582","0.212318473616439","0.197660237315828","0.226976709917051"
"Big worries","2013","college entrance qualification","Male","473","0.153594156239832","0.140783428905984","0.16640488357368"
"Big worries","2013","lower secondary degree","Female","756","0.224325439024649","0.209988651133344","0.238662226915955"
"Big worries","2013","lower secondary degree","Male","587","0.183345796020856","0.169905273877548","0.196786318164163"
"Big worries","2013","no degree/no degree yet","Female","88","0.188206360770807","0.154349001566279","0.222063719975335"
"Big worries","2013","no degree/no degree yet","Male","82","0.16686050124412","0.13297161868166","0.20074938380658"
"Big worries","2013","Other degree","Female","251","0.173273131837065","0.15638317203845","0.190163091635679"
"Big worries","2013","Other degree","Male","165","0.130596626077548","0.113992290932746","0.147200961222351"
"Big worries","2013","secondary school degree","Female","720","0.195694644327731","0.182667772795402","0.208721515860061"
"Big worries","2013","secondary school degree","Male","406","0.152823648358164","0.139061604931395","0.166585691784932"
"No worries","2013","college entrance qualification","Female","637","0.195172758046574","0.180966705048774","0.209378811044374"
"No worries","2013","college entrance qualification","Male","860","0.280459913310157","0.264498916542227","0.296420910078087"
"No worries","2013","lower secondary degree","Female","784","0.238443514793252","0.223797595371025","0.253089434215478"
"No worries","2013","lower secondary degree","Male","956","0.285707420457624","0.270016067523574","0.301398773391674"
"No worries","2013","no degree/no degree yet","Female","201","0.372380114274033","0.330505125973949","0.414255102574116"
"No worries","2013","no degree/no degree yet","Male","207","0.409109376776606","0.36442096907611","0.453797784477102"
"No worries","2013","Other degree","Female","911","0.397849760745294","0.376007682455609","0.419691839034979"
"No worries","2013","Other degree","Male","832","0.455741435758874","0.431199616952522","0.480283254565227"
"No worries","2013","secondary school degree","Female","751","0.204521711243682","0.191277562361542","0.217765860125821"
"No worries","2013","secondary school degree","Male","850","0.307484805467475","0.289835516515593","0.325134094419357"
"Some worries","2013","college entrance qualification","Female","1771","0.592508768336987","0.574896348811113","0.610121187862861"
"Some worries","2013","college entrance qualification","Male","1710","0.565945930450011","0.548336046185004","0.583555814715018"
"Some worries","2013","lower secondary degree","Female","1712","0.537231046182099","0.5200940191662","0.554368073197998"
"Some worries","2013","lower secondary degree","Male","1641","0.53094678352152","0.513612810440053","0.548280756602988"
"Some worries","2013","no degree/no degree yet","Female","223","0.43941352495516","0.396423160351345","0.482403889558976"
"Some worries","2013","no degree/no degree yet","Male","176","0.424030121979274","0.379112179499757","0.468948064458792"
"Some worries","2013","Other degree","Female","767","0.428877107417641","0.406791304418897","0.450962910416386"
"Some worries","2013","Other degree","Male","585","0.413661938163577","0.389393508452117","0.437930367875037"
"Some worries","2013","secondary school degree","Female","2092","0.599783644428587","0.583696279791425","0.615871009065749"
"Some worries","2013","secondary school degree","Male","1370","0.539691546174361","0.520628249209806","0.558754843138917"
"Big worries","2014","college entrance qualification","Female","933","0.251685920439844","0.237986338358613","0.265385502521076"
"Big worries","2014","college entrance qualification","Male","624","0.162632826744875","0.150541053509861","0.174724599979889"
"Big worries","2014","lower secondary degree","Female","893","0.236740429791676","0.222639572682439","0.250841286900914"
"Big worries","2014","lower secondary degree","Male","729","0.206180798682029","0.192552122803166","0.219809474560892"
"Big worries","2014","no degree/no degree yet","Female","151","0.281087219103694","0.243207381345728","0.31896705686166"
"Big worries","2014","no degree/no degree yet","Male","93","0.188658534090176","0.152788643254629","0.224528424925723"
"Big worries","2014","Other degree","Female","379","0.2241369661727","0.204802370721199","0.2434715616242"
"Big worries","2014","Other degree","Male","272","0.176845265122678","0.157439877475743","0.196250652769612"
"Big worries","2014","secondary school degree","Female","1085","0.239139576197518","0.226626496141428","0.251652656253608"
"Big worries","2014","secondary school degree","Male","543","0.171322154346561","0.157978517305713","0.18466579138741"
"No worries","2014","college entrance qualification","Female","630","0.152898942697048","0.141538225400652","0.164259659993445"
"No worries","2014","college entrance qualification","Male","814","0.250762442254013","0.236559806859102","0.264965077648923"
"No worries","2014","lower secondary degree","Female","778","0.223584379915604","0.20976333022486","0.237405429606348"
"No worries","2014","lower secondary degree","Male","890","0.267269968438307","0.252362090383289","0.282177846493324"
"No worries","2014","no degree/no degree yet","Female","136","0.274502658507705","0.236898086637732","0.312107230377678"
"No worries","2014","no degree/no degree yet","Male","171","0.413520163041845","0.36836942236948","0.458670903714211"
"No worries","2014","Other degree","Female","510","0.269913617932069","0.249331723942926","0.290495511921213"
"No worries","2014","Other degree","Male","493","0.360522401072753","0.336101388938856","0.384943413206649"
"No worries","2014","secondary school degree","Female","767","0.170586941613199","0.159552653389079","0.181621229837319"
"No worries","2014","secondary school degree","Male","804","0.287365675265913","0.271339665353498","0.303391685178328"
"Some worries","2014","college entrance qualification","Female","2292","0.595415136863107","0.579921597116018","0.610908676610196"
"Some worries","2014","college entrance qualification","Male","2140","0.586604731001112","0.570469192847189","0.602740269155036"
"Some worries","2014","lower secondary degree","Female","1820","0.53967519029272","0.523141431998156","0.556208948587283"
"Some worries","2014","lower secondary degree","Male","1766","0.526549232879664","0.509729245756271","0.543369220003057"
"Some worries","2014","no degree/no degree yet","Female","254","0.444410122388601","0.402538615380634","0.486281629396568"
"Some worries","2014","no degree/no degree yet","Male","193","0.397821302867978","0.352947104592907","0.44269550114305"
"Some worries","2014","Other degree","Female","898","0.505949415895231","0.482768794554909","0.529130037235553"
"Some worries","2014","Other degree","Male","720","0.462632333804569","0.437272954410245","0.487991713198894"
"Some worries","2014","secondary school degree","Female","2612","0.590273482189283","0.575847025674922","0.604699938703645"
"Some worries","2014","secondary school degree","Male","1716","0.541312170387526","0.52366573066731","0.558958610107741"
"Big worries","2015","college entrance qualification","Female","1471","0.398529879452829","0.382853573997386","0.414206184908271"
"Big worries","2015","college entrance qualification","Male","1087","0.311008100844205","0.295581660696826","0.326434540991584"
"Big worries","2015","lower secondary degree","Female","1184","0.357076016899308","0.340493182445452","0.373658851353165"
"Big worries","2015","lower secondary degree","Male","983","0.338939766749829","0.322383399686614","0.355496133813044"
"Big worries","2015","no degree/no degree yet","Female","172","0.323573958937459","0.283967808128037","0.363180109746882"
"Big worries","2015","no degree/no degree yet","Male","125","0.283203032702592","0.24036784685954","0.326038218545644"
"Big worries","2015","Other degree","Female","492","0.273056945785675","0.254418588248259","0.291695303323092"
"Big worries","2015","Other degree","Male","379","0.243491066598216","0.224100663927635","0.262881469268798"
"Big worries","2015","secondary school degree","Female","1627","0.384948151314144","0.370310674269742","0.399585628358547"
"Big worries","2015","secondary school degree","Male","857","0.277126133136872","0.260919817835098","0.293332448438646"
"No worries","2015","college entrance qualification","Female","338","0.094461366113758","0.0850968175238541","0.103825914703662"
"No worries","2015","college entrance qualification","Male","524","0.161227794635617","0.148972753253003","0.173482836018231"
"No worries","2015","lower secondary degree","Female","490","0.143821430879727","0.131676568718782","0.155966293040672"
"No worries","2015","lower secondary degree","Male","626","0.192240112610593","0.178457028245657","0.206023196975529"
"No worries","2015","no degree/no degree yet","Female","119","0.207798130682158","0.173449894080376","0.24214636728394"
"No worries","2015","no degree/no degree yet","Male","127","0.280351873628577","0.237648178398872","0.323055568858282"
"No worries","2015","Other degree","Female","650","0.237527538353476","0.219724263606612","0.255330813100341"
"No worries","2015","Other degree","Male","649","0.310016233131817","0.289120869390384","0.330911596873251"
"No worries","2015","secondary school degree","Female","456","0.0978825513344631","0.0889434589509937","0.106821643717933"
"No worries","2015","secondary school degree","Male","518","0.176179349710882","0.162384781241006","0.189973918180759"
"Some worries","2015","college entrance qualification","Female","1938","0.507008754433413","0.491000883382904","0.523016625483923"
"Some worries","2015","college entrance qualification","Male","1848","0.527764104520179","0.511127211189508","0.54440099785085"
"Some worries","2015","lower secondary degree","Female","1533","0.499102552220965","0.481797699165755","0.516407405276175"
"Some worries","2015","lower secondary degree","Male","1531","0.468820120639578","0.451365629339017","0.486274611940139"
"Some worries","2015","no degree/no degree yet","Female","245","0.468627910380383","0.426382538147667","0.510873282613098"
"Some worries","2015","no degree/no degree yet","Male","173","0.436445093668831","0.389294566646118","0.483595620691544"
"Some worries","2015","Other degree","Female","1053","0.489415515860848","0.468503133924846","0.51032789779685"
"Some worries","2015","Other degree","Male","854","0.446492700269966","0.424032835381195","0.468952565158738"
"Some worries","2015","secondary school degree","Female","2162","0.517169297351393","0.502137079876337","0.532201514826448"
"Some worries","2015","secondary school degree","Male","1555","0.546694517152246","0.528669232738326","0.564719801566166"
"Big worries","2016","college entrance qualification","Female","2054","0.596996958746987","0.580877651270059","0.613116266223915"
"Big worries","2016","college entrance qualification","Male","1570","0.480145996781601","0.462982730239384","0.497309263323817"
"Big worries","2016","lower secondary degree","Female","1455","0.478559836311304","0.460527387222205","0.496592285400403"
"Big worries","2016","lower secondary degree","Male","1233","0.426614007415066","0.408644230251724","0.444583784578408"
"Big worries","2016","no degree/no degree yet","Female","240","0.383201159510177","0.354804707712809","0.411597611307545"
"Big worries","2016","no degree/no degree yet","Male","204","0.331495444724449","0.305983992166992","0.357006897281905"
"Big worries","2016","Other degree","Female","756","0.405420725559131","0.386588462511609","0.424252988606652"
"Big worries","2016","Other degree","Male","609","0.301725345167803","0.285308509129974","0.318142181205631"
"Big worries","2016","secondary school degree","Female","2049","0.523859317453861","0.508252803870641","0.539465831037082"
"Big worries","2016","secondary school degree","Male","1101","0.38539354886712","0.367008645952866","0.403778451781375"
"No worries","2016","college entrance qualification","Female","174","0.0472354079071197","0.0402638025017636","0.0542070133124759"
"No worries","2016","college entrance qualification","Male","292","0.0974868801865732","0.0872969210452466","0.1076768393279"
"No worries","2016","lower secondary degree","Female","314","0.0958624871145938","0.0852351136693524","0.106489860559835"
"No worries","2016","lower secondary degree","Male","451","0.155912623277257","0.142732000265959","0.169093246288554"
"No worries","2016","no degree/no degree yet","Female","564","0.169079481236391","0.14718654103203","0.190972421440753"
"No worries","2016","no degree/no degree yet","Male","774","0.263007002411766","0.23914760035745","0.286866404466081"
"No worries","2016","Other degree","Female","848","0.176658310616273","0.162029744979217","0.191286876253328"
"No worries","2016","Other degree","Male","1353","0.237478042596166","0.222258264087686","0.252697821104646"
"No worries","2016","secondary school degree","Female","299","0.0759539632349199","0.0676754387504924","0.0842324877193475"
"No worries","2016","secondary school degree","Male","389","0.15562116564533","0.141927694074488","0.169314637216172"
"Some worries","2016","college entrance qualification","Female","1329","0.355767633345894","0.340034665831011","0.371500600860776"
"Some worries","2016","college entrance qualification","Male","1393","0.422367123031826","0.405398617309515","0.439335628754138"
"Some worries","2016","lower secondary degree","Female","1179","0.425577676574102","0.407729681982195","0.443425671166009"
"Some worries","2016","lower secondary degree","Male","1226","0.417473369307677","0.399556015189316","0.435390723426038"
"Some worries","2016","no degree/no degree yet","Female","322","0.447719359253432","0.418675003838936","0.476763714667927"
"Some worries","2016","no degree/no degree yet","Male","330","0.405497552863785","0.378889373394202","0.432105732333369"
"Some worries","2016","Other degree","Female","1007","0.417920963824597","0.399002637488325","0.436839290160868"
"Some worries","2016","Other degree","Male","1041","0.460796612236031","0.44296866378129","0.478624560690773"
"Some worries","2016","secondary school degree","Female","1586","0.400186719311219","0.384876892146433","0.415496546476004"
"Some worries","2016","secondary school degree","Male","1202","0.45898528548755","0.440161174133338","0.477809396841761"
"Big worries","2017","college entrance qualification","Female","1907","0.479703723375542","0.464456152302303","0.494951294448782"
"Big worries","2017","college entrance qualification","Male","1489","0.405028887839902","0.389453644247327","0.420604131432477"
"Big worries","2017","lower secondary degree","Female","1321","0.432875603212337","0.415154484088862","0.450596722335812"
"Big worries","2017","lower secondary degree","Male","1179","0.388305391565215","0.371043056802598","0.405567726327831"
"Big worries","2017","no degree/no degree yet","Female","276","0.40497331192799","0.379583920245553","0.430362703610427"
"Big worries","2017","no degree/no degree yet","Male","247","0.336882725504785","0.314097873813803","0.359667577195766"
"Big worries","2017","Other degree","Female","677","0.387387548121359","0.36933056276008","0.405444533482638"
"Big worries","2017","Other degree","Male","534","0.288333718538016","0.272609290913268","0.304058146162765"
"Big worries","2017","secondary school degree","Female","2076","0.477691583132476","0.463027190479207","0.492355975785745"
"Big worries","2017","secondary school degree","Male","1132","0.357004468405619","0.340208911543751","0.373800025267487"
"No worries","2017","college entrance qualification","Female","231","0.0549633198504213","0.0480074800097545","0.061919159691088"
"No worries","2017","college entrance qualification","Male","380","0.109458296824013","0.0995523639201236","0.119364229727903"
"No worries","2017","lower secondary degree","Female","329","0.121699531228783","0.110006248920376","0.133392813537191"
"No worries","2017","lower secondary degree","Male","456","0.136533150605754","0.124371643773003","0.148694657438505"
"No worries","2017","no degree/no degree yet","Female","811","0.208350381726966","0.187344809127142","0.229355954326789"
"No worries","2017","no degree/no degree yet","Male","1058","0.296290769186325","0.27427837157583","0.31830316679682"
"No worries","2017","Other degree","Female","1087","0.163827919342967","0.150108955970596","0.177546882715338"
"No worries","2017","Other degree","Male","1585","0.253449908315491","0.238350341769251","0.268549474861731"
"No worries","2017","secondary school degree","Female","369","0.0790772651930274","0.0711547297298613","0.0869998006561934"
"No worries","2017","secondary school degree","Male","447","0.154584863895892","0.141912077998331","0.167257649793454"
"Some worries","2017","college entrance qualification","Female","1986","0.465332956774036","0.450109531621207","0.480556381926866"
"Some worries","2017","college entrance qualification","Male","1947","0.485512815336085","0.469655431537556","0.501370199134614"
"Some worries","2017","lower secondary degree","Female","1353","0.445424865558879","0.427648709665364","0.463201021452394"
"Some worries","2017","lower secondary degree","Male","1427","0.475161457829031","0.457473448397638","0.492849467260424"
"Some worries","2017","no degree/no degree yet","Female","349","0.386676306345044","0.361488547706822","0.411864064983267"
"Some worries","2017","no degree/no degree yet","Male","348","0.36682650530889","0.343593607524548","0.390059403093232"
"Some worries","2017","Other degree","Female","1032","0.448784532535674","0.430348853200204","0.467220211871144"
"Some worries","2017","Other degree","Male","1069","0.458216373146493","0.440920711744681","0.475512034548304"
"Some worries","2017","secondary school degree","Female","2012","0.443231151674497","0.42864706031435","0.457815243034644"
"Some worries","2017","secondary school degree","Male","1547","0.488410667698489","0.47088773008705","0.505933605309927"
"Big worries","2018","college entrance qualification","Female","1476","0.381059543201342","0.366009458221598","0.396109628181087"
"Big worries","2018","college entrance qualification","Male","1164","0.306041591442865","0.291158122052427","0.320925060833303"
"Big worries","2018","lower secondary degree","Female","1086","0.380039617114056","0.362237756579533","0.39784147764858"
"Big worries","2018","lower secondary degree","Male","943","0.327356421937886","0.310254225937173","0.344458617938598"
"Big worries","2018","no degree/no degree yet","Female","242","0.377880229566976","0.350215834744676","0.405544624389277"
"Big worries","2018","no degree/no degree yet","Male","205","0.290587028026553","0.265924915597472","0.315249140455634"
"Big worries","2018","Other degree","Female","539","0.300661487890649","0.282496922635658","0.318826053145639"
"Big worries","2018","Other degree","Male","447","0.218237202336719","0.202575759968639","0.233898644704798"
"Big worries","2018","secondary school degree","Female","1644","0.386783476810015","0.372194784730672","0.401372168889358"
"Big worries","2018","secondary school degree","Male","873","0.288027806977089","0.27174987005214","0.304305743902038"
"No worries","2018","college entrance qualification","Female","287","0.0730947760505936","0.0650283913552409","0.0811611607459464"
"No worries","2018","college entrance qualification","Male","457","0.132806604570952","0.121846491134923","0.14376671800698"
"No worries","2018","lower secondary degree","Female","412","0.135017945392573","0.12248456313027","0.147551327654876"
"No worries","2018","lower secondary degree","Male","524","0.164856031727179","0.151332751672873","0.178379311781484"
"No worries","2018","no degree/no degree yet","Female","555","0.235560907330585","0.21134893656984","0.25977287809133"
"No worries","2018","no degree/no degree yet","Male","718","0.281477397177744","0.25704958459234","0.305905209763148"
"No worries","2018","Other degree","Female","836","0.170941507561291","0.156028723291941","0.185854291830641"
"No worries","2018","Other degree","Male","1232","0.257048249543721","0.240478440838112","0.27361805824933"
"No worries","2018","secondary school degree","Female","460","0.103414185284329","0.0942927860191457","0.112535584549511"
"No worries","2018","secondary school degree","Male","510","0.186820962088991","0.172810368806397","0.200831555371585"
"Some worries","2018","college entrance qualification","Female","2237","0.545845680748064","0.53041607750103","0.561275283995098"
"Some worries","2018","college entrance qualification","Male","2062","0.561151803986184","0.545125086845923","0.577178521126444"
"Some worries","2018","lower secondary degree","Female","1358","0.484942437493371","0.466613302528865","0.503271572457877"
"Some worries","2018","lower secondary degree","Male","1425","0.507787546334936","0.489566795540315","0.526008297129556"
"Some worries","2018","no degree/no degree yet","Female","383","0.386558863102438","0.358774441966828","0.414343284238048"
"Some worries","2018","no degree/no degree yet","Male","379","0.427935574795703","0.401060216353369","0.454810933238036"
"Some worries","2018","Other degree","Female","1073","0.52839700454806","0.508622262127793","0.548171746968328"
"Some worries","2018","Other degree","Male","993","0.52471454811956","0.505779401277756","0.543649694961364"
"Some worries","2018","secondary school degree","Female","2177","0.509802337905656","0.494827504268134","0.524777171543179"
"Some worries","2018","secondary school degree","Male","1590","0.52515123093392","0.507200981469632","0.543101480398208"
"Big worries","2019","college entrance qualification","Female","1943","0.447096552809258","0.432190723571054","0.462002382047462"
"Big worries","2019","college entrance qualification","Male","1675","0.361521415961518","0.34713127853368","0.375911553389356"
"Big worries","2019","lower secondary degree","Female","1027","0.380626540013257","0.361865624508639","0.399387455517874"
"Big worries","2019","lower secondary degree","Male","947","0.35363569450552","0.335860246823645","0.371411142187394"
"Big worries","2019","no degree/no degree yet","Female","200","0.36691148470316","0.337477954807476","0.396345014598845"
"Big worries","2019","no degree/no degree yet","Male","185","0.331321830785549","0.304690610522821","0.357953051048277"
"Big worries","2019","Other degree","Female","504","0.336705634717023","0.316493285654986","0.356917983779059"
"Big worries","2019","Other degree","Male","403","0.272445372089904","0.254324869543383","0.290565874636426"
"Big worries","2019","secondary school degree","Female","1773","0.408662534903139","0.393860583673412","0.423464486132866"
"Big worries","2019","secondary school degree","Male","1081","0.318899585961253","0.302769705052348","0.335029466870159"
"No worries","2019","college entrance qualification","Female","274","0.0683897938071337","0.0608224476921072","0.0759571399221603"
"No worries","2019","college entrance qualification","Male","417","0.107221184777084","0.0979542309613915","0.116488138592776"
"No worries","2019","lower secondary degree","Female","320","0.119541990760682","0.107006458926542","0.132077522594821"
"No worries","2019","lower secondary degree","Male","486","0.167968697963078","0.154069561204035","0.18186783472212"
"No worries","2019","no degree/no degree yet","Female","525","0.236864974324694","0.210900436595095","0.262829512054294"
"No worries","2019","no degree/no degree yet","Male","721","0.317534219126728","0.291195589502522","0.343872848750933"
"No worries","2019","Other degree","Female","697","0.163284849907483","0.147476002567103","0.179093697247864"
"No worries","2019","Other degree","Male","1119","0.277999201928209","0.259764934075379","0.29623346978104"
"No worries","2019","secondary school degree","Female","349","0.0788927830444833","0.0707758382941898","0.0870097277947769"
"No worries","2019","secondary school degree","Male","470","0.160265540920003","0.14756887549522","0.172962206344787"
"Some worries","2019","college entrance qualification","Female","2057","0.484513653383608","0.469530872595544","0.499496434171672"
"Some worries","2019","college entrance qualification","Male","2190","0.531257399261398","0.516310728501671","0.546204070021125"
"Some worries","2019","lower secondary degree","Female","1226","0.499831469226061","0.480511867126432","0.519151071325691"
"Some worries","2019","lower secondary degree","Male","1346","0.478395607531403","0.459823207501504","0.496968007561302"
"Some worries","2019","no degree/no degree yet","Female","305","0.396223540972145","0.366353370296395","0.426093711647895"
"Some worries","2019","no degree/no degree yet","Male","294","0.351143950087723","0.324137080809741","0.378150819365705"
"Some worries","2019","Other degree","Female","899","0.500009515375494","0.478624555097123","0.521394475653864"
"Some worries","2019","Other degree","Male","797","0.449555425981886","0.429309104145412","0.469801747818361"
"Some worries","2019","secondary school degree","Female","2115","0.512444682052378","0.497394065086781","0.527495299017974"
"Some worries","2019","secondary school degree","Male","1656","0.520834873118744","0.503545022534358","0.538124723703129"
