"plj0047","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Some worries","1997","no degree/no degree yet","Female","238","0.546390815943118","0.500393292539563","0.592388339346673"
"Some worries","1997","no degree/no degree yet","Male","172","0.473373732685901","0.422081602541094","0.524665862830708"
"Some worries","1997","Other degree","Female","231","0.441071110525939","0.396135126649036","0.486007094402842"
"Some worries","1997","Other degree","Male","261","0.471207203143169","0.429299045823865","0.513115360462473"
"Some worries","1997","secondary school degree","Female","1099","0.535171005818499","0.51333404848542","0.557007963151579"
"Some worries","1997","secondary school degree","Male","740","0.482058093332576","0.456938273973723","0.507177912691429"
"Big worries","1998","college entrance qualification","Female","220","0.219425732943022","0.193341038857675","0.24551042702837"
"Big worries","1998","college entrance qualification","Male","256","0.230525690272266","0.206735847297624","0.254315533246908"
"Big worries","1998","lower secondary degree","Female","982","0.346654096138186","0.329215604534309","0.364092587742064"
"Big worries","1998","lower secondary degree","Male","913","0.35153464986487","0.333502090473377","0.369567209256363"
"Big worries","1998","no degree/no degree yet","Female","145","0.319563618713475","0.276140735532723","0.362986501894228"
"Big worries","1998","no degree/no degree yet","Male","118","0.354684265675436","0.30491731824133","0.404451213109541"
"Big worries","1998","Other degree","Female","167","0.380558652949117","0.336092838853616","0.425024467044618"
"Big worries","1998","Other degree","Male","191","0.381039667710969","0.339537410049716","0.422541925372223"
"Big worries","1998","secondary school degree","Female","583","0.271133427887579","0.252381871568523","0.289884984206635"
"Big worries","1998","secondary school degree","Male","460","0.274284447101274","0.252912003947341","0.295656890255206"
"No worries","1998","college entrance qualification","Female","159","0.166675626287322","0.143185900654773","0.190165351919871"
"No worries","1998","college entrance qualification","Male","269","0.200520097565157","0.177904004813664","0.22313619031665"
"No worries","1998","lower secondary degree","Female","461","0.165782059137102","0.152155139656896","0.179408978617309"
"No worries","1998","lower secondary degree","Male","529","0.190558315343008","0.175725053961027","0.205391576724988"
"No worries","1998","no degree/no degree yet","Female","88","0.219517283200028","0.180972799504256","0.258061766895799"
"No worries","1998","no degree/no degree yet","Male","63","0.201657963006776","0.159919533734875","0.243396392278676"
"No worries","1998","Other degree","Female","73","0.185152525905697","0.149579702660237","0.220725349151157"
"No worries","1998","Other degree","Male","94","0.190881000400875","0.157296200134358","0.224465800667392"
"No worries","1998","secondary school degree","Female","369","0.161249680307972","0.145736974714576","0.176762385901369"
"No worries","1998","secondary school degree","Male","404","0.235944111762738","0.215604741637655","0.256283481887822"
"Some worries","1998","college entrance qualification","Female","588","0.613898640769656","0.583213094778051","0.64458418676126"
"Some worries","1998","college entrance qualification","Male","679","0.568954212162577","0.540981459271505","0.596926965053649"
"Some worries","1998","lower secondary degree","Female","1418","0.487563844724711","0.469248091195799","0.505879598253623"
"Some worries","1998","lower secondary degree","Male","1251","0.457907034792123","0.439089814992248","0.476724254591998"
"Some worries","1998","no degree/no degree yet","Female","210","0.460919098086497","0.414501191226744","0.50733700494625"
"Some worries","1998","no degree/no degree yet","Male","174","0.443657771317789","0.391977001505719","0.495338541129858"
"Some worries","1998","Other degree","Female","218","0.434288821145186","0.388894444404199","0.479683197886173"
"Some worries","1998","Other degree","Male","241","0.428079331888156","0.385794438035945","0.470364225740367"
"Some worries","1998","secondary school degree","Female","1207","0.567616891804449","0.546719899391786","0.588513884217111"
"Some worries","1998","secondary school degree","Male","810","0.489771441135988","0.465824531534394","0.513718350737582"
"Big worries","1999","college entrance qualification","Female","338","0.344266552525813","0.314774052026437","0.373759053025188"
"Big worries","1999","college entrance qualification","Male","361","0.288967705565351","0.263635975396066","0.314299435734635"
"Big worries","1999","lower secondary degree","Female","857","0.297071074432793","0.280217126971009","0.313925021894577"
"Big worries","1999","lower secondary degree","Male","729","0.277570807794563","0.260594894448561","0.294546721140565"
"Big worries","1999","no degree/no degree yet","Female","146","0.324486036780904","0.280079252453998","0.368892821107809"
"Big worries","1999","no degree/no degree yet","Male","110","0.311102324296633","0.262392973502621","0.359811675090645"
"Big worries","1999","Other degree","Female","138","0.363075254751609","0.317622914444663","0.408527595058555"
"Big worries","1999","Other degree","Male","150","0.304616439450052","0.264355388163177","0.344877490736928"
"Big worries","1999","secondary school degree","Female","688","0.326244633981656","0.306563838360447","0.345925429602865"
"Big worries","1999","secondary school degree","Male","442","0.281306519019003","0.259754314205046","0.302858723832959"
"No worries","1999","college entrance qualification","Female","92","0.0933356911615796","0.0752786060230864","0.111392776300073"
"No worries","1999","college entrance qualification","Male","156","0.140411650957572","0.120996428616996","0.159826873298148"
"No worries","1999","lower secondary degree","Female","430","0.165404147145619","0.151700787588112","0.179107506703127"
"No worries","1999","lower secondary degree","Male","487","0.186808225319056","0.172032694314594","0.201583756323517"
"No worries","1999","no degree/no degree yet","Female","79","0.195507013979626","0.157890681025199","0.233123346934052"
"No worries","1999","no degree/no degree yet","Male","72","0.193619948367165","0.152045328077253","0.235194568657077"
"No worries","1999","Other degree","Female","74","0.138729173549733","0.10605778210035","0.171400564999116"
"No worries","1999","Other degree","Male","100","0.224972937975871","0.18844545003633","0.261500425915412"
"No worries","1999","secondary school degree","Female","215","0.105795921789801","0.092884542754034","0.118707300825569"
"No worries","1999","secondary school degree","Male","280","0.172771258346524","0.154650410644201","0.190892106048847"
"Some worries","1999","college entrance qualification","Female","567","0.562397756312608","0.53160404233437","0.593191470290846"
"Some worries","1999","college entrance qualification","Male","713","0.570620643477078","0.542958243582685","0.598283043371471"
"Some worries","1999","lower secondary degree","Female","1537","0.537524778421588","0.519135731378537","0.555913825464639"
"Some worries","1999","lower secondary degree","Male","1457","0.535620966886381","0.516714355498116","0.554527578274647"
"Some worries","1999","no degree/no degree yet","Female","202","0.480006949239471","0.432620225210353","0.527393673268588"
"Some worries","1999","no degree/no degree yet","Male","165","0.495277727336202","0.442671883949249","0.547883570723154"
"Some worries","1999","Other degree","Female","218","0.498195571698658","0.450936951283313","0.545454192114003"
"Some worries","1999","Other degree","Male","252","0.470410622574077","0.426748542152454","0.5140727029957"
"Some worries","1999","secondary school degree","Female","1277","0.567959444228543","0.547165313736557","0.588753574720529"
"Some worries","1999","secondary school degree","Male","950","0.545922222634473","0.522057276134019","0.569787169134927"
"Big worries","2000","college entrance qualification","Female","878","0.417206608627387","0.396353833914464","0.438059383340311"
"Big worries","2000","college entrance qualification","Male","814","0.318485780220984","0.300459660577578","0.33651189986439"
"Big worries","2000","lower secondary degree","Female","1508","0.292013947472024","0.279538691785161","0.304489203158888"
"Big worries","2000","lower secondary degree","Male","1288","0.278809052088932","0.266074420989573","0.291543683188291"
"Big worries","2000","no degree/no degree yet","Female","168","0.334446996536719","0.292630404546832","0.376263588526606"
"Big worries","2000","no degree/no degree yet","Male","125","0.322221300214404","0.277527783667896","0.366914816760913"
"Big worries","2000","Other degree","Female","247","0.33564163256286","0.301936073494067","0.369347191631652"
"Big worries","2000","Other degree","Male","249","0.342934255939028","0.309318447996417","0.37655006388164"
"Big worries","2000","secondary school degree","Female","1388","0.351358625910226","0.336453951029448","0.366263300791004"
"Big worries","2000","secondary school degree","Male","862","0.305902489500986","0.289410934512424","0.322394044489547"
"No worries","2000","college entrance qualification","Female","199","0.0987686909855218","0.0861516144678657","0.111385767503178"
"No worries","2000","college entrance qualification","Male","341","0.135337854106949","0.122101979892411","0.148573728321486"
"No worries","2000","lower secondary degree","Female","1002","0.206660559197205","0.195551081796912","0.217770036597497"
"No worries","2000","lower secondary degree","Male","1050","0.227000867143312","0.215104590315132","0.238897143971493"
"No worries","2000","no degree/no degree yet","Female","92","0.199649263528676","0.164219545810452","0.235078981246899"
"No worries","2000","no degree/no degree yet","Male","112","0.269528920795768","0.227093584816817","0.311964256774719"
"No worries","2000","Other degree","Female","156","0.199261897999899","0.170750415705884","0.227773380293915"
"No worries","2000","Other degree","Male","176","0.214578580793882","0.185506356481808","0.243650805105957"
"No worries","2000","secondary school degree","Female","488","0.13110639647951","0.120568835180142","0.141643957778877"
"No worries","2000","secondary school degree","Male","560","0.183649391683492","0.169791633918188","0.197507149448796"
"Some worries","2000","college entrance qualification","Female","1071","0.484024700387091","0.462890823612195","0.505158577161986"
"Some worries","2000","college entrance qualification","Male","1411","0.546176365672067","0.526913106341178","0.565439625002957"
"Some worries","2000","lower secondary degree","Female","2593","0.501325493330771","0.487607083118377","0.515043903543165"
"Some worries","2000","lower secondary degree","Male","2425","0.494190080767756","0.479991384035457","0.508388777500055"
"Some worries","2000","no degree/no degree yet","Female","229","0.465903739934605","0.421690582749079","0.510116897120132"
"Some worries","2000","no degree/no degree yet","Male","183","0.408249778989828","0.361243525380086","0.455256032599569"
"Some worries","2000","Other degree","Female","351","0.465096469437241","0.429494692755125","0.500698246119357"
"Some worries","2000","Other degree","Male","341","0.442487163267089","0.407313995784148","0.477660330750031"
"Some worries","2000","secondary school degree","Female","2065","0.517534977610264","0.501934149789065","0.533135805431464"
"Some worries","2000","secondary school degree","Male","1577","0.510448118815522","0.492557102002893","0.528339135628151"
"Big worries","2001","college entrance qualification","Female","944","0.454217360164514","0.432616635960712","0.475818084368315"
"Big worries","2001","college entrance qualification","Male","884","0.363734180353974","0.344398764387407","0.383069596320542"
"Big worries","2001","lower secondary degree","Female","1509","0.331297141608767","0.317477367823336","0.345116915394198"
"Big worries","2001","lower secondary degree","Male","1330","0.308275757915336","0.294348239688814","0.322203276141858"
"Big worries","2001","no degree/no degree yet","Female","182","0.360715794928658","0.316784772070034","0.404646817787281"
"Big worries","2001","no degree/no degree yet","Male","140","0.338465377464438","0.292093838458675","0.384836916470202"
"Big worries","2001","Other degree","Female","225","0.304407169247744","0.270122494744211","0.338691843751276"
"Big worries","2001","Other degree","Male","217","0.357873996798013","0.321548611243611","0.394199382352415"
"Big worries","2001","secondary school degree","Female","1461","0.393650988755383","0.377773074560587","0.409528902950178"
"Big worries","2001","secondary school degree","Male","913","0.328260359563535","0.310712970517817","0.345807748609252"
"No worries","2001","college entrance qualification","Female","171","0.0991222391251323","0.0861580584879187","0.112086419762346"
"No worries","2001","college entrance qualification","Male","295","0.134566030298717","0.120850049915403","0.148282010682031"
"No worries","2001","lower secondary degree","Female","758","0.174202189169032","0.163065934147851","0.185338444190213"
"No worries","2001","lower secondary degree","Male","869","0.211543348114925","0.199225746664741","0.223860949565109"
"No worries","2001","no degree/no degree yet","Female","74","0.173165183980176","0.138548822661753","0.207781545298599"
"No worries","2001","no degree/no degree yet","Male","86","0.2153845093207","0.175098544697639","0.255670473943762"
"No worries","2001","Other degree","Female","151","0.224563990690661","0.193472747706507","0.255655233674815"
"No worries","2001","Other degree","Male","131","0.194061477359818","0.164093622530838","0.224029332188798"
"No worries","2001","secondary school degree","Female","405","0.12235135201799","0.11170155890808","0.1330011451279"
"No worries","2001","secondary school degree","Male","444","0.162377205176102","0.148595924728081","0.176158485624123"
"Some worries","2001","college entrance qualification","Female","926","0.446660400710354","0.42509233540276","0.468228466017948"
"Some worries","2001","college entrance qualification","Male","1199","0.501699789347309","0.48160378756381","0.521795791130807"
"Some worries","2001","lower secondary degree","Female","2189","0.494500669222201","0.479820899794241","0.509180438650161"
"Some worries","2001","lower secondary degree","Male","2024","0.480180893969739","0.465112529813492","0.495249258125985"
"Some worries","2001","no degree/no degree yet","Female","203","0.466119021091167","0.420482515261017","0.511755526921316"
"Some worries","2001","no degree/no degree yet","Male","174","0.446150113214861","0.397436018660712","0.494864207769011"
"Some worries","2001","Other degree","Female","316","0.471028840061596","0.433838102573261","0.50821957754993"
"Some worries","2001","Other degree","Male","321","0.448064525842169","0.410381179071298","0.48574787261304"
"Some worries","2001","secondary school degree","Female","1771","0.483997659226627","0.467756242602636","0.500239075850618"
"Some worries","2001","secondary school degree","Male","1394","0.509362435260363","0.490681584518874","0.528043286001852"
"Big worries","2002","college entrance qualification","Female","870","0.333602271541535","0.315316263848516","0.351888279234554"
"Big worries","2002","college entrance qualification","Male","836","0.277291513237403","0.261378179702659","0.293204846772147"
"Big worries","2002","lower secondary degree","Female","1175","0.278600450524224","0.265145955145916","0.292054945902531"
"Big worries","2002","lower secondary degree","Male","1007","0.258216260432283","0.244717453624056","0.271715067240511"
"Big worries","2002","no degree/no degree yet","Female","151","0.316900844583341","0.275103548547095","0.358698140619587"
"Big worries","2002","no degree/no degree yet","Male","136","0.330002481928598","0.285245544370313","0.374759419486884"
"Big worries","2002","Other degree","Female","181","0.260421942224038","0.227289844136718","0.293554040311359"
"Big worries","2002","Other degree","Male","169","0.281410478186803","0.246351429778873","0.316469526594732"
"Big worries","2002","secondary school degree","Female","1156","0.306527304498735","0.291879822763154","0.321174786234317"
"Big worries","2002","secondary school degree","Male","712","0.24948721093234","0.233650619587495","0.265323802277184"
"No worries","2002","college entrance qualification","Female","254","0.0975050920174743","0.086000435076287","0.109009748958662"
"No worries","2002","college entrance qualification","Male","478","0.163487401741619","0.150341520999038","0.1766332824842"
"No worries","2002","lower secondary degree","Female","756","0.175156932079244","0.163749499711434","0.186564364447053"
"No worries","2002","lower secondary degree","Male","891","0.218263867226437","0.205523382555976","0.231004351896897"
"No worries","2002","no degree/no degree yet","Female","80","0.179830941986703","0.145330193689815","0.214331690283591"
"No worries","2002","no degree/no degree yet","Male","82","0.190770379609193","0.153371678402822","0.228169080815564"
"No worries","2002","Other degree","Female","129","0.216942195124353","0.185825958231827","0.248058432016879"
"No worries","2002","Other degree","Male","139","0.222456503970283","0.190031917033241","0.254881090907325"
"No worries","2002","secondary school degree","Female","523","0.148507577164262","0.13721017993553","0.159804974392993"
"No worries","2002","secondary school degree","Male","584","0.211739139498015","0.196787319123348","0.226690959872682"
"Some worries","2002","college entrance qualification","Female","1430","0.56889263644099","0.549686256261264","0.588099016620716"
"Some worries","2002","college entrance qualification","Male","1726","0.559221085020978","0.541572354419996","0.57686981562196"
"Some worries","2002","lower secondary degree","Female","2334","0.546242617396533","0.531301151238157","0.561184083554909"
"Some worries","2002","lower secondary degree","Male","2140","0.52351987234128","0.508115148548519","0.538924596134042"
"Some worries","2002","no degree/no degree yet","Female","245","0.503268213429956","0.458351772013968","0.548184654845943"
