"plj0047","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"Big worries","2018","West Germany","Male","2990","0.294588170453363","0.286259109213289","0.302917231693437","1"
"Big worries","2018","West Germany","Female","4087","0.371721907195131","0.363186317054122","0.38025749733614","1"
"Big worries","2018","East Germany","Male","838","0.304401981667833","0.287602185652535","0.321201777683131","1"
"Big worries","2018","East Germany","Female","1135","0.380209109061417","0.363408212253412","0.397010005869422","1"
"No worries","2018","West Germany","Male","3035","0.172415265369403","0.165513485117328","0.179317045621479","3"
"No worries","2018","West Germany","Female","2202","0.111029455152118","0.105480498829733","0.116578411474504","3"
"No worries","2018","East Germany","Male","702","0.196412087617195","0.181907616206716","0.210916559027675","3"
"No worries","2018","East Germany","Female","512","0.132000309080153","0.120285212578952","0.143715405581353","3"
"Some worries","2018","West Germany","Male","5482","0.532996564177234","0.523880879854745","0.542112248499722","2"
"Some worries","2018","West Germany","Female","6025","0.517248637652751","0.508422718433817","0.526074556871685","2"
"Some worries","2018","East Germany","Male","1342","0.499185930714971","0.480931405932905","0.517440455497038","2"
"Some worries","2018","East Germany","Female","1560","0.48779058185843","0.470490860970824","0.505090302746035","2"
"Big worries","2019","West Germany","Male","3543","0.338471721364949","0.329867746813703","0.347075695916195","1"
"Big worries","2019","West Germany","Female","4504","0.404818477711021","0.395964981568243","0.413671973853799","1"
"Big worries","2019","East Germany","Male","934","0.313310018886005","0.296514950453186","0.330105087318824","1"
"Big worries","2019","East Germany","Female","1185","0.394232118292297","0.37705434553265","0.411409891051944","1"
"No worries","2019","West Germany","Male","2900","0.165291682356934","0.158537751881253","0.172045612832615","3"
"No worries","2019","West Germany","Female","1949","0.101671535747399","0.0962205230830854","0.107122548411712","3"
"No worries","2019","East Germany","Male","592","0.184235981777478","0.170198675361139","0.198273288193818","3"
"No worries","2019","East Germany","Female","384","0.103272897691414","0.092575920756078","0.113969874626749","3"
"Some worries","2019","West Germany","Male","5176","0.496236596278117","0.487145391984575","0.505327800571659","2"
"Some worries","2019","West Germany","Female","5355","0.49350998654158","0.484492337378283","0.502527635704878","2"
"Some worries","2019","East Germany","Male","1404","0.502453999336516","0.484349811188745","0.520558187484288","2"
"Some worries","2019","East Germany","Female","1540","0.502494984016289","0.484919700995182","0.520070267037397","2"
