"plj0047","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"No worries","1992","Thuringia","Full Time","","","","","3"
"No worries","1992","Thuringia","Part Time","","","","","3"
"No worries","1992","Thuringia","Not Working","","","","","3"
"Some worries","1992","Saxony","Not Working","","","","","2"
"Some worries","1992","Bavaria","Full Time","97","0.485234039004099","0.414540777816028","0.55592730019217","2"
"Some worries","1992","Saxony","Part Time","","","","","2"
"Some worries","1992","Bremen","Part Time","","","","","2"
"Some worries","1992","Baden-Württemberg","Not Working","69","0.434258647946524","0.358857623424097","0.509659672468951","2"
"Some worries","1992","Bremen","Full Time","","","","","2"
"Some worries","1992","Baden-Württemberg","Part Time","35","0.310039248102557","0.21938907830583","0.400689417899284","2"
"Some worries","1992","Saxony","Full Time","","","","","2"
"Some worries","1992","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"Some worries","1992","Lower Saxony","Not Working","13","","","","2"
"Some worries","1992","Lower Saxony","Part Time","6","","","","2"
"Some worries","1992","Baden-Württemberg","Full Time","157","0.372003498187261","0.322074946903877","0.421932049470645","2"
"Some worries","1992","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"Some worries","1992","Rhineland-Palatinate,Saarland","Not Working","20","","","","2"
"Some worries","1992","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"Some worries","1992","Lower Saxony","Full Time","28","","","","2"
"Some worries","1992","Rhineland-Palatinate,Saarland","Part Time","5","","","","2"
"Some worries","1992","Hamburg","Not Working","6","","","","2"
"Some worries","1992","Brandenburg","Not Working","","","","","2"
"Some worries","1992","Rhineland-Palatinate,Saarland","Full Time","32","0.452086114051236","0.331093697714976","0.573078530387497","2"
"Some worries","1992","Thuringia","Not Working","","","","","2"
"Some worries","1992","Brandenburg","Part Time","","","","","2"
"Some worries","1992","Thuringia","Part Time","","","","","2"
"Some worries","1992","Hesse","Not Working","37","0.423696088662308","0.314730954890143","0.532661222434474","2"
"Some worries","1992","Brandenburg","Full Time","","","","","2"
"Some worries","1992","Thuringia","Full Time","","","","","2"
"Some worries","1992","Berlin","Not Working","14","","","","2"
"Some worries","1992","Saxony-Anhalt","Not Working","","","","","2"
"Some worries","1992","Schleswig-Holstein","Full Time","10","","","","2"
"Some worries","1992","Schleswig-Holstein","Part Time","1","","","","2"
"Some worries","1992","Schleswig-Holstein","Not Working","3","","","","2"
"Some worries","1992","Hamburg","Full Time","7","","","","2"
"Some worries","1992","Hamburg","Part Time","","","","","2"
"Some worries","1992","Bremen","Not Working","","","","","2"
"Some worries","1992","North Rhine-Westphalia","Full Time","128","0.387421083155671","0.332926723766925","0.441915442544417","2"
"Some worries","1992","North Rhine-Westphalia","Part Time","41","0.354901533372699","0.263380611896234","0.446422454849164","2"
"Some worries","1992","North Rhine-Westphalia","Not Working","76","0.331233324933196","0.26742471671812","0.395041933148273","2"
"Some worries","1992","Hesse","Full Time","78","0.422327347526527","0.346962014010772","0.497692681042282","2"
"Some worries","1992","Hesse","Part Time","25","","","","2"
"Some worries","1992","Bavaria","Part Time","22","","","","2"
"Some worries","1992","Bavaria","Not Working","41","0.415591136432777","0.301756774352827","0.529425498512728","2"
"Some worries","1992","Berlin","Full Time","14","","","","2"
"Some worries","1992","Berlin","Part Time","7","","","","2"
"Some worries","1992","Saxony-Anhalt","Full Time","","","","","2"
"Some worries","1992","Saxony-Anhalt","Part Time","","","","","2"
"Big worries","1993","Schleswig-Holstein","Full Time","9","","","","1"
"Big worries","1993","Schleswig-Holstein","Part Time","5","","","","1"
"Big worries","1993","Schleswig-Holstein","Not Working","2","","","","1"
"Big worries","1993","Hamburg","Full Time","7","","","","1"
"Big worries","1993","Hamburg","Part Time","","","","","1"
"Big worries","1993","Hamburg","Not Working","4","","","","1"
"Big worries","1993","Lower Saxony","Full Time","34","0.593831054835106","0.470586430929664","0.717075678740547","1"
"Big worries","1993","Lower Saxony","Part Time","11","","","","1"
"Big worries","1993","Lower Saxony","Not Working","37","0.716193413680899","0.593654841515583","0.838731985846216","1"
"Big worries","1993","Bremen","Full Time","6","","","","1"
"Big worries","1993","Bremen","Part Time","1","","","","1"
"Big worries","1993","Bremen","Not Working","1","","","","1"
"Big worries","1993","North Rhine-Westphalia","Full Time","147","0.501262640670637","0.445332292499658","0.557192988841616","1"
"Big worries","1993","North Rhine-Westphalia","Part Time","57","0.650168919714839","0.555260548132187","0.745077291297491","1"
"Big worries","1993","North Rhine-Westphalia","Not Working","134","0.649340743143337","0.585705135370311","0.712976350916362","1"
"Big worries","1993","Hesse","Full Time","44","0.357254695684188","0.280053209220451","0.434456182147926","1"
"Big worries","1993","Hesse","Part Time","15","","","","1"
"Big worries","1993","Hesse","Not Working","21","","","","1"
"Big worries","1993","Rhineland-Palatinate,Saarland","Full Time","9","","","","1"
"Big worries","1993","Rhineland-Palatinate,Saarland","Part Time","9","","","","1"
"Big worries","1993","Rhineland-Palatinate,Saarland","Not Working","9","","","","1"
"Big worries","1993","Baden-Württemberg","Full Time","142","0.377581901939083","0.325746658407229","0.429417145470937","1"
"Big worries","1993","Baden-Württemberg","Part Time","53","0.491588592465152","0.401766503365504","0.5814106815648","1"
"Big worries","1993","Baden-Württemberg","Not Working","91","0.430489650541821","0.359331641748577","0.501647659335064","1"
"Big worries","1993","Bavaria","Full Time","76","0.535345145121397","0.459474073033161","0.611216217209632","1"
"Big worries","1993","Bavaria","Part Time","30","0.635407150538987","0.514622069268146","0.756192231809829","1"
"Big worries","1993","Bavaria","Not Working","35","0.497910226803303","0.379070992285126","0.61674946132148","1"
"Big worries","1993","Berlin","Full Time","17","","","","1"
"Big worries","1993","Berlin","Part Time","16","","","","1"
"Big worries","1993","Berlin","Not Working","16","","","","1"
"Big worries","1993","Brandenburg","Full Time","","","","","1"
"Big worries","1993","Brandenburg","Part Time","","","","","1"
"Big worries","1993","Brandenburg","Not Working","","","","","1"
"Big worries","1993","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Big worries","1993","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Big worries","1993","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Big worries","1993","Saxony","Full Time","","","","","1"
"Big worries","1993","Saxony","Part Time","","","","","1"
"Big worries","1993","Saxony","Not Working","","","","","1"
"Big worries","1993","Saxony-Anhalt","Full Time","","","","","1"
"Big worries","1993","Saxony-Anhalt","Part Time","","","","","1"
"Big worries","1993","Saxony-Anhalt","Not Working","","","","","1"
"Big worries","1993","Thuringia","Full Time","","","","","1"
"Big worries","1993","Thuringia","Part Time","","","","","1"
"Big worries","1993","Thuringia","Not Working","","","","","1"
"No worries","1993","Rhineland-Palatinate,Saarland","Full Time","8","","","","3"
"No worries","1993","Hamburg","Not Working","1","","","","3"
"No worries","1993","Hesse","Not Working","17","","","","3"
"No worries","1993","Hamburg","Part Time","","","","","3"
"No worries","1993","Hesse","Part Time","10","","","","3"
"No worries","1993","Hamburg","Full Time","","","","","3"
"No worries","1993","Schleswig-Holstein","Part Time","","","","","3"
"No worries","1993","Schleswig-Holstein","Not Working","","","","","3"
"No worries","1993","Schleswig-Holstein","Full Time","1","","","","3"
"No worries","1993","Lower Saxony","Full Time","7","","","","3"
"No worries","1993","Lower Saxony","Part Time","1","","","","3"
"No worries","1993","Lower Saxony","Not Working","2","","","","3"
"No worries","1993","Bremen","Full Time","","","","","3"
"No worries","1993","Bremen","Part Time","","","","","3"
"No worries","1993","Bremen","Not Working","","","","","3"
"No worries","1993","North Rhine-Westphalia","Full Time","38","0.11281001869165","0.0774216084424655","0.148198428940834","3"
"No worries","1993","North Rhine-Westphalia","Part Time","7","","","","3"
"No worries","1993","North Rhine-Westphalia","Not Working","14","","","","3"
"No worries","1993","Hesse","Full Time","22","","","","3"
"No worries","1993","Rhineland-Palatinate,Saarland","Part Time","","","","","3"
"No worries","1993","Rhineland-Palatinate,Saarland","Not Working","5","","","","3"
"No worries","1993","Baden-Württemberg","Full Time","49","0.169067774802183","0.12899110081463","0.209144448789735","3"
"No worries","1993","Baden-Württemberg","Part Time","18","","","","3"
"No worries","1993","Baden-Württemberg","Not Working","18","","","","3"
"No worries","1993","Bavaria","Full Time","10","","","","3"
"No worries","1993","Bavaria","Part Time","7","","","","3"
"No worries","1993","Bavaria","Not Working","12","","","","3"
"No worries","1993","Berlin","Full Time","4","","","","3"
"No worries","1993","Berlin","Part Time","","","","","3"
"No worries","1993","Berlin","Not Working","3","","","","3"
"No worries","1993","Brandenburg","Full Time","","","","","3"
"No worries","1993","Brandenburg","Part Time","","","","","3"
"No worries","1993","Brandenburg","Not Working","","","","","3"
"No worries","1993","Mecklenburg-Western Pomerania","Full Time","","","","","3"
"No worries","1993","Mecklenburg-Western Pomerania","Part Time","","","","","3"
"No worries","1993","Mecklenburg-Western Pomerania","Not Working","","","","","3"
"No worries","1993","Saxony","Full Time","","","","","3"
"No worries","1993","Saxony","Part Time","","","","","3"
"No worries","1993","Saxony","Not Working","","","","","3"
"No worries","1993","Saxony-Anhalt","Full Time","","","","","3"
"No worries","1993","Saxony-Anhalt","Part Time","","","","","3"
"No worries","1993","Saxony-Anhalt","Not Working","","","","","3"
"No worries","1993","Thuringia","Full Time","","","","","3"
"No worries","1993","Thuringia","Part Time","","","","","3"
"No worries","1993","Thuringia","Not Working","","","","","3"
"Some worries","1993","Lower Saxony","Not Working","13","","","","2"
"Some worries","1993","Bremen","Part Time","","","","","2"
"Some worries","1993","Lower Saxony","Part Time","6","","","","2"
"Some worries","1993","Bremen","Full Time","","","","","2"
"Some worries","1993","Rhineland-Palatinate,Saarland","Not Working","18","","","","2"
"Some worries","1993","Baden-Württemberg","Part Time","48","0.400172146595279","0.312146068433989","0.488198224756569","2"
"Some worries","1993","Baden-Württemberg","Not Working","77","0.483227091271498","0.411411767115001","0.555042415427995","2"
"Some worries","1993","Bavaria","Full Time","80","0.418565246703362","0.343519493040887","0.493611000365836","2"
"Some worries","1993","Baden-Württemberg","Full Time","145","0.453350323258734","0.400121120078803","0.506579526438666","2"
"Some worries","1993","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"Some worries","1993","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"Some worries","1993","Lower Saxony","Full Time","20","","","","2"
"Some worries","1993","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"Some worries","1993","Saxony","Full Time","","","","","2"
"Some worries","1993","Saxony","Part Time","","","","","2"
"Some worries","1993","Saxony","Not Working","","","","","2"
"Some worries","1993","Rhineland-Palatinate,Saarland","Part Time","5","","","","2"
"Some worries","1993","Brandenburg","Not Working","","","","","2"
"Some worries","1993","Hamburg","Not Working","9","","","","2"
"Some worries","1993","Hamburg","Part Time","2","","","","2"
"Some worries","1993","Rhineland-Palatinate,Saarland","Full Time","29","","","","2"
"Some worries","1993","Hesse","Not Working","39","0.38431818174065","0.275669025432941","0.492967338048358","2"
"Some worries","1993","Brandenburg","Part Time","","","","","2"
"Some worries","1993","Thuringia","Not Working","","","","","2"
"Some worries","1993","Hamburg","Full Time","8","","","","2"
"Some worries","1993","Berlin","Not Working","10","","","","2"
"Some worries","1993","Brandenburg","Full Time","","","","","2"
"Some worries","1993","Thuringia","Part Time","","","","","2"
"Some worries","1993","Thuringia","Full Time","","","","","2"
"Some worries","1993","Schleswig-Holstein","Part Time","2","","","","2"
"Some worries","1993","Schleswig-Holstein","Not Working","3","","","","2"
"Some worries","1993","Saxony-Anhalt","Not Working","","","","","2"
"Some worries","1993","Schleswig-Holstein","Full Time","4","","","","2"
"Some worries","1993","Bremen","Not Working","","","","","2"
"Some worries","1993","North Rhine-Westphalia","Full Time","122","0.385927340637714","0.33147186478168","0.440382816493748","2"
"Some worries","1993","North Rhine-Westphalia","Part Time","33","0.255722382597887","0.168903523517927","0.342541241677846","2"
"Some worries","1993","North Rhine-Westphalia","Not Working","68","0.301054754116567","0.239880942979898","0.362228565253237","2"
"Some worries","1993","Hesse","Full Time","82","0.498214350362134","0.417660840510631","0.578767860213638","2"
"Some worries","1993","Hesse","Part Time","32","0.505671362117539","0.375877926555546","0.635464797679533","2"
"Some worries","1993","Bavaria","Part Time","24","","","","2"
"Some worries","1993","Bavaria","Not Working","21","","","","2"
"Some worries","1993","Berlin","Full Time","7","","","","2"
"Some worries","1993","Berlin","Part Time","4","","","","2"
"Some worries","1993","Saxony-Anhalt","Full Time","","","","","2"
"Some worries","1993","Saxony-Anhalt","Part Time","","","","","2"
"Big worries","1994","Schleswig-Holstein","Full Time","7","","","","1"
"Big worries","1994","Schleswig-Holstein","Part Time","2","","","","1"
"Big worries","1994","Schleswig-Holstein","Not Working","3","","","","1"
"Big worries","1994","Hamburg","Full Time","","","","","1"
"Big worries","1994","Hamburg","Part Time","","","","","1"
"Big worries","1994","Hamburg","Not Working","3","","","","1"
"Big worries","1994","Lower Saxony","Full Time","27","","","","1"
"Big worries","1994","Lower Saxony","Part Time","12","","","","1"
"Big worries","1994","Lower Saxony","Not Working","32","0.74150896532991","0.614991605405275","0.868026325254544","1"
"Big worries","1994","Bremen","Full Time","2","","","","1"
"Big worries","1994","Bremen","Part Time","3","","","","1"
"Big worries","1994","Bremen","Not Working","1","","","","1"
"Big worries","1994","North Rhine-Westphalia","Full Time","135","0.541510005401308","0.480827097609431","0.602192913193184","1"
"Big worries","1994","North Rhine-Westphalia","Part Time","71","0.602939862193826","0.513513757448814","0.692365966938838","1"
"Big worries","1994","North Rhine-Westphalia","Not Working","123","0.630416238935517","0.56368638126976","0.697146096601274","1"
"Big worries","1994","Hesse","Full Time","59","0.4445816934068","0.363136406944511","0.526026979869088","1"
"Big worries","1994","Hesse","Part Time","21","","","","1"
"Big worries","1994","Hesse","Not Working","31","0.341094494994274","0.242044221717259","0.440144768271289","1"
"Big worries","1994","Rhineland-Palatinate,Saarland","Full Time","19","","","","1"
"Big worries","1994","Rhineland-Palatinate,Saarland","Part Time","7","","","","1"
"Big worries","1994","Rhineland-Palatinate,Saarland","Not Working","15","","","","1"
"Big worries","1994","Baden-Württemberg","Full Time","118","0.458791365082286","0.402960114733011","0.514622615431561","1"
"Big worries","1994","Baden-Württemberg","Part Time","51","0.410567427957395","0.323274816253907","0.497860039660884","1"
"Big worries","1994","Baden-Württemberg","Not Working","94","0.509415431099358","0.439249906708913","0.579580955489802","1"
"Big worries","1994","Bavaria","Full Time","57","0.412041431985893","0.338483811259844","0.485599052711942","1"
"Big worries","1994","Bavaria","Part Time","21","","","","1"
"Big worries","1994","Bavaria","Not Working","24","","","","1"
"Big worries","1994","Berlin","Full Time","6","","","","1"
"Big worries","1994","Berlin","Part Time","8","","","","1"
"Big worries","1994","Berlin","Not Working","14","","","","1"
"Big worries","1994","Brandenburg","Full Time","","","","","1"
"Big worries","1994","Brandenburg","Part Time","","","","","1"
"Big worries","1994","Brandenburg","Not Working","","","","","1"
"Big worries","1994","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Big worries","1994","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Big worries","1994","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Big worries","1994","Saxony","Full Time","","","","","1"
"Big worries","1994","Saxony","Part Time","","","","","1"
"Big worries","1994","Saxony","Not Working","","","","","1"
"Big worries","1994","Saxony-Anhalt","Full Time","","","","","1"
"Big worries","1994","Saxony-Anhalt","Part Time","","","","","1"
"Big worries","1994","Saxony-Anhalt","Not Working","","","","","1"
"Big worries","1994","Thuringia","Full Time","","","","","1"
"Big worries","1994","Thuringia","Part Time","","","","","1"
"Big worries","1994","Thuringia","Not Working","","","","","1"
"No worries","1994","Hamburg","Not Working","1","","","","3"
"No worries","1994","Schleswig-Holstein","Not Working","","","","","3"
"No worries","1994","Hamburg","Full Time","","","","","3"
"No worries","1994","Hamburg","Part Time","","","","","3"
"No worries","1994","Hesse","Part Time","3","","","","3"
"No worries","1994","Hesse","Not Working","16","","","","3"
"No worries","1994","Rhineland-Palatinate,Saarland","Full Time","11","","","","3"
"No worries","1994","Schleswig-Holstein","Part Time","","","","","3"
"No worries","1994","Schleswig-Holstein","Full Time","1","","","","3"
"No worries","1994","Lower Saxony","Full Time","4","","","","3"
"No worries","1994","Lower Saxony","Part Time","3","","","","3"
"No worries","1994","Lower Saxony","Not Working","2","","","","3"
"No worries","1994","Bremen","Full Time","","","","","3"
"No worries","1994","Bremen","Part Time","","","","","3"
"No worries","1994","Bremen","Not Working","","","","","3"
"No worries","1994","North Rhine-Westphalia","Full Time","33","0.102047953088909","0.0651818757078006","0.138914030470018","3"
"No worries","1994","North Rhine-Westphalia","Part Time","8","","","","3"
"No worries","1994","North Rhine-Westphalia","Not Working","16","","","","3"
"No worries","1994","Hesse","Full Time","19","","","","3"
"No worries","1994","Rhineland-Palatinate,Saarland","Part Time","","","","","3"
"No worries","1994","Rhineland-Palatinate,Saarland","Not Working","6","","","","3"
"No worries","1994","Baden-Württemberg","Full Time","40","0.0959171131476526","0.0629227650721438","0.128911461223161","3"
"No worries","1994","Baden-Württemberg","Part Time","16","","","","3"
"No worries","1994","Baden-Württemberg","Not Working","17","","","","3"
"No worries","1994","Bavaria","Full Time","22","","","","3"
"No worries","1994","Bavaria","Part Time","2","","","","3"
"No worries","1994","Bavaria","Not Working","16","","","","3"
"No worries","1994","Berlin","Full Time","4","","","","3"
"No worries","1994","Berlin","Part Time","4","","","","3"
"No worries","1994","Berlin","Not Working","1","","","","3"
"No worries","1994","Brandenburg","Full Time","","","","","3"
"No worries","1994","Brandenburg","Part Time","","","","","3"
"No worries","1994","Brandenburg","Not Working","","","","","3"
"No worries","1994","Mecklenburg-Western Pomerania","Full Time","","","","","3"
"No worries","1994","Mecklenburg-Western Pomerania","Part Time","","","","","3"
"No worries","1994","Mecklenburg-Western Pomerania","Not Working","","","","","3"
"No worries","1994","Saxony","Full Time","","","","","3"
"No worries","1994","Saxony","Part Time","","","","","3"
"No worries","1994","Saxony","Not Working","","","","","3"
"No worries","1994","Saxony-Anhalt","Full Time","","","","","3"
"No worries","1994","Saxony-Anhalt","Part Time","","","","","3"
"No worries","1994","Saxony-Anhalt","Not Working","","","","","3"
"No worries","1994","Thuringia","Full Time","","","","","3"
"No worries","1994","Thuringia","Part Time","","","","","3"
"No worries","1994","Thuringia","Not Working","","","","","3"
"Some worries","1994","Schleswig-Holstein","Not Working","2","","","","2"
"Some worries","1994","Hamburg","Full Time","10","","","","2"
"Some worries","1994","Hamburg","Part Time","2","","","","2"
"Some worries","1994","Hamburg","Not Working","13","","","","2"
"Some worries","1994","Lower Saxony","Full Time","28","","","","2"
"Some worries","1994","Lower Saxony","Part Time","6","","","","2"
"Some worries","1994","Lower Saxony","Not Working","12","","","","2"
"Some worries","1994","Bremen","Full Time","","","","","2"
"Some worries","1994","Bremen","Part Time","","","","","2"
"Some worries","1994","Hesse","Not Working","41","0.487270548063779","0.382837977428637","0.591703118698922","2"
"Some worries","1994","Rhineland-Palatinate,Saarland","Full Time","19","","","","2"
"Some worries","1994","Rhineland-Palatinate,Saarland","Part Time","3","","","","2"
"Some worries","1994","Rhineland-Palatinate,Saarland","Not Working","14","","","","2"
"Some worries","1994","Baden-Württemberg","Full Time","148","0.445291521770061","0.389606038530434","0.500977005009689","2"
"Some worries","1994","Baden-Württemberg","Part Time","55","0.469544502028988","0.380985842733726","0.558103161324249","2"
"Some worries","1994","Baden-Württemberg","Not Working","84","0.429037588795712","0.359570001443827","0.498505176147597","2"
"Some worries","1994","Bavaria","Full Time","93","0.488558412938612","0.413855053057765","0.563261772819459","2"
"Some worries","1994","Berlin","Not Working","11","","","","2"
"Some worries","1994","Brandenburg","Full Time","","","","","2"
"Some worries","1994","Brandenburg","Part Time","","","","","2"
"Some worries","1994","Brandenburg","Not Working","","","","","2"
"Some worries","1994","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"Some worries","1994","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"Some worries","1994","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"Some worries","1994","Saxony","Full Time","","","","","2"
"Some worries","1994","Saxony","Part Time","","","","","2"
"Some worries","1994","Schleswig-Holstein","Part Time","2","","","","2"
"Some worries","1994","Thuringia","Full Time","","","","","2"
"Some worries","1994","Thuringia","Part Time","","","","","2"
"Some worries","1994","Thuringia","Not Working","","","","","2"
"Some worries","1994","Saxony","Not Working","","","","","2"
"Some worries","1994","Schleswig-Holstein","Full Time","4","","","","2"
"Some worries","1994","Saxony-Anhalt","Not Working","","","","","2"
"Some worries","1994","Bremen","Not Working","2","","","","2"
"Some worries","1994","North Rhine-Westphalia","Full Time","91","0.356442041509783","0.298112776660345","0.414771306359222","2"
"Some worries","1994","North Rhine-Westphalia","Part Time","36","0.279106814288326","0.197124560974751","0.361089067601902","2"
"Some worries","1994","North Rhine-Westphalia","Not Working","62","0.304715424373724","0.241082984038809","0.368347864708639","2"
"Some worries","1994","Hesse","Full Time","65","0.388941390108029","0.309038297792527","0.46884448242353","2"
"Some worries","1994","Hesse","Part Time","26","","","","2"
"Some worries","1994","Bavaria","Part Time","23","","","","2"
"Some worries","1994","Bavaria","Not Working","34","0.398316117034944","0.286776188949366","0.509856045120523","2"
"Some worries","1994","Berlin","Full Time","16","","","","2"
"Some worries","1994","Berlin","Part Time","5","","","","2"
"Some worries","1994","Saxony-Anhalt","Full Time","","","","","2"
"Some worries","1994","Saxony-Anhalt","Part Time","","","","","2"
"Big worries","1995","Hamburg","Part Time","","","","","1"
"Big worries","1995","Hamburg","Not Working","1","","","","1"
"Big worries","1995","Lower Saxony","Full Time","13","","","","1"
"Big worries","1995","Lower Saxony","Part Time","12","","","","1"
"Big worries","1995","Lower Saxony","Not Working","21","","","","1"
"Big worries","1995","Bremen","Full Time","3","","","","1"
"Big worries","1995","Bremen","Part Time","2","","","","1"
"Big worries","1995","Bremen","Not Working","1","","","","1"
"Big worries","1995","North Rhine-Westphalia","Full Time","113","0.567297938076507","0.501679465266981","0.632916410886032","1"
