"plj0047","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"No worries","1992","66 and older","North Rhine-Westphalia","2","","",""
"No worries","1992","66 and older","Hesse","2","","",""
"No worries","1992","66 and older","Rhineland-Palatinate,Saarland","","","",""
"No worries","1992","66 and older","Baden-Württemberg","2","","",""
"No worries","1992","66 and older","Bavaria","2","","",""
"No worries","1992","66 and older","Berlin","","","",""
"No worries","1992","66 and older","Brandenburg","","","",""
"No worries","1992","66 and older","Mecklenburg-Western Pomerania","","","",""
"No worries","1992","66 and older","Saxony","","","",""
"No worries","1992","66 and older","Saxony-Anhalt","","","",""
"No worries","1992","66 and older","Thuringia","","","",""
"Big worries","1993","16-34 y.","Schleswig-Holstein","6","","",""
"Big worries","1993","16-34 y.","Hamburg","3","","",""
"Big worries","1993","16-34 y.","Lower Saxony","39","0.659886174782604","0.543820243145368","0.77595210641984"
"Big worries","1993","16-34 y.","Bremen","3","","",""
"Big worries","1993","16-34 y.","North Rhine-Westphalia","177","0.61812089893551","0.56332547653852","0.6729163213325"
"Big worries","1993","16-34 y.","Hesse","45","0.467263820123109","0.379799634212698","0.55472800603352"
"Big worries","1993","16-34 y.","Rhineland-Palatinate,Saarland","15","","",""
"Big worries","1993","16-34 y.","Baden-Württemberg","142","0.437567893604578","0.381243342999466","0.493892444209689"
"Big worries","1993","16-34 y.","Bavaria","66","0.605110255323082","0.520094109042443","0.69012640160372"
"Big worries","1993","16-34 y.","Berlin","25","","",""
"Big worries","1993","16-34 y.","Brandenburg","","","",""
"Big worries","1993","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Big worries","1993","16-34 y.","Saxony","","","",""
"Big worries","1993","16-34 y.","Saxony-Anhalt","","","",""
"Big worries","1993","16-34 y.","Thuringia","","","",""
"Big worries","1993","35-65 y.","Schleswig-Holstein","10","","",""
"Big worries","1993","35-65 y.","Hamburg","7","","",""
"Big worries","1993","35-65 y.","Lower Saxony","43","0.641123681611633","0.525400748368679","0.756846614854586"
"Big worries","1993","35-65 y.","Bremen","5","","",""
"Big worries","1993","35-65 y.","North Rhine-Westphalia","157","0.554183808412563","0.49849188554382","0.609875731281305"
"Big worries","1993","35-65 y.","Hesse","34","0.273951295293899","0.203513251345357","0.344389339242442"
"Big worries","1993","35-65 y.","Rhineland-Palatinate,Saarland","11","","",""
"Big worries","1993","35-65 y.","Baden-Württemberg","141","0.399279149798466","0.346518666738362","0.452039632858571"
"Big worries","1993","35-65 y.","Bavaria","75","0.520047146433341","0.44311440088616","0.596979891980522"
"Big worries","1993","35-65 y.","Berlin","24","","",""
"Big worries","1993","35-65 y.","Brandenburg","","","",""
"Big worries","1993","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Big worries","1993","35-65 y.","Saxony","","","",""
"Big worries","1993","35-65 y.","Saxony-Anhalt","","","",""
"Big worries","1993","35-65 y.","Thuringia","","","",""
"Big worries","1993","66 and older","Schleswig-Holstein","","","",""
"Big worries","1993","66 and older","Hamburg","1","","",""
"Big worries","1993","66 and older","Lower Saxony","","","",""
"Big worries","1993","66 and older","Bremen","","","",""
"Big worries","1993","66 and older","North Rhine-Westphalia","4","","",""
"Big worries","1993","66 and older","Hesse","1","","",""
"Big worries","1993","66 and older","Rhineland-Palatinate,Saarland","1","","",""
"Big worries","1993","66 and older","Baden-Württemberg","3","","",""
"Big worries","1993","66 and older","Bavaria","","","",""
"Big worries","1993","66 and older","Berlin","","","",""
"Big worries","1993","66 and older","Brandenburg","","","",""
"Big worries","1993","66 and older","Mecklenburg-Western Pomerania","","","",""
"Big worries","1993","66 and older","Saxony","","","",""
"Big worries","1993","66 and older","Saxony-Anhalt","","","",""
"Big worries","1993","66 and older","Thuringia","","","",""
"Some worries","1993","16-34 y.","Schleswig-Holstein","3","","",""
"Some worries","1993","16-34 y.","Hamburg","6","","",""
"Some worries","1993","16-34 y.","Lower Saxony","21","","",""
"Some worries","1993","16-34 y.","Bremen","","","",""
"Some worries","1993","16-34 y.","North Rhine-Westphalia","102","0.308335008426743","0.256251055763085","0.360418961090402"
"Some worries","1993","16-34 y.","Hesse","66","0.421737773204977","0.335165913502517","0.508309632907436"
"Some worries","1993","16-34 y.","Rhineland-Palatinate,Saarland","25","","",""
"Some worries","1993","16-34 y.","Baden-Württemberg","123","0.45396784775366","0.397440108786481","0.510495586720839"
"Some worries","1993","16-34 y.","Bavaria","48","0.292674825534435","0.21354349424054","0.37180615682833"
"Some worries","1993","16-34 y.","Berlin","9","","",""
"Some worries","1993","16-34 y.","Brandenburg","","","",""
"Some worries","1993","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Some worries","1993","16-34 y.","Saxony","","","",""
"Some worries","1993","16-34 y.","Saxony-Anhalt","","","",""
"Some worries","1993","16-34 y.","Thuringia","","","",""
"Some worries","1993","35-65 y.","Schleswig-Holstein","6","","",""
"Some worries","1993","35-65 y.","Hamburg","13","","",""
"Some worries","1993","35-65 y.","Lower Saxony","17","","",""
"Some worries","1993","35-65 y.","Bremen","","","",""
"Some worries","1993","35-65 y.","North Rhine-Westphalia","114","0.345300437281298","0.29202746019938","0.398573414363216"
"Some worries","1993","35-65 y.","Hesse","86","0.508974096784572","0.430017617915088","0.587930575654056"
"Some worries","1993","35-65 y.","Rhineland-Palatinate,Saarland","23","","",""
"Some worries","1993","35-65 y.","Baden-Württemberg","141","0.448006314262266","0.394433653521691","0.50157897500284"
"Some worries","1993","35-65 y.","Bavaria","72","0.392295213278109","0.317108098976805","0.467482327579413"
"Some worries","1993","35-65 y.","Berlin","12","","",""
"Some worries","1993","35-65 y.","Brandenburg","","","",""
"Some worries","1993","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Some worries","1993","35-65 y.","Saxony","","","",""
"Some worries","1993","35-65 y.","Saxony-Anhalt","","","",""
"Some worries","1993","35-65 y.","Thuringia","","","",""
"Some worries","1993","66 and older","Schleswig-Holstein","","","",""
"Some worries","1993","66 and older","Hamburg","","","",""
"Some worries","1993","66 and older","Lower Saxony","1","","",""
"Some worries","1993","66 and older","Bremen","","","",""
"Some worries","1993","66 and older","North Rhine-Westphalia","7","","",""
"Some worries","1993","66 and older","Hesse","1","","",""
"Some worries","1993","66 and older","Rhineland-Palatinate,Saarland","4","","",""
"Some worries","1993","66 and older","Baden-Württemberg","6","","",""
"Some worries","1993","66 and older","Bavaria","5","","",""
"Some worries","1993","66 and older","Berlin","","","",""
"Some worries","1993","66 and older","Brandenburg","","","",""
"Some worries","1993","66 and older","Mecklenburg-Western Pomerania","","","",""
"Some worries","1993","66 and older","Saxony","","","",""
"Some worries","1993","66 and older","Saxony-Anhalt","","","",""
"Some worries","1993","66 and older","Thuringia","","","",""
"No worries","1993","16-34 y.","Schleswig-Holstein","1","","",""
"No worries","1993","16-34 y.","Hamburg","","","",""
"No worries","1993","16-34 y.","Lower Saxony","4","","",""
"No worries","1993","16-34 y.","Bremen","","","",""
"No worries","1993","16-34 y.","North Rhine-Westphalia","23","","",""
"No worries","1993","16-34 y.","Hesse","14","","",""
"No worries","1993","16-34 y.","Rhineland-Palatinate,Saarland","7","","",""
"No worries","1993","16-34 y.","Baden-Württemberg","33","0.108464258641762","0.0731579214701509","0.143770595813374"
"No worries","1993","16-34 y.","Bavaria","13","","",""
"No worries","1993","16-34 y.","Berlin","2","","",""
"No worries","1993","16-34 y.","Brandenburg","","","",""
"No worries","1993","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"No worries","1993","16-34 y.","Saxony","","","",""
"No worries","1993","16-34 y.","Saxony-Anhalt","","","",""
"No worries","1993","16-34 y.","Thuringia","","","",""
"No worries","1993","35-65 y.","Schleswig-Holstein","","","",""
"No worries","1993","35-65 y.","Hamburg","1","","",""
"No worries","1993","35-65 y.","Lower Saxony","6","","",""
"No worries","1993","35-65 y.","Bremen","","","",""
"No worries","1993","35-65 y.","North Rhine-Westphalia","35","0.100515754306139","0.0668257375943853","0.134205771017893"
"No worries","1993","35-65 y.","Hesse","34","0.217074607921528","0.151963897721478","0.282185318121578"
"No worries","1993","35-65 y.","Rhineland-Palatinate,Saarland","6","","",""
"No worries","1993","35-65 y.","Baden-Württemberg","49","0.152714535939268","0.113962978610465","0.19146609326807"
"No worries","1993","35-65 y.","Bavaria","15","","",""
"No worries","1993","35-65 y.","Berlin","5","","",""
"No worries","1993","35-65 y.","Brandenburg","","","",""
"No worries","1993","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"No worries","1993","35-65 y.","Saxony","","","",""
"No worries","1993","35-65 y.","Saxony-Anhalt","","","",""
"No worries","1993","35-65 y.","Thuringia","","","",""
"No worries","1993","66 and older","Schleswig-Holstein","","","",""
"No worries","1993","66 and older","Hamburg","","","",""
"No worries","1993","66 and older","Lower Saxony","","","",""
"No worries","1993","66 and older","Bremen","","","",""
"No worries","1993","66 and older","North Rhine-Westphalia","1","","",""
"No worries","1993","66 and older","Hesse","1","","",""
"No worries","1993","66 and older","Rhineland-Palatinate,Saarland","","","",""
"No worries","1993","66 and older","Baden-Württemberg","3","","",""
"No worries","1993","66 and older","Bavaria","1","","",""
"No worries","1993","66 and older","Berlin","","","",""
"No worries","1993","66 and older","Brandenburg","","","",""
"No worries","1993","66 and older","Mecklenburg-Western Pomerania","","","",""
"No worries","1993","66 and older","Saxony","","","",""
"No worries","1993","66 and older","Saxony-Anhalt","","","",""
"No worries","1993","66 and older","Thuringia","","","",""
"Big worries","1994","16-34 y.","Schleswig-Holstein","5","","",""
"Big worries","1994","16-34 y.","Hamburg","2","","",""
"Big worries","1994","16-34 y.","Lower Saxony","38","0.584067228748475","0.466918757888675","0.701215699608276"
"Big worries","1994","16-34 y.","Bremen","1","","",""
"Big worries","1994","16-34 y.","North Rhine-Westphalia","168","0.608486131392886","0.550374594292943","0.666597668492829"
"Big worries","1994","16-34 y.","Hesse","53","0.430334412651679","0.343882252475272","0.516786572828087"
"Big worries","1994","16-34 y.","Rhineland-Palatinate,Saarland","22","","",""
"Big worries","1994","16-34 y.","Baden-Württemberg","136","0.492174954038939","0.435125184286856","0.549224723791023"
"Big worries","1994","16-34 y.","Bavaria","45","0.445464574837545","0.3576297439729","0.53329940570219"
"Big worries","1994","16-34 y.","Berlin","14","","",""
"Big worries","1994","16-34 y.","Brandenburg","","","",""
"Big worries","1994","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Big worries","1994","16-34 y.","Saxony","","","",""
"Big worries","1994","16-34 y.","Saxony-Anhalt","","","",""
"Big worries","1994","16-34 y.","Thuringia","","","",""
"Big worries","1994","35-65 y.","Schleswig-Holstein","7","","",""
"Big worries","1994","35-65 y.","Hamburg","1","","",""
"Big worries","1994","35-65 y.","Lower Saxony","33","0.659011582683117","0.537014222975047","0.781008942391186"
"Big worries","1994","35-65 y.","Bremen","5","","",""
"Big worries","1994","35-65 y.","North Rhine-Westphalia","155","0.572974446645127","0.516142025827757","0.629806867462496"
"Big worries","1994","35-65 y.","Hesse","58","0.411048215555131","0.332570586830736","0.489525844279526"
"Big worries","1994","35-65 y.","Rhineland-Palatinate,Saarland","16","","",""
"Big worries","1994","35-65 y.","Baden-Württemberg","121","0.454733587365861","0.399392105182541","0.510075069549181"
"Big worries","1994","35-65 y.","Bavaria","57","0.406388412688736","0.330755221165924","0.482021604211549"
"Big worries","1994","35-65 y.","Berlin","14","","",""
"Big worries","1994","35-65 y.","Brandenburg","","","",""
"Big worries","1994","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Big worries","1994","35-65 y.","Saxony","","","",""
"Big worries","1994","35-65 y.","Saxony-Anhalt","","","",""
"Big worries","1994","35-65 y.","Thuringia","","","",""
"Big worries","1994","66 and older","Schleswig-Holstein","","","",""
"Big worries","1994","66 and older","Hamburg","","","",""
"Big worries","1994","66 and older","Lower Saxony","","","",""
"Big worries","1994","66 and older","Bremen","","","",""
"Big worries","1994","66 and older","North Rhine-Westphalia","6","","",""
"Big worries","1994","66 and older","Hesse","","","",""
"Big worries","1994","66 and older","Rhineland-Palatinate,Saarland","3","","",""
"Big worries","1994","66 and older","Baden-Württemberg","6","","",""
"Big worries","1994","66 and older","Bavaria","","","",""
"Big worries","1994","66 and older","Berlin","","","",""
"Big worries","1994","66 and older","Brandenburg","","","",""
"Big worries","1994","66 and older","Mecklenburg-Western Pomerania","","","",""
"Big worries","1994","66 and older","Saxony","","","",""
"Big worries","1994","66 and older","Saxony-Anhalt","","","",""
"Big worries","1994","66 and older","Thuringia","","","",""
"Some worries","1994","16-34 y.","Schleswig-Holstein","1","","",""
"Some worries","1994","16-34 y.","Hamburg","7","","",""
"Some worries","1994","16-34 y.","Lower Saxony","24","","",""
"Some worries","1994","16-34 y.","Bremen","2","","",""
"Some worries","1994","16-34 y.","North Rhine-Westphalia","86","0.318196108761053","0.262741120778303","0.373651096743804"
"Some worries","1994","16-34 y.","Hesse","62","0.476474754842905","0.389267707876545","0.563681801809264"
"Some worries","1994","16-34 y.","Rhineland-Palatinate,Saarland","18","","",""
"Some worries","1994","16-34 y.","Baden-Württemberg","130","0.435494923863184","0.378914974113179","0.492074873613188"
"Some worries","1994","16-34 y.","Bavaria","61","0.415958615013535","0.328853750787763","0.503063479239308"
"Some worries","1994","16-34 y.","Berlin","14","","",""
"Some worries","1994","16-34 y.","Brandenburg","","","",""
"Some worries","1994","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Some worries","1994","16-34 y.","Saxony","","","",""
"Some worries","1994","16-34 y.","Saxony-Anhalt","","","",""
"Some worries","1994","16-34 y.","Thuringia","","","",""
"Some worries","1994","35-65 y.","Schleswig-Holstein","7","","",""
"Some worries","1994","35-65 y.","Hamburg","17","","",""
"Some worries","1994","35-65 y.","Lower Saxony","22","","",""
"Some worries","1994","35-65 y.","Bremen","","","",""
"Some worries","1994","35-65 y.","North Rhine-Westphalia","98","0.317187622140593","0.263717594973165","0.370657649308021"
"Some worries","1994","35-65 y.","Hesse","66","0.407077263750288","0.328716782819522","0.485437744681054"
"Some worries","1994","35-65 y.","Rhineland-Palatinate,Saarland","17","","",""
"Some worries","1994","35-65 y.","Baden-Württemberg","150","0.44370057568757","0.388484288870863","0.498916862504278"
"Some worries","1994","35-65 y.","Bavaria","84","0.474214855437705","0.397322650133887","0.551107060741522"
"Some worries","1994","35-65 y.","Berlin","18","","",""
"Some worries","1994","35-65 y.","Brandenburg","","","",""
"Some worries","1994","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Some worries","1994","35-65 y.","Saxony","","","",""
"Some worries","1994","35-65 y.","Saxony-Anhalt","","","",""
"Some worries","1994","35-65 y.","Thuringia","","","",""
"Some worries","1994","66 and older","Schleswig-Holstein","","","",""
"Some worries","1994","66 and older","Hamburg","1","","",""
"Some worries","1994","66 and older","Lower Saxony","","","",""
"Some worries","1994","66 and older","Bremen","","","",""
"Some worries","1994","66 and older","North Rhine-Westphalia","5","","",""
"Some worries","1994","66 and older","Hesse","4","","",""
"Some worries","1994","66 and older","Rhineland-Palatinate,Saarland","1","","",""
"Some worries","1994","66 and older","Baden-Württemberg","7","","",""
"Some worries","1994","66 and older","Bavaria","5","","",""
"Some worries","1994","66 and older","Berlin","","","",""
"Some worries","1994","66 and older","Brandenburg","","","",""
"Some worries","1994","66 and older","Mecklenburg-Western Pomerania","","","",""
"Some worries","1994","66 and older","Saxony","","","",""
"Some worries","1994","66 and older","Saxony-Anhalt","","","",""
"Some worries","1994","66 and older","Thuringia","","","",""
"No worries","1994","16-34 y.","Schleswig-Holstein","","","",""
"No worries","1994","16-34 y.","Hamburg","","","",""
"No worries","1994","16-34 y.","Lower Saxony","6","","",""
"No worries","1994","16-34 y.","Bremen","","","",""
"No worries","1994","16-34 y.","North Rhine-Westphalia","17","","",""
"No worries","1994","16-34 y.","Hesse","11","","",""
"No worries","1994","16-34 y.","Rhineland-Palatinate,Saarland","7","","",""
"No worries","1994","16-34 y.","Baden-Württemberg","29","","",""
"No worries","1994","16-34 y.","Bavaria","17","","",""
"No worries","1994","16-34 y.","Berlin","5","","",""
"No worries","1994","16-34 y.","Brandenburg","","","",""
"No worries","1994","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"No worries","1994","16-34 y.","Saxony","","","",""
"No worries","1994","16-34 y.","Saxony-Anhalt","","","",""
"No worries","1994","16-34 y.","Thuringia","","","",""
"No worries","1994","35-65 y.","Schleswig-Holstein","1","","",""
"No worries","1994","35-65 y.","Hamburg","1","","",""
"No worries","1994","35-65 y.","Lower Saxony","3","","",""
"No worries","1994","35-65 y.","Bremen","","","",""
"No worries","1994","35-65 y.","North Rhine-Westphalia","38","0.10983793121428","0.0739116462038552","0.145764216224706"
"No worries","1994","35-65 y.","Hesse","27","","",""
"No worries","1994","35-65 y.","Rhineland-Palatinate,Saarland","9","","",""
"No worries","1994","35-65 y.","Baden-Württemberg","40","0.101565836946569","0.0679932466048957","0.135138427288241"
"No worries","1994","35-65 y.","Bavaria","21","","",""
"No worries","1994","35-65 y.","Berlin","4","","",""
"No worries","1994","35-65 y.","Brandenburg","","","",""
"No worries","1994","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"No worries","1994","35-65 y.","Saxony","","","",""
"No worries","1994","35-65 y.","Saxony-Anhalt","","","",""
"No worries","1994","35-65 y.","Thuringia","","","",""
"No worries","1994","66 and older","Schleswig-Holstein","","","",""
"No worries","1994","66 and older","Hamburg","","","",""
"No worries","1994","66 and older","Lower Saxony","","","",""
"No worries","1994","66 and older","Bremen","","","",""
"No worries","1994","66 and older","North Rhine-Westphalia","2","","",""
"No worries","1994","66 and older","Hesse","","","",""
"No worries","1994","66 and older","Rhineland-Palatinate,Saarland","1","","",""
"No worries","1994","66 and older","Baden-Württemberg","4","","",""
"No worries","1994","66 and older","Bavaria","2","","",""
"No worries","1994","66 and older","Berlin","","","",""
"No worries","1994","66 and older","Brandenburg","","","",""
"No worries","1994","66 and older","Mecklenburg-Western Pomerania","","","",""
"No worries","1994","66 and older","Saxony","","","",""
"No worries","1994","66 and older","Saxony-Anhalt","","","",""
"No worries","1994","66 and older","Thuringia","","","",""
"Big worries","1995","16-34 y.","Schleswig-Holstein","4","","",""
"Big worries","1995","16-34 y.","Hamburg","","","",""
"Big worries","1995","16-34 y.","Lower Saxony","20","","",""
"Big worries","1995","16-34 y.","Bremen","2","","",""
"Big worries","1995","16-34 y.","North Rhine-Westphalia","134","0.572466535098492","0.510894662812692","0.634038407384292"
"Big worries","1995","16-34 y.","Hesse","38","0.422280596583504","0.325953949350221","0.518607243816788"
"Big worries","1995","16-34 y.","Rhineland-Palatinate,Saarland","13","","",""
"Big worries","1995","16-34 y.","Baden-Württemberg","126","0.525091113124987","0.466495045476016","0.583687180773958"
"Big worries","1995","16-34 y.","Bavaria","41","0.404011967073008","0.318670104909482","0.489353829236534"
"Big worries","1995","16-34 y.","Berlin","12","","",""
"Big worries","1995","16-34 y.","Brandenburg","","","",""
"Big worries","1995","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Big worries","1995","16-34 y.","Saxony","","","",""
"Big worries","1995","16-34 y.","Saxony-Anhalt","","","",""
"Big worries","1995","16-34 y.","Thuringia","","","",""
"Big worries","1995","35-65 y.","Schleswig-Holstein","7","","",""
"Big worries","1995","35-65 y.","Hamburg","2","","",""
"Big worries","1995","35-65 y.","Lower Saxony","26","","",""
"Big worries","1995","35-65 y.","Bremen","4","","",""
"Big worries","1995","35-65 y.","North Rhine-Westphalia","131","0.566439107797341","0.506202142710714","0.626676072883968"
