"plj0047","year","education","n","percent","lower_confidence","upper_confidence"
"No worries","1994","lower secondary degree","42","0.0893290285862948","0.0620841990280319","0.116573858144558"
"No worries","1994","no degree/no degree yet","63","0.0778965726239182","0.0557583430643173","0.100034802183519"
"No worries","1994","Other degree","112","0.133561886476028","0.109944655519182","0.157179117432874"
"No worries","1994","secondary school degree","12","","",""
"Some worries","1994","college entrance qualification","30","0.348092291878418","0.243047431863038","0.453137151893797"
"Some worries","1994","lower secondary degree","187","0.416075077204191","0.368991288690238","0.463158865718144"
"Some worries","1994","no degree/no degree yet","243","0.42900671761271","0.388123841639021","0.4698895935864"
"Some worries","1994","Other degree","340","0.416176142588536","0.381954690028211","0.450397595148862"
"Some worries","1994","secondary school degree","47","0.338303668785202","0.252572671203101","0.424034666367302"
"Big worries","1995","college entrance qualification","35","0.46390568682051","0.355967128487079","0.571844245153942"
"Big worries","1995","lower secondary degree","160","0.464376361746935","0.414558779537143","0.514193943956726"
"Big worries","1995","no degree/no degree yet","211","0.447770720822497","0.404443543825517","0.491097897819478"
"Big worries","1995","Other degree","282","0.428294014109661","0.392048943352898","0.464539084866423"
"Big worries","1995","secondary school degree","45","0.408768010251298","0.320067830472715","0.497468190029882"
"No worries","1995","college entrance qualification","12","","",""
"No worries","1995","lower secondary degree","40","0.0804365242452995","0.0532699278385237","0.107603120652075"
"No worries","1995","no degree/no degree yet","63","0.116133936577198","0.088218422116267","0.14404945103813"
"No worries","1995","Other degree","119","0.170315888138635","0.142781492499978","0.197850283777292"
"No worries","1995","secondary school degree","13","","",""
"Some worries","1995","college entrance qualification","35","0.398110666447306","0.29216056054381","0.504060772350801"
"Some worries","1995","lower secondary degree","185","0.455187114007766","0.405443608062525","0.504930619953006"
"Some worries","1995","no degree/no degree yet","232","0.436095342600304","0.39288712040291","0.479303564797698"
"Some worries","1995","Other degree","315","0.401390097751704","0.365485765398971","0.437294430104438"
"Some worries","1995","secondary school degree","60","0.45059442856537","0.360821265837573","0.540367591293167"
"Big worries","1996","college entrance qualification","443","0.234605848627674","0.215496578525103","0.253715118730245"
"Big worries","1996","lower secondary degree","1672","0.323303540801668","0.310614902372899","0.335992179230437"
"Big worries","1996","no degree/no degree yet","286","0.363520584764699","0.330435918223185","0.396605251306213"
"Big worries","1996","Other degree","399","0.382447244441208","0.353596458928284","0.411298029954132"
"Big worries","1996","secondary school degree","926","0.260022716616777","0.245585164505409","0.274460268728145"
"No worries","1996","college entrance qualification","319","0.163997291612141","0.147299682419764","0.180694900804519"
"No worries","1996","lower secondary degree","924","0.179829077359255","0.169410822393954","0.190247332324556"
"No worries","1996","no degree/no degree yet","123","0.156910164916136","0.131893319648","0.181927010184272"
"No worries","1996","Other degree","133","0.119693190645222","0.100422974112693","0.138963407177751"
"No worries","1996","secondary school degree","629","0.180371818767859","0.167716546042571","0.193027091493148"
"Some worries","1996","college entrance qualification","1127","0.601396859760185","0.579317674273372","0.623476045246998"
"Some worries","1996","lower secondary degree","2624","0.496867381839077","0.483303802254424","0.510430961423731"
"Some worries","1996","no degree/no degree yet","403","0.479569250319165","0.445207346712831","0.5139311539255"
"Some worries","1996","Other degree","558","0.49785956491357","0.468177038226526","0.527542091600614"
"Some worries","1996","secondary school degree","1991","0.559605464615364","0.543265893251962","0.575945035978766"
"Big worries","1997","college entrance qualification","403","0.226188051630236","0.207508786812851","0.24486731644762"
"Big worries","1997","lower secondary degree","1744","0.336958231452728","0.3240022990447","0.349914163860755"
"Big worries","1997","no degree/no degree yet","264","0.312093166731947","0.280262712934071","0.343923620529822"
"Big worries","1997","Other degree","369","0.371631954327304","0.341888412399303","0.401375496255306"
"Big worries","1997","secondary school degree","978","0.285124002021314","0.270217958388335","0.300030045654294"
"No worries","1997","college entrance qualification","344","0.173921282568922","0.156997621655606","0.190844943482239"
"No worries","1997","lower secondary degree","901","0.183072753461174","0.172472561210065","0.193672945712283"
"No worries","1997","no degree/no degree yet","140","0.175970890570061","0.149811502450124","0.202130278689998"
"No worries","1997","Other degree","153","0.171309588384086","0.148118768320488","0.194500408447683"
"No worries","1997","secondary school degree","707","0.202671969035701","0.189399690088122","0.215944247983279"
"Some worries","1997","college entrance qualification","1180","0.599890665800842","0.578016443191947","0.621764888409736"
"Some worries","1997","lower secondary degree","2468","0.479969015086098","0.466274980951791","0.493663049220406"
"Some worries","1997","no degree/no degree yet","410","0.511935942697993","0.477597380033294","0.546274505362692"
"Some worries","1997","Other degree","492","0.45705845728861","0.426397089505757","0.487719825071463"
"Some worries","1997","secondary school degree","1839","0.512204028942985","0.495700730982574","0.528707326903396"
"Big worries","1998","college entrance qualification","476","0.225738696942045","0.208152782203354","0.243324611680736"
"Big worries","1998","lower secondary degree","1895","0.348943411113753","0.336408189290153","0.361478632937353"
"Big worries","1998","no degree/no degree yet","263","0.335594410621353","0.302832392703653","0.368356428539053"
"Big worries","1998","Other degree","358","0.380815172810489","0.3504750163231","0.411155329297877"
"Big worries","1998","secondary school degree","1043","0.27253582857463","0.258439815695736","0.286631841453523"
"No worries","1998","college entrance qualification","428","0.185924252422129","0.169559154450448","0.20228935039381"
"No worries","1998","lower secondary degree","990","0.177403825343782","0.167357205106414","0.18745044558115"
"No worries","1998","no degree/no degree yet","151","0.211365410430022","0.183038349633448","0.239692471226596"
"No worries","1998","Other degree","167","0.188207458103029","0.163784881248374","0.212630034957684"
"No worries","1998","secondary school degree","773","0.194493375406937","0.181962954879683","0.207023795934192"
"Some worries","1998","college entrance qualification","1267","0.588337050635826","0.567635533738421","0.609038567533231"
"Some worries","1998","lower secondary degree","2669","0.473652763542465","0.460521353446904","0.486784173638026"
"Some worries","1998","no degree/no degree yet","384","0.453040178948625","0.418502534219521","0.487577823677729"
"Some worries","1998","Other degree","459","0.430977369086482","0.400035784985832","0.461918953187132"
"Some worries","1998","secondary school degree","2017","0.532970796018433","0.517176422406098","0.548765169630767"
"Big worries","1999","college entrance qualification","699","0.312834233775729","0.293577799295129","0.332090668256329"
"Big worries","1999","lower secondary degree","1586","0.287884080020733","0.275914762321329","0.299853397720136"
"Big worries","1999","no degree/no degree yet","256","0.318248951219435","0.285433830323873","0.351064072114997"
"Big worries","1999","Other degree","288","0.331345172992775","0.301126078198788","0.361564267786763"
"Big worries","1999","secondary school degree","1130","0.306463578138013","0.29190466273537","0.321022493540655"
"No worries","1999","college entrance qualification","248","0.120094053317516","0.106593024619116","0.133595082015916"
"No worries","1999","lower secondary degree","917","0.175488068059252","0.165432479586629","0.185543656531875"
"No worries","1999","no degree/no degree yet","151","0.194627602553323","0.166735696248645","0.222519508858001"
"No worries","1999","Other degree","174","0.18554027778294","0.160583182218352","0.210497373347527"
"No worries","1999","secondary school degree","495","0.1352774181471","0.124476616138879","0.146078220155321"
"Some worries","1999","college entrance qualification","1280","0.567071712906755","0.546493154107725","0.587650271705785"
"Some worries","1999","lower secondary degree","2994","0.536627851920015","0.523445685493457","0.549810018346574"
"Some worries","1999","no degree/no degree yet","367","0.487123446227243","0.451910403775384","0.522336488679102"
"Some worries","1999","Other degree","470","0.483114549224285","0.451032481806768","0.515196616641802"
"Some worries","1999","secondary school degree","2227","0.558259003714887","0.542576815096424","0.573941192333351"
"Big worries","2000","college entrance qualification","1692","0.362122727572549","0.348402865112984","0.375842590032114"
"Big worries","2000","lower secondary degree","2796","0.285747319849931","0.27683286976351","0.294661769936352"
"Big worries","2000","no degree/no degree yet","293","0.328534383044994","0.298001455099477","0.359067310990512"
"Big worries","2000","Other degree","496","0.339345394868154","0.315542240652993","0.363148549083315"
"Big worries","2000","secondary school degree","2250","0.331380065635673","0.320305640135578","0.342454491135767"
"No worries","2000","college entrance qualification","540","0.11917341675791","0.109924556792411","0.128422276723409"
"No worries","2000","lower secondary degree","2052","0.216313428979132","0.20818904429454","0.224437813663724"
"No worries","2000","no degree/no degree yet","204","0.233444590474624","0.205944771617658","0.260944409331591"
"No worries","2000","Other degree","332","0.207040902817272","0.186671431068526","0.227410374566019"
"No worries","2000","secondary school degree","1048","0.154199722917058","0.145703144616984","0.162696301217133"
"Some worries","2000","college entrance qualification","2482","0.518703855669541","0.504440581467221","0.532967129871861"
"Some worries","2000","lower secondary degree","5018","0.497939251170937","0.48807318892507","0.507805313416804"
"Some worries","2000","no degree/no degree yet","412","0.438021026480381","0.405767763172704","0.470274289788059"
"Some worries","2000","Other degree","692","0.453613702314573","0.428586098054847","0.4786413065743"
"Some worries","2000","secondary school degree","3642","0.514420211447269","0.502661555903117","0.526178866991421"
"Big worries","2001","college entrance qualification","1828","0.404386876673771","0.389916936153394","0.418856817194148"
"Big worries","2001","lower secondary degree","2839","0.320293392955484","0.310477089338086","0.330109696572882"
"Big worries","2001","no degree/no degree yet","322","0.349339706917669","0.317457187187421","0.381222226647917"
"Big worries","2001","Other degree","442","0.330603398834612","0.305610626280186","0.355596171389038"
"Big worries","2001","secondary school degree","2374","0.36480767045909","0.353003098595508","0.376612242322672"
"No worries","2001","college entrance qualification","466","0.1186416819058","0.109107553615514","0.128175810196085"
"No worries","2001","lower secondary degree","1627","0.192050496331392","0.183763196093814","0.200337796568971"
"No worries","2001","no degree/no degree yet","160","0.19475088059062","0.168268540812538","0.221233220368702"
"No worries","2001","Other degree","282","0.209619194472108","0.187994362346775","0.231244026597442"
"No worries","2001","secondary school degree","849","0.140006456992328","0.13149728571883","0.148515628265827"
"Some worries","2001","college entrance qualification","2125","0.47697144142043","0.462245096103441","0.491697786737419"
"Some worries","2001","lower secondary degree","4213","0.487656110713124","0.477140103809791","0.498172117616457"
"Some worries","2001","no degree/no degree yet","377","0.455909412491711","0.422603112088016","0.489215712895405"
"Some worries","2001","Other degree","637","0.45977740669328","0.433299770335404","0.486255043051155"
"Some worries","2001","secondary school degree","3165","0.495185872548582","0.482925165649818","0.507446579447345"
"Big worries","2002","college entrance qualification","1706","0.302569676255886","0.290531797262608","0.314607555249164"
"Big worries","2002","lower secondary degree","2182","0.268841230945347","0.25930483320439","0.278377628686304"
"Big worries","2002","no degree/no degree yet","287","0.323496886278524","0.29293382947107","0.354059943085979"
"Big worries","2002","Other degree","350","0.270598271772163","0.246503522810919","0.294693020733407"
"Big worries","2002","secondary school degree","1868","0.281293791640334","0.270506541199186","0.292081042081481"
"No worries","2002","college entrance qualification","732","0.13386763401385","0.124944512899347","0.142790755128352"
"No worries","2002","lower secondary degree","1647","0.195794987531847","0.187259767044093","0.2043302080196"
"No worries","2002","no degree/no degree yet","162","0.185338420539063","0.159952192169911","0.210724648908215"
"No worries","2002","Other degree","268","0.219615817722227","0.197163429655921","0.242068205788532"
"No worries","2002","secondary school degree","1107","0.17648008459622","0.167333901427754","0.185626267764686"
"Some worries","2002","college entrance qualification","3156","0.563562689730264","0.550566414146475","0.576558965314054"
"Some worries","2002","lower secondary degree","4474","0.535363781522807","0.524635958617561","0.546091604428052"
"Some worries","2002","no degree/no degree yet","451","0.491164693182413","0.458503727170787","0.523825659194039"
"Some worries","2002","Other degree","688","0.50978591050561","0.482673800911718","0.536898020099502"
"Some worries","2002","secondary school degree","3699","0.542226123763446","0.530273294632081","0.554178952894812"
"Big worries","2003","college entrance qualification","1206","0.236389415056131","0.225073261202868","0.247705568909394"
"Big worries","2003","lower secondary degree","1789","0.23122149066962","0.221900726203471","0.240542255135769"
"Big worries","2003","no degree/no degree yet","222","0.240520890286759","0.212409914194138","0.26863186637938"
"Big worries","2003","Other degree","268","0.252978802431395","0.228694390365076","0.277263214497715"
"Big worries","2003","secondary school degree","1434","0.223519060536564","0.213325996495928","0.2337121245772"
"No worries","2003","college entrance qualification","961","0.172631944833312","0.162565901016959","0.182697988649665"
"No worries","2003","lower secondary degree","1852","0.234706635765633","0.225337199182813","0.244076072348453"
"No worries","2003","no degree/no degree yet","226","0.272197492288444","0.242922927869146","0.301472056707742"
"No worries","2003","Other degree","361","0.267597567765148","0.242866946054087","0.29232818947621"
"No worries","2003","secondary school degree","1275","0.202458226537385","0.192626574368877","0.212289878705894"
"Some worries","2003","college entrance qualification","3248","0.590978640110557","0.57788357244538","0.604073707775734"
"Some worries","2003","lower secondary degree","4219","0.534071873564747","0.523043889358828","0.545099857770666"
"Some worries","2003","no degree/no degree yet","440","0.487281617424797","0.454406215852587","0.520157018997006"
"Some worries","2003","Other degree","602","0.479423629803456","0.451516125019988","0.507331134586925"
"Some worries","2003","secondary school degree","3708","0.57402271292605","0.561923981629618","0.586121444222483"
"Big worries","2004","college entrance qualification","1258","0.250645805957676","0.239038213661087","0.262253398254265"
"Big worries","2004","lower secondary degree","1726","0.230270007782661","0.220750809175376","0.239789206389946"
"Big worries","2004","no degree/no degree yet","233","0.24915045551443","0.220814107549291","0.277486803479568"
"Big worries","2004","Other degree","240","0.229659497715049","0.205516989528621","0.253802005901477"
"Big worries","2004","secondary school degree","1476","0.234771094222115","0.224277210707367","0.245264977736864"
"No worries","2004","college entrance qualification","959","0.173302285313859","0.163164481866265","0.183440088761452"
"No worries","2004","lower secondary degree","1837","0.248567739834852","0.238795822253113","0.258339657416592"
"No worries","2004","no degree/no degree yet","225","0.269994606257457","0.240909064872144","0.299080147642771"
"No worries","2004","Other degree","303","0.249963638557307","0.225110662933675","0.274816614180939"
"No worries","2004","secondary school degree","1312","0.217740206322137","0.207522273025007","0.227958139619268"
"Some worries","2004","college entrance qualification","3138","0.576051908728465","0.562815946913451","0.58928787054348"
"Some worries","2004","lower secondary degree","3951","0.521162252382487","0.509867072245939","0.532457432519035"
"Some worries","2004","no degree/no degree yet","437","0.480854938228113","0.448121774919843","0.513588101536383"
"Some worries","2004","Other degree","623","0.520376863727644","0.491701570488254","0.549052156967033"
"Some worries","2004","secondary school degree","3479","0.547488699455748","0.535165583414674","0.559811815496822"
"Big worries","2005","college entrance qualification","1583","0.315683729694813","0.303020413635993","0.328347045753632"
"Big worries","2005","lower secondary degree","2077","0.302157678617604","0.291446402612901","0.312868954622308"
"Big worries","2005","no degree/no degree yet","300","0.336370463392818","0.305503165256098","0.367237761529538"
"Big worries","2005","Other degree","313","0.301373535172157","0.274404167113808","0.328342903230506"
"Big worries","2005","secondary school degree","1814","0.307914810600219","0.296245809730748","0.31958381146969"
"No worries","2005","college entrance qualification","786","0.149339493884681","0.139628618375743","0.159050369393619"
"No worries","2005","lower secondary degree","1426","0.204618015245804","0.195207670165751","0.214028360325858"
"No worries","2005","no degree/no degree yet","198","0.216222956017435","0.189327803828333","0.243118108206536"
"No worries","2005","Other degree","248","0.200674376414382","0.177134535362683","0.224214217466082"
"No worries","2005","secondary school degree","984","0.17631655364065","0.166683470285761","0.18594963699554"
"Some worries","2005","college entrance qualification","2806","0.534976776420506","0.521387457220772","0.548566095620241"
"Some worries","2005","lower secondary degree","3557","0.493224306136592","0.481562230219863","0.504886382053321"
"Some worries","2005","no degree/no degree yet","402","0.447406580589748","0.414921729936661","0.479891431242835"
"Some worries","2005","Other degree","551","0.49795208841346","0.468564627879801","0.52733954894712"
"Some worries","2005","secondary school degree","3214","0.515768635759131","0.503136042083462","0.528401229434799"
"Big worries","2006","college entrance qualification","1484","0.271676296935755","0.260025861053594","0.283326732817916"
"Big worries","2006","lower secondary degree","2090","0.284408828245521","0.274231444063732","0.29458621242731"
"Big worries","2006","no degree/no degree yet","186","0.312546856861794","0.276857419046278","0.348236294677309"
"Big worries","2006","Other degree","346","0.321000123360541","0.294339954665194","0.347660292055888"
"Big worries","2006","secondary school degree","1841","0.294483430292627","0.283353612204858","0.305613248380397"
"No worries","2006","college entrance qualification","919","0.168496964027647","0.158693444071505","0.178300483983788"
"No worries","2006","lower secondary degree","1509","0.20263379575193","0.193565681205839","0.21170191029802"
"No worries","2006","no degree/no degree yet","152","0.244311767905918","0.211228826868439","0.277394708943396"
"No worries","2006","Other degree","270","0.23439351751498","0.210202672166282","0.258584362863677"
"No worries","2006","secondary school degree","1117","0.181971741215044","0.17255088980388","0.191392592626208"
"Some worries","2006","college entrance qualification","3197","0.559826739036599","0.546825261049986","0.572828217023211"
"Some worries","2006","lower secondary degree","3949","0.512957376002549","0.501681344770514","0.524233407234584"
"Some worries","2006","no degree/no degree yet","310","0.443141375232288","0.404893773019475","0.481388977445102"
"Some worries","2006","Other degree","562","0.444606359124479","0.416229538675164","0.472983179573795"
"Some worries","2006","secondary school degree","3485","0.523544828492328","0.511349542625363","0.535740114359294"
"Big worries","2007","college entrance qualification","1472","0.272696736478531","0.260843798082536","0.284549674874526"
"Big worries","2007","lower secondary degree","1834","0.27136029319501","0.260844769657417","0.281875816732603"
"Big worries","2007","no degree/no degree yet","151","0.252517799617384","0.216437767183056","0.288597832051712"
"Big worries","2007","Other degree","309","0.298932406507866","0.27134748817007","0.326517324845662"
"Big worries","2007","secondary school degree","1650","0.281889723865247","0.270540329266342","0.293239118464151"
"No worries","2007","college entrance qualification","851","0.152797774738353","0.14322185830481","0.162373691171897"
"No worries","2007","lower secondary degree","1523","0.221566581181244","0.211745389275427","0.231387773087061"
"No worries","2007","no degree/no degree yet","134","0.243641070680191","0.207991056059261","0.279291085301121"
"No worries","2007","Other degree","234","0.220860288994486","0.195864218247761","0.245856359741211"
"No worries","2007","secondary school degree","1078","0.189949666837681","0.180054735756613","0.199844597918748"
"Some worries","2007","college entrance qualification","3100","0.574505488783116","0.561346504718103","0.587664472848129"
"Some worries","2007","lower secondary degree","3512","0.507073125623746","0.495250120491995","0.518896130755497"
"Some worries","2007","no degree/no degree yet","272","0.503841129702425","0.462319185357747","0.545363074047102"
"Some worries","2007","Other degree","515","0.480207304497648","0.450102575350263","0.510312033645034"
"Some worries","2007","secondary school degree","3309","0.528160609297073","0.515567945624504","0.540753272969641"
"Big worries","2008","college entrance qualification","1099","0.21736656214475","0.206085410558498","0.228647713731002"
"Big worries","2008","lower secondary degree","1590","0.257398710167306","0.24672245946251","0.268074960872103"
"Big worries","2008","no degree/no degree yet","135","0.252427651699334","0.215990296373191","0.288865007025477"
"Big worries","2008","Other degree","230","0.250563876031221","0.22281759144832","0.278310160614122"
"Big worries","2008","secondary school degree","1332","0.235565335041643","0.224585553576028","0.246545116507258"
"No worries","2008","college entrance qualification","968","0.196392018517229","0.185526213569484","0.207257823464973"
"No worries","2008","lower secondary degree","1462","0.219179947125139","0.209077801636437","0.229282092613841"
"No worries","2008","no degree/no degree yet","137","0.217439546675536","0.182839237048169","0.252039856302903"
"No worries","2008","Other degree","237","0.227622915024714","0.200775592740313","0.254470237309115"
"No worries","2008","secondary school degree","1155","0.20985752711358","0.199321356413002","0.220393697814158"
"Some worries","2008","college entrance qualification","3068","0.586241419338021","0.57277073611666","0.599712102559383"
"Some worries","2008","lower secondary degree","3390","0.523421342707555","0.511224968550876","0.535617716864234"
"Some worries","2008","no degree/no degree yet","274","0.53013280162513","0.488269673974214","0.571995929276047"
"Some worries","2008","Other degree","470","0.521813208944065","0.489829073380857","0.553797344507273"
"Some worries","2008","secondary school degree","3251","0.554577137844777","0.541717313034953","0.567436962654601"
"Big worries","2009","college entrance qualification","922","0.192313548961742","0.181267168390963","0.20335992953252"
"Big worries","2009","lower secondary degree","1167","0.207667106173892","0.19732715288264","0.218007059465144"
"Big worries","2009","no degree/no degree yet","99","0.211673857306738","0.175091902338568","0.248255812274908"
"Big worries","2009","Other degree","177","0.227196334434751","0.198178360933935","0.256214307935566"
"Big worries","2009","secondary school degree","1037","0.200875926139641","0.190191729949961","0.21156012232932"
"No worries","2009","college entrance qualification","1014","0.198487279296264","0.187307963856198","0.20966659473633"
"No worries","2009","lower secondary degree","1446","0.235047431216927","0.224238670897148","0.245856191536707"
"No worries","2009","no degree/no degree yet","135","0.282743931175621","0.242415242932746","0.323072619418496"
"No worries","2009","Other degree","247","0.297320401943188","0.265666820110951","0.328973983775425"
"No worries","2009","secondary school degree","1186","0.219496321852435","0.208458791734364","0.230533851970507"
"Some worries","2009","college entrance qualification","2954","0.609199171741995","0.595523424946351","0.622874918537638"
"Some worries","2009","lower secondary degree","3299","0.557285462609181","0.544624065591783","0.569946859626579"
"Some worries","2009","no degree/no degree yet","245","0.505582211517641","0.460808482054999","0.550355940980283"
"Some worries","2009","Other degree","377","0.475483263622061","0.440898952808256","0.510067574435866"
"Some worries","2009","secondary school degree","3179","0.579627752007924","0.566464523966619","0.592790980049229"
"Big worries","2010","college entrance qualification","1270","0.181300299014606","0.172131789108453","0.190468808920759"
"Big worries","2010","lower secondary degree","1564","0.218073134266857","0.208267065789624","0.227879202744089"
"Big worries","2010","no degree/no degree yet","203","0.215552700512671","0.186451625709605","0.244653775315737"
"Big worries","2010","Other degree","374","0.230784472977754","0.209976243618744","0.251592702336763"
"Big worries","2010","secondary school degree","1637","0.208188568698923","0.1989572491694","0.217419888228446"
"No worries","2010","college entrance qualification","1342","0.217578181583164","0.207759225215224","0.227397137951104"
"No worries","2010","lower secondary degree","1593","0.232266628041529","0.222238742035087","0.242294514047971"
"No worries","2010","no degree/no degree yet","191","0.265635877166523","0.234378718286016","0.296893036047029"
"No worries","2010","Other degree","440","0.283388112612963","0.261132444801907","0.30564378042402"
"No worries","2010","secondary school degree","1588","0.230857035091222","0.221276284089641","0.240437786092803"
"Some worries","2010","college entrance qualification","4171","0.60112151940223","0.589468495865549","0.612774542938911"
"Some worries","2010","lower secondary degree","3655","0.549660237691615","0.537845391312004","0.561475084071225"
"Some worries","2010","no degree/no degree yet","373","0.518811422320806","0.483451375743855","0.554171468897758"
"Some worries","2010","Other degree","761","0.485827414409283","0.461144111121671","0.510510717696895"
"Some worries","2010","secondary school degree","4206","0.560954396209855","0.54967091643522","0.57223787598449"
"Big worries","2011","college entrance qualification","963","0.177770999440103","0.167772778457244","0.187769220422961"
"Big worries","2011","lower secondary degree","1311","0.205306359960523","0.195553333387776","0.215059386533271"
"Big worries","2011","no degree/no degree yet","114","0.202439029816707","0.168918751005639","0.235959308627774"
"Big worries","2011","Other degree","200","0.182092559530362","0.159460728907638","0.204724390153086"
"Big worries","2011","secondary school degree","1164","0.186544542220917","0.176793734438461","0.196295350003373"
"No worries","2011","college entrance qualification","1364","0.255848374716732","0.244437526524932","0.267259222908533"
"No worries","2011","lower secondary degree","1775","0.266934999406376","0.256253988955916","0.277616009856836"
"No worries","2011","no degree/no degree yet","172","0.340543476227846","0.301010644934866","0.380076307520825"
"No worries","2011","Other degree","386","0.325685373683963","0.29820314671807","0.353167600649856"
"No worries","2011","secondary school degree","1469","0.247292402886979","0.236492969501578","0.25809183627238"
"Some worries","2011","college entrance qualification","3290","0.566380625843165","0.553420643413482","0.579340608272848"
"Some worries","2011","lower secondary degree","3503","0.527758640633101","0.515704450881736","0.539812830384465"
"Some worries","2011","no degree/no degree yet","266","0.457017493955448","0.415461097274075","0.49857389063682"
"Some worries","2011","Other degree","531","0.492222066785675","0.46290375520032","0.52154037837103"
"Some worries","2011","secondary school degree","3498","0.566163054892104","0.55375749234869","0.578568617435519"
"Big worries","2012","college entrance qualification","1109","0.199793696747397","0.189381556500219","0.210205836994576"
"Big worries","2012","lower secondary degree","1425","0.228519099726518","0.218295167955605","0.238743031497431"
"Big worries","2012","no degree/no degree yet","126","0.187004299172679","0.15420850922066","0.219800089124698"
"Big worries","2012","Other degree","254","0.219723326078226","0.195936637036767","0.243510015119685"
"Big worries","2012","secondary school degree","1172","0.200088059222808","0.190013753357497","0.210162365088118"
"No worries","2012","college entrance qualification","1150","0.21875005758537","0.207984978589306","0.229515136581434"
"No worries","2012","lower secondary degree","1619","0.246434390569964","0.235941254768204","0.256927526371724"
"No worries","2012","no degree/no degree yet","154","0.281728450473263","0.243892220038059","0.319564680908466"
"No worries","2012","Other degree","338","0.270774735263832","0.245247338753177","0.296302131774487"
"No worries","2012","secondary school degree","1309","0.219603785032572","0.209179147957732","0.230028422107412"
"Some worries","2012","college entrance qualification","3406","0.581456245667233","0.568609974455729","0.594302516878736"
"Some worries","2012","lower secondary degree","3435","0.525046509703518","0.512886930925879","0.537206088481157"
"Some worries","2012","no degree/no degree yet","263","0.531267250354058","0.489294507779477","0.57323999292864"
"Some worries","2012","Other degree","572","0.509501938657942","0.480783344994688","0.538220532321196"
"Some worries","2012","secondary school degree","3577","0.58030815574462","0.567880819231003","0.592735492258237"
"Big worries","2013","college entrance qualification","1055","0.181105536879734","0.171387886730247","0.190823187029221"
"Big worries","2013","lower secondary degree","1343","0.204113606280743","0.194266659485889","0.213960553075598"
"Big worries","2013","no degree/no degree yet","170","0.177907955323409","0.153927428700779","0.201888481946038"
"Big worries","2013","Other degree","416","0.152456755289401","0.140566615900779","0.164346894678024"
"Big worries","2013","secondary school degree","1126","0.176157540581334","0.166666571593859","0.185648509568809"
"No worries","2013","college entrance qualification","1497","0.240504278285857","0.229719642138315","0.251288914433399"
"No worries","2013","lower secondary degree","1740","0.261754849058013","0.251015258046591","0.272494440069435"
