"plj0047","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No worries","1996","Berlin","West Germany","62","0.242507707648823","0.193763642156539","0.291251773141108","3"
"No worries","1996","Berlin","East Germany","59","0.26656983319151","0.210860842185552","0.322278824197469","3"
"No worries","1996","Brandenburg","West Germany","","","","","3"
"No worries","1996","Brandenburg","East Germany","125","0.200695924515547","0.168513786088553","0.23287806294254","3"
"No worries","1996","Hesse","West Germany","181","0.221165121396824","0.194080308646612","0.248249934147036","3"
"No worries","1996","Hesse","East Germany","","","","","3"
"No worries","1996","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"No worries","1996","Mecklenburg-Western Pomerania","East Germany","71","0.179265101195799","0.141147758564127","0.21738244382747","3"
"No worries","1996","Saxony","West Germany","","","","","3"
"No worries","1996","Saxony","East Germany","233","0.230243886407134","0.205331495819943","0.255156276994324","3"
"No worries","1996","Saxony-Anhalt","West Germany","","","","","3"
"No worries","1996","Saxony-Anhalt","East Germany","115","0.182174676887158","0.152991152733382","0.211358201040934","3"
"No worries","1996","Thuringia","West Germany","","","","","3"
"No worries","1996","Thuringia","East Germany","126","0.199930650868462","0.169231398471126","0.230629903265799","3"
"Some worries","1996","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Some worries","1996","Saxony-Anhalt","West Germany","","","","","2"
"Some worries","1996","Saxony-Anhalt","East Germany","356","0.516011554439932","0.478227316756188","0.553795792123676","2"
"Some worries","1996","Thuringia","East Germany","338","0.503977577137874","0.46559973474413","0.542355419531618","2"
"Some worries","1996","Schleswig-Holstein","West Germany","136","0.475477846968247","0.417190995241976","0.533764698694517","2"
"Some worries","1996","Schleswig-Holstein","East Germany","","","","","2"
"Some worries","1996","Hamburg","West Germany","61","0.449082482361515","0.362232613557945","0.535932351165085","2"
"Some worries","1996","Hamburg","East Germany","","","","","2"
"Some worries","1996","Lower Saxony","West Germany","561","0.523840676299362","0.493369866384587","0.554311486214137","2"
"Some worries","1996","Lower Saxony","East Germany","","","","","2"
"Some worries","1996","Bremen","West Germany","40","0.424545354013511","0.325152792092775","0.523937915934247","2"
"Some worries","1996","Saxony","East Germany","593","0.517991235271631","0.488422452237874","0.547560018305389","2"
"Some worries","1996","Thuringia","West Germany","","","","","2"
"Some worries","1996","Bremen","East Germany","","","","","2"
"Some worries","1996","Bavaria","West Germany","863","0.518823178477935","0.494648771177421","0.542997585778449","2"
"Some worries","1996","Bavaria","East Germany","","","","","2"
"Some worries","1996","Berlin","East Germany","112","0.474192380385609","0.411280722334118","0.537104038437101","2"
"Some worries","1996","Brandenburg","West Germany","","","","","2"
"Some worries","1996","Brandenburg","East Germany","320","0.533919383978637","0.493836591252673","0.574002176704601","2"
"Some worries","1996","Mecklenburg-Western Pomerania","East Germany","220","0.586994383769322","0.538065169455376","0.635923598083267","2"
"Some worries","1996","Saxony","West Germany","","","","","2"
"Some worries","1996","North Rhine-Westphalia","West Germany","1424","0.58217186987542","0.562949889814141","0.601393849936699","2"
"Some worries","1996","North Rhine-Westphalia","East Germany","","","","","2"
"Some worries","1996","Hesse","West Germany","451","0.497893504501603","0.46526396292054","0.530523046082666","2"
"Some worries","1996","Hesse","East Germany","","","","","2"
"Some worries","1996","Rhineland-Palatinate,Saarland","West Germany","350","0.507706900316535","0.470295458982506","0.545118341650565","2"
"Some worries","1996","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Some worries","1996","Baden-Württemberg","West Germany","916","0.542311205610724","0.518649273934277","0.565973137287171","2"
"Some worries","1996","Baden-Württemberg","East Germany","","","","","2"
"Some worries","1996","Berlin","West Germany","136","0.433299067742151","0.376942996791445","0.489655138692857","2"
"Big worries","1997","Schleswig-Holstein","West Germany","69","0.288418458738563","0.234078873017552","0.342758044459575","1"
"Big worries","1997","Schleswig-Holstein","East Germany","","","","","1"
"Big worries","1997","Hamburg","West Germany","35","0.280013070007367","0.200338517378339","0.359687622636395","1"
"Big worries","1997","Hamburg","East Germany","","","","","1"
"Big worries","1997","Lower Saxony","West Germany","321","0.320370621482053","0.291901723494712","0.348839519469394","1"
"Big worries","1997","Lower Saxony","East Germany","","","","","1"
"Big worries","1997","Bremen","West Germany","41","0.451459286985013","0.348648054527433","0.554270519442594","1"
"Big worries","1997","Bremen","East Germany","","","","","1"
"Big worries","1997","North Rhine-Westphalia","West Germany","820","0.310606074098286","0.292470556978548","0.328741591218025","1"
"Big worries","1997","North Rhine-Westphalia","East Germany","","","","","1"
"Big worries","1997","Hesse","West Germany","262","0.338433884017268","0.30653002023602","0.370337747798517","1"
"Big worries","1997","Hesse","East Germany","","","","","1"
"Big worries","1997","Rhineland-Palatinate,Saarland","West Germany","189","0.2559297050616","0.223740290953749","0.288119119169451","1"
"Big worries","1997","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Big worries","1997","Baden-Württemberg","West Germany","577","0.328943891527987","0.306675422203219","0.351212360852755","1"
"Big worries","1997","Baden-Württemberg","East Germany","","","","","1"
"Big worries","1997","Bavaria","West Germany","499","0.325209290867092","0.302404683305469","0.348013898428715","1"
"Big worries","1997","Bavaria","East Germany","","","","","1"
"Big worries","1997","Berlin","West Germany","92","0.325542129557954","0.269856305287985","0.381227953827923","1"
"Big worries","1997","Berlin","East Germany","68","0.261263078827027","0.205093898972286","0.317432258681767","1"
"Big worries","1997","Brandenburg","West Germany","","","","","1"
"Big worries","1997","Brandenburg","East Germany","163","0.266443463257493","0.230890631370453","0.301996295144533","1"
"Big worries","1997","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Big worries","1997","Mecklenburg-Western Pomerania","East Germany","104","0.287293704784336","0.242093950011898","0.332493459556774","1"
"Big worries","1997","Saxony","West Germany","","","","","1"
"Big worries","1997","Saxony","East Germany","288","0.257177745548547","0.231122546835098","0.283232944261996","1"
"Big worries","1997","Saxony-Anhalt","West Germany","","","","","1"
"Big worries","1997","Saxony-Anhalt","East Germany","191","0.291152810217107","0.256520284499466","0.325785335934748","1"
"Big worries","1997","Thuringia","West Germany","","","","","1"
"Big worries","1997","Thuringia","East Germany","183","0.290266447530041","0.255665065252653","0.324867829807428","1"
"No worries","1997","Schleswig-Holstein","East Germany","","","","","3"
"No worries","1997","Schleswig-Holstein","West Germany","72","0.263578551918305","0.210732723720261","0.316424380116349","3"
"No worries","1997","Hamburg","West Germany","29","","","","3"
"No worries","1997","Lower Saxony","West Germany","160","0.175227152731096","0.152033127679453","0.19842117778274","3"
"No worries","1997","Bremen","East Germany","","","","","3"
"No worries","1997","Hamburg","East Germany","","","","","3"
"No worries","1997","Lower Saxony","East Germany","","","","","3"
"No worries","1997","Bremen","West Germany","16","","","","3"
"No worries","1997","North Rhine-Westphalia","West Germany","337","0.138016092752234","0.124498302973396","0.151533882531071","3"
"No worries","1997","North Rhine-Westphalia","East Germany","","","","","3"
"No worries","1997","Bavaria","East Germany","","","","","3"
"No worries","1997","Hesse","West Germany","153","0.198984101180023","0.17206568561339","0.225902516746655","3"
"No worries","1997","Hesse","East Germany","","","","","3"
"No worries","1997","Rhineland-Palatinate,Saarland","West Germany","188","0.278212592707552","0.245157469315925","0.31126771609918","3"
"No worries","1997","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"No worries","1997","Baden-Württemberg","West Germany","287","0.166301971593816","0.148653661661555","0.183950281526076","3"
"No worries","1997","Baden-Württemberg","East Germany","","","","","3"
"No worries","1997","Bavaria","West Germany","273","0.178081499936308","0.159457182553095","0.196705817319522","3"
"No worries","1997","Berlin","West Germany","41","0.162162563740365","0.118358054339886","0.205967073140844","3"
"No worries","1997","Berlin","East Germany","51","0.24376575692911","0.188871276582485","0.298660237275736","3"
"No worries","1997","Brandenburg","West Germany","","","","","3"
"No worries","1997","Brandenburg","East Germany","117","0.202824116054187","0.170487710687075","0.2351605214213","3"
"No worries","1997","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"No worries","1997","Mecklenburg-Western Pomerania","East Germany","81","0.185579027121526","0.146745517013101","0.224412537229952","3"
"No worries","1997","Saxony","West Germany","","","","","3"
"No worries","1997","Saxony","East Germany","228","0.201295542847213","0.177392929990582","0.225198155703844","3"
"No worries","1997","Saxony-Anhalt","West Germany","","","","","3"
"No worries","1997","Saxony-Anhalt","East Germany","136","0.206097383452563","0.175260731642558","0.236934035262568","3"
"No worries","1997","Thuringia","West Germany","","","","","3"
"No worries","1997","Thuringia","East Germany","128","0.175820375641203","0.146800676885745","0.20484007439666","3"
"Some worries","1997","Hamburg","West Germany","58","0.45602621365589","0.36764660675527","0.54440582055651","2"
"Some worries","1997","Hamburg","East Germany","","","","","2"
"Some worries","1997","Lower Saxony","West Germany","551","0.504402225786851","0.473897901222595","0.534906550351107","2"
"Some worries","1997","Lower Saxony","East Germany","","","","","2"
"Some worries","1997","Schleswig-Holstein","West Germany","126","0.448002989343132","0.388354248660366","0.507651730025898","2"
"Some worries","1997","Schleswig-Holstein","East Germany","","","","","2"
"Some worries","1997","Bremen","West Germany","33","0.363872306100599","0.264475257418989","0.463269354782208","2"
"Some worries","1997","Bremen","East Germany","","","","","2"
"Some worries","1997","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Some worries","1997","Saxony","East Germany","565","0.54152671160424","0.511823582368051","0.571229840840428","2"
"Some worries","1997","Saxony-Anhalt","West Germany","","","","","2"
"Some worries","1997","Saxony-Anhalt","East Germany","334","0.50274980633033","0.464633500953208","0.540866111707451","2"
"Some worries","1997","Thuringia","West Germany","","","","","2"
"Some worries","1997","Thuringia","East Germany","350","0.533913176828757","0.495884072803716","0.571942280853797","2"
"Some worries","1997","North Rhine-Westphalia","West Germany","1344","0.55137783314948","0.531885839524841","0.570869826774119","2"
"Some worries","1997","North Rhine-Westphalia","East Germany","","","","","2"
"Some worries","1997","Hesse","West Germany","430","0.462582014802709","0.428964143796191","0.496199885809227","2"
"Some worries","1997","Hesse","East Germany","","","","","2"
"Some worries","1997","Rhineland-Palatinate,Saarland","West Germany","329","0.465857702230848","0.429061680574297","0.502653723887398","2"
"Some worries","1997","Bavaria","West Germany","849","0.496709209196599","0.472369399321522","0.521049019071677","2"
"Some worries","1997","Bavaria","East Germany","","","","","2"
"Some worries","1997","Berlin","East Germany","116","0.494971164243863","0.431047421183965","0.558894907303761","2"
"Some worries","1997","Brandenburg","West Germany","","","","","2"
"Some worries","1997","Brandenburg","East Germany","314","0.530732420688319","0.490599297981573","0.570865543395065","2"
"Some worries","1997","Mecklenburg-Western Pomerania","East Germany","200","0.527127268094138","0.47725632245911","0.576998213729165","2"
"Some worries","1997","Saxony","West Germany","","","","","2"
