"plj0047","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No worries","1993","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","1","","",""
"No worries","1993","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"No worries","1993","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"No worries","1993","Couple + C. LE and GT 16","(0) in school","","","",""
"No worries","1993","Couple + C. LE and GT 16","(1a) inadequately completed","11","","",""
"No worries","1993","Couple + C. LE and GT 16","(1b) general elementary school","12","","",""
"No worries","1993","Couple + C. LE and GT 16","(1c) basic vocational qualification","5","","",""
"No worries","1993","Couple + C. LE and GT 16","(2b) intermediate general qualification","3","","",""
"No worries","1993","Couple + C. LE and GT 16","(2a) intermediate vocational","2","","",""
"No worries","1993","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"No worries","1993","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","2","","",""
"No worries","1993","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"No worries","1993","Couple + C. LE and GT 16","(3b) higher tertiary education","1","","",""
"Big worries","1994","1-pers.-HH","(0) in school","","","",""
"Big worries","1994","1-pers.-HH","(1a) inadequately completed","12","","",""
"Big worries","1994","1-pers.-HH","(1b) general elementary school","12","","",""
"Big worries","1994","1-pers.-HH","(1c) basic vocational qualification","6","","",""
"Big worries","1994","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"Big worries","1994","1-pers.-HH","(2a) intermediate vocational","5","","",""
"Big worries","1994","1-pers.-HH","(2c_gen) general maturity certificate","4","","",""
"Big worries","1994","1-pers.-HH","(2c_voc) vocational maturity certificate","4","","",""
"Big worries","1994","1-pers.-HH","(3a) lower tertiary education","","","",""
"Big worries","1994","1-pers.-HH","(3b) higher tertiary education","2","","",""
"Big worries","1994","(Married) couple without C. ","(0) in school","","","",""
"Big worries","1994","(Married) couple without C. ","(1a) inadequately completed","28","","",""
"Big worries","1994","(Married) couple without C. ","(1b) general elementary school","51","0.489377640909935","0.396382859692435","0.582372422127436"
"Big worries","1994","(Married) couple without C. ","(1c) basic vocational qualification","21","","",""
"Big worries","1994","(Married) couple without C. ","(2b) intermediate general qualification","3","","",""
"Big worries","1994","(Married) couple without C. ","(2a) intermediate vocational","3","","",""
"Big worries","1994","(Married) couple without C. ","(2c_gen) general maturity certificate","2","","",""
"Big worries","1994","(Married) couple without C. ","(2c_voc) vocational maturity certificate","10","","",""
"Big worries","1994","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Big worries","1994","(Married) couple without C. ","(3b) higher tertiary education","1","","",""
"Big worries","1994","Single parent ","(0) in school","","","",""
"Big worries","1994","Single parent ","(1a) inadequately completed","12","","",""
"Big worries","1994","Single parent ","(1b) general elementary school","10","","",""
"Big worries","1994","Single parent ","(1c) basic vocational qualification","10","","",""
"Big worries","1994","Single parent ","(2b) intermediate general qualification","","","",""
"Big worries","1994","Single parent ","(2a) intermediate vocational","","","",""
"Big worries","1994","Single parent ","(2c_gen) general maturity certificate","1","","",""
"Big worries","1994","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"Big worries","1994","Single parent ","(3a) lower tertiary education","","","",""
"Big worries","1994","Single parent ","(3b) higher tertiary education","","","",""
"Big worries","1994","Couple + C. LE 16 ","(0) in school","","","",""
"Big worries","1994","Couple + C. LE 16 ","(1a) inadequately completed","43","0.64755248200902","0.542206188560772","0.752898775457269"
"Big worries","1994","Couple + C. LE 16 ","(1b) general elementary school","94","0.507828014054534","0.436741361631604","0.578914666477463"
"Big worries","1994","Couple + C. LE 16 ","(1c) basic vocational qualification","59","0.548454203836481","0.463235773661215","0.633672634011747"
"Big worries","1994","Couple + C. LE 16 ","(2b) intermediate general qualification","2","","",""
"Big worries","1994","Couple + C. LE 16 ","(2a) intermediate vocational","4","","",""
"Big worries","1994","Couple + C. LE 16 ","(2c_gen) general maturity certificate","12","","",""
"Big worries","1994","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","10","","",""
"Big worries","1994","Couple + C. LE 16 ","(3a) lower tertiary education","4","","",""
"Big worries","1994","Couple + C. LE 16 ","(3b) higher tertiary education","1","","",""
"Big worries","1994","Couple + C. GT 16 ","(0) in school","11","","",""
"Big worries","1994","Couple + C. GT 16 ","(1a) inadequately completed","68","0.476324014853997","0.395860351462622","0.556787678245373"
"Big worries","1994","Couple + C. GT 16 ","(1b) general elementary school","59","0.490042555605752","0.405401794905064","0.574683316306439"
"Big worries","1994","Couple + C. GT 16 ","(1c) basic vocational qualification","29","","",""
"Big worries","1994","Couple + C. GT 16 ","(2b) intermediate general qualification","15","","",""
"Big worries","1994","Couple + C. GT 16 ","(2a) intermediate vocational","4","","",""
"Big worries","1994","Couple + C. GT 16 ","(2c_gen) general maturity certificate","9","","",""
"Big worries","1994","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","11","","",""
"Big worries","1994","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Big worries","1994","Couple + C. GT 16 ","(3b) higher tertiary education","5","","",""
"Big worries","1994","Couple + C. LE and GT 16","(0) in school","13","","",""
"Big worries","1994","Couple + C. LE and GT 16","(1a) inadequately completed","44","0.49817791352579","0.397101159904108","0.599254667147472"
"Big worries","1994","Couple + C. LE and GT 16","(1b) general elementary school","55","0.501242846655476","0.405148003111567","0.597337690199385"
"Big worries","1994","Couple + C. LE and GT 16","(1c) basic vocational qualification","27","","",""
"Big worries","1994","Couple + C. LE and GT 16","(2b) intermediate general qualification","11","","",""
"Big worries","1994","Couple + C. LE and GT 16","(2a) intermediate vocational","6","","",""
"Big worries","1994","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","9","","",""
"Big worries","1994","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","3","","",""
"Big worries","1994","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Big worries","1994","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"Some worries","1994","1-pers.-HH","(0) in school","","","",""
"Some worries","1994","1-pers.-HH","(1a) inadequately completed","14","","",""
"Some worries","1994","1-pers.-HH","(1b) general elementary school","11","","",""
"Some worries","1994","1-pers.-HH","(1c) basic vocational qualification","12","","",""
"Some worries","1994","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"Some worries","1994","1-pers.-HH","(2a) intermediate vocational","3","","",""
"Some worries","1994","1-pers.-HH","(2c_gen) general maturity certificate","4","","",""
"Some worries","1994","1-pers.-HH","(2c_voc) vocational maturity certificate","3","","",""
"Some worries","1994","1-pers.-HH","(3a) lower tertiary education","2","","",""
"Some worries","1994","1-pers.-HH","(3b) higher tertiary education","","","",""
"Some worries","1994","(Married) couple without C. ","(0) in school","","","",""
"Some worries","1994","(Married) couple without C. ","(1a) inadequately completed","38","0.515799669985956","0.401158731814449","0.630440608157462"
"Some worries","1994","(Married) couple without C. ","(1b) general elementary school","41","0.339196998949161","0.251122819536141","0.427271178362182"
"Some worries","1994","(Married) couple without C. ","(1c) basic vocational qualification","25","","",""
"Some worries","1994","(Married) couple without C. ","(2b) intermediate general qualification","4","","",""
"Some worries","1994","(Married) couple without C. ","(2a) intermediate vocational","6","","",""
"Some worries","1994","(Married) couple without C. ","(2c_gen) general maturity certificate","5","","",""
"Some worries","1994","(Married) couple without C. ","(2c_voc) vocational maturity certificate","7","","",""
"Some worries","1994","(Married) couple without C. ","(3a) lower tertiary education","1","","",""
"Some worries","1994","(Married) couple without C. ","(3b) higher tertiary education","1","","",""
"Some worries","1994","Single parent ","(0) in school","1","","",""
"Some worries","1994","Single parent ","(1a) inadequately completed","8","","",""
"Some worries","1994","Single parent ","(1b) general elementary school","6","","",""
"Some worries","1994","Single parent ","(1c) basic vocational qualification","8","","",""
"Some worries","1994","Single parent ","(2b) intermediate general qualification","","","",""
"Some worries","1994","Single parent ","(2a) intermediate vocational","2","","",""
"Some worries","1994","Single parent ","(2c_gen) general maturity certificate","4","","",""
"Some worries","1994","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1994","Single parent ","(3a) lower tertiary education","","","",""
"Some worries","1994","Single parent ","(3b) higher tertiary education","","","",""
"Some worries","1994","Couple + C. LE 16 ","(0) in school","","","",""
"Some worries","1994","Couple + C. LE 16 ","(1a) inadequately completed","28","","",""
"Some worries","1994","Couple + C. LE 16 ","(1b) general elementary school","77","0.389832050294049","0.32048391984935","0.459180180738748"
"Some worries","1994","Couple + C. LE 16 ","(1c) basic vocational qualification","64","0.396692634769987","0.312918717138442","0.480466552401532"
"Some worries","1994","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Some worries","1994","Couple + C. LE 16 ","(2a) intermediate vocational","4","","",""
"Some worries","1994","Couple + C. LE 16 ","(2c_gen) general maturity certificate","14","","",""
"Some worries","1994","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","9","","",""
"Some worries","1994","Couple + C. LE 16 ","(3a) lower tertiary education","1","","",""
"Some worries","1994","Couple + C. LE 16 ","(3b) higher tertiary education","2","","",""
"Some worries","1994","Couple + C. GT 16 ","(0) in school","6","","",""
"Some worries","1994","Couple + C. GT 16 ","(1a) inadequately completed","65","0.469251601999838","0.388850044589652","0.549653159410023"
"Some worries","1994","Couple + C. GT 16 ","(1b) general elementary school","53","0.368263281638003","0.286596966298428","0.449929596977579"
"Some worries","1994","Couple + C. GT 16 ","(1c) basic vocational qualification","52","0.454730860071938","0.35664347259078","0.552818247553096"
"Some worries","1994","Couple + C. GT 16 ","(2b) intermediate general qualification","8","","",""
"Some worries","1994","Couple + C. GT 16 ","(2a) intermediate vocational","6","","",""
"Some worries","1994","Couple + C. GT 16 ","(2c_gen) general maturity certificate","15","","",""
"Some worries","1994","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","5","","",""
"Some worries","1994","Couple + C. GT 16 ","(3a) lower tertiary education","1","","",""
