"plj0047","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Big worries","2007","college entrance qualification","(Married) couple without C. ","498","0.277784528408198","0.257329942177251","0.298239114639144"
"Big worries","2007","college entrance qualification","Single parent ","61","0.245877809715643","0.190106495582228","0.301649123849057"
"Big worries","2007","college entrance qualification","Couple + C. LE 16 ","314","0.264736632053573","0.239939024194953","0.289534239912193"
"Big worries","2007","college entrance qualification","Couple + C. GT 16 ","255","0.309403910622763","0.279271156182043","0.339536665063484"
"Big worries","2007","college entrance qualification","Couple + C. LE and GT 16","83","0.221365118184867","0.172995083939382","0.269735152430351"
"Big worries","2007","Other degree","1-pers.-HH","26","","",""
"Big worries","2007","Other degree","(Married) couple without C. ","117","0.29926681638287","0.252542760802966","0.345990871962774"
"Big worries","2007","Other degree","Single parent ","14","","",""
"Big worries","2007","Other degree","Couple + C. LE 16 ","57","0.29666889832983","0.235610588012418","0.357727208647242"
"Big worries","2007","Other degree","Couple + C. GT 16 ","48","0.283462659411199","0.219714915534523","0.347210403287874"
"Big worries","2007","Other degree","Couple + C. LE and GT 16","31","0.375340494878009","0.27417296589553","0.476508023860487"
"Big worries","2007","no degree/no degree yet","1-pers.-HH","8","","",""
"Big worries","2007","no degree/no degree yet","(Married) couple without C. ","18","","",""
"Big worries","2007","no degree/no degree yet","Single parent ","14","","",""
"Big worries","2007","no degree/no degree yet","Couple + C. LE 16 ","7","","",""
"Big worries","2007","no degree/no degree yet","Couple + C. GT 16 ","51","0.224439195383999","0.164800732124057","0.284077658643941"
"Big worries","2007","no degree/no degree yet","Couple + C. LE and GT 16","44","0.317999428560286","0.240580665188673","0.395418191931899"
"Some worries","2007","lower secondary degree","1-pers.-HH","626","0.505009281914048","0.47740280246109","0.532615761367007"
"Some worries","2007","lower secondary degree","(Married) couple without C. ","1569","0.509779167641615","0.491999951138783","0.527558384144447"
"Some worries","2007","lower secondary degree","Single parent ","159","0.443048289196029","0.388104631209696","0.497991947182362"
"Some worries","2007","lower secondary degree","Couple + C. LE 16 ","410","0.513795068703681","0.479459793390461","0.548130344016901"
"Some worries","2007","lower secondary degree","Couple + C. GT 16 ","491","0.545597835826972","0.513784457193355","0.577411214460588"
"Some worries","2007","lower secondary degree","Couple + C. LE and GT 16","163","0.460174111646367","0.405394055078654","0.514954168214081"
"Some worries","2007","secondary school degree","1-pers.-HH","433","0.508530245678213","0.474782785318221","0.542277706038205"
"Some worries","2007","secondary school degree","(Married) couple without C. ","1072","0.55781843981479","0.535603546912782","0.580033332716798"
"Some worries","2007","secondary school degree","Single parent ","185","0.482700547204968","0.43185287904148","0.533548215368455"
"Some worries","2007","secondary school degree","Couple + C. LE 16 ","715","0.52668637074794","0.499150617516555","0.554222123979325"
"Some worries","2007","secondary school degree","Couple + C. GT 16 ","609","0.513957913612937","0.484435276486565","0.543480550739309"
"Some worries","2007","secondary school degree","Couple + C. LE and GT 16","237","0.532247969611647","0.485359256880952","0.579136682342343"
"Some worries","2007","college entrance qualification","1-pers.-HH","496","0.585328408551512","0.552286045487794","0.618370771615231"
"Some worries","2007","college entrance qualification","(Married) couple without C. ","1050","0.550228173138684","0.527510135535329","0.572946210742038"
"Some worries","2007","college entrance qualification","Single parent ","140","0.591283918944229","0.527613274375769","0.654954563512688"
"Some worries","2007","college entrance qualification","Couple + C. LE 16 ","715","0.604167510308032","0.57668124678128","0.631653773834783"
"Some worries","2007","college entrance qualification","Couple + C. GT 16 ","501","0.558094315317755","0.525721350937941","0.59046727969757"
"Some worries","2007","college entrance qualification","Couple + C. LE and GT 16","151","0.615958623240815","0.559293002312581","0.672624244169049"
"Some worries","2007","Other degree","1-pers.-HH","48","0.522294381842251","0.42185034932196","0.622738414362542"
"Some worries","2007","Other degree","(Married) couple without C. ","153","0.444372132876197","0.39367302403809","0.495071241714304"
"Some worries","2007","Other degree","Single parent ","29","","",""
"Some worries","2007","Other degree","Couple + C. LE 16 ","119","0.508342196797866","0.441517282580959","0.575167111014773"
"Some worries","2007","Other degree","Couple + C. GT 16 ","113","0.536252257710654","0.465714289234046","0.606790226187263"
"Some worries","2007","Other degree","Couple + C. LE and GT 16","40","0.447829923361023","0.343933704283677","0.551726142438369"
"Some worries","2007","no degree/no degree yet","1-pers.-HH","14","","",""
"Some worries","2007","no degree/no degree yet","(Married) couple without C. ","43","0.576183317862108","0.470506966140239","0.681859669583976"
"Some worries","2007","no degree/no degree yet","Single parent ","31","0.473453627125252","0.350161639778724","0.59674561447178"
"Some worries","2007","no degree/no degree yet","Couple + C. LE 16 ","11","","",""
"Some worries","2007","no degree/no degree yet","Couple + C. GT 16 ","98","0.529468935151802","0.458120646743493","0.60081722356011"
"Some worries","2007","no degree/no degree yet","Couple + C. LE and GT 16","68","0.533968167748732","0.451039217918191","0.616897117579273"
"No worries","2007","lower secondary degree","1-pers.-HH","322","0.257907962152221","0.233752014522682","0.282063909781759"
"No worries","2007","lower secondary degree","(Married) couple without C. ","649","0.208052887415542","0.193616429184959","0.222489345646125"
"No worries","2007","lower secondary degree","Single parent ","70","0.229942501371304","0.183399490990967","0.276485511751641"
"No worries","2007","lower secondary degree","Couple + C. LE 16 ","166","0.193899824292321","0.166740491026451","0.221059157558191"
"No worries","2007","lower secondary degree","Couple + C. GT 16 ","196","0.187843281182408","0.162887507818598","0.212799054546218"
"No worries","2007","lower secondary degree","Couple + C. LE and GT 16","68","0.233744376672359","0.187229491394335","0.280259261950383"
"No worries","2007","secondary school degree","1-pers.-HH","186","0.230243381869199","0.201824656358889","0.258662107379509"
"No worries","2007","secondary school degree","(Married) couple without C. ","312","0.174651871657642","0.157669330174594","0.19163441314069"
"No worries","2007","secondary school degree","Single parent ","72","0.213538223226664","0.171838059641716","0.255238386811611"
"No worries","2007","secondary school degree","Couple + C. LE 16 ","198","0.139812401972836","0.120686767445308","0.158938036500365"
"No worries","2007","secondary school degree","Couple + C. GT 16 ","214","0.217386528870453","0.193022763689724","0.241750294051182"
"No worries","2007","secondary school degree","Couple + C. LE and GT 16","71","0.190772235940392","0.153849282314268","0.227695189566515"
"No worries","2007","college entrance qualification","1-pers.-HH","131","0.154855730536864","0.130592522503976","0.179118938569753"
"No worries","2007","college entrance qualification","(Married) couple without C. ","294","0.171987298453118","0.154753938275797","0.18922065863044"
"No worries","2007","college entrance qualification","Single parent ","28","","",""
"No worries","2007","college entrance qualification","Couple + C. LE 16 ","187","0.131095857638395","0.112126102636603","0.150065612640188"
"No worries","2007","college entrance qualification","Couple + C. GT 16 ","148","0.132501774059482","0.110400921872614","0.15460262624635"
"No worries","2007","college entrance qualification","Couple + C. LE and GT 16","49","0.162676258574318","0.119676733027463","0.205675784121173"
"No worries","2007","Other degree","1-pers.-HH","21","","",""
"No worries","2007","Other degree","(Married) couple without C. ","99","0.256361050740933","0.211811636950135","0.300910464531731"
"No worries","2007","Other degree","Single parent ","11","","",""
"No worries","2007","Other degree","Couple + C. LE 16 ","39","0.194988904872304","0.142030518453184","0.247947291291423"
"No worries","2007","Other degree","Couple + C. GT 16 ","31","0.180285082878147","0.125908890574262","0.234661275182032"
"No worries","2007","Other degree","Couple + C. LE and GT 16","17","","",""
"No worries","2007","no degree/no degree yet","1-pers.-HH","10","","",""
"No worries","2007","no degree/no degree yet","(Married) couple without C. ","23","","",""
"No worries","2007","no degree/no degree yet","Single parent ","18","","",""
"No worries","2007","no degree/no degree yet","Couple + C. LE 16 ","9","","",""
"No worries","2007","no degree/no degree yet","Couple + C. GT 16 ","39","0.2460918694642","0.184520755279763","0.307662983648636"
"No worries","2007","no degree/no degree yet","Couple + C. LE and GT 16","27","","",""
"Big worries","2008","lower secondary degree","1-pers.-HH","279","0.217863820830315","0.194776015427156","0.240951626233475"
"Big worries","2008","lower secondary degree","(Married) couple without C. ","703","0.259341987771724","0.24325143584281","0.275432539700639"
"Big worries","2008","lower secondary degree","Single parent ","81","0.318924560514802","0.267456902489316","0.370392218540288"
"Big worries","2008","lower secondary degree","Couple + C. LE 16 ","191","0.307222197615876","0.273430122844688","0.341014272387063"
"Big worries","2008","lower secondary degree","Couple + C. GT 16 ","227","0.259161482835699","0.230723572743533","0.287599392927866"
"Big worries","2008","lower secondary degree","Couple + C. LE and GT 16","68","0.27898729608325","0.225089507687318","0.332885084479183"
"Big worries","2008","secondary school degree","1-pers.-HH","180","0.211805718183113","0.183277774890853","0.240333661475372"
"Big worries","2008","secondary school degree","(Married) couple without C. ","459","0.239935703198228","0.220824131922852","0.259047274473605"
"Big worries","2008","secondary school degree","Single parent ","84","0.284262464613764","0.237274880591011","0.331250048636516"
"Big worries","2008","secondary school degree","Couple + C. LE 16 ","303","0.29664943268541","0.270156946217512","0.323141919153308"
"Big worries","2008","secondary school degree","Couple + C. GT 16 ","210","0.184278064421541","0.160759774858514","0.207796353984569"
"Big worries","2008","secondary school degree","Couple + C. LE and GT 16","77","0.163811495164535","0.127359208102414","0.200263782226656"
"Big worries","2008","college entrance qualification","1-pers.-HH","186","0.237502594707761","0.208411132757612","0.26659405665791"
"Big worries","2008","college entrance qualification","(Married) couple without C. ","369","0.199080780282515","0.180592857725676","0.217568702839354"
"Big worries","2008","college entrance qualification","Single parent ","54","0.242867368338215","0.187568955476162","0.298165781200267"
"Big worries","2008","college entrance qualification","Couple + C. LE 16 ","229","0.202115046514277","0.178351336844614","0.225878756183941"
"Big worries","2008","college entrance qualification","Couple + C. GT 16 ","177","0.217427768250004","0.189499384543718","0.24535615195629"
"Big worries","2008","college entrance qualification","Couple + C. LE and GT 16","66","0.230544218006723","0.18103402217496","0.280054413838486"
"Big worries","2008","Other degree","1-pers.-HH","18","","",""
"Big worries","2008","Other degree","(Married) couple without C. ","82","0.240407090704854","0.194984414332214","0.285829767077494"
"Big worries","2008","Other degree","Single parent ","15","","",""
"Big worries","2008","Other degree","Couple + C. LE 16 ","50","0.295895081283108","0.230648655119247","0.361141507446969"
"Big worries","2008","Other degree","Couple + C. GT 16 ","40","0.265230002115627","0.199256293288495","0.331203710942759"
"Big worries","2008","Other degree","Couple + C. LE and GT 16","15","","",""
"Big worries","2008","no degree/no degree yet","1-pers.-HH","4","","",""
"Big worries","2008","no degree/no degree yet","(Married) couple without C. ","19","","",""
"Big worries","2008","no degree/no degree yet","Single parent ","17","","",""
"Big worries","2008","no degree/no degree yet","Couple + C. LE 16 ","4","","",""
"Big worries","2008","no degree/no degree yet","Couple + C. GT 16 ","46","0.248628392068678","0.18651369525452","0.310743088882837"
"Big worries","2008","no degree/no degree yet","Couple + C. LE and GT 16","43","0.303533597210982","0.227909990066415","0.37915720435555"
"Some worries","2008","lower secondary degree","1-pers.-HH","629","0.528733145589869","0.500814096409784","0.556652194769954"
"Some worries","2008","lower secondary degree","(Married) couple without C. ","1543","0.543063535386784","0.52477500151933","0.561352069254238"
"Some worries","2008","lower secondary degree","Single parent ","152","0.441671819296003","0.386833083605636","0.496510554986369"
"Some worries","2008","lower secondary degree","Couple + C. LE 16 ","375","0.497844856287025","0.461221549931858","0.534468162642192"
"Some worries","2008","lower secondary degree","Couple + C. GT 16 ","471","0.513125760955405","0.480686497919228","0.545565023991582"
"Some worries","2008","lower secondary degree","Couple + C. LE and GT 16","143","0.499409937671319","0.439323428367669","0.559496446974969"
"Some worries","2008","secondary school degree","1-pers.-HH","433","0.560136546503","0.525479553646045","0.594793539359956"
"Some worries","2008","secondary school degree","(Married) couple without C. ","1076","0.556543440888255","0.53431040006472","0.578776481711791"
"Some worries","2008","secondary school degree","Single parent ","195","0.483807528969276","0.431749394104476","0.535865663834075"
"Some worries","2008","secondary school degree","Couple + C. LE 16 ","629","0.537586127374037","0.508669043616922","0.566503211131151"
"Some worries","2008","secondary school degree","Couple + C. GT 16 ","630","0.601566327414353","0.571868982822384","0.631263672006321"
"Some worries","2008","secondary school degree","Couple + C. LE and GT 16","242","0.61124012149776","0.563228414881016","0.659251828114504"
"Some worries","2008","college entrance qualification","1-pers.-HH","473","0.563749785026137","0.529847950179144","0.59765161987313"
"Some worries","2008","college entrance qualification","(Married) couple without C. ","1089","0.584893585281261","0.562079805771985","0.607707364790537"
"Some worries","2008","college entrance qualification","Single parent ","139","0.580724529606508","0.517092333228517","0.644356725984499"
"Some worries","2008","college entrance qualification","Couple + C. LE 16 ","670","0.613602308992598","0.584788177674474","0.642416440310723"
"Some worries","2008","college entrance qualification","Couple + C. GT 16 ","496","0.619142040312355","0.586264240486718","0.652019840137992"
"Some worries","2008","college entrance qualification","Couple + C. LE and GT 16","159","0.581676458823896","0.523690533818705","0.639662383829086"
"Some worries","2008","Other degree","1-pers.-HH","45","0.50926952373691","0.405409493067078","0.613129554406743"
"Some worries","2008","Other degree","(Married) couple without C. ","178","0.561757501113003","0.509017477698934","0.614497524527073"
"Some worries","2008","Other degree","Single parent ","22","","",""
"Some worries","2008","Other degree","Couple + C. LE 16 ","86","0.422355127163567","0.35174963036727","0.492960623959865"
"Some worries","2008","Other degree","Couple + C. GT 16 ","92","0.542996573534883","0.468550441153941","0.617442705915825"
"Some worries","2008","Other degree","Couple + C. LE and GT 16","32","0.644656033213054","0.524548105934431","0.764763960491677"
"Some worries","2008","no degree/no degree yet","1-pers.-HH","14","","",""
"Some worries","2008","no degree/no degree yet","(Married) couple without C. ","41","0.514938455389756","0.404731087271251","0.625145823508261"
"Some worries","2008","no degree/no degree yet","Single parent ","30","0.411738832785304","0.295615484339711","0.527862181230897"
"Some worries","2008","no degree/no degree yet","Couple + C. LE 16 ","16","","",""
"Some worries","2008","no degree/no degree yet","Couple + C. GT 16 ","102","0.559803294480865","0.488463354788812","0.631143234172918"
"Some worries","2008","no degree/no degree yet","Couple + C. LE and GT 16","67","0.554553441972904","0.472806140515529","0.636300743430278"
"No worries","2008","lower secondary degree","1-pers.-HH","320","0.253403033579816","0.229075508836981","0.27773055832265"
"No worries","2008","lower secondary degree","(Married) couple without C. ","604","0.197594476841492","0.182975734345639","0.212213219337344"
"No worries","2008","lower secondary degree","Single parent ","82","0.239403620189196","0.192280363402938","0.286526876975453"
"No worries","2008","lower secondary degree","Couple + C. LE 16 ","150","0.194932946097099","0.165916098400573","0.223949793793626"
"No worries","2008","lower secondary degree","Couple + C. GT 16 ","214","0.227712756208896","0.200496161722423","0.254929350695369"
"No worries","2008","lower secondary degree","Couple + C. LE and GT 16","55","0.22160276624543","0.171691854508859","0.271513677982002"
"No worries","2008","secondary school degree","1-pers.-HH","175","0.228057735313887","0.198762310792017","0.257353159835757"
"No worries","2008","secondary school degree","(Married) couple without C. ","383","0.203520855913517","0.185502487855826","0.221539223971207"
"No worries","2008","secondary school degree","Single parent ","75","0.23193000641696","0.187963158682553","0.275896854151368"
"No worries","2008","secondary school degree","Couple + C. LE 16 ","210","0.165764439940554","0.144196678387894","0.187332201493213"
"No worries","2008","secondary school degree","Couple + C. GT 16 ","204","0.214155608164106","0.189270997705657","0.239040218622554"
"No worries","2008","secondary school degree","Couple + C. LE and GT 16","77","0.224948383337705","0.183823256589617","0.266073510085794"
"No worries","2008","college entrance qualification","1-pers.-HH","163","0.198747620266102","0.171467403486259","0.226027837045945"
"No worries","2008","college entrance qualification","(Married) couple without C. ","334","0.216025634436224","0.196971787848957","0.235079481023491"
"No worries","2008","college entrance qualification","Single parent ","38","0.176408102055277","0.127254268150591","0.225561935959963"
"No worries","2008","college entrance qualification","Couple + C. LE 16 ","198","0.184282644493125","0.161339293640292","0.207225995345957"
"No worries","2008","college entrance qualification","Couple + C. GT 16 ","165","0.163430191437641","0.138395437915918","0.188464944959364"
"No worries","2008","college entrance qualification","Couple + C. LE and GT 16","53","0.187779323169382","0.141871510759911","0.233687135578852"
"No worries","2008","Other degree","1-pers.-HH","26","","",""
"No worries","2008","Other degree","(Married) couple without C. ","80","0.197835408182143","0.155491358731491","0.240179457632795"
"No worries","2008","Other degree","Single parent ","16","","",""
"No worries","2008","Other degree","Couple + C. LE 16 ","52","0.281749791553325","0.217445664276312","0.346053918830338"
"No worries","2008","Other degree","Couple + C. GT 16 ","40","0.19177342434949","0.132937220710635","0.250609627988344"
"No worries","2008","Other degree","Couple + C. LE and GT 16","14","","",""
"No worries","2008","no degree/no degree yet","1-pers.-HH","14","","",""
"No worries","2008","no degree/no degree yet","(Married) couple without C. ","19","","",""
"No worries","2008","no degree/no degree yet","Single parent ","22","","",""
"No worries","2008","no degree/no degree yet","Couple + C. LE 16 ","8","","",""
"No worries","2008","no degree/no degree yet","Couple + C. GT 16 ","38","0.191568313450457","0.135012777742253","0.248123849158661"
"No worries","2008","no degree/no degree yet","Couple + C. LE and GT 16","32","0.141912960816114","0.0845170938200671","0.19930882781216"
"Big worries","2009","lower secondary degree","1-pers.-HH","224","0.202842573541201","0.179850361187394","0.225834785895008"
"Big worries","2009","lower secondary degree","(Married) couple without C. ","511","0.197478068257334","0.182208296513119","0.212747840001549"
"Big worries","2009","lower secondary degree","Single parent ","52","0.231398118174085","0.181734444732334","0.281061791615836"
"Big worries","2009","lower secondary degree","Couple + C. LE 16 ","120","0.216023086831043","0.183681999339533","0.248364174322552"
"Big worries","2009","lower secondary degree","Couple + C. GT 16 ","171","0.219986733630722","0.192188140589906","0.247785326671538"
"Big worries","2009","lower secondary degree","Couple + C. LE and GT 16","63","0.279172630441427","0.223676425699179","0.334668835183675"
"Big worries","2009","secondary school degree","1-pers.-HH","150","0.203821399654779","0.175029566912301","0.232613232397258"
"Big worries","2009","secondary school degree","(Married) couple without C. ","350","0.195932377308811","0.177781697138637","0.214083057478984"
"Big worries","2009","secondary school degree","Single parent ","68","0.222160812473569","0.177909426353532","0.266412198593607"
"Big worries","2009","secondary school degree","Couple + C. LE 16 ","201","0.202094343567103","0.177747492629418","0.226441194504787"
"Big worries","2009","secondary school degree","Couple + C. GT 16 ","189","0.220447679796021","0.194506543966379","0.246388815625662"
"Big worries","2009","secondary school degree","Couple + C. LE and GT 16","70","0.160368862291103","0.122515994999233","0.198221729582973"
"Big worries","2009","college entrance qualification","1-pers.-HH","162","0.214596574301635","0.185840804518487","0.243352344084783"
"Big worries","2009","college entrance qualification","(Married) couple without C. ","339","0.196442383500258","0.177822399876078","0.215062367124438"
"Big worries","2009","college entrance qualification","Single parent ","43","0.200029345818895","0.146928219927836","0.253130471709954"
"Big worries","2009","college entrance qualification","Couple + C. LE 16 ","155","0.162798494312646","0.139708036728127","0.185888951897166"
"Big worries","2009","college entrance qualification","Couple + C. GT 16 ","155","0.192248100611621","0.164906957497574","0.219589243725668"
"Big worries","2009","college entrance qualification","Couple + C. LE and GT 16","55","0.154252338814463","0.112681826801623","0.195822850827303"
"Big worries","2009","Other degree","1-pers.-HH","13","","",""
"Big worries","2009","Other degree","(Married) couple without C. ","65","0.255557470500194","0.205443192825207","0.305671748175181"
"Big worries","2009","Other degree","Single parent ","13","","",""
"Big worries","2009","Other degree","Couple + C. LE 16 ","40","0.241104768035299","0.169214111724026","0.312995424346573"
"Big worries","2009","Other degree","Couple + C. GT 16 ","32","0.257320508163675","0.188939392719875","0.325701623607474"
"Big worries","2009","Other degree","Couple + C. LE and GT 16","7","","",""
"Big worries","2009","no degree/no degree yet","1-pers.-HH","4","","",""
"Big worries","2009","no degree/no degree yet","(Married) couple without C. ","9","","",""
"Big worries","2009","no degree/no degree yet","Single parent ","12","","",""
"Big worries","2009","no degree/no degree yet","Couple + C. LE 16 ","8","","",""
"Big worries","2009","no degree/no degree yet","Couple + C. GT 16 ","35","0.216148279589698","0.15155629308016","0.280740266099237"
"Big worries","2009","no degree/no degree yet","Couple + C. LE and GT 16","30","0.299832568159292","0.220145731713489","0.379519404605094"
"Some worries","2009","lower secondary degree","1-pers.-HH","622","0.533334936294962","0.504809531312348","0.561860341277576"
"Some worries","2009","lower secondary degree","(Married) couple without C. ","1518","0.592935521947135","0.574091222682653","0.611779821211617"
"Some worries","2009","lower secondary degree","Single parent ","131","0.4030097816107","0.3452467993095","0.460772763911901"
"Some worries","2009","lower secondary degree","Couple + C. LE 16 ","354","0.582875875482468","0.544125707177392","0.621626043787543"
"Some worries","2009","lower secondary degree","Couple + C. GT 16 ","482","0.550994034330132","0.517615052937837","0.584373015722427"
"Some worries","2009","lower secondary degree","Couple + C. LE and GT 16","129","0.521750641166744","0.459953280893648","0.583548001439839"
"Some worries","2009","secondary school degree","1-pers.-HH","425","0.558872362637671","0.523384681574424","0.594360043700919"
"Some worries","2009","secondary school degree","(Married) couple without C. ","1108","0.61109529610859","0.588802241427204","0.633388350789975"
"Some worries","2009","secondary school degree","Single parent ","187","0.54483413668023","0.491823229205723","0.597845044154736"
"Some worries","2009","secondary school degree","Couple + C. LE 16 ","619","0.585562172659954","0.555694172382246","0.615430172937663"
"Some worries","2009","secondary school degree","Couple + C. GT 16 ","572","0.541651479079208","0.510471812183177","0.57283114597524"
"Some worries","2009","secondary school degree","Couple + C. LE and GT 16","217","0.627819295584022","0.577955108135051","0.677683483032994"
"Some worries","2009","college entrance qualification","1-pers.-HH","449","0.585740765293121","0.551237830737765","0.620243699848478"
"Some worries","2009","college entrance qualification","(Married) couple without C. ","1070","0.610201844177126","0.587345338581873","0.633058349772379"
"Some worries","2009","college entrance qualification","Single parent ","133","0.610499483960593","0.545767858368007","0.675231109553178"
"Some worries","2009","college entrance qualification","Couple + C. LE 16 ","626","0.642446561432563","0.612470033336868","0.672423089528257"
"Some worries","2009","college entrance qualification","Couple + C. GT 16 ","475","0.610876615479627","0.577049336825416","0.644703894133838"
"Some worries","2009","college entrance qualification","Couple + C. LE and GT 16","163","0.604633262539438","0.548360896734512","0.660905628344365"
"Some worries","2009","Other degree","1-pers.-HH","39","0.49893239531875","0.392638666503872","0.605226124133629"
"Some worries","2009","Other degree","(Married) couple without C. ","139","0.505043395838634","0.447598756586428","0.562488035090841"
"Some worries","2009","Other degree","Single parent ","16","","",""
"Some worries","2009","Other degree","Couple + C. LE 16 ","58","0.429887935937456","0.346685434906471","0.513090436968441"
"Some worries","2009","Other degree","Couple + C. GT 16 ","82","0.483837298401236","0.405667094193732","0.56200750260874"
"Some worries","2009","Other degree","Couple + C. LE and GT 16","34","0.54649485919354","0.423563703642691","0.669426014744389"
"Some worries","2009","no degree/no degree yet","1-pers.-HH","15","","",""
"Some worries","2009","no degree/no degree yet","(Married) couple without C. ","45","0.634078666795347","0.526489594154146","0.741667739436548"
"Some worries","2009","no degree/no degree yet","Single parent ","24","","",""
"Some worries","2009","no degree/no degree yet","Couple + C. LE 16 ","11","","",""
"Some worries","2009","no degree/no degree yet","Couple + C. GT 16 ","83","0.509853121308346","0.43140700387949","0.588299238737201"
"Some worries","2009","no degree/no degree yet","Couple + C. LE and GT 16","64","0.494850139172724","0.407895411808806","0.581804866536643"
"No worries","2009","lower secondary degree","1-pers.-HH","329","0.263822490163837","0.238623894485334","0.289021085842339"
"No worries","2009","lower secondary degree","(Married) couple without C. ","582","0.209586409795531","0.193974594169857","0.225198225421206"
"No worries","2009","lower secondary degree","Single parent ","94","0.365592100215215","0.308878019226031","0.422306181204399"
"No worries","2009","lower secondary degree","Couple + C. LE 16 ","148","0.20110103768649","0.16960136921144","0.232600706161539"
"No worries","2009","lower secondary degree","Couple + C. GT 16 ","200","0.229019232039146","0.200820386749065","0.257218077329227"
"No worries","2009","lower secondary degree","Couple + C. LE and GT 16","59","0.199076728391829","0.149677867540056","0.248475589243603"
"No worries","2009","secondary school degree","1-pers.-HH","177","0.23730623770755","0.206899568814465","0.267712906600634"
"No worries","2009","secondary school degree","(Married) couple without C. ","379","0.1929723265826","0.174926148325487","0.211018504839713"
"No worries","2009","secondary school degree","Single parent ","84","0.233005050846201","0.188003533067638","0.278006568624765"
"No worries","2009","secondary school degree","Couple + C. LE 16 ","225","0.212343483772943","0.187547699455731","0.237139268090155"
"No worries","2009","secondary school degree","Couple + C. GT 16 ","220","0.237900841124771","0.211255743410463","0.264545938839079"
"No worries","2009","secondary school degree","Couple + C. LE and GT 16","74","0.211811842124875","0.169663105504472","0.253960578745277"
"No worries","2009","college entrance qualification","1-pers.-HH","172","0.199662660405243","0.171663037883075","0.227662282927412"
"No worries","2009","college entrance qualification","(Married) couple without C. ","340","0.193355772322616","0.174847206305898","0.211864338339334"
"No worries","2009","college entrance qualification","Single parent ","42","0.189471170220512","0.137450535555388","0.241491804885637"
"No worries","2009","college entrance qualification","Couple + C. LE 16 ","201","0.194754944254791","0.169986391763635","0.219523496745947"
"No worries","2009","college entrance qualification","Couple + C. GT 16 ","168","0.196875283908752","0.169286424897155","0.224464142920349"
"No worries","2009","college entrance qualification","Couple + C. LE and GT 16","72","0.241114398646098","0.19188224645097","0.290346550841227"
"No worries","2009","Other degree","1-pers.-HH","33","0.402101142370288","0.297864564841069","0.506337719899506"
"No worries","2009","Other degree","(Married) couple without C. ","87","0.239399133661171","0.190371459441649","0.288426807880694"
"No worries","2009","Other degree","Single parent ","14","","",""
"No worries","2009","Other degree","Couple + C. LE 16 ","38","0.329007296027245","0.250041266800976","0.407973325253513"
"No worries","2009","Other degree","Couple + C. GT 16 ","43","0.258842193435089","0.190329483759727","0.327354903110451"
"No worries","2009","Other degree","Couple + C. LE and GT 16","22","","",""
"No worries","2009","no degree/no degree yet","1-pers.-HH","12","","",""
"No worries","2009","no degree/no degree yet","(Married) couple without C. ","23","","",""
"No worries","2009","no degree/no degree yet","Single parent ","18","","",""
"No worries","2009","no degree/no degree yet","Couple + C. LE 16 ","6","","",""
"No worries","2009","no degree/no degree yet","Couple + C. GT 16 ","38","0.273998599101956","0.204009775726556","0.343987422477355"
"No worries","2009","no degree/no degree yet","Couple + C. LE and GT 16","33","0.205317292667984","0.135065748232983","0.275568837102985"
"Big worries","2010","lower secondary degree","1-pers.-HH","219","0.213448348123332","0.189101448449671","0.237795247796993"
"Big worries","2010","lower secondary degree","(Married) couple without C. ","509","0.209676618996117","0.193301474105322","0.226051763886913"
"Big worries","2010","lower secondary degree","Single parent ","150","0.272484203370905","0.235103994930264","0.309864411811545"
"Big worries","2010","lower secondary degree","Couple + C. LE 16 ","391","0.234677656763139","0.213469961268025","0.255885352258254"
"Big worries","2010","lower secondary degree","Couple + C. GT 16 ","153","0.199385649822585","0.170657191665656","0.228114107979513"
"Big worries","2010","lower secondary degree","Couple + C. LE and GT 16","108","0.311566878309643","0.264054345918707","0.35907941070058"
"Big worries","2010","secondary school degree","1-pers.-HH","140","0.207790793008149","0.178216659074765","0.237364926941534"
"Big worries","2010","secondary school degree","(Married) couple without C. ","366","0.21573247103455","0.196623910785377","0.234841031283723"
"Big worries","2010","secondary school degree","Single parent ","238","0.244147122151652","0.21594033124275","0.272353913060555"
"Big worries","2010","secondary school degree","Couple + C. LE 16 ","609","0.224197708461881","0.208086247125565","0.240309169798196"
"Big worries","2010","secondary school degree","Couple + C. GT 16 ","164","0.173685215929256","0.148948622930299","0.198421808928213"
"Big worries","2010","secondary school degree","Couple + C. LE and GT 16","107","0.201576350385086","0.165307344896267","0.237845355873906"
"Big worries","2010","college entrance qualification","1-pers.-HH","154","0.209731969949377","0.180458567144061","0.239005372754692"
"Big worries","2010","college entrance qualification","(Married) couple without C. ","295","0.154099304001082","0.137046667005244","0.17115194099692"
"Big worries","2010","college entrance qualification","Single parent ","114","0.221218007832111","0.185881116164597","0.256554899499625"
"Big worries","2010","college entrance qualification","Couple + C. LE 16 ","465","0.15455785379955","0.140647102334087","0.168468605265013"
"Big worries","2010","college entrance qualification","Couple + C. GT 16 ","175","0.210356656166964","0.181588334849845","0.239124977484082"
"Big worries","2010","college entrance qualification","Couple + C. LE and GT 16","56","0.182389620173143","0.142331806641349","0.222447433704938"
"Big worries","2010","Other degree","1-pers.-HH","14","","",""
"Big worries","2010","Other degree","(Married) couple without C. ","50","0.224449632803084","0.174775773931509","0.274123491674658"
