"plj0047","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Some worries","2008","vocational + Abi","West Germany","560","0.60249262345705","0.571073895490968","0.633911351423132"
"Some worries","2008","vocational + Abi","East Germany","99","0.57702750564911","0.501417288045315","0.652637723252906"
"Some worries","2008","higher vocational","West Germany","578","0.546270781862767","0.515969495040112","0.576572068685422"
"Some worries","2008","higher vocational","East Germany","216","0.559418613663443","0.509104037481343","0.609733189845544"
"Some worries","2008","higher education","West Germany","1737","0.571985202641758","0.554139314921594","0.589831090361922"
"Some worries","2008","higher education","East Germany","758","0.609138391018583","0.581990775243604","0.636286006793562"
"No worries","2008","in school","West Germany","66","0.224364817662716","0.174605738191176","0.274123897134255"
"No worries","2008","in school","East Germany","","","",""
"No worries","2008","inadequately","West Germany","51","0.222028497894361","0.158804747885785","0.285252247902937"
"No worries","2008","inadequately","East Germany","","","",""
"No worries","2008","general elemantary","West Germany","442","0.246840033340021","0.226415712558369","0.267264354121674"
"No worries","2008","general elemantary","East Germany","83","0.310730441595454","0.258707159312253","0.362753723878655"
"No worries","2008","middle vocational","West Germany","1518","0.204210089593363","0.194903758183295","0.213516421003431"
"No worries","2008","middle vocational","East Germany","565","0.22862695433963","0.212171859740993","0.245082048938266"
"No worries","2008","vocational + Abi","West Germany","177","0.188390433428215","0.163286421289635","0.213494445566795"
"No worries","2008","vocational + Abi","East Germany","","","",""
"No worries","2008","higher vocational","West Germany","196","0.182743652097104","0.159222477044589","0.206264827149619"
"No worries","2008","higher vocational","East Germany","61","0.215572967911845","0.173896997971804","0.257248937851886"
"No worries","2008","higher education","West Germany","608","0.221999240377416","0.207009913785007","0.236988566969825"
"No worries","2008","higher education","East Germany","178","0.131189500464984","0.112406097751443","0.149972903178525"
"Big worries","2009","in school","West Germany","54","0.230819448693033","0.178692587200234","0.282946310185832"
"Big worries","2009","in school","East Germany","","","",""
"Big worries","2009","inadequately","West Germany","32","0.195076037140256","0.131662518432764","0.258489555847748"
"Big worries","2009","inadequately","East Germany","","","",""
"Big worries","2009","general elemantary","West Germany","295","0.227834649889377","0.206741849359076","0.248927450419678"
"Big worries","2009","general elemantary","East Germany","57","0.25063173154881","0.198354593418191","0.30290886967943"
"Big worries","2009","middle vocational","West Germany","1280","0.191293397800426","0.181840823449459","0.200745972151393"
"Big worries","2009","middle vocational","East Germany","461","0.211340875858632","0.195000579867271","0.227681171849994"
"Big worries","2009","vocational + Abi","West Germany","165","0.220441364471524","0.192540278740963","0.248342450202086"
"Big worries","2009","vocational + Abi","East Germany","40","0.292758449184624","0.220657500602778","0.36485939776647"
"Big worries","2009","higher vocational","West Germany","190","0.230292516896285","0.20357619477222","0.25700883902035"
"Big worries","2009","higher vocational","East Germany","81","0.209065950390598","0.167798706492286","0.25033319428891"
"Big worries","2009","higher education","West Germany","508","0.187013611278577","0.17263244888442","0.201394773672733"
"Big worries","2009","higher education","East Germany","255","0.190786553144424","0.16860152449177","0.212971581797078"
"Some worries","2009","in school","West Germany","128","0.51019282583378","0.44834976518318","0.572035886484381"
"Some worries","2009","in school","East Germany","","","",""
"Some worries","2009","inadequately","West Germany","66","0.446028430836367","0.36648075944941","0.525576102223325"
"Some worries","2009","inadequately","East Germany","","","",""
"Some worries","2009","general elemantary","West Germany","773","0.491801931985863","0.46666103177946","0.516942832192266"
"Some worries","2009","general elemantary","East Germany","134","0.449426902769812","0.389422494993257","0.509431310546367"
"Some worries","2009","middle vocational","West Germany","3767","0.57849081804666","0.566623396429989","0.590358239663331"
"Some worries","2009","middle vocational","East Germany","1410","0.561407717535086","0.541547080082163","0.58126835498801"
"Some worries","2009","vocational + Abi","West Germany","517","0.613018506576052","0.580236762466731","0.645800250685373"
"Some worries","2009","vocational + Abi","East Germany","85","0.474183698553557","0.39506252713724","0.553304869969874"
"Some worries","2009","higher vocational","West Germany","541","0.576102208498868","0.544743782858002","0.607460634139733"
"Some worries","2009","higher vocational","East Germany","228","0.599390030058765","0.549661077795002","0.649118982322529"
"Some worries","2009","higher education","West Germany","1675","0.593039692961349","0.574920716862547","0.611158669060152"
"Some worries","2009","higher education","East Germany","782","0.668474528217053","0.641894499235014","0.695054557199092"
"No worries","2009","in school","West Germany","69","0.258987725473187","0.204792188707962","0.313183262238412"
"No worries","2009","in school","East Germany","","","",""
"No worries","2009","inadequately","West Germany","52","0.358895532023377","0.282132717624043","0.435658346422711"
"No worries","2009","inadequately","East Germany","","","",""
"No worries","2009","general elemantary","West Germany","451","0.28036341812476","0.257774964890654","0.302951871358866"
"No worries","2009","general elemantary","East Germany","73","0.299941365681378","0.244666013531043","0.355216717831714"
"No worries","2009","middle vocational","West Germany","1604","0.230215784152914","0.220098669625675","0.240332898680152"
"No worries","2009","middle vocational","East Germany","527","0.227251406606281","0.210478979879675","0.244023833332888"
"No worries","2009","vocational + Abi","West Germany","166","0.166540128952423","0.141464492751253","0.191615765153594"
"No worries","2009","vocational + Abi","East Germany","","","",""
"No worries","2009","higher vocational","West Germany","223","0.193605274604847","0.168532272598637","0.218678276611058"
"No worries","2009","higher vocational","East Germany","64","0.191544019550637","0.151608792076422","0.231479247024851"
"No worries","2009","higher education","West Germany","641","0.219946695760074","0.204669747553518","0.23522364396663"
"No worries","2009","higher education","East Germany","168","0.140738918638523","0.121104219846914","0.160373617430131"
"Big worries","2010","in school","West Germany","91","0.201315875725254","0.160291536264006","0.242340215186501"
"Big worries","2010","in school","East Germany","","","",""
"Big worries","2010","inadequately","West Germany","102","0.290816227028775","0.23993283082074","0.34169962323681"
"Big worries","2010","inadequately","East Germany","","","",""
"Big worries","2010","general elemantary","West Germany","473","0.229015930060469","0.211086668129388","0.246945191991551"
"Big worries","2010","general elemantary","East Germany","79","0.277682355612087","0.229507845894122","0.325856865330051"
"Big worries","2010","middle vocational","West Germany","2026","0.207729516685633","0.19924673412235","0.216212299248915"
"Big worries","2010","middle vocational","East Germany","592","0.20739472388888","0.192694115227072","0.222095332550687"
"Big worries","2010","vocational + Abi","West Germany","331","0.20130827198676","0.180648085887339","0.221968458086181"
"Big worries","2010","vocational + Abi","East Germany","56","0.191084359539918","0.143110746817842","0.239057972261994"
"Big worries","2010","higher vocational","West Germany","254","0.218099352753333","0.194744369403691","0.241454336102975"
"Big worries","2010","higher vocational","East Germany","89","0.238831572130823","0.197710984057585","0.279952160204062"
"Big worries","2010","higher education","West Germany","689","0.168390061759704","0.156742244225671","0.180037879293738"
"Big worries","2010","higher education","East Germany","274","0.203065557026375","0.181894658407885","0.224236455644865"
"Some worries","2010","in school","West Germany","187","0.544858613231242","0.493910262077475","0.595806964385009"
"Some worries","2010","in school","East Germany","","","",""
"Some worries","2010","inadequately","West Germany","126","0.446903201468383","0.391198136764265","0.502608266172502"
"Some worries","2010","inadequately","East Germany","","","",""
"Some worries","2010","general elemantary","West Germany","1060","0.484197838396751","0.462874270888724","0.505521405904777"
"Some worries","2010","general elemantary","East Germany","160","0.445624527964257","0.392160017306242","0.499089038622272"
"Some worries","2010","middle vocational","West Germany","4804","0.560198277787792","0.549819365564037","0.570577190011547"
"Some worries","2010","middle vocational","East Germany","1665","0.565160113161273","0.547185546709642","0.583134679612903"
"Some worries","2010","vocational + Abi","West Germany","828","0.577774382710749","0.552325702978143","0.603223062443354"
"Some worries","2010","vocational + Abi","East Germany","148","0.605984397271041","0.546359771108234","0.665609023433849"
"Some worries","2010","higher vocational","West Germany","704","0.589449044161418","0.561627370319241","0.617270718003596"
"Some worries","2010","higher vocational","East Germany","252","0.620565005126294","0.573766131841981","0.667363878410606"
"Some worries","2010","higher education","West Germany","2430","0.591506812540881","0.576206553641603","0.606807071440158"
"Some worries","2010","higher education","East Germany","886","0.639983219341234","0.614721929266782","0.665244509415686"
"No worries","2010","in school","West Germany","89","0.253825511043504","0.209300617278121","0.298350404808887"
"No worries","2010","in school","East Germany","","","",""
"No worries","2010","inadequately","West Germany","78","0.262280571502842","0.212995425323564","0.31156571768212"
"No worries","2010","inadequately","East Germany","","","",""
"No worries","2010","general elemantary","West Germany","577","0.28678623154278","0.267488961636011","0.306083501449549"
"No worries","2010","general elemantary","East Germany","93","0.276693116423656","0.228571575492014","0.324814657355298"
"No worries","2010","middle vocational","West Germany","1956","0.232072205526575","0.223244979445925","0.240899431607226"
"No worries","2010","middle vocational","East Germany","665","0.227445162949848","0.212246303608184","0.242644022291511"
"No worries","2010","vocational + Abi","West Germany","288","0.220917345302491","0.199541637653885","0.242293052951097"
"No worries","2010","vocational + Abi","East Germany","54","0.202931243189041","0.153856211457347","0.252006274920734"
"No worries","2010","higher vocational","West Germany","243","0.192451603085248","0.170155876316891","0.214747329853605"
"No worries","2010","higher vocational","East Germany","72","0.140603422742883","0.107078497236774","0.174128348248992"
"No worries","2010","higher education","West Germany","846","0.240103125699415","0.226807685188561","0.253398566210269"
"No worries","2010","higher education","East Germany","227","0.156951223632391","0.137807846084492","0.17609460118029"
"Big worries","2011","in school","West Germany","62","0.231432431004241","0.181676290448036","0.281188571560446"
"Big worries","2011","in school","East Germany","","","",""
"Big worries","2011","inadequately","West Germany","43","0.217993026450108","0.159438830631694","0.276547222268522"
"Big worries","2011","inadequately","East Germany","","","",""
"Big worries","2011","general elemantary","West Germany","344","0.201791944651457","0.183424091809031","0.220159797493882"
"Big worries","2011","general elemantary","East Germany","53","0.231164505824817","0.18230575463223","0.280023257017404"
"Big worries","2011","middle vocational","West Germany","1559","0.195203224078465","0.186403794956758","0.204002653200171"
"Big worries","2011","middle vocational","East Germany","499","0.211553769112467","0.195852260722027","0.227255277502907"
"Big worries","2011","vocational + Abi","West Germany","191","0.184388856836272","0.160613253072161","0.208164460600383"
"Big worries","2011","vocational + Abi","East Germany","34","0.206615709498003","0.146800004601677","0.266431414394329"
"Big worries","2011","higher vocational","West Germany","183","0.200029096004867","0.175693998197769","0.224364193811965"
"Big worries","2011","higher vocational","East Germany","79","0.200151265709377","0.160940872571538","0.239361658847216"
"Big worries","2011","higher education","West Germany","510","0.151972146055417","0.139693977996694","0.16425031411414"
"Big worries","2011","higher education","East Germany","237","0.200576001035792","0.17863073278589","0.222521269285694"
"Some worries","2011","in school","West Germany","135","0.48572999940898","0.426766044019463","0.544693954798497"
"Some worries","2011","in school","East Germany","","","",""
"Some worries","2011","inadequately","West Germany","83","0.414812304778502","0.344940040776117","0.484684568780888"
"Some worries","2011","inadequately","East Germany","","","",""
"Some worries","2011","general elemantary","West Germany","908","0.488703638404347","0.465826191152532","0.511581085656163"
"Some worries","2011","general elemantary","East Germany","133","0.405102171025954","0.348207898097883","0.461996443954026"
"Some worries","2011","middle vocational","West Germany","4271","0.551137093313451","0.540094919735976","0.562179266890927"
"Some worries","2011","middle vocational","East Germany","1406","0.512069980028646","0.49285285663156","0.531287103425733"
"Some worries","2011","vocational + Abi","West Germany","585","0.573861716660933","0.54354364705427","0.604179786267597"
"Some worries","2011","vocational + Abi","East Germany","103","0.532663291820145","0.458952158427442","0.606374425212849"
"Some worries","2011","higher vocational","West Germany","594","0.563144212469987","0.532970532924157","0.593317892015816"
"Some worries","2011","higher vocational","East Germany","238","0.565958699597351","0.517387817211419","0.614529581983282"
"Some worries","2011","higher education","West Germany","1909","0.56432340458689","0.547364700464547","0.581282108709234"
"Some worries","2011","higher education","East Germany","818","0.634289549946688","0.607894330189693","0.660684769703684"
"No worries","2011","in school","West Germany","79","0.282837569586779","0.229703771200423","0.335971367973134"
"No worries","2011","in school","East Germany","","","",""
"No worries","2011","inadequately","West Germany","65","0.36719466877139","0.298832685194398","0.435556652348382"
"No worries","2011","inadequately","East Germany","","","",""
"No worries","2011","general elemantary","West Germany","582","0.309504416944196","0.288347016626665","0.330661817261727"
"No worries","2011","general elemantary","East Germany","100","0.363733323149229","0.307979300271373","0.419487346027085"
"No worries","2011","middle vocational","West Germany","1964","0.253659682608084","0.244000017633129","0.263319347583039"
"No worries","2011","middle vocational","East Germany","694","0.276376250858887","0.259183248697099","0.293569253020675"
"No worries","2011","vocational + Abi","West Germany","246","0.241749426502794","0.215500488138856","0.267998364866733"
"No worries","2011","vocational + Abi","East Germany","39","0.260720998681852","0.195859952722432","0.325582044641271"
"No worries","2011","higher vocational","West Germany","261","0.236826691525146","0.210963844882488","0.262689538167805"
"No worries","2011","higher vocational","East Germany","83","0.233890034693272","0.192407096419354","0.275372972967191"
"No worries","2011","higher education","West Germany","865","0.283704449357693","0.268286531874149","0.299122366841237"
"No worries","2011","higher education","East Germany","224","0.16513444901752","0.144785596215948","0.185483301819092"
"Big worries","2012","in school","West Germany","50","0.17078448769532","0.123662568690424","0.217906406700217"
"Big worries","2012","in school","East Germany","","","",""
"Big worries","2012","inadequately","West Germany","58","0.219934215152467","0.161498084679052","0.278370345625882"
"Big worries","2012","inadequately","East Germany","","","",""
"Big worries","2012","general elemantary","West Germany","388","0.220110216150809","0.201064913985894","0.239155518315725"
"Big worries","2012","general elemantary","East Germany","49","0.254541334322187","0.203335831508575","0.305746837135799"
"Big worries","2012","middle vocational","West Germany","1703","0.224255971718712","0.21492714586145","0.233584797575973"
"Big worries","2012","middle vocational","East Germany","467","0.199123117548059","0.183749562300926","0.214496672795192"
"Big worries","2012","vocational + Abi","West Germany","214","0.221134736374163","0.195653490959415","0.246615981788911"
"Big worries","2012","vocational + Abi","East Germany","34","0.155764273018541","0.104201403253865","0.207327142783216"
"Big worries","2012","higher vocational","West Germany","197","0.201096682069376","0.176665899045929","0.225527465092823"
"Big worries","2012","higher vocational","East Germany","92","0.221075216607107","0.180907795129817","0.261242638084396"
"Big worries","2012","higher education","West Germany","617","0.180331195708523","0.167354654730139","0.193307736686906"
"Big worries","2012","higher education","East Germany","255","0.209160016085686","0.186738849954439","0.231581182216934"
"Some worries","2012","in school","West Germany","126","0.543410674995119","0.481038339189147","0.605783010801091"
"Some worries","2012","in school","East Germany","","","",""
"Some worries","2012","inadequately","West Germany","82","0.477389267920837","0.406920784620087","0.547857751221587"
"Some worries","2012","inadequately","East Germany","","","",""
"Some worries","2012","general elemantary","West Germany","929","0.517914553370527","0.494945546401742","0.540883560339312"
"Some worries","2012","general elemantary","East Germany","114","0.353878891909765","0.297669357626089","0.41008842619344"
"Some worries","2012","middle vocational","West Germany","4250","0.54537231871648","0.534235266897931","0.556509370535029"
"Some worries","2012","middle vocational","East Germany","1455","0.549253012899683","0.530097965428759","0.568408060370606"
"Some worries","2012","vocational + Abi","West Germany","598","0.576095077300408","0.545753209548673","0.606436945052143"
"Some worries","2012","vocational + Abi","East Germany","114","0.579987367037597","0.509807630392893","0.650167103682301"
"Some worries","2012","higher vocational","West Germany","619","0.589655812362689","0.559673767017893","0.619637857707485"
"Some worries","2012","higher vocational","East Germany","228","0.546854832035523","0.49866994265681","0.595039721414237"
"Some worries","2012","higher education","West Germany","2026","0.583406177727185","0.56676644935528","0.600045906099089"
"Some worries","2012","higher education","East Germany","810","0.631495272329862","0.604901427046702","0.658089117613021"
"No worries","2012","in school","West Germany","69","0.285804837309561","0.229231957275296","0.342377717343826"
"No worries","2012","in school","East Germany","","","",""
"No worries","2012","inadequately","West Germany","53","0.302676516926696","0.237861454192564","0.367491579660828"
"No worries","2012","inadequately","East Germany","","","",""
"No worries","2012","general elemantary","West Germany","501","0.261975230478663","0.241762883917814","0.282187577039512"
"No worries","2012","general elemantary","East Germany","115","0.391579773768049","0.334202799772945","0.448956747763152"
"No worries","2012","middle vocational","West Germany","1726","0.230371709564808","0.22095387967949","0.239789539450126"
"No worries","2012","middle vocational","East Germany","670","0.251623869552258","0.234918100455315","0.268329638649201"
"No worries","2012","vocational + Abi","West Germany","207","0.202770186325429","0.178083953830136","0.227456418820723"
"No worries","2012","vocational + Abi","East Germany","42","0.264248359943862","0.201551894157993","0.326944825729732"
"No worries","2012","higher vocational","West Germany","218","0.209247505567935","0.1844539819931","0.23404102914277"
"No worries","2012","higher vocational","East Germany","90","0.23206995135737","0.191207308765935","0.272932593948805"
"No worries","2012","higher education","West Germany","729","0.236262626564293","0.221925112940877","0.250600140187708"
"No worries","2012","higher education","East Germany","199","0.159344711584452","0.139167908479055","0.179521514689848"
"Big worries","2013","in school","West Germany","58","0.169171415450799","0.131377542603391","0.206965288298208"
"Big worries","2013","in school","East Germany","","","",""
"Big worries","2013","inadequately","West Germany","75","0.163719218291298","0.12930146672834","0.198136969854257"
"Big worries","2013","inadequately","East Germany","","","",""
"Big worries","2013","general elemantary","West Germany","446","0.194255571368028","0.179083429250817","0.20942771348524"
"Big worries","2013","general elemantary","East Germany","39","0.155076558183604","0.115166137438875","0.194986978928332"
"Big worries","2013","middle vocational","West Germany","1659","0.194090779194543","0.185719794635732","0.202461763753355"
"Big worries","2013","middle vocational","East Germany","421","0.178239169602223","0.163197900136427","0.193280439068019"
"Big worries","2013","vocational + Abi","West Germany","230","0.186410773758636","0.166482433346685","0.206339114170588"
"Big worries","2013","vocational + Abi","East Germany","35","0.164342908616461","0.11480719805685","0.213878619176072"
"Big worries","2013","higher vocational","West Germany","190","0.176875257431748","0.15320248129984","0.200548033563656"
"Big worries","2013","higher vocational","East Germany","89","0.238105196932291","0.195111047776063","0.28109934608852"
"Big worries","2013","higher education","West Germany","667","0.164547954655447","0.153276886232817","0.175819023078076"
"Big worries","2013","higher education","East Germany","233","0.17937458269715","0.158566625944367","0.200182539449933"
"Some worries","2013","in school","West Germany","169","0.445788595517752","0.395680903752274","0.49589628728323"
"Some worries","2013","in school","East Germany","","","",""
"Some worries","2013","inadequately","West Germany","172","0.449142414583213","0.402875737653126","0.495409091513301"
"Some worries","2013","inadequately","East Germany","","","",""
"Some worries","2013","general elemantary","West Germany","1162","0.481843532654166","0.462681349653451","0.501005715654881"
"Some worries","2013","general elemantary","East Germany","142","0.454171778746979","0.399275536743592","0.509068020750365"
"Some worries","2013","middle vocational","West Germany","4412","0.542884046572604","0.532340232097115","0.553427861048093"
"Some worries","2013","middle vocational","East Germany","1381","0.554357748595794","0.534823422228796","0.573892074962792"
"Some worries","2013","vocational + Abi","West Germany","762","0.57948319818812","0.554222512524214","0.604743883852027"
"Some worries","2013","vocational + Abi","East Germany","115","0.5567963135574","0.490394686870218","0.623197940244581"
"Some worries","2013","higher vocational","West Germany","567","0.582741697670676","0.552148606484915","0.613334788856436"
"Some worries","2013","higher vocational","East Germany","207","0.514310934940837","0.463859972237123","0.564761897644551"
"Some worries","2013","higher education","West Germany","2234","0.554207323238239","0.539097455118481","0.569317191357997"
"Some worries","2013","higher education","East Germany","835","0.645632193367824","0.619690625440439","0.671573761295209"
"No worries","2013","in school","West Germany","151","0.385039989031449","0.335985523624708","0.434094454438189"
"No worries","2013","in school","East Germany","","","",""
"No worries","2013","inadequately","West Germany","197","0.387138367125488","0.341830780452683","0.432445953798293"
"No worries","2013","inadequately","East Germany","","","",""
"No worries","2013","general elemantary","West Germany","1004","0.323900895977805","0.305954685391014","0.341847106564596"
"No worries","2013","general elemantary","East Germany","135","0.390751663069418","0.336955395692984","0.444547930445851"
"No worries","2013","middle vocational","West Germany","2504","0.263025174232853","0.253706459617987","0.272343888847718"
"No worries","2013","middle vocational","East Germany","685","0.267403081801983","0.250008021197666","0.284798142406299"
"No worries","2013","vocational + Abi","West Germany","475","0.234106028053243","0.212437787013258","0.255774269093228"
"No worries","2013","vocational + Abi","East Germany","65","0.27886077782614","0.218918652572937","0.338802903079343"
"No worries","2013","higher vocational","West Germany","241","0.240383044897577","0.213871681585662","0.266894408209491"
"No worries","2013","higher vocational","East Germany","81","0.247583868126872","0.204015866823199","0.291151869430545"
"No worries","2013","higher education","West Germany","1256","0.281244722106314","0.267577168286391","0.294912275926237"
"No worries","2013","higher education","East Germany","238","0.174993223935026","0.154386171484401","0.195600276385651"
"Big worries","2014","in school","West Germany","90","0.222706337966272","0.181466346764956","0.263946329167589"
"Big worries","2014","in school","East Germany","","","",""
"Big worries","2014","inadequately","West Germany","126","0.271086158674725","0.229598343312094","0.312573974037355"
"Big worries","2014","inadequately","East Germany","","","",""
"Big worries","2014","general elemantary","West Germany","613","0.205188198300771","0.18996121886378","0.220415177737762"
"Big worries","2014","general elemantary","East Germany","66","0.192921399501931","0.153247543682021","0.23259525532184"
"Big worries","2014","middle vocational","West Germany","2238","0.217541848800371","0.209322124533279","0.225761573067462"
"Big worries","2014","middle vocational","East Germany","600","0.221796070139247","0.206551301474421","0.237040838804072"
"Big worries","2014","vocational + Abi","West Germany","368","0.221910256813863","0.202475040956914","0.241345472670812"
"Big worries","2014","vocational + Abi","East Germany","65","0.227285385688216","0.179543721415727","0.275027049960705"
"Big worries","2014","higher vocational","West Germany","258","0.207123744108171","0.184070057676","0.230177430540342"
"Big worries","2014","higher vocational","East Germany","99","0.20695579791567","0.167645575093285","0.246266020738055"
"Big worries","2014","higher education","West Germany","881","0.180445989286349","0.169533953300982","0.191358025271715"
"Big worries","2014","higher education","East Germany","338","0.253998209796712","0.231515321246504","0.27648109834692"
"Some worries","2014","in school","West Germany","189","0.417287529195259","0.36841052583139","0.466164532559129"
"Some worries","2014","in school","East Germany","","","",""
"Some worries","2014","inadequately","West Germany","172","0.400219795760604","0.354492644826426","0.445946946694783"
"Some worries","2014","inadequately","East Germany","","","",""
"Some worries","2014","general elemantary","West Germany","1323","0.519804982513667","0.5009669968326","0.538642968194734"
"Some worries","2014","general elemantary","East Germany","171","0.428598288207306","0.378841507057947","0.478355069356665"
"Some worries","2014","middle vocational","West Germany","5256","0.542746755832795","0.532821715096343","0.552671796569248"
"Some worries","2014","middle vocational","East Germany","1588","0.542325147018871","0.524043909053173","0.560606384984569"
"Some worries","2014","vocational + Abi","West Germany","991","0.556679208909209","0.533443956979483","0.579914460838935"
"Some worries","2014","vocational + Abi","East Germany","150","0.53043301022072","0.473578321435444","0.587287699005997"
"Some worries","2014","higher vocational","West Germany","702","0.608563424881862","0.580797870024723","0.636328979739001"
"Some worries","2014","higher vocational","East Germany","235","0.614435999136651","0.567207453195123","0.66166454507818"
"Some worries","2014","higher education","West Germany","2871","0.597048713800231","0.583130787274831","0.61096664032563"
"Some worries","2014","higher education","East Germany","885","0.595252025707913","0.569900177381873","0.620603874033953"
"No worries","2014","in school","West Germany","112","0.360006132838468","0.312428528748548","0.407583736928389"
"No worries","2014","in school","East Germany","","","",""
"No worries","2014","inadequately","West Germany","143","0.328694045564671","0.284852590024814","0.372535501104528"
"No worries","2014","inadequately","East Germany","","","",""
"No worries","2014","general elemantary","West Germany","766","0.275006819185562","0.258170617836103","0.291843020535021"
"No worries","2014","general elemantary","East Germany","143","0.378480312290763","0.329715631633918","0.427244992947609"
"No worries","2014","middle vocational","West Germany","2184","0.239711395366834","0.231206110524536","0.248216680209132"
"No worries","2014","middle vocational","East Germany","665","0.235878782841883","0.22030038561108","0.251457180072685"
"No worries","2014","vocational + Abi","West Germany","397","0.221410534276927","0.201990980926842","0.240830087627013"
"No worries","2014","vocational + Abi","East Germany","81","0.242281604091064","0.19347075401548","0.291092454166648"
"No worries","2014","higher vocational","West Germany","227","0.184312831009967","0.162255024039629","0.206370637980306"
"No worries","2014","higher vocational","East Germany","74","0.178608202947679","0.141442368279428","0.215774037615929"
"No worries","2014","higher education","West Germany","1019","0.222505296913421","0.21070311568142","0.234307478145421"
"No worries","2014","higher education","East Germany","217","0.150749764495375","0.132269294834837","0.169230234155913"
"Big worries","2015","in school","West Germany","116","0.318547041742958","0.267419197885882","0.369674885600034"
"Big worries","2015","in school","East Germany","","","",""
"Big worries","2015","inadequately","West Germany","121","0.285661462954937","0.244822281388357","0.326500644521518"
"Big worries","2015","inadequately","East Germany","","","",""
"Big worries","2015","general elemantary","West Germany","743","0.299022545435863","0.281328929300916","0.316716161570811"
"Big worries","2015","general elemantary","East Germany","105","0.325829386152949","0.277747478161231","0.373911294144668"
"Big worries","2015","middle vocational","West Germany","3178","0.343979473939131","0.334375914155597","0.353583033722666"
"Big worries","2015","middle vocational","East Germany","893","0.337589993319877","0.319899695623921","0.355280291015834"
"Big worries","2015","vocational + Abi","West Germany","576","0.32707063277047","0.305795848179556","0.348345417361385"
"Big worries","2015","vocational + Abi","East Germany","107","0.411926607566913","0.355279886050294","0.468573329083531"
"Big worries","2015","higher vocational","West Germany","405","0.332126615244188","0.304750818553346","0.359502411935029"
"Big worries","2015","higher vocational","East Germany","145","0.327563829377667","0.281163045357413","0.373964613397921"
"Big worries","2015","higher education","West Germany","1560","0.340489700602584","0.32735876654158","0.353620634663587"
"Big worries","2015","higher education","East Germany","493","0.371140648401025","0.346013110212825","0.396268186589225"
"Some worries","2015","in school","West Germany","150","0.497384435994145","0.442516728894374","0.552252143093916"
"Some worries","2015","in school","East Germany","","","",""
"Some worries","2015","inadequately","West Germany","196","0.425174985128043","0.380480818451524","0.469869151804562"
"Some worries","2015","inadequately","East Germany","","","",""
"Some worries","2015","general elemantary","West Germany","1203","0.493821380138054","0.474499496959088","0.51314326331702"
"Some worries","2015","general elemantary","East Germany","160","0.444808026987282","0.393826885417206","0.495789168557358"
"Some worries","2015","middle vocational","West Germany","4684","0.50280846688815","0.492700346180689","0.512916587595611"
"Some worries","2015","middle vocational","East Germany","1353","0.494906239455051","0.476202674896431","0.513609804013672"
"Some worries","2015","vocational + Abi","West Germany","942","0.51336283743129","0.490696857284332","0.536028817578248"
"Some worries","2015","vocational + Abi","East Germany","135","0.42543369889155","0.368530705751263","0.482336692031838"
"Some worries","2015","higher vocational","West Germany","591","0.545476571885183","0.516534204855201","0.574418938915166"
"Some worries","2015","higher vocational","East Germany","193","0.483416200523177","0.434009846358131","0.532822554688223"
"Some worries","2015","higher education","West Germany","2629","0.514214464537629","0.500365182053014","0.528063747022244"
"Some worries","2015","higher education","East Germany","789","0.534925984027102","0.508983485313125","0.56086848274108"
"No worries","2015","in school","West Germany","53","0.184068522262897","0.141541070917449","0.226595973608344"
"No worries","2015","in school","East Germany","","","",""
"No worries","2015","inadequately","West Germany","153","0.289163551917019","0.248175641204328","0.330151462629711"
"No worries","2015","inadequately","East Germany","","","",""
"No worries","2015","general elemantary","West Germany","626","0.207156074426083","0.191493783136332","0.222818365715833"
"No worries","2015","general elemantary","East Germany","100","0.229362586859769","0.186231739291663","0.272493434427875"
"No worries","2015","middle vocational","West Germany","1537","0.153212059172719","0.145930220160409","0.160493898185029"
"No worries","2015","middle vocational","East Germany","499","0.167503767225071","0.153534283869748","0.181473250580395"
"No worries","2015","vocational + Abi","West Germany","350","0.15956652979824","0.142959872437718","0.176173187158762"
"No worries","2015","vocational + Abi","East Germany","48","0.162639693541537","0.120166144586924","0.205113242496149"
"No worries","2015","higher vocational","West Germany","141","0.122396812870629","0.103346504539319","0.14144712120194"
"No worries","2015","higher vocational","East Germany","55","0.189019970099156","0.150311078045246","0.227728862153066"
"No worries","2015","higher education","West Germany","814","0.145295834859787","0.135530945382945","0.155060724336629"
"No worries","2015","higher education","East Germany","138","0.0939333675718727","0.0787595823157561","0.109107152827989"
"Big worries","2016","in school","West Germany","119","0.384348287557507","0.330799643155169","0.437896931959845"
"Big worries","2016","in school","East Germany","","","",""
"Big worries","2016","inadequately","West Germany","224","0.332286034991719","0.309426237173388","0.35514583281005"
"Big worries","2016","inadequately","East Germany","37","0.146585457141317","0.108710587213892","0.184460327068743"
"Big worries","2016","general elemantary","West Germany","962","0.397825965000598","0.380100567619274","0.415551362381922"
"Big worries","2016","general elemantary","East Germany","143","0.382031139617073","0.338150766154732","0.425911513079413"
"Big worries","2016","middle vocational","West Germany","4121","0.473244170075367","0.462981938580693","0.483506401570042"
"Big worries","2016","middle vocational","East Germany","1090","0.425581753216846","0.406883514497982","0.444279991935711"
"Big worries","2016","vocational + Abi","West Germany","811","0.445254345873228","0.422527218249674","0.467981473496781"
"Big worries","2016","vocational + Abi","East Germany","132","0.510071492232462","0.452734019517951","0.567408964946973"
