"plj0047","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Some worries","1994","general elemantary","West Germany","281","0.351129152579904","0.316287958231252","0.385970346928556"
"Some worries","1994","general elemantary","East Germany","","","",""
"Some worries","1994","middle vocational","West Germany","287","0.436003876013993","0.397189057906698","0.474818694121289"
"Some worries","1994","middle vocational","East Germany","","","",""
"Some worries","1994","vocational + Abi","West Germany","33","0.503159445056039","0.394940698687687","0.611378191424391"
"Some worries","1994","vocational + Abi","East Germany","","","",""
"Some worries","1994","higher vocational","West Germany","","","",""
"Some worries","1994","higher vocational","East Germany","","","",""
"Some worries","1994","higher education","West Germany","","","",""
"Some worries","1994","higher education","East Germany","","","",""
"No worries","1994","in school","West Germany","","","",""
"No worries","1994","in school","East Germany","","","",""
"No worries","1994","inadequately","West Germany","52","0.0748426182543905","0.0510533295255272","0.0986319069832537"
"No worries","1994","inadequately","East Germany","","","",""
"No worries","1994","general elemantary","West Germany","92","0.123615684599137","0.0995906209971441","0.14764074820113"
"No worries","1994","general elemantary","East Germany","","","",""
"No worries","1994","middle vocational","West Germany","75","0.115418704983969","0.0904082671234046","0.140429142844534"
"No worries","1994","middle vocational","East Germany","","","",""
"No worries","1994","vocational + Abi","West Germany","","","",""
"No worries","1994","vocational + Abi","East Germany","","","",""
"No worries","1994","higher vocational","West Germany","","","",""
"No worries","1994","higher vocational","East Germany","","","",""
"No worries","1994","higher education","West Germany","","","",""
"No worries","1994","higher education","East Germany","","","",""
"Big worries","1995","in school","West Germany","","","",""
"Big worries","1995","in school","East Germany","","","",""
"Big worries","1995","inadequately","West Germany","176","0.450554668095452","0.403083725380796","0.498025610810107"
"Big worries","1995","inadequately","East Germany","","","",""
"Big worries","1995","general elemantary","West Germany","273","0.489285994628968","0.450737971737788","0.527834017520148"
"Big worries","1995","general elemantary","East Germany","","","",""
"Big worries","1995","middle vocational","West Germany","220","0.384009684325545","0.34496310515074","0.42305626350035"
"Big worries","1995","middle vocational","East Germany","","","",""
"Big worries","1995","vocational + Abi","West Germany","","","",""
"Big worries","1995","vocational + Abi","East Germany","","","",""
"Big worries","1995","higher vocational","West Germany","","","",""
"Big worries","1995","higher vocational","East Germany","","","",""
"Big worries","1995","higher education","West Germany","","","",""
"Big worries","1995","higher education","East Germany","","","",""
"Some worries","1995","in school","West Germany","","","",""
"Some worries","1995","in school","East Germany","","","",""
"Some worries","1995","inadequately","West Germany","190","0.421276050382957","0.374166280995954","0.468385819769961"
"Some worries","1995","inadequately","East Germany","","","",""
"Some worries","1995","general elemantary","West Germany","287","0.39291395215418","0.355251752325968","0.430576151982392"
"Some worries","1995","general elemantary","East Germany","","","",""
"Some worries","1995","middle vocational","West Germany","292","0.471649576425497","0.431572529277553","0.511726623573442"
"Some worries","1995","middle vocational","East Germany","","","",""
"Some worries","1995","vocational + Abi","West Germany","30","0.314616885772011","0.208093643873527","0.421140127670494"
"Some worries","1995","vocational + Abi","East Germany","","","",""
"Some worries","1995","higher vocational","West Germany","","","",""
"Some worries","1995","higher vocational","East Germany","","","",""
"Some worries","1995","higher education","West Germany","","","",""
"Some worries","1995","higher education","East Germany","","","",""
"No worries","1995","in school","West Germany","","","",""
"No worries","1995","in school","East Germany","","","",""
"No worries","1995","inadequately","West Germany","56","0.128169281521591","0.0962759473030603","0.160062615740122"
"No worries","1995","inadequately","East Germany","","","",""
"No worries","1995","general elemantary","West Germany","86","0.117800053216852","0.0929407993779149","0.14265930705579"
"No worries","1995","general elemantary","East Germany","","","",""
"No worries","1995","middle vocational","West Germany","84","0.144340739248958","0.116126402124287","0.172555076373628"
"No worries","1995","middle vocational","East Germany","","","",""
"No worries","1995","vocational + Abi","West Germany","","","",""
"No worries","1995","vocational + Abi","East Germany","","","",""
"No worries","1995","higher vocational","West Germany","","","",""
"No worries","1995","higher vocational","East Germany","","","",""
"No worries","1995","higher education","West Germany","","","",""
"No worries","1995","higher education","East Germany","","","",""
"Big worries","1996","in school","West Germany","50","0.272104326505329","0.208989164690995","0.335219488319662"
"Big worries","1996","in school","East Germany","34","0.401905172976881","0.303315117836678","0.500495228117085"
"Big worries","1996","inadequately","West Germany","183","0.425459254601151","0.380950204645928","0.469968304556373"
"Big worries","1996","inadequately","East Germany","","","",""
"Big worries","1996","general elemantary","West Germany","696","0.343497704456538","0.322716884928871","0.364278523984205"
"Big worries","1996","general elemantary","East Germany","110","0.29940437281424","0.252737359214375","0.346071386414104"
"Big worries","1996","middle vocational","West Germany","1410","0.308349719161296","0.294925209470288","0.321774228852304"
"Big worries","1996","middle vocational","East Germany","548","0.276253453550902","0.256691081472542","0.295815825629262"
"Big worries","1996","vocational + Abi","West Germany","111","0.276781482167199","0.232936350410837","0.320626613923561"
"Big worries","1996","vocational + Abi","East Germany","","","",""
"Big worries","1996","higher vocational","West Germany","153","0.296426159731167","0.257546427807547","0.335305891654786"
"Big worries","1996","higher vocational","East Germany","67","0.263760804896386","0.20668593283122","0.320835676961552"
"Big worries","1996","higher education","West Germany","191","0.20527887209155","0.179150866740845","0.231406877442255"
"Big worries","1996","higher education","East Germany","190","0.229385695554994","0.200782751021463","0.257988640088524"
"Some worries","1996","in school","West Germany","109","0.567709903277064","0.497454086727713","0.637965719826415"
"Some worries","1996","in school","East Germany","44","0.420925779743627","0.321647060367525","0.52020449911973"
"Some worries","1996","inadequately","West Germany","226","0.430342395111758","0.38576928520363","0.474915505019885"
"Some worries","1996","inadequately","East Germany","","","",""
"Some worries","1996","general elemantary","West Germany","977","0.465986535474792","0.444156953744297","0.487816117205287"
"Some worries","1996","general elemantary","East Germany","186","0.480409303061185","0.429501586582334","0.531317019540036"
"Some worries","1996","middle vocational","West Germany","2420","0.532347604230349","0.51784344332491","0.546851765135787"
"Some worries","1996","middle vocational","East Germany","1048","0.506881742869426","0.485008998855777","0.528754486883075"
"Some worries","1996","vocational + Abi","West Germany","248","0.63757709369112","0.590469353890547","0.684684833491692"
"Some worries","1996","vocational + Abi","East Germany","41","0.643609845824353","0.533744469078685","0.753475222570021"
"Some worries","1996","higher vocational","West Germany","300","0.552767984765237","0.510438007076125","0.59509796245435"
"Some worries","1996","higher vocational","East Germany","124","0.527564873742497","0.462904326480668","0.592225421004327"
"Some worries","1996","higher education","West Germany","565","0.607528033254736","0.575940607620771","0.6391154588887"
"Some worries","1996","higher education","East Germany","478","0.583486406007276","0.549948263469236","0.617024548545315"
"No worries","1996","in school","West Germany","32","0.160185770217607","0.108170005369795","0.21220153506542"
"No worries","1996","in school","East Germany","","","",""
"No worries","1996","inadequately","West Germany","65","0.144198350287092","0.112573707712582","0.175822992861601"
"No worries","1996","inadequately","East Germany","","","",""
"No worries","1996","general elemantary","West Germany","333","0.19051576006867","0.173330651529999","0.207700868607341"
"No worries","1996","general elemantary","East Germany","74","0.220186324124575","0.177964419220442","0.262408229028708"
"No worries","1996","middle vocational","West Germany","716","0.159302676608355","0.148664560057453","0.169940793159257"
"No worries","1996","middle vocational","East Germany","411","0.216864803579672","0.198835152884212","0.234894454275132"
"No worries","1996","vocational + Abi","West Germany","41","0.0856414241416809","0.0582182130340325","0.113064635249329"
"No worries","1996","vocational + Abi","East Germany","","","",""
"No worries","1996","higher vocational","West Germany","77","0.150805855503596","0.120339342259745","0.181272368747447"
"No worries","1996","higher vocational","East Germany","38","0.208674321361117","0.156043216848855","0.261305425873378"
"No worries","1996","higher education","West Germany","162","0.187193094653714","0.161960299921706","0.212425889385723"
"No worries","1996","higher education","East Germany","162","0.187127898437731","0.160594711050908","0.213661085824553"
"Big worries","1997","in school","West Germany","51","0.222648784303969","0.165559866240414","0.279737702367524"
"Big worries","1997","in school","East Germany","","","",""
"Big worries","1997","inadequately","West Germany","165","0.348313172316336","0.304342385109485","0.392283959523187"
"Big worries","1997","inadequately","East Germany","","","",""
"Big worries","1997","general elemantary","West Germany","694","0.346351562357814","0.3253459441247","0.367357180590928"
"Big worries","1997","general elemantary","East Germany","105","0.281078490104949","0.233916738955792","0.328240241254105"
"Big worries","1997","middle vocational","West Germany","1461","0.330389791634321","0.316607404516869","0.344172178751772"
"Big worries","1997","middle vocational","East Germany","600","0.295002523926633","0.274884692544793","0.315120355308473"
"Big worries","1997","vocational + Abi","West Germany","106","0.281754329705262","0.23658356833776","0.326925091072763"
"Big worries","1997","vocational + Abi","East Germany","","","",""
"Big worries","1997","higher vocational","West Germany","159","0.33103830125744","0.29082266280581","0.371253939709071"
"Big worries","1997","higher vocational","East Germany","62","0.270691362387369","0.213517573183937","0.327865151590801"
"Big worries","1997","higher education","West Germany","184","0.1963005956885","0.170786458728159","0.221814732648842"
"Big worries","1997","higher education","East Germany","169","0.219366309348957","0.191247622344283","0.24748499635363"
"Some worries","1997","in school","West Germany","115","0.552220731121538","0.483983506910109","0.620457955332967"
"Some worries","1997","in school","East Germany","59","0.530395388637391","0.437130581889899","0.623660195384883"
"Some worries","1997","inadequately","West Germany","211","0.479018955781343","0.432914050847193","0.525123860715492"
"Some worries","1997","inadequately","East Germany","","","",""
"Some worries","1997","general elemantary","West Germany","933","0.464098249147707","0.442081543718357","0.486114954577058"
"Some worries","1997","general elemantary","East Germany","166","0.490190666896827","0.437743529684418","0.542637804109235"
"Some worries","1997","middle vocational","West Germany","2245","0.489137710479556","0.474490072522474","0.503785348436638"
"Some worries","1997","middle vocational","East Germany","972","0.508284922712068","0.486231048503535","0.530338796920601"
"Some worries","1997","vocational + Abi","West Germany","221","0.579774853129358","0.530211998823054","0.629337707435663"
"Some worries","1997","vocational + Abi","East Germany","42","0.597787971892225","0.484526303164006","0.711049640620445"
"Some worries","1997","higher vocational","West Germany","275","0.484239770115756","0.441531756579859","0.526947783651653"
"Some worries","1997","higher vocational","East Germany","116","0.521602804435614","0.457323914220954","0.585881694650275"
"Some worries","1997","higher education","West Germany","592","0.62260548447774","0.591468430912413","0.653742538043067"
"Some worries","1997","higher education","East Germany","502","0.583875060481766","0.550381735526585","0.617368385436947"
"No worries","1997","in school","West Germany","38","0.225130484574493","0.167815992491005","0.282444976657982"
"No worries","1997","in school","East Germany","","","",""
"No worries","1997","inadequately","West Germany","75","0.172667871902322","0.137785538140987","0.207550205663656"
"No worries","1997","inadequately","East Germany","","","",""
"No worries","1997","general elemantary","West Germany","344","0.189550188494479","0.172246848075823","0.206853528913135"
"No worries","1997","general elemantary","East Germany","78","0.228730842998224","0.184665137768029","0.27279654822842"
"No worries","1997","middle vocational","West Germany","768","0.180472497886123","0.169203445908773","0.191741549863473"
"No worries","1997","middle vocational","East Germany","402","0.1967125533613","0.17917673474254","0.214248371980059"
"No worries","1997","vocational + Abi","West Germany","54","0.13847081716538","0.103789169070117","0.173152465260643"
"No worries","1997","vocational + Abi","East Germany","","","",""
"No worries","1997","higher vocational","West Germany","92","0.184721928626804","0.151557896538079","0.217885960715528"
"No worries","1997","higher vocational","East Germany","54","0.207705833177016","0.155505692368387","0.259905973985646"
"No worries","1997","higher education","West Germany","155","0.18109391983376","0.156357193012215","0.205830646655305"
"No worries","1997","higher education","East Germany","161","0.196758630169277","0.169745410073542","0.223771850265012"
"Big worries","1998","in school","West Germany","57","0.257398269284593","0.199757105072882","0.315039433496303"
"Big worries","1998","in school","East Germany","","","",""
"Big worries","1998","inadequately","West Germany","156","0.385320971222032","0.339106412259798","0.431535530184266"
"Big worries","1998","inadequately","East Germany","","","",""
"Big worries","1998","general elemantary","West Germany","760","0.349235232140792","0.329051194522903","0.36941926975868"
"Big worries","1998","general elemantary","East Germany","119","0.313151098686798","0.26595906316768","0.360343134205915"
"Big worries","1998","middle vocational","West Germany","1575","0.32771160790088","0.314522045482497","0.340901170319263"
"Big worries","1998","middle vocational","East Germany","606","0.311796294038735","0.291893867533247","0.331698720544224"
"Big worries","1998","vocational + Abi","West Germany","113","0.280960793539474","0.238674232024444","0.323247355054504"
"Big worries","1998","vocational + Abi","East Germany","","","",""
"Big worries","1998","higher vocational","West Germany","163","0.294840188899623","0.257731875909077","0.331948501890169"
"Big worries","1998","higher vocational","East Germany","71","0.277031006902463","0.219812280626118","0.334249733178809"
"Big worries","1998","higher education","West Germany","227","0.202520442399906","0.178552517974587","0.226488366825225"
"Big worries","1998","higher education","East Germany","178","0.212948077970556","0.185586734392146","0.240309421548966"
"Some worries","1998","in school","West Germany","115","0.482506390555664","0.416626027388825","0.548386753722502"
"Some worries","1998","in school","East Germany","59","0.562473868247143","0.46803553097073","0.656912205523555"
"Some worries","1998","inadequately","West Germany","190","0.411765168289936","0.365030037409867","0.458500299170006"
"Some worries","1998","inadequately","East Germany","","","",""
"Some worries","1998","general elemantary","West Germany","1016","0.47104358580103","0.44990979049971","0.492177381102351"
"Some worries","1998","general elemantary","East Germany","173","0.484779194576875","0.433924644223492","0.535633744930258"
"Some worries","1998","middle vocational","West Germany","2472","0.505514766690989","0.491465610028617","0.51956392335336"
"Some worries","1998","middle vocational","East Germany","997","0.46425756940292","0.442830164840475","0.485684973965364"
"Some worries","1998","vocational + Abi","West Germany","244","0.564749850434219","0.518105317032445","0.611394383835993"
"Some worries","1998","vocational + Abi","East Germany","32","0.51664701975347","0.396989539209649","0.636304500297291"
"Some worries","1998","higher vocational","West Germany","314","0.524892332099545","0.484251253234358","0.565533410964731"
"Some worries","1998","higher vocational","East Germany","112","0.439117507709351","0.375666214451439","0.502568800967264"
"Some worries","1998","higher education","West Germany","644","0.591286328121625","0.561967627782796","0.620605028460454"
"Some worries","1998","higher education","East Germany","497","0.584472392529257","0.551535637615539","0.617409147442974"
"No worries","1998","in school","West Germany","49","0.260095340159744","0.202258291803492","0.317932388515996"
"No worries","1998","in school","East Germany","","","",""
"No worries","1998","inadequately","West Germany","80","0.202913860488031","0.164723674196978","0.241104046779085"
"No worries","1998","inadequately","East Germany","","","",""
"No worries","1998","general elemantary","West Germany","367","0.179721182058178","0.163465043693362","0.195977320422994"
"No worries","1998","general elemantary","East Germany","79","0.202069706736328","0.161210096603163","0.242929316869493"
"No worries","1998","middle vocational","West Germany","818","0.166773625408131","0.156298677839198","0.177248572977064"
"No worries","1998","middle vocational","East Germany","478","0.223946136558345","0.206034726737705","0.241857546378985"
"No worries","1998","vocational + Abi","West Germany","77","0.154289356026307","0.120304760320675","0.188273951731939"
"No worries","1998","vocational + Abi","East Germany","","","",""
"No worries","1998","higher vocational","West Germany","103","0.180267479000832","0.148983004135158","0.211551953866506"
"No worries","1998","higher vocational","East Germany","52","0.283851485388185","0.22620653188276","0.341496438893611"
"No worries","1998","higher education","West Germany","209","0.206193229478469","0.182064702302601","0.230321756654337"
"No worries","1998","higher education","East Germany","185","0.202579529500187","0.175717406426961","0.229441652573413"
"Big worries","1999","in school","West Germany","74","0.298095269308193","0.236809755563095","0.359380783053292"
"Big worries","1999","in school","East Germany","42","0.390427494925709","0.297115747269296","0.483739242582123"
"Big worries","1999","inadequately","West Germany","124","0.310681445802311","0.265722250505963","0.355640641098659"
"Big worries","1999","inadequately","East Germany","","","",""
"Big worries","1999","general elemantary","West Germany","599","0.284627885701582","0.265189166549458","0.304066604853707"
"Big worries","1999","general elemantary","East Germany","111","0.313432798137728","0.265972681061784","0.360892915213672"
"Big worries","1999","middle vocational","West Germany","1455","0.304633629565517","0.29169920620039","0.317568052930644"
"Big worries","1999","middle vocational","East Germany","574","0.28029064784869","0.261007314432188","0.299573981265191"
"Big worries","1999","vocational + Abi","West Germany","158","0.352075514359638","0.307243840531507","0.396907188187769"
"Big worries","1999","vocational + Abi","East Germany","","","",""
"Big worries","1999","higher vocational","West Germany","170","0.303510528309717","0.265897673018859","0.341123383600574"
"Big worries","1999","higher vocational","East Germany","76","0.258930310834581","0.204079125091518","0.313781496577644"
"Big worries","1999","higher education","West Germany","328","0.297054529573166","0.270111535230381","0.323997523915951"
"Big worries","1999","higher education","East Germany","255","0.337289720004192","0.305673138167628","0.368906301840756"
"Some worries","1999","in school","West Germany","106","0.532289804940574","0.465439453191899","0.599140156689249"
"Some worries","1999","in school","East Germany","47","0.43894516740455","0.344024402070472","0.533865932738627"
"Some worries","1999","inadequately","West Germany","189","0.458415281201566","0.410007672368743","0.506822890034388"
"Some worries","1999","inadequately","East Germany","","","",""
"Some worries","1999","general elemantary","West Germany","1093","0.519443122489287","0.497920047586829","0.540966197391745"
"Some worries","1999","general elemantary","East Germany","183","0.461485020526398","0.410482368697035","0.512487672355762"
"Some worries","1999","middle vocational","West Germany","2646","0.536372760496808","0.522358533843757","0.55038698714986"
"Some worries","1999","middle vocational","East Germany","1216","0.567696173995161","0.546426944518522","0.5889654034718"
"Some worries","1999","vocational + Abi","West Germany","234","0.551172004862793","0.504485819435055","0.597858190290532"
"Some worries","1999","vocational + Abi","East Germany","36","0.523651677102816","0.409858610644191","0.637444743561441"
"Some worries","1999","higher vocational","West Germany","342","0.579380479007092","0.53899559997932","0.619765358034864"
"Some worries","1999","higher vocational","East Germany","137","0.600054682143009","0.53871228099892","0.661397083287099"
"Some worries","1999","higher education","West Germany","652","0.577647077259551","0.548524085046033","0.606770069473068"
"Some worries","1999","higher education","East Germany","532","0.581320949952289","0.548329598107201","0.614312301797377"
"No worries","1999","in school","West Germany","34","0.169614925751233","0.119332872364969","0.219896979137496"
"No worries","1999","in school","East Germany","","","",""
"No worries","1999","inadequately","West Germany","94","0.230903272996123","0.189962464721695","0.271844081270552"
"No worries","1999","inadequately","East Germany","","","",""
"No worries","1999","general elemantary","West Germany","378","0.19592899180913","0.178830434362194","0.213027549256067"
"No worries","1999","general elemantary","East Germany","73","0.225082181335874","0.182354095222972","0.267810267448776"
"No worries","1999","middle vocational","West Germany","763","0.158993609937675","0.148717214900123","0.169270004975228"
"No worries","1999","middle vocational","East Germany","294","0.152013178156149","0.136598502014152","0.167427854298147"
"No worries","1999","vocational + Abi","West Germany","44","0.0967524807775688","0.0690039949405472","0.12450096661459"
"No worries","1999","vocational + Abi","East Germany","","","",""
"No worries","1999","higher vocational","West Germany","62","0.117108992683191","0.09080384077119","0.143414144595193"
"No worries","1999","higher vocational","East Germany","32","0.14101500702241","0.0974346780991775","0.184595335945642"
"No worries","1999","higher education","West Germany","125","0.125298393167283","0.105778849294327","0.144817937040239"
"No worries","1999","higher education","East Germany","72","0.0813893300435189","0.0631040764138174","0.0996745836732205"
"Big worries","2000","in school","West Germany","108","0.309998203677101","0.261476049119272","0.35852035823493"
"Big worries","2000","in school","East Germany","60","0.454196218124891","0.372590592346969","0.535801843902814"
"Big worries","2000","inadequately","West Germany","113","0.31803675198526","0.270900874411907","0.365172629558612"
"Big worries","2000","inadequately","East Germany","","","",""
"Big worries","2000","general elemantary","West Germany","806","0.270946096141455","0.255092134488455","0.286800057794456"
"Big worries","2000","general elemantary","East Germany","142","0.279468604685941","0.24029209055201","0.318645118819872"
"Big worries","2000","middle vocational","West Germany","2932","0.309886842396458","0.300591992310689","0.319181692482227"
"Big worries","2000","middle vocational","East Germany","955","0.294776968215139","0.279060489223982","0.310493447206297"
"Big worries","2000","vocational + Abi","West Germany","360","0.374747519940373","0.344670580188997","0.404824459691748"
"Big worries","2000","vocational + Abi","East Germany","46","0.417009451302052","0.330225193311268","0.503793709292837"
"Big worries","2000","higher vocational","West Germany","471","0.359466742820918","0.334094729849971","0.384838755791865"
"Big worries","2000","higher vocational","East Germany","163","0.31773603660882","0.277208186640232","0.358263886577409"
"Big worries","2000","higher education","West Germany","888","0.355144608353","0.336467513238662","0.373821703467338"
"Big worries","2000","higher education","East Germany","479","0.374883581146348","0.348466678311062","0.401300483981633"
"Some worries","2000","in school","West Germany","163","0.458825291673736","0.406546228313124","0.511104355034348"
"Some worries","2000","in school","East Germany","65","0.459483001082847","0.37780229653354","0.541163705632154"
"Some worries","2000","inadequately","West Germany","167","0.409966158375546","0.360187301174006","0.459745015577086"
"Some worries","2000","inadequately","East Germany","","","",""
"Some worries","2000","general elemantary","West Germany","1503","0.485506114953999","0.467678058719142","0.503334171188856"
"Some worries","2000","general elemantary","East Germany","246","0.490304865926201","0.446661205482462","0.533948526369939"
"Some worries","2000","middle vocational","West Germany","4824","0.501754880185095","0.491705298218819","0.511804462151371"
"Some worries","2000","middle vocational","East Germany","1733","0.525531495898637","0.508318823322734","0.54274416847454"
"Some worries","2000","vocational + Abi","West Germany","493","0.494131239215063","0.463065861626568","0.525196616803559"
"Some worries","2000","vocational + Abi","East Germany","67","0.508494190151676","0.420501909558476","0.596486470744875"
"Some worries","2000","higher vocational","West Germany","691","0.492240204289848","0.465805623894079","0.518674784685618"
"Some worries","2000","higher vocational","East Germany","290","0.558317429373549","0.515091948330682","0.601542910416416"
"Some worries","2000","higher education","West Germany","1322","0.511951489779042","0.492443098790072","0.531459880768012"
"Some worries","2000","higher education","East Germany","688","0.527978618268369","0.500736414357249","0.555220822179489"
"No worries","2000","in school","West Germany","78","0.231176504649163","0.186946137182169","0.275406872116156"
"No worries","2000","in school","East Germany","","","",""
"No worries","2000","inadequately","West Germany","95","0.271997089639194","0.226958877368225","0.317035301910162"
"No worries","2000","inadequately","East Germany","","","",""
"No worries","2000","general elemantary","West Germany","710","0.243547788904545","0.228236936202527","0.258858641606564"
"No worries","2000","general elemantary","East Germany","116","0.230226529387858","0.193473598670884","0.266979460104831"
"No worries","2000","middle vocational","West Germany","1753","0.188358277418447","0.180499496096041","0.196217058740854"
"No worries","2000","middle vocational","East Germany","545","0.179691535886224","0.166457337352457","0.192925734419991"
"No worries","2000","vocational + Abi","West Germany","142","0.131121240844564","0.110148621901474","0.152093859787653"
"No worries","2000","vocational + Abi","East Germany","","","",""
"No worries","2000","higher vocational","West Germany","212","0.148293052889234","0.129501605928536","0.167084499849931"
