"plj0047","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1997","Employed","East Germany","612","0.270117687968291","0.251991121094821","0.288244254841762","1"
"No worries","1997","Not Employed","West Germany","625","0.192908997530878","0.17958893665278","0.206229058408976","3"
"No worries","1997","Not Employed","East Germany","228","0.170598934215159","0.150244847291003","0.190953021139316","3"
"No worries","1997","Employed","West Germany","931","0.17099432534336","0.16130143045205","0.180687220234669","3"
"No worries","1997","Employed","East Germany","513","0.222403290050002","0.205426310045897","0.239380270054107","3"
"Some worries","1997","Not Employed","West Germany","1640","0.477792807908944","0.460930774584937","0.494654841232952","2"
"Some worries","1997","Not Employed","East Germany","699","0.550841454142486","0.52392645842069","0.577756449864281","2"
"Some worries","1997","Employed","West Germany","3065","0.522003962788991","0.509144200207312","0.534863725370669","2"
"Some worries","1997","Employed","East Germany","1180","0.507479021981706","0.487069443287368","0.527888600676044","2"
"Big worries","1998","Not Employed","West Germany","1304","0.328360602218598","0.313655790142069","0.343065414295127","1"
"Big worries","1998","Not Employed","East Germany","386","0.292756255027835","0.26889531566777","0.316617194387901","1"
"Big worries","1998","Employed","West Germany","1918","0.305122367320315","0.293780910941002","0.316463823699629","1"
"Big worries","1998","Employed","East Germany","663","0.279243633683689","0.261417263517238","0.297070003850139","1"
"No worries","1998","Not Employed","West Germany","694","0.174890795679753","0.162996052546155","0.186785538813351","3"
"No worries","1998","Not Employed","East Germany","283","0.203155039697468","0.182056587155771","0.224253492239165","3"
"No worries","1998","Employed","West Germany","1099","0.179695810198052","0.170239230688379","0.189152389707724","3"
"No worries","1998","Employed","East Germany","572","0.232742403287453","0.215951061863343","0.249533744711564","3"
"Some worries","1998","Not Employed","West Germany","1920","0.496748602101649","0.481092750468295","0.512404453735003","2"
"Some worries","1998","Not Employed","East Germany","728","0.504088705274697","0.477870354404263","0.53030705614513","2"
"Some worries","1998","Employed","West Germany","3315","0.515181822481633","0.502872125827471","0.527491519135796","2"
"Some worries","1998","Employed","East Germany","1198","0.488013963028858","0.468151997715162","0.507875928342555","2"
"Big worries","1999","Not Employed","West Germany","978","0.261988614967294","0.247538247250133","0.276438982684455","1"
"Big worries","1999","Not Employed","East Germany","425","0.315976084505996","0.291447567165391","0.340504601846601","1"
"Big worries","1999","Employed","West Germany","2011","0.331312964232131","0.319736986001881","0.342888942462381","1"
"Big worries","1999","Employed","East Germany","670","0.280709887312462","0.262784838031158","0.298634936593767","1"
"No worries","1999","Not Employed","West Germany","653","0.18745684534524","0.174631176320696","0.200282514369784","3"
"No worries","1999","Not Employed","East Germany","201","0.160118375390428","0.140770281994497","0.179466468786359","3"
"No worries","1999","Employed","West Germany","890","0.139209137619414","0.13069560645242","0.147722668786408","3"
"No worries","1999","Employed","East Germany","316","0.135326682707405","0.121680939167022","0.148972426247788","3"
"Some worries","1999","Not Employed","West Germany","1926","0.550554539687466","0.534207284902141","0.56690179447279","2"
"Some worries","1999","Not Employed","East Germany","754","0.523905540103576","0.497555480179006","0.550255600028146","2"
"Some worries","1999","Employed","West Germany","3450","0.529477898148455","0.517202347940774","0.541753448356135","2"
"Some worries","1999","Employed","East Germany","1428","0.583963429980133","0.564300961604081","0.603625898356185","2"
"Big worries","2000","Not Employed","West Germany","1917","0.276785953374604","0.26609355554692","0.287478351202288","1"
"Big worries","2000","Not Employed","East Germany","704","0.31071186953626","0.291439258885044","0.329984480187476","1"
"Big worries","2000","Employed","West Germany","3776","0.344356322142664","0.335653794917326","0.353058849368002","1"
"Big worries","2000","Employed","East Germany","1150","0.32485850753209","0.309568763251096","0.340148251813084","1"
"No worries","2000","Not Employed","West Germany","1439","0.222138365267159","0.212204171623433","0.232072558910885","3"
"No worries","2000","Not Employed","East Germany","377","0.17730333695857","0.161398121804348","0.193208552112791","3"
"No worries","2000","Employed","West Germany","1870","0.161546252396925","0.154805701067028","0.168286803726823","3"
"No worries","2000","Employed","East Germany","498","0.143900559801169","0.132441498357802","0.155359621244536","3"
"Some worries","2000","Not Employed","West Germany","3370","0.501075681358237","0.48912648607345","0.513024876643024","2"
"Some worries","2000","Not Employed","East Germany","1134","0.51198479350517","0.491168354696254","0.532801232314086","2"
"Some worries","2000","Employed","West Germany","5806","0.49409742546041","0.484940553076983","0.503254297843838","2"
"Some worries","2000","Employed","East Germany","1956","0.531240932666741","0.514948861223796","0.547533004109685","2"
"Big worries","2001","Not Employed","West Germany","1850","0.30287483244628","0.291166790201826","0.314582874690734","1"
"Big worries","2001","Not Employed","East Germany","842","0.404856636048548","0.383877389660189","0.425835882436907","1"
"Big worries","2001","Employed","West Germany","3853","0.36874913569439","0.35951207179196","0.37798619959682","1"
"Big worries","2001","Employed","East Germany","1306","0.375487485740204","0.359003029308066","0.391971942172342","1"
"No worries","2001","Not Employed","West Germany","1188","0.20696171819067","0.196639111195002","0.217284325186338","3"
"No worries","2001","Not Employed","East Germany","337","0.168350580475351","0.152358465328834","0.184342695621868","3"
"No worries","2001","Employed","West Germany","1508","0.144168070211135","0.137443009103434","0.150893131318835","3"
"No worries","2001","Employed","East Germany","367","0.125941991951336","0.11464762921397","0.137236354688703","3"
"Some worries","2001","Not Employed","West Germany","2879","0.49016344936305","0.477425977086709","0.502900921639391","2"
"Some worries","2001","Not Employed","East Germany","924","0.426792783476101","0.405653375856109","0.447932191096092","2"
"Some worries","2001","Employed","West Germany","5119","0.487082794094476","0.477513222897131","0.49665236529182","2"
"Some worries","2001","Employed","East Germany","1642","0.49857052230846","0.481549934513014","0.515591110103906","2"
"Big worries","2002","Not Employed","West Germany","1549","0.261188581815565","0.250178418693249","0.272198744937881","1"
"Big worries","2002","Not Employed","East Germany","676","0.329031825337259","0.30890711369216","0.349156536982359","1"
"Big worries","2002","Employed","West Germany","3232","0.285077227226513","0.276804914830664","0.293349539622361","1"
"Big worries","2002","Employed","East Germany","986","0.281265205626583","0.265984996127263","0.296545415125902","1"
"No worries","2002","Not Employed","West Germany","1320","0.215347374006623","0.205044500525809","0.225650247487438","3"
"No worries","2002","Not Employed","East Germany","298","0.141267541676818","0.126349566316123","0.156185517037513","3"
"No worries","2002","Employed","West Germany","1878","0.164620627144059","0.157825460717608","0.17141579357051","3"
"No worries","2002","Employed","East Germany","469","0.170465232139462","0.157685487609904","0.183244976669021","3"
"Some worries","2002","Not Employed","West Germany","3246","0.523464044177812","0.510945866086648","0.535982222268975","2"
"Some worries","2002","Not Employed","East Germany","1120","0.529700632985923","0.508322873068988","0.551078392902858","2"
"Some worries","2002","Employed","West Germany","6331","0.550302145629428","0.541186716707039","0.559417574551817","2"
"Some worries","2002","Employed","East Germany","1871","0.548269562233955","0.531356442868877","0.565182681599032","2"
"Big worries","2003","Not Employed","West Germany","1308","0.228941280102775","0.218304859524111","0.23957770068144","1"
"Big worries","2003","Not Employed","East Germany","560","0.27063284349171","0.2517472858573","0.28951840112612","1"
"Big worries","2003","Employed","West Germany","2381","0.231098892325942","0.223131106745119","0.239066677906764","1"
"Big worries","2003","Employed","East Germany","743","0.216936078202355","0.202682469812835","0.231189686591874","1"
"No worries","2003","Not Employed","West Germany","1534","0.254107923842376","0.243086522373742","0.265129325311011","3"
"No worries","2003","Not Employed","East Germany","377","0.188321322492081","0.171702192788243","0.204940452195918","3"
"No worries","2003","Employed","West Germany","2306","0.206158371560743","0.198511727317129","0.213805015804357","3"
"No worries","2003","Employed","East Germany","532","0.180322828039235","0.167027253850039","0.193618402228431","3"
"Some worries","2003","Not Employed","West Germany","3152","0.516950796054848","0.504300228465845","0.529601363643851","2"
"Some worries","2003","Not Employed","East Germany","1189","0.541045834016209","0.519863776264062","0.562227891768357","2"
"Some worries","2003","Employed","West Germany","6065","0.562742736113315","0.553366534688734","0.572118937537897","2"
"Some worries","2003","Employed","East Germany","1937","0.60274109375841","0.585818670826222","0.619663516690599","2"
"Big worries","2004","Not Employed","West Germany","1281","0.22141174894432","0.210860184268867","0.231963313619773","1"
"Big worries","2004","Not Employed","East Germany","511","0.244430990166101","0.226274071029142","0.26258790930306","1"
"Big worries","2004","Employed","West Germany","2493","0.247739181806339","0.239422319974585","0.256056043638093","1"
"Big worries","2004","Employed","East Germany","732","0.233570618834776","0.218601548635878","0.248539689033674","1"
"No worries","2004","Not Employed","West Germany","1557","0.260918459513106","0.249758536679447","0.272078382346764","3"
"No worries","2004","Not Employed","East Germany","419","0.209823728235113","0.19262025051639","0.227027205953836","3"
"No worries","2004","Employed","West Germany","2171","0.208249297268937","0.200426466826142","0.216072127711733","3"
"No worries","2004","Employed","East Germany","572","0.205873158746959","0.191567941801829","0.220178375692089","3"
"Some worries","2004","Not Employed","West Germany","3110","0.517669791542575","0.504971033342645","0.530368549742504","2"
"Some worries","2004","Not Employed","East Germany","1222","0.545745281598786","0.524708869214758","0.566781693982814","2"
"Some worries","2004","Employed","West Germany","5686","0.544011520924724","0.534416213367054","0.553606828482393","2"
"Some worries","2004","Employed","East Germany","1765","0.560556222418265","0.542996772958724","0.578115671877805","2"
"Big worries","2005","Not Employed","West Germany","1579","0.277737344139648","0.266148702360082","0.289325985919214","1"
"Big worries","2005","Not Employed","East Germany","704","0.34129095016262","0.321035997047655","0.361545903277584","1"
"Big worries","2005","Employed","West Germany","2989","0.324372057921156","0.315138798067634","0.333605317774677","1"
"Big worries","2005","Employed","East Germany","932","0.300142597859494","0.283547383000071","0.316737812718916","1"
"No worries","2005","Not Employed","West Germany","1286","0.223322905484327","0.212546976951047","0.234098834017607","3"
"No worries","2005","Not Employed","East Germany","300","0.149196190157559","0.133976156230086","0.164416224085031","3"
"No worries","2005","Employed","West Germany","1741","0.172725265396185","0.165269669619023","0.180180861173347","3"
"No worries","2005","Employed","East Germany","402","0.158694097191294","0.145463737989811","0.171924456392778","3"
"Some worries","2005","Not Employed","West Germany","2873","0.498939750376025","0.486002653001562","0.511876847750488","2"
"Some worries","2005","Not Employed","East Germany","1101","0.509512859679822","0.488157178505406","0.530868540854237","2"
"Some worries","2005","Employed","West Germany","5145","0.50290267668266","0.493041193810421","0.512764159554898","2"
"Some worries","2005","Employed","East Germany","1596","0.541163304949212","0.523120355909433","0.55920625398899","2"
"Big worries","2006","Not Employed","West Germany","1645","0.269005708633759","0.258030382569092","0.279981034698426","1"
"Big worries","2006","Not Employed","East Germany","634","0.297666732946716","0.278616769159589","0.316716696733843","1"
"Big worries","2006","Employed","West Germany","2978","0.303048400248268","0.294186349804053","0.311910450692483","1"
"Big worries","2006","Employed","East Germany","814","0.272345458857054","0.256549365991671","0.288141551722437","1"
"No worries","2006","Not Employed","West Germany","1323","0.215432100165699","0.205256731202847","0.225607469128552","3"
"No worries","2006","Not Employed","East Germany","388","0.168476310647988","0.152882074051983","0.184070547243993","3"
"No worries","2006","Employed","West Germany","1837","0.181724678384716","0.174288777514662","0.189160579254769","3"
"No worries","2006","Employed","East Germany","514","0.194124462460993","0.180089827966799","0.208159096955187","3"
"Some worries","2006","Not Employed","West Germany","3303","0.515562191200542","0.503193058848477","0.527931323552606","2"
"Some worries","2006","Not Employed","East Germany","1191","0.533856956405296","0.513072941706089","0.554640971104502","2"
"Some worries","2006","Employed","West Germany","5516","0.515226921367016","0.505589842106886","0.524864000627147","2"
"Some worries","2006","Employed","East Germany","1723","0.533530078681953","0.515828244674662","0.551231912689244","2"
"Big worries","2007","Not Employed","West Germany","1476","0.253123154472857","0.241938117760048","0.264308191185667","1"
"Big worries","2007","Not Employed","East Germany","613","0.297978466657584","0.278398132049944","0.317558801265225","1"
"Big worries","2007","Employed","West Germany","2671","0.288535367050116","0.279480033164732","0.2975907009355","1"
"Big worries","2007","Employed","East Germany","789","0.274250111133107","0.258023916533974","0.290476305732241","1"
"No worries","2007","Not Employed","West Germany","1298","0.225646619366203","0.214893585985324","0.236399652747082","3"
"No worries","2007","Not Employed","East Germany","414","0.203323328741784","0.186093256136306","0.220553401347262","3"
"No worries","2007","Employed","West Germany","1722","0.179018753635097","0.171356718028038","0.186680789242156","3"
"No worries","2007","Employed","East Germany","514","0.202928006855188","0.188300525451417","0.217555488258959","3"
"Some worries","2007","Not Employed","West Germany","3031","0.52123022616094","0.508379574915856","0.534080877406025","2"
"Some worries","2007","Not Employed","East Germany","1069","0.498698204600632","0.477292921098311","0.520103488102953","2"
"Some worries","2007","Employed","West Germany","5224","0.532445879314787","0.52247388636912","0.542417872260455","2"
"Some worries","2007","Employed","East Germany","1601","0.522821882011705","0.504655563558714","0.540988200464695","2"
"Big worries","2008","Not Employed","West Germany","1266","0.236515485451941","0.225231579745059","0.247799391158823","1"
"Big worries","2008","Not Employed","East Germany","490","0.256059860355968","0.236811032475259","0.275308688236678","1"
"Big worries","2008","Employed","West Germany","2153","0.246745586553388","0.237880049129965","0.255611123976811","1"
"Big worries","2008","Employed","East Germany","594","0.213099327587174","0.197907180004654","0.228291475169693","1"
"No worries","2008","Not Employed","West Germany","1258","0.224634744237815","0.213552666955945","0.235716821519684","3"
"No worries","2008","Not Employed","East Germany","426","0.210887780356601","0.192896600995063","0.228878959718138","3"
"No worries","2008","Employed","West Germany","1885","0.206421350299066","0.198098313340436","0.214744387257695","3"
"No worries","2008","Employed","East Germany","540","0.217252314687546","0.201953377029102","0.23255125234599","3"
"Some worries","2008","Not Employed","West Germany","2924","0.538849770310244","0.525612921535945","0.552086619084544","2"
"Some worries","2008","Not Employed","East Germany","1059","0.533052359287431","0.511049274681957","0.555055443892905","2"
"Some worries","2008","Employed","West Germany","5046","0.546833063147547","0.536596220704821","0.557069905590273","2"
"Some worries","2008","Employed","East Germany","1657","0.569648357725281","0.551279450109865","0.588017265340697","2"
"Big worries","2009","Not Employed","West Germany","934","0.205273014383885","0.194004168938194","0.216541859829575","1"
"Big worries","2009","Not Employed","East Germany","410","0.23840097422449","0.2190102809409","0.25779166750808","1"
"Big worries","2009","Employed","West Germany","1645","0.202313670921153","0.193776999525949","0.210850342316357","1"
"Big worries","2009","Employed","East Germany","520","0.196301116370678","0.181291139663927","0.211311093077429","1"
"No worries","2009","Not Employed","West Germany","1289","0.249420780508592","0.237349062061879","0.261492498955305","3"
"No worries","2009","Not Employed","East Germany","372","0.206243925629061","0.187831532114935","0.224656319143187","3"
"No worries","2009","Employed","West Germany","1986","0.219222872211406","0.210431304048339","0.228014440374472","3"
"No worries","2009","Employed","East Germany","522","0.213965531671129","0.198467924263091","0.229463139079167","3"
"Some worries","2009","Not Employed","West Germany","2712","0.545306205107523","0.531413582250536","0.559198827964511","2"
"Some worries","2009","Not Employed","East Germany","1073","0.55535510014645","0.532741579913223","0.577968620379676","2"
"Some worries","2009","Employed","West Germany","4876","0.578463456867441","0.567970075577801","0.588956838157081","2"
"Some worries","2009","Employed","East Germany","1648","0.589733351958193","0.571145341744761","0.608321362171625","2"
"Big worries","2010","Not Employed","West Germany","1417","0.20276856031252","0.192852162725486","0.212684957899554","1"
"Big worries","2010","Not Employed","East Germany","482","0.255025160405953","0.236170620733466","0.27387970007844","1"
"Big worries","2010","Employed","West Germany","2608","0.206409209567736","0.199203189588219","0.213615229547253","1"
"Big worries","2010","Employed","East Germany","640","0.189403309633879","0.176232731855197","0.202573887412561","1"
"No worries","2010","Not Employed","West Germany","1463","0.240614250672979","0.230071515250772","0.251156986095186","3"
"No worries","2010","Not Employed","East Germany","427","0.189673552820149","0.172715069340776","0.206632036299521","3"
"No worries","2010","Employed","West Germany","2685","0.237832894708703","0.230252467560689","0.245413321856718","3"
"No worries","2010","Employed","East Germany","722","0.219522215192483","0.205608979450741","0.233435450934224","3"
"Some worries","2010","Not Employed","West Germany","3435","0.556617189014501","0.544364563878345","0.568869814150657","2"
"Some worries","2010","Not Employed","East Germany","1144","0.555301286773899","0.533805621405207","0.57679695214259","2"
"Some worries","2010","Employed","West Germany","6825","0.555757895723561","0.546911114317107","0.564604677130015","2"
"Some worries","2010","Employed","East Germany","2038","0.591074475173638","0.574549080327509","0.607599870019767","2"
"Big worries","2011","Not Employed","West Germany","1083","0.178638651828539","0.16891387131139","0.188363432345688","1"
"Big worries","2011","Not Employed","East Germany","391","0.21439699471882","0.196246508475957","0.232547480961684","1"
"Big worries","2011","Employed","West Germany","1858","0.195172465385068","0.187299859773487","0.203045070996649","1"
"Big worries","2011","Employed","East Germany","529","0.20248984392177","0.18783117847527","0.21714850936827","1"
"No worries","2011","Not Employed","West Germany","1689","0.28285937909871","0.271425004538735","0.294293753658684","3"
"No worries","2011","Not Employed","East Germany","507","0.268098411326696","0.248507672518811","0.287689150134581","3"
"No worries","2011","Employed","West Germany","2467","0.258651350423017","0.249953209614178","0.267349491231856","3"
"No worries","2011","Employed","East Germany","671","0.244041266360264","0.228373561625756","0.259708971094771","3"
"Some worries","2011","Not Employed","West Germany","3188","0.538501969072751","0.525845763069364","0.551158175076139","2"
"Some worries","2011","Not Employed","East Germany","1066","0.517504593954484","0.495405165324836","0.539604022584132","2"
"Some worries","2011","Employed","West Germany","5411","0.546176184191915","0.536286832327053","0.556065536056777","2"
"Some worries","2011","Employed","East Germany","1687","0.553468889717966","0.535334741241266","0.571603038194667","2"
"Big worries","2012","Not Employed","West Germany","1293","0.217028675855758","0.206543891972881","0.227513459738636","1"
"Big worries","2012","Not Employed","East Germany","440","0.234876108047647","0.216583156680483","0.253169059414811","1"
"Big worries","2012","Employed","West Germany","1982","0.210613061373501","0.202479475386727","0.218746647360276","1"
"Big worries","2012","Employed","East Germany","481","0.181349885628925","0.167050030413012","0.195649740844839","1"
"No worries","2012","Not Employed","West Germany","1387","0.228388277495819","0.217710907129056","0.239065647862582","3"
"No worries","2012","Not Employed","East Germany","486","0.226276679812424","0.208221109149642","0.244332250475207","3"
"No worries","2012","Employed","West Germany","2168","0.237673148511494","0.229182221413563","0.246164075609425","3"
"No worries","2012","Employed","East Germany","680","0.256005552037894","0.239808597126044","0.272202506949744","3"
"Some worries","2012","Not Employed","West Germany","3258","0.554583046648422","0.541941661580411","0.567224431716433","2"
"Some worries","2012","Not Employed","East Germany","1137","0.538847212139929","0.517336553101398","0.56035787117846","2"
"Some worries","2012","Employed","West Germany","5504","0.551713790115005","0.541793393097316","0.561634187132694","2"
"Some worries","2012","Employed","East Germany","1628","0.562644562333181","0.544234376931325","0.581054747735036","2"
"Big worries","2013","Not Employed","West Germany","1651","0.182572771583842","0.175002255075253","0.190143288092431","1"
"Big worries","2013","Not Employed","East Germany","407","0.201482644109846","0.184868344228524","0.218096943991168","1"
"Big worries","2013","Employed","West Germany","1740","0.188533090556321","0.180427454140284","0.196638726972357","1"
"Big worries","2013","Employed","East Germany","440","0.168030280338266","0.153658553533319","0.182402007143212","1"
"No worries","2013","Not Employed","West Germany","3777","0.312850752517561","0.303764661222366","0.321936843812756","3"
"No worries","2013","Not Employed","East Germany","634","0.26356963081125","0.245320819812685","0.281818441809814","3"
"No worries","2013","Employed","West Germany","2189","0.248765252406798","0.239806642805486","0.257723862008111","3"
"No worries","2013","Employed","East Germany","617","0.249547455641136","0.232913344177228","0.266181567105044","3"
"Some worries","2013","Not Employed","West Germany","4575","0.504576475898597","0.494778536062697","0.514374415734497","2"
"Some worries","2013","Not Employed","East Germany","1198","0.534947725078904","0.514287854181402","0.555607595976406","2"
"Some worries","2013","Employed","West Germany","5016","0.562701657036881","0.55242182706627","0.572981487007492","2"
"Some worries","2013","Employed","East Germany","1543","0.582422264020599","0.563466160628716","0.601378367412481","2"
"Big worries","2014","Not Employed","West Germany","1662","0.213335667819102","0.20385003172917","0.222821303909035","1"
"Big worries","2014","Not Employed","East Germany","508","0.234857329047204","0.216884390060269","0.252830268034139","1"
"Big worries","2014","Employed","West Germany","3027","0.205552036773478","0.19892318296015","0.212180890586807","1"
"Big worries","2014","Employed","East Germany","710","0.222460637163883","0.208578630676782","0.236342643650985","1"
"No worries","2014","Not Employed","West Germany","1733","0.251401143279443","0.241356183605395","0.261446102953491","3"
"No worries","2014","Not Employed","East Germany","507","0.258707938743772","0.240140782913247","0.277275094574296","3"
"No worries","2014","Employed","West Germany","3278","0.233475768925557","0.226536261055257","0.240415276795857","3"
"No worries","2014","Employed","East Germany","732","0.201329692479265","0.187945192636834","0.214714192321697","3"
"Some worries","2014","Not Employed","West Germany","3770","0.535263188901455","0.52371464528197","0.546811732520939","2"
"Some worries","2014","Not Employed","East Germany","1122","0.506434732209024","0.485237465380458","0.527631999037591","2"
"Some worries","2014","Employed","West Germany","7971","0.560972194300965","0.552831498950029","0.5691128896519","2"
"Some worries","2014","Employed","East Germany","2006","0.576209670356851","0.559715508385526","0.592703832328176","2"
"Big worries","2015","Not Employed","West Germany","2430","0.336206886974311","0.325845852662808","0.346567921285814","1"
"Big worries","2015","Not Employed","East Germany","725","0.348874555971424","0.328894808540825","0.368854303402024","1"
"Big worries","2015","Employed","West Germany","4453","0.332898037861399","0.324897834369984","0.340898241352815","1"
"Big worries","2015","Employed","East Germany","1079","0.344910719036715","0.328505319037564","0.361316119035866","1"
"No worries","2015","Not Employed","West Germany","1813","0.187234296932959","0.178678532378462","0.195790061487455","3"
"No worries","2015","Not Employed","East Germany","425","0.175581624035542","0.159632516920597","0.191530731150487","3"
"No worries","2015","Employed","West Germany","1975","0.14500409021846","0.139026564518613","0.150981615918308","3"
"No worries","2015","Employed","East Germany","476","0.146673937436234","0.134463893913714","0.158883980958754","3"
"Some worries","2015","Not Employed","West Germany","3743","0.47655881609273","0.465604742937771","0.487512889247689","2"
"Some worries","2015","Not Employed","East Germany","1036","0.475543819993034","0.454608823766834","0.496478816219233","2"
"Some worries","2015","Employed","West Germany","6901","0.52209787192014","0.513617893427812","0.530577850412469","2"
"Some worries","2015","Employed","East Germany","1670","0.508415343527051","0.491161267179418","0.525669419874684","2"
"Big worries","2016","Not Employed","West Germany","3153","0.454794591318074","0.444949874222196","0.464639308413951","1"
"Big worries","2016","Not Employed","East Germany","939","0.421360881572412","0.4025645010125","0.440157262132325","1"
"Big worries","2016","Employed","West Germany","6189","0.477055646733843","0.468453795397499","0.485657498070186","1"
"Big worries","2016","Employed","East Germany","1427","0.466670698331073","0.449240484760943","0.484100911901202","1"
"No worries","2016","Not Employed","West Germany","3374","0.128706288190191","0.122085683005079","0.135326893375303","3"
"No worries","2016","Not Employed","East Germany","753","0.155346191165602","0.141557186951901","0.169135195379303","3"
"No worries","2016","Employed","West Germany","1346","0.108513744609608","0.103157266008639","0.113870223210577","3"
"No worries","2016","Employed","East Germany","360","0.114611148670644","0.103481532763275","0.125740764578013","3"
"Some worries","2016","Not Employed","West Germany","3301","0.416499120491735","0.406752740964591","0.426245500018879","2"
"Some worries","2016","Not Employed","East Germany","959","0.423292927261986","0.404484981142779","0.442100873381193","2"
"Some worries","2016","Employed","West Germany","5417","0.414430608656549","0.405946723740713","0.422914493572386","2"
