"plj0589","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Rarely ","2013","35-65 y.","(3a) lower tertiary education","375","0.293381030225748","0.269375973848379","0.317386086603117"
"Rarely ","2013","35-65 y.","(3b) higher tertiary education","616","0.245635966965511","0.228731647438285","0.262540286492738"
"Rarely ","2013","66 and older","(0) in school","","","",""
"Rarely ","2013","66 and older","(1a) inadequately completed","","","",""
"Rarely ","2013","66 and older","(1b) general elementary school","153","0.233588451001","0.201478334766129","0.265698567235871"
"Rarely ","2013","66 and older","(1c) basic vocational qualification","515","0.25363141605466","0.234713885771686","0.272548946337635"
"Rarely ","2013","66 and older","(2b) intermediate general qualification","","","",""
"Rarely ","2013","66 and older","(2a) intermediate vocational","201","0.285951733056772","0.253262087456159","0.318641378657385"
"Rarely ","2013","66 and older","(2c_gen) general maturity certificate","","","",""
"Rarely ","2013","66 and older","(2c_voc) vocational maturity certificate","43","0.287116239827417","0.223453479425346","0.350779000229488"
"Rarely ","2013","66 and older","(3a) lower tertiary education","138","0.292221797747925","0.251323410571538","0.333120184924312"
"Rarely ","2013","66 and older","(3b) higher tertiary education","171","0.296204204455902","0.26183636843755","0.330572040474254"
"Never","2013","16-34 y.","(0) in school","269","0.615094213993164","0.569936837547584","0.660251590438744"
"Never","2013","16-34 y.","(1a) inadequately completed","30","0.376722410103747","0.283593846334613","0.469850973872881"
"Never","2013","16-34 y.","(1b) general elementary school","205","0.400489230553262","0.356331023021075","0.44464743808545"
"Never","2013","16-34 y.","(1c) basic vocational qualification","253","0.474390802440692","0.431958960645748","0.516822644235635"
"Never","2013","16-34 y.","(2b) intermediate general qualification","237","0.492730531069478","0.446279839498657","0.539181222640298"
"Never","2013","16-34 y.","(2a) intermediate vocational","597","0.551945522436894","0.522584524541546","0.581306520332241"
"Never","2013","16-34 y.","(2c_gen) general maturity certificate","449","0.638245833575175","0.603000652169424","0.673491014980926"
"Never","2013","16-34 y.","(2c_voc) vocational maturity certificate","259","0.575192055987642","0.530785471681918","0.619598640293365"
"Never","2013","16-34 y.","(3a) lower tertiary education","150","0.633186190906229","0.571037690078631","0.695334691733828"
"Never","2013","16-34 y.","(3b) higher tertiary education","357","0.644378262791118","0.605251063797784","0.683505461784451"
"Never","2013","35-65 y.","(0) in school","","","",""
"Never","2013","35-65 y.","(1a) inadequately completed","62","0.293983425218468","0.228510689161962","0.359456161274974"
"Never","2013","35-65 y.","(1b) general elementary school","353","0.458173546770016","0.423363401747662","0.49298369179237"
"Never","2013","35-65 y.","(1c) basic vocational qualification","1774","0.546504092944836","0.529435785288886","0.563572400600787"
"Never","2013","35-65 y.","(2b) intermediate general qualification","114","0.574024652887681","0.506823932514479","0.641225373260883"
"Never","2013","35-65 y.","(2a) intermediate vocational","2669","0.542342075331262","0.52802254553957","0.556661605122953"
"Never","2013","35-65 y.","(2c_gen) general maturity certificate","161","0.557805647095306","0.499106769979083","0.616504524211528"
"Never","2013","35-65 y.","(2c_voc) vocational maturity certificate","930","0.570099925509642","0.545673841643734","0.594526009375551"
"Never","2013","35-65 y.","(3a) lower tertiary education","871","0.581858381739023","0.555852929254729","0.607863834223318"
"Never","2013","35-65 y.","(3b) higher tertiary education","1629","0.642515285507049","0.623694762079653","0.661335808934445"
"Never","2013","66 and older","(0) in school","","","",""
"Never","2013","66 and older","(1a) inadequately completed","35","0.514207752757969","0.395415468188489","0.633000037327448"
"Never","2013","66 and older","(1b) general elementary school","380","0.551274730241757","0.513529725833886","0.589019734649628"
"Never","2013","66 and older","(1c) basic vocational qualification","1241","0.600264508723752","0.578966258403701","0.621562759043804"
"Never","2013","66 and older","(2b) intermediate general qualification","43","0.551000938553619","0.433640308719131","0.668361568388106"
"Never","2013","66 and older","(2a) intermediate vocational","451","0.584607311965046","0.548957141867088","0.620257482063004"
"Never","2013","66 and older","(2c_gen) general maturity certificate","","","",""
"Never","2013","66 and older","(2c_voc) vocational maturity certificate","122","0.55075872007239","0.480763602879987","0.620753837264792"
"Never","2013","66 and older","(3a) lower tertiary education","285","0.589225401941701","0.544982479476599","0.633468324406803"
"Never","2013","66 and older","(3b) higher tertiary education","465","0.626917391282302","0.590514078653683","0.66332070391092"
"Very often","2014","16-34 y.","(0) in school","","","",""
"Very often","2014","16-34 y.","(1a) inadequately completed","","","",""
"Very often","2014","16-34 y.","(1b) general elementary school","","","",""
"Very often","2014","16-34 y.","(1c) basic vocational qualification","","","",""
"Very often","2014","16-34 y.","(2b) intermediate general qualification","","","",""
"Very often","2014","16-34 y.","(2a) intermediate vocational","","","",""
"Very often","2014","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Very often","2014","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Very often","2014","16-34 y.","(3a) lower tertiary education","","","",""
"Very often","2014","16-34 y.","(3b) higher tertiary education","","","",""
"Very often","2014","35-65 y.","(0) in school","","","",""
"Very often","2014","35-65 y.","(1a) inadequately completed","","","",""
"Very often","2014","35-65 y.","(1b) general elementary school","","","",""
"Very often","2014","35-65 y.","(1c) basic vocational qualification","","","",""
"Very often","2014","35-65 y.","(2b) intermediate general qualification","","","",""
"Very often","2014","35-65 y.","(2a) intermediate vocational","","","",""
"Very often","2014","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Very often","2014","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Very often","2014","35-65 y.","(3a) lower tertiary education","","","",""
"Very often","2014","35-65 y.","(3b) higher tertiary education","","","",""
"Very often","2014","66 and older","(0) in school","","","",""
"Very often","2014","66 and older","(1a) inadequately completed","","","",""
"Very often","2014","66 and older","(1b) general elementary school","","","",""
"Very often","2014","66 and older","(1c) basic vocational qualification","","","",""
"Very often","2014","66 and older","(2b) intermediate general qualification","","","",""
"Very often","2014","66 and older","(2a) intermediate vocational","","","",""
"Very often","2014","66 and older","(2c_gen) general maturity certificate","","","",""
"Very often","2014","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Very often","2014","66 and older","(3a) lower tertiary education","","","",""
"Very often","2014","66 and older","(3b) higher tertiary education","","","",""
"Often","2014","16-34 y.","(0) in school","","","",""
"Often","2014","16-34 y.","(1a) inadequately completed","","","",""
"Often","2014","16-34 y.","(1b) general elementary school","","","",""
"Often","2014","16-34 y.","(1c) basic vocational qualification","","","",""
"Often","2014","16-34 y.","(2b) intermediate general qualification","","","",""
"Often","2014","16-34 y.","(2a) intermediate vocational","","","",""
"Often","2014","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Often","2014","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Often","2014","16-34 y.","(3a) lower tertiary education","","","",""
"Often","2014","16-34 y.","(3b) higher tertiary education","","","",""
"Often","2014","35-65 y.","(0) in school","","","",""
"Often","2014","35-65 y.","(1a) inadequately completed","","","",""
"Often","2014","35-65 y.","(1b) general elementary school","","","",""
"Often","2014","35-65 y.","(1c) basic vocational qualification","","","",""
"Often","2014","35-65 y.","(2b) intermediate general qualification","","","",""
"Often","2014","35-65 y.","(2a) intermediate vocational","","","",""
"Often","2014","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Often","2014","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Often","2014","35-65 y.","(3a) lower tertiary education","","","",""
"Often","2014","35-65 y.","(3b) higher tertiary education","","","",""
"Often","2014","66 and older","(0) in school","","","",""
"Often","2014","66 and older","(1a) inadequately completed","","","",""
"Often","2014","66 and older","(1b) general elementary school","","","",""
"Often","2014","66 and older","(1c) basic vocational qualification","","","",""
"Often","2014","66 and older","(2b) intermediate general qualification","","","",""
"Often","2014","66 and older","(2a) intermediate vocational","","","",""
"Often","2014","66 and older","(2c_gen) general maturity certificate","","","",""
"Often","2014","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Often","2014","66 and older","(3a) lower tertiary education","","","",""
"Often","2014","66 and older","(3b) higher tertiary education","","","",""
"Sometimes","2014","16-34 y.","(0) in school","","","",""
"Sometimes","2014","16-34 y.","(1a) inadequately completed","","","",""
"Sometimes","2014","16-34 y.","(1b) general elementary school","","","",""
"Sometimes","2014","16-34 y.","(1c) basic vocational qualification","","","",""
"Sometimes","2014","16-34 y.","(2b) intermediate general qualification","","","",""
"Sometimes","2014","16-34 y.","(2a) intermediate vocational","","","",""
"Sometimes","2014","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Sometimes","2014","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2014","16-34 y.","(3a) lower tertiary education","","","",""
"Sometimes","2014","16-34 y.","(3b) higher tertiary education","","","",""
"Sometimes","2014","35-65 y.","(0) in school","","","",""
"Sometimes","2014","35-65 y.","(1a) inadequately completed","","","",""
"Sometimes","2014","35-65 y.","(1b) general elementary school","","","",""
"Sometimes","2014","35-65 y.","(1c) basic vocational qualification","","","",""
"Sometimes","2014","35-65 y.","(2b) intermediate general qualification","","","",""
"Sometimes","2014","35-65 y.","(2a) intermediate vocational","","","",""
"Sometimes","2014","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Sometimes","2014","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2014","35-65 y.","(3a) lower tertiary education","","","",""
"Sometimes","2014","35-65 y.","(3b) higher tertiary education","","","",""
"Sometimes","2014","66 and older","(0) in school","","","",""
"Sometimes","2014","66 and older","(1a) inadequately completed","","","",""
"Sometimes","2014","66 and older","(1b) general elementary school","","","",""
"Sometimes","2014","66 and older","(1c) basic vocational qualification","","","",""
"Sometimes","2014","66 and older","(2b) intermediate general qualification","","","",""
"Sometimes","2014","66 and older","(2a) intermediate vocational","","","",""
"Sometimes","2014","66 and older","(2c_gen) general maturity certificate","","","",""
"Sometimes","2014","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2014","66 and older","(3a) lower tertiary education","","","",""
"Sometimes","2014","66 and older","(3b) higher tertiary education","","","",""
"Rarely ","2014","16-34 y.","(0) in school","","","",""
"Rarely ","2014","16-34 y.","(1a) inadequately completed","","","",""
"Rarely ","2014","16-34 y.","(1b) general elementary school","","","",""
"Rarely ","2014","16-34 y.","(1c) basic vocational qualification","","","",""
"Rarely ","2014","16-34 y.","(2b) intermediate general qualification","","","",""
"Rarely ","2014","16-34 y.","(2a) intermediate vocational","","","",""
"Rarely ","2014","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Rarely ","2014","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2014","16-34 y.","(3a) lower tertiary education","","","",""
"Rarely ","2014","16-34 y.","(3b) higher tertiary education","","","",""
"Rarely ","2014","35-65 y.","(0) in school","","","",""
"Rarely ","2014","35-65 y.","(1a) inadequately completed","","","",""
"Rarely ","2014","35-65 y.","(1b) general elementary school","","","",""
"Rarely ","2014","35-65 y.","(1c) basic vocational qualification","","","",""
"Rarely ","2014","35-65 y.","(2b) intermediate general qualification","","","",""
"Rarely ","2014","35-65 y.","(2a) intermediate vocational","","","",""
"Rarely ","2014","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Rarely ","2014","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2014","35-65 y.","(3a) lower tertiary education","","","",""
"Rarely ","2014","35-65 y.","(3b) higher tertiary education","","","",""
"Rarely ","2014","66 and older","(0) in school","","","",""
"Rarely ","2014","66 and older","(1a) inadequately completed","","","",""
"Rarely ","2014","66 and older","(1b) general elementary school","","","",""
"Rarely ","2014","66 and older","(1c) basic vocational qualification","","","",""
"Rarely ","2014","66 and older","(2b) intermediate general qualification","","","",""
"Rarely ","2014","66 and older","(2a) intermediate vocational","","","",""
"Rarely ","2014","66 and older","(2c_gen) general maturity certificate","","","",""
"Rarely ","2014","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Rarely ","2014","66 and older","(3a) lower tertiary education","","","",""
"Rarely ","2014","66 and older","(3b) higher tertiary education","","","",""
"Never","2014","16-34 y.","(0) in school","","","",""
"Never","2014","16-34 y.","(1a) inadequately completed","","","",""
"Never","2014","16-34 y.","(1b) general elementary school","","","",""
"Never","2014","16-34 y.","(1c) basic vocational qualification","","","",""
"Never","2014","16-34 y.","(2b) intermediate general qualification","","","",""
"Never","2014","16-34 y.","(2a) intermediate vocational","","","",""
"Never","2014","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Never","2014","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Never","2014","16-34 y.","(3a) lower tertiary education","","","",""
"Never","2014","16-34 y.","(3b) higher tertiary education","","","",""
"Never","2014","35-65 y.","(0) in school","","","",""
"Never","2014","35-65 y.","(1a) inadequately completed","","","",""
"Never","2014","35-65 y.","(1b) general elementary school","","","",""
"Never","2014","35-65 y.","(1c) basic vocational qualification","","","",""
"Never","2014","35-65 y.","(2b) intermediate general qualification","","","",""
"Never","2014","35-65 y.","(2a) intermediate vocational","","","",""
"Never","2014","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Never","2014","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Never","2014","35-65 y.","(3a) lower tertiary education","","","",""
"Never","2014","35-65 y.","(3b) higher tertiary education","","","",""
"Never","2014","66 and older","(0) in school","","","",""
"Never","2014","66 and older","(1a) inadequately completed","","","",""
"Never","2014","66 and older","(1b) general elementary school","","","",""
"Never","2014","66 and older","(1c) basic vocational qualification","","","",""
"Never","2014","66 and older","(2b) intermediate general qualification","","","",""
"Never","2014","66 and older","(2a) intermediate vocational","","","",""
"Never","2014","66 and older","(2c_gen) general maturity certificate","","","",""
"Never","2014","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Never","2014","66 and older","(3a) lower tertiary education","","","",""
"Never","2014","66 and older","(3b) higher tertiary education","","","",""
"Very often","2015","16-34 y.","(0) in school","","","",""
"Very often","2015","16-34 y.","(1a) inadequately completed","","","",""
"Very often","2015","16-34 y.","(1b) general elementary school","","","",""
"Very often","2015","16-34 y.","(1c) basic vocational qualification","","","",""
"Very often","2015","16-34 y.","(2b) intermediate general qualification","","","",""
"Very often","2015","16-34 y.","(2a) intermediate vocational","","","",""
"Very often","2015","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Very often","2015","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Very often","2015","16-34 y.","(3a) lower tertiary education","","","",""
"Very often","2015","16-34 y.","(3b) higher tertiary education","","","",""
"Very often","2015","35-65 y.","(0) in school","","","",""
"Very often","2015","35-65 y.","(1a) inadequately completed","","","",""
"Very often","2015","35-65 y.","(1b) general elementary school","","","",""
"Very often","2015","35-65 y.","(1c) basic vocational qualification","","","",""
"Very often","2015","35-65 y.","(2b) intermediate general qualification","","","",""
"Very often","2015","35-65 y.","(2a) intermediate vocational","","","",""
"Very often","2015","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Very often","2015","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Very often","2015","35-65 y.","(3a) lower tertiary education","","","",""
"Very often","2015","35-65 y.","(3b) higher tertiary education","","","",""
"Very often","2015","66 and older","(0) in school","","","",""
"Very often","2015","66 and older","(1a) inadequately completed","","","",""
"Very often","2015","66 and older","(1b) general elementary school","","","",""
"Very often","2015","66 and older","(1c) basic vocational qualification","","","",""
"Very often","2015","66 and older","(2b) intermediate general qualification","","","",""
"Very often","2015","66 and older","(2a) intermediate vocational","","","",""
"Very often","2015","66 and older","(2c_gen) general maturity certificate","","","",""
"Very often","2015","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Very often","2015","66 and older","(3a) lower tertiary education","","","",""
"Very often","2015","66 and older","(3b) higher tertiary education","","","",""
"Often","2015","16-34 y.","(0) in school","","","",""
"Often","2015","16-34 y.","(1a) inadequately completed","","","",""
"Often","2015","16-34 y.","(1b) general elementary school","","","",""
"Often","2015","16-34 y.","(1c) basic vocational qualification","","","",""
"Often","2015","16-34 y.","(2b) intermediate general qualification","","","",""
"Often","2015","16-34 y.","(2a) intermediate vocational","","","",""
"Often","2015","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Often","2015","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Often","2015","16-34 y.","(3a) lower tertiary education","","","",""
"Often","2015","16-34 y.","(3b) higher tertiary education","","","",""
"Often","2015","35-65 y.","(0) in school","","","",""
"Often","2015","35-65 y.","(1a) inadequately completed","","","",""
"Often","2015","35-65 y.","(1b) general elementary school","","","",""
"Often","2015","35-65 y.","(1c) basic vocational qualification","","","",""
"Often","2015","35-65 y.","(2b) intermediate general qualification","","","",""
"Often","2015","35-65 y.","(2a) intermediate vocational","","","",""
"Often","2015","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Often","2015","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Often","2015","35-65 y.","(3a) lower tertiary education","","","",""
"Often","2015","35-65 y.","(3b) higher tertiary education","","","",""
"Often","2015","66 and older","(0) in school","","","",""
"Often","2015","66 and older","(1a) inadequately completed","","","",""
"Often","2015","66 and older","(1b) general elementary school","","","",""
"Often","2015","66 and older","(1c) basic vocational qualification","","","",""
"Often","2015","66 and older","(2b) intermediate general qualification","","","",""
"Often","2015","66 and older","(2a) intermediate vocational","","","",""
"Often","2015","66 and older","(2c_gen) general maturity certificate","","","",""
"Often","2015","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Often","2015","66 and older","(3a) lower tertiary education","","","",""
"Often","2015","66 and older","(3b) higher tertiary education","","","",""
"Sometimes","2015","16-34 y.","(0) in school","","","",""
"Sometimes","2015","16-34 y.","(1a) inadequately completed","","","",""
"Sometimes","2015","16-34 y.","(1b) general elementary school","","","",""
"Sometimes","2015","16-34 y.","(1c) basic vocational qualification","","","",""
"Sometimes","2015","16-34 y.","(2b) intermediate general qualification","","","",""
"Sometimes","2015","16-34 y.","(2a) intermediate vocational","","","",""
"Sometimes","2015","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Sometimes","2015","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2015","16-34 y.","(3a) lower tertiary education","","","",""
"Sometimes","2015","16-34 y.","(3b) higher tertiary education","","","",""
"Sometimes","2015","35-65 y.","(0) in school","","","",""
"Sometimes","2015","35-65 y.","(1a) inadequately completed","","","",""
"Sometimes","2015","35-65 y.","(1b) general elementary school","","","",""
"Sometimes","2015","35-65 y.","(1c) basic vocational qualification","","","",""
"Sometimes","2015","35-65 y.","(2b) intermediate general qualification","","","",""
"Sometimes","2015","35-65 y.","(2a) intermediate vocational","","","",""
"Sometimes","2015","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Sometimes","2015","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
