"plj0589","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Never","2019","general elemantary","Male","18","","",""
"Never","2019","general elemantary","Female","10","","",""
"Never","2019","middle vocational","Male","9","","",""
"Never","2019","middle vocational","Female","10","","",""
"Never","2019","vocational + Abi","Male","2","","",""
"Never","2019","vocational + Abi","Female","","","",""
"Never","2019","higher vocational","Male","","","",""
"Never","2019","higher vocational","Female","","","",""
"Never","2019","higher education","Male","3","","",""
"Never","2019","higher education","Female","7","","",""
