"plj0589","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Sometimes","2019","Couple + C. GT 16 ","Female","1","","",""
"Sometimes","2019","Couple + C. LE and GT 16","Male","5","","",""
"Sometimes","2019","Couple + C. LE and GT 16","Female","6","","",""
"Rarely ","2019","1-pers.-HH","Male","1","","",""
"Rarely ","2019","1-pers.-HH","Female","1","","",""
"Rarely ","2019","(Married) couple without C. ","Male","2","","",""
"Rarely ","2019","(Married) couple without C. ","Female","","","",""
"Rarely ","2019","Single parent ","Male","","","",""
"Rarely ","2019","Single parent ","Female","3","","",""
"Rarely ","2019","Couple + C. LE 16 ","Male","11","","",""
"Rarely ","2019","Couple + C. LE 16 ","Female","12","","",""
"Rarely ","2019","Couple + C. GT 16 ","Male","5","","",""
"Rarely ","2019","Couple + C. GT 16 ","Female","2","","",""
"Rarely ","2019","Couple + C. LE and GT 16","Male","2","","",""
"Rarely ","2019","Couple + C. LE and GT 16","Female","6","","",""
"Never","2019","1-pers.-HH","Male","2","","",""
"Never","2019","1-pers.-HH","Female","","","",""
"Never","2019","(Married) couple without C. ","Male","5","","",""
"Never","2019","(Married) couple without C. ","Female","4","","",""
"Never","2019","Single parent ","Male","5","","",""
"Never","2019","Single parent ","Female","4","","",""
"Never","2019","Couple + C. LE 16 ","Male","17","","",""
"Never","2019","Couple + C. LE 16 ","Female","33","0.54636002341149","0.427151912210386","0.665568134612594"
"Never","2019","Couple + C. GT 16 ","Male","6","","",""
"Never","2019","Couple + C. GT 16 ","Female","1","","",""
"Never","2019","Couple + C. LE and GT 16","Male","18","","",""
"Never","2019","Couple + C. LE and GT 16","Female","19","","",""
