"plj0589","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Rarely ","2017","Part Time","lower secondary degree","366","0.271570918735378","0.248079113605214","0.295062723865543"
"Rarely ","2017","Part Time","secondary school degree","652","0.296024794939856","0.277120224748649","0.314929365131062"
"Rarely ","2017","Part Time","college entrance qualification","614","0.218588308928715","0.202487213060205","0.234689404797226"
"Rarely ","2017","Part Time","Other degree","310","0.311441227783024","0.282536545984836","0.340345909581212"
"Rarely ","2017","Part Time","no degree/no degree yet","51","0.239570993958321","0.183551121716072","0.295590866200569"
"Rarely ","2017","Not Working","lower secondary degree","804","0.26135614374614","0.245596837647329","0.277115449844951"
"Rarely ","2017","Not Working","secondary school degree","570","0.288365131244462","0.268620114898884","0.308110147590041"
"Rarely ","2017","Not Working","college entrance qualification","436","0.259398293262417","0.238921230164236","0.279875356360599"
"Rarely ","2017","Not Working","Other degree","536","0.24435411467122","0.227083366365511","0.261624862976929"
"Rarely ","2017","Not Working","no degree/no degree yet","325","0.217942586169943","0.199011776631657","0.236873395708228"
"Never","2017","Full Time","lower secondary degree","997","0.582717004376449","0.559440184292273","0.605993824460625"
"Never","2017","Full Time","secondary school degree","2089","0.61125019023481","0.594733245292419","0.627767135177201"
"Never","2017","Full Time","college entrance qualification","2491","0.675987585938468","0.660808944852194","0.691166227024742"
"Never","2017","Full Time","Other degree","683","0.561615321676342","0.533470851017404","0.58975979233528"
"Never","2017","Full Time","no degree/no degree yet","57","0.420581363591183","0.331887034579638","0.509275692602728"
"Never","2017","Part Time","lower secondary degree","753","0.562326103697154","0.5361231309184","0.588529076475909"
"Never","2017","Part Time","secondary school degree","1297","0.561733186478698","0.541185713591562","0.582280659365835"
"Never","2017","Part Time","college entrance qualification","1633","0.676942626306573","0.658723909780101","0.695161342833045"
"Never","2017","Part Time","Other degree","454","0.451069703268125","0.420010517723853","0.482128888812397"
"Never","2017","Part Time","no degree/no degree yet","111","0.507146267874172","0.441528522914272","0.572764012834072"
"Never","2017","Not Working","lower secondary degree","1586","0.531548149692117","0.513650047887467","0.549446251496767"
"Never","2017","Not Working","secondary school degree","1080","0.527618374707132","0.505858120261721","0.549378629152543"
"Never","2017","Not Working","college entrance qualification","1072","0.58972842488516","0.566748240864239","0.612708608906081"
"Never","2017","Not Working","Other degree","936","0.447812441450389","0.427826088520787","0.467798794379991"
"Never","2017","Not Working","no degree/no degree yet","766","0.443749197509075","0.420967665140572","0.466530729877578"
"Very often","2018","Full Time","lower secondary degree","","","",""
"Very often","2018","Full Time","secondary school degree","","","",""
"Very often","2018","Full Time","college entrance qualification","","","",""
"Very often","2018","Full Time","Other degree","","","",""
"Very often","2018","Full Time","no degree/no degree yet","","","",""
"Very often","2018","Part Time","lower secondary degree","","","",""
"Very often","2018","Part Time","secondary school degree","","","",""
"Very often","2018","Part Time","college entrance qualification","","","",""
"Very often","2018","Part Time","Other degree","","","",""
"Very often","2018","Part Time","no degree/no degree yet","","","",""
"Very often","2018","Not Working","lower secondary degree","1","","",""
"Very often","2018","Not Working","secondary school degree","","","",""
"Very often","2018","Not Working","college entrance qualification","","","",""
"Very often","2018","Not Working","Other degree","15","","",""
"Very often","2018","Not Working","no degree/no degree yet","10","","",""
"Often","2018","Full Time","lower secondary degree","","","",""
"Often","2018","Full Time","secondary school degree","","","",""
"Often","2018","Full Time","college entrance qualification","","","",""
"Often","2018","Full Time","Other degree","","","",""
"Often","2018","Full Time","no degree/no degree yet","","","",""
"Often","2018","Part Time","lower secondary degree","","","",""
"Often","2018","Part Time","secondary school degree","","","",""
"Often","2018","Part Time","college entrance qualification","","","",""
"Often","2018","Part Time","Other degree","","","",""
"Often","2018","Part Time","no degree/no degree yet","","","",""
"Often","2018","Not Working","lower secondary degree","1","","",""
"Often","2018","Not Working","secondary school degree","","","",""
"Often","2018","Not Working","college entrance qualification","","","",""
"Often","2018","Not Working","Other degree","16","","",""
"Often","2018","Not Working","no degree/no degree yet","18","","",""
"Sometimes","2018","Full Time","lower secondary degree","","","",""
"Sometimes","2018","Full Time","secondary school degree","","","",""
"Sometimes","2018","Full Time","college entrance qualification","","","",""
"Sometimes","2018","Full Time","Other degree","","","",""
"Sometimes","2018","Full Time","no degree/no degree yet","","","",""
"Sometimes","2018","Part Time","lower secondary degree","","","",""
"Sometimes","2018","Part Time","secondary school degree","","","",""
"Sometimes","2018","Part Time","college entrance qualification","","","",""
"Sometimes","2018","Part Time","Other degree","","","",""
"Sometimes","2018","Part Time","no degree/no degree yet","","","",""
"Sometimes","2018","Not Working","lower secondary degree","5","","",""
"Sometimes","2018","Not Working","secondary school degree","","","",""
"Sometimes","2018","Not Working","college entrance qualification","2","","",""
"Sometimes","2018","Not Working","Other degree","31","0.175680970581216","0.120394047452636","0.230967893709796"
