"plj0014_v3","year","migback","n","percent","lower_confidence","upper_confidence"
"No","2011","indirect migration background","219","0.27194730122809","0.242430808343881","0.301463794112299"
"No","2011","no migration background","13","","",""
"Yes","2011","direct migration background","1265","0.492507754320472","0.471311111989816","0.513704396651129"
"Yes","2011","indirect migration background","654","0.72805269877191","0.698536205887701","0.757569191656119"
"Yes","2011","no migration background","19233","0.999385956332492","0.999035975628891","0.999735937036094"
"No","2012","direct migration background","1295","0.517854381723182","0.500126829796714","0.535581933649651"
"No","2012","indirect migration background","277","0.264488869537503","0.240335826735968","0.288641912339038"
"No","2012","no migration background","12","","",""
"Yes","2012","direct migration background","1757","0.482145618276818","0.464418066350349","0.499873170203286"
"Yes","2012","indirect migration background","1004","0.735511130462497","0.711358087660962","0.759664173264032"
"Yes","2012","no migration background","23397","0.999294271032249","0.998954080415135","0.999634461649363"
"No","2013","direct migration background","1151","0.469907046405422","0.45109888034162","0.488715212469223"
"No","2013","indirect migration background","237","0.197276752928757","0.174798853523092","0.219754652334421"
"No","2013","no migration background","12","","",""
"Yes","2013","direct migration background","1554","0.530092953594578","0.511284787530777","0.54890111965838"
"Yes","2013","indirect migration background","967","0.802723247071243","0.780245347665579","0.825201146476908"
"Yes","2013","no migration background","21876","0.999218508157986","0.998848307223877","0.999588709092094"
"No","2014","direct migration background","2608","0.558245627913335","0.544659119545121","0.571832136281548"
"No","2014","indirect migration background","488","0.254342915086592","0.234207830932025","0.274477999241159"
"No","2014","no migration background","12","","",""
"Yes","2014","direct migration background","2524","0.441754372086665","0.428167863718452","0.455340880454879"
"Yes","2014","indirect migration background","1309","0.745657084913408","0.725522000758842","0.765792169067975"
"Yes","2014","no migration background","20273","0.999473855113526","0.999158282736614","0.999789427490439"
"No","2015","direct migration background","3567","0.564840820626663","0.552236125721789","0.577445515531537"
"No","2015","indirect migration background","439","0.259113568998756","0.238230362359952","0.27999677563756"
"No","2015","no migration background","10","","",""
"Yes","2015","direct migration background","2376","0.435159179373337","0.422554484468463","0.447763874278211"
"Yes","2015","indirect migration background","1252","0.740886431001244","0.72000322436244","0.761769637640048"
"Yes","2015","no migration background","19315","0.999557248035181","0.999260647162407","0.999853848907955"
"No","2016","direct migration background","2774","0.609242596354318","0.595582477516983","0.622902715191652"
"No","2016","indirect migration background","370","0.247604134490114","0.226267595853791","0.268940673126437"
"No","2016","no migration background","13","","",""
"Yes","2016","direct migration background","2127","0.390757403645683","0.377097284808348","0.404417522483017"
"Yes","2016","indirect migration background","1202","0.752395865509886","0.731059326873563","0.773732404146209"
"Yes","2016","no migration background","17945","0.999335289662245","0.998958333423043","0.999712245901446"
"No","2017","direct migration background","5130","0.650425923041031","0.63948374004326","0.661368106038803"
"No","2017","indirect migration background","371","0.25223619647517","0.231681931417059","0.272790461533281"
"No","2017","no migration background","11","","",""
"Yes","2017","direct migration background","2165","0.349574076958969","0.338631893961197","0.36051625995674"
"Yes","2017","indirect migration background","1344","0.74776380352483","0.727209538466719","0.768318068582941"
"Yes","2017","no migration background","20329","0.999450827887269","0.999128863697376","0.999772792077162"
"No","2018","direct migration background","6273","0.678867903694133","0.668845366295538","0.688890441092728"
"No","2018","indirect migration background","324","0.242627202720171","0.22232729768022","0.262927107760121"
"No","2018","no migration background","8","","",""
"Yes","2018","direct migration background","2064","0.321132096305867","0.311109558907272","0.331154633704462"
"Yes","2018","indirect migration background","1389","0.757372797279829","0.737072892239878","0.777672702319779"
"Yes","2018","no migration background","19627","0.999150066749686","0.99874246089923","0.999557672600142"
"No","2019","direct migration background","5529","0.685296131420003","0.674735908335721","0.695856354504284"
"No","2019","indirect migration background","277","0.244819313496964","0.224445545265501","0.265193081728427"
"No","2019","no migration background","11","","",""
"Yes","2019","direct migration background","1900","0.314703868579997","0.304143645495716","0.325264091664279"
"Yes","2019","indirect migration background","1434","0.755180686503036","0.734806918271573","0.775554454734499"
"Yes","2019","no migration background","20299","0.999303382838623","0.998940523008657","0.999666242668589"
