"plj0014_v3","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","1998","1-pers.-HH","122","0.0473346685004932","0.0374278185164191","0.0572415184845672","2"
"No","1998","Couple + C. GT 16 ","453","0.113009536078255","0.100769053199732","0.125250018956777","2"
"No","1998","Couple + C. LE 16 ","488","0.11893243499468","0.107561051848487","0.130303818140874","2"
"No","1998","Couple + C. LE and GT 16","251","0.182867354187309","0.161497831408337","0.20423687696628","2"
"No","1998","Single parent ","75","0.0790093624079961","0.0592230040090846","0.0987957208069077","2"
"Yes","1998","Couple + C. LE and GT 16","1006","0.817132645812691","0.79576312303372","0.838502168591663","1"
"Yes","1998","Single parent ","639","0.920990637592004","0.901204279193092","0.940776995990915","1"
"Yes","1998","(Married) couple without C. ","3814","0.939351096594702","0.932122230097616","0.946579963091788","1"
"Yes","1998","1-pers.-HH","1643","0.952665331499507","0.942758481515433","0.962572181483581","1"
"Yes","1998","Couple + C. GT 16 ","2117","0.886990463921745","0.874749981043223","0.899230946800268","1"
"Yes","1998","Couple + C. LE 16 ","2625","0.88106756500532","0.869696181859126","0.892438948151513","1"
"No","1999","(Married) couple without C. ","361","0.0656071466849635","0.0580714848256432","0.0731428085442837","2"
"No","1999","1-pers.-HH","112","0.048115007926027","0.0379388480333618","0.0582911678186922","2"
"No","1999","Couple + C. GT 16 ","430","0.116954476058297","0.104379773213541","0.129529178903052","2"
"No","1999","Couple + C. LE 16 ","448","0.115100241286583","0.103744239343588","0.126456243229579","2"
"No","1999","Couple + C. LE and GT 16","199","0.161612594797056","0.14046643181416","0.182758757779952","2"
"No","1999","Single parent ","74","0.0761182010017714","0.0567345264596864","0.0955018755438565","2"
"Yes","1999","Couple + C. LE and GT 16","965","0.838387405202944","0.817241242220048","0.85953356818584","1"
"Yes","1999","Single parent ","645","0.923881798998229","0.904498124456144","0.943265473540314","1"
"Yes","1999","(Married) couple without C. ","3786","0.934392853315037","0.926857191455716","0.941928515174357","1"
"Yes","1999","1-pers.-HH","1587","0.951884992073973","0.941708832181308","0.962061151966638","1"
"Yes","1999","Couple + C. GT 16 ","2079","0.883045523941703","0.870470821096948","0.895620226786459","1"
"Yes","1999","Couple + C. LE 16 ","2586","0.884899758713417","0.873543756770421","0.896255760656412","1"
"No","2000","(Married) couple without C. ","467","0.0571814316374966","0.0519585333642975","0.0624043299106957","2"
"No","2000","1-pers.-HH","176","0.0435471348915552","0.0366577524430198","0.0504365173400906","2"
"No","2000","Couple + C. GT 16 ","505","0.108361013353626","0.0986895250047562","0.118032501702495","2"
"No","2000","Couple + C. LE 16 ","686","0.131838557521356","0.12269581083583","0.140981304206882","2"
"No","2000","Couple + C. LE and GT 16","260","0.148425374461644","0.132637667837188","0.164213081086099","2"
"No","2000","Single parent ","100","0.0785275503659819","0.0633456324255888","0.0937094683063751","2"
"Yes","2000","(Married) couple without C. ","7125","0.942818568362503","0.937595670089304","0.948041466635703","1"
"Yes","2000","Couple + C. LE and GT 16","1688","0.851574625538356","0.8357869189139","0.867362332162812","1"
"Yes","2000","Single parent ","1106","0.921472449634018","0.906290531693625","0.936654367574411","1"
"Yes","2000","1-pers.-HH","3195","0.956452865108445","0.94956348265991","0.96334224755698","1"
"Yes","2000","Couple + C. GT 16 ","3463","0.891638986646375","0.881967498297505","0.901310474995244","1"
"Yes","2000","Couple + C. LE 16 ","4574","0.868161442478644","0.859018695793118","0.87730418916417","1"
"No","2001","(Married) couple without C. ","441","0.0590848947609254","0.0535287792553321","0.0646410102665188","2"
"No","2001","1-pers.-HH","144","0.0400884304461844","0.0330932669768636","0.0470835939155052","2"
"No","2001","Couple + C. GT 16 ","422","0.103189645718124","0.0933193644898043","0.113059926946444","2"
"No","2001","Couple + C. LE 16 ","600","0.131024551975578","0.121448885825914","0.140600218125243","2"
"No","2001","Couple + C. LE and GT 16","222","0.14952406012382","0.132825939398085","0.166222180849555","2"
"No","2001","Single parent ","92","0.0810578670034216","0.0651449229090058","0.0969708110978374","2"
"Yes","2001","(Married) couple without C. ","6477","0.940915105239075","0.935358989733481","0.946471220744668","1"
"Yes","2001","1-pers.-HH","2877","0.959911569553816","0.952916406084495","0.966906733023136","1"
"Yes","2001","Couple + C. LE and GT 16","1530","0.85047593987618","0.833777819150445","0.867174060601915","1"
"Yes","2001","Single parent ","1038","0.918942132996578","0.903029188902163","0.934855077090994","1"
"Yes","2001","Couple + C. GT 16 ","3227","0.896810354281876","0.886940073053556","0.906680635510196","1"
"Yes","2001","Couple + C. LE 16 ","4170","0.868975448024422","0.859399781874757","0.878551114174086","1"
"No","2002","(Married) couple without C. ","459","0.0612392346884385","0.0558081507249327","0.0666703186519444","2"
"No","2002","1-pers.-HH","129","0.0395693376840528","0.0326223296614251","0.0465163457066805","2"
"No","2002","Couple + C. GT 16 ","361","0.099868418910915","0.0905919947601513","0.109144843061679","2"
"No","2002","Couple + C. LE 16 ","525","0.128506283657636","0.11900337561433","0.138009191700942","2"
"No","2002","Couple + C. LE and GT 16","231","0.147391711574409","0.131681755456142","0.163101667692675","2"
"No","2002","Single parent ","85","0.0771584229987955","0.0616480191296926","0.0926688268678984","2"
"Yes","2002","(Married) couple without C. ","7028","0.938760765311561","0.933329681348056","0.944191849275067","1"
"Yes","2002","1-pers.-HH","2896","0.960430662315947","0.953483654293319","0.967377670338575","1"
"Yes","2002","Couple + C. LE and GT 16","1725","0.852608288425591","0.836898332307325","0.868318244543858","1"
"Yes","2002","Single parent ","1052","0.922841577001205","0.907331173132102","0.938351980870307","1"
"Yes","2002","Couple + C. GT 16 ","3652","0.900131581089085","0.890855156938321","0.909408005239849","1"
"Yes","2002","Couple + C. LE 16 ","4239","0.871493716342364","0.861990808299058","0.88099662438567","1"
"No","2003","Couple + C. GT 16 ","322","0.0986453052716239","0.0893568945037226","0.107933716039525","2"
"No","2003","Couple + C. LE 16 ","480","0.126476899997985","0.116647878325627","0.136305921670343","2"
"No","2003","(Married) couple without C. ","422","0.0621959800738259","0.0566682802458394","0.0677236799018123","2"
"No","2003","1-pers.-HH","120","0.038281376636753","0.0314107717637045","0.0451519815098016","2"
"No","2003","Couple + C. LE and GT 16","222","0.156352533478202","0.13978920525555","0.172915861700854","2"
"No","2003","Single parent ","86","0.08650423393408","0.070055835624791","0.102952632243369","2"
"Yes","2003","(Married) couple without C. ","6911","0.937804019926174","0.932276320098188","0.943331719754161","1"
"Yes","2003","1-pers.-HH","2876","0.961718623363247","0.954848018490199","0.968589228236295","1"
"Yes","2003","Couple + C. LE and GT 16","1625","0.843647466521798","0.827084138299147","0.86021079474445","1"
"Yes","2003","Single parent ","1036","0.91349576606592","0.897047367756631","0.929944164375209","1"
"Yes","2003","Couple + C. GT 16 ","3637","0.901354694728376","0.892066283960475","0.910643105496277","1"
"Yes","2003","Couple + C. LE 16 ","3913","0.873523100002015","0.863694078329657","0.883352121674373","1"
"No","2004","Couple + C. GT 16 ","310","0.102608572703447","0.0931166165173342","0.112100528889559","2"
"No","2004","Couple + C. LE 16 ","424","0.121456389153995","0.111419570178951","0.13149320812904","2"
"No","2004","(Married) couple without C. ","405","0.0651777529172753","0.059513020201889","0.0708424856326616","2"
"No","2004","1-pers.-HH","109","0.0341058483973747","0.0275439803207348","0.0406677164740147","2"
"No","2004","Couple + C. LE and GT 16","213","0.16561462880055","0.1484225808712","0.182806676729899","2"
"No","2004","Single parent ","83","0.0923240324167106","0.0752014320020273","0.109446632831394","2"
"Yes","2004","(Married) couple without C. ","6889","0.934822247082725","0.929157514367339","0.940486979798111","1"
"Yes","2004","1-pers.-HH","2830","0.965894151602625","0.959332283525985","0.972456019679265","1"
"Yes","2004","Couple + C. LE and GT 16","1583","0.83438537119945","0.817193323270101","0.8515774191288","1"
"Yes","2004","Single parent ","1015","0.90767596758329","0.890553367168606","0.924798567997973","1"
"Yes","2004","Couple + C. GT 16 ","3616","0.897391427296553","0.887899471110441","0.906883383482666","1"
"Yes","2004","Couple + C. LE 16 ","3645","0.878543610846005","0.86850679187096","0.888580429821049","1"
"No","2005","Couple + C. GT 16 ","292","0.111328596037163","0.101141207034487","0.121515985039839","2"
"No","2005","Couple + C. LE 16 ","380","0.119658155798524","0.109238215761598","0.13007809583545","2"
"No","2005","(Married) couple without C. ","389","0.0720105617664817","0.0659822963995445","0.0780388271334188","2"
"No","2005","1-pers.-HH","110","0.0341880628310717","0.0276606331063056","0.0407154925558377","2"
"No","2005","Couple + C. LE and GT 16","209","0.168317640779882","0.150573796381424","0.18606148517834","2"
"No","2005","Single parent ","78","0.0892651743932284","0.0724992284186277","0.106031120367829","2"
"Yes","2005","(Married) couple without C. ","6675","0.927989438233518","0.921961172866581","0.934017703600456","1"
"Yes","2005","1-pers.-HH","2867","0.965811937168928","0.959284507444162","0.972339366893694","1"
"Yes","2005","Couple + C. LE and GT 16","1499","0.831682359220118","0.81393851482166","0.849426203618575","1"
"Yes","2005","Single parent ","1033","0.910734825606772","0.893968879632171","0.927500771581372","1"
"Yes","2005","Couple + C. GT 16 ","3370","0.888671403962837","0.878484014960161","0.898858792965513","1"
"Yes","2005","Couple + C. LE 16 ","3347","0.880341844201476","0.869921904164551","0.890761784238402","1"
"No","2006","Couple + C. GT 16 ","242","0.104189360593011","0.0943147251615691","0.114063996024453","2"
"No","2006","Couple + C. LE 16 ","379","0.133843226935367","0.123200870782762","0.144485583087971","2"
"No","2006","(Married) couple without C. ","402","0.0758490277187895","0.0700078418731224","0.0816902135644566","2"
"No","2006","1-pers.-HH","102","0.0327011413850698","0.0266838795710746","0.0387184031990649","2"
"No","2006","Couple + C. LE and GT 16","192","0.176259146429483","0.156956879156505","0.195561413702462","2"
"No","2006","Single parent ","78","0.0782992063617661","0.0629125836689342","0.093685829054598","2"
"Yes","2006","(Married) couple without C. ","7490","0.924150972281211","0.918309786435544","0.929992158126878","1"
"Yes","2006","1-pers.-HH","3254","0.96729885861493","0.961281596800935","0.973316120428925","1"
"Yes","2006","Couple + C. LE and GT 16","1305","0.823740853570517","0.804438586297538","0.843043120843495","1"
"Yes","2006","Single parent ","1093","0.921700793638234","0.906314170945402","0.937087416331066","1"
"Yes","2006","Couple + C. GT 16 ","3435","0.895810639406989","0.885936003975547","0.905685274838431","1"
"Yes","2006","Couple + C. LE 16 ","3553","0.866156773064633","0.855514416912029","0.876799129217238","1"
"No","2007","Couple + C. GT 16 ","219","0.10680740587197","0.096637059238277","0.116977752505663","2"
"No","2007","Couple + C. LE 16 ","337","0.142127471677835","0.13071000171002","0.15354494164565","2"
"No","2007","(Married) couple without C. ","364","0.0779681169404913","0.0718538339766546","0.084082399904328","2"
"No","2007","1-pers.-HH","100","0.0382938894341866","0.0316229230172829","0.0449648558510903","2"
"No","2007","Couple + C. LE and GT 16","149","0.149760187797635","0.130682867863146","0.168837507732124","2"
"No","2007","Single parent ","57","0.0638709560485801","0.0494142678885512","0.0783276442086089","2"
"Yes","2007","(Married) couple without C. ","7023","0.922031883059509","0.915917600095672","0.928146166023346","1"
"Yes","2007","1-pers.-HH","3079","0.961706110565813","0.95503514414891","0.968377076982717","1"
"Yes","2007","Couple + C. LE and GT 16","1195","0.850239812202365","0.831162492267876","0.869317132136854","1"
"Yes","2007","Single parent ","1042","0.93612904395142","0.921672355791391","0.950585732111449","1"
"Yes","2007","Couple + C. GT 16 ","3324","0.89319259412803","0.883022247494337","0.903362940761723","1"
"Yes","2007","Couple + C. LE 16 ","3256","0.857872528322165","0.84645505835435","0.86928999828998","1"
"No","2008","Couple + C. GT 16 ","202","0.10837955584739","0.0978888764992381","0.118870235195541","2"
"No","2008","Couple + C. LE 16 ","293","0.147798109557215","0.13553040555742","0.16006581355701","2"
"No","2008","(Married) couple without C. ","333","0.0796556182981556","0.0733509600077516","0.0859602765885595","2"
"No","2008","1-pers.-HH","85","0.0359696348806383","0.0293696533232642","0.0425696164380123","2"
"No","2008","Couple + C. LE and GT 16","122","0.1272887698986","0.108555584529292","0.146021955267907","2"
"No","2008","Single parent ","60","0.0835280436344945","0.0671028466377184","0.0999532406312707","2"
"Yes","2008","(Married) couple without C. ","6752","0.920344381701844","0.91403972341144","0.926649039992248","1"
"Yes","2008","1-pers.-HH","2973","0.964030365119362","0.957430383561988","0.970630346676736","1"
"Yes","2008","Couple + C. LE and GT 16","1094","0.8727112301014","0.853978044732092","0.891444415470708","1"
"Yes","2008","Single parent ","1030","0.916471956365505","0.900046759368729","0.932897153362282","1"
"Yes","2008","Couple + C. GT 16 ","3171","0.89162044415261","0.881129764804459","0.902111123500762","1"
"Yes","2008","Couple + C. LE 16 ","2922","0.852201890442785","0.83993418644299","0.86446959444258","1"
"No","2009","Couple + C. GT 16 ","193","0.120650193936795","0.109302540020859","0.131997847852731","2"
"No","2009","Couple + C. LE 16 ","224","0.133839954938025","0.121361608509575","0.146318301366476","2"
"No","2009","(Married) couple without C. ","280","0.0780224073343363","0.0715911303944195","0.0844536842742531","2"
"No","2009","1-pers.-HH","77","0.0416519669629628","0.0343928970015701","0.0489110369243556","2"
"No","2009","Couple + C. LE and GT 16","133","0.168273812786199","0.146937390530401","0.189610235041996","2"
"No","2009","Single parent ","53","0.072383818842687","0.0562913259611322","0.0884763117242418","2"
"Yes","2009","(Married) couple without C. ","6401","0.921977592665664","0.915546315725747","0.928408869605581","1"
"Yes","2009","1-pers.-HH","2833","0.958348033037037","0.951088963075645","0.96560710299843","1"
"Yes","2009","Couple + C. LE and GT 16","1048","0.831726187213801","0.810389764958004","0.853062609469599","1"
"Yes","2009","Single parent ","943","0.927616181157313","0.911523688275758","0.943708674038868","1"
"Yes","2009","Couple + C. GT 16 ","2972","0.879349806063205","0.868002152147269","0.890697459979141","1"
"Yes","2009","Couple + C. LE 16 ","2636","0.866160045061975","0.853681698633524","0.878638391490425","1"
"No","2010","Couple + C. GT 16 ","155","0.121831915550219","0.109906637039387","0.13375719406105","2"
"No","2010","Couple + C. LE 16 ","859","0.160685069902784","0.152527345674887","0.168842794130681","2"
"No","2010","(Married) couple without C. ","253","0.07220115644771","0.065829226920814","0.0785730859746059","2"
"No","2010","1-pers.-HH","57","0.0318072914799884","0.0252567989433953","0.0383577840165815","2"
"No","2010","Couple + C. LE and GT 16","176","0.163455584447835","0.145459954679014","0.181451214216655","2"
"No","2010","Single parent ","109","0.0894009411065209","0.0776944991852133","0.101107383027828","2"
"Yes","2010","(Married) couple without C. ","6085","0.92779884355229","0.921426914025394","0.934170773079186","1"
"Yes","2010","1-pers.-HH","2700","0.968192708520012","0.961642215983418","0.974743201056605","1"
"Yes","2010","Couple + C. LE and GT 16","1446","0.836544415552165","0.818548785783345","0.854540045320986","1"
"Yes","2010","Single parent ","2173","0.910599058893479","0.898892616972171","0.922305500814787","1"
"Yes","2010","Couple + C. GT 16 ","2735","0.878168084449781","0.86624280593895","0.890093362960613","1"
"Yes","2010","Couple + C. LE 16 ","6926","0.839314930097216","0.831157205869318","0.847472654325113","1"
"No","2011","Couple + C. GT 16 ","157","0.0930291654768992","0.0829665360969672","0.103091794856831","2"
"No","2011","Couple + C. LE 16 ","270","0.114109345596827","0.104059703705076","0.124158987488577","2"
"No","2011","(Married) couple without C. ","298","0.0653949693173474","0.0600260265546731","0.0707639120800217","2"
"No","2011","1-pers.-HH","94","0.0387312611096131","0.0324053360100141","0.045057186209212","2"
"No","2011","Couple + C. LE and GT 16","151","0.154158655236411","0.135310582628629","0.173006727844192","2"
"No","2011","Single parent ","82","0.0764651932648921","0.0636623148468447","0.0892680716829396","2"
"Yes","2011","(Married) couple without C. ","7847","0.934605030682653","0.929236087919978","0.939973973445327","1"
"Yes","2011","1-pers.-HH","3480","0.961268738890387","0.954942813790788","0.967594663989986","1"
"Yes","2011","Couple + C. LE and GT 16","1259","0.845841344763589","0.826993272155807","0.864689417371371","1"
"Yes","2011","Single parent ","1573","0.923534806735108","0.91073192831706","0.936337685153155","1"
"Yes","2011","Couple + C. GT 16 ","3044","0.906970834523101","0.896908205143169","0.917033463903033","1"
"Yes","2011","Couple + C. LE 16 ","3575","0.885890654403173","0.875841012511423","0.895940296294924","1"
"No","2012","Couple + C. GT 16 ","132","0.0912514387418405","0.0811356381635136","0.101367239320167","2"
"No","2012","Couple + C. LE 16 ","662","0.141921229162514","0.133934030084187","0.14990842824084","2"
"No","2012","(Married) couple without C. ","281","0.0664779156112162","0.0610883114518561","0.0718675197705763","2"
"No","2012","1-pers.-HH","100","0.0398744154371274","0.0336194759272243","0.0461293549470306","2"
"No","2012","Couple + C. LE and GT 16","234","0.196832088182567","0.179590985742957","0.214073190622178","2"
"No","2012","Single parent ","120","0.0849874315582248","0.0746287529785511","0.0953461101378986","2"
"Yes","2012","(Married) couple without C. ","7926","0.933522084388784","0.928132480229424","0.938911688548144","1"
"Yes","2012","1-pers.-HH","3659","0.960125584562873","0.953870645052969","0.966380524072776","1"
"Yes","2012","Couple + C. LE and GT 16","1809","0.803167911817433","0.785926809377822","0.820409014257043","1"
"Yes","2012","Single parent ","2664","0.915012568441775","0.904653889862101","0.925371247021449","1"
"Yes","2012","Couple + C. GT 16 ","2981","0.908748561258159","0.898632760679832","0.918864361836486","1"
"Yes","2012","Couple + C. LE 16 ","6671","0.858078770837486","0.85009157175916","0.866065969915813","1"
"No","2013","Couple + C. GT 16 ","126","0.0572392917206412","0.0486441682408256","0.0658344152004568","2"
"No","2013","Couple + C. LE 16 ","579","0.0766159819791861","0.070163766228158","0.0830681977302141","2"
"No","2013","(Married) couple without C. ","245","0.0498380926516921","0.0449879601858355","0.0546882251175488","2"
"No","2013","1-pers.-HH","91","0.0274346587240093","0.0220958123401689","0.0327735051078497","2"
"No","2013","Couple + C. LE and GT 16","199","0.100354649061941","0.0872837792103817","0.113425518913501","2"
"No","2013","Single parent ","111","0.0385835151512296","0.0312198829444386","0.0459471473580206","2"
"Yes","2013","(Married) couple without C. ","7488","0.950161907348308","0.945311774882451","0.955012039814165","1"
"Yes","2013","1-pers.-HH","3505","0.972565341275991","0.96722649489215","0.977904187659831","1"
"Yes","2013","Couple + C. GT 16 ","2680","0.942760708279359","0.934165584799543","0.951355831759174","1"
"Yes","2013","Couple + C. LE 16 ","5949","0.923384018020814","0.916931802269786","0.929836233771842","1"
"Yes","2013","Couple + C. LE and GT 16","1831","0.899645350938059","0.886574481086499","0.912716220789618","1"
"Yes","2013","Single parent ","2517","0.96141648484877","0.954052852641979","0.968780117055561","1"
"No","2014","Couple + C. GT 16 ","367","0.0851336161881871","0.075285574408044","0.0949816579683302","2"
"No","2014","Couple + C. LE 16 ","1164","0.158270851992889","0.149640574298797","0.16690112968698","2"
"No","2014","(Married) couple without C. ","504","0.0756477109567853","0.0698575014669206","0.08143792044665","2"
"No","2014","1-pers.-HH","213","0.0529880185499682","0.0457366757344801","0.0602393613654563","2"
"No","2014","Couple + C. LE and GT 16","379","0.186266835997604","0.17017303175643","0.202360640238778","2"
"No","2014","Single parent ","209","0.0870796491100329","0.0759333182249748","0.0982259799950911","2"
"Yes","2014","(Married) couple without C. ","7508","0.924352289043215","0.91856207955335","0.930142498533079","1"
"Yes","2014","1-pers.-HH","3453","0.947011981450032","0.939760638634544","0.95426332426552","1"
"Yes","2014","Couple + C. GT 16 ","2718","0.914866383811813","0.90501834203167","0.924714425591956","1"
"Yes","2014","Couple + C. LE 16 ","5707","0.841729148007111","0.83309887031302","0.850359425701203","1"
"Yes","2014","Couple + C. LE and GT 16","1869","0.813733164002396","0.797639359761222","0.82982696824357","1"
"Yes","2014","Single parent ","2249","0.912920350889967","0.901774020004909","0.924066681775025","1"
"No","2015","Couple + C. GT 16 ","361","0.0812319500955811","0.0714019007123978","0.0910619994787643","2"
"No","2015","Couple + C. LE 16 ","1502","0.153039017111898","0.14448066211595","0.161597372107846","2"
"No","2015","Couple + C. LE and GT 16","399","0.195227946205162","0.178831589626683","0.211624302783641","2"
"No","2015","(Married) couple without C. ","775","0.0801319551195352","0.0741680611349545","0.086095849104116","2"
"No","2015","1-pers.-HH","404","0.0652187908485148","0.0573066211173004","0.0731309605797292","2"
"No","2015","Single parent ","247","0.0901136094005053","0.0786648090280047","0.101562409773006","2"
"Yes","2015","(Married) couple without C. ","7186","0.919868044880465","0.913904150895884","0.925831938865046","1"
"Yes","2015","1-pers.-HH","3337","0.934781209151485","0.926869039420271","0.9426933788827","1"
"Yes","2015","Couple + C. GT 16 ","2606","0.918768049904419","0.908938000521236","0.928598099287602","1"
"Yes","2015","Couple + C. LE 16 ","5296","0.846960982888102","0.838402627892154","0.85551933788405","1"
"Yes","2015","Couple + C. LE and GT 16","1846","0.804772053794838","0.788375697216359","0.821168410373317","1"
"Yes","2015","Single parent ","2156","0.909886390599495","0.898437590226994","0.921335190971995","1"
"No","2016","Couple + C. GT 16 ","313","0.099801521445617","0.0886333716664546","0.110969671224779","2"
"No","2016","Couple + C. LE 16 ","1160","0.158241258527105","0.14888083824025","0.167601678813959","2"
"No","2016","Couple + C. LE and GT 16","377","0.242844869756757","0.224496298604197","0.261193440909317","2"
"No","2016","Single parent ","191","0.0914996633951984","0.0793323326700224","0.103666994120374","2"
"No","2016","(Married) couple without C. ","581","0.0838543717193694","0.0775418723374611","0.0901668711012777","2"
"No","2016","1-pers.-HH","294","0.0689952365708741","0.0605866909829799","0.0774037821587683","2"
"Yes","2016","(Married) couple without C. ","6825","0.916145628280631","0.909833128898722","0.922458127662539","1"
"Yes","2016","1-pers.-HH","3196","0.931004763429126","0.922596217841232","0.93941330901702","1"
"Yes","2016","Couple + C. GT 16 ","2454","0.900198478554383","0.889030328775221","0.911366628333545","1"
"Yes","2016","Couple + C. LE 16 ","4680","0.841758741472895","0.832398321186041","0.85111916175975","1"
"Yes","2016","Couple + C. LE and GT 16","1721","0.757155130243243","0.738806559090683","0.775503701395803","1"
"Yes","2016","Single parent ","1966","0.908500336604802","0.896333005879626","0.920667667329978","1"
"No","2017","Couple + C. GT 16 ","378","0.122998119116742","0.111819444178239","0.134176794055245","2"
"No","2017","Couple + C. LE 16 ","2231","0.174866988537779","0.166065438371452","0.183668538704106","2"
"No","2017","Couple + C. LE and GT 16","657","0.227436224142832","0.211249008568513","0.24362343971715","2"
"No","2017","Single parent ","386","0.117116814668168","0.104396917755625","0.129836711580711","2"
"No","2017","(Married) couple without C. ","612","0.085360397159796","0.0793643338081427","0.0913564605114493","2"
"No","2017","1-pers.-HH","804","0.0835937786497731","0.0754899245783449","0.0916976327212014","2"
"Yes","2017","(Married) couple without C. ","7730","0.914639602840204","0.908643539488551","0.920635666191857","1"
"Yes","2017","1-pers.-HH","3677","0.916406221350227","0.908302367278799","0.924510075421655","1"
"Yes","2017","Couple + C. GT 16 ","2938","0.877001880883258","0.865823205944755","0.888180555821761","1"
"Yes","2017","Couple + C. LE 16 ","4924","0.825133011462221","0.816331461295893","0.833934561628548","1"
"Yes","2017","Couple + C. LE and GT 16","1919","0.772563775857168","0.75637656028285","0.788750991431487","1"
"Yes","2017","Single parent ","2069","0.882883185331832","0.870163288419289","0.895603082244375","1"
"No","2018","Couple + C. GT 16 ","376","0.135480622405562","0.123456476029507","0.147504768781617","2"
"No","2018","Couple + C. LE 16 ","2590","0.18429895819385","0.175300473704905","0.193297442682795","2"
"No","2018","Couple + C. LE and GT 16","849","0.25375151209851","0.237398050686574","0.270104973510446","2"
"No","2018","Single parent ","515","0.129139524233818","0.116115730788125","0.142163317679512","2"
"No","2018","(Married) couple without C. ","636","0.0911099286714794","0.0848635558385877","0.0973563015043712","2"
"No","2018","1-pers.-HH","1070","0.0913182519666396","0.0832723679824841","0.0993641359507951","2"
"Yes","2018","(Married) couple without C. ","7517","0.908890071328521","0.902643698495629","0.915136444161412","1"
"Yes","2018","1-pers.-HH","3854","0.90868174803336","0.900635864049205","0.916727632017516","1"
"Yes","2018","Couple + C. GT 16 ","2736","0.864519377594438","0.852495231218383","0.876543523970493","1"
"Yes","2018","Couple + C. LE 16 ","4542","0.81570104180615","0.806702557317205","0.824699526295095","1"
"Yes","2018","Couple + C. LE and GT 16","1871","0.74624848790149","0.729895026489554","0.762601949313426","1"
"Yes","2018","Single parent ","2032","0.870860475766182","0.857836682320488","0.883884269211875","1"
"No","2019","Couple + C. GT 16 ","354","0.156860425919305","0.14401287891551","0.1697079729231","2"
"No","2019","Couple + C. LE 16 ","2255","0.181564444143055","0.172354686424552","0.190774201861557","2"
"No","2019","Couple + C. LE and GT 16","885","0.262969321450553","0.246547920188643","0.279390722712463","2"
"No","2019","Single parent ","431","0.124568073321947","0.111193830317792","0.137942316326102","2"
"No","2019","(Married) couple without C. ","571","0.0925093406569884","0.0864104279570791","0.0986082533568977","2"
"No","2019","1-pers.-HH","910","0.0893911116167358","0.0814414918429877","0.0973407313904838","2"
"Yes","2019","(Married) couple without C. ","8099","0.907490659343012","0.901391746643102","0.913589572042921","1"
"Yes","2019","1-pers.-HH","4038","0.910608888383264","0.902659268609516","0.918558508157012","1"
"Yes","2019","Couple + C. GT 16 ","2724","0.843139574080695","0.8302920270769","0.85598712108449","1"
"Yes","2019","Couple + C. LE 16 ","4475","0.818435555856945","0.809225798138443","0.827645313575448","1"
"Yes","2019","Couple + C. LE and GT 16","1876","0.737030678549447","0.720609277287537","0.753452079811357","1"
"Yes","2019","Single parent ","1911","0.875431926678053","0.862057683673898","0.888806169682208","1"
