"plj0014_v3","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence","value"
"Yes","1999","66 and older","North Rhine-Westphalia","313","0.964295156513571","0.944395599110366","0.984194713916775","1"
"Yes","1999","66 and older","Hesse","116","0.94115807607119","0.900705038893372","0.981611113249007","1"
"Yes","1999","66 and older","Rhineland-Palatinate,Saarland","119","0.971783430618905","0.942869997057649","1.00069686418016","1"
"Yes","1999","66 and older","Baden-Württemberg","189","0.97318309104529","0.951538826153911","0.994827355936669","1"
"Yes","1999","66 and older","Bavaria","258","0.96029334623004","0.937087508912649","0.983499183547431","1"
"Yes","1999","66 and older","Berlin","67","1","1","1","1"
"Yes","1999","66 and older","Brandenburg","73","0.984168476615216","0.955728560593138","1.01260839263729","1"
"Yes","1999","66 and older","Mecklenburg-Western Pomerania","42","1","1","1","1"
"Yes","1999","16-34 y.","Mecklenburg-Western Pomerania","139","1","1","1","1"
"Yes","1999","16-34 y.","Saxony","355","0.990539308462786","0.980511549728106","1.00056706719747","1"
"Yes","1999","16-34 y.","Saxony-Anhalt","208","1","1","1","1"
"Yes","1999","16-34 y.","Thuringia","226","0.991373848490562","0.9793703473617","1.00337734961942","1"
"Yes","1999","35-65 y.","Schleswig-Holstein","177","0.969595958709585","0.944854615034529","0.994337302384641","1"
"Yes","1999","35-65 y.","Hamburg","57","0.918522516199763","0.854889483130749","0.982155549268777","1"
"Yes","1999","66 and older","Saxony","153","1","1","1","1"
"Yes","1999","66 and older","Saxony-Anhalt","89","0.978663424605009","0.948809194727752","1.00851765448226","1"
"Yes","1999","66 and older","Thuringia","99","1","1","1","1"
"No","2000","16-34 y.","Schleswig-Holstein","11","","","","2"
"No","2000","35-65 y.","Saxony-Anhalt","","","","","2"
"No","2000","16-34 y.","Hamburg","10","","","","2"
"No","2000","16-34 y.","Lower Saxony","75","0.101705031668574","0.0783966277646914","0.125013435572456","2"
"No","2000","35-65 y.","Brandenburg","","","","","2"
"No","2000","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"No","2000","16-34 y.","Bremen","8","","","","2"
"No","2000","16-34 y.","North Rhine-Westphalia","275","0.145890313100696","0.128196786626643","0.163583839574749","2"
"No","2000","16-34 y.","Hesse","113","0.21199817292141","0.175660289471009","0.24833605637181","2"
"No","2000","16-34 y.","Rhineland-Palatinate,Saarland","48","0.122776482877979","0.0901638382984961","0.155389127457462","2"
"No","2000","35-65 y.","Saxony","7","","","","2"
"No","2000","16-34 y.","Baden-Württemberg","300","0.234450917835816","0.20784482505104","0.261057010620592","2"
"No","2000","16-34 y.","Bavaria","123","0.106780195429773","0.0878552427735948","0.125705148085952","2"
"No","2000","16-34 y.","Berlin","24","","","","2"
"No","2000","16-34 y.","Brandenburg","","","","","2"
"No","2000","16-34 y.","Mecklenburg-Western Pomerania","2","","","","2"
"No","2000","35-65 y.","Hamburg","12","","","","2"
"No","2000","35-65 y.","North Rhine-Westphalia","318","0.100961071927651","0.0899521603125188","0.111969983542783","2"
"No","2000","35-65 y.","Hesse","150","0.151732961977726","0.129003016930132","0.174462907025321","2"
"No","2000","35-65 y.","Rhineland-Palatinate,Saarland","62","0.0667611009085676","0.0496348945429935","0.0838873072741418","2"
"No","2000","35-65 y.","Baden-Württemberg","361","0.164232443753707","0.14610724388283","0.182357643624585","2"
"No","2000","35-65 y.","Bavaria","180","0.0980699142623723","0.0846009705765152","0.111538857948229","2"
"No","2000","35-65 y.","Berlin","32","0.0745561741150036","0.0514628349062433","0.0976495133237639","2"
"No","2000","35-65 y.","Thuringia","2","","","","2"
"No","2000","66 and older","Schleswig-Holstein","2","","","","2"
"No","2000","66 and older","Hamburg","1","","","","2"
"No","2000","66 and older","Lower Saxony","2","","","","2"
"No","2000","16-34 y.","Saxony","6","","","","2"
"No","2000","16-34 y.","Saxony-Anhalt","","","","","2"
"No","2000","16-34 y.","Thuringia","3","","","","2"
"No","2000","35-65 y.","Schleswig-Holstein","20","","","","2"
"No","2000","35-65 y.","Lower Saxony","65","0.0536364581887999","0.0401559185876191","0.0671169977899808","2"
"No","2000","35-65 y.","Bremen","5","","","","2"
"No","2000","66 and older","Bremen","1","","","","2"
"No","2000","66 and older","North Rhine-Westphalia","36","0.0332882505769946","0.0206340875484111","0.0459424136055781","2"
"No","2000","66 and older","Hesse","15","","","","2"
"No","2000","66 and older","Rhineland-Palatinate,Saarland","12","","","","2"
"No","2000","66 and older","Baden-Württemberg","29","","","","2"
"No","2000","66 and older","Bavaria","17","","","","2"
"No","2000","66 and older","Berlin","2","","","","2"
"No","2000","66 and older","Brandenburg","1","","","","2"
"No","2000","66 and older","Saxony-Anhalt","1","","","","2"
"No","2000","66 and older","Thuringia","","","","","2"
"No","2000","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"No","2000","66 and older","Saxony","","","","","2"
"Yes","2000","16-34 y.","Schleswig-Holstein","159","0.936569049201314","0.899930004493045","0.973208093909582","1"
"Yes","2000","16-34 y.","Hamburg","67","0.899552676449623","0.832412077201314","0.966693275697933","1"
"Yes","2000","16-34 y.","Lower Saxony","571","0.898294968331426","0.874986564427544","0.921603372235309","1"
"Yes","2000","16-34 y.","Bremen","43","0.793249070325762","0.682103662330985","0.904394478320538","1"
"Yes","2000","16-34 y.","North Rhine-Westphalia","1254","0.854109686899304","0.836416160425251","0.871803213373357","1"
"Yes","2000","16-34 y.","Hesse","373","0.78800182707859","0.751663943628189","0.824339710528991","1"
"Yes","2000","16-34 y.","Rhineland-Palatinate,Saarland","341","0.877223517122021","0.844610872542538","0.909836161701504","1"
"Yes","2000","16-34 y.","Baden-Württemberg","674","0.765549082164184","0.738942989379408","0.79215517494896","1"
"Yes","2000","16-34 y.","Bavaria","900","0.893219804570227","0.874294851914048","0.912144757226405","1"
"Yes","2000","16-34 y.","Berlin","197","0.86015694984987","0.814431156481959","0.905882743217781","1"
"Yes","2000","16-34 y.","Brandenburg","292","1","1","1","1"
"Yes","2000","35-65 y.","Lower Saxony","1008","0.9463635418112","0.932883002210019","0.959844081412381","1"
"Yes","2000","35-65 y.","Bremen","89","0.927640213476294","0.875265388307319","0.98001503864527","1"
"Yes","2000","35-65 y.","North Rhine-Westphalia","2559","0.899038928072349","0.888030016457217","0.910047839687481","1"
"Yes","2000","35-65 y.","Hesse","807","0.848267038022274","0.825537092974679","0.870996983069868","1"
"Yes","2000","35-65 y.","Rhineland-Palatinate,Saarland","754","0.933238899091432","0.916112692725858","0.950365105457007","1"
"Yes","2000","35-65 y.","Baden-Württemberg","1244","0.835767556246293","0.817642356375415","0.85389275611717","1"
"Yes","2000","35-65 y.","Bavaria","1693","0.901930085737628","0.888461142051771","0.915399029423485","1"
"Yes","2000","35-65 y.","Berlin","465","0.925443825884996","0.902350486676236","0.948537165093757","1"
"Yes","2000","35-65 y.","Brandenburg","570","1","1","1","1"
"Yes","2000","35-65 y.","Mecklenburg-Western Pomerania","308","1","1","1","1"
"Yes","2000","35-65 y.","Saxony","1007","0.993364295810597","0.988367093922423","0.998361497698772","1"
"Yes","2000","35-65 y.","Saxony-Anhalt","618","1","1","1","1"
"Yes","2000","35-65 y.","Thuringia","577","0.997110619091166","0.992738591648014","1.00148264653432","1"
"Yes","2000","66 and older","Schleswig-Holstein","124","0.957705724626716","0.922564276475353","0.992847172778079","1"
"Yes","2000","66 and older","Hamburg","43","0.97139312326083","0.922137650997304","1.02064859552435","1"
"Yes","2000","66 and older","Lower Saxony","317","0.995200065153563","0.987615588504649","1.00278454180248","1"
"Yes","2000","66 and older","Bremen","42","0.985527273205241","0.949830959563003","1.02122358684748","1"
"Yes","2000","66 and older","North Rhine-Westphalia","736","0.966711749423005","0.954057586394422","0.979365912451589","1"
"Yes","2000","66 and older","Hesse","227","0.951919866477288","0.924965853330132","0.978873879624444","1"
"Yes","2000","66 and older","Rhineland-Palatinate,Saarland","249","0.962440035472974","0.939373771157402","0.985506299788547","1"
"Yes","2000","66 and older","Baden-Württemberg","366","0.969236452155437","0.95220770792041","0.986265196390464","1"
"Yes","2000","66 and older","Bavaria","486","0.968574135199875","0.953327495019337","0.983820775380413","1"
"Yes","2000","66 and older","Berlin","103","0.987465977734008","0.966186559860917","1.0087453956071","1"
"Yes","2000","66 and older","Brandenburg","159","0.990802700564133","0.97601121297299","1.00559418815528","1"
"Yes","2000","66 and older","Mecklenburg-Western Pomerania","81","1","1","1","1"
"Yes","2000","16-34 y.","Mecklenburg-Western Pomerania","177","0.991102034450851","0.977344958996015","1.00485910990569","1"
"Yes","2000","16-34 y.","Saxony","502","0.990590644530566","0.982195207979465","0.998986081081668","1"
"Yes","2000","16-34 y.","Saxony-Anhalt","284","1","1","1","1"
"Yes","2000","16-34 y.","Thuringia","313","0.990913066439085","0.980450674060428","1.00137545881774","1"
"Yes","2000","35-65 y.","Schleswig-Holstein","399","0.950810304433863","0.930102927604827","0.971517681262898","1"
"Yes","2000","35-65 y.","Hamburg","167","0.957411657733542","0.927830422909685","0.986992892557398","1"
"Yes","2000","66 and older","Saxony","265","1","1","1","1"
"Yes","2000","66 and older","Saxony-Anhalt","160","0.987312763300302","0.970024711711528","1.00460081488908","1"
"Yes","2000","66 and older","Thuringia","163","1","1","1","1"
"No","2001","16-34 y.","Schleswig-Holstein","8","","","","2"
"No","2001","16-34 y.","Hamburg","9","","","","2"
"No","2001","16-34 y.","Lower Saxony","64","0.106548429987661","0.0809484263479849","0.132148433627337","2"
"No","2001","16-34 y.","Bremen","7","","","","2"
"No","2001","16-34 y.","North Rhine-Westphalia","247","0.152133005977567","0.132924850049426","0.171341161905708","2"
"No","2001","16-34 y.","Hesse","94","0.229514757623416","0.188710500114565","0.270319015132267","2"
"No","2001","16-34 y.","Rhineland-Palatinate,Saarland","39","0.116599155358206","0.0824346726622033","0.15076363805421","2"
"No","2001","35-65 y.","Saxony-Anhalt","","","","","2"
"No","2001","16-34 y.","Baden-Württemberg","243","0.218911044750118","0.190813361448435","0.247008728051801","2"
"No","2001","16-34 y.","Bavaria","103","0.0983954745067526","0.0789147310843608","0.117876217929144","2"
"No","2001","16-34 y.","Berlin","20","","","","2"
"No","2001","16-34 y.","Brandenburg","","","","","2"
"No","2001","16-34 y.","Mecklenburg-Western Pomerania","2","","","","2"
"No","2001","35-65 y.","Brandenburg","","","","","2"
"No","2001","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"No","2001","35-65 y.","Saxony","3","","","","2"
"No","2001","16-34 y.","Saxony","","","","","2"
"No","2001","16-34 y.","Saxony-Anhalt","","","","","2"
"No","2001","16-34 y.","Thuringia","1","","","","2"
"No","2001","35-65 y.","Schleswig-Holstein","18","","","","2"
"No","2001","35-65 y.","Hamburg","14","","","","2"
"No","2001","35-65 y.","North Rhine-Westphalia","285","0.101354084823865","0.0897869133160981","0.112921256331632","2"
"No","2001","35-65 y.","Hesse","128","0.13947332900071","0.116169783738686","0.162776874262734","2"
"No","2001","35-65 y.","Rhineland-Palatinate,Saarland","60","0.0755218149674931","0.0569547680190964","0.0940888619158898","2"
"No","2001","35-65 y.","Baden-Württemberg","314","0.16021891535603","0.141133710272063","0.179304120439997","2"
"No","2001","35-65 y.","Bavaria","164","0.0939598466274751","0.0800285028105266","0.107891190444424","2"
"No","2001","35-65 y.","Berlin","29","","","","2"
"No","2001","35-65 y.","Thuringia","1","","","","2"
"No","2001","66 and older","Schleswig-Holstein","1","","","","2"
"No","2001","66 and older","Hamburg","1","","","","2"
"No","2001","66 and older","Lower Saxony","5","","","","2"
"No","2001","35-65 y.","Lower Saxony","61","0.0513925933970534","0.0376733527779559","0.065111834016151","2"
"No","2001","35-65 y.","Bremen","6","","","","2"
"No","2001","66 and older","Bremen","1","","","","2"
"No","2001","66 and older","North Rhine-Westphalia","37","0.0317074280484155","0.0189176129310001","0.0444972431658308","2"
"No","2001","66 and older","Hesse","18","","","","2"
"No","2001","66 and older","Rhineland-Palatinate,Saarland","9","","","","2"
"No","2001","66 and older","Baden-Württemberg","32","0.0393785036116404","0.0196406724359537","0.0591163347873272","2"
"No","2001","66 and older","Bavaria","19","","","","2"
"No","2001","66 and older","Berlin","","","","","2"
"No","2001","66 and older","Brandenburg","1","","","","2"
"No","2001","66 and older","Saxony-Anhalt","","","","","2"
"No","2001","66 and older","Thuringia","","","","","2"
"No","2001","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"No","2001","66 and older","Saxony","","","","","2"
"Yes","2001","16-34 y.","Schleswig-Holstein","142","0.942943028119244","0.905823747751656","0.980062308486832","1"
"Yes","2001","16-34 y.","Hamburg","59","0.898623614754255","0.826885336529781","0.970361892978729","1"
"Yes","2001","16-34 y.","Lower Saxony","494","0.893451570012339","0.867851566372663","0.919051573652015","1"
"Yes","2001","16-34 y.","Bremen","40","0.718367858055068","0.58977592722473","0.846959788885405","1"
"Yes","2001","16-34 y.","North Rhine-Westphalia","1096","0.847866994022433","0.828658838094292","0.867075149950574","1"
"Yes","2001","16-34 y.","Hesse","314","0.770485242376584","0.729680984867733","0.811289499885435","1"
"Yes","2001","16-34 y.","Rhineland-Palatinate,Saarland","300","0.883400844641794","0.84923636194579","0.917565327337797","1"
"Yes","2001","16-34 y.","Baden-Württemberg","589","0.781088955249882","0.752991271948199","0.809186638551565","1"
"Yes","2001","16-34 y.","Bavaria","795","0.901604525493247","0.882123782070856","0.921085268915639","1"
"Yes","2001","16-34 y.","Berlin","204","0.88023580150095","0.837716403966623","0.922755199035277","1"
"Yes","2001","16-34 y.","Brandenburg","260","1","1","1","1"
"Yes","2001","16-34 y.","Mecklenburg-Western Pomerania","152","0.987507628869655","0.96996557665748","1.00504968108183","1"
"Yes","2001","16-34 y.","Saxony","459","1","1","1","1"
"Yes","2001","16-34 y.","Saxony-Anhalt","273","1","1","1","1"
"Yes","2001","16-34 y.","Thuringia","286","0.994091737979067","0.98522527819732","1.00295819776081","1"
"Yes","2001","35-65 y.","Lower Saxony","934","0.948607406602947","0.934888165983849","0.962326647222044","1"
"Yes","2001","35-65 y.","Bremen","72","0.905551974624211","0.840650596028776","0.970453353219645","1"
"Yes","2001","35-65 y.","North Rhine-Westphalia","2330","0.898645915176135","0.887078743668368","0.910213086683902","1"
"Yes","2001","35-65 y.","Hesse","721","0.86052667099929","0.837223125737266","0.883830216261314","1"
"Yes","2001","35-65 y.","Rhineland-Palatinate,Saarland","718","0.924478185032507","0.90591113808411","0.943045231980904","1"
"Yes","2001","35-65 y.","Baden-Württemberg","1105","0.83978108464397","0.820695879560003","0.858866289727937","1"
"Yes","2001","35-65 y.","Bavaria","1521","0.906040153372525","0.892108809555576","0.919971497189473","1"
"Yes","2001","35-65 y.","Berlin","453","0.925190924840787","0.901704473805821","0.948677375875752","1"
"Yes","2001","35-65 y.","Brandenburg","539","1","1","1","1"
"Yes","2001","35-65 y.","Mecklenburg-Western Pomerania","284","1","1","1","1"
"Yes","2001","35-65 y.","Saxony","926","0.995808905298947","0.991654661560081","0.999963149037813","1"
"Yes","2001","35-65 y.","Saxony-Anhalt","578","1","1","1","1"
"Yes","2001","35-65 y.","Thuringia","539","0.997987431953684","0.994207456029506","1.00176740787786","1"
"Yes","2001","66 and older","Schleswig-Holstein","119","0.962468851705084","0.928463541904295","0.996474161505873","1"
"Yes","2001","66 and older","Hamburg","42","0.973426276945858","0.925354342554503","1.02149821133721","1"
"Yes","2001","66 and older","Lower Saxony","304","0.984906542796717","0.9713121214488","0.998500964144633","1"
"Yes","2001","66 and older","Bremen","32","0.981274143195472","0.935024631934528","1.02752365445642","1"
