"plj0014_v3","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2015","35-65 y.","no migration background","11027","0.999672532864143","0.999334877949595","1.00001018777869"
"Yes","2015","35-65 y.","direct migration background","1467","0.413721484430011","0.397515989013066","0.429926979846955"
"Yes","2015","35-65 y.","indirect migration background","514","0.729438490526518","0.696145915675298","0.762731065377738"
"Yes","2015","66 and older","no migration background","4522","0.999076789167897","0.998191998167348","0.999961580168446"
"Yes","2015","66 and older","direct migration background","260","0.520314728753813","0.473528042407713","0.567101415099913"
"Yes","2015","66 and older","indirect migration background","5","","",""
"No","2015","16-34 y.","no migration background","3","","",""
"No","2015","16-34 y.","direct migration background","1308","0.564859614824862","0.542894289653392","0.586824939996333"
"No","2015","16-34 y.","indirect migration background","269","0.255133337368157","0.22814121065942","0.282125464076895"
"No","2015","35-65 y.","no migration background","3","","",""
"No","2015","35-65 y.","direct migration background","2081","0.586278515569989","0.570073020153045","0.602484010986934"
"No","2015","35-65 y.","indirect migration background","170","0.270561509473482","0.237268934622262","0.303854084324702"
"No","2015","66 and older","no migration background","4","","",""
"No","2015","66 and older","direct migration background","178","0.479685271246187","0.432898584900087","0.526471957592287"
"No","2015","66 and older","indirect migration background","","","",""
"Yes","2016","16-34 y.","no migration background","3381","0.999900587618788","0.99956472056508","1.0002364546725"
"Yes","2016","16-34 y.","direct migration background","539","0.394557328057331","0.368872533490892","0.420242122623769"
"Yes","2016","16-34 y.","indirect migration background","698","0.751858452422341","0.723825524633656","0.779891380211026"
"Yes","2016","35-65 y.","no migration background","10197","0.999680679826698","0.999333949496866","1.00002741015653"
"Yes","2016","35-65 y.","direct migration background","1345","0.379291271334572","0.362221897684841","0.396360644984302"
"Yes","2016","35-65 y.","indirect migration background","500","0.749456332099909","0.716296596920858","0.782616067278959"
"Yes","2016","66 and older","no migration background","4367","0.998266986094644","0.997034214183393","0.999499758005896"
"Yes","2016","66 and older","direct migration background","243","0.428346672914379","0.380212984649891","0.476480361178866"
"Yes","2016","66 and older","indirect migration background","4","","",""
"No","2016","16-34 y.","no migration background","4","","",""
"No","2016","16-34 y.","direct migration background","852","0.605442671942669","0.579757877376231","0.631127466509108"
"No","2016","16-34 y.","indirect migration background","214","0.248141547577659","0.220108619788974","0.276174475366344"
"No","2016","35-65 y.","no migration background","3","","",""
"No","2016","35-65 y.","direct migration background","1759","0.620708728665428","0.603639355015698","0.637778102315159"
"No","2016","35-65 y.","indirect migration background","156","0.250543667900092","0.217383932721041","0.283703403079142"
"No","2016","66 and older","no migration background","6","","",""
"No","2016","66 and older","direct migration background","163","0.571653327085622","0.523519638821134","0.619787015350109"
"No","2016","66 and older","indirect migration background","","","",""
"Yes","2017","16-34 y.","no migration background","4093","0.99990344495482","0.999602536330596","1.00020435357904"
"Yes","2017","16-34 y.","direct migration background","487","0.323231608077198","0.304963348537115","0.34149986761728"
"Yes","2017","16-34 y.","indirect migration background","771","0.743912719426269","0.716515860117049","0.77130957873549"
"Yes","2017","35-65 y.","no migration background","11658","0.999718144611831","0.999413472886905","1.00002281633676"
"Yes","2017","35-65 y.","direct migration background","1412","0.352555244887993","0.338321492272053","0.366788997503933"
"Yes","2017","35-65 y.","indirect migration background","560","0.756399287767778","0.725131753073414","0.787666822462142"
"Yes","2017","66 and older","no migration background","4578","0.998620414458133","0.997545812322062","0.999695016594203"
"Yes","2017","66 and older","direct migration background","266","0.37912998360382","0.334253447239067","0.424006519968572"
"Yes","2017","66 and older","indirect migration background","13","","",""
"No","2017","16-34 y.","no migration background","3","","",""
"No","2017","16-34 y.","direct migration background","2031","0.676768391922802","0.65850013238272","0.695036651462885"
"No","2017","16-34 y.","indirect migration background","204","0.256087280573731","0.22869042126451","0.283484139882951"
"No","2017","35-65 y.","no migration background","3","","",""
"No","2017","35-65 y.","direct migration background","2916","0.647444755112007","0.633211002496067","0.661678507727947"
"No","2017","35-65 y.","indirect migration background","164","0.243600712232222","0.212333177537858","0.274868246926586"
"No","2017","66 and older","no migration background","5","","",""
"No","2017","66 and older","direct migration background","183","0.62087001639618","0.575993480031428","0.665746552760933"
"No","2017","66 and older","indirect migration background","3","","",""
"Yes","2018","16-34 y.","no migration background","3996","1","1","1"
"Yes","2018","16-34 y.","direct migration background","435","0.277310297689079","0.26165706892029","0.292963526457867"
"Yes","2018","16-34 y.","indirect migration background","805","0.749621191480876","0.722524762516202","0.77671762044555"
"Yes","2018","35-65 y.","no migration background","11042","0.999606001292599","0.999235894499121","0.999976108086077"
"Yes","2018","35-65 y.","direct migration background","1361","0.331546275957358","0.318108883759668","0.344983668155049"
"Yes","2018","35-65 y.","indirect migration background","566","0.763639343661926","0.732411281719102","0.79486740560475"
"Yes","2018","66 and older","no migration background","4589","0.997714263060638","0.996333342138964","0.999095183982312"
"Yes","2018","66 and older","direct migration background","268","0.349065168051108","0.306421997703909","0.391708338398306"
"Yes","2018","66 and older","indirect migration background","18","","",""
"No","2018","16-34 y.","no migration background","","","",""
"No","2018","16-34 y.","direct migration background","2707","0.722689702310922","0.707036473542133","0.73834293107971"
"No","2018","16-34 y.","indirect migration background","177","0.250378808519124","0.22328237955445","0.277475237483798"
"No","2018","35-65 y.","no migration background","3","","",""
"No","2018","35-65 y.","direct migration background","3354","0.668453724042642","0.655016331844951","0.681891116240332"
"No","2018","35-65 y.","indirect migration background","145","0.236360656338074","0.205132594395251","0.267588718280898"
"No","2018","66 and older","no migration background","5","","",""
"No","2018","66 and older","direct migration background","212","0.650934831948892","0.608291661601694","0.69357800229609"
"No","2018","66 and older","indirect migration background","2","","",""
"Yes","2019","16-34 y.","no migration background","3757","0.999928593108018","0.999658431108405","1.00019875510763"
"Yes","2019","16-34 y.","direct migration background","356","0.274653270012336","0.257390288830606","0.291916251194066"
"Yes","2019","16-34 y.","indirect migration background","737","0.735732890431216","0.706665663483062","0.764800117379371"
"Yes","2019","35-65 y.","no migration background","11768","0.999664796813909","0.999334105582389","0.999995488045429"
"Yes","2019","35-65 y.","direct migration background","1290","0.321772276541714","0.307964239644552","0.335580313438876"
"Yes","2019","35-65 y.","indirect migration background","664","0.7841307564232","0.755459318209787","0.812802194636612"
"Yes","2019","66 and older","no migration background","4774","0.998185488168716","0.996979135617004","0.999391840720428"
"Yes","2019","66 and older","direct migration background","254","0.346424397202177","0.303129047506815","0.389719746897539"
"Yes","2019","66 and older","indirect migration background","33","0.822618475561625","0.697836958385726","0.947399992737523"
"No","2019","16-34 y.","no migration background","1","","",""
"No","2019","16-34 y.","direct migration background","2212","0.725346729987664","0.708083748805934","0.742609711169393"
"No","2019","16-34 y.","indirect migration background","147","0.264267109568784","0.235199882620629","0.293334336516938"
"No","2019","35-65 y.","no migration background","3","","",""
"No","2019","35-65 y.","direct migration background","3107","0.678227723458286","0.664419686561124","0.692035760355448"
"No","2019","35-65 y.","indirect migration background","127","0.215869243576801","0.187197805363388","0.244540681790213"
"No","2019","66 and older","no migration background","7","","",""
"No","2019","66 and older","direct migration background","210","0.653575602797823","0.610280253102461","0.696870952493185"
"No","2019","66 and older","indirect migration background","3","","",""
