"plj0014_v3","year","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","2013","Male","11060","0.950852954509341","0.946931028065694","0.954774880952989","1"
"No","2014","Female","1710","0.0926451046572945","0.0879616694565028","0.0973285398580862","2"
"No","2014","Male","1398","0.0929595016557442","0.0878674554504167","0.0980515478610717","2"
"Yes","2014","Female","13012","0.907354895342706","0.902671460141914","0.912038330543497","1"
"Yes","2014","Male","11094","0.907040498344256","0.901948452138928","0.912132544549583","1"
"No","2015","Female","2160","0.094867411351706","0.0901083381847758","0.0996264845186362","2"
"No","2015","Male","1856","0.100753350669755","0.0954543498266136","0.106052351512896","2"
"Yes","2015","Female","12404","0.905132588648294","0.900373515481364","0.909891661815224","1"
"Yes","2015","Male","10539","0.899246649330245","0.893947648487104","0.904545650173386","1"
"No","2016","Female","1711","0.104237068838013","0.0990329627248171","0.109441174951209","2"
"No","2016","Male","1446","0.107975478406236","0.102224493376945","0.113726463435528","2"
"Yes","2016","Female","11533","0.895762931161987","0.890558825048791","0.900967037275183","1"
"Yes","2016","Male","9741","0.892024521593764","0.886273536564472","0.897775506623055","1"
"No","2017","Female","2550","0.11643592489952","0.111360532496931","0.121511317302108","2"
"No","2017","Male","2962","0.115997837361929","0.110694959377356","0.121300715346502","2"
"Yes","2017","Female","12792","0.88356407510048","0.878488682697892","0.888639467503069","1"
"Yes","2017","Male","11046","0.884002162638071","0.878699284653498","0.889305040622644","1"
"No","2018","Female","2960","0.122355601911673","0.117179014267713","0.127532189555632","2"
"No","2018","Male","3645","0.127657418855856","0.122186209329498","0.133128628382214","2"
"Yes","2018","Female","12434","0.877644398088327","0.872467810444368","0.882820985732287","1"
"Yes","2018","Male","10646","0.872342581144144","0.866871371617786","0.877813790670502","1"
"No","2019","Female","2588","0.123414052253039","0.118133006354284","0.128695098151794","2"
"No","2019","Male","3229","0.130522153713952","0.125046483750354","0.13599782367755","2"
"Yes","2019","Female","12313","0.876585947746961","0.871304901848206","0.881866993645716","1"
"Yes","2019","Male","11311","0.869477846286048","0.86400217632245","0.874953516249646","1"
