"plj0014_v3","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","1999","vocational + Abi","East Germany","1","","","","2"
"Yes","1999","in school","West Germany","172","0.857267179366941","0.81061829755159","0.903916061182291","1"
"Yes","1999","in school","East Germany","105","1","1","1","1"
"Yes","1999","inadequately","West Germany","101","0.387844426144122","0.34079447635139","0.434894375936853","1"
"Yes","1999","inadequately","East Germany","16","","","","1"
"Yes","1999","general elemantary","West Germany","1547","0.868836844775056","0.854360666807453","0.883313022742659","1"
"Yes","1999","general elemantary","East Germany","370","0.993816300744553","0.985850052078907","1.0017825494102","1"
"Yes","1999","middle vocational","West Germany","4340","0.930470332349328","0.923335470877428","0.937605193821229","1"
"Yes","1999","middle vocational","East Germany","2084","0.999181254524115","0.99795385052362","1.00040865852461","1"
"Yes","1999","vocational + Abi","West Germany","359","0.836423469481833","0.801703570909053","0.871143368054613","1"
"Yes","1999","vocational + Abi","East Germany","73","0.980119736169694","0.948315653755182","1.01192381858421","1"
"Yes","1999","higher vocational","West Germany","558","0.972548348257937","0.959227741349159","0.985868955166715","1"
"Yes","1999","higher vocational","East Germany","245","1","1","1","1"
"Yes","1999","higher education","West Germany","1032","0.917057654916568","0.900833089345219","0.933282220487916","1"
"Yes","1999","higher education","East Germany","858","0.993016674889187","0.987454355576121","0.998578994202252","1"
"No","2000","in school","East Germany","1","","","","2"
"No","2000","inadequately","West Germany","249","0.565153115652462","0.515698630710338","0.614607600594585","2"
"No","2000","inadequately","East Germany","1","","","","2"
"No","2000","higher vocational","West Germany","89","0.0664724267504477","0.0533579545157967","0.0795868989850987","2"
"No","2000","higher vocational","East Germany","2","","","","2"
"No","2000","in school","West Germany","54","0.121598289362473","0.0875530196472967","0.155643559077648","2"
"No","2000","general elemantary","West Germany","732","0.165189973163458","0.152038928210441","0.178341018116474","2"
"No","2000","general elemantary","East Germany","5","","","","2"
"No","2000","higher education","West Germany","205","0.0953734584352251","0.0839616985209425","0.106785218349508","2"
"No","2000","higher education","East Germany","4","","","","2"
"No","2000","middle vocational","West Germany","803","0.0673855862324542","0.0623734719568073","0.0723977005081011","2"
"No","2000","middle vocational","East Germany","10","","","","2"
"No","2000","vocational + Abi","West Germany","153","0.143807399581341","0.122113310866975","0.165501488295707","2"
"No","2000","vocational + Abi","East Germany","3","","","","2"
"Yes","2000","in school","West Germany","300","0.878401710637527","0.844356440922352","0.912446980352703","1"
"Yes","2000","in school","East Germany","143","0.993757303736924","0.980892797725777","1.00662180974807","1"
"Yes","2000","inadequately","West Germany","137","0.434846884347539","0.385392399405415","0.484301369289662","1"
"Yes","2000","inadequately","East Germany","19","","","","1"
"Yes","2000","general elemantary","West Germany","2331","0.834810026836542","0.821658981883525","0.847961071789559","1"
"Yes","2000","general elemantary","East Germany","511","0.990547299680439","0.982198216378304","0.998896382982573","1"
"Yes","2000","middle vocational","West Germany","8807","0.932614413767546","0.927602299491899","0.937626528043193","1"
"Yes","2000","middle vocational","East Germany","3258","0.997796065694006","0.996188283245908","0.999403848142104","1"
"Yes","2000","vocational + Abi","West Germany","852","0.856192600418659","0.834498511704293","0.877886689133025","1"
"Yes","2000","vocational + Abi","East Germany","122","0.976664644740965","0.950199576005301","1.00312971347663","1"
"Yes","2000","higher vocational","West Germany","1297","0.933527573249552","0.920413101014901","0.946642045484203","1"
"Yes","2000","higher vocational","East Germany","506","0.99673058172746","0.991766483467393","1.00169467998753","1"
"Yes","2000","higher education","West Germany","2340","0.904626541564775","0.893214781650492","0.916038301479058","1"
"Yes","2000","higher education","East Germany","1291","0.995435582464397","0.991764345057571","0.999106819871222","1"
"No","2001","in school","East Germany","","","","","2"
"No","2001","inadequately","West Germany","182","0.516735711521309","0.459903251328749","0.573568171713869","2"
"No","2001","inadequately","East Germany","","","","","2"
"No","2001","general elemantary","West Germany","672","0.178252819360346","0.163713925011254","0.192791713709438","2"
"No","2001","general elemantary","East Germany","2","","","","2"
"No","2001","higher vocational","West Germany","75","0.0607290928924404","0.0474197359155475","0.0740384498693333","2"
"No","2001","higher vocational","East Germany","","","","","2"
"No","2001","in school","West Germany","53","0.128086286372803","0.0950462978979948","0.161126274847612","2"
"No","2001","higher education","West Germany","184","0.0997338757632119","0.0875930852687213","0.111874666257702","2"
"No","2001","higher education","East Germany","3","","","","2"
"No","2001","middle vocational","West Germany","712","0.0664629318844782","0.0612097533309974","0.071716110437959","2"
"No","2001","middle vocational","East Germany","3","","","","2"
"No","2001","vocational + Abi","West Germany","132","0.123570618239619","0.102731400591185","0.144409835888054","2"
"No","2001","vocational + Abi","East Germany","2","","","","2"
"Yes","2001","in school","West Germany","340","0.871913713627197","0.838873725152388","0.904953702102005","1"
"Yes","2001","in school","East Germany","158","1","1","1","1"
"Yes","2001","inadequately","West Germany","115","0.483264288478691","0.426431828286131","0.540096748671251","1"
"Yes","2001","inadequately","East Germany","15","","","","1"
"Yes","2001","general elemantary","West Germany","1990","0.821747180639654","0.807208286290562","0.836286074988746","1"
"Yes","2001","general elemantary","East Germany","458","0.993555677120809","0.986243378386014","1.0008679758556","1"
"Yes","2001","middle vocational","West Germany","7925","0.933537068115522","0.928283889562041","0.938790246669003","1"
"Yes","2001","middle vocational","East Germany","3014","0.998942347526142","0.997782496682145","1.00010219837014","1"
"Yes","2001","vocational + Abi","West Germany","826","0.876429381760381","0.855590164111946","0.897268599408815","1"
"Yes","2001","vocational + Abi","East Germany","119","0.97898888310646","0.953434296758231","1.00454346945469","1"
"Yes","2001","higher vocational","West Germany","1162","0.93927090710756","0.925961550130667","0.952580264084453","1"
"Yes","2001","higher vocational","East Germany","445","1","1","1","1"
"Yes","2001","higher education","West Germany","2156","0.900266124236788","0.888125333742298","0.912406914731279","1"
"Yes","2001","higher education","East Germany","1225","0.997716573037186","0.995046973838783","1.00038617223559","1"
"No","2002","in school","East Germany","","","","","2"
"No","2002","general elemantary","West Germany","589","0.17281226361927","0.157976765287948","0.187647761950593","2"
"No","2002","higher vocational","West Germany","74","0.062775158613539","0.0495694595801077","0.0759808576469703","2"
"No","2002","inadequately","West Germany","161","0.517382620415513","0.457668182637443","0.577097058193582","2"
"No","2002","inadequately","East Germany","","","","","2"
"No","2002","higher vocational","East Germany","","","","","2"
"No","2002","higher education","West Germany","204","0.0955219458183341","0.0854102398981223","0.105633651738546","2"
"No","2002","higher education","East Germany","4","","","","2"
"No","2002","in school","West Germany","48","0.147223870538381","0.114949020818567","0.179498720258195","2"
"No","2002","general elemantary","East Germany","2","","","","2"
"No","2002","middle vocational","West Germany","657","0.0648598123568877","0.0597019253349792","0.0700176993787963","2"
"No","2002","middle vocational","East Germany","4","","","","2"
"No","2002","vocational + Abi","West Germany","126","0.129137346092419","0.108795114072392","0.149479578112445","2"
"No","2002","vocational + Abi","East Germany","2","","","","2"
"Yes","2002","in school","West Germany","415","0.852776129461619","0.820501279741805","0.885050979181432","1"
"Yes","2002","in school","East Germany","154","1","1","1","1"
"Yes","2002","inadequately","West Germany","108","0.482617379584487","0.422902941806417","0.542331817362557","1"
"Yes","2002","inadequately","East Germany","16","","","","1"
"Yes","2002","general elemantary","West Germany","1906","0.82718773638073","0.812352238049407","0.842023234712052","1"
"Yes","2002","general elemantary","East Germany","427","0.993343609415826","0.985648964296005","1.00103825453565","1"
"Yes","2002","middle vocational","West Germany","8101","0.935140187643112","0.929982300621204","0.940298074665021","1"
"Yes","2002","middle vocational","East Germany","2892","0.998593647960296","0.997228781267942","0.999958514652651","1"
"Yes","2002","vocational + Abi","West Germany","918","0.870862653907581","0.850520421887555","0.891204885927608","1"
"Yes","2002","vocational + Abi","East Germany","134","0.979248945299053","0.955291236564685","1.00320665403342","1"
"Yes","2002","higher vocational","West Germany","1222","0.937224841386461","0.92401914235303","0.950430540419892","1"
"Yes","2002","higher vocational","East Germany","454","1","1","1","1"
"Yes","2002","higher education","West Germany","3042","0.904478054181666","0.894366348261454","0.914589760101878","1"
"Yes","2002","higher education","East Germany","1324","0.991370734877635","0.986396182512434","0.996345287242836","1"
"No","2003","in school","East Germany","","","","","2"
"No","2003","inadequately","West Germany","140","0.469702148559666","0.408565825464922","0.530838471654409","2"
"No","2003","general elemantary","West Germany","541","0.170756486561171","0.155535994552779","0.185976978569563","2"
"No","2003","higher vocational","West Germany","67","0.062547428283627","0.049069702073452","0.0760251544938021","2"
"No","2003","higher vocational","East Germany","","","","","2"
"No","2003","higher education","East Germany","2","","","","2"
"No","2003","inadequately","East Germany","","","","","2"
"No","2003","higher education","West Germany","187","0.096866862805106","0.0864093039633226","0.107324421646889","2"
"No","2003","in school","West Germany","35","0.131536612378626","0.100514972407466","0.162558252349785","2"
"No","2003","general elemantary","East Germany","3","","","","2"
"No","2003","middle vocational","West Germany","608","0.0691270407944203","0.0636864252314004","0.0745676563574402","2"
"No","2003","middle vocational","East Germany","5","","","","2"
"No","2003","vocational + Abi","West Germany","114","0.120458887916187","0.100493271786763","0.14042450404561","2"
"No","2003","vocational + Abi","East Germany","2","","","","2"
"Yes","2003","in school","West Germany","421","0.868463387621374","0.837441747650215","0.899485027592534","1"
"Yes","2003","in school","East Germany","162","1","1","1","1"
"Yes","2003","inadequately","West Germany","116","0.530297851440334","0.469161528345591","0.591434174535078","1"
"Yes","2003","inadequately","East Germany","15","","","","1"
"Yes","2003","general elemantary","West Germany","1807","0.829243513438829","0.814023021430437","0.844464005447221","1"
"Yes","2003","general elemantary","East Germany","416","0.990342804588428","0.980978848585281","0.999706760591576","1"
"Yes","2003","middle vocational","West Germany","7743","0.93087295920558","0.92543234364256","0.9363135747686","1"
"Yes","2003","middle vocational","East Germany","2821","0.997694390193706","0.995926099412763","0.99946268097465","1"
"Yes","2003","vocational + Abi","West Germany","907","0.879541112083813","0.85957549595439","0.899506728213237","1"
"Yes","2003","vocational + Abi","East Germany","141","0.978784627005092","0.955166308340585","1.0024029456696","1"
"Yes","2003","higher vocational","West Germany","1173","0.937452571716373","0.923974845506198","0.950930297926548","1"
"Yes","2003","higher vocational","East Germany","454","1","1","1","1"
"Yes","2003","higher education","West Germany","2886","0.903133137194894","0.892675578353111","0.913590696036677","1"
"Yes","2003","higher education","East Germany","1294","0.998141734070689","0.995796989009801","1.00048647913158","1"
"No","2004","in school","East Germany","","","","","2"
"No","2004","inadequately","West Germany","131","0.47496476740727","0.411521647199158","0.538407887615382","2"
"No","2004","inadequately","East Germany","","","","","2"
"No","2004","general elemantary","West Germany","493","0.176470170202404","0.160633610926411","0.192306729478397","2"
"No","2004","higher vocational","West Germany","68","0.0665388442556865","0.0525022491962752","0.0805754393150979","2"
"No","2004","higher vocational","East Germany","","","","","2"
"No","2004","higher education","East Germany","3","","","","2"
"No","2004","higher education","West Germany","173","0.0900794378686591","0.0798855148397292","0.100273360897589","2"
"No","2004","in school","West Germany","34","0.114933663326624","0.0862211998182806","0.143646126834967","2"
"No","2004","general elemantary","East Germany","3","","","","2"
"No","2004","middle vocational","West Germany","567","0.0690845995520249","0.0635560967834093","0.0746131023206405","2"
"No","2004","middle vocational","East Germany","5","","","","2"
"No","2004","vocational + Abi","West Germany","110","0.12168392507364","0.101551996124879","0.141815854022402","2"
"No","2004","vocational + Abi","East Germany","2","","","","2"
"Yes","2004","in school","West Germany","440","0.885066336673376","0.856353873165033","0.913778800181719","1"
"Yes","2004","in school","East Germany","165","1","1","1","1"
"Yes","2004","inadequately","West Germany","107","0.52503523259273","0.461592112384618","0.588478352800842","1"
"Yes","2004","inadequately","East Germany","18","","","","1"
"Yes","2004","general elemantary","West Germany","1733","0.823529829797596","0.807693270521603","0.839366389073589","1"
"Yes","2004","general elemantary","East Germany","373","0.992708805089774","0.984109478174161","1.00130813200539","1"
"Yes","2004","middle vocational","West Germany","7516","0.930915400447975","0.92538689767936","0.936443903216591","1"
"Yes","2004","middle vocational","East Germany","2758","0.997566743975047","0.995729687390459","0.999403800559635","1"
"Yes","2004","vocational + Abi","West Germany","903","0.87831607492636","0.858184145977598","0.898448003875121","1"
"Yes","2004","vocational + Abi","East Germany","152","0.982730887551331","0.962155878143431","1.00330589695923","1"
"Yes","2004","higher vocational","West Germany","1143","0.933461155744313","0.919424560684902","0.947497750803725","1"
"Yes","2004","higher vocational","East Germany","437","1","1","1","1"
"Yes","2004","higher education","West Germany","2857","0.909920562131341","0.899726639102411","0.920114485160271","1"
"Yes","2004","higher education","East Germany","1278","0.997271280559289","0.994414613513385","1.00012794760519","1"
"No","2005","in school","East Germany","","","","","2"
"No","2005","inadequately","West Germany","128","0.475867003729775","0.411041751659587","0.540692255799964","2"
"No","2005","inadequately","East Germany","","","","","2"
"No","2005","general elemantary","West Germany","445","0.184625931413526","0.16792374843113","0.201328114395921","2"
"No","2005","higher education","East Germany","4","","","","2"
"No","2005","higher vocational","West Germany","62","0.065733406976654","0.0513856416943768","0.0800811722589311","2"
"No","2005","higher vocational","East Germany","","","","","2"
"No","2005","higher education","West Germany","164","0.0951357210080749","0.0844974386214449","0.105774003394705","2"
"No","2005","in school","West Germany","40","0.102714250829098","0.0762101204433914","0.129218381214805","2"
"No","2005","general elemantary","East Germany","4","","","","2"
"No","2005","middle vocational","West Germany","539","0.0712369326862947","0.0654793466863149","0.0769945186862745","2"
"No","2005","middle vocational","East Germany","5","","","","2"
"No","2005","vocational + Abi","West Germany","103","0.114349951608442","0.0943745807492073","0.134325322467676","2"
"No","2005","vocational + Abi","East Germany","3","","","","2"
"Yes","2005","general elemantary","West Germany","1628","0.815374068586474","0.798671885604079","0.83207625156887","1"
"Yes","2005","general elemantary","East Germany","339","0.97602821975309","0.959840623560615","0.992215815945564","1"
"Yes","2005","middle vocational","West Germany","7128","0.928763067313705","0.923005481313726","0.934520653313685","1"
"Yes","2005","middle vocational","East Germany","2636","0.996333717521152","0.994028673276431","0.998638761765874","1"
"Yes","2005","vocational + Abi","West Germany","872","0.885650048391558","0.865674677532324","0.905625419250793","1"
"Yes","2005","in school","West Germany","464","0.897285749170902","0.870781618785195","0.923789879556609","1"
"Yes","2005","in school","East Germany","147","1","1","1","1"
"Yes","2005","inadequately","West Germany","100","0.524132996270224","0.459307744200036","0.588958248340413","1"
"Yes","2005","inadequately","East Germany","18","","","","1"
"Yes","2005","vocational + Abi","East Germany","159","0.960370711060382","0.930329448775676","0.990411973345088","1"
"Yes","2005","higher vocational","West Germany","1084","0.934266593023346","0.919918827741069","0.948614358305623","1"
"Yes","2005","higher vocational","East Germany","422","1","1","1","1"
"Yes","2005","higher education","West Germany","2758","0.904864278991925","0.894225996605295","0.915502561378555","1"
"Yes","2005","higher education","East Germany","1254","0.994651453556063","0.990620933217985","0.998681973894141","1"
"No","2006","in school","East Germany","2","","","","2"
"No","2006","inadequately","West Germany","108","0.437509279054454","0.371956959146729","0.503061598962179","2"
"No","2006","inadequately","East Germany","2","","","","2"
"No","2006","general elemantary","West Germany","398","0.173796342586541","0.1577001139131","0.189892571259981","2"
"No","2006","higher vocational","West Germany","67","0.0716272754446499","0.057222069661989","0.0860324812273108","2"
"No","2006","higher vocational","East Germany","1","","","","2"
"No","2006","higher education","West Germany","177","0.0952855958038811","0.08519441001733","0.105376781590432","2"
"No","2006","higher education","East Germany","4","","","","2"
"No","2006","in school","West Germany","20","","","","2"
"No","2006","general elemantary","East Germany","4","","","","2"
"No","2006","middle vocational","West Germany","532","0.0783471120844575","0.0725716592541562","0.0841225649147587","2"
"No","2006","middle vocational","East Germany","6","","","","2"
"No","2006","vocational + Abi","West Germany","97","0.107248196856051","0.0885232447934229","0.125973148918679","2"
"No","2006","vocational + Abi","East Germany","4","","","","2"
"Yes","2006","general elemantary","West Germany","1731","0.826203657413459","0.810107428740018","0.8422998860869","1"
"Yes","2006","general elemantary","East Germany","370","0.976932397073421","0.961718314135607","0.992146480011235","1"
"Yes","2006","middle vocational","West Germany","7784","0.921652887915542","0.915877435085241","0.927428340745844","1"
"Yes","2006","middle vocational","East Germany","2817","0.996878819679563","0.994821161332366","0.99893647802676","1"
"Yes","2006","vocational + Abi","West Germany","952","0.892751803143949","0.874026851081321","0.911476755206577","1"
"Yes","2006","in school","West Germany","304","0.894509948303439","0.861061657838829","0.927958238768049","1"
"Yes","2006","in school","East Germany","71","0.973039671079823","0.935884905325381","1.01019443683427","1"
"Yes","2006","inadequately","West Germany","112","0.562490720945546","0.496938401037821","0.628043040853271","1"
"Yes","2006","inadequately","East Germany","21","","","","1"
"Yes","2006","vocational + Abi","East Germany","167","0.965655865291717","0.938360587624037","0.992951142959397","1"
"Yes","2006","higher vocational","West Germany","1164","0.92837272455535","0.913967518772689","0.942777930338011","1"
"Yes","2006","higher vocational","East Germany","427","0.993217756121154","0.985442134026644","1.00099337821566","1"
"Yes","2006","higher education","West Germany","3075","0.904714404196119","0.894623218409568","0.91480558998267","1"
"Yes","2006","higher education","East Germany","1334","0.996280489993148","0.99301871714764","0.999542262838657","1"
"No","2007","in school","West Germany","15","","","","2"
"No","2007","in school","East Germany","","","","","2"
"No","2007","inadequately","West Germany","93","0.463523784879604","0.39371158821566","0.533335981543548","2"
"No","2007","inadequately","East Germany","","","","","2"
"No","2007","general elemantary","West Germany","346","0.18785667081002","0.170270425155024","0.205442916465017","2"
"No","2007","higher vocational","West Germany","54","0.0697885491223183","0.0549525751902221","0.0846245230544145","2"
"No","2007","higher vocational","East Germany","1","","","","2"
"No","2007","higher education","West Germany","160","0.0888389935054308","0.0788220164145825","0.098855970596279","2"
"No","2007","higher education","East Germany","6","","","","2"
"No","2007","general elemantary","East Germany","4","","","","2"
"No","2007","middle vocational","West Germany","466","0.0791654436813686","0.073149269216129","0.0851816181466082","2"
"No","2007","middle vocational","East Germany","6","","","","2"
"No","2007","vocational + Abi","West Germany","90","0.100509903581416","0.0819480883125202","0.119071718850311","2"
"No","2007","vocational + Abi","East Germany","3","","","","2"
"Yes","2007","general elemantary","West Germany","1549","0.81214332918998","0.794557083534983","0.829729574844976","1"
"Yes","2007","general elemantary","East Germany","328","0.97299477126683","0.955558314695762","0.990431227837898","1"
"Yes","2007","middle vocational","West Germany","7271","0.920834556318631","0.914818381853392","0.926850730783871","1"
"Yes","2007","middle vocational","East Germany","2639","0.993691237530905","0.990673836245704","0.996708638816107","1"
"Yes","2007","vocational + Abi","West Germany","918","0.899490096418584","0.880928281149689","0.91805191168748","1"
"Yes","2007","in school","West Germany","245","0.910127428012551","0.875363719190424","0.944891136834679","1"
"Yes","2007","in school","East Germany","82","1","1","1","1"
"Yes","2007","inadequately","West Germany","103","0.536476215120396","0.466664018456452","0.60628841178434","1"
"Yes","2007","inadequately","East Germany","23","","","","1"
"Yes","2007","vocational + Abi","East Germany","164","0.970542128220999","0.944897421605661","0.996186834836336","1"
"Yes","2007","higher vocational","West Germany","1079","0.930211450877682","0.915375476945585","0.945047424809778","1"
"Yes","2007","higher vocational","East Germany","405","0.993345724244785","0.985437377831036","1.00125407065853","1"
"Yes","2007","higher education","West Germany","2939","0.911161006494569","0.901144029403721","0.921177983585418","1"
"Yes","2007","higher education","East Germany","1297","0.993186242613577","0.988719565456085","0.997652919771069","1"
"No","2008","in school","West Germany","13","","","","2"
"No","2008","in school","East Germany","","","","","2"
"No","2008","inadequately","West Germany","81","0.488410920019511","0.412823979725379","0.563997860313643","2"
"No","2008","inadequately","East Germany","1","","","","2"
"No","2008","general elemantary","West Germany","313","0.18848791353415","0.170069025963782","0.206906801104519","2"
"No","2008","higher vocational","West Germany","46","0.0636025249740433","0.0488060848390975","0.078398965108989","2"
"No","2008","higher vocational","East Germany","1","","","","2"
"No","2008","higher education","West Germany","136","0.0837822296621991","0.0738045196815352","0.093759939642863","2"
"No","2008","higher education","East Germany","7","","","","2"
"No","2008","general elemantary","East Germany","3","","","","2"
"No","2008","middle vocational","West Germany","404","0.0806721401638828","0.0744099351482119","0.0869343451795537","2"
"No","2008","middle vocational","East Germany","4","","","","2"
"No","2008","vocational + Abi","West Germany","80","0.109612737525105","0.0895774935995878","0.129647981450622","2"
"No","2008","vocational + Abi","East Germany","3","","","","2"
"Yes","2008","general elemantary","West Germany","1419","0.81151208646585","0.793093198895481","0.829930974036218","1"
"Yes","2008","general elemantary","East Germany","303","0.991206944167978","0.980746756866733","1.00166713146922","1"
"Yes","2008","middle vocational","West Germany","6861","0.919327859836117","0.913065654820446","0.925590064851788","1"
"Yes","2008","middle vocational","East Germany","2515","0.994511442207294","0.991626294712238","0.99739658970235","1"
