"plj0014_v3","year","bula_h","n","percent","lower_confidence","upper_confidence","value"
"Yes","2018","Berlin","891","0.877878170468723","0.85914859996561","0.896607740971836","1"
"Yes","2018","Saxony","1592","0.970897538671188","0.963059969681057","0.978735107661318","1"
"Yes","2018","Mecklenburg-Western Pomerania","589","0.978674943419971","0.96756899266413","0.989780894175811","1"
"Yes","2018","Thuringia","892","0.935533817654981","0.920579591820771","0.950488043489191","1"
"Yes","2018","Saxony-Anhalt","882","0.961212556303799","0.949292642312962","0.973132470294635","1"
"No","2019","Schleswig-Holstein","261","0.10901578709917","0.0910187275635013","0.127012846634838","2"
"No","2019","Hamburg","136","0.123736895058856","0.0977549069858965","0.149718883131815","2"
"No","2019","Lower Saxony","579","0.104284017041915","0.0931450996144223","0.115422934469408","2"
"No","2019","Bremen","97","0.1817544669138","0.137060444485728","0.226448489341872","2"
"No","2019","North Rhine-Westphalia","1487","0.163710587461616","0.154568699217117","0.172852475706115","2"
"No","2019","Hesse","503","0.166418867014707","0.150272200934567","0.182565533094848","2"
"No","2019","Rhineland-Palatinate,Saarland","382","0.136142799575201","0.119719553406403","0.152566045743999","2"
"No","2019","Baden-Württemberg","733","0.149965919175855","0.137698483969615","0.162233354382095","2"
"No","2019","Bavaria","831","0.138881952789397","0.128707555431058","0.149056350147737","2"
"No","2019","Berlin","235","0.123653093812069","0.104758422641597","0.142547764982542","2"
"No","2019","Brandenburg","144","0.0378057924784169","0.0271209549141313","0.0484906300427025","2"
"No","2019","Mecklenburg-Western Pomerania","48","0.0156001043192824","0.00608806090220476","0.02511214773636","2"
"No","2019","Saxony","145","0.027830845117609","0.0201461636048405","0.0355155266303776","2"
"No","2019","Saxony-Anhalt","126","0.0347155222144947","0.0233468973948214","0.046084147034168","2"
"No","2019","Thuringia","110","0.072106993789229","0.0560830763801774","0.0881309111982805","2"
"Yes","2019","Schleswig-Holstein","891","0.89098421290083","0.872987153365162","0.908981272436499","1"
"Yes","2019","Hamburg","481","0.876263104941144","0.850281116868185","0.902245093014103","1"
"Yes","2019","Lower Saxony","2313","0.895715982958085","0.884577065530592","0.906854900385578","1"
"Yes","2019","Hesse","1541","0.833581132985293","0.817434466905152","0.849727799065433","1"
"Yes","2019","Rhineland-Palatinate,Saarland","1293","0.863857200424799","0.847433954256001","0.880280446593597","1"
"Yes","2019","Bavaria","3607","0.861118047210603","0.850943649852263","0.871292444568942","1"
"Yes","2019","Bremen","189","0.8182455330862","0.773551510658128","0.862939555514272","1"
"Yes","2019","Baden-Württemberg","2521","0.850034080824145","0.837766645617905","0.862301516030385","1"
"Yes","2019","Brandenburg","1080","0.962194207521583","0.951509369957298","0.972879045085869","1"
"Yes","2019","Berlin","931","0.876346906187931","0.857452235017458","0.895241577358403","1"
"Yes","2019","Mecklenburg-Western Pomerania","604","0.984399895680718","0.97488785226364","0.993911939097795","1"
"Yes","2019","Saxony","1615","0.972169154882391","0.964484473369622","0.97985383639516","1"
"Yes","2019","North Rhine-Westphalia","4806","0.836289412538384","0.827147524293885","0.845431300782883","1"
"Yes","2019","Saxony-Anhalt","870","0.965284477785505","0.953915852965832","0.976653102605178","1"
"Yes","2019","Thuringia","891","0.927893006210771","0.911869088801719","0.943916923619823","1"
