"plj0014_v3","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2013","higher vocational","40","0.0265153828148329","0.0188487608834325","0.0341820047462334","2"
"No","2013","inadequately","105","0.267816492755407","0.220326348610408","0.315306636900405","2"
"No","2013","vocational + Abi","142","0.0626681622349098","0.0514404379469872","0.0738958865228324","2"
"No","2013","general elemantary","314","0.103699491415473","0.0920545369115886","0.115344445919357","2"
"Yes","2013","inadequately","229","0.732183507244593","0.684693363099595","0.779673651389592","1"
"Yes","2013","middle vocational","12101","0.963215920927626","0.959922984126677","0.966508857728574","1"
"Yes","2013","vocational + Abi","1648","0.93733183776509","0.926104113477168","0.948559562053013","1"
"Yes","2013","higher vocational","1647","0.973484617185167","0.965817995253767","0.981151239116568","1"
"Yes","2013","in school","439","0.978228752083407","0.964863497816733","0.99159400635008","1"
"Yes","2013","general elemantary","2319","0.896300508584527","0.884655554080643","0.907945463088411","1"
"Yes","2013","higher education","5587","0.953299322305831","0.947902125130473","0.958696519481188","1"
"No","2014","higher education","655","0.0888993111059885","0.0818390852527303","0.0959595369592468","2"
"No","2014","in school","70","0.170712661128423","0.13594886312895","0.205476459127896","2"
"No","2014","middle vocational","945","0.0622744190759716","0.0580564781503726","0.0664923600015706","2"
"No","2014","general elemantary","719","0.182594788329393","0.169045234678967","0.196144341979819","2"
"No","2014","higher vocational","50","0.0354658577890217","0.0264032718808388","0.0445284436972046","2"
"No","2014","inadequately","228","0.387891588605702","0.345435284306846","0.430347892904558","2"
"No","2014","vocational + Abi","332","0.130242619774498","0.115701393626007","0.144783845922989","2"
"Yes","2014","higher vocational","1550","0.964534142210978","0.955471556302795","0.973596728119161","1"
"Yes","2014","in school","380","0.829287338871577","0.794523540872104","0.86405113687105","1"
"Yes","2014","inadequately","278","0.612108411394298","0.569652107095442","0.654564715693154","1"
"Yes","2014","middle vocational","11664","0.937725580924028","0.933507639998429","0.941943521849627","1"
"Yes","2014","vocational + Abi","1726","0.869757380225502","0.855216154077011","0.884298606373993","1"
"Yes","2014","general elemantary","2404","0.817405211670607","0.803855658020181","0.830954765321033","1"
"Yes","2014","higher education","5587","0.911100688894012","0.904040463040753","0.91816091474727","1"
"No","2015","higher education","1028","0.0953330703159449","0.0881700060869279","0.102496134544962","2"
"No","2015","in school","57","0.120191087068884","0.0874093093377769","0.152972864799991","2"
"No","2015","middle vocational","1180","0.0641651574294655","0.0598231022167732","0.0685072126421577","2"
"No","2015","general elemantary","787","0.196377733760793","0.182126645627051","0.210628821894534","2"
"No","2015","higher vocational","43","0.0306350661819041","0.0220310773940388","0.0392390549697695","2"
"No","2015","inadequately","288","0.41119114824612","0.369612918294453","0.452769378197788","2"
"No","2015","vocational + Abi","512","0.159338462809231","0.143939583171339","0.174737342447122","2"
"Yes","2015","higher vocational","1498","0.969364933818096","0.96076094503023","0.977968922605961","1"
"Yes","2015","in school","321","0.879808912931116","0.847027135200009","0.912590690662223","1"
"Yes","2015","inadequately","250","0.58880885175388","0.547230621802212","0.630387081705547","1"
"Yes","2015","middle vocational","11055","0.935834842570535","0.931492787357842","0.940176897783227","1"
"Yes","2015","vocational + Abi","1658","0.840661537190769","0.825262657552878","0.856060416828661","1"
"Yes","2015","general elemantary","2198","0.803622266239207","0.789371178105466","0.817873354372949","1"
"Yes","2015","higher education","5429","0.904666929684055","0.897503865455038","0.911829993913072","1"
"No","2016","higher education","792","0.103534611394982","0.0957818385025418","0.111287384287423","2"
"No","2016","in school","49","0.169380838887563","0.129511251153399","0.209250426621727","2"
"No","2016","middle vocational","911","0.0707535405417861","0.0659785055418068","0.0755285755417654","2"
"No","2016","general elemantary","597","0.207793562855969","0.192234023587109","0.223353102124829","2"
"No","2016","inadequately","208","0.436451567674162","0.388907799237229","0.483995336111094","2"
"No","2016","higher vocational","44","0.0398203029381854","0.0296284787015699","0.0500121271748009","2"
"No","2016","vocational + Abi","457","0.171572807957465","0.155184624991407","0.187960990923524","2"
"Yes","2016","higher vocational","1370","0.960179697061815","0.949987872825199","0.97037152129843","1"
"Yes","2016","in school","291","0.830619161112437","0.790749573378273","0.870488748846601","1"
"Yes","2016","inadequately","210","0.563548432325838","0.516004663888906","0.611092200762771","1"
"Yes","2016","middle vocational","10166","0.929246459458214","0.924471424458235","0.934021494458193","1"
"Yes","2016","vocational + Abi","1576","0.828427192042535","0.812039009076476","0.844815375008593","1"
"Yes","2016","general elemantary","2015","0.792206437144031","0.776646897875171","0.807765976412891","1"
"Yes","2016","higher education","5140","0.896465388605018","0.888712615712577","0.904218161497458","1"
"No","2017","higher education","1175","0.108180407924904","0.100917562015347","0.11544325383446","2"
"No","2017","in school","35","0.104945991150877","0.0753876121779204","0.134504370123833","2"
"No","2017","middle vocational","1296","0.0744266353154647","0.0698418174119691","0.0790114532189603","2"
"No","2017","vocational + Abi","454","0.177423689686113","0.161780350979339","0.193067028392886","2"
"No","2017","higher vocational","36","0.0462354537816807","0.0357677482793171","0.0567031592840444","2"
"No","2017","general elemantary","1106","0.227530147274555","0.213213328185169","0.24184696636394","2"
"No","2017","inadequately","1125","0.535095828172259","0.508761576214849","0.56143008012967","2"
"Yes","2017","general elemantary","2188","0.772469852725445","0.75815303363606","0.786786671814831","1"
"Yes","2017","higher education","5851","0.891819592075096","0.88455674616554","0.899082437984653","1"
"Yes","2017","higher vocational","1510","0.953764546218319","0.943296840715956","0.964232251720683","1"
"Yes","2017","in school","378","0.895054008849123","0.865495629876167","0.92461238782208","1"
"Yes","2017","inadequately","253","0.464904171827741","0.438569919870331","0.491238423785151","1"
"Yes","2017","middle vocational","11293","0.925573364684535","0.92098854678104","0.930158182588031","1"
"Yes","2017","vocational + Abi","1837","0.822576310313887","0.806932971607114","0.838219649020661","1"
"No","2018","higher education","1317","0.119415084496565","0.111820198769681","0.127009970223449","2"
"No","2018","in school","41","0.0975731131905764","0.066618040202549","0.128528186178604","2"
"No","2018","middle vocational","1436","0.0830820353139383","0.0781799720631144","0.0879840985647623","2"
"No","2018","vocational + Abi","432","0.173418990983986","0.157619744449139","0.189218237518833","2"
"No","2018","higher vocational","27","","","","2"
"No","2018","general elemantary","1290","0.225840294039554","0.211859317393092","0.239821270686015","2"
"No","2018","inadequately","1693","0.607180131747646","0.585498215110124","0.628862048385168","2"
"Yes","2018","general elemantary","2146","0.774159705960446","0.760178729313985","0.788140682606908","1"
"Yes","2018","higher education","5686","0.880584915503435","0.872990029776551","0.888179801230319","1"
"Yes","2018","higher vocational","1428","0.959979804345174","0.949908464604782","0.970051144085567","1"
"Yes","2018","in school","312","0.902426886809424","0.871471813821396","0.933381959797451","1"
"Yes","2018","inadequately","256","0.392819868252354","0.371137951614832","0.414501784889876","1"
"Yes","2018","middle vocational","10742","0.916917964686062","0.912015901435238","0.921820027936886","1"
"Yes","2018","vocational + Abi","1774","0.826581009016014","0.810781762481167","0.842380255550861","1"
"No","2019","middle vocational","1216","0.0857389764885064","0.0806686226319664","0.0908093303450463","2"
"No","2019","vocational + Abi","374","0.177924290101222","0.162156624518616","0.193691955683827","2"
"No","2019","higher education","1156","0.119218077327439","0.111941404312408","0.12649475034247","2"
"No","2019","in school","40","0.0857991835677021","0.0556277132899515","0.115970653845453","2"
"No","2019","inadequately","1531","0.627145852302362","0.604515721561998","0.649775983042727","2"
"No","2019","general elemantary","1124","0.220560744425787","0.206025951427526","0.235095537424048","2"
"No","2019","higher vocational","31","0.0441542522270212","0.0343071118795474","0.0540013925744949","2"
"Yes","2019","general elemantary","2002","0.779439255574213","0.764904462575952","0.793974048572474","1"
"Yes","2019","higher education","6462","0.880781922672561","0.87350524965753","0.888058595687592","1"
"Yes","2019","higher vocational","1641","0.955845747772979","0.945998607425505","0.965692888120453","1"
"Yes","2019","in school","291","0.914200816432298","0.884029346154547","0.944372286710049","1"
"Yes","2019","inadequately","223","0.372854147697638","0.350224016957273","0.395484278438002","1"
