"plj0014_v3","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"No","1997","Schleswig-Holstein","Female","4","","","","2"
"No","1997","Hamburg","Female","11","","","","2"
"No","1997","Schleswig-Holstein","Male","6","","","","2"
"No","1997","Lower Saxony","Male","65","0.0582633535846994","0.0379139504969915","0.0786127566724074","2"
"No","1997","Bremen","Female","8","","","","2"
"No","1997","Lower Saxony","Female","63","0.0590630261737176","0.0391056331158804","0.0790204192315548","2"
"No","1997","Bremen","Male","5","","","","2"
"No","1997","North Rhine-Westphalia","Female","256","0.0896673945211031","0.0742371599626513","0.105097629079555","2"
"No","1997","Hesse","Female","113","0.141820633125217","0.109186312570315","0.174454953680118","2"
"No","1997","North Rhine-Westphalia","Male","272","0.107217383816596","0.089748706073161","0.124686061560031","2"
"No","1997","Berlin","Male","26","","","","2"
"No","1997","Hesse","Male","131","0.176723020189033","0.140113030039527","0.213333010338538","2"
"No","1997","Berlin","Female","24","","","","2"
"No","1997","Rhineland-Palatinate,Saarland","Male","50","0.0818418504538174","0.0527469169915354","0.110936783916099","2"
"No","1997","Rhineland-Palatinate,Saarland","Female","47","0.0673018280277592","0.0419098646537804","0.0926937914017379","2"
"No","1997","Brandenburg","Male","2","","","","2"
"No","1997","Baden-Württemberg","Female","288","0.139246803274284","0.116307722876637","0.16218588367193","2"
"No","1997","Baden-Württemberg","Male","322","0.153628482417185","0.129387231976572","0.177869732857797","2"
"No","1997","Bavaria","Male","146","0.10247270055338","0.0814444750463443","0.123500926060416","2"
"No","1997","Brandenburg","Female","1","","","","2"
"No","1997","Bavaria","Female","150","0.107889705113674","0.0868216294738642","0.128957780753485","2"
"No","1997","Mecklenburg-Western Pomerania","Male","","","","","2"
"No","1997","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","1997","Saxony","Male","3","","","","2"
"No","1997","Saxony","Female","2","","","","2"
"No","1997","Thuringia","Male","1","","","","2"
"No","1997","Saxony-Anhalt","Male","","","","","2"
"No","1997","Saxony-Anhalt","Female","","","","","2"
"No","1997","Thuringia","Female","2","","","","2"
"Yes","1997","Hesse","Male","286","0.823276979810967","0.786666989661462","0.859886969960473","1"
"Yes","1997","Hesse","Female","326","0.858179366874783","0.825545046319882","0.890813687429684","1"
"Yes","1997","Rhineland-Palatinate,Saarland","Male","291","0.918158149546183","0.889063216083901","0.947253083008465","1"
"Yes","1997","Rhineland-Palatinate,Saarland","Female","327","0.932698171972241","0.907306208598262","0.95809013534622","1"
"Yes","1997","Baden-Württemberg","Male","528","0.846371517582815","0.822130267142203","0.870612768023428","1"
"Yes","1997","Baden-Württemberg","Female","587","0.860753196725717","0.83781411632807","0.883692277123363","1"
"Yes","1997","Bavaria","Male","653","0.89752729944662","0.876499073939584","0.918555524953656","1"
"Yes","1997","Bavaria","Female","683","0.892110294886326","0.871042219246515","0.913178370526136","1"
"Yes","1997","Berlin","Male","220","0.885867623158856","0.846132973978416","0.925602272339296","1"
"Yes","1997","Berlin","Female","243","0.911298131381153","0.877195406247099","0.945400856515206","1"
"Yes","1997","Brandenburg","Male","293","0.988925652377298","0.976983627262412","1.00086767749218","1"
"Yes","1997","Brandenburg","Female","304","0.993119510640018","0.983842488519154","1.00239653276088","1"
"Yes","1997","Mecklenburg-Western Pomerania","Male","194","1","1","1","1"
"Yes","1997","Mecklenburg-Western Pomerania","Female","197","1","1","1","1"
"Yes","1997","Saxony","Male","515","0.994350023865052","0.98789532237794","1.00080472535217","1"
"Yes","1997","Saxony","Female","573","0.994656820748388","0.988698132376486","1.00061550912029","1"
"Yes","1997","Schleswig-Holstein","Male","123","0.964812588169153","0.933016889062454","0.996608287275852","1"
"Yes","1997","Schleswig-Holstein","Female","139","0.987703513936263","0.969640763453135","1.00576626441939","1"
"Yes","1997","Hamburg","Male","46","0.887187086747656","0.807137429075297","0.967236744420015","1"
"Yes","1997","Hamburg","Female","54","0.93466476109624","0.874589856606922","0.994739665585559","1"
"Yes","1997","Lower Saxony","Male","444","0.941736646415301","0.921387243327593","0.962086049503009","1"
"Yes","1997","Lower Saxony","Female","473","0.940936973826282","0.920979580768445","0.96089436688412","1"
"Yes","1997","Bremen","Male","41","0.885437668388744","0.793399261222568","0.977476075554921","1"
"Yes","1997","Bremen","Female","40","0.822057385429445","0.7138595621328","0.930255208726089","1"
"Yes","1997","North Rhine-Westphalia","Male","933","0.892782616183404","0.875313938439969","0.910251293926839","1"
"Yes","1997","North Rhine-Westphalia","Female","1061","0.910332605478897","0.894902370920445","0.925762840037349","1"
"Yes","1997","Saxony-Anhalt","Male","310","1","1","1","1"
"Yes","1997","Saxony-Anhalt","Female","359","1","1","1","1"
"Yes","1997","Thuringia","Male","317","0.998509140267343","0.994268524285094","1.00274975624959","1"
"Yes","1997","Thuringia","Female","342","0.992284670209791","0.98303844945542","1.00153089096416","1"
"No","1998","Hamburg","Male","12","","","","2"
"No","1998","Schleswig-Holstein","Male","9","","","","2"
"No","1998","Schleswig-Holstein","Female","11","","","","2"
"No","1998","Lower Saxony","Male","60","0.0575936672135018","0.0389054708093852","0.0762818636176183","2"
"No","1998","Hamburg","Female","11","","","","2"
"No","1998","Lower Saxony","Female","50","0.0508085535759799","0.0333526785029838","0.0682644286489761","2"
"No","1998","Bremen","Male","5","","","","2"
"No","1998","Bremen","Female","7","","","","2"
"No","1998","North Rhine-Westphalia","Male","260","0.116142971265683","0.099214164404746","0.133071778126619","2"
"No","1998","North Rhine-Westphalia","Female","238","0.0926748048232127","0.0779114072730953","0.10743820237333","2"
"No","1998","Berlin","Male","24","","","","2"
"No","1998","Hesse","Male","119","0.157390703095917","0.124326520268299","0.190454885923535","2"
"No","1998","Hesse","Female","108","0.142803248478803","0.111729552516109","0.173876944441497","2"
"No","1998","Berlin","Female","19","","","","2"
"No","1998","Brandenburg","Male","2","","","","2"
"No","1998","Rhineland-Palatinate,Saarland","Male","47","0.0808307001348108","0.0536739038750151","0.107987496394607","2"
"No","1998","Rhineland-Palatinate,Saarland","Female","46","0.0753026767459498","0.0500662156904467","0.100539137801453","2"
"No","1998","Baden-Württemberg","Male","296","0.156804911914537","0.132848580029152","0.180761243799921","2"
"No","1998","Baden-Württemberg","Female","279","0.146102484882808","0.123594625207804","0.168610344557812","2"
"No","1998","Bavaria","Male","143","0.106595271441769","0.0865449893049675","0.12664555357857","2"
"No","1998","Brandenburg","Female","1","","","","2"
"No","1998","Bavaria","Female","135","0.102907836646117","0.0837772204808923","0.122038452811343","2"
"No","1998","Mecklenburg-Western Pomerania","Male","","","","","2"
"No","1998","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","1998","Saxony","Male","2","","","","2"
"No","1998","Saxony","Female","1","","","","2"
"No","1998","Thuringia","Male","1","","","","2"
"No","1998","Saxony-Anhalt","Male","","","","","2"
"No","1998","Saxony-Anhalt","Female","1","","","","2"
"No","1998","Thuringia","Female","2","","","","2"
"Yes","1998","Schleswig-Holstein","Male","155","0.950174286907238","0.916873494699229","0.983475079115246","1"
"Yes","1998","Schleswig-Holstein","Female","181","0.968309369978422","0.943531157062148","0.993087582894695","1"
"Yes","1998","Hamburg","Male","56","0.916082455974903","0.85018216985168","0.981982742098126","1"
"Yes","1998","Hamburg","Female","75","0.949120983570997","0.902677048793289","0.995564918348704","1"
"Yes","1998","Lower Saxony","Male","537","0.942406332786498","0.923718136382382","0.961094529190615","1"
"Yes","1998","Lower Saxony","Female","558","0.94919144642402","0.931735571351024","0.966647321497016","1"
"Yes","1998","Hesse","Male","347","0.842609296904083","0.809545114076466","0.875673479731701","1"
"Yes","1998","Hesse","Female","379","0.857196751521197","0.826123055558503","0.888270447483891","1"
"Yes","1998","Rhineland-Palatinate,Saarland","Male","340","0.919169299865189","0.892012503605393","0.946326096124985","1"
"Yes","1998","Rhineland-Palatinate,Saarland","Female","374","0.92469732325405","0.899460862198547","0.949933784309553","1"
"Yes","1998","Baden-Württemberg","Male","589","0.843195088085463","0.819238756200079","0.867151419970848","1"
"Yes","1998","Baden-Württemberg","Female","667","0.853897515117192","0.831389655442188","0.876405374792196","1"
"Yes","1998","Bavaria","Male","767","0.893404728558231","0.87335444642143","0.913455010695033","1"
"Yes","1998","Bavaria","Female","834","0.897092163353883","0.877961547188657","0.916222779519108","1"
"Yes","1998","Berlin","Male","227","0.881614856601442","0.841648065309361","0.921581647893523","1"
"Yes","1998","Berlin","Female","262","0.929149086205219","0.89914983870204","0.959148333708398","1"
"Yes","1998","Brandenburg","Male","303","0.978216342399457","0.96183381023164","0.994598874567275","1"
"Yes","1998","Brandenburg","Female","318","0.994879126213682","0.98704645413305","1.00271179829431","1"
"Yes","1998","Mecklenburg-Western Pomerania","Male","201","1","1","1","1"
"Yes","1998","Mecklenburg-Western Pomerania","Female","210","1","1","1","1"
"Yes","1998","Saxony","Male","570","0.997584097433735","0.993560963018023","1.00160723184945","1"
"Yes","1998","Saxony","Female","615","0.997451604084596","0.993470192262809","1.00143301590638","1"
"Yes","1998","Saxony-Anhalt","Male","331","1","1","1","1"
"Yes","1998","Bremen","Male","43","0.893697215967248","0.806501530887614","0.980892901046882","1"
"Yes","1998","Bremen","Female","46","0.81648005265147","0.712266408238891","0.920693697064048","1"
"Yes","1998","North Rhine-Westphalia","Male","1116","0.883857028734317","0.866928221873381","0.900785835595254","1"
"Yes","1998","North Rhine-Westphalia","Female","1244","0.907325195176787","0.89256179762667","0.922088592726905","1"
"Yes","1998","Saxony-Anhalt","Female","361","0.995250715282687","0.988168417910601","1.00233301265477","1"
"Yes","1998","Thuringia","Male","354","0.999111509116262","0.99601218223196","1.00221083600056","1"
"Yes","1998","Thuringia","Female","378","0.995032483704405","0.987963701963391","1.00210126544542","1"
"No","1999","Schleswig-Holstein","Female","10","","","","2"
"No","1999","Schleswig-Holstein","Male","9","","","","2"
"No","1999","Hamburg","Female","11","","","","2"
"No","1999","Hamburg","Male","14","","","","2"
"No","1999","Lower Saxony","Female","46","0.0500025134757564","0.0324160209784575","0.0675890059730554","2"
"No","1999","Lower Saxony","Male","58","0.0599799722822057","0.040754767845922","0.0792051767184894","2"
"No","1999","Bremen","Male","2","","","","2"
"No","1999","Bremen","Female","5","","","","2"
"No","1999","North Rhine-Westphalia","Male","242","0.1159648138242","0.0986395815184326","0.133290046129966","2"
"No","1999","Hesse","Male","95","0.135129862193957","0.103004015651118","0.167255708736795","2"
"No","1999","North Rhine-Westphalia","Female","216","0.0863939709816167","0.0717088804839666","0.101079061479267","2"
"No","1999","Hesse","Female","92","0.130388431797416","0.0998154837792747","0.160961379815557","2"
"No","1999","Berlin","Male","22","","","","2"
"No","1999","Rhineland-Palatinate,Saarland","Male","40","0.0750515619852689","0.0481688216438607","0.101934302326677","2"
"No","1999","Berlin","Female","17","","","","2"
"No","1999","Rhineland-Palatinate,Saarland","Female","38","0.0584113340844883","0.0355711419351666","0.0812515262338099","2"
"No","1999","Baden-Württemberg","Female","268","0.164717170971751","0.140361760508735","0.189072581434767","2"
"No","1999","Brandenburg","Male","","","","","2"
"No","1999","Baden-Württemberg","Male","289","0.179674406682715","0.15388035585211","0.20546845751332","2"
"No","1999","Brandenburg","Female","1","","","","2"
"No","1999","Bavaria","Male","128","0.108109617010517","0.0875467369256285","0.128672497095405","2"
"No","1999","Bavaria","Female","124","0.103584225616957","0.0839788277637056","0.123189623470208","2"
"No","1999","Mecklenburg-Western Pomerania","Male","","","","","2"
"No","1999","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","1999","Saxony","Male","3","","","","2"
"No","1999","Saxony","Female","2","","","","2"
"No","1999","Thuringia","Male","1","","","","2"
"No","1999","Thuringia","Female","1","","","","2"
"No","1999","Saxony-Anhalt","Male","","","","","2"
"No","1999","Saxony-Anhalt","Female","1","","","","2"
"Yes","1999","Hesse","Male","340","0.864870137806043","0.832744291263205","0.896995984348882","1"
"Yes","1999","Hesse","Female","374","0.869611568202584","0.839038620184443","0.900184516220725","1"
"Yes","1999","Rhineland-Palatinate,Saarland","Male","329","0.924948438014731","0.898065697673323","0.951831178356139","1"
"Yes","1999","Rhineland-Palatinate,Saarland","Female","367","0.941588665915512","0.91874847376619","0.964428858064833","1"
"Yes","1999","Baden-Württemberg","Male","562","0.820325593317285","0.79453154248668","0.84611964414789","1"
"Yes","1999","Baden-Württemberg","Female","623","0.835282829028249","0.810927418565233","0.859638239491265","1"
"Yes","1999","Bavaria","Male","748","0.891890382989483","0.871327502904595","0.912453263074371","1"
"Yes","1999","Bavaria","Female","804","0.896415774383043","0.876810376529792","0.916021172236295","1"
"Yes","1999","Berlin","Male","224","0.900877589240537","0.863535435975784","0.938219742505291","1"
"Yes","1999","Berlin","Female","253","0.930074646580923","0.899655820703055","0.960493472458791","1"
"Yes","1999","Brandenburg","Male","286","1","1","1","1"
"Yes","1999","Brandenburg","Female","315","0.994065517611548","0.985597076400423","1.00253395882267","1"
"Yes","1999","Mecklenburg-Western Pomerania","Male","196","1","1","1","1"
"Yes","1999","Mecklenburg-Western Pomerania","Female","206","1","1","1","1"
"Yes","1999","Saxony","Male","546","0.99635058555723","0.991306533010506","1.00139463810395","1"
"Yes","1999","Saxony","Female","606","0.993977018160823","0.987826803845846","1.0001272324758","1"
"Yes","1999","Schleswig-Holstein","Male","143","0.952912251084853","0.919237319910215","0.98658718225949","1"
"Yes","1999","Schleswig-Holstein","Female","168","0.968195010514099","0.942415946903468","0.99397407412473","1"
"Yes","1999","Hamburg","Male","50","0.865000322018516","0.781279669440198","0.948720974596834","1"
"Yes","1999","Hamburg","Female","65","0.944656068604398","0.893250146064557","0.99606199114424","1"
"Yes","1999","Lower Saxony","Male","528","0.940020027717794","0.920794823281511","0.959245232154078","1"
"Yes","1999","Lower Saxony","Female","544","0.949997486524244","0.932410994026945","0.967583979021543","1"
"Yes","1999","Bremen","Male","38","0.963556875146791","0.905485170165175","1.02162858012841","1"
"Yes","1999","Saxony-Anhalt","Male","332","1","1","1","1"
"Yes","1999","Saxony-Anhalt","Female","361","0.991651719000163","0.982278863541814","1.00102457445851","1"
"Yes","1999","Bremen","Female","44","0.883906237803602","0.794213435490163","0.973599040117041","1"
"Yes","1999","North Rhine-Westphalia","Male","1070","0.884035186175801","0.866709953870034","0.901360418481567","1"
"Yes","1999","North Rhine-Westphalia","Female","1190","0.913606029018383","0.898920938520733","0.928291119516033","1"
"Yes","1999","Thuringia","Male","350","0.998915946931686","0.995473365059969","1.0023585288034","1"
"Yes","1999","Thuringia","Female","371","0.99638886914734","0.99029332238099","1.00248441591369","1"
"No","2000","Schleswig-Holstein","Female","14","","","","2"
"No","2000","Schleswig-Holstein","Male","19","","","","2"
"No","2000","Hamburg","Female","12","","","","2"
"No","2000","Hamburg","Male","11","","","","2"
"No","2000","Lower Saxony","Male","75","0.0607451044559817","0.0459627027533541","0.0755275061586092","2"
"No","2000","Lower Saxony","Female","67","0.0538091903789538","0.0400625836703149","0.0675557970875928","2"
"No","2000","Bremen","Male","5","","","","2"
"No","2000","North Rhine-Westphalia","Female","292","0.086162275222059","0.0755366411688155","0.0967879092753025","2"
"No","2000","Bremen","Female","9","","","","2"
"No","2000","North Rhine-Westphalia","Male","337","0.113763710544846","0.101314506016616","0.126212915073076","2"
"No","2000","Hesse","Male","135","0.143825803272559","0.119748797146391","0.167902809398727","2"
"No","2000","Berlin","Male","36","0.110773068438273","0.0797039840849154","0.141842152791631","2"
"No","2000","Hesse","Female","143","0.14909157299001","0.125410238965419","0.172772907014601","2"
"No","2000","Rhineland-Palatinate,Saarland","Male","62","0.082866583164468","0.0621916690541117","0.103541497274824","2"
"No","2000","Baden-Württemberg","Male","352","0.16898433510231","0.149656094496381","0.18831257570824","2"
"No","2000","Berlin","Female","22","","","","2"
"No","2000","Brandenburg","Male","","","","","2"
"No","2000","Brandenburg","Female","1","","","","2"
"No","2000","Rhineland-Palatinate,Saarland","Female","60","0.0665365162118185","0.0490804690882799","0.083992563335357","2"
"No","2000","Baden-Württemberg","Female","338","0.152818745049237","0.13478944530956","0.170848044788913","2"
"No","2000","Bavaria","Male","159","0.0889659794617506","0.0751578681814341","0.102774090742067","2"
"No","2000","Bavaria","Female","161","0.085587344098462","0.0725398042944581","0.0986348839024658","2"
"No","2000","Mecklenburg-Western Pomerania","Male","","","","","2"
"No","2000","Mecklenburg-Western Pomerania","Female","2","","","","2"
"No","2000","Saxony","Male","8","","","","2"
"No","2000","Saxony","Female","5","","","","2"
"No","2000","Saxony-Anhalt","Male","","","","","2"
"No","2000","Saxony-Anhalt","Female","1","","","","2"
"No","2000","Thuringia","Male","3","","","","2"
"No","2000","Thuringia","Female","2","","","","2"
"Yes","2000","Schleswig-Holstein","Male","318","0.931802323298518","0.904888225577382","0.958716421019655","1"
"Yes","2000","Schleswig-Holstein","Female","364","0.964581532675301","0.945948371332269","0.983214694018333","1"
"Yes","2000","Hamburg","Male","122","0.937722176010815","0.896652045896167","0.978792306125462","1"
"Yes","2000","Hamburg","Female","155","0.952194296581539","0.919835489726898","0.984553103436181","1"
"Yes","2000","Lower Saxony","Male","928","0.939254895544018","0.924472493841391","0.954037297246646","1"
"Yes","2000","Lower Saxony","Female","968","0.946190809621046","0.932444202912407","0.959937416329685","1"
"Yes","2000","Hesse","Male","681","0.856174196727441","0.832097190601273","0.880251202853609","1"
"Yes","2000","Hesse","Female","726","0.85090842700999","0.827227092985399","0.874589761034581","1"
"Yes","2000","Rhineland-Palatinate,Saarland","Male","621","0.917133416835532","0.896458502725176","0.937808330945888","1"
"Yes","2000","Rhineland-Palatinate,Saarland","Female","723","0.933463483788181","0.916007436664643","0.95091953091172","1"
"Yes","2000","Baden-Württemberg","Male","1092","0.83101566489769","0.81168742429176","0.850343905503619","1"
"Yes","2000","Baden-Württemberg","Female","1192","0.847181254950763","0.829151955211087","0.86521055469044","1"
"Yes","2000","Bavaria","Male","1474","0.911034020538249","0.897225909257933","0.924842131818566","1"
"Yes","2000","Bavaria","Female","1605","0.914412655901538","0.901365116097534","0.927460195705542","1"
"Yes","2000","Berlin","Male","356","0.889226931561727","0.858157847208369","0.920296015915085","1"
"Yes","2000","Berlin","Female","409","0.946079615486617","0.924756542729304","0.967402688243929","1"
"Yes","2000","Brandenburg","Male","500","1","1","1","1"
"Yes","2000","Brandenburg","Female","521","0.996181387788865","0.990890423507479","1.00147235207025","1"
"Yes","2000","Mecklenburg-Western Pomerania","Male","263","1","1","1","1"
"Yes","2000","Mecklenburg-Western Pomerania","Female","303","0.995308566665113","0.987639724189662","1.00297740914056","1"
"Yes","2000","Saxony","Male","852","0.993433927848213","0.988036073213573","0.998831782482853","1"
"Yes","2000","Saxony","Female","924","0.994724462376583","0.990066188748744","0.999382736004421","1"
"Yes","2000","Saxony-Anhalt","Male","492","1","1","1","1"
"Yes","2000","Bremen","Male","81","0.936193514137648","0.884538308749935","0.987848719525362","1"
"Yes","2000","Bremen","Female","93","0.890574566972494","0.829992751154874","0.951156382790114","1"
"Yes","2000","Saxony-Anhalt","Female","570","0.99470307400359","0.988749349706149","1.00065679830103","1"
"Yes","2000","Thuringia","Male","512","0.996161443391427","0.990820803252519","1.00150208353034","1"
"Yes","2000","North Rhine-Westphalia","Male","2162","0.886236289455154","0.873787084926924","0.898685493983384","1"
"Yes","2000","North Rhine-Westphalia","Female","2387","0.913837724777941","0.903212090724697","0.924463358831184","1"
"Yes","2000","Thuringia","Female","541","0.996078889865865","0.99082235481538","1.00133542491635","1"
"No","2001","Brandenburg","Female","1","","","","2"
"No","2001","Schleswig-Holstein","Male","14","","","","2"
"No","2001","Hamburg","Male","11","","","","2"
"No","2001","Brandenburg","Male","","","","","2"
"No","2001","Schleswig-Holstein","Female","13","","","","2"
"No","2001","Hamburg","Female","13","","","","2"
"No","2001","Lower Saxony","Male","67","0.0622164716749952","0.0465569323224156","0.0778760110275748","2"
"No","2001","Lower Saxony","Female","63","0.0541820290585913","0.0397716523006603","0.0685924058165224","2"
"No","2001","Bremen","Female","8","","","","2"
"No","2001","Bremen","Male","6","","","","2"
"No","2001","North Rhine-Westphalia","Female","270","0.0889357485361551","0.0776087360794632","0.100262760992847","2"
"No","2001","North Rhine-Westphalia","Male","299","0.112545910447326","0.0994960669883106","0.125595753906341","2"
"No","2001","Hesse","Male","121","0.147803764269096","0.121826042181522","0.17378148635667","2"
"No","2001","Hesse","Female","119","0.140555820901755","0.116101788370061","0.165009853433449","2"
"No","2001","Rhineland-Palatinate,Saarland","Male","51","0.0752339353974989","0.0547505749691942","0.0957172958258035","2"
"No","2001","Rhineland-Palatinate,Saarland","Female","57","0.0756706288669928","0.0563258879718271","0.0950153697621585","2"
"No","2001","Baden-Württemberg","Male","305","0.166869486115426","0.146371070211906","0.187367902018946","2"
"No","2001","Baden-Württemberg","Female","284","0.142469004598645","0.123844518380208","0.161093490817082","2"
"No","2001","Bavaria","Male","137","0.0836632561398198","0.0693871719707196","0.0979393403089201","2"
"No","2001","Bavaria","Female","149","0.0840175560633335","0.0704877857202955","0.0975473264063715","2"
"No","2001","Berlin","Male","27","","","","2"
"No","2001","Berlin","Female","22","","","","2"
"No","2001","Mecklenburg-Western Pomerania","Male","1","","","","2"
"No","2001","Mecklenburg-Western Pomerania","Female","1","","","","2"
"No","2001","Saxony","Male","1","","","","2"
"No","2001","Saxony","Female","2","","","","2"
"No","2001","Saxony-Anhalt","Male","","","","","2"
"No","2001","Saxony-Anhalt","Female","","","","","2"
"No","2001","Thuringia","Male","1","","","","2"
"No","2001","Thuringia","Female","1","","","","2"
"Yes","2001","Hesse","Male","596","0.852196235730904","0.82621851364333","0.878173957818478","1"
"Yes","2001","Hesse","Female","657","0.859444179098245","0.834990146566551","0.883898211629939","1"
"Yes","2001","Rhineland-Palatinate,Saarland","Male","586","0.924766064602501","0.904282704174196","0.945249425030806","1"
"Yes","2001","Rhineland-Palatinate,Saarland","Female","661","0.924329371133007","0.904984630237841","0.943674112028173","1"
"Yes","2001","Baden-Württemberg","Male","966","0.833130513884574","0.812632097981054","0.853628929788094","1"
"Yes","2001","Baden-Württemberg","Female","1069","0.857530995401355","0.838906509182918","0.876155481619792","1"
"Yes","2001","Bavaria","Male","1308","0.91633674386018","0.90206065969108","0.93061282802928","1"
"Yes","2001","Bavaria","Female","1466","0.915982443936667","0.902452673593628","0.929512214279705","1"
"Yes","2001","Berlin","Male","359","0.919069680927226","0.891862453638204","0.946276908216248","1"
"Yes","2001","Berlin","Female","388","0.928542901505548","0.903609597134577","0.953476205876518","1"
"Yes","2001","Brandenburg","Male","469","1","1","1","1"
"Yes","2001","Brandenburg","Female","492","0.996039867692616","0.990495936387586","1.00158379899765","1"
"Yes","2001","Mecklenburg-Western Pomerania","Male","237","0.998585756230769","0.993811404254823","1.00336010820672","1"
