"plj0014_v3","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Yes","1999","66 and older","Not Employed","1676","0.973767281833063","0.966302490900082","0.981232072766044"
"No","2000","16-34 y.","Employed","664","0.111153959914953","0.102702068211765","0.11960585161814"
"No","2000","16-34 y.","Not Employed","334","0.168411028810468","0.1512744161174","0.185547641503537"
"No","2000","35-65 y.","Employed","771","0.0782251257537996","0.072892065676505","0.0835581858310942"
"No","2000","35-65 y.","Not Employed","443","0.101942487983304","0.0922453856386778","0.111639590327931"
"No","2000","66 and older","Employed","9","","",""
"No","2000","66 and older","Not Employed","110","0.0235808850779846","0.0185516902280732","0.0286100799278961"
"Yes","2000","16-34 y.","Employed","4649","0.888846040085048","0.88039414838186","0.897297931788235"
"Yes","2000","16-34 y.","Not Employed","1498","0.831588971189532","0.814452358496463","0.8487255838826"
"Yes","2000","35-65 y.","Employed","8968","0.9217748742462","0.916441814168906","0.927107934323495"
"Yes","2000","35-65 y.","Not Employed","3297","0.898057512016696","0.888360409672069","0.907754614361322"
"Yes","2000","66 and older","Employed","134","0.935154235672371","0.894793181419433","0.975515289925309"
"Yes","2000","66 and older","Not Employed","3387","0.976419114922015","0.971389920072104","0.981448309771927"
"No","2001","16-34 y.","Employed","574","0.109562380138413","0.100628985367035","0.11849577490979"
"No","2001","16-34 y.","Not Employed","263","0.169371168462656","0.151015544516019","0.187726792409294"
"No","2001","35-65 y.","Employed","721","0.0780936581559807","0.0725731880946914","0.0836141282172701"
"No","2001","35-65 y.","Not Employed","362","0.0981993027619179","0.087957318546926","0.10844128697691"
"No","2001","66 and older","Employed","9","","",""
"No","2001","66 and older","Not Employed","115","0.0242635032846071","0.0190074324924063","0.0295195740768078"
"Yes","2001","16-34 y.","Employed","4122","0.890437619861587","0.88150422509021","0.899371014632965"
"Yes","2001","16-34 y.","Not Employed","1341","0.830628831537344","0.812273207590706","0.848984455483981"
"Yes","2001","35-65 y.","Employed","8354","0.921906341844019","0.91638587178273","0.927426811905309"
"Yes","2001","35-65 y.","Not Employed","2881","0.901800697238082","0.89155871302309","0.912042681453074"
"Yes","2001","66 and older","Employed","144","0.909871998278857","0.864496396630737","0.955247599926976"
"Yes","2001","66 and older","Not Employed","3177","0.975736496715393","0.970480425923192","0.980992567507594"
"No","2002","16-34 y.","Employed","481","0.106114972996795","0.0971443202143424","0.115085625779248"
"No","2002","16-34 y.","Not Employed","232","0.152792242646779","0.135474094819161","0.170110390474397"
"No","2002","35-65 y.","Employed","709","0.07686431367517","0.0716734595116035","0.0820551678387366"
"No","2002","35-65 y.","Not Employed","343","0.101693083481569","0.0912438788423935","0.112142288120744"
"No","2002","66 and older","Employed","11","","",""
"No","2002","66 and older","Not Employed","124","0.0303946690334716","0.0246554271115076","0.0361339109554357"
"Yes","2002","16-34 y.","Employed","4047","0.893885027003205","0.884914374220753","0.902855679785658"
"Yes","2002","16-34 y.","Not Employed","1426","0.847207757353221","0.829889609525603","0.864525905180839"
"Yes","2002","35-65 y.","Employed","9407","0.92313568632483","0.917944832161263","0.928326540488396"
"Yes","2002","35-65 y.","Not Employed","2871","0.898306916518431","0.887857711879256","0.908756121157606"
"Yes","2002","66 and older","Employed","193","0.925928107603103","0.889990566288696","0.961865648917509"
"Yes","2002","66 and older","Not Employed","3313","0.969605330966528","0.963866089044564","0.975344572888492"
"No","2003","16-34 y.","Employed","415","0.101856305210075","0.0927447852976858","0.110967825122464"
"No","2003","16-34 y.","Not Employed","220","0.159999909249938","0.142326871753444","0.177672946746433"
"No","2003","35-65 y.","Employed","639","0.0771828407582265","0.0718541820469619","0.0825114994694911"
"No","2003","35-65 y.","Not Employed","323","0.106683372468432","0.0957649659596525","0.117601778977211"
"No","2003","66 and older","Employed","12","","",""
"No","2003","66 and older","Not Employed","132","0.0324955192257059","0.0266170705083535","0.0383739679430583"
"Yes","2003","16-34 y.","Employed","3818","0.898143694789925","0.889032174877536","0.907255214702314"
"Yes","2003","16-34 y.","Not Employed","1433","0.840000090750062","0.822327053253567","0.857673128246556"
"Yes","2003","35-65 y.","Employed","8997","0.922817159241773","0.917488500530509","0.928145817953038"
"Yes","2003","35-65 y.","Not Employed","2748","0.893316627531568","0.882398221022789","0.904235034040348"
"Yes","2003","66 and older","Employed","197","0.924478992128155","0.888656370992772","0.960301613263539"
"Yes","2003","66 and older","Not Employed","3363","0.967504480774294","0.961626032056942","0.973382929491647"
"No","2004","16-34 y.","Employed","365","0.0967497052260558","0.0875331526622531","0.105966257789859"
"No","2004","16-34 y.","Not Employed","185","0.13677794529177","0.120415029718955","0.153140860864584"
"No","2004","35-65 y.","Employed","608","0.0812424018474843","0.0756993036153257","0.0867855000796428"
"No","2004","35-65 y.","Not Employed","323","0.117009679512976","0.105386871567837","0.128632487458114"
"No","2004","66 and older","Employed","9","","",""
"No","2004","66 and older","Not Employed","138","0.0358460456664673","0.0297647700504027","0.0419273212825318"
"Yes","2004","16-34 y.","Employed","3587","0.903250294773944","0.894033742210141","0.912466847337747"
"Yes","2004","16-34 y.","Not Employed","1509","0.863222054708231","0.846859139135416","0.879584970281045"
"Yes","2004","35-65 y.","Employed","8724","0.918757598152516","0.913214499920357","0.924300696384674"
"Yes","2004","35-65 y.","Not Employed","2615","0.882990320487024","0.871367512541886","0.894613128432163"
"Yes","2004","66 and older","Employed","218","0.964814713846937","0.940846389938158","0.988783037755716"
"Yes","2004","66 and older","Not Employed","3452","0.964153954333533","0.958072678717468","0.970235229949597"
"No","2005","16-34 y.","Employed","339","0.103038685199751","0.0932680676886938","0.112809302710808"
"No","2005","16-34 y.","Not Employed","166","0.124241530536389","0.108203649864848","0.14027941120793"
"No","2005","35-65 y.","Employed","588","0.0849341280568776","0.0791542389311827","0.0907140171825725"
"No","2005","35-65 y.","Not Employed","309","0.128211155556149","0.115628514451939","0.14079379666036"
"No","2005","66 and older","Employed","10","","",""
"No","2005","66 and older","Not Employed","132","0.0354366591596257","0.0293906097946721","0.0414827085245792"
"Yes","2005","16-34 y.","Employed","3380","0.896961314800249","0.887190697289192","0.906731932311306"
"Yes","2005","16-34 y.","Not Employed","1459","0.875758469463611","0.85972058879207","0.891796350135152"
"Yes","2005","35-65 y.","Employed","8349","0.915065871943122","0.909285982817427","0.920845761068817"
"Yes","2005","35-65 y.","Not Employed","2403","0.871788844443851","0.85920620333964","0.884371485548061"
"Yes","2005","66 and older","Employed","217","0.947085786021492","0.91796413478651","0.976207437256475"
"Yes","2005","66 and older","Not Employed","3460","0.964563340840374","0.958517291475421","0.970609390205328"
"No","2006","16-34 y.","Employed","290","0.100994026598566","0.0912227256939997","0.110765327503133"
"No","2006","16-34 y.","Not Employed","156","0.14300674203791","0.125260988165785","0.160752495910035"
"No","2006","35-65 y.","Employed","554","0.078600699059287","0.0731999179555262","0.0840014801630478"
"No","2006","35-65 y.","Not Employed","310","0.145594378796914","0.132759889888816","0.158428867705012"
"No","2006","66 and older","Employed","9","","",""
"No","2006","66 and older","Not Employed","151","0.040708440833412","0.0347327338172226","0.0466841478496015"
"Yes","2006","16-34 y.","Employed","3363","0.899005973401434","0.889234672496867","0.908777274306"
"Yes","2006","16-34 y.","Not Employed","1339","0.85699325796209","0.839247504089965","0.874739011834215"
"Yes","2006","35-65 y.","Employed","8984","0.921399300940713","0.915998519836952","0.926800082044474"
"Yes","2006","35-65 y.","Not Employed","2591","0.854405621203086","0.841571132294987","0.867240110111184"
"Yes","2006","66 and older","Employed","282","0.966595213376996","0.945949577305184","0.987240849448808"
"Yes","2006","66 and older","Not Employed","4050","0.959291559166588","0.953315852150399","0.965267266182777"
"No","2007","16-34 y.","Employed","246","0.0951703688932515","0.0852993385887498","0.105041399197753"
"No","2007","16-34 y.","Not Employed","110","0.128015029914036","0.110086067494742","0.145943992333331"
"No","2007","35-65 y.","Employed","513","0.0839844799558738","0.0782362632780496","0.089732696633698"
"No","2007","35-65 y.","Not Employed","263","0.14322770307068","0.12961794456568","0.156837461575679"
"No","2007","66 and older","Employed","10","","",""
"No","2007","66 and older","Not Employed","144","0.0441667790681391","0.0379019841396079","0.0504315739966704"
"Yes","2007","16-34 y.","Employed","3149","0.904829631106749","0.894958600802247","0.91470066141125"
"Yes","2007","16-34 y.","Not Employed","1224","0.871984970085964","0.854056007666669","0.889913932505258"
"Yes","2007","35-65 y.","Employed","8431","0.916015520044126","0.910267303366302","0.92176373672195"
"Yes","2007","35-65 y.","Not Employed","2282","0.85677229692932","0.843162538424321","0.87038205543432"
"Yes","2007","66 and older","Employed","263","0.943769069760485","0.916442364562572","0.971095774958398"
"Yes","2007","66 and older","Not Employed","3988","0.955833220931861","0.94956842600333","0.962098015860392"
"No","2008","16-34 y.","Employed","204","0.0938524948257689","0.0837103407351741","0.103994648916364"
"No","2008","16-34 y.","Not Employed","91","0.113644383838173","0.0956947920234203","0.131593975652926"
"No","2008","35-65 y.","Employed","462","0.08521628147097","0.0792684985074094","0.0911640644345307"
"No","2008","35-65 y.","Not Employed","224","0.149927912418061","0.135107435413394","0.164748389422728"
"No","2008","66 and older","Employed","11","","",""
"No","2008","66 and older","Not Employed","140","0.0466245998327987","0.0401489443426542","0.0531002553229432"
"Yes","2008","16-34 y.","Employed","2972","0.906147505174231","0.896005351083636","0.916289659264826"
"Yes","2008","16-34 y.","Not Employed","1110","0.886355616161827","0.868406024347074","0.90430520797658"
"Yes","2008","35-65 y.","Employed","8003","0.91478371852903","0.908835935565469","0.920731501492591"
"Yes","2008","35-65 y.","Not Employed","2005","0.850072087581939","0.835251610577272","0.864892564586606"
"Yes","2008","66 and older","Employed","277","0.939305176300998","0.911729191432679","0.966881161169318"
"Yes","2008","66 and older","Not Employed","3932","0.953375400167201","0.946899744677057","0.959851055657346"
"No","2009","16-34 y.","Employed","178","0.0971259945434261","0.0864705730893971","0.107781415997455"
"No","2009","16-34 y.","Not Employed","76","0.114403686368261","0.0950493525823662","0.133758020154157"
"No","2009","35-65 y.","Employed","416","0.0882574598582668","0.0820273703454476","0.094487549371086"
"No","2009","35-65 y.","Not Employed","184","0.152970869271483","0.136940747505004","0.169000991037962"
"No","2009","66 and older","Employed","7","","",""
"No","2009","66 and older","Not Employed","128","0.046161266780813","0.039579090293319","0.0527434432683071"
"Yes","2009","16-34 y.","Employed","2789","0.902874005456574","0.892218584002545","0.913529426910603"
"Yes","2009","16-34 y.","Not Employed","963","0.885596313631739","0.866241979845843","0.904950647417634"
"Yes","2009","35-65 y.","Employed","7548","0.911742540141733","0.905512450628914","0.917972629654553"
"Yes","2009","35-65 y.","Not Employed","1753","0.847029130728517","0.830999008962038","0.863059252494996"
"Yes","2009","66 and older","Employed","308","0.96767646068226","0.9481457810274","0.98720714033712"
"Yes","2009","66 and older","Not Employed","3776","0.953838733219187","0.947256556731693","0.960420909706681"
"No","2010","16-34 y.","Employed","319","0.0888272127463087","0.0805352718119094","0.0971191536807081"
"No","2010","16-34 y.","Not Employed","282","0.123393449910673","0.109215081340533","0.137571818480814"
"No","2010","35-65 y.","Employed","605","0.0837898481768456","0.0785606961548833","0.0890190001988079"
"No","2010","35-65 y.","Not Employed","323","0.183197982061073","0.168388723205915","0.198007240916231"
"No","2010","66 and older","Employed","11","","",""
"No","2010","66 and older","Not Employed","116","0.0450679124101825","0.0384449088811748","0.0516909159391903"
"Yes","2010","16-34 y.","Employed","4203","0.911172787253691","0.902880846319292","0.919464728188091"
"Yes","2010","16-34 y.","Not Employed","1785","0.876606550089327","0.862428181519186","0.890784918659467"
"Yes","2010","35-65 y.","Employed","10180","0.916210151823154","0.910980999801192","0.921439303845117"
"Yes","2010","35-65 y.","Not Employed","2298","0.816802017938927","0.801992759083769","0.831611276794085"
"Yes","2010","66 and older","Employed","296","0.927708999092069","0.898740439122797","0.95667755906134"
"Yes","2010","66 and older","Not Employed","3653","0.954932087589818","0.94830908406081","0.961555091118825"
"No","2011","16-34 y.","Employed","168","0.0710932310346811","0.0623623791183904","0.0798240829509718"
"No","2011","16-34 y.","Not Employed","80","0.0740851502325462","0.0595192141216844","0.0886510863434079"
"No","2011","35-65 y.","Employed","475","0.0745582809080821","0.0694237457689409","0.0796928160472232"
"No","2011","35-65 y.","Not Employed","229","0.146037591511629","0.132016816056811","0.160058366966446"
"No","2011","66 and older","Employed","13","","",""
"No","2011","66 and older","Not Employed","139","0.0439839696115682","0.0381895464113084","0.049778392811828"
"Yes","2011","16-34 y.","Employed","3160","0.928906768965319","0.920175917049028","0.93763762088161"
"Yes","2011","16-34 y.","Not Employed","1162","0.925914849767454","0.911348913656592","0.940480785878316"
"Yes","2011","35-65 y.","Employed","9579","0.925441719091918","0.920307183952777","0.930576254231059"
"Yes","2011","35-65 y.","Not Employed","2208","0.853962408488371","0.839941633033554","0.867983183943189"
"Yes","2011","66 and older","Employed","371","0.951820618956232","0.930402040608218","0.973239197304246"
"Yes","2011","66 and older","Not Employed","4672","0.956016030388432","0.950221607188172","0.961810453588692"
"No","2012","16-34 y.","Employed","253","0.0800978817966337","0.0721421795872299","0.0880535840060375"
"No","2012","16-34 y.","Not Employed","191","0.122111703388732","0.107342897908607","0.136880508868858"
"No","2012","35-65 y.","Employed","708","0.0845768226847309","0.0797986425389272","0.0893550028305347"
"No","2012","35-65 y.","Not Employed","279","0.132327221264658","0.120387600871748","0.144266841657568"
"No","2012","66 and older","Employed","14","","",""
"No","2012","66 and older","Not Employed","139","0.0507341224044749","0.0445534622039471","0.0569147826050026"
"Yes","2012","16-34 y.","Employed","4219","0.919902118203366","0.911946415993963","0.92785782041277"
"Yes","2012","16-34 y.","Not Employed","1697","0.877888296611268","0.863119491131142","0.892657102091393"
"Yes","2012","35-65 y.","Employed","12319","0.915423177315269","0.910644997169465","0.920201357461073"
"Yes","2012","35-65 y.","Not Employed","2815","0.867672778735342","0.855733158342432","0.879612399128252"
"Yes","2012","66 and older","Employed","404","0.936437657100757","0.913049320611619","0.959825993589896"
"Yes","2012","66 and older","Not Employed","4704","0.949265877595525","0.943085217394997","0.955446537796053"
"No","2013","16-34 y.","Employed","208","0.0346803734184801","0.0290784190791972","0.040282327757763"
"No","2013","16-34 y.","Not Employed","148","0.0513493885903384","0.0406870134250281","0.0620117637556486"
"No","2013","35-65 y.","Employed","664","0.0547445708273291","0.0507371221438892","0.058752019510769"
"No","2013","35-65 y.","Not Employed","231","0.0895709782777246","0.0787004679608819","0.100441488594567"
"No","2013","66 and older","Employed","11","","",""
"No","2013","66 and older","Not Employed","138","0.0392630011781748","0.0336430778450237","0.0448829245113258"
"Yes","2013","16-34 y.","Employed","3890","0.96531962658152","0.959717672242237","0.970921580920803"
"Yes","2013","16-34 y.","Not Employed","1498","0.948650611409662","0.937988236244351","0.959312986574972"
"Yes","2013","35-65 y.","Employed","11714","0.945255429172671","0.941247980489231","0.949262877856111"
"Yes","2013","35-65 y.","Not Employed","2420","0.910429021722275","0.899558511405433","0.921299532039118"
"Yes","2013","66 and older","Employed","425","0.957508489147947","0.938575148463761","0.976441829832133"
"Yes","2013","66 and older","Not Employed","4450","0.960736998821825","0.955117075488674","0.966356922154976"
"No","2014","16-34 y.","Employed","632","0.101837099357389","0.0931200451878496","0.110554153526929"
"No","2014","16-34 y.","Not Employed","372","0.161900575804605","0.145613662618296","0.178187488990914"
"No","2014","35-65 y.","Employed","1376","0.0940837563093265","0.0890090801247263","0.0991584324939267"
"No","2014","35-65 y.","Not Employed","543","0.158243585161646","0.144962593597288","0.171524576726005"
"No","2014","66 and older","Employed","21","","",""
"No","2014","66 and older","Not Employed","164","0.0428698627801523","0.0369717563888371","0.0487679691714676"
"Yes","2014","16-34 y.","Employed","3992","0.898162900642611","0.889445846473071","0.90687995481215"
"Yes","2014","16-34 y.","Not Employed","1593","0.838099424195395","0.821812511009086","0.854386337381704"
"Yes","2014","35-65 y.","Employed","11338","0.905916243690673","0.900841567506073","0.910990919875274"
"Yes","2014","35-65 y.","Not Employed","2358","0.841756414838354","0.828475423273995","0.855037406402712"
"Yes","2014","66 and older","Employed","458","0.958800149477292","0.941001288904343","0.97659901005024"
"Yes","2014","66 and older","Not Employed","4367","0.957130137219848","0.951232030828532","0.963028243611163"
"No","2015","16-34 y.","Employed","513","0.0862940755030909","0.0777499014998714","0.0948382495063104"
"No","2015","16-34 y.","Not Employed","1067","0.261307858549271","0.244351585760361","0.278264131338181"
"No","2015","35-65 y.","Employed","1163","0.0845733632891575","0.0795945913204511","0.0895521352578638"
"No","2015","35-65 y.","Not Employed","1091","0.209146519171059","0.195194201633545","0.223098836708573"
"No","2015","66 and older","Employed","20","","",""
"No","2015","66 and older","Not Employed","162","0.0426876849685006","0.0367502363031673","0.048625133633834"
"Yes","2015","16-34 y.","Employed","3636","0.913705924496909","0.90516175049369","0.922250098500129"
"Yes","2015","16-34 y.","Not Employed","1512","0.738692141450729","0.721735868661819","0.755648414239639"
"Yes","2015","35-65 y.","Employed","10835","0.915426636710843","0.910447864742136","0.920405408679549"
"Yes","2015","35-65 y.","Not Employed","2173","0.790853480828941","0.776901163291427","0.804805798366455"
"Yes","2015","66 and older","Employed","496","0.949468343764812","0.930569064106696","0.968367623422928"
"Yes","2015","66 and older","Not Employed","4291","0.957312315031499","0.951374866366166","0.963249763696833"
"No","2016","16-34 y.","Employed","718","0.121777604143457","0.111737991193296","0.131817217093617"
"No","2016","16-34 y.","Not Employed","352","0.166370628240239","0.148190773678247","0.18455048280223"
"No","2016","35-65 y.","Employed","1395","0.10364333764745","0.0980935839648288","0.109193091330071"
"No","2016","35-65 y.","Not Employed","523","0.182109063403561","0.166581164312355","0.197636962494768"
"No","2016","66 and older","Employed","18","","",""
"No","2016","66 and older","Not Employed","151","0.0555924704322262","0.0487278913299597","0.0624570495344927"
"Yes","2016","16-34 y.","Employed","3358","0.878222395856543","0.868182782906383","0.888262008806704"
"Yes","2016","16-34 y.","Not Employed","1260","0.833629371759761","0.81544951719777","0.851809226321753"
"Yes","2016","35-65 y.","Employed","10192","0.89635666235255","0.890806908669929","0.901906416035171"
"Yes","2016","35-65 y.","Not Employed","1850","0.817890936596439","0.802363037505232","0.833418835687645"
"Yes","2016","66 and older","Employed","485","0.923475695500787","0.90024423417468","0.946707156826895"
"Yes","2016","66 and older","Not Employed","4129","0.944407529567774","0.937542950465507","0.95127210867004"
"No","2017","16-34 y.","Employed","744","0.122419785851478","0.112992835826432","0.131846735876525"
"No","2017","16-34 y.","Not Employed","1494","0.225739611285325","0.210640449153073","0.240838773417577"
"No","2017","35-65 y.","Employed","1431","0.110794895859284","0.105414823800103","0.116174967918466"
"No","2017","35-65 y.","Not Employed","1652","0.20519624406081","0.192073296221938","0.218319191899682"
"No","2017","66 and older","Employed","24","","",""
"No","2017","66 and older","Not Employed","167","0.0623179938720947","0.0552116416129311","0.0694243461312583"
"Yes","2017","16-34 y.","Employed","3900","0.877580214148522","0.868153264123475","0.887007164173568"
"Yes","2017","16-34 y.","Not Employed","1451","0.774260388714675","0.759161226582423","0.789359550846927"
"Yes","2017","35-65 y.","Employed","11644","0.889205104140716","0.883825032081534","0.894585176199897"
"Yes","2017","35-65 y.","Not Employed","1986","0.79480375593919","0.781680808100318","0.807926703778062"
"Yes","2017","66 and older","Employed","579","0.917825999352126","0.895906187178696","0.939745811525555"
"Yes","2017","66 and older","Not Employed","4278","0.937682006127905","0.930575653868742","0.944788358387069"
"No","2018","16-34 y.","Employed","881","0.129464128020399","0.119957020721799","0.138971235318999"
"No","2018","16-34 y.","Not Employed","2003","0.268736030637089","0.253679461902137","0.28379259937204"
"No","2018","35-65 y.","Employed","1450","0.11744795851621","0.111824851000983","0.123071066031438"
"No","2018","35-65 y.","Not Employed","2052","0.219904908782419","0.206869176786132","0.232940640778707"
"No","2018","66 and older","Employed","32","0.118724072867621","0.0932217816690668","0.144226364066175"
"No","2018","66 and older","Not Employed","187","0.0676916637645034","0.0603321278309804","0.0750511996980264"
"Yes","2018","16-34 y.","Employed","3909","0.870535871979601","0.861028764681","0.880042979278201"
"Yes","2018","16-34 y.","Not Employed","1327","0.731263969362911","0.71620740062796","0.746320538097863"
"Yes","2018","35-65 y.","Employed","11143","0.88255204148379","0.876928933968562","0.888175148999017"
"Yes","2018","35-65 y.","Not Employed","1826","0.780095091217581","0.767059359221293","0.793130823213868"
"Yes","2018","66 and older","Employed","586","0.881275927132379","0.855773635933825","0.906778218330933"
"Yes","2018","66 and older","Not Employed","4289","0.932308336235497","0.924948800301974","0.93966787216902"
"No","2019","16-34 y.","Employed","920","0.137251445028803","0.127239546754999","0.147263343302608"
"No","2019","16-34 y.","Not Employed","1440","0.237396903708043","0.221263846590451","0.253529960825635"
"No","2019","35-65 y.","Employed","1471","0.125078490510698","0.119446223441218","0.130710757580179"
"No","2019","35-65 y.","Not Employed","1766","0.204390525058356","0.191409256016901","0.217371794099811"
"No","2019","66 and older","Employed","35","0.0794815608086694","0.0611788022697286","0.0977843193476102"
"No","2019","66 and older","Not Employed","185","0.0701168710381554","0.0626078337350236","0.0776259083412873"
"Yes","2019","16-34 y.","Employed","3618","0.862748554971197","0.852736656697392","0.872760453245001"
"Yes","2019","16-34 y.","Not Employed","1232","0.762603096291957","0.746470039174365","0.778736153409549"
"Yes","2019","35-65 y.","Employed","11781","0.874921509489302","0.869289242419821","0.880553776558783"
"Yes","2019","35-65 y.","Not Employed","1941","0.795609474941644","0.782628205900189","0.808590743983099"
"Yes","2019","66 and older","Employed","804","0.920518439191331","0.90221568065239","0.938821197730271"
"Yes","2019","66 and older","Not Employed","4257","0.929883128961845","0.922374091658713","0.937392166264976"
