"plj0014_v3","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2000","Not Employed","Single parent ","367","0.930630468798244","0.905699758245073","0.955561179351416"
"No","2001","Employed","(Married) couple without C. ","247","0.0713070185262968","0.0627435804442711","0.0798704566083226"
"No","2001","Employed","1-pers.-HH","103","0.0551897608572745","0.0439087691826158","0.0664707525319332"
"No","2001","Employed","Couple + C. GT 16 ","265","0.0934844201324124","0.0822774594590485","0.104691380805776"
"No","2001","Employed","Couple + C. LE 16 ","416","0.10938837519583","0.0994981683705511","0.119278582021109"
"No","2001","Employed","Couple + C. LE and GT 16","147","0.141693620820635","0.12263357562702","0.160753666014251"
"No","2001","Employed","Single parent ","65","0.0911055750760691","0.0704975497769855","0.111713600375153"
"No","2001","Not Employed","(Married) couple without C. ","194","0.0477332291872666","0.040617961940496","0.0548484964340373"
"No","2001","Not Employed","1-pers.-HH","41","0.0246818217094865","0.0166876110150899","0.0326760324038831"
"No","2001","Not Employed","Couple + C. GT 16 ","157","0.127917283474631","0.107782171411116","0.148052395538146"
"No","2001","Not Employed","Couple + C. LE 16 ","184","0.224245589998616","0.197639186324909","0.250851993672323"
"No","2001","Not Employed","Couple + C. LE and GT 16","75","0.170679523302685","0.136520374699444","0.204838671905927"
"No","2001","Not Employed","Single parent ","27","","",""
"Yes","2001","Employed","(Married) couple without C. ","3222","0.928692981473703","0.920129543391677","0.937256419555729"
"Yes","2001","Employed","1-pers.-HH","1471","0.944810239142725","0.933529247468067","0.956091230817384"
"Yes","2001","Employed","Couple + C. GT 16 ","2327","0.906515579867588","0.895308619194224","0.917722540540951"
"Yes","2001","Employed","Couple + C. LE 16 ","3410","0.89061162480417","0.880721417978891","0.900501831629449"
"Yes","2001","Employed","Couple + C. LE and GT 16","1139","0.858306379179365","0.83924633398575","0.877366424372981"
"Yes","2001","Employed","Single parent ","684","0.908894424923931","0.888286399624847","0.929502450223015"
"Yes","2001","Not Employed","(Married) couple without C. ","3255","0.952266770812733","0.945151503565963","0.959382038059504"
"Yes","2001","Not Employed","1-pers.-HH","1406","0.975318178290513","0.967323967596117","0.98331238898491"
"Yes","2001","Not Employed","Couple + C. GT 16 ","900","0.872082716525369","0.851947604461854","0.892217828588884"
"Yes","2001","Not Employed","Couple + C. LE 16 ","760","0.775754410001384","0.749148006327677","0.802360813675091"
"Yes","2001","Not Employed","Couple + C. LE and GT 16","391","0.829320476697315","0.795161328094073","0.863479625300557"
"Yes","2001","Not Employed","Single parent ","354","0.940015057092499","0.916171330506003","0.963858783678995"
"No","2002","Employed","(Married) couple without C. ","262","0.0732027341494613","0.0650478746596024","0.0813575936393201"
"No","2002","Employed","1-pers.-HH","84","0.0491812320051181","0.0385319806692362","0.059830483341"
"No","2002","Employed","Couple + C. GT 16 ","218","0.0849608853763063","0.0747081011301328","0.0952136696224799"
"No","2002","Employed","Couple + C. LE 16 ","368","0.111385084140325","0.101475607123438","0.121294561157212"
"No","2002","Employed","Couple + C. LE and GT 16","156","0.131926801436781","0.114526371693942","0.149327231179621"
"No","2002","Employed","Single parent ","58","0.0821368613620406","0.0627179223756087","0.101555800348472"
"No","2002","Not Employed","(Married) couple without C. ","197","0.050543840548959","0.043355854168656","0.0577318269292619"
"No","2002","Not Employed","1-pers.-HH","45","0.0299418562625849","0.0211424302463214","0.0387412822788485"
"No","2002","Not Employed","Couple + C. GT 16 ","143","0.133676931303486","0.114194082582237","0.153159780024735"
"No","2002","Not Employed","Couple + C. LE 16 ","157","0.198317635855176","0.172151023714712","0.224484247995639"
"No","2002","Not Employed","Couple + C. LE and GT 16","75","0.192719953360222","0.15825009105468","0.227189815665764"
"No","2002","Not Employed","Single parent ","27","","",""
"Yes","2002","Employed","(Married) couple without C. ","3657","0.926797265850539","0.91864240636068","0.934952125340398"
"Yes","2002","Employed","1-pers.-HH","1500","0.950818767994882","0.940169516659","0.961468019330764"
"Yes","2002","Employed","Couple + C. GT 16 ","2623","0.915039114623694","0.90478633037752","0.925291898869867"
"Yes","2002","Employed","Couple + C. LE 16 ","3504","0.888614915859675","0.878705438842788","0.898524392876562"
"Yes","2002","Employed","Couple + C. LE and GT 16","1297","0.868073198563219","0.850672768820379","0.885473628306058"
"Yes","2002","Employed","Single parent ","710","0.917863138637959","0.898444199651528","0.937282077624391"
"Yes","2002","Not Employed","(Married) couple without C. ","3371","0.949456159451041","0.942268173070738","0.956644145831344"
"Yes","2002","Not Employed","1-pers.-HH","1396","0.970058143737415","0.961258717721151","0.978857569753679"
"Yes","2002","Not Employed","Couple + C. GT 16 ","1029","0.866323068696514","0.846840219975265","0.885805917417763"
"Yes","2002","Not Employed","Couple + C. LE 16 ","735","0.801682364144824","0.775515752004361","0.827848976285288"
"Yes","2002","Not Employed","Couple + C. LE and GT 16","428","0.807280046639778","0.772810184334236","0.841749908945319"
"Yes","2002","Not Employed","Single parent ","342","0.93394256565719","0.908599692872908","0.959285438441472"
"No","2003","Employed","(Married) couple without C. ","227","0.0732874323654467","0.0649586080016601","0.0816162567292332"
"No","2003","Employed","1-pers.-HH","75","0.0482119394477757","0.0374782307909543","0.0589456481045972"
"No","2003","Employed","Couple + C. GT 16 ","189","0.0818227359554111","0.0716246923846038","0.0920207795262184"
"No","2003","Employed","Couple + C. LE 16 ","334","0.106842722633683","0.0967278334116942","0.116957611855671"
"No","2003","Employed","Couple + C. LE and GT 16","142","0.138812659244856","0.120321103957393","0.157304214532319"
"No","2003","Employed","Single parent ","57","0.0893889475156427","0.0687490074623117","0.110028887568974"
"No","2003","Not Employed","(Married) couple without C. ","195","0.0525669781816511","0.0452484604260015","0.0598854959373007"
"No","2003","Not Employed","1-pers.-HH","45","0.0286968947902218","0.0201506378183818","0.0372431517620617"
"No","2003","Not Employed","Couple + C. GT 16 ","133","0.134679907207205","0.115234724051206","0.154125090363205"
"No","2003","Not Employed","Couple + C. LE 16 ","146","0.207609703547184","0.179677899925484","0.235541507168884"
"No","2003","Not Employed","Couple + C. LE and GT 16","80","0.204326518256425","0.169124899736527","0.239528136776323"
"No","2003","Not Employed","Single parent ","29","","",""
"Yes","2003","Employed","(Married) couple without C. ","3534","0.926712567634553","0.918383743270767","0.93504139199834"
"Yes","2003","Employed","1-pers.-HH","1455","0.951788060552224","0.941054351895403","0.962521769209046"
"Yes","2003","Employed","Couple + C. GT 16 ","2586","0.918177264044589","0.907979220473782","0.928375307615396"
"Yes","2003","Employed","Couple + C. LE 16 ","3249","0.893157277366317","0.883042388144329","0.903272166588306"
"Yes","2003","Employed","Couple + C. LE and GT 16","1201","0.861187340755144","0.842695785467681","0.879678896042607"
"Yes","2003","Employed","Single parent ","677","0.910611052484357","0.889971112431026","0.931250992537688"
"Yes","2003","Not Employed","(Married) couple without C. ","3377","0.947433021818349","0.940114504062699","0.954751539573998"
"Yes","2003","Not Employed","1-pers.-HH","1421","0.971303105209778","0.962756848237938","0.979849362181618"
"Yes","2003","Not Employed","Couple + C. GT 16 ","1051","0.865320092792795","0.845874909636795","0.884765275948794"
"Yes","2003","Not Employed","Couple + C. LE 16 ","664","0.792390296452816","0.764458492831116","0.820322100074516"
"Yes","2003","Not Employed","Couple + C. LE and GT 16","424","0.795673481743575","0.760471863223677","0.830875100263474"
"Yes","2003","Not Employed","Single parent ","359","0.918853447602653","0.891683400623865","0.946023494581442"
"No","2004","Employed","(Married) couple without C. ","219","0.0782415384383934","0.0696197839501876","0.0868632929265992"
"No","2004","Employed","1-pers.-HH","64","0.0378505114136925","0.0280950778368799","0.0476059449905052"
"No","2004","Employed","Couple + C. GT 16 ","178","0.0806099484673586","0.0703829485515487","0.0908369483831685"
"No","2004","Employed","Couple + C. LE 16 ","294","0.102929478934248","0.0925745166739891","0.113284441194508"
"No","2004","Employed","Couple + C. LE and GT 16","137","0.149580892874922","0.129832710885203","0.169329074864641"
"No","2004","Employed","Single parent ","53","0.0987302958069671","0.0767108624892389","0.120749729124695"
"No","2004","Not Employed","(Married) couple without C. ","186","0.0539117768656697","0.046500309895022","0.0613232438363174"
"No","2004","Not Employed","1-pers.-HH","45","0.0306393575191101","0.0218264398764931","0.0394522751617271"
"No","2004","Not Employed","Couple + C. GT 16 ","132","0.147689434027531","0.127648936607477","0.167729931447586"
"No","2004","Not Employed","Couple + C. LE 16 ","130","0.1999512260133","0.171534369764331","0.228368082262269"
"No","2004","Not Employed","Couple + C. LE and GT 16","76","0.205221862088678","0.171252847827546","0.239190876349811"
"No","2004","Not Employed","Single parent ","30","0.0796714640981727","0.0528998436672206","0.106443084529125"
"Yes","2004","Employed","(Married) couple without C. ","3508","0.921758461561607","0.913136707073401","0.930380216049812"
"Yes","2004","Employed","1-pers.-HH","1406","0.962149488586307","0.952394055009495","0.97190492216312"
"Yes","2004","Employed","Couple + C. GT 16 ","2544","0.919390051532641","0.909163051616832","0.929617051448451"
"Yes","2004","Employed","Couple + C. LE 16 ","3014","0.897070521065752","0.886715558805492","0.907425483326011"
"Yes","2004","Employed","Couple + C. LE and GT 16","1116","0.850419107125078","0.830670925135359","0.870167289114797"
"Yes","2004","Employed","Single parent ","652","0.901269704193033","0.879250270875305","0.923289137510761"
"Yes","2004","Not Employed","(Married) couple without C. ","3381","0.94608822313433","0.938676756163683","0.953499690104978"
"Yes","2004","Not Employed","1-pers.-HH","1424","0.96936064248089","0.960547724838273","0.978173560123507"
"Yes","2004","Not Employed","Couple + C. GT 16 ","1072","0.852310565972469","0.832270068552414","0.872351063392523"
"Yes","2004","Not Employed","Couple + C. LE 16 ","631","0.8000487739867","0.771631917737731","0.828465630235669"
"Yes","2004","Not Employed","Couple + C. LE and GT 16","467","0.794778137911322","0.760809123650189","0.828747152172454"
"Yes","2004","Not Employed","Single parent ","363","0.920328535901827","0.893556915470875","0.947100156332779"
"No","2005","Employed","(Married) couple without C. ","196","0.0770737734933042","0.0682879340019837","0.0858596129846247"
"No","2005","Employed","1-pers.-HH","70","0.045048889459367","0.034679724801107","0.055418054117627"
"No","2005","Employed","Couple + C. GT 16 ","177","0.102646298130008","0.0909239949537939","0.114368601306221"
"No","2005","Employed","Couple + C. LE 16 ","274","0.103448372882337","0.0926473954598878","0.114249350304786"
"No","2005","Employed","Couple + C. LE and GT 16","127","0.145947186714396","0.125665137666663","0.166229235762129"
"No","2005","Employed","Single parent ","55","0.110533734461431","0.0875507071877221","0.13351676173514"
"No","2005","Not Employed","(Married) couple without C. ","193","0.067362300032281","0.0590867841156231","0.0756378159489389"
"No","2005","Not Employed","1-pers.-HH","40","0.0231376752814767","0.0153726408468188","0.0309027097161345"
"No","2005","Not Employed","Couple + C. GT 16 ","115","0.131333481928019","0.111254227194168","0.151412736661871"
"No","2005","Not Employed","Couple + C. LE 16 ","106","0.190773484871499","0.161088651350268","0.22045831839273"
"No","2005","Not Employed","Couple + C. LE and GT 16","82","0.217456576619494","0.18279174160863","0.252121411630358"
"No","2005","Not Employed","Single parent ","23","","",""
"Yes","2005","Employed","(Married) couple without C. ","3344","0.922926226506696","0.914140387015375","0.931712065998016"
"Yes","2005","Employed","1-pers.-HH","1467","0.954951110540633","0.944581945882373","0.965320275198893"
"Yes","2005","Employed","Couple + C. GT 16 ","2398","0.897353701869992","0.885631398693779","0.909076005046206"
"Yes","2005","Employed","Couple + C. LE 16 ","2780","0.896551627117663","0.885750649695214","0.907352604540112"
"Yes","2005","Employed","Couple + C. LE and GT 16","1037","0.854052813285604","0.833770764237871","0.874334862333337"
"Yes","2005","Employed","Single parent ","660","0.889466265538569","0.86648323826486","0.912449292812278"
"Yes","2005","Not Employed","(Married) couple without C. ","3331","0.932637699967719","0.924362184051061","0.940913215884377"
"Yes","2005","Not Employed","1-pers.-HH","1400","0.976862324718523","0.969097290283865","0.984627359153181"
"Yes","2005","Not Employed","Couple + C. GT 16 ","972","0.868666518071981","0.848587263338129","0.888745772805832"
"Yes","2005","Not Employed","Couple + C. LE 16 ","567","0.809226515128501","0.77954168160727","0.838911348649732"
"Yes","2005","Not Employed","Couple + C. LE and GT 16","462","0.782543423380506","0.747878588369642","0.81720825839137"
"Yes","2005","Not Employed","Single parent ","373","0.950053124985988","0.928598120775864","0.971508129196111"
"No","2006","Employed","(Married) couple without C. ","192","0.0782102247608006","0.0697617183403569","0.0866587311812442"
"No","2006","Employed","1-pers.-HH","58","0.0354238023721338","0.0265262267777871","0.0443213779664805"
"No","2006","Employed","Couple + C. GT 16 ","141","0.0885951700607067","0.0777248051551398","0.0994655349662736"
"No","2006","Employed","Couple + C. LE 16 ","258","0.107658146063468","0.0968786880761819","0.118437604050754"
"No","2006","Employed","Couple + C. LE and GT 16","114","0.144006304383781","0.123047584837765","0.164965023929796"
"No","2006","Employed","Single parent ","55","0.0903945154124932","0.0700616312077388","0.110727399617248"
"No","2006","Not Employed","(Married) couple without C. ","210","0.0736871423801729","0.065602844037117","0.0817714407232288"
"No","2006","Not Employed","1-pers.-HH","44","0.0300673927663595","0.0219447395280405","0.0381900460046784"
"No","2006","Not Employed","Couple + C. GT 16 ","101","0.1426591496746","0.121525875116307","0.163792424232892"
"No","2006","Not Employed","Couple + C. LE 16 ","121","0.235776473589976","0.205517957301521","0.26603498987843"
"No","2006","Not Employed","Couple + C. LE and GT 16","78","0.258507227336445","0.216586299580972","0.300428155091918"
"No","2006","Not Employed","Single parent ","23","","",""
"Yes","2006","Employed","(Married) couple without C. ","3688","0.921789775239199","0.913341268818756","0.930238281659643"
"Yes","2006","Employed","1-pers.-HH","1600","0.964576197627866","0.955678622033519","0.973473773222213"
"Yes","2006","Employed","Couple + C. GT 16 ","2484","0.911404829939293","0.900534465033726","0.92227519484486"
"Yes","2006","Employed","Couple + C. LE 16 ","2918","0.892341853936532","0.881562395949246","0.903121311923818"
"Yes","2006","Employed","Couple + C. LE and GT 16","964","0.855993695616219","0.835034976070204","0.876952415162235"
"Yes","2006","Employed","Single parent ","709","0.909605484587507","0.889272600382752","0.929938368792261"
"Yes","2006","Not Employed","(Married) couple without C. ","3802","0.926312857619827","0.918228559276771","0.934397155962883"
"Yes","2006","Not Employed","1-pers.-HH","1654","0.96993260723364","0.961809953995322","0.978055260471959"
"Yes","2006","Not Employed","Couple + C. GT 16 ","951","0.8573408503254","0.836207575767108","0.878474124883692"
"Yes","2006","Not Employed","Couple + C. LE 16 ","635","0.764223526410024","0.73396501012157","0.794482042698479"
"Yes","2006","Not Employed","Couple + C. LE and GT 16","341","0.741492772663555","0.699571844908082","0.783413700419028"
"Yes","2006","Not Employed","Single parent ","384","0.945459540960104","0.923398207695428","0.96752087422478"
"No","2007","Employed","(Married) couple without C. ","190","0.0869133379153361","0.0777148768576784","0.0961117989729938"
"No","2007","Employed","1-pers.-HH","49","0.0367694695248514","0.0274574169104906","0.0460815221392122"
"No","2007","Employed","Couple + C. GT 16 ","132","0.090583159869176","0.0794058902973615","0.10176042944099"
"No","2007","Employed","Couple + C. LE 16 ","243","0.119107668337295","0.107422870831162","0.130792465843428"
"No","2007","Employed","Couple + C. LE and GT 16","92","0.140972333636152","0.11927331269937","0.162671354572934"
"No","2007","Employed","Single parent ","35","0.060260424495562","0.0428541543043368","0.0776666946867873"
"No","2007","Not Employed","(Married) couple without C. ","174","0.0696998041939349","0.061586460712975","0.0778131476748949"
"No","2007","Not Employed","1-pers.-HH","51","0.0398338250239348","0.030280944197519","0.0493867058503506"
"No","2007","Not Employed","Couple + C. GT 16 ","87","0.150026352401004","0.128003482669226","0.172049222132782"
"No","2007","Not Employed","Couple + C. LE 16 ","94","0.23321999419444","0.200483108929009","0.265956879459871"
"No","2007","Not Employed","Couple + C. LE and GT 16","57","0.174668080954444","0.135227419745513","0.214108742163375"
"No","2007","Not Employed","Single parent ","22","","",""
