"plj0014_v3","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2004","Not Employed","in school","513","0.896544791935979","0.870999319144905","0.922090264727054"
"Yes","2004","Not Employed","inadequately","76","0.583901350742831","0.506051887318644","0.661750814167019"
"Yes","2004","Not Employed","general elemantary","1200","0.865635082027057","0.84803252212165","0.883237641932463"
"Yes","2004","Not Employed","middle vocational","4008","0.958286243788246","0.952229548076128","0.964342939500363"
"Yes","2004","Not Employed","vocational + Abi","254","0.883087414842225","0.845913386795256","0.920261442889194"
"Yes","2004","Not Employed","higher vocational","475","0.949023228304092","0.929607699799059","0.968438756809125"
"Yes","2004","Not Employed","higher education","954","0.927369879593705","0.911268329202543","0.943471429984867"
"Yes","2004","Employed","in school","92","0.979870250394813","0.95132656215412","1.00841393863551"
"Yes","2004","Employed","inadequately","49","0.503398398241257","0.406367963368606","0.600428833113907"
"Yes","2004","Employed","general elemantary","906","0.81090430828647","0.788369974788783","0.833438641784158"
"Yes","2004","Employed","middle vocational","6266","0.934048250922836","0.928087392717984","0.940009109127688"
"Yes","2004","Employed","vocational + Abi","801","0.889637841237768","0.868935308873946","0.91034037360159"
"Yes","2004","Employed","higher vocational","1105","0.946567109233795","0.933597193959855","0.959537024507735"
"Yes","2004","Employed","higher education","3181","0.932764769235398","0.924237266053407","0.941292272417388"
"No","2004","Not Employed","in school","33","0.103455208064021","0.0779097352729459","0.129000680855095"
"No","2004","Not Employed","inadequately","78","0.416098649257168","0.338249185832981","0.493948112681355"
"No","2004","Not Employed","general elemantary","242","0.134364917972943","0.116762358067537","0.15196747787835"
"No","2004","Not Employed","middle vocational","178","0.0417137562117542","0.0356570604996369","0.0477704519238715"
"No","2004","Not Employed","vocational + Abi","33","0.116912585157775","0.0797385571108065","0.154086613204744"
"No","2004","Not Employed","higher vocational","18","","",""
"No","2004","Not Employed","higher education","44","0.0726301204062946","0.0565285700151326","0.0887316707974565"
"No","2004","Employed","in school","1","","",""
"No","2004","Employed","inadequately","53","0.496601601758743","0.399571166886093","0.593632036631394"
"No","2004","Employed","general elemantary","254","0.18909569171353","0.166561358215842","0.211630025211217"
"No","2004","Employed","middle vocational","394","0.0659517490771643","0.0599908908723124","0.0719126072820162"
"No","2004","Employed","vocational + Abi","79","0.110362158762232","0.0896596263984104","0.131064691126054"
"No","2004","Employed","higher vocational","50","0.0534328907662047","0.0404629754922647","0.0664028060401447"
"No","2004","Employed","higher education","132","0.0672352307646022","0.0587077275826118","0.0757627339465927"
"Yes","2005","Not Employed","in school","516","0.923355657362528","0.901163316657351","0.945547998067705"
"Yes","2005","Not Employed","inadequately","75","0.580587945006481","0.50265121283327","0.658524677179692"
"Yes","2005","Not Employed","general elemantary","1146","0.867749490979453","0.849745263282437","0.885753718676469"
"Yes","2005","Not Employed","middle vocational","3808","0.956964077629078","0.950653745992065","0.963274409266091"
"Yes","2005","Not Employed","vocational + Abi","252","0.880381364092629","0.842705735738689","0.918056992446569"
"Yes","2005","Not Employed","higher vocational","447","0.970763387692752","0.95533446614713","0.986192309238375"
"Yes","2005","Not Employed","higher education","962","0.912415485017203","0.894955521012193","0.929875449022214"
"Yes","2005","Employed","in school","95","0.876063576140608","0.811155642109589","0.940971510171628"
"Yes","2005","Employed","inadequately","43","0.509019734649583","0.406866174786109","0.611173294513057"
"Yes","2005","Employed","general elemantary","821","0.787557613356949","0.762887117138396","0.812228109575501"
"Yes","2005","Employed","middle vocational","5956","0.93223122305246","0.926041782050058","0.938420664054862"
"Yes","2005","Employed","vocational + Abi","779","0.897886020471474","0.877553955005264","0.918218085937684"
"Yes","2005","Employed","higher vocational","1059","0.937718241281736","0.923501396637311","0.951935085926162"
"Yes","2005","Employed","higher education","3050","0.932243211317395","0.923498326834399","0.940988095800391"
"No","2005","Not Employed","in school","36","0.076644342637472","0.0544520019322947","0.0988366833426492"
"No","2005","Not Employed","inadequately","79","0.419412054993519","0.341475322820308","0.49734878716673"
"No","2005","Not Employed","general elemantary","214","0.132250509020547","0.114246281323531","0.150254736717563"
"No","2005","Not Employed","middle vocational","165","0.043035922370922","0.0367255907339087","0.0493462540079352"
"No","2005","Not Employed","vocational + Abi","33","0.119618635907371","0.0819430075534313","0.157294264261311"
"No","2005","Not Employed","higher vocational","11","","",""
"No","2005","Not Employed","higher education","45","0.0875845149827968","0.0701245509777861","0.105044478987807"
"No","2005","Employed","in school","4","","",""
"No","2005","Employed","inadequately","49","0.490980265350417","0.388826705486943","0.59313382521389"
"No","2005","Employed","general elemantary","235","0.212442386643051","0.187771890424499","0.237112882861604"
"No","2005","Employed","middle vocational","379","0.0677687769475397","0.0615793359451377","0.0739582179499417"
"No","2005","Employed","vocational + Abi","73","0.102113979528526","0.0817819140623157","0.122446044994736"
"No","2005","Employed","higher vocational","51","0.0622817587182636","0.0480649140738379","0.0764986033626893"
"No","2005","Employed","higher education","123","0.0677567886826048","0.059011904199609","0.0765016731656006"
"Yes","2006","Not Employed","in school","310","0.895302433803643","0.862219553191434","0.928385314415852"
"Yes","2006","Not Employed","inadequately","76","0.562718751648396","0.483598850092624","0.641838653204168"
"Yes","2006","Not Employed","general elemantary","1281","0.868122864015242","0.850884637466293","0.885361090564192"
"Yes","2006","Not Employed","middle vocational","4316","0.946299949720255","0.939717274198638","0.952882625241872"
"Yes","2006","Not Employed","vocational + Abi","266","0.862191231530695","0.823185566182962","0.901196896878427"
"Yes","2006","Not Employed","higher vocational","501","0.949168613461296","0.930271212645527","0.968066014277064"
"Yes","2006","Not Employed","higher education","1116","0.901377514533035","0.884307825206198","0.918447203859873"
"Yes","2006","Employed","in school","65","0.947397269611767","0.894337685374882","1.00045685384865"
"Yes","2006","Employed","inadequately","57","0.633790443709532","0.535345853114964","0.732235034304099"
"Yes","2006","Employed","general elemantary","820","0.80763518940796","0.783481654166296","0.831788724649624"
"Yes","2006","Employed","middle vocational","6285","0.930309365442858","0.924182176632265","0.93643655425345"
"Yes","2006","Employed","vocational + Abi","853","0.913483578562535","0.895317808053407","0.931649349071663"
"Yes","2006","Employed","higher vocational","1090","0.938439009181808","0.924486526501776","0.952391491861841"
"Yes","2006","Employed","higher education","3293","0.936195874007503","0.928002367458154","0.944389380556852"
"No","2006","Not Employed","in school","19","","",""
"No","2006","Not Employed","inadequately","75","0.437281248351604","0.358161346795832","0.516401149907376"
"No","2006","Not Employed","general elemantary","199","0.131877135984758","0.114638909435808","0.149115362533707"
"No","2006","Not Employed","middle vocational","189","0.0537000502797449","0.047117374758128","0.0602827258013618"
"No","2006","Not Employed","vocational + Abi","34","0.137808768469306","0.0988031031215729","0.176814433817038"
"No","2006","Not Employed","higher vocational","18","","",""
"No","2006","Not Employed","higher education","56","0.0986224854669646","0.081552796140127","0.115692174793802"
"No","2006","Employed","in school","3","","",""
"No","2006","Employed","inadequately","35","0.366209556290468","0.267764965695901","0.464654146885036"
"No","2006","Employed","general elemantary","203","0.19236481059204","0.168211275350376","0.216518345833704"
"No","2006","Employed","middle vocational","349","0.0696906345571424","0.0635634457465499","0.0758178233677349"
"No","2006","Employed","vocational + Abi","67","0.0865164214374651","0.0683506509283369","0.104682191946593"
"No","2006","Employed","higher vocational","50","0.0615609908181915","0.0476085081381586","0.0755134734982243"
"No","2006","Employed","higher education","125","0.063804125992497","0.0556106194431478","0.0719976325418462"
"Yes","2007","Not Employed","in school","279","0.935545438633115","0.907331685111779","0.963759192154452"
"Yes","2007","Not Employed","inadequately","75","0.583511665799719","0.501261886737329","0.665761444862109"
"Yes","2007","Not Employed","general elemantary","1153","0.860523490309828","0.841869486876239","0.879177493743418"
"Yes","2007","Not Employed","middle vocational","4003","0.948149752418413","0.941410375692999","0.954889129143827"
"Yes","2007","Not Employed","vocational + Abi","265","0.880017100059813","0.842999567390904","0.917034632728722"
"Yes","2007","Not Employed","higher vocational","481","0.950915684902377","0.931883534339948","0.969947835464807"
"Yes","2007","Not Employed","higher education","1109","0.904105915801954","0.887146949595769","0.921064882008139"
"Yes","2007","Employed","in school","48","0.879668343322929","0.790376367586686","0.968960319059172"
"Yes","2007","Employed","inadequately","51","0.586613941147691","0.479373230139491","0.693854652155891"
"Yes","2007","Employed","general elemantary","724","0.787180580317275","0.76046973481615","0.813891425818401"
"Yes","2007","Employed","middle vocational","5907","0.926909698859424","0.920443308952983","0.933376088765865"
"Yes","2007","Employed","vocational + Abi","817","0.916063967210601","0.897732772385081","0.934395162036121"
"Yes","2007","Employed","higher vocational","1003","0.940329638375361","0.925960946259646","0.954698330491076"
"Yes","2007","Employed","higher education","3127","0.940575368529259","0.932439803562639","0.948710933495878"
"No","2007","Not Employed","in school","12","","",""
"No","2007","Not Employed","inadequately","63","0.416488334200281","0.334238555137891","0.498738113262671"
"No","2007","Not Employed","general elemantary","172","0.139476509690172","0.120822506256582","0.158130513123761"
