"plj0014_v3","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2001","Urban Area","Female","878","0.0978825330229959","0.091205731834724","0.104559334211268","2"
"Yes","2001","Rural Area","Male","3541","0.973073049874016","0.967829631255678","0.978316468492355","1"
"Yes","2001","Urban Area","Male","6000","0.884785418340664","0.8772633657002","0.892307470981128","1"
"Yes","2001","Rural Area","Female","3747","0.969825955361365","0.9644377507107","0.975214160012031","1"
"Yes","2001","Urban Area","Female","6731","0.902117466977004","0.895440665788732","0.908794268165276","1"
"No","2002","Rural Area","Male","101","0.0260872181460885","0.02097401539623","0.031200420895947","2"
"No","2002","Urban Area","Male","851","0.113144875123286","0.105949399210306","0.120340351036265","2"
"No","2002","Rural Area","Female","125","0.0334479679290969","0.0278315053221641","0.0390644305360296","2"
"No","2002","Urban Area","Female","823","0.0964516280401689","0.0899995956073392","0.102903660472999","2"
"Yes","2002","Rural Area","Female","3812","0.966552032070903","0.96093556946397","0.972168494677836","1"
"Yes","2002","Rural Area","Male","3632","0.973912781853912","0.968799579104053","0.97902598460377","1"
"Yes","2002","Urban Area","Male","6594","0.886855124876714","0.879659648963735","0.894050600789694","1"
"Yes","2002","Urban Area","Female","7219","0.903548371959831","0.897096339527001","0.910000404392661","1"
"No","2003","Rural Area","Male","91","0.0265260032659145","0.0212473737841066","0.0318046327477223","2"
"No","2003","Urban Area","Male","772","0.113247060246089","0.105912517960056","0.120581602532122","2"
"No","2003","Rural Area","Female","117","0.0344403598954974","0.0286346961489565","0.0402460236420384","2"
"No","2003","Urban Area","Female","761","0.0976234824191503","0.0910265656387456","0.104220399199555","2"
"Yes","2003","Urban Area","Male","6399","0.886752939753911","0.879418397467878","0.894087482039944","1"
"Yes","2003","Rural Area","Female","3673","0.965559640104503","0.959753976357962","0.971365303851044","1"
"Yes","2003","Rural Area","Male","3469","0.973473996734086","0.968195367252278","0.978752626215893","1"
"Yes","2003","Urban Area","Female","7015","0.90237651758085","0.895779600800445","0.908973434361254","1"
"No","2004","Rural Area","Male","92","0.0291875393938208","0.0235923839222163","0.0347826948654252","2"
"No","2004","Urban Area","Male","714","0.110758259685518","0.103381065914861","0.118135453456175","2"
"No","2004","Rural Area","Female","110","0.037525516959182","0.0314159593453039","0.0436350745730601","2"
"No","2004","Urban Area","Female","712","0.0986086802678253","0.0919001511676471","0.105317209368003","2"
"Yes","2004","Urban Area","Male","6238","0.889241740314482","0.881864546543824","0.896618934085139","1"
"Yes","2004","Rural Area","Female","3607","0.962474483040818","0.95636492542694","0.968584040654696","1"
"Yes","2004","Rural Area","Male","3385","0.970812460606179","0.965217305134575","0.976407616077784","1"
"Yes","2004","Urban Area","Female","6875","0.901391319732175","0.894682790631997","0.908099848832353","1"
"No","2005","Rural Area","Female","105","0.0441992936509369","0.0374570363691316","0.0509415509327422","2"
"No","2005","Rural Area","Male","77","0.0275959882000877","0.0220153940387633","0.0331765823614121","2"
"No","2005","Urban Area","Male","686","0.11754827455454","0.109799807517402","0.125296741591678","2"
"No","2005","Urban Area","Female","676","0.0997037331007846","0.0928285561985072","0.106578910003062","2"
"Yes","2005","Rural Area","Female","3465","0.955800706349063","0.949058449067258","0.962542963630868","1"
"Yes","2005","Rural Area","Male","3233","0.972404011799912","0.966823417638588","0.977984605961237","1"
"Yes","2005","Urban Area","Female","6619","0.900296266899215","0.893421089996938","0.907171443801493","1"
"Yes","2005","Urban Area","Male","5951","0.88245172544546","0.874703258408322","0.890200192482598","1"
"No","2006","Urban Area","Male","633","0.116678465128022","0.109138969502206","0.124217960753838","2"
"No","2006","Rural Area","Female","115","0.0444505856696353","0.0379582371644966","0.050942934174774","2"
"No","2006","Rural Area","Male","75","0.0269823583755045","0.0216545229939937","0.0323101937570154","2"
"No","2006","Urban Area","Female","647","0.102973903064773","0.096181068350745","0.109766737778802","2"
"Yes","2006","Rural Area","Female","3756","0.955549414330365","0.949057065825226","0.962041762835503","1"
"Yes","2006","Rural Area","Male","3478","0.973017641624495","0.967689806242985","0.978345477006006","1"
"Yes","2006","Urban Area","Female","7043","0.897026096935227","0.890233262221198","0.903818931649255","1"
"Yes","2006","Urban Area","Male","6332","0.883321534871978","0.875782039246162","0.890861030497794","1"
"No","2007","Urban Area","Male","551","0.1140139343032","0.106256924961511","0.12177094364489","2"
"No","2007","Rural Area","Female","103","0.0519686334875506","0.0447340108655662","0.0592032561095349","2"
"No","2007","Rural Area","Male","73","0.0311450128017627","0.0252784233634325","0.037011602240093","2"
"No","2007","Urban Area","Female","559","0.101676775645103","0.0946910609847546","0.108662490305451","2"
"Yes","2007","Rural Area","Female","3513","0.948031366512449","0.940796743890465","0.955265989134434","1"
"Yes","2007","Rural Area","Male","3295","0.968854987198237","0.962988397759907","0.974721576636568","1"
"Yes","2007","Urban Area","Female","6631","0.898323224354897","0.891337509694549","0.905308939015245","1"
"Yes","2007","Urban Area","Male","5898","0.8859860656968","0.87822905635511","0.89374307503849","1"
"No","2008","Rural Area","Female","93","0.0553232172409359","0.0476456946307442","0.0630007398511277","2"
"No","2008","Rural Area","Male","62","0.0348864590841662","0.0284988826470287","0.0412740355213038","2"
"No","2008","Urban Area","Female","493","0.101500108087731","0.0943070436463177","0.108693172529145","2"
"No","2008","Urban Area","Male","484","0.110490593306696","0.102613038856449","0.118368147756942","2"
"Yes","2008","Rural Area","Male","3108","0.965113540915834","0.958725964478696","0.971501117352971","1"
"Yes","2008","Urban Area","Female","6278","0.898499891912269","0.891306827470855","0.905692956353682","1"
"Yes","2008","Urban Area","Male","5600","0.889509406693304","0.881631852243058","0.897386961143551","1"
"Yes","2008","Rural Area","Female","3313","0.944676782759064","0.936999260148872","0.952354305369256","1"
"No","2009","Rural Area","Female","87","0.0584681232185935","0.0503792224845365","0.0665570239526505","2"
"No","2009","Rural Area","Male","62","0.0351529982597001","0.0285933497673154","0.0417126467520848","2"
"No","2009","Urban Area","Female","436","0.10576198397146","0.0981376933685326","0.113386274574387","2"
"No","2009","Urban Area","Male","404","0.107906572737808","0.0997920373094251","0.11602110816619","2"
"Yes","2009","Rural Area","Male","2966","0.9648470017403","0.958287353247915","0.971406650232685","1"
"Yes","2009","Urban Area","Female","5814","0.89423801602854","0.886613725425613","0.901862306631467","1"
"Yes","2009","Urban Area","Male","5212","0.892093427262192","0.88397889183381","0.900207962690575","1"
"Yes","2009","Rural Area","Female","3145","0.941531876781406","0.933442976047349","0.949620777515463","1"
"No","2010","Rural Area","Female","158","0.0601695195675313","0.0531826743801712","0.0671563647548914","2"
"No","2010","Rural Area","Male","120","0.0414400199737643","0.0350997957985227","0.047780244149006","2"
"No","2010","Urban Area","Female","750","0.105289987451515","0.0988282638322125","0.111751711070818","2"
"No","2010","Urban Area","Male","628","0.104084471803915","0.0970102487816033","0.111158694826227","2"
"Yes","2010","Rural Area","Male","3676","0.958559980026236","0.952219755850994","0.964900204201477","1"
"Yes","2010","Rural Area","Female","4292","0.939830480432469","0.932843635245108","0.946817325619829","1"
"Yes","2010","Urban Area","Female","7917","0.894710012548485","0.888248288929182","0.901171736167788","1"
"Yes","2010","Urban Area","Male","6530","0.895915528196085","0.888841305173773","0.902989751218397","1"
"No","2011","Rural Area","Male","83","0.038482453204567","0.0322334984349916","0.0447314079741423","2"
"No","2011","Urban Area","Female","499","0.0867078789274535","0.0804795891721327","0.0929361686827742","2"
"No","2011","Urban Area","Male","415","0.0835566731834363","0.076925186990608","0.0901881593762647","2"
"No","2011","Rural Area","Female","107","0.0529997232168901","0.0461296096803034","0.0598698367534768","2"
"Yes","2011","Rural Area","Male","3557","0.961517546795433","0.955268592025858","0.967766501565008","1"
"Yes","2011","Urban Area","Male","6274","0.916443326816564","0.909811840623735","0.923074813009392","1"
"Yes","2011","Rural Area","Female","3978","0.94700027678311","0.940130163246523","0.953870390319697","1"
"Yes","2011","Urban Area","Female","7343","0.913292121072547","0.907063831317226","0.919520410827867","1"
"No","2012","Rural Area","Male","125","0.0410975852050949","0.035357108564804","0.0468380618453857","2"
"No","2012","Urban Area","Female","700","0.0999938545108031","0.0940401349901444","0.105947574031462","2"
"No","2012","Urban Area","Male","582","0.0965994323329892","0.090128486494082","0.103070378171896","2"
"No","2012","Rural Area","Female","177","0.0563598455196588","0.0502026619362963","0.0625170291030213","2"
"Yes","2012","Rural Area","Male","4469","0.958902414794905","0.953161938154614","0.964642891435196","1"
"Yes","2012","Urban Area","Male","7424","0.903400567667011","0.896929621828104","0.909871513505918","1"
"Yes","2012","Rural Area","Female","5212","0.943640154480341","0.937482970896979","0.949797338063704","1"
"Yes","2012","Urban Area","Female","9053","0.900006145489197","0.894052425968538","0.905959865009856","1"
"No","2013","Rural Area","Male","110","0.0231093987650544","0.0185852575962517","0.0276335399338572","2"
"No","2013","Rural Area","Female","163","0.0362418766258934","0.0310595325891981","0.0414242206625887","2"
"No","2013","Urban Area","Female","626","0.0595613358862183","0.0547066609521066","0.0644160108203301","2"
"No","2013","Urban Area","Male","501","0.0624364760079791","0.0569365562226409","0.0679363957933172","2"
"Yes","2013","Rural Area","Male","4127","0.976890601234946","0.972366460066143","0.981414742403748","1"
"Yes","2013","Urban Area","Male","6933","0.937563523992021","0.932063604206683","0.943063443777359","1"
"Yes","2013","Rural Area","Female","4833","0.963758123374106","0.958575779337411","0.968940467410802","1"
"Yes","2013","Urban Area","Female","8504","0.940438664113782","0.93558398917967","0.945293339047893","1"
"No","2014","Rural Area","Male","276","0.0504067159676024","0.0438818813524695","0.0569315505827353","2"
"No","2014","Urban Area","Male","1122","0.113307266086165","0.106435429919601","0.120179102252728","2"
"No","2014","Rural Area","Female","358","0.0608042496367831","0.0541791106867751","0.0674293885867911","2"
"No","2014","Urban Area","Female","1352","0.107077984804956","0.100932127452493","0.113223842157418","2"
"Yes","2014","Rural Area","Male","4043","0.949593284032398","0.943068449417265","0.95611811864753","1"
"Yes","2014","Urban Area","Male","7051","0.886692733913835","0.879820897747272","0.893564570080399","1"
"Yes","2014","Rural Area","Female","4640","0.939195750363217","0.932570611413209","0.945820889313225","1"
"Yes","2014","Urban Area","Female","8372","0.892922015195044","0.886776157842582","0.899067872547507","1"
"No","2015","Rural Area","Male","405","0.0520871830321643","0.0454224342098518","0.0587519318544768","2"
"No","2015","Urban Area","Male","1451","0.123229878720343","0.116082656465249","0.130377100975437","2"
"No","2015","Rural Area","Female","473","0.0586019721237873","0.0520422154288658","0.0651617288187088","2"
"No","2015","Urban Area","Female","1687","0.111302768026682","0.105024179860285","0.117581356193078","2"
"Yes","2015","Rural Area","Female","4452","0.941398027876213","0.934838271181291","0.947957784571134","1"
"Yes","2015","Rural Area","Male","3865","0.947912816967836","0.941248068145523","0.954577565790148","1"
"Yes","2015","Urban Area","Male","6674","0.876770121279657","0.869622899024563","0.883917343534752","1"
"Yes","2015","Urban Area","Female","7952","0.888697231973318","0.882418643806922","0.894975820139715","1"
"No","2016","Rural Area","Male","316","0.0617825094300192","0.0542195734573392","0.0693454454026991","2"
"No","2016","Urban Area","Male","1130","0.129123369979103","0.121427708494044","0.136819031464163","2"
"No","2016","Rural Area","Female","379","0.0658310295048939","0.0585975499890123","0.0730645090207756","2"
"No","2016","Urban Area","Female","1332","0.121526510015958","0.114672169318569","0.128380850713348","2"
"Yes","2016","Urban Area","Male","6164","0.870876630020897","0.863180968535837","0.878572291505957","1"
"Yes","2016","Rural Area","Female","4136","0.934168970495106","0.926935490979224","0.941402450010988","1"
"Yes","2016","Rural Area","Male","3577","0.938217490569981","0.930654554597301","0.945780426542661","1"
"Yes","2016","Urban Area","Female","7397","0.878473489984042","0.871619149286652","0.885327830681431","1"
"No","2017","Rural Area","Male","808","0.0709276719519767","0.0637678015169884","0.0780875423869651","2"
"No","2017","Urban Area","Male","2154","0.13693138569852","0.129856513308413","0.144006258088628","2"
"No","2017","Rural Area","Female","629","0.0758100188605371","0.0686865707724333","0.0829334669486409","2"
"No","2017","Urban Area","Female","1921","0.13476751815495","0.128087409629034","0.141447626680866","2"
"Yes","2017","Urban Area","Male","6916","0.86306861430148","0.855993741911372","0.870143486691587","1"
"Yes","2017","Rural Area","Female","4675","0.924189981139463","0.917066533051359","0.931313429227567","1"
"Yes","2017","Rural Area","Male","4130","0.929072328048023","0.921912457613035","0.936232198483012","1"
"Yes","2017","Urban Area","Female","8117","0.86523248184505","0.858552373319134","0.871912590370966","1"
"No","2018","Rural Area","Female","716","0.0725696797693252","0.0655393778016623","0.079599981736988","2"
"No","2018","Rural Area","Male","909","0.0767253102580016","0.0692324717419735","0.0842181487740298","2"
"No","2018","Urban Area","Male","2736","0.15101221302391","0.143790722275107","0.158233703772713","2"
"No","2018","Urban Area","Female","2244","0.144865178497966","0.138022337843936","0.151708019151996","2"
"Yes","2018","Rural Area","Female","4515","0.927430320230675","0.920400018263012","0.934460622198338","1"
"Yes","2018","Rural Area","Male","3938","0.923274689741998","0.91578185122597","0.930767528258026","1"
"Yes","2018","Urban Area","Female","7919","0.855134821502034","0.848291980848004","0.861977662156064","1"
"Yes","2018","Urban Area","Male","6708","0.84898778697609","0.841766296227286","0.856209277724893","1"
"No","2019","Urban Area","Male","2255","0.156974008209708","0.149385159689681","0.164562856729736","2"
"No","2019","Urban Area","Female","1848","0.15096487813057","0.14362562232722","0.15830413393392","2"
"No","2019","Rural Area","Female","639","0.0708383194894677","0.0637150000932745","0.0779616388856608","2"
"No","2019","Rural Area","Male","825","0.0804572580271601","0.0728006685929423","0.088113847461378","2"
"Yes","2019","Rural Area","Female","4344","0.929161680510532","0.922038361114339","0.936284999906726","1"
"Yes","2019","Rural Area","Male","4023","0.91954274197284","0.911886152538622","0.927199331407058","1"
"Yes","2019","Urban Area","Female","7293","0.84903512186943","0.84169586606608","0.85637437767278","1"
"Yes","2019","Urban Area","Male","6572","0.843025991790292","0.835437143270264","0.850614840310319","1"
