"plj0014_v3","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"No","2019","Couple + C. GT 16 ","Urban Area","268","0.195028092554047","0.177414866481363","0.21264131862673"
"No","2019","Couple + C. LE 16 ","Rural Area","599","0.123470425148433","0.109925303895066","0.137015546401801"
"No","2019","Couple + C. LE 16 ","Urban Area","1576","0.212220227488268","0.199863335303546","0.22457711967299"
"No","2019","Couple + C. LE and GT 16","Rural Area","213","0.180822960860062","0.155100380127353","0.206545541592772"
"No","2019","Couple + C. LE and GT 16","Urban Area","639","0.294451435453611","0.273545577334849","0.315357293572373"
"No","2019","Single parent ","Rural Area","102","0.0548462502923365","0.0385625603657912","0.0711299402188819"
"No","2019","Single parent ","Urban Area","310","0.159603181233461","0.140900249475397","0.178306112991525"
"Yes","2019","(Married) couple without C. ","Rural Area","3010","0.942679937917927","0.934567475370027","0.950792400465828"
"Yes","2019","(Married) couple without C. ","Urban Area","4627","0.888033116972578","0.879306845849527","0.89675938809563"
"Yes","2019","1-pers.-HH","Rural Area","1231","0.93424868561005","0.921561521046124","0.946935850173975"
"Yes","2019","1-pers.-HH","Urban Area","2311","0.89620653589714","0.885168771586902","0.907244300207378"
"Yes","2019","Couple + C. GT 16 ","Rural Area","985","0.926149519942974","0.910420449878134","0.941878590007814"
"Yes","2019","Couple + C. GT 16 ","Urban Area","1676","0.804971907445953","0.78735868137327","0.822585133518637"
"Yes","2019","Couple + C. LE 16 ","Rural Area","1667","0.876529574851567","0.8629844535982","0.890074696104934"
"Yes","2019","Couple + C. LE 16 ","Urban Area","2630","0.787779772511732","0.77542288032701","0.800136664696454"
"Yes","2019","Couple + C. LE and GT 16","Rural Area","647","0.819177039139937","0.793454458407228","0.844899619872647"
"Yes","2019","Couple + C. LE and GT 16","Urban Area","1187","0.705548564546388","0.684642706427626","0.72645442266515"
"Yes","2019","Single parent ","Rural Area","649","0.945153749707663","0.928870059781118","0.961437439634209"
"Yes","2019","Single parent ","Urban Area","1163","0.840396818766539","0.821693887008475","0.859099750524603"
