"plj0014_v3","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"No","1997","Couple + C. GT 16 ","Rural Area","58","0.0274067075041957","0.0165951041229757","0.0382183108854156"
"No","1997","Couple + C. GT 16 ","Urban Area","416","0.148106860488133","0.130155212596165","0.166058508380101"
"No","1997","Couple + C. LE 16 ","Rural Area","72","0.0434432505390227","0.0305480232557291","0.0563384778223164"
"No","1997","Couple + C. LE 16 ","Urban Area","452","0.163564048957105","0.146879772864846","0.180248325049365"
"No","1997","Couple + C. LE and GT 16","Rural Area","25","","",""
"No","1997","Couple + C. LE and GT 16","Urban Area","251","0.219463976785703","0.189843260438724","0.249084693132683"
"No","1997","Single parent ","Rural Area","8","","",""
"No","1997","Single parent ","Urban Area","61","0.0898176072752312","0.0626664561473381","0.116968758403124"
"Yes","1997","(Married) couple without C. ","Rural Area","1123","0.979344800254392","0.971188199970527","0.987501400538257"
"Yes","1997","(Married) couple without C. ","Urban Area","2099","0.914348300163319","0.903264784928841","0.925431815397797"
"Yes","1997","1-pers.-HH","Rural Area","394","0.964028881610507","0.946047565497458","0.982010197723556"
"Yes","1997","1-pers.-HH","Urban Area","956","0.955651839214043","0.943199782267056","0.968103896161029"
"Yes","1997","Couple + C. GT 16 ","Rural Area","818","0.972593292495804","0.961781689114584","0.983404895877024"
"Yes","1997","Couple + C. GT 16 ","Urban Area","1088","0.851893139511867","0.833941491619899","0.869844787403835"
"Yes","1997","Couple + C. LE 16 ","Rural Area","888","0.956556749460977","0.943661522177684","0.969451976744271"
"Yes","1997","Couple + C. LE 16 ","Urban Area","1436","0.836435951042894","0.819751674950635","0.853120227135154"
"Yes","1997","Couple + C. LE and GT 16","Rural Area","438","0.957299543238754","0.938883438270828","0.975715648206679"
"Yes","1997","Couple + C. LE and GT 16","Urban Area","499","0.780536023214296","0.750915306867317","0.810156739561276"
"Yes","1997","Single parent ","Rural Area","204","0.978903892164238","0.959559666202886","0.998248118125589"
"Yes","1997","Single parent ","Urban Area","365","0.910182392724769","0.883031241596876","0.937333543852662"
"No","1998","(Married) couple without C. ","Rural Area","49","0.0193057676425955","0.0120328764556203","0.0265786588295708"
"No","1998","(Married) couple without C. ","Urban Area","325","0.0781443610214115","0.0682259179397222","0.0880628041031007"
"No","1998","1-pers.-HH","Rural Area","17","","",""
"No","1998","1-pers.-HH","Urban Area","105","0.0494366428036104","0.037533040830048","0.0613402447771728"
"No","1998","Couple + C. GT 16 ","Rural Area","43","0.0219916512717089","0.0126362526920601","0.0313470498513578"
"No","1998","Couple + C. GT 16 ","Urban Area","410","0.157065785070547","0.13937995465957","0.174751615481524"
"No","1998","Couple + C. LE 16 ","Rural Area","58","0.0340290664930378","0.0231859781216557","0.04487215486442"
"No","1998","Couple + C. LE 16 ","Urban Area","430","0.158146323676431","0.142308797896597","0.173983849456265"
"No","1998","Couple + C. LE and GT 16","Rural Area","39","0.0794520114939781","0.0562074111114431","0.102696611876513"
"No","1998","Couple + C. LE and GT 16","Urban Area","212","0.243196000405797","0.212222929231552","0.274169071580042"
"No","1998","Single parent ","Rural Area","7","","",""
"No","1998","Single parent ","Urban Area","68","0.102387193566987","0.0754348027114506","0.129339584422523"
"Yes","1998","(Married) couple without C. ","Rural Area","1326","0.980694232357404","0.973421341170429","0.98796712354438"
"Yes","1998","(Married) couple without C. ","Urban Area","2488","0.921855638978589","0.911937195896899","0.931774082060278"
"Yes","1998","1-pers.-HH","Rural Area","474","0.958738355608573","0.941145729939556","0.976330981277589"
"Yes","1998","1-pers.-HH","Urban Area","1169","0.95056335719639","0.938659755222827","0.962466959169952"
"Yes","1998","Couple + C. GT 16 ","Rural Area","901","0.978008348728291","0.968652950148642","0.98736374730794"
"Yes","1998","Couple + C. GT 16 ","Urban Area","1216","0.842934214929453","0.825248384518476","0.86062004534043"
"Yes","1998","Couple + C. LE 16 ","Rural Area","1016","0.965970933506962","0.95512784513558","0.976814021878344"
"Yes","1998","Couple + C. LE 16 ","Urban Area","1609","0.841853676323569","0.826016150543735","0.857691202103403"
"Yes","1998","Couple + C. LE and GT 16","Rural Area","481","0.920547988506022","0.897303388123487","0.943792588888557"
"Yes","1998","Couple + C. LE and GT 16","Urban Area","525","0.756803999594203","0.725830928419958","0.787777070768448"
"Yes","1998","Single parent ","Rural Area","221","0.981492500992483","0.963998142258849","0.998986859726118"
"Yes","1998","Single parent ","Urban Area","418","0.897612806433013","0.870660415577477","0.924565197288549"
"No","1999","(Married) couple without C. ","Rural Area","37","0.0150451765694292","0.00862948021687072","0.0214608729219877"
"No","1999","(Married) couple without C. ","Urban Area","324","0.086870054993058","0.0763702698431629","0.097369840142953"
"No","1999","1-pers.-HH","Rural Area","12","","",""
"No","1999","1-pers.-HH","Urban Area","100","0.0593664290081997","0.046062574662457","0.0726702833539424"
"No","1999","Couple + C. GT 16 ","Rural Area","52","0.0380586643632147","0.0256542559100568","0.0504630728163726"
"No","1999","Couple + C. GT 16 ","Urban Area","378","0.153691095420658","0.135991776470289","0.171390414371028"
"No","1999","Couple + C. LE 16 ","Rural Area","47","0.0432543970550977","0.0308549822091802","0.0556538119010152"
"No","1999","Couple + C. LE 16 ","Urban Area","401","0.147277043936139","0.131745858684063","0.162808229188216"
"No","1999","Couple + C. LE and GT 16","Rural Area","24","","",""
"No","1999","Couple + C. LE and GT 16","Urban Area","175","0.214997584241799","0.1843887118735","0.245606456610098"
"No","1999","Single parent ","Rural Area","10","","",""
"No","1999","Single parent ","Urban Area","64","0.0993164357570703","0.0720144453411344","0.126618426173006"
"Yes","1999","(Married) couple without C. ","Rural Area","1346","0.984954823430571","0.978539127078012","0.991370519783129"
"Yes","1999","(Married) couple without C. ","Urban Area","2440","0.913129945006942","0.902630159857047","0.923629730156837"
"Yes","1999","1-pers.-HH","Rural Area","475","0.983125420899843","0.971685986611797","0.99456485518789"
"Yes","1999","1-pers.-HH","Urban Area","1112","0.9406335709918","0.927329716646058","0.953937425337543"
"Yes","1999","Couple + C. GT 16 ","Rural Area","862","0.961941335636785","0.949536927183627","0.974345744089943"
"Yes","1999","Couple + C. GT 16 ","Urban Area","1217","0.846308904579341","0.828609585628972","0.864008223529711"
"Yes","1999","Couple + C. LE 16 ","Rural Area","987","0.956745602944902","0.944346188098985","0.96914501779082"
"Yes","1999","Couple + C. LE 16 ","Urban Area","1599","0.852722956063861","0.837191770811784","0.868254141315937"
"Yes","1999","Couple + C. LE and GT 16","Rural Area","448","0.948715262994282","0.928815903317435","0.968614622671128"
"Yes","1999","Couple + C. LE and GT 16","Urban Area","517","0.785002415758201","0.754393543389902","0.8156112881265"
"Yes","1999","Single parent ","Rural Area","248","0.974353288213726","0.95506417281708","0.993642403610373"
"Yes","1999","Single parent ","Urban Area","397","0.90068356424293","0.873381573826994","0.927985554658866"
"No","2000","(Married) couple without C. ","Rural Area","56","0.0168858351241614","0.0118372732026233","0.0219343970456995"
"No","2000","(Married) couple without C. ","Urban Area","411","0.0748496709275264","0.0676204699052135","0.0820788719498393"
"No","2000","1-pers.-HH","Rural Area","18","","",""
"No","2000","1-pers.-HH","Urban Area","158","0.0540549140679701","0.0449911444879363","0.0631186836480038"
"No","2000","Couple + C. GT 16 ","Rural Area","57","0.0335918803595962","0.0245459539565928","0.0426378067625997"
"No","2000","Couple + C. GT 16 ","Urban Area","448","0.150095489127018","0.135935387262332","0.164255590991705"
"No","2000","Couple + C. LE 16 ","Rural Area","86","0.0497727145934286","0.0396697809122091","0.059875648274648"
"No","2000","Couple + C. LE 16 ","Urban Area","600","0.168611924731155","0.156172379385818","0.181051470076493"
"No","2000","Couple + C. LE and GT 16","Rural Area","32","0.0386295180419808","0.0250881254580582","0.0521709106259034"
"No","2000","Couple + C. LE and GT 16","Urban Area","228","0.208541803188326","0.185262728538411","0.231820877838241"
"No","2000","Single parent ","Rural Area","11","","",""
"No","2000","Single parent ","Urban Area","89","0.102876590458202","0.0820322869828687","0.123720893933535"
"Yes","2000","(Married) couple without C. ","Rural Area","2446","0.983114164875839","0.9780656029543","0.988162726797377"
"Yes","2000","(Married) couple without C. ","Urban Area","4679","0.925150329072474","0.917921128050161","0.932379530094786"
"Yes","2000","1-pers.-HH","Rural Area","962","0.984833964583924","0.977182358653877","0.992485570513972"
"Yes","2000","1-pers.-HH","Urban Area","2233","0.94594508593203","0.936881316351996","0.955008855512064"
"Yes","2000","Couple + C. GT 16 ","Rural Area","1467","0.966408119640404","0.9573621932374","0.975454046043407"
"Yes","2000","Couple + C. GT 16 ","Urban Area","1996","0.849904510872982","0.835744409008296","0.864064612737668"
"Yes","2000","Couple + C. LE 16 ","Rural Area","1694","0.950227285406571","0.940124351725352","0.960330219087791"
"Yes","2000","Couple + C. LE 16 ","Urban Area","2880","0.831388075268845","0.818948529923507","0.843827620614182"
"Yes","2000","Couple + C. LE and GT 16","Rural Area","746","0.961370481958019","0.947829089374097","0.974911874541942"
"Yes","2000","Couple + C. LE and GT 16","Urban Area","942","0.791458196811674","0.768179122161759","0.814737271461589"
"Yes","2000","Single parent ","Rural Area","379","0.977945954066844","0.963370659116936","0.992521249016753"
"Yes","2000","Single parent ","Urban Area","727","0.897123409541798","0.876279106066465","0.917967713017131"
"No","2001","(Married) couple without C. ","Rural Area","55","0.0179522783167095","0.0125353103015821","0.023369246331837"
"No","2001","(Married) couple without C. ","Urban Area","386","0.0773156193985016","0.0696055580717282","0.0850256807252751"
"No","2001","1-pers.-HH","Rural Area","17","","",""
"No","2001","1-pers.-HH","Urban Area","127","0.0484723058570384","0.0394007112846191","0.0575439004294577"
"No","2001","Couple + C. GT 16 ","Rural Area","46","0.0289810046309664","0.0202924574643149","0.037669551797618"
"No","2001","Couple + C. GT 16 ","Urban Area","376","0.146411926445781","0.131696337733605","0.161127515157957"
"No","2001","Couple + C. LE 16 ","Rural Area","66","0.0480466418954553","0.0374980040929037","0.058595279698007"
"No","2001","Couple + C. LE 16 ","Urban Area","534","0.167318003727059","0.154367233044147","0.180268774409971"
"No","2001","Couple + C. LE and GT 16","Rural Area","39","0.0652248256293776","0.0466522022440881","0.083797449014667"
"No","2001","Couple + C. LE and GT 16","Urban Area","183","0.192411486393739","0.168825242015391","0.215997730772087"
"No","2001","Single parent ","Rural Area","9","","",""
"No","2001","Single parent ","Urban Area","83","0.108654780246676","0.086186918861615","0.131122641631737"
"Yes","2001","(Married) couple without C. ","Rural Area","2253","0.98204772168329","0.976630753668163","0.987464689698418"
"Yes","2001","(Married) couple without C. ","Urban Area","4224","0.922684380601498","0.914974319274725","0.930394441928272"
"Yes","2001","1-pers.-HH","Rural Area","851","0.983053505013993","0.974466993627915","0.991640016400071"
"Yes","2001","1-pers.-HH","Urban Area","2026","0.951527694142962","0.942456099570542","0.960599288715381"
"Yes","2001","Couple + C. GT 16 ","Rural Area","1386","0.971018995369034","0.962330448202382","0.979707542535685"
"Yes","2001","Couple + C. GT 16 ","Urban Area","1841","0.85358807355422","0.838872484842043","0.868303662266396"
"Yes","2001","Couple + C. LE 16 ","Rural Area","1513","0.951953358104545","0.941404720301993","0.962501995907096"
"Yes","2001","Couple + C. LE 16 ","Urban Area","2657","0.832681996272941","0.819731225590029","0.845632766955853"
"Yes","2001","Couple + C. LE and GT 16","Rural Area","640","0.934775174370623","0.916202550985333","0.953347797755912"
"Yes","2001","Couple + C. LE and GT 16","Urban Area","890","0.807588513606261","0.784002269227913","0.831174757984609"
"Yes","2001","Single parent ","Rural Area","384","0.978612877418496","0.964309669286665","0.992916085550328"
"Yes","2001","Single parent ","Urban Area","654","0.891345219753324","0.868877358368263","0.913813081138385"
"No","2002","(Married) couple without C. ","Rural Area","58","0.0204854020885784","0.0148228975632333","0.0261479066139234"
"No","2002","(Married) couple without C. ","Urban Area","401","0.0796382066629533","0.0721955486656349","0.0870808646602718"
"No","2002","1-pers.-HH","Rural Area","17","","",""
"No","2002","1-pers.-HH","Urban Area","112","0.0459583398778842","0.037140043301782","0.0547766364539864"
"No","2002","Couple + C. GT 16 ","Rural Area","49","0.0344443520515709","0.0253301723476643","0.0435585317554775"
"No","2002","Couple + C. GT 16 ","Urban Area","312","0.139656824941233","0.126000701606066","0.153312948276401"
"No","2002","Couple + C. LE 16 ","Rural Area","52","0.0471802856963653","0.0363231584196311","0.0580374129730996"
"No","2002","Couple + C. LE 16 ","Urban Area","473","0.162994696904969","0.15039071487248","0.175598678937458"
"No","2002","Couple + C. LE and GT 16","Rural Area","24","","",""
"No","2002","Couple + C. LE and GT 16","Urban Area","207","0.210841816535312","0.188027402729182","0.233656230341443"
"No","2002","Single parent ","Rural Area","13","","",""
"No","2002","Single parent ","Urban Area","72","0.099207316533891","0.077595628105965","0.120819004961817"
"Yes","2002","(Married) couple without C. ","Rural Area","2346","0.979514597911422","0.973852093386077","0.985177102436767"
"Yes","2002","(Married) couple without C. ","Urban Area","4682","0.920361793337047","0.912919135339728","0.927804451334365"
"Yes","2002","1-pers.-HH","Rural Area","842","0.978434606065326","0.968720650570392","0.988148561560259"
"Yes","2002","1-pers.-HH","Urban Area","2054","0.954041660122116","0.945223363546014","0.962859956698218"
"Yes","2002","Couple + C. GT 16 ","Rural Area","1489","0.965555647948429","0.956441468244522","0.974669827652336"
"Yes","2002","Couple + C. GT 16 ","Urban Area","2163","0.860343175058767","0.846687051723599","0.873999298393934"
"Yes","2002","Couple + C. LE 16 ","Rural Area","1413","0.952819714303635","0.9419625870269","0.963676841580369"
"Yes","2002","Couple + C. LE 16 ","Urban Area","2826","0.837005303095031","0.824401321062542","0.84960928512752"
"Yes","2002","Couple + C. LE and GT 16","Rural Area","704","0.961415414447365","0.947424539922681","0.975406288972049"
"Yes","2002","Couple + C. LE and GT 16","Urban Area","1021","0.789158183464687","0.766343769658557","0.811972597270818"
"Yes","2002","Single parent ","Rural Area","389","0.968621757164265","0.951579524727901","0.985663989600629"
"Yes","2002","Single parent ","Urban Area","663","0.900792683466109","0.879180995038183","0.922404371894035"
"No","2003","(Married) couple without C. ","Rural Area","64","0.0269074601472908","0.0204038336729373","0.0334110866216444"
"No","2003","(Married) couple without C. ","Urban Area","358","0.0783445644679529","0.0708626112004473","0.0858265177354585"
"No","2003","1-pers.-HH","Rural Area","14","","",""
"No","2003","1-pers.-HH","Urban Area","106","0.0470002211729914","0.0380396982283366","0.0559607441176461"
"No","2003","Couple + C. GT 16 ","Rural Area","41","0.029950537573856","0.0212607307006667","0.0386403444470452"
"No","2003","Couple + C. GT 16 ","Urban Area","281","0.138373668632284","0.124786751774794","0.151960585489774"
"No","2003","Couple + C. LE 16 ","Rural Area","47","0.04733681847048","0.036136755229134","0.058536881711826"
"No","2003","Couple + C. LE 16 ","Urban Area","433","0.160890259767386","0.147768415932033","0.174012103602739"
"No","2003","Couple + C. LE and GT 16","Rural Area","22","","",""
"No","2003","Couple + C. LE and GT 16","Urban Area","200","0.213448933433412","0.190294949157253","0.23660291770957"
"No","2003","Single parent ","Rural Area","15","","",""
"No","2003","Single parent ","Urban Area","71","0.103982840795359","0.0819457962517145","0.126019885339004"
"Yes","2003","(Married) couple without C. ","Rural Area","2314","0.973092539852709","0.966588913378356","0.979596166327063"
"Yes","2003","(Married) couple without C. ","Urban Area","4597","0.921655435532047","0.914173482264542","0.929137388799553"
"Yes","2003","1-pers.-HH","Rural Area","839","0.986020939521538","0.978142220069089","0.993899658973988"
"Yes","2003","1-pers.-HH","Urban Area","2037","0.952999778827009","0.944039255882354","0.961960301771663"
"Yes","2003","Couple + C. GT 16 ","Rural Area","1437","0.970049462426144","0.961359655552955","0.978739269299333"
"Yes","2003","Couple + C. GT 16 ","Urban Area","2200","0.861626331367716","0.848039414510226","0.875213248225206"
"Yes","2003","Couple + C. LE 16 ","Rural Area","1334","0.95266318152952","0.941463118288174","0.963863244770866"
"Yes","2003","Couple + C. LE 16 ","Urban Area","2579","0.839109740232614","0.825987896397261","0.852231584067967"
"Yes","2003","Couple + C. LE and GT 16","Rural Area","622","0.955257877546181","0.939290861480134","0.971224893612229"
"Yes","2003","Couple + C. LE and GT 16","Urban Area","1003","0.786551066566588","0.76339708229043","0.809705050842747"
"Yes","2003","Single parent ","Rural Area","370","0.953586533960822","0.932571999092117","0.974601068829527"
"Yes","2003","Single parent ","Urban Area","666","0.896017159204641","0.873980114660996","0.918054203748286"
"No","2004","(Married) couple without C. ","Rural Area","58","0.0282842867106218","0.0215585495159484","0.0350100239052951"
"No","2004","(Married) couple without C. ","Urban Area","347","0.0818285936443209","0.0742004005431795","0.0894567867454622"
"No","2004","1-pers.-HH","Rural Area","13","","",""
"No","2004","1-pers.-HH","Urban Area","96","0.0417355020820271","0.0331162745722776","0.0503547295917766"
"No","2004","Couple + C. GT 16 ","Rural Area","51","0.0437052169102239","0.0333177618307244","0.0540926719897233"
"No","2004","Couple + C. GT 16 ","Urban Area","259","0.136789715746259","0.123149656181265","0.150429775311253"
"No","2004","Couple + C. LE 16 ","Rural Area","36","0.0423673803418741","0.0312543196847614","0.0534804409989868"
"No","2004","Couple + C. LE 16 ","Urban Area","388","0.154515060072412","0.141144018769437","0.167886101375386"
"No","2004","Couple + C. LE and GT 16","Rural Area","25","","",""
"No","2004","Couple + C. LE and GT 16","Urban Area","188","0.228073509486933","0.203854363080005","0.25229265589386"
"No","2004","Single parent ","Rural Area","13","","",""
"No","2004","Single parent ","Urban Area","70","0.113411207147553","0.0903135509307873","0.136508863364318"
"Yes","2004","(Married) couple without C. ","Rural Area","2276","0.971715713289378","0.964989976094705","0.978441450484052"
"Yes","2004","(Married) couple without C. ","Urban Area","4613","0.918171406355679","0.910543213254538","0.92579959945682"
"Yes","2004","1-pers.-HH","Rural Area","858","0.986449388963716","0.978771251958499","0.994127525968932"
"Yes","2004","1-pers.-HH","Urban Area","1972","0.958264497917973","0.949645270408223","0.966883725427722"
"Yes","2004","Couple + C. GT 16 ","Rural Area","1437","0.956294783089776","0.945907328010277","0.966682238169276"
"Yes","2004","Couple + C. GT 16 ","Urban Area","2179","0.863210284253741","0.849570224688747","0.876850343818735"
"Yes","2004","Couple + C. LE 16 ","Rural Area","1226","0.957632619658126","0.946519559001013","0.968745680315239"
"Yes","2004","Couple + C. LE 16 ","Urban Area","2419","0.845484939927588","0.832113898624613","0.858855981230563"
"Yes","2004","Couple + C. LE and GT 16","Rural Area","618","0.945406113616719","0.927846141839634","0.962966085393805"
"Yes","2004","Couple + C. LE and GT 16","Urban Area","965","0.771926490513067","0.74770734410614","0.796145636919995"
"Yes","2004","Single parent ","Rural Area","361","0.957898707192324","0.937546111776222","0.978251302608425"
"Yes","2004","Single parent ","Urban Area","654","0.886588792852447","0.863491136635682","0.909686449069213"
"No","2005","(Married) couple without C. ","Rural Area","54","0.0396045584143302","0.0315833988354429","0.0476257179932176"
"No","2005","(Married) couple without C. ","Urban Area","335","0.0870269766785076","0.0790470243436417","0.0950069290133734"
"No","2005","1-pers.-HH","Rural Area","14","","",""
"No","2005","1-pers.-HH","Urban Area","96","0.0399114054515759","0.0315291625189512","0.0482936483842006"
"No","2005","Couple + C. GT 16 ","Rural Area","42","0.0283229327257873","0.0195126544875809","0.0371332109639937"
"No","2005","Couple + C. GT 16 ","Urban Area","250","0.156194360675283","0.141357635244321","0.171031086106244"
"No","2005","Couple + C. LE 16 ","Rural Area","28","","",""
"No","2005","Couple + C. LE 16 ","Urban Area","352","0.157597484665028","0.143469275787386","0.171725693542669"
"No","2005","Couple + C. LE and GT 16","Rural Area","22","","",""
"No","2005","Couple + C. LE and GT 16","Urban Area","187","0.224812488119867","0.200309206171684","0.249315770068051"
"No","2005","Single parent ","Rural Area","15","","",""
"No","2005","Single parent ","Urban Area","63","0.103385644748791","0.0811312078421493","0.125640081655433"
"Yes","2005","(Married) couple without C. ","Rural Area","2217","0.96039544158567","0.952374282006782","0.968416601164557"
"Yes","2005","(Married) couple without C. ","Urban Area","4458","0.912973023321492","0.904993070986627","0.920952975656358"
"Yes","2005","1-pers.-HH","Rural Area","868","0.98116069174642","0.972188132288434","0.990133251204407"
"Yes","2005","1-pers.-HH","Urban Area","1999","0.960088594548424","0.951706351615799","0.968470837481049"
"Yes","2005","Couple + C. GT 16 ","Rural Area","1320","0.971677067274213","0.962866789036006","0.980487345512419"
"Yes","2005","Couple + C. GT 16 ","Urban Area","2050","0.843805639324717","0.828968913893756","0.858642364755679"
"Yes","2005","Couple + C. LE 16 ","Rural Area","1144","0.967608108046099","0.95747244434848","0.977743771743719"
"Yes","2005","Couple + C. LE 16 ","Urban Area","2203","0.842402515334972","0.828274306457331","0.856530724212614"
"Yes","2005","Couple + C. LE and GT 16","Rural Area","571","0.938184126801388","0.918801403816188","0.957566849786589"
"Yes","2005","Couple + C. LE and GT 16","Urban Area","928","0.775187511880133","0.750684229931949","0.799690793828316"
"Yes","2005","Single parent ","Rural Area","377","0.943523710345102","0.920672219175718","0.966375201514486"
"Yes","2005","Single parent ","Urban Area","656","0.896614355251209","0.874359918344567","0.918868792157851"
"No","2006","(Married) couple without C. ","Rural Area","54","0.0336798697631136","0.0266833291461898","0.0406764103800375"
"No","2006","(Married) couple without C. ","Urban Area","348","0.0950810335901155","0.0872121956914406","0.10294987148879"
"No","2006","1-pers.-HH","Rural Area","10","","",""
"No","2006","1-pers.-HH","Urban Area","92","0.0404184404903071","0.0323821612901669","0.0484547196904474"
"No","2006","Couple + C. GT 16 ","Rural Area","43","0.0411952798557762","0.0309693409141112","0.0514212187974412"
"No","2006","Couple + C. GT 16 ","Urban Area","199","0.142020261388347","0.127519220375805","0.156521302400889"
"No","2006","Couple + C. LE 16 ","Rural Area","37","0.0465249281783632","0.0347160126694232","0.0583338436873032"
"No","2006","Couple + C. LE 16 ","Urban Area","342","0.169925778557817","0.155785709087263","0.184065848028371"
"No","2006","Couple + C. LE and GT 16","Rural Area","22","","",""
"No","2006","Couple + C. LE and GT 16","Urban Area","170","0.231330914278155","0.20502362748659","0.257638201069719"
"No","2006","Single parent ","Rural Area","19","","",""
"No","2006","Single parent ","Urban Area","59","0.0799483036635118","0.0604206650656173","0.0994759422614063"
"Yes","2006","(Married) couple without C. ","Rural Area","2500","0.966320130236886","0.959323589619962","0.97331667085381"
"Yes","2006","(Married) couple without C. ","Urban Area","4990","0.904918966409885","0.89705012851121","0.912787804308559"
"Yes","2006","1-pers.-HH","Rural Area","1039","0.986341509340292","0.979317657256404","0.993365361424181"
"Yes","2006","1-pers.-HH","Urban Area","2215","0.959581559509693","0.951545280309553","0.967617838709833"
"Yes","2006","Couple + C. GT 16 ","Rural Area","1408","0.958804720144224","0.948578781202559","0.969030659085889"
"Yes","2006","Couple + C. GT 16 ","Urban Area","2027","0.857979738611653","0.843478697599111","0.872480779624195"
"Yes","2006","Couple + C. LE 16 ","Rural Area","1185","0.953475071821637","0.941666156312697","0.965283987330577"
"Yes","2006","Couple + C. LE 16 ","Urban Area","2368","0.830074221442183","0.815934151971629","0.844214290912737"
"Yes","2006","Couple + C. LE and GT 16","Rural Area","488","0.94605833260306","0.926452551746881","0.96566411345924"
"Yes","2006","Couple + C. LE and GT 16","Urban Area","817","0.768669085721845","0.742361798930281","0.79497637251341"
"Yes","2006","Single parent ","Rural Area","411","0.924835998192056","0.899915818285539","0.949756178098574"
"Yes","2006","Single parent ","Urban Area","682","0.920051696336488","0.900524057738594","0.939579334934383"
"No","2007","(Married) couple without C. ","Rural Area","56","0.0442052961426157","0.0360359787827265","0.0523746135025049"
"No","2007","(Married) couple without C. ","Urban Area","308","0.0937891279115536","0.0856717242222688","0.101906531600838"
"No","2007","1-pers.-HH","Rural Area","14","","",""
"No","2007","1-pers.-HH","Urban Area","86","0.0468443814826224","0.0379517770190354","0.0557369859462093"
"No","2007","Couple + C. GT 16 ","Rural Area","42","0.0471015409429787","0.0359198669001345","0.058283214985823"
"No","2007","Couple + C. GT 16 ","Urban Area","177","0.140451414446653","0.125812201223878","0.155090627669428"
"No","2007","Couple + C. LE 16 ","Rural Area","34","0.0573922596947815","0.0437522817670267","0.0710322376225362"
"No","2007","Couple + C. LE 16 ","Urban Area","303","0.177271448308363","0.162228933354998","0.192313963261728"
"No","2007","Couple + C. LE and GT 16","Rural Area","13","","",""
"No","2007","Couple + C. LE and GT 16","Urban Area","136","0.192368509112911","0.166472866095327","0.218264152130494"
"No","2007","Single parent ","Rural Area","12","","",""
"No","2007","Single parent ","Urban Area","45","0.0645566075003218","0.0462867653765322","0.0828264496241114"
"Yes","2007","(Married) couple without C. ","Rural Area","2376","0.955794703857384","0.947625386497495","0.963964021217274"
"Yes","2007","(Married) couple without C. ","Urban Area","4647","0.906210872088446","0.898093468399162","0.914328275777731"
"Yes","2007","1-pers.-HH","Rural Area","996","0.982199384363057","0.974044745280884","0.99035402344523"
"Yes","2007","1-pers.-HH","Urban Area","2083","0.953155618517378","0.944263014053791","0.962048222980965"
"Yes","2007","Couple + C. GT 16 ","Rural Area","1337","0.952898459057021","0.941716785014177","0.964080133099865"
