"plj0014_v3","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","1997","35-65 y.","Couple + C. LE 16 ","1271","0.908936547147115","0.894112982037409","0.923760112256821","1"
"Yes","1997","35-65 y.","Couple + C. GT 16 ","1098","0.891764253214956","0.875270839537521","0.908257666892391","1"
"Yes","1997","35-65 y.","Couple + C. LE and GT 16","596","0.836331938623413","0.810165851004574","0.862498026242251","1"
"Yes","1997","66 and older","1-pers.-HH","511","0.975117209742339","0.961855848475711","0.988378571008967","1"
"Yes","1997","66 and older","(Married) couple without C. ","807","0.980418044984804","0.97104799041265","0.989788099556959","1"
"Yes","1997","66 and older","Single parent ","37","0.993010667443868","0.966864345949977","1.01915698893776","1"
"Yes","1997","66 and older","Couple + C. LE 16 ","1","","","","1"
"Yes","1997","66 and older","Couple + C. GT 16 ","81","0.928656292013589","0.879186878354542","0.978125705672635","1"
"Yes","1997","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","1998","35-65 y.","Couple + C. LE and GT 16","157","0.187025060602438","0.159816969653588","0.214233151551288","2"
"No","1998","16-34 y.","(Married) couple without C. ","122","0.114625957132115","0.0940069236727014","0.135244990591528","2"
"No","1998","16-34 y.","1-pers.-HH","47","0.0685651973824481","0.0465023826233306","0.0906280121415656","2"
"No","1998","35-65 y.","Couple + C. GT 16 ","264","0.121126869901465","0.104515428063023","0.137738311739907","2"
"No","1998","35-65 y.","Couple + C. LE 16 ","163","0.0786324011880926","0.0656370887904966","0.0916277135856886","2"
"No","1998","16-34 y.","Couple + C. LE 16 ","325","0.17656593222542","0.157040657642697","0.196091206808143","2"
"No","1998","35-65 y.","Single parent ","37","0.0850743892316228","0.0562145984089036","0.113934180054342","2"
"No","1998","66 and older","1-pers.-HH","17","","","","2"
"No","1998","66 and older","(Married) couple without C. ","30","0.0171567622670973","0.00908413886579682","0.0252293856683978","2"
"No","1998","66 and older","Single parent ","2","","","","2"
"No","1998","16-34 y.","Couple + C. GT 16 ","168","0.106238375421887","0.0868866285454609","0.125590122298314","2"
"No","1998","35-65 y.","(Married) couple without C. ","222","0.0684470162566167","0.0580753718888728","0.0788186606243606","2"
"No","1998","16-34 y.","Single parent ","36","0.0846418333241257","0.0534036166877699","0.115880049960482","2"
"No","1998","16-34 y.","Couple + C. LE and GT 16","94","0.176391842063532","0.141822650885576","0.210961033241488","2"
"No","1998","35-65 y.","1-pers.-HH","58","0.0589405759200849","0.0406943177414572","0.0771868340987125","2"
"No","1998","66 and older","Couple + C. LE 16 ","","","","","2"
"No","1998","66 and older","Couple + C. GT 16 ","21","","","","2"
"No","1998","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","1998","16-34 y.","1-pers.-HH","457","0.931434802617552","0.909371987858434","0.953497617376669","1"
"Yes","1998","16-34 y.","(Married) couple without C. ","795","0.885374042867885","0.864755009408472","0.905993076327299","1"
"Yes","1998","16-34 y.","Single parent ","269","0.915358166675874","0.884119950039518","0.94659638331223","1"
"Yes","1998","16-34 y.","Couple + C. LE 16 ","1140","0.82343406777458","0.803908793191857","0.842959342357302","1"
"Yes","1998","16-34 y.","Couple + C. GT 16 ","806","0.893761624578113","0.874409877701686","0.913113371454539","1"
"Yes","1998","16-34 y.","Couple + C. LE and GT 16","373","0.823608157936468","0.789038966758512","0.858177349114424","1"
"Yes","1998","35-65 y.","1-pers.-HH","582","0.941059424079915","0.922813165901288","0.959305682258543","1"
"Yes","1998","35-65 y.","(Married) couple without C. ","2055","0.931552983743383","0.92118133937564","0.941924628111127","1"
"Yes","1998","35-65 y.","Single parent ","322","0.914925610768377","0.886065819945658","0.943785401591096","1"
"Yes","1998","35-65 y.","Couple + C. LE 16 ","1485","0.921367598811907","0.908372286414311","0.934362911209503","1"
"Yes","1998","35-65 y.","Couple + C. GT 16 ","1218","0.878873130098535","0.862261688260094","0.895484571936977","1"
"Yes","1998","35-65 y.","Couple + C. LE and GT 16","632","0.812974939397562","0.785766848448712","0.840183030346412","1"
"Yes","1998","66 and older","1-pers.-HH","604","0.972956747450202","0.960198867240409","0.985714627659995","1"
"Yes","1998","66 and older","(Married) couple without C. ","964","0.982843237732903","0.974770614331602","0.990915861134203","1"
"Yes","1998","66 and older","Single parent ","48","0.993809476843448","0.972068536117166","1.01555041756973","1"
"Yes","1998","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","1998","66 and older","Couple + C. GT 16 ","93","0.933536910624244","0.887812125358596","0.979261695889891","1"
"Yes","1998","66 and older","Couple + C. LE and GT 16","1","","","","1"
"No","1999","66 and older","1-pers.-HH","19","","","","2"
"No","1999","66 and older","(Married) couple without C. ","34","0.0239783991707119","0.0143906100987149","0.0335661882427089","2"
"No","1999","66 and older","Single parent ","3","","","","2"
"No","1999","16-34 y.","(Married) couple without C. ","107","0.097486517774113","0.0784331224443135","0.116539913103913","2"
"No","1999","35-65 y.","Couple + C. GT 16 ","245","0.124578589207034","0.107598280945379","0.14155889746869","2"
"No","1999","35-65 y.","Couple + C. LE and GT 16","119","0.158840650730315","0.132270081865956","0.185411219594673","2"
"No","1999","16-34 y.","1-pers.-HH","41","0.0603941402493183","0.03894898571892","0.0818392947797166","2"
"No","1999","16-34 y.","Couple + C. LE 16 ","302","0.169892435310922","0.149904292076969","0.189880578544875","2"
"No","1999","16-34 y.","Couple + C. GT 16 ","162","0.110736012100154","0.0907285510973578","0.13074347310295","2"
"No","1999","35-65 y.","Couple + C. LE 16 ","146","0.0795766780716515","0.0666276007911819","0.0925257553521211","2"
"No","1999","66 and older","Couple + C. LE 16 ","","","","","2"
"No","1999","66 and older","Couple + C. GT 16 ","23","","","","2"
"No","1999","66 and older","Couple + C. LE and GT 16","","","","","2"
"No","1999","35-65 y.","(Married) couple without C. ","220","0.0792485723455448","0.0680571580301552","0.0904399866609345","2"
"No","1999","35-65 y.","Single parent ","40","0.0857885574670322","0.0566973933081919","0.114879721625873","2"
"No","1999","16-34 y.","Single parent ","31","0.0749187873086886","0.0457538382474909","0.104083736369886","2"
"No","1999","16-34 y.","Couple + C. LE and GT 16","80","0.16590700799109","0.130989402961692","0.200824613020488","2"
"No","1999","35-65 y.","1-pers.-HH","52","0.0636778561643358","0.0445499343259364","0.0828057780027352","2"
"Yes","1999","16-34 y.","1-pers.-HH","433","0.939605859750682","0.918160705220283","0.96105101428108","1"
"Yes","1999","16-34 y.","(Married) couple without C. ","824","0.902513482225887","0.883460086896087","0.921566877555687","1"
"Yes","1999","16-34 y.","Single parent ","282","0.925081212691311","0.895916263630114","0.954246161752509","1"
"Yes","1999","16-34 y.","Couple + C. LE 16 ","1054","0.830107564689078","0.810119421455125","0.850095707923031","1"
"Yes","1999","16-34 y.","Couple + C. GT 16 ","783","0.889263987899846","0.86925652689705","0.909271448902642","1"
"Yes","1999","16-34 y.","Couple + C. LE and GT 16","356","0.83409299200891","0.799175386979512","0.869010597038308","1"
"Yes","1999","35-65 y.","1-pers.-HH","574","0.936322143835664","0.917194221997265","0.955450065674064","1"
"Yes","1999","35-65 y.","(Married) couple without C. ","2018","0.920751427654455","0.909560013339065","0.931942841969845","1"
"Yes","1999","35-65 y.","Single parent ","316","0.914211442532968","0.885120278374128","0.943302606691808","1"
"Yes","1999","35-65 y.","Couple + C. LE 16 ","1532","0.920423321928348","0.907474244647879","0.933372399208818","1"
"Yes","1999","35-65 y.","Couple + C. GT 16 ","1208","0.875421410792966","0.85844110253131","0.892401719054622","1"
"Yes","1999","35-65 y.","Couple + C. LE and GT 16","608","0.841159349269685","0.814588780405327","0.867729918134044","1"
"Yes","1999","66 and older","1-pers.-HH","580","0.970979415583574","0.957536521761702","0.984422309405446","1"
"Yes","1999","66 and older","(Married) couple without C. ","944","0.976021600829288","0.966433811757291","0.985609389901285","1"
"Yes","1999","66 and older","Single parent ","47","0.986623509612094","0.954780807822871","1.01846621140132","1"
"Yes","1999","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","1999","66 and older","Couple + C. GT 16 ","88","0.928319434691382","0.880331060809904","0.97630780857286","1"
"Yes","1999","66 and older","Couple + C. LE and GT 16","1","","","","1"
"No","2000","66 and older","1-pers.-HH","21","","","","2"
"No","2000","66 and older","(Married) couple without C. ","60","0.0259099553076607","0.0190727818288589","0.0327471287864626","2"
"No","2000","35-65 y.","Couple + C. GT 16 ","299","0.112472457595006","0.0996656805269809","0.125279234663031","2"
"No","2000","35-65 y.","Couple + C. LE and GT 16","157","0.146332129682791","0.126434053202763","0.166230206162819","2"
"No","2000","66 and older","Single parent ","2","","","","2"
"No","2000","16-34 y.","(Married) couple without C. ","126","0.0961714169589432","0.0798534756802419","0.112489358237645","2"
"No","2000","16-34 y.","1-pers.-HH","75","0.0642907358542503","0.0480672006313682","0.0805142710771323","2"
"No","2000","16-34 y.","Couple + C. LE 16 ","409","0.19820888104632","0.180850047203637","0.215567714889004","2"
"No","2000","16-34 y.","Couple + C. GT 16 ","186","0.105413883887472","0.0897263683023762","0.121101399472569","2"
"No","2000","35-65 y.","(Married) couple without C. ","281","0.0654151136756286","0.057993678130158","0.0728365492210993","2"
"No","2000","35-65 y.","Single parent ","53","0.0855709938725768","0.0636756078921115","0.107466379853042","2"
"No","2000","35-65 y.","Couple + C. LE 16 ","276","0.0923158249851517","0.0823299347616784","0.102301715208625","2"
"No","2000","66 and older","Couple + C. LE 16 ","1","","","","2"
"No","2000","66 and older","Couple + C. GT 16 ","20","","","","2"
"No","2000","66 and older","Couple + C. LE and GT 16","1","","","","2"
"No","2000","16-34 y.","Single parent ","45","0.0803072037344948","0.0566277610280569","0.103986646440933","2"
"No","2000","16-34 y.","Couple + C. LE and GT 16","102","0.151169238779586","0.125254768903325","0.177083708655847","2"
"No","2000","35-65 y.","1-pers.-HH","80","0.0557913607731543","0.0435616368102451","0.0680210847360636","2"
"Yes","2000","16-34 y.","1-pers.-HH","803","0.93570926414575","0.919485728922868","0.951932799368632","1"
"Yes","2000","16-34 y.","(Married) couple without C. ","1128","0.903828583041057","0.887510641762356","0.920146524319758","1"
"Yes","2000","16-34 y.","Single parent ","461","0.919692796265505","0.896013353559067","0.943372238971943","1"
"Yes","2000","16-34 y.","Couple + C. LE 16 ","1617","0.801791118953679","0.784432285110996","0.819149952796363","1"
"Yes","2000","16-34 y.","Couple + C. GT 16 ","1286","0.894586116112527","0.878898600527431","0.910273631697624","1"
"Yes","2000","16-34 y.","Couple + C. LE and GT 16","632","0.848830761220414","0.822916291344153","0.874745231096675","1"
"Yes","2000","35-65 y.","1-pers.-HH","1273","0.944208639226846","0.931978915263936","0.956438363189755","1"
"Yes","2000","35-65 y.","(Married) couple without C. ","3983","0.934584886324371","0.927163450778901","0.942006321869842","1"
"Yes","2000","35-65 y.","Single parent ","574","0.914429006127423","0.892533620146958","0.936324392107888","1"
"Yes","2000","35-65 y.","Couple + C. LE 16 ","2952","0.907684175014848","0.897698284791375","0.917670065238322","1"
"Yes","2000","35-65 y.","Couple + C. GT 16 ","2039","0.887527542404994","0.874720765336969","0.900334319473019","1"
"Yes","2000","35-65 y.","Couple + C. LE and GT 16","1055","0.853667870317209","0.833769793837181","0.873565946797237","1"
"Yes","2000","66 and older","1-pers.-HH","1119","0.98068528527223","0.972696060427418","0.988674510117042","1"
"Yes","2000","66 and older","(Married) couple without C. ","2014","0.974090044692339","0.967252871213537","0.980927218171141","1"
"Yes","2000","66 and older","Single parent ","71","0.989783476979378","0.966715563187183","1.01285139077157","1"
"Yes","2000","66 and older","Couple + C. LE 16 ","3","","","","1"
"Yes","2000","66 and older","Couple + C. GT 16 ","138","0.919804118069001","0.877455108650465","0.962153127487537","1"
"Yes","2000","66 and older","Couple + C. LE and GT 16","1","","","","1"
"No","2001","66 and older","1-pers.-HH","19","","","","2"
"No","2001","66 and older","(Married) couple without C. ","72","0.0325291646783848","0.0247446411154729","0.0403136882412968","2"
"No","2001","35-65 y.","Couple + C. GT 16 ","254","0.109541225971426","0.0962902889208657","0.122792163021986","2"
"No","2001","35-65 y.","Couple + C. LE and GT 16","135","0.146490368051073","0.125518094191002","0.167462641911144","2"
"No","2001","66 and older","Single parent ","2","","","","2"
"No","2001","16-34 y.","1-pers.-HH","60","0.0594763080606299","0.0423543679039163","0.0765982482173436","2"
"No","2001","16-34 y.","(Married) couple without C. ","115","0.104040312484177","0.0858651413542381","0.122215483614116","2"
"No","2001","16-34 y.","Couple + C. LE 16 ","342","0.201963462731679","0.183121651754776","0.220805273708582","2"
"No","2001","16-34 y.","Couple + C. GT 16 ","152","0.0979054982456766","0.082087635414808","0.113723361076545","2"
"No","2001","35-65 y.","(Married) couple without C. ","254","0.0645845050101126","0.0568094139787565","0.0723595960414687","2"
"No","2001","35-65 y.","Single parent ","49","0.0882088693608331","0.065048757178171","0.111368981543495","2"
"No","2001","35-65 y.","Couple + C. LE 16 ","257","0.0922192388054532","0.081905164135496","0.10253331347541","2"
"No","2001","66 and older","Couple + C. LE 16 ","1","","","","2"
"No","2001","66 and older","Couple + C. GT 16 ","16","","","","2"
"No","2001","66 and older","Couple + C. LE and GT 16","1","","","","2"
"No","2001","16-34 y.","Single parent ","41","0.0830212407091812","0.0583380260576146","0.107704455360748","2"
"No","2001","16-34 y.","Couple + C. LE and GT 16","86","0.153692004704977","0.126135444579064","0.18124856483089","2"
"No","2001","35-65 y.","1-pers.-HH","65","0.0515121531521581","0.0392438188622023","0.0637804874421139","2"
"Yes","2001","16-34 y.","1-pers.-HH","673","0.94052369193937","0.923401751782656","0.957645632096084","1"
"Yes","2001","16-34 y.","(Married) couple without C. ","969","0.895959687515823","0.877784516385884","0.914134858645762","1"
"Yes","2001","16-34 y.","Single parent ","439","0.916978759290819","0.892295544639252","0.941661973942385","1"
"Yes","2001","16-34 y.","Couple + C. LE 16 ","1402","0.798036537268321","0.779194726291418","0.816878348245224","1"
"Yes","2001","16-34 y.","Couple + C. GT 16 ","1204","0.902094501754323","0.886276638923455","0.917912364585192","1"
"Yes","2001","16-34 y.","Couple + C. LE and GT 16","572","0.846307995295023","0.81875143516911","0.873864555420937","1"
"Yes","2001","35-65 y.","1-pers.-HH","1182","0.948487846847842","0.936219512557886","0.960756181137798","1"
"Yes","2001","35-65 y.","(Married) couple without C. ","3585","0.935415494989887","0.927640403958531","0.943190586021244","1"
"Yes","2001","35-65 y.","Single parent ","527","0.911791130639167","0.888631018456505","0.934951242821829","1"
"Yes","2001","35-65 y.","Couple + C. LE 16 ","2766","0.907780761194547","0.89746668652459","0.918094835864504","1"
"Yes","2001","35-65 y.","Couple + C. GT 16 ","1880","0.890458774028574","0.877207836978014","0.903709711079134","1"
"Yes","2001","35-65 y.","Couple + C. LE and GT 16","957","0.853509631948927","0.832537358088856","0.874481905808998","1"
"Yes","2001","66 and older","1-pers.-HH","1022","0.982701359211007","0.974781098182418","0.990621620239595","1"
"Yes","2001","66 and older","(Married) couple without C. ","1923","0.967470835321615","0.959686311758703","0.975255358884527","1"
"Yes","2001","66 and older","Single parent ","72","0.989779083503885","0.966862689149235","1.01269547785854","1"
"Yes","2001","66 and older","Couple + C. LE 16 ","2","","","","1"
"Yes","2001","66 and older","Couple + C. GT 16 ","143","0.930790984224619","0.89134008112264","0.970241887326597","1"
"Yes","2001","66 and older","Couple + C. LE and GT 16","1","","","","1"
"No","2002","66 and older","1-pers.-HH","18","","","","2"
"No","2002","66 and older","(Married) couple without C. ","81","0.0370434361954381","0.029100571541616","0.0449863008492603","2"
"No","2002","16-34 y.","1-pers.-HH","48","0.0582901554740471","0.0412004076497496","0.0753799032983446","2"
"No","2002","16-34 y.","(Married) couple without C. ","104","0.0956119005205521","0.0776536976402794","0.113570103400825","2"
"No","2002","35-65 y.","Couple + C. GT 16 ","217","0.0970073451975874","0.0850461700213897","0.108968520373785","2"
"No","2002","35-65 y.","Couple + C. LE and GT 16","142","0.140275871673129","0.120820997428366","0.159730745917893","2"
"No","2002","66 and older","Single parent ","2","","","","2"
"No","2002","16-34 y.","Single parent ","34","0.0702441116929643","0.0473819704516306","0.093106252934298","2"
"No","2002","16-34 y.","Couple + C. LE 16 ","276","0.197872975510191","0.177738561736907","0.218007389283475","2"
"No","2002","16-34 y.","Couple + C. GT 16 ","127","0.0988942280900056","0.0837570071267689","0.114031449053242","2"
"No","2002","35-65 y.","(Married) couple without C. ","274","0.0686425654159342","0.0610720120733545","0.0762131187585139","2"
"No","2002","35-65 y.","Single parent ","49","0.0915048119197338","0.0679994223269306","0.115010201512537","2"
"No","2002","35-65 y.","Couple + C. LE 16 ","249","0.0946293456497198","0.0845739602697642","0.104684731029675","2"
"No","2002","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2002","66 and older","Couple + C. GT 16 ","17","","","","2"
"No","2002","66 and older","Couple + C. LE and GT 16","1","","","","2"
"No","2002","16-34 y.","Couple + C. LE and GT 16","88","0.156953628513043","0.130511750488596","0.18339550653749","2"
"No","2002","35-65 y.","1-pers.-HH","63","0.051484245452271","0.0392679394512395","0.0637005514533024","2"
"Yes","2002","16-34 y.","1-pers.-HH","674","0.941709844525953","0.924620096701655","0.95879959235025","1"
"Yes","2002","16-34 y.","(Married) couple without C. ","926","0.904388099479448","0.886429896599175","0.92234630235972","1"
"Yes","2002","16-34 y.","Single parent ","446","0.929755888307036","0.906893747065702","0.952618029548369","1"
"Yes","2002","16-34 y.","Couple + C. LE 16 ","1228","0.802127024489809","0.781992610716525","0.822261438263093","1"
"Yes","2002","16-34 y.","Couple + C. GT 16 ","1367","0.901105771909994","0.885968550946758","0.916242992873231","1"
"Yes","2002","16-34 y.","Couple + C. LE and GT 16","639","0.843046371486957","0.81660449346251","0.869488249511405","1"
"Yes","2002","35-65 y.","1-pers.-HH","1194","0.948515754547729","0.936299448546697","0.96073206054876","1"
"Yes","2002","35-65 y.","(Married) couple without C. ","4011","0.931357434584066","0.923786881241486","0.938927987926646","1"
"Yes","2002","35-65 y.","Single parent ","529","0.908495188080266","0.884989798487463","0.932000577673069","1"
"Yes","2002","35-65 y.","Couple + C. LE 16 ","3006","0.90537065435028","0.895315268970325","0.915426039730236","1"
"Yes","2002","35-65 y.","Couple + C. GT 16 ","2135","0.902992654802413","0.891031479626215","0.91495382997861","1"
"Yes","2002","35-65 y.","Couple + C. LE and GT 16","1082","0.859724128326871","0.840269254082107","0.879179002571634","1"
"Yes","2002","66 and older","1-pers.-HH","1028","0.983332786473363","0.97557453221869","0.991091040728036","1"
"Yes","2002","66 and older","(Married) couple without C. ","2091","0.962956563804562","0.95501369915074","0.970899428458384","1"
"Yes","2002","66 and older","Single parent ","77","0.989974697829651","0.968006454591657","1.01194294106765","1"
"Yes","2002","66 and older","Couple + C. LE 16 ","5","","","","1"
"Yes","2002","66 and older","Couple + C. GT 16 ","150","0.865470101728828","0.813718321115245","0.917221882342411","1"
"Yes","2002","66 and older","Couple + C. LE and GT 16","4","","","","1"
"No","2003","16-34 y.","1-pers.-HH","41","0.0611548036244043","0.0430785474761233","0.0792310597726853","2"
"No","2003","16-34 y.","(Married) couple without C. ","89","0.0912074593700882","0.0735908645112335","0.108824054228943","2"
"No","2003","16-34 y.","Single parent ","37","0.0888717831469674","0.0632004284683959","0.114543137825539","2"
"No","2003","16-34 y.","Couple + C. LE 16 ","259","0.194759429075803","0.173955730924161","0.215563127227445","2"
"No","2003","66 and older","1-pers.-HH","20","","","","2"
"No","2003","66 and older","(Married) couple without C. ","86","0.0389600735392873","0.0309415261839788","0.0469786208945959","2"
"No","2003","16-34 y.","Couple + C. GT 16 ","103","0.0866302848008885","0.0722457650143128","0.101014804587464","2"
"No","2003","35-65 y.","Couple + C. GT 16 ","197","0.101752166925574","0.0894262839321004","0.114078049919048","2"
"No","2003","35-65 y.","Couple + C. LE and GT 16","141","0.155228574014039","0.134434452854766","0.176022695173313","2"
"No","2003","66 and older","Single parent ","3","","","","2"
"No","2003","16-34 y.","Couple + C. LE and GT 16","80","0.156554433457009","0.129242348795387","0.183866518118631","2"
"No","2003","35-65 y.","1-pers.-HH","59","0.045970329463155","0.0343515489601863","0.0575891099661237","2"
"No","2003","35-65 y.","(Married) couple without C. ","247","0.071106514441372","0.0632108525940027","0.0790021762887412","2"
"No","2003","35-65 y.","Single parent ","46","0.0927636138209315","0.06907247656124","0.116454751080623","2"
"No","2003","35-65 y.","Couple + C. LE 16 ","221","0.0921472310984995","0.081790420296407","0.102504041900592","2"
"No","2003","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2003","66 and older","Couple + C. GT 16 ","22","","","","2"
"No","2003","66 and older","Couple + C. LE and GT 16","1","","","","2"
"Yes","2003","35-65 y.","Single parent ","530","0.907236386179069","0.883545248919377","0.93092752343876","1"
"Yes","2003","35-65 y.","Couple + C. LE 16 ","2775","0.907852768901501","0.897495958099408","0.918209579703593","1"
"Yes","2003","35-65 y.","Couple + C. GT 16 ","2114","0.898247833074426","0.885921950080952","0.9105737160679","1"
"Yes","2003","35-65 y.","Couple + C. LE and GT 16","1024","0.84477142598596","0.823977304826687","0.865565547145234","1"
"Yes","2003","66 and older","1-pers.-HH","1053","0.981685231530248","0.973662263249495","0.989708199811","1"
"Yes","2003","16-34 y.","1-pers.-HH","634","0.938845196375596","0.920768940227315","0.956921452523877","1"
"Yes","2003","16-34 y.","(Married) couple without C. ","937","0.908792540629912","0.891175945771057","0.926409135488766","1"
"Yes","2003","16-34 y.","Single parent ","435","0.911128216853033","0.885456862174461","0.936799571531604","1"
"Yes","2003","16-34 y.","Couple + C. LE 16 ","1133","0.805240570924197","0.784436872772554","0.826044269075839","1"
