"plj0014_v3","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","1997","inadequately","Rural Area","49","0.349671938884399","0.243844709202066","0.455499168566732","2"
"No","1997","general elemantary","Urban Area","543","0.142087361959832","0.125220572111019","0.158954151808645","2"
"No","1997","higher education","Urban Area","80","0.0844370748564278","0.0681969417442991","0.100677207968556","2"
"No","1997","in school","Urban Area","54","0.176685635488544","0.125100816440839","0.22827045453625","2"
"No","1997","higher vocational","Urban Area","16","","","","2"
"No","1997","general elemantary","Rural Area","89","0.0641171735132611","0.0460221277842526","0.0822122192422696","2"
"No","1997","middle vocational","Urban Area","553","0.0733872783634563","0.0654438599266438","0.0813306968002688","2"
"No","1997","middle vocational","Rural Area","74","0.0149343958409917","0.0100563857921278","0.0198124058898557","2"
"No","1997","vocational + Abi","Urban Area","83","0.176238729772904","0.135974422521427","0.216503037024382","2"
"No","1997","vocational + Abi","Rural Area","10","","","","2"
"Yes","1997","in school","Urban Area","156","0.823314364511456","0.77172954546375","0.874899183559162","1"
"Yes","1997","in school","Rural Area","104","0.982310780470149","0.957216546124373","1.00740501481592","1"
"Yes","1997","inadequately","Urban Area","56","0.287166748185494","0.242263595132348","0.332069901238639","1"
"Yes","1997","inadequately","Rural Area","29","","","","1"
"Yes","1997","general elemantary","Urban Area","1103","0.857912638040168","0.841045848191355","0.874779427888981","1"
"Yes","1997","general elemantary","Rural Area","615","0.935882826486739","0.91778778075773","0.953977872215747","1"
"Yes","1997","middle vocational","Urban Area","3587","0.926612721636544","0.918669303199731","0.934556140073356","1"
"Yes","1997","middle vocational","Rural Area","2301","0.985065604159008","0.980187594110144","0.989943614207872","1"
"Yes","1997","vocational + Abi","Urban Area","261","0.823761270227096","0.783496962975618","0.864025577478573","1"
"Yes","1997","vocational + Abi","Rural Area","104","0.92613945991697","0.878128532071136","0.974150387762804","1"
"Yes","1997","higher vocational","Urban Area","469","0.97822612610795","0.965237455532381","0.991214796683519","1"
"Yes","1997","higher vocational","Rural Area","278","1","1","1","1"
"Yes","1997","higher education","Urban Area","1046","0.915562925143572","0.899322792031443","0.931803058255701","1"
"Yes","1997","higher education","Rural Area","644","0.981869004923033","0.971603901296321","0.992134108549745","1"
"No","1998","in school","Rural Area","3","","","","2"
"No","1998","inadequately","Urban Area","294","0.668234563558171","0.620322908509625","0.716146218606717","2"
"No","1998","in school","Urban Area","53","0.197108728817361","0.144421260554405","0.249796197080316","2"
"No","1998","general elemantary","Urban Area","519","0.148187953148803","0.131738274169978","0.164637632127628","2"
"No","1998","inadequately","Rural Area","43","0.319970128667564","0.215781231401702","0.424159025933425","2"
"No","1998","higher vocational","Urban Area","19","","","","2"
"No","1998","higher vocational","Rural Area","2","","","","2"
"No","1998","higher education","Rural Area","8","","","","2"
"No","1998","general elemantary","Rural Area","78","0.0665036831027934","0.0488934917709927","0.0841138744345942","2"
"No","1998","higher education","Urban Area","81","0.0757063807777596","0.0611406927645326","0.0902720687909866","2"
"No","1998","middle vocational","Rural Area","68","0.0157293907096632","0.010953099650681","0.0205056817686453","2"
"No","1998","vocational + Abi","Urban Area","81","0.192178611622283","0.153223718654856","0.231133504589711","2"
"No","1998","vocational + Abi","Rural Area","9","","","","2"
"No","1998","middle vocational","Urban Area","497","0.0708130859018774","0.0632773165652173","0.0783488552385375","2"
"Yes","1998","in school","Urban Area","166","0.802891271182639","0.750203802919684","0.855578739445595","1"
"Yes","1998","in school","Rural Area","112","0.968859797846549","0.937113699860489","1.00060589583261","1"
"Yes","1998","inadequately","Urban Area","77","0.331765436441829","0.283853781393283","0.379677091490375","1"
"Yes","1998","inadequately","Rural Area","34","0.680029871332436","0.575840974066575","0.784218768598298","1"
"Yes","1998","general elemantary","Urban Area","1273","0.851812046851197","0.835362367872372","0.868261725830022","1"
"Yes","1998","general elemantary","Rural Area","691","0.933496316897207","0.915886125565406","0.951106508229007","1"
"Yes","1998","middle vocational","Urban Area","3954","0.929186914098122","0.921651144761462","0.936722683434783","1"
"Yes","1998","middle vocational","Rural Area","2539","0.984270609290337","0.979494318231355","0.989046900349319","1"
"Yes","1998","vocational + Abi","Urban Area","312","0.807821388377717","0.768866495410289","0.846776281345144","1"
"Yes","1998","vocational + Abi","Rural Area","110","0.947316213344528","0.90717776435421","0.987454662334847","1"
"Yes","1998","higher vocational","Urban Area","510","0.965312117129889","0.949718637729446","0.980905596530332","1"
"Yes","1998","higher vocational","Rural Area","297","0.99701820744133","0.990838004237127","1.00319841064553","1"
"Yes","1998","higher education","Urban Area","1186","0.92429361922224","0.909727931209013","0.938859307235467","1"
"Yes","1998","higher education","Rural Area","704","0.976305294651498","0.965133406663286","0.987477182639711","1"
"No","1999","in school","Rural Area","6","","","","2"
"No","1999","inadequately","Urban Area","275","0.652745590125506","0.603427933130434","0.702063247120578","2"
"No","1999","inadequately","Rural Area","36","0.292147788948939","0.185617852142512","0.398677725755367","2"
"No","1999","higher vocational","Urban Area","17","","","","2"
"No","1999","higher vocational","Rural Area","3","","","","2"
"No","1999","in school","Urban Area","38","0.133269088461212","0.0876270381054355","0.178911138816988","2"
"No","1999","general elemantary","Urban Area","473","0.145433312866641","0.128753376965276","0.162113248768006","2"
"No","1999","general elemantary","Rural Area","71","0.0521521070737195","0.0361868759900448","0.0681173381573943","2"
"No","1999","higher education","Urban Area","75","0.0779854075791051","0.06322034289213","0.0927504722660802","2"
"No","1999","higher education","Rural Area","6","","","","2"
"No","1999","middle vocational","Urban Area","485","0.0759434218490271","0.0680838283928223","0.0838030153052318","2"
"No","1999","middle vocational","Rural Area","59","0.0128232772037735","0.00850187618934135","0.0171446782182057","2"
"No","1999","vocational + Abi","Urban Area","73","0.176758179315956","0.138995871372448","0.214520487259464","2"
"No","1999","vocational + Abi","Rural Area","5","","","","2"
"Yes","1999","in school","Urban Area","175","0.866730911538788","0.821088861183012","0.912372961894565","1"
"Yes","1999","in school","Rural Area","102","0.944904184670916","0.901872395193347","0.987935974148485","1"
"Yes","1999","inadequately","Urban Area","83","0.347254409874494","0.297936752879422","0.396572066869566","1"
"Yes","1999","inadequately","Rural Area","34","0.707852211051061","0.601322274244633","0.814382147857488","1"
"Yes","1999","general elemantary","Urban Area","1243","0.854566687133359","0.837886751231994","0.871246623034725","1"
"Yes","1999","general elemantary","Rural Area","674","0.947847892926281","0.931882661842606","0.963813124009955","1"
"Yes","1999","middle vocational","Urban Area","3879","0.924056578150973","0.916196984694768","0.931916171607178","1"
"Yes","1999","middle vocational","Rural Area","2545","0.987176722796226","0.982855321781794","0.991498123810659","1"
"Yes","1999","vocational + Abi","Urban Area","319","0.823241820684044","0.785479512740536","0.861004128627552","1"
"Yes","1999","vocational + Abi","Rural Area","113","0.959375027481833","0.923754706204297","0.994995348759369","1"
"Yes","1999","higher vocational","Urban Area","500","0.96998684916165","0.955279258369141","0.984694439954158","1"
"Yes","1999","higher vocational","Rural Area","303","0.99595033522936","0.988834665933352","1.00306600452537","1"
"Yes","1999","higher education","Urban Area","1192","0.922014592420895","0.90724952773392","0.93677965710787","1"
"Yes","1999","higher education","Rural Area","698","0.982012058523114","0.972194332581236","0.991829784464991","1"
"No","2000","in school","Rural Area","4","","","","2"
"No","2000","inadequately","Urban Area","225","0.62105813345234","0.568477400395966","0.673638866508714","2"
"No","2000","inadequately","Rural Area","25","","","","2"
"No","2000","higher vocational","Urban Area","77","0.0675029370650518","0.0533664833069811","0.0816393908231225","2"
"No","2000","higher vocational","Rural Area","14","","","","2"
"No","2000","in school","Urban Area","51","0.131763212186983","0.0949340563559539","0.168592368018011","2"
"No","2000","general elemantary","Urban Area","647","0.191145529676678","0.175498930379796","0.206792128973561","2"
"No","2000","general elemantary","Rural Area","90","0.0486972940258182","0.0362737581602767","0.0611208298913597","2"
"No","2000","higher education","Urban Area","186","0.0893806464395491","0.0785226044967488","0.100238688382349","2"
"No","2000","higher education","Rural Area","23","","","","2"
"No","2000","middle vocational","Urban Area","715","0.0726603034846912","0.0670094659589047","0.0783111410104776","2"
"No","2000","middle vocational","Rural Area","98","0.0180471480895317","0.014270143761832","0.0218241524172314","2"
"No","2000","vocational + Abi","Urban Area","136","0.150737976567646","0.127071531598134","0.174404421537157","2"
"No","2000","vocational + Abi","Rural Area","20","","","","2"
"Yes","2000","in school","Urban Area","273","0.868236787813017","0.831407631981989","0.905065943644046","1"
"Yes","2000","in school","Rural Area","170","0.982897726259597","0.963633367440879","1.00216208507831","1"
"Yes","2000","inadequately","Urban Area","102","0.37894186654766","0.326361133491286","0.431522599604034","1"
"Yes","2000","inadequately","Rural Area","54","0.770292326249641","0.67753460243331","0.863050050065972","1"
"Yes","2000","general elemantary","Urban Area","1779","0.808854470323321","0.793207871026439","0.824501069620204","1"
"Yes","2000","general elemantary","Rural Area","1063","0.951302705974182","0.93887917010864","0.963726241839723","1"
"Yes","2000","middle vocational","Urban Area","7391","0.927339696515309","0.921688858989522","0.932990534041095","1"
"Yes","2000","middle vocational","Rural Area","4674","0.981952851910468","0.978175847582769","0.985729856238168","1"
"Yes","2000","vocational + Abi","Urban Area","742","0.849262023432354","0.825595578462843","0.872928468401866","1"
"Yes","2000","vocational + Abi","Rural Area","232","0.931534697073606","0.900354230786062","0.962715163361151","1"
"Yes","2000","higher vocational","Urban Area","1133","0.932497062934948","0.918360609176878","0.946633516693019","1"
"Yes","2000","higher vocational","Rural Area","670","0.978616809848024","0.967775977582536","0.989457642113513","1"
"Yes","2000","higher education","Urban Area","2466","0.910619353560451","0.89976131161765","0.921477395503251","1"
"Yes","2000","higher education","Rural Area","1165","0.975446180695143","0.966645808205377","0.98424655318491","1"
"No","2001","in school","Rural Area","5","","","","2"
"No","2001","inadequately","Urban Area","159","0.549934410646346","0.487765409486705","0.612103411805986","2"
"No","2001","inadequately","Rural Area","23","","","","2"
"No","2001","general elemantary","Urban Area","591","0.206769778755406","0.189554676033773","0.223984881477039","2"
"No","2001","general elemantary","Rural Area","83","0.0512855322417496","0.0375866977976303","0.0649843666858688","2"
"No","2001","higher vocational","Urban Area","63","0.0607012564524921","0.0464801111523732","0.074922401752611","2"
"No","2001","higher vocational","Rural Area","12","","","","2"
"No","2001","in school","Urban Area","48","0.131665737361939","0.0966400687499543","0.166691405973923","2"
"No","2001","higher education","Urban Area","164","0.0904351961087512","0.0791154386759098","0.101754953541593","2"
"No","2001","higher education","Rural Area","23","","","","2"
"No","2001","middle vocational","Urban Area","634","0.0718123574598581","0.0659060296928666","0.0777186852268497","2"
"No","2001","middle vocational","Rural Area","81","0.0173008728523271","0.0134099527493083","0.0211917929553459","2"
"No","2001","vocational + Abi","Urban Area","120","0.131255047516674","0.108460107295134","0.154049987738214","2"
"No","2001","vocational + Abi","Rural Area","14","","","","2"
"Yes","2001","in school","Urban Area","310","0.868334262638061","0.833308594026077","0.903359931250046","1"
"Yes","2001","in school","Rural Area","188","0.975753336605794","0.954053050953904","0.997453622257683","1"
"Yes","2001","inadequately","Urban Area","87","0.450065589353654","0.387896588194014","0.512234590513295","1"
"Yes","2001","inadequately","Rural Area","43","0.711049451690084","0.601694667552805","0.820404235827363","1"
"Yes","2001","general elemantary","Urban Area","1535","0.793230221244594","0.776015118522961","0.810445323966227","1"
"Yes","2001","general elemantary","Rural Area","913","0.948714467758251","0.935015633314131","0.96241330220237","1"
"Yes","2001","middle vocational","Urban Area","6706","0.928187642540142","0.92228131477315","0.934093970307133","1"
"Yes","2001","middle vocational","Rural Area","4233","0.982699127147673","0.978808207044654","0.986590047250692","1"
"Yes","2001","vocational + Abi","Urban Area","723","0.868744952483326","0.845950012261786","0.891539892704866","1"
"Yes","2001","vocational + Abi","Rural Area","222","0.946076811749189","0.917260189748691","0.974893433749687","1"
"Yes","2001","higher vocational","Urban Area","1020","0.939298743547508","0.925077598247389","0.953519888847627","1"
"Yes","2001","higher vocational","Rural Area","587","0.979596565614428","0.968274909886227","0.990918221342628","1"
"Yes","2001","higher education","Urban Area","2302","0.909564803891249","0.898245046458407","0.92088456132409","1"
"Yes","2001","higher education","Rural Area","1079","0.969704495230369","0.959584831192048","0.979824159268691","1"
"No","2002","in school","Rural Area","2","","","","2"
"No","2002","general elemantary","Urban Area","524","0.20173650441557","0.184051697283621","0.219421311547518","2"
"No","2002","higher vocational","Urban Area","60","0.062570646452057","0.0484684184740097","0.0766728744301044","2"
"No","2002","inadequately","Urban Area","140","0.541664613108686","0.476268402140566","0.607060824076805","2"
"No","2002","inadequately","Rural Area","21","","","","2"
"No","2002","higher vocational","Rural Area","14","","","","2"
"No","2002","higher education","Urban Area","180","0.087968877992407","0.0782546261947371","0.0976831297900769","2"
"No","2002","higher education","Rural Area","28","","","","2"
"No","2002","in school","Urban Area","46","0.156929616874831","0.122550221312538","0.191309012437124","2"
"No","2002","general elemantary","Rural Area","67","0.0517514338000982","0.0376350059266224","0.0658678616735741","2"
"No","2002","middle vocational","Urban Area","587","0.0695335937124342","0.0637522859765191","0.0753149014483494","2"
"No","2002","middle vocational","Rural Area","74","0.0182465581814164","0.0142074405838731","0.0222856757789598","2"
"No","2002","vocational + Abi","Urban Area","113","0.136942163002593","0.114617883853","0.159266442152187","2"
"No","2002","vocational + Abi","Rural Area","15","","","","2"
"Yes","2002","in school","Urban Area","384","0.843070383125169","0.808690987562876","0.877449778687462","1"
"Yes","2002","in school","Rural Area","185","0.979520102736246","0.959220017972307","0.999820187500185","1"
"Yes","2002","inadequately","Urban Area","83","0.458335386891314","0.392939175923195","0.523731597859434","1"
"Yes","2002","inadequately","Rural Area","41","0.688727079033439","0.573475602991914","0.803978555074965","1"
"Yes","2002","general elemantary","Urban Area","1454","0.79826349558443","0.780578688452482","0.815948302716379","1"
"Yes","2002","general elemantary","Rural Area","879","0.948248566199902","0.934132138326426","0.962364994073378","1"
"Yes","2002","middle vocational","Urban Area","6849","0.930466406287566","0.924685098551651","0.936247714023481","1"
"Yes","2002","middle vocational","Rural Area","4144","0.981753441818583","0.97771432422104","0.985792559416127","1"
"Yes","2002","vocational + Abi","Urban Area","798","0.863057836997407","0.840733557847813","0.885382116147","1"
"Yes","2002","vocational + Abi","Rural Area","254","0.944343852956458","0.916947446631521","0.971740259281396","1"
"Yes","2002","higher vocational","Urban Area","1073","0.937429353547943","0.923327125569896","0.95153158152599","1"
"Yes","2002","higher vocational","Rural Area","603","0.978961656091074","0.967637805646993","0.990285506535155","1"
"Yes","2002","higher education","Urban Area","3086","0.912031122007593","0.902316870209923","0.921745373805263","1"
"Yes","2002","higher education","Rural Area","1280","0.968341467191737","0.958852829240633","0.977830105142842","1"
"No","2003","in school","Rural Area","2","","","","2"
"No","2003","inadequately","Urban Area","121","0.495527284032646","0.427904807631633","0.563149760433658","2"
"No","2003","general elemantary","Urban Area","483","0.200313313711607","0.182187644797168","0.218438982626046","2"
"No","2003","higher vocational","Urban Area","53","0.0603409275110418","0.046198456489454","0.0744833985326296","2"
"No","2003","higher vocational","Rural Area","14","","","","2"
"No","2003","higher education","Rural Area","27","","","","2"
"No","2003","inadequately","Rural Area","19","","","","2"
"No","2003","higher education","Urban Area","162","0.0885270289336951","0.0785484574580276","0.0985056004093626","2"
"No","2003","in school","Urban Area","33","0.142567007202357","0.109287661860356","0.175846352544359","2"
"No","2003","general elemantary","Rural Area","61","0.0484175958583696","0.0343472703863619","0.0624879213303773","2"
"No","2003","middle vocational","Urban Area","545","0.0733537976445975","0.0673220259564088","0.0793855693327861","2"
"No","2003","middle vocational","Rural Area","68","0.0209729815101657","0.0165323419765014","0.02541362104383","2"
"No","2003","vocational + Abi","Urban Area","103","0.128249362463832","0.106355729631682","0.150142995295983","2"
"No","2003","vocational + Abi","Rural Area","13","","","","2"
"Yes","2003","in school","Urban Area","391","0.857432992797643","0.824153647455642","0.890712338139644","1"
"Yes","2003","in school","Rural Area","192","0.989521106034384","0.975192053334723","1.00385015873405","1"
"Yes","2003","inadequately","Urban Area","89","0.504472715967354","0.436850239566342","0.572095192368367","1"
"Yes","2003","inadequately","Rural Area","42","0.729983796589604","0.618571097168674","0.841396496010535","1"
"Yes","2003","general elemantary","Urban Area","1390","0.799686686288393","0.781561017373954","0.817812355202832","1"
"Yes","2003","general elemantary","Rural Area","833","0.95158240414163","0.937512078669623","0.965652729613638","1"
"Yes","2003","middle vocational","Urban Area","6632","0.926646202355402","0.920614430667214","0.932677974043591","1"
"Yes","2003","middle vocational","Rural Area","3932","0.979027018489834","0.97458637895617","0.983467658023499","1"
"Yes","2003","vocational + Abi","Urban Area","793","0.871750637536168","0.849857004704017","0.893644270368318","1"
"Yes","2003","vocational + Abi","Rural Area","255","0.947768153892204","0.921130287400078","0.97440602038433","1"
"Yes","2003","higher vocational","Urban Area","1036","0.939659072488958","0.92551660146737","0.953801543510546","1"
"Yes","2003","higher vocational","Rural Area","591","0.974361742270414","0.96176742093469","0.986956063606138","1"
"Yes","2003","higher education","Urban Area","2951","0.911472971066305","0.901494399590637","0.921451542541972","1"
"Yes","2003","higher education","Rural Area","1229","0.969789500153271","0.960323402821102","0.97925559748544","1"
"No","2004","in school","Rural Area","4","","","","2"
"No","2004","inadequately","Urban Area","115","0.512873384315488","0.442897875365134","0.582848893265841","2"
"No","2004","inadequately","Rural Area","16","","","","2"
"No","2004","general elemantary","Urban Area","436","0.204362466197828","0.185502364335047","0.223222568060609","2"
"No","2004","higher vocational","Urban Area","58","0.0701015217115695","0.0547169026063761","0.0854861408167628","2"
"No","2004","higher vocational","Rural Area","10","","","","2"
"No","2004","higher education","Rural Area","24","","","","2"
"No","2004","higher education","Urban Area","152","0.0824153546271586","0.0726782273873346","0.0921524818669827","2"
"No","2004","in school","Urban Area","30","0.120035356571654","0.0898389481803501","0.150231764962958","2"
"No","2004","general elemantary","Rural Area","60","0.0579828049180566","0.0422342055552335","0.0737314042808796","2"
"No","2004","middle vocational","Urban Area","506","0.0726943875444606","0.0665833063005864","0.0788054687883347","2"
"No","2004","middle vocational","Rural Area","66","0.0228548414114476","0.0181719151825883","0.027537767640307","2"
"No","2004","vocational + Abi","Urban Area","96","0.123427006872976","0.101925574778459","0.144928438967493","2"
"No","2004","vocational + Abi","Rural Area","16","","","","2"
"Yes","2004","in school","Urban Area","415","0.879964643428346","0.849768235037042","0.91016105181965","1"
"Yes","2004","in school","Rural Area","190","0.976524593436864","0.955218914415141","0.997830272458587","1"
"Yes","2004","inadequately","Urban Area","81","0.487126615684512","0.417151106734159","0.557102124634866","1"
"Yes","2004","inadequately","Rural Area","44","0.781018950530376","0.676376833327994","0.885661067732758","1"
"Yes","2004","general elemantary","Urban Area","1320","0.795637533802172","0.776777431939391","0.814497635664953","1"
"Yes","2004","general elemantary","Rural Area","786","0.942017195081943","0.92626859571912","0.957765794444766","1"
"Yes","2004","middle vocational","Urban Area","6428","0.927305612455539","0.921194531211665","0.933416693699414","1"
"Yes","2004","middle vocational","Rural Area","3846","0.977145158588552","0.972462232359693","0.981828084817412","1"
"Yes","2004","vocational + Abi","Urban Area","803","0.876572993127024","0.855071561032507","0.898074425221541","1"
"Yes","2004","vocational + Abi","Rural Area","252","0.9335094650143","0.903681750996334","0.963337179032266","1"
"Yes","2004","higher vocational","Urban Area","1000","0.929898478288431","0.914513859183237","0.945283097393624","1"
"Yes","2004","higher vocational","Rural Area","580","0.984584034983587","0.974642948821618","0.994525121145556","1"
"Yes","2004","higher education","Urban Area","2912","0.917584645372841","0.907847518133017","0.927321772612665","1"
"Yes","2004","higher education","Rural Area","1223","0.970107043088716","0.960655360442323","0.979558725735108","1"
"No","2005","in school","Rural Area","5","","","","2"
"No","2005","inadequately","Urban Area","113","0.522898700476332","0.451501160648062","0.594296240304603","2"
"No","2005","inadequately","Rural Area","15","","","","2"
"No","2005","general elemantary","Urban Area","400","0.212385206227609","0.192650749160455","0.232119663294763","2"
"No","2005","higher education","Rural Area","24","","","","2"
"No","2005","higher vocational","Urban Area","50","0.0661883060507236","0.0508255410280914","0.0815510710733558","2"
"No","2005","higher vocational","Rural Area","12","","","","2"
"No","2005","higher education","Urban Area","144","0.0839568213470206","0.0739965376016413","0.0939171050923998","2"
"No","2005","in school","Urban Area","35","0.0999860529627304","0.072300439436591","0.12767166648887","2"
"No","2005","general elemantary","Rural Area","49","0.069565092103039","0.0515485107800596","0.0875816734260185","2"
"No","2005","middle vocational","Urban Area","486","0.0758726626374484","0.0694732112915035","0.0822721139833934","2"
"No","2005","middle vocational","Rural Area","58","0.0228183641641239","0.0180269317310278","0.02760979659722","2"
"No","2005","vocational + Abi","Urban Area","92","0.122977773356042","0.101180184272192","0.144775362439893","2"
"No","2005","vocational + Abi","Rural Area","14","","","","2"
"Yes","2005","general elemantary","Urban Area","1250","0.787614793772391","0.767880336705237","0.807349250839545","1"
"Yes","2005","general elemantary","Rural Area","717","0.930434907896961","0.912418326573981","0.94845148921994","1"
"Yes","2005","middle vocational","Urban Area","6091","0.924127337362552","0.917727886016607","0.930526788708497","1"
"Yes","2005","middle vocational","Rural Area","3673","0.977181635835876","0.97239020340278","0.981973068268972","1"
"Yes","2005","vocational + Abi","Urban Area","780","0.877022226643957","0.855224637560106","0.898819815727808","1"
"Yes","2005","in school","Urban Area","416","0.90001394703727","0.87232833351113","0.927699560563409","1"
"Yes","2005","in school","Rural Area","195","0.957590748944709","0.929661878879572","0.985519619009846","1"
"Yes","2005","inadequately","Urban Area","75","0.477101299523668","0.405703759695397","0.548498839351938","1"
"Yes","2005","inadequately","Rural Area","43","0.795565700600432","0.691777256639634","0.899354144561231","1"
"Yes","2005","vocational + Abi","Rural Area","251","0.954684839521391","0.929642383012302","0.979727296030479","1"
"Yes","2005","higher vocational","Urban Area","956","0.933811693949276","0.918448928926644","0.949174458971909","1"
"Yes","2005","higher vocational","Rural Area","550","0.978213419037147","0.966143863387403","0.99028297468689","1"
"Yes","2005","higher education","Urban Area","2834","0.916043178652979","0.9060828949076","0.926003462398359","1"
"Yes","2005","higher education","Rural Area","1178","0.956984909524409","0.945515030896281","0.968454788152537","1"
"No","2006","in school","Rural Area","3","","","","2"
"No","2006","inadequately","Urban Area","96","0.494525510093611","0.421077157204421","0.567973862982802","2"
"No","2006","inadequately","Rural Area","14","","","","2"
"No","2006","general elemantary","Urban Area","352","0.203054031785059","0.183679189663134","0.222428873906983","2"
"No","2006","higher vocational","Urban Area","56","0.0751381983391601","0.0591628234355528","0.0911135732427673","2"
"No","2006","higher vocational","Rural Area","12","","","","2"
"No","2006","higher education","Urban Area","158","0.0877070774547789","0.0780147982513096","0.0973993566582481","2"
"No","2006","higher education","Rural Area","23","","","","2"
"No","2006","in school","Urban Area","19","","","","2"
"No","2006","general elemantary","Rural Area","50","0.0581494076156883","0.0423889058164791","0.0739099094148975","2"
"No","2006","middle vocational","Urban Area","470","0.0815590067702816","0.0751811148237811","0.0879368987167821","2"
"No","2006","middle vocational","Rural Area","68","0.0276934652338873","0.0226490820507452","0.0327378484170295","2"
"No","2006","vocational + Abi","Urban Area","87","0.115066590678828","0.0945137187412327","0.135619462616423","2"
"No","2006","vocational + Abi","Rural Area","14","","","","2"
"Yes","2006","general elemantary","Urban Area","1304","0.796945968214941","0.777571126093017","0.816320810336866","1"
"Yes","2006","general elemantary","Rural Area","797","0.941850592384312","0.926090090585102","0.957611094183521","1"
"Yes","2006","middle vocational","Urban Area","6604","0.918440993229718","0.912063101283218","0.924818885176219","1"
"Yes","2006","middle vocational","Rural Area","3997","0.972306534766113","0.967262151582971","0.977350917949255","1"
"Yes","2006","vocational + Abi","Urban Area","839","0.884933409321172","0.864380537383577","0.905486281258767","1"
"Yes","2006","in school","Urban Area","257","0.87891809265341","0.840431684697773","0.917404500609047","1"
"Yes","2006","in school","Rural Area","118","0.98018344540735","0.955350790028499","1.0050161007862","1"
"Yes","2006","inadequately","Urban Area","82","0.505474489906389","0.432026137017198","0.578922842795579","1"
"Yes","2006","inadequately","Rural Area","51","0.851188254824856","0.764666996138129","0.937709513511583","1"
"Yes","2006","vocational + Abi","Rural Area","280","0.950403209457586","0.925585873503647","0.975220545411526","1"
"Yes","2006","higher vocational","Urban Area","990","0.92486180166084","0.908886426757233","0.940837176564447","1"
"Yes","2006","higher vocational","Rural Area","601","0.97574819844222","0.963570681687559","0.987925715196881","1"
"Yes","2006","higher education","Urban Area","3114","0.912292922545221","0.902600643341752","0.92198520174869","1"
"Yes","2006","higher education","Rural Area","1295","0.967002014461925","0.957358223474367","0.976645805449484","1"
"No","2007","in school","Urban Area","13","","","","2"
"No","2007","in school","Rural Area","2","","","","2"
"No","2007","inadequately","Urban Area","82","0.518914701135942","0.439744562424546","0.598084839847339","2"
"No","2007","inadequately","Rural Area","11","","","","2"
"No","2007","general elemantary","Urban Area","304","0.211206585377794","0.19039078046059","0.232022390294999","2"
"No","2007","higher vocational","Urban Area","44","0.0687494544360297","0.0527268454386941","0.0847720634333652","2"
"No","2007","higher vocational","Rural Area","11","","","","2"
"No","2007","higher education","Urban Area","143","0.0830762581626434","0.0734226795040087","0.0927298368212782","2"
"No","2007","higher education","Rural Area","23","","","","2"
