"plj0014_v3","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2018","vocational + Abi","Rural Area","101","0.140195258457553","0.113191276504872","0.167199240410234","2"
"No","2018","higher vocational","Urban Area","25","","","","2"
"No","2018","higher vocational","Rural Area","2","","","","2"
"No","2018","higher education","Urban Area","1028","0.127908504007591","0.118733211140899","0.137083796874284","2"
"No","2018","higher education","Rural Area","289","0.0921053245238034","0.0791469445903666","0.10506370445724","2"
"Yes","2018","general elemantary","Urban Area","1293","0.726750211937365","0.708275323364711","0.745225100510019","1"
"Yes","2018","general elemantary","Rural Area","853","0.869824229170435","0.850793412886763","0.888855045454106","1"
"Yes","2018","middle vocational","Urban Area","6325","0.897015633797498","0.890097205303736","0.90393406229126","1"
"Yes","2018","middle vocational","Rural Area","4417","0.952563314967336","0.946527077639869","0.958599552294804","1"
"Yes","2018","vocational + Abi","Urban Area","1240","0.815970492156308","0.796808486779747","0.835132497532869","1"
"Yes","2018","inadequately","Rural Area","83","0.52647850345297","0.484326921358547","0.568630085547392","1"
"Yes","2018","higher education","Rural Area","1624","0.907894675476197","0.89493629554276","0.920853055409633","1"
"Yes","2018","in school","Rural Area","82","0.978775021549495","0.9488304464181","1.00871959668089","1"
"Yes","2018","vocational + Abi","Rural Area","534","0.859804741542447","0.832800759589766","0.886808723495128","1"
"Yes","2018","higher vocational","Urban Area","818","0.936787956741759","0.920361084954813","0.953214828528704","1"
"Yes","2018","higher vocational","Rural Area","610","0.998323887800507","0.995083032394486","1.00156474320653","1"
"Yes","2018","inadequately","Urban Area","173","0.347874168972139","0.323013355952388","0.37273498199189","1"
"Yes","2018","higher education","Urban Area","4062","0.872091495992409","0.862916203125716","0.881266788859101","1"
"Yes","2018","in school","Urban Area","230","0.885758478228357","0.84738635978417","0.924130596672544","1"
"No","2019","in school","Urban Area","32","0.0995470780877532","0.0613494097138192","0.137744746461687","2"
"No","2019","in school","Rural Area","6","","","","2"
"No","2019","inadequately","Urban Area","1069","0.68381969640306","0.657576746818877","0.710062645987243","2"
"No","2019","inadequately","Rural Area","418","0.48607518506036","0.44195613524294","0.530194234877781","2"
"No","2019","general elemantary","Urban Area","790","0.270759478048864","0.25080557619508","0.290713379902648","2"
"No","2019","general elemantary","Rural Area","305","0.133078344344722","0.113033441518764","0.153123247170679","2"
"No","2019","middle vocational","Urban Area","871","0.111387936160656","0.103833171190207","0.118942701131106","2"
"No","2019","middle vocational","Rural Area","305","0.0497240232819242","0.0433551944510895","0.0560928521127589","2"
"No","2019","vocational + Abi","Urban Area","274","0.184053822951123","0.164449090393663","0.203658555508583","2"
"No","2019","vocational + Abi","Rural Area","87","0.159457324237568","0.13075545361089","0.188159194864246","2"
"No","2019","higher vocational","Urban Area","26","","","","2"
"No","2019","higher vocational","Rural Area","3","","","","2"
"No","2019","higher education","Urban Area","802","0.130039295826088","0.120637100341596","0.13944149131058","2"
"No","2019","higher education","Rural Area","252","0.0726356184735797","0.0614116123110155","0.0838596246361438","2"
"Yes","2019","general elemantary","Urban Area","1115","0.729240521951136","0.709286620097352","0.74919442380492","1"
"Yes","2019","general elemantary","Rural Area","798","0.866921655655278","0.846876752829321","0.886966558481236","1"
"Yes","2019","middle vocational","Urban Area","5791","0.888612063839344","0.881057298868894","0.896166828809793","1"
"Yes","2019","middle vocational","Rural Area","4170","0.950275976718076","0.943907147887241","0.95664480554891","1"
"Yes","2019","vocational + Abi","Urban Area","1227","0.815946177048877","0.796341444491417","0.835550909606337","1"
"Yes","2019","inadequately","Rural Area","75","0.51392481493964","0.469805765122219","0.55804386475706","1"
"Yes","2019","higher education","Rural Area","1802","0.92736438152642","0.916140375363856","0.938588387688984","1"
"Yes","2019","in school","Rural Area","79","0.960183324884987","0.918616370615706","1.00175027915427","1"
"Yes","2019","inadequately","Urban Area","137","0.31618030359694","0.289937354012757","0.342423253181123","1"
"Yes","2019","higher vocational","Rural Area","691","0.994966137715906","0.989700837109209","1.0002314383226","1"
"Yes","2019","in school","Urban Area","204","0.900452921912247","0.862255253538313","0.938650590286181","1"
"Yes","2019","higher vocational","Urban Area","885","0.930653061004735","0.914156384597116","0.947149737412354","1"
"Yes","2019","vocational + Abi","Rural Area","538","0.840542675762432","0.811840805135754","0.869244546389109","1"
"Yes","2019","higher education","Urban Area","4114","0.869960704173912","0.86055850868942","0.879362899658404","1"
