"plj0014_v3","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"No","2009","Schleswig-Holstein","West Germany","21","","",""
"No","2009","Schleswig-Holstein","East Germany","","","",""
"No","2009","Hamburg","West Germany","9","","",""
"No","2009","Hamburg","East Germany","","","",""
"No","2009","Lower Saxony","West Germany","57","0.052329380369624","0.0415745690440977","0.0630841916951503"
"No","2009","Lower Saxony","East Germany","","","",""
"No","2009","Bremen","West Germany","1","","",""
"No","2009","Bremen","East Germany","","","",""
"No","2009","North Rhine-Westphalia","West Germany","272","0.108768698025701","0.0986611338975339","0.118876262153868"
"No","2009","North Rhine-Westphalia","East Germany","","","",""
"No","2009","Hesse","West Germany","102","0.130698918986826","0.111831001707614","0.149566836266037"
"No","2009","Hesse","East Germany","","","",""
"No","2009","Rhineland-Palatinate,Saarland","West Germany","62","0.0905009717791056","0.0729544673563131","0.108047476201898"
"No","2009","Rhineland-Palatinate,Saarland","East Germany","","","",""
"No","2009","Baden-Württemberg","West Germany","252","0.147793958405838","0.132679737757765","0.162908179053911"
"No","2009","Baden-Württemberg","East Germany","","","",""
"No","2009","Bavaria","West Germany","169","0.120036377132515","0.107610581405751","0.132462172859279"
"No","2009","Bavaria","East Germany","","","",""
"No","2009","Berlin","West Germany","27","","",""
"No","2009","Berlin","East Germany","5","","",""
"No","2009","Brandenburg","West Germany","","","",""
"No","2009","Brandenburg","East Germany","5","","",""
"No","2009","Mecklenburg-Western Pomerania","West Germany","","","",""
"No","2009","Mecklenburg-Western Pomerania","East Germany","","","",""
"No","2009","Saxony","West Germany","","","",""
"No","2009","Saxony","East Germany","5","","",""
"No","2009","Saxony-Anhalt","West Germany","","","",""
"No","2009","Saxony-Anhalt","East Germany","","","",""
"No","2009","Thuringia","West Germany","","","",""
"No","2009","Thuringia","East Germany","2","","",""
"Yes","2010","Schleswig-Holstein","West Germany","697","0.940510665559921","0.923421903556934","0.957599427562908"
"Yes","2010","Schleswig-Holstein","East Germany","","","",""
"Yes","2010","Hamburg","West Germany","360","0.939401935659203","0.915692108302741","0.963111763015666"
"Yes","2010","Hamburg","East Germany","","","",""
"Yes","2010","Lower Saxony","West Germany","2089","0.936229291640971","0.926021311825124","0.946437271456818"
"Yes","2010","Lower Saxony","East Germany","","","",""
"Yes","2010","Bremen","West Germany","164","0.976508310283197","0.953873390103345","0.999143230463049"
"Yes","2010","Bremen","East Germany","","","",""
"Yes","2010","North Rhine-Westphalia","West Germany","4492","0.894082130723052","0.885554083968981","0.902610177477122"
"Yes","2010","North Rhine-Westphalia","East Germany","","","",""
"Yes","2010","Hesse","West Germany","1509","0.876245655969664","0.860508427114029","0.891982884825299"
"Yes","2010","Hesse","East Germany","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","West Germany","1254","0.90525626002697","0.889599226296291","0.920913293757649"
"Yes","2010","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Yes","2010","Baden-Württemberg","West Germany","2576","0.85201852418109","0.839112897874514","0.864924150487665"
"Yes","2010","Baden-Württemberg","East Germany","","","",""
"Yes","2010","Bavaria","West Germany","3344","0.886702850960285","0.876350593280657","0.897055108639912"
"Yes","2010","Bavaria","East Germany","","","",""
"Yes","2010","Berlin","West Germany","485","0.891013334071829","0.864850871197315","0.917175796946344"
"Yes","2010","Berlin","East Germany","374","0.988969089342258","0.978495068060168","0.999443110624349"
"Yes","2010","Brandenburg","West Germany","","","",""
"Yes","2010","Brandenburg","East Germany","950","0.992445632946754","0.986965498778989","0.99792576711452"
"Yes","2010","Mecklenburg-Western Pomerania","West Germany","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","East Germany","592","0.996862273142556","0.992372234188836","1.00135231209628"
"Yes","2010","Saxony","West Germany","","","",""
"Yes","2010","Saxony","East Germany","1670","0.986842488868703","0.981396886978962","0.992288090758445"
"Yes","2010","Saxony-Anhalt","West Germany","","","",""
"Yes","2010","Saxony-Anhalt","East Germany","906","0.997609593980426","0.994442004823201","1.00077718313765"
"Yes","2010","Thuringia","West Germany","","","",""
"Yes","2010","Thuringia","East Germany","953","0.996360440192284","0.992549154929663","1.00017172545491"
"No","2010","Schleswig-Holstein","West Germany","39","0.0594893344400793","0.0424005724370925","0.0765780964430662"
"No","2010","Schleswig-Holstein","East Germany","","","",""
"No","2010","Hamburg","West Germany","29","","",""
"No","2010","Hamburg","East Germany","","","",""
"No","2010","Lower Saxony","West Germany","112","0.0637707083590287","0.0535627285431819","0.0739786881748756"
"No","2010","Lower Saxony","East Germany","","","",""
"No","2010","Bremen","West Germany","8","","",""
"No","2010","Bremen","East Germany","","","",""
"No","2010","North Rhine-Westphalia","West Germany","510","0.105917869276948","0.0973898225228778","0.114445916031019"
"No","2010","North Rhine-Westphalia","East Germany","","","",""
"No","2010","Hesse","West Germany","173","0.123754344030336","0.108017115174701","0.139491572885971"
"No","2010","Hesse","East Germany","","","",""
"No","2010","Rhineland-Palatinate,Saarland","West Germany","90","0.0947437399730301","0.0790867062423508","0.110400773703709"
"No","2010","Rhineland-Palatinate,Saarland","East Germany","","","",""
"No","2010","Baden-Württemberg","West Germany","332","0.14798147581891","0.135075849512335","0.160887102125486"
"No","2010","Baden-Württemberg","East Germany","","","",""
"No","2010","Bavaria","West Germany","257","0.113297149039715","0.102944891360088","0.123649406719343"
"No","2010","Bavaria","East Germany","","","",""
"No","2010","Berlin","West Germany","60","0.108986665928171","0.0828242030536559","0.135149128802685"
"No","2010","Berlin","East Germany","8","","",""
"No","2010","Brandenburg","West Germany","","","",""
"No","2010","Brandenburg","East Germany","9","","",""
"No","2010","Mecklenburg-Western Pomerania","West Germany","","","",""
"No","2010","Mecklenburg-Western Pomerania","East Germany","4","","",""
"No","2010","Saxony","West Germany","","","",""
"No","2010","Saxony","East Germany","12","","",""
"No","2010","Saxony-Anhalt","West Germany","","","",""
"No","2010","Saxony-Anhalt","East Germany","7","","",""
"No","2010","Thuringia","West Germany","","","",""
"No","2010","Thuringia","East Germany","6","","",""
"Yes","2011","Schleswig-Holstein","West Germany","684","0.936433309375287","0.918474472688042","0.954392146062532"
"Yes","2011","Schleswig-Holstein","East Germany","","","",""
"Yes","2011","Hamburg","West Germany","320","0.94424142102792","0.919779694125832","0.968703147930007"
"Yes","2011","Hamburg","East Germany","","","",""
"Yes","2011","Lower Saxony","West Germany","1991","0.950796529169288","0.941454061983397","0.96013899635518"
"Yes","2011","Lower Saxony","East Germany","","","",""
"Yes","2011","Bremen","West Germany","132","0.938274912657312","0.898410994551997","0.978138830762627"
"Yes","2011","Bremen","East Germany","","","",""
"Yes","2011","North Rhine-Westphalia","West Germany","4139","0.904866411213493","0.896253752606295","0.91347906982069"
"Yes","2011","North Rhine-Westphalia","East Germany","","","",""
"Yes","2011","Hesse","West Germany","1394","0.89730898185478","0.881977898586603","0.912640065122958"
"Yes","2011","Hesse","East Germany","","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","West Germany","1206","0.919794100888897","0.904931896532212","0.934656305245582"
"Yes","2011","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Yes","2011","Baden-Württemberg","West Germany","2478","0.890178102776934","0.878419218055987","0.901936987497881"
"Yes","2011","Baden-Württemberg","East Germany","","","",""
"Yes","2011","Bavaria","West Germany","3257","0.907107790764729","0.89741447027052","0.916801111258938"
"Yes","2011","Bavaria","East Germany","","","",""
"Yes","2011","Berlin","West Germany","418","0.931607017314847","0.908259157976572","0.954954876653122"
"Yes","2011","Berlin","East Germany","373","0.993656385960326","0.985652725045876","1.00166004687478"
"Yes","2011","Brandenburg","West Germany","","","",""
"Yes","2011","Brandenburg","East Germany","921","0.994575591807501","0.989847310531106","0.999303873083895"
"Yes","2011","Mecklenburg-Western Pomerania","West Germany","","","",""
"Yes","2011","Mecklenburg-Western Pomerania","East Germany","535","1","1","1"
"Yes","2011","Saxony","West Germany","","","",""
"Yes","2011","Saxony","East Germany","1456","0.986863094187338","0.981030623702773","0.992695564671903"
"Yes","2011","Saxony-Anhalt","West Germany","","","",""
"Yes","2011","Saxony-Anhalt","East Germany","912","1","1","1"
"Yes","2011","Thuringia","West Germany","","","",""
"Yes","2011","Thuringia","East Germany","936","0.998476912580178","0.995979963277069","1.00097386188329"
"No","2011","Schleswig-Holstein","West Germany","25","","",""
"No","2011","Schleswig-Holstein","East Germany","","","",""
"No","2011","Hamburg","West Germany","18","","",""
"No","2011","Hamburg","East Germany","","","",""
"No","2011","Lower Saxony","West Germany","68","0.0492034708307115","0.0398610036448202","0.0585459380166028"
"No","2011","Lower Saxony","East Germany","","","",""
"No","2011","Bremen","West Germany","8","","",""
"No","2011","Bremen","East Germany","","","",""
"No","2011","North Rhine-Westphalia","West Germany","319","0.0951335887865075","0.0865209301793098","0.103746247393705"
"No","2011","North Rhine-Westphalia","East Germany","","","",""
"No","2011","Hesse","West Germany","112","0.10269101814522","0.0873599348770422","0.118022101413397"
"No","2011","Hesse","East Germany","","","",""
"No","2011","Rhineland-Palatinate,Saarland","West Germany","77","0.0802058991111029","0.0653436947544178","0.0950681034677881"
"No","2011","Rhineland-Palatinate,Saarland","East Germany","","","",""
"No","2011","Baden-Württemberg","West Germany","238","0.109821897223066","0.0980630125021194","0.121580781944013"
"No","2011","Baden-Württemberg","East Germany","","","",""
"No","2011","Bavaria","West Germany","188","0.0928922092352712","0.0831988887410621","0.10258552972948"
"No","2011","Bavaria","East Germany","","","",""
"No","2011","Berlin","West Germany","31","0.068392982685153","0.0450451233468777","0.0917408420234283"
"No","2011","Berlin","East Germany","5","","",""
"No","2011","Brandenburg","West Germany","","","",""
"No","2011","Brandenburg","East Germany","6","","",""
"No","2011","Mecklenburg-Western Pomerania","West Germany","","","",""
"No","2011","Mecklenburg-Western Pomerania","East Germany","","","",""
"No","2011","Saxony","West Germany","","","",""
"No","2011","Saxony","East Germany","8","","",""
"No","2011","Saxony-Anhalt","West Germany","","","",""
"No","2011","Saxony-Anhalt","East Germany","","","",""
"No","2011","Thuringia","West Germany","","","",""
"No","2011","Thuringia","East Germany","1","","",""
"Yes","2012","Schleswig-Holstein","West Germany","941","0.934088275465752","0.918592786909654","0.949583764021851"
"Yes","2012","Schleswig-Holstein","East Germany","","","",""
"Yes","2012","Hamburg","West Germany","407","0.914174392856274","0.888061203106035","0.940287582606512"
"Yes","2012","Hamburg","East Germany","","","",""
"Yes","2012","Lower Saxony","West Germany","2467","0.94999802157993","0.941581549127967","0.958414494031892"
"Yes","2012","Lower Saxony","East Germany","","","",""
"Yes","2012","Bremen","West Germany","185","0.926350378722003","0.88987600206239","0.962824755381616"
"Yes","2012","Bremen","East Germany","","","",""
"Yes","2012","North Rhine-Westphalia","West Germany","5088","0.897978996199191","0.890014510252798","0.905943482145585"
"Yes","2012","North Rhine-Westphalia","East Germany","","","",""
"Yes","2012","Hesse","West Germany","1757","0.881328393827771","0.866843810948555","0.895812976706987"
"Yes","2012","Hesse","East Germany","","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","West Germany","1479","0.91472444414337","0.900931237778591","0.928517650508149"
"Yes","2012","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Yes","2012","Baden-Württemberg","West Germany","3051","0.866344370876952","0.854817955330946","0.877870786422958"
"Yes","2012","Baden-Württemberg","East Germany","","","",""
"Yes","2012","Bavaria","West Germany","4097","0.891697876687257","0.882488376659232","0.900907376715282"
"Yes","2012","Bavaria","East Germany","","","",""
"Yes","2012","Berlin","West Germany","532","0.941940405469797","0.922809265133483","0.96107154580611"
"Yes","2012","Berlin","East Germany","464","0.993486368533007","0.986221459422723","1.00075127764329"
"Yes","2012","Brandenburg","West Germany","","","",""
"Yes","2012","Brandenburg","East Germany","1092","0.990548957761253","0.984844100576797","0.99625381494571"
"Yes","2012","Mecklenburg-Western Pomerania","West Germany","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","East Germany","642","0.994031066335528","0.988100325545927","0.999961807125129"
"Yes","2012","Saxony","West Germany","","","",""
"Yes","2012","Saxony","East Germany","1837","0.987390548449838","0.982310089309827","0.99247100758985"
"Yes","2012","Saxony-Anhalt","West Germany","","","",""
"Yes","2012","Saxony-Anhalt","East Germany","1038","0.996129404815018","0.992362847348878","0.999895962281157"
"Yes","2012","Thuringia","West Germany","","","",""
"Yes","2012","Thuringia","East Germany","1081","0.995775946769848","0.99192046347305","0.999631430066646"
"No","2012","Schleswig-Holstein","West Germany","44","0.0659117245342478","0.0504162359781492","0.0814072130903464"
"No","2012","Schleswig-Holstein","East Germany","","","",""
"No","2012","Hamburg","West Germany","35","0.0858256071437264","0.0597124173934876","0.111938796893965"
"No","2012","Hamburg","East Germany","","","",""
"No","2012","Lower Saxony","West Germany","109","0.0500019784200703","0.0415855059681078","0.0584184508720328"
"No","2012","Lower Saxony","East Germany","","","",""
"No","2012","Bremen","West Germany","12","","",""
"No","2012","Bremen","East Germany","","","",""
"No","2012","North Rhine-Westphalia","West Germany","460","0.102021003800809","0.0940565178544154","0.109985489747202"
"No","2012","North Rhine-Westphalia","East Germany","","","",""
"No","2012","Hesse","West Germany","158","0.118671606172229","0.104187023293013","0.133156189051445"
"No","2012","Hesse","East Germany","","","",""
"No","2012","Rhineland-Palatinate,Saarland","West Germany","96","0.0852755558566302","0.0714823494918511","0.0990687622214093"
"No","2012","Rhineland-Palatinate,Saarland","East Germany","","","",""
"No","2012","Baden-Württemberg","West Germany","297","0.133655629123048","0.122129213577042","0.145182044669054"
"No","2012","Baden-Württemberg","East Germany","","","",""
"No","2012","Bavaria","West Germany","277","0.108302123312743","0.0990926232847184","0.117511623340768"
"No","2012","Bavaria","East Germany","","","",""
"No","2012","Berlin","West Germany","42","0.0580595945302034","0.0389284541938897","0.0771907348665171"
"No","2012","Berlin","East Germany","7","","",""
"No","2012","Brandenburg","West Germany","","","",""
"No","2012","Brandenburg","East Germany","13","","",""
"No","2012","Mecklenburg-Western Pomerania","West Germany","","","",""
"No","2012","Mecklenburg-Western Pomerania","East Germany","6","","",""
"No","2012","Saxony","West Germany","","","",""
"No","2012","Saxony","East Germany","16","","",""
"No","2012","Saxony-Anhalt","West Germany","","","",""
"No","2012","Saxony-Anhalt","East Germany","6","","",""
"No","2012","Thuringia","West Germany","","","",""
"No","2012","Thuringia","East Germany","6","","",""
"Yes","2013","Schleswig-Holstein","West Germany","876","0.955576776845283","0.942241524158893","0.968912029531673"
"Yes","2013","Schleswig-Holstein","East Germany","","","",""
"Yes","2013","Hamburg","West Germany","384","0.948129452730598","0.926741594381936","0.969517311079261"
"Yes","2013","Hamburg","East Germany","","","",""
"Yes","2013","Lower Saxony","West Germany","2393","0.97062136106814","0.963987346803634","0.977255375332646"
"Yes","2013","Lower Saxony","East Germany","","","",""
"Yes","2013","Bremen","West Germany","173","0.95891923047769","0.930318802892991","0.987519658062389"
"Yes","2013","Bremen","East Germany","","","",""
"Yes","2013","North Rhine-Westphalia","West Germany","4761","0.936117627383958","0.92943880018809","0.942796454579827"
"Yes","2013","North Rhine-Westphalia","East Germany","","","",""
"Yes","2013","Hesse","West Germany","1618","0.912509067739558","0.89935329542059","0.925664840058527"
"Yes","2013","Hesse","East Germany","","","",""
"Yes","2013","Rhineland-Palatinate,Saarland","West Germany","1355","0.942903594485988","0.930952660708984","0.954854528262992"
"Yes","2013","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Yes","2013","Baden-Württemberg","West Germany","2785","0.923249329543585","0.913783584653048","0.932715074434122"
"Yes","2013","Baden-Württemberg","East Germany","","","",""
"Yes","2013","Bavaria","West Germany","3824","0.933682239842828","0.926036514022849","0.941327965662807"
"Yes","2013","Bavaria","East Germany","","","",""
"Yes","2013","Berlin","West Germany","511","0.968588416044562","0.953984397846381","0.983192434242744"
"Yes","2013","Berlin","East Germany","438","0.994869270387092","0.988246085146319","1.00149245562787"
"Yes","2013","Brandenburg","West Germany","","","",""
"Yes","2013","Brandenburg","East Germany","1021","0.996984943289294","0.993639911227598","1.00032997535099"
"Yes","2013","Mecklenburg-Western Pomerania","West Germany","","","",""
"Yes","2013","Mecklenburg-Western Pomerania","East Germany","584","0.996837462505752","0.992310734838861","1.00136419017264"
"Yes","2013","Saxony","West Germany","","","",""
"Yes","2013","Saxony","East Germany","1703","0.988785264697332","0.983807255905175","0.99376327348949"
"Yes","2013","Saxony-Anhalt","West Germany","","","",""
"Yes","2013","Saxony-Anhalt","East Germany","969","0.998665495096614","0.996371662181943","1.00095932801129"
"Yes","2013","Thuringia","West Germany","","","",""
"Yes","2013","Thuringia","East Germany","1002","0.9966989817666","0.993154481041368","1.00024348249183"
"No","2013","Schleswig-Holstein","West Germany","41","0.0444232231547165","0.0310879704683265","0.0577584758411066"
"No","2013","Schleswig-Holstein","East Germany","","","",""
"No","2013","Hamburg","West Germany","29","","",""
"No","2013","Hamburg","East Germany","","","",""
"No","2013","Lower Saxony","West Germany","96","0.02937863893186","0.0227446246673536","0.0360126531963664"
"No","2013","Lower Saxony","East Germany","","","",""
"No","2013","Bremen","West Germany","12","","",""
"No","2013","Bremen","East Germany","","","",""
"No","2013","North Rhine-Westphalia","West Germany","389","0.0638823726160415","0.0572035454201728","0.0705611998119101"
"No","2013","North Rhine-Westphalia","East Germany","","","",""
"No","2013","Hesse","West Germany","154","0.0874909322604416","0.0743351599414727","0.10064670457941"
"No","2013","Hesse","East Germany","","","",""
"No","2013","Rhineland-Palatinate,Saarland","West Germany","93","0.0570964055140119","0.0451454717370079","0.0690473392910159"
"No","2013","Rhineland-Palatinate,Saarland","East Germany","","","",""
"No","2013","Baden-Württemberg","West Germany","253","0.0767506704564151","0.0672849255658782","0.0862164153469519"
"No","2013","Baden-Württemberg","East Germany","","","",""
"No","2013","Bavaria","West Germany","245","0.0663177601571718","0.0586720343371932","0.0739634859771504"
"No","2013","Bavaria","East Germany","","","",""
"No","2013","Berlin","West Germany","37","0.0314115839554375","0.0168075657572558","0.0460156021536192"
"No","2013","Berlin","East Germany","9","","",""
"No","2013","Brandenburg","West Germany","","","",""
"No","2013","Brandenburg","East Germany","11","","",""
"No","2013","Mecklenburg-Western Pomerania","West Germany","","","",""
"No","2013","Mecklenburg-Western Pomerania","East Germany","7","","",""
"No","2013","Saxony","West Germany","","","",""
"No","2013","Saxony","East Germany","16","","",""
"No","2013","Saxony-Anhalt","West Germany","","","",""
"No","2013","Saxony-Anhalt","East Germany","4","","",""
"No","2013","Thuringia","West Germany","","","",""
"No","2013","Thuringia","East Germany","4","","",""
"Yes","2014","Schleswig-Holstein","West Germany","829","0.926431901260548","0.909671220593188","0.943192581927908"
"Yes","2014","Schleswig-Holstein","East Germany","","","",""
"Yes","2014","Hamburg","West Germany","388","0.920109103501752","0.894975043902158","0.945243163101345"
"Yes","2014","Hamburg","East Germany","","","",""
"Yes","2014","Lower Saxony","West Germany","2367","0.93392227547165","0.924402819538684","0.943441731404616"
"Yes","2014","Lower Saxony","East Germany","","","",""
"Yes","2014","Bremen","West Germany","183","0.926245857466008","0.891470262211288","0.961021452720727"
"Yes","2014","Bremen","East Germany","","","",""
"Yes","2014","North Rhine-Westphalia","West Germany","4807","0.887421846575526","0.879188173253894","0.895655519897159"
"Yes","2014","North Rhine-Westphalia","East Germany","","","",""
"Yes","2014","Hesse","West Germany","1590","0.855890496285122","0.840069705139586","0.871711287430658"
"Yes","2014","Hesse","East Germany","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","West Germany","1384","0.897571974323161","0.882677657006941","0.91246629163938"
"Yes","2014","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Yes","2014","Baden-Württemberg","West Germany","2751","0.864338146113155","0.852541801393557","0.876134490832754"
"Yes","2014","Baden-Württemberg","East Germany","","","",""
"Yes","2014","Bavaria","West Germany","3863","0.888001659567987","0.878711867091349","0.897291452044625"
"Yes","2014","Bavaria","East Germany","","","",""
"Yes","2014","Berlin","West Germany","498","0.904625760254511","0.880575443540223","0.928676076968799"
"Yes","2014","Berlin","East Germany","405","0.967852235627143","0.951042618393682","0.984661852860603"
"Yes","2014","Brandenburg","West Germany","","","",""
"Yes","2014","Brandenburg","East Germany","992","0.979513668624393","0.970866854855934","0.988160482392852"
"Yes","2014","Mecklenburg-Western Pomerania","West Germany","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","East Germany","554","0.991704389300768","0.984218837186208","0.999189941415328"
"Yes","2014","Saxony","West Germany","","","",""
"Yes","2014","Saxony","East Germany","1588","0.983603046737928","0.977437866170486","0.98976822730537"
"Yes","2014","Saxony-Anhalt","West Germany","","","",""
"Yes","2014","Saxony-Anhalt","East Germany","928","0.982960343926549","0.974807505728557","0.991113182124541"
"Yes","2014","Thuringia","West Germany","","","",""
"Yes","2014","Thuringia","East Germany","979","0.985010219711378","0.977490258051765","0.992530181370991"
"No","2014","Schleswig-Holstein","West Germany","103","0.0735680987394523","0.0568074180720925","0.0903287794068121"
"No","2014","Schleswig-Holstein","East Germany","","","",""
"No","2014","Hamburg","West Germany","59","0.0798908964982483","0.0547568368986549","0.105024956097842"
"No","2014","Hamburg","East Germany","","","",""
"No","2014","Lower Saxony","West Germany","249","0.0660777245283501","0.0565582685953839","0.0755971804613163"
"No","2014","Lower Saxony","East Germany","","","",""
"No","2014","Bremen","West Germany","34","0.0737541425339923","0.0389785472792728","0.108529737788712"
"No","2014","Bremen","East Germany","","","",""
"No","2014","North Rhine-Westphalia","West Germany","854","0.112578153424474","0.104344480102841","0.120811826746106"
"No","2014","North Rhine-Westphalia","East Germany","","","",""
"No","2014","Hesse","West Germany","303","0.144109503714878","0.128288712569342","0.159930294860414"
"No","2014","Hesse","East Germany","","","",""
"No","2014","Rhineland-Palatinate,Saarland","West Germany","208","0.102428025676839","0.0875337083606198","0.117322342993059"
"No","2014","Rhineland-Palatinate,Saarland","East Germany","","","",""
"No","2014","Baden-Württemberg","West Germany","486","0.135661853886845","0.123865509167246","0.147458198606443"
"No","2014","Baden-Württemberg","East Germany","","","",""
"No","2014","Bavaria","West Germany","564","0.111998340432013","0.102708547955375","0.121288132908651"
"No","2014","Bavaria","East Germany","","","",""
"No","2014","Berlin","West Germany","75","0.0953742397454888","0.0713239230312009","0.119424556459777"
"No","2014","Berlin","East Germany","18","","",""
"No","2014","Brandenburg","West Germany","","","",""
"No","2014","Brandenburg","East Germany","39","0.0204863313756066","0.0118395176071475","0.0291331451440658"
"No","2014","Mecklenburg-Western Pomerania","West Germany","","","",""
"No","2014","Mecklenburg-Western Pomerania","East Germany","10","","",""
"No","2014","Saxony","West Germany","","","",""
"No","2014","Saxony","East Germany","42","0.0163969532620719","0.0102317726946297","0.0225621338295141"
"No","2014","Saxony-Anhalt","West Germany","","","",""
"No","2014","Saxony-Anhalt","East Germany","40","0.0170396560734512","0.00888681787545934","0.0251924942714431"
"No","2014","Thuringia","West Germany","","","",""
"No","2014","Thuringia","East Germany","24","","",""
"Yes","2015","Schleswig-Holstein","West Germany","804","0.937099669011238","0.921273229092405","0.952926108930071"
"Yes","2015","Schleswig-Holstein","East Germany","","","",""
"Yes","2015","Hamburg","West Germany","389","0.912544514438381","0.886867639155851","0.938221389720911"
"Yes","2015","Hamburg","East Germany","","","",""
"Yes","2015","Lower Saxony","West Germany","2251","0.926339061313567","0.916340549581019","0.936337573046115"
"Yes","2015","Lower Saxony","East Germany","","","",""
"Yes","2015","Bremen","West Germany","149","0.902876766322498","0.860434057577758","0.945319475067239"
"Yes","2015","Bremen","East Germany","","","",""
"Yes","2015","North Rhine-Westphalia","West Germany","4567","0.884884964059007","0.876531006828187","0.893238921289827"
"Yes","2015","North Rhine-Westphalia","East Germany","","","",""
"Yes","2015","Hesse","West Germany","1497","0.84608764178031","0.829835802240793","0.862339481319826"
"Yes","2015","Hesse","East Germany","","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","West Germany","1336","0.896920954777243","0.882105291082428","0.911736618472058"
"Yes","2015","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Yes","2015","Baden-Württemberg","West Germany","2622","0.865675344438955","0.853928204744068","0.877422484133842"
"Yes","2015","Baden-Württemberg","East Germany","","","",""
"Yes","2015","Bavaria","West Germany","3678","0.882091384007934","0.872578497884981","0.891604270130887"
"Yes","2015","Bavaria","East Germany","","","",""
"Yes","2015","Berlin","West Germany","466","0.890408576918837","0.86448983351856","0.916327320319115"
"Yes","2015","Berlin","East Germany","390","0.938298001852336","0.915815648840394","0.960780354864279"
"Yes","2015","Brandenburg","West Germany","","","",""
"Yes","2015","Brandenburg","East Germany","956","0.973803859941637","0.963978024927932","0.983629694955343"
"Yes","2015","Mecklenburg-Western Pomerania","West Germany","","","",""
"Yes","2015","Mecklenburg-Western Pomerania","East Germany","555","0.995306431952401","0.989655632454805","1.00095723145"
"Yes","2015","Saxony","West Germany","","","",""
"Yes","2015","Saxony","East Germany","1503","0.981574554967831","0.974883834719737","0.988265275215924"
"Yes","2015","Saxony-Anhalt","West Germany","","","",""
"Yes","2015","Saxony-Anhalt","East Germany","866","0.984773770546884","0.976773747139618","0.99277379395415"
"Yes","2015","Thuringia","West Germany","","","",""
"Yes","2015","Thuringia","East Germany","914","0.951042011320631","0.93755291155203","0.964531111089232"
"No","2015","Schleswig-Holstein","West Germany","100","0.0629003309887617","0.0470738910699286","0.0787267709075948"
"No","2015","Schleswig-Holstein","East Germany","","","",""
"No","2015","Hamburg","West Germany","76","0.0874554855616195","0.0617786102790895","0.11313236084415"
"No","2015","Hamburg","East Germany","","","",""
"No","2015","Lower Saxony","West Germany","371","0.0736609386864331","0.0636624269538848","0.0836594504189814"
"No","2015","Lower Saxony","East Germany","","","",""
"No","2015","Bremen","West Germany","38","0.0971232336775016","0.054680524932761","0.139565942422242"
"No","2015","Bremen","East Germany","","","",""
"No","2015","North Rhine-Westphalia","West Germany","1040","0.115115035940993","0.106761078710173","0.123468993171813"
"No","2015","North Rhine-Westphalia","East Germany","","","",""
"No","2015","Hesse","West Germany","397","0.15391235821969","0.137660518680174","0.170164197759207"
"No","2015","Hesse","East Germany","","","",""
"No","2015","Rhineland-Palatinate,Saarland","West Germany","282","0.103079045222757","0.0882633815279423","0.117894708917572"
"No","2015","Rhineland-Palatinate,Saarland","East Germany","","","",""
"No","2015","Baden-Württemberg","West Germany","615","0.134324655561045","0.122577515866158","0.146071795255932"
"No","2015","Baden-Württemberg","East Germany","","","",""
"No","2015","Bavaria","West Germany","737","0.117908615992066","0.108395729869113","0.127421502115019"
"No","2015","Bavaria","East Germany","","","",""
"No","2015","Berlin","West Germany","92","0.109591423081163","0.0836726796808849","0.13551016648144"
"No","2015","Berlin","East Germany","50","0.0617019981476638","0.0392196451357214","0.0841843511596063"
"No","2015","Brandenburg","West Germany","","","",""
"No","2015","Brandenburg","East Germany","59","0.0261961400583625","0.0163703050446574","0.0360219750720677"
"No","2015","Mecklenburg-Western Pomerania","West Germany","","","",""
"No","2015","Mecklenburg-Western Pomerania","East Germany","7","","",""
"No","2015","Saxony","West Germany","","","",""
"No","2015","Saxony","East Germany","49","0.0184254450321695","0.0117347247840758","0.0251161652802631"
"No","2015","Saxony-Anhalt","West Germany","","","",""
"No","2015","Saxony-Anhalt","East Germany","34","0.0152262294531162","0.00722620604585022","0.0232262528603821"
"No","2015","Thuringia","West Germany","","","",""
"No","2015","Thuringia","East Germany","69","0.0489579886793689","0.0354688889107676","0.0624470884479702"
"Yes","2016","Schleswig-Holstein","West Germany","729","0.91044566788602","0.89092554718348","0.92996578858856"
"Yes","2016","Schleswig-Holstein","East Germany","","","",""
"Yes","2016","Hamburg","West Germany","366","0.898059269914333","0.8694609688984","0.926657570930267"
"Yes","2016","Hamburg","East Germany","","","",""
"Yes","2016","Lower Saxony","West Germany","2107","0.915871090483404","0.904744858568617","0.92699732239819"
"Yes","2016","Lower Saxony","East Germany","","","",""
