"plj0014_v3","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"No","1998","Full Time","direct migration background","560","0.560253709677863","0.527625693182478","0.592881726173247","2"
"No","1998","Full Time","indirect migration background","162","0.532185928067074","0.469707026893535","0.594664829240613","2"
"No","1998","Part Time","no migration background","2","","","","2"
"No","1998","Part Time","direct migration background","330","0.609808404539302","0.56780167512429","0.651815133954314","2"
"No","1998","Not Working","no migration background","4","","","","2"
"No","1998","Not Working","direct migration background","598","0.46687968506891","0.436172202207912","0.497587167929909","2"
"No","1998","Not Working","indirect migration background","130","0.48935142219944","0.421417308414627","0.557285535984252","2"
"Yes","1998","Full Time","no migration background","4871","0.999110255336038","0.998273132306311","0.999947378365764","1"
"Yes","1998","Full Time","direct migration background","329","0.439746290322138","0.407118273826753","0.472374306817522","1"
"Yes","1998","Full Time","indirect migration background","83","0.467814071932926","0.405335170759387","0.530292973106465","1"
"Yes","1998","Part Time","no migration background","2210","0.998108502376505","0.996297799017435","0.999919205735576","1"
"Yes","1998","Part Time","direct migration background","188","0.390191595460698","0.348184866045686","0.43219832487571","1"
"Yes","1998","Part Time","indirect migration background","50","0.478807419547756","0.399129283574017","0.558485555521496","1"
"Yes","1998","Not Working","no migration background","4213","0.998847987180852","0.997824164736924","0.99987180962478","1"
"Yes","1998","Not Working","direct migration background","416","0.53312031493109","0.502412832070091","0.563827797792088","1"
"Yes","1998","Not Working","indirect migration background","78","0.51064857780056","0.442714464015748","0.578582691585373","1"
"No","1999","Not Working","no migration background","5","","","","2"
"No","1999","Not Working","indirect migration background","117","0.465986182806187","0.395608947293709","0.536363418318665","2"
"No","1999","Full Time","no migration background","1","","","","2"
"No","1999","Part Time","indirect migration background","106","0.524273150174235","0.450280819602145","0.598265480746324","2"
"No","1999","Not Working","direct migration background","547","0.459263267410799","0.426920702106524","0.491605832715074","2"
"No","1999","Full Time","direct migration background","527","0.577897208840016","0.544655405542472","0.61113901213756","2"
"No","1999","Full Time","indirect migration background","160","0.524985872446945","0.462327335611336","0.587644409282554","2"
"No","1999","Part Time","no migration background","3","","","","2"
"No","1999","Part Time","direct migration background","269","0.576873644493147","0.531871523485457","0.621875765500838","2"
"Yes","1999","Full Time","no migration background","4758","0.999119278088245","0.998276490155318","0.999962066021171","1"
"Yes","1999","Full Time","direct migration background","321","0.422102791159984","0.38886098786244","0.455344594457528","1"
"Yes","1999","Full Time","indirect migration background","84","0.475014127553055","0.412355590717446","0.537672664388663","1"
"Yes","1999","Part Time","no migration background","2308","0.9960169275898","0.993448953846684","0.998584901332916","1"
"Yes","1999","Part Time","direct migration background","194","0.423126355506853","0.378124234499162","0.468128476514543","1"
"Yes","1999","Part Time","indirect migration background","69","0.475726849825765","0.401734519253676","0.549719180397855","1"
"Yes","1999","Not Working","no migration background","3858","0.998363645020401","0.997089059803275","0.999638230237526","1"
"Yes","1999","Not Working","direct migration background","365","0.540736732589201","0.508394167284926","0.573079297893476","1"
"Yes","1999","Not Working","indirect migration background","76","0.534013817193813","0.463636581681335","0.604391052706291","1"
"No","2000","Not Working","indirect migration background","130","0.428997384468387","0.36727453243176","0.490720236505015","2"
"No","2000","Not Working","no migration background","8","","","","2"
"No","2000","Not Working","direct migration background","749","0.481026510621997","0.454540233022971","0.507512788221024","2"
"No","2000","Full Time","no migration background","2","","","","2"
"No","2000","Part Time","indirect migration background","128","0.469845118387708","0.407222399463751","0.532467837311664","2"
"No","2000","Full Time","direct migration background","702","0.565105373180457","0.537656198254936","0.592554548105978","2"
"No","2000","Full Time","indirect migration background","207","0.560568062265003","0.507812456171358","0.613323668358647","2"
"No","2000","Part Time","no migration background","2","","","","2"
"No","2000","Part Time","direct migration background","403","0.576626113985202","0.540635604492317","0.612616623478086","2"
"Yes","2000","Full Time","no migration background","8504","0.99970394768463","0.999338348400777","1.00006954696848","1"
"Yes","2000","Full Time","direct migration background","551","0.434894626819543","0.407445451894022","0.462343801745064","1"
"Yes","2000","Full Time","indirect migration background","133","0.439431937734997","0.386676331641353","0.492187543828642","1"
"Yes","2000","Part Time","no migration background","4126","0.999575481238395","0.998947083680809","1.00020387879598","1"
"Yes","2000","Part Time","direct migration background","321","0.423373886014798","0.387383376521914","0.459364395507683","1"
"Yes","2000","Part Time","indirect migration background","116","0.530154881612292","0.467532162688335","0.592777600536249","1"
"Yes","2000","Not Working","no migration background","7447","0.997472484737196","0.996332703186765","0.998612266287626","1"
"Yes","2000","Not Working","direct migration background","618","0.518973489378002","0.492487211778976","0.545459766977029","1"
"Yes","2000","Not Working","indirect migration background","117","0.571002615531613","0.509279763494985","0.63272546756824","1"
"No","2001","Not Working","no migration background","6","","","","2"
"No","2001","Not Working","direct migration background","621","0.492158944225856","0.463264405491011","0.521053482960701","2"
"No","2001","Not Working","indirect migration background","113","0.392159498100356","0.329469779996759","0.454849216203953","2"
"No","2001","Full Time","no migration background","3","","","","2"
"No","2001","Part Time","indirect migration background","121","0.492844221097318","0.427518779308106","0.558169662886529","2"
"No","2001","Full Time","direct migration background","629","0.571275972814594","0.542096405813439","0.60045553981575","2"
"No","2001","Full Time","indirect migration background","182","0.526495300386165","0.471703932125036","0.581286668647295","2"
"No","2001","Part Time","no migration background","2","","","","2"
"No","2001","Part Time","direct migration background","367","0.566749062793767","0.529775720929636","0.603722404657898","2"
"Yes","2001","Full Time","no migration background","7658","0.998957553092298","0.998234939959799","0.999680166224797","1"
"Yes","2001","Full Time","direct migration background","476","0.428724027185406","0.39954446018425","0.457903594186561","1"
"Yes","2001","Full Time","indirect migration background","137","0.473504699613835","0.418713331352705","0.528296067874964","1"
"Yes","2001","Part Time","no migration background","3922","0.999466762599179","0.998744445208463","1.0001890799899","1"
"Yes","2001","Part Time","direct migration background","323","0.433250937206233","0.396277595342102","0.470224279070364","1"
"Yes","2001","Part Time","indirect migration background","104","0.507155778902682","0.441830337113471","0.572481220691894","1"
"Yes","2001","Not Working","no migration background","6750","0.998578315581013","0.997679861391911","0.999476769770116","1"
"Yes","2001","Not Working","direct migration background","529","0.507841055774144","0.478946517039299","0.536735594508989","1"
"Yes","2001","Not Working","indirect migration background","120","0.607840501899644","0.545150783796047","0.670530220003241","1"
"No","2002","Not Working","no migration background","5","","","","2"
"No","2002","Not Working","direct migration background","584","0.486990181294772","0.457599205659786","0.516381156929759","2"
"No","2002","Not Working","indirect migration background","110","0.443823361771063","0.380834959669848","0.506811763872278","2"
"No","2002","Full Time","no migration background","3","","","","2"
"No","2002","Part Time","indirect migration background","105","0.444657894975852","0.377923213148103","0.511392576803602","2"
"No","2002","Full Time","direct migration background","583","0.552352851835059","0.522375945652825","0.582329758017293","2"
"No","2002","Full Time","indirect migration background","167","0.446776180165004","0.393298262284662","0.500254098045345","2"
"No","2002","Part Time","no migration background","2","","","","2"
"No","2002","Part Time","direct migration background","341","0.556229813420615","0.518094222028002","0.594365404813228","2"
"Yes","2002","Full Time","no migration background","8203","0.999114726818437","0.998471256277704","0.999758197359169","1"
"Yes","2002","Full Time","direct migration background","474","0.447647148164941","0.417670241982707","0.477624054347175","1"
"Yes","2002","Full Time","indirect migration background","165","0.553223819834996","0.499745901954655","0.606701737715338","1"
"Yes","2002","Part Time","no migration background","4386","0.999484476224866","0.998812850754604","1.00015610169513","1"
"Yes","2002","Part Time","direct migration background","311","0.443770186579385","0.405634595186772","0.481905777971998","1"
"Yes","2002","Part Time","indirect migration background","108","0.555342105024148","0.488607423196398","0.622076786851897","1"
"Yes","2002","Not Working","no migration background","6954","0.998805343807187","0.997993754024865","0.999616933589509","1"
"Yes","2002","Not Working","direct migration background","527","0.513009818705228","0.483618843070242","0.542400794340214","1"
"Yes","2002","Not Working","indirect migration background","129","0.556176638228937","0.493188236127722","0.619165040330152","1"
"No","2003","Not Working","no migration background","8","","","","2"
"No","2003","Not Working","direct migration background","557","0.497028564777368","0.46704213233829","0.527014997216447","2"
"No","2003","Not Working","indirect migration background","110","0.446838834276891","0.385210648460696","0.508467020093085","2"
"No","2003","Full Time","no migration background","2","","","","2"
"No","2003","Part Time","indirect migration background","89","0.337940119220427","0.276407744713269","0.399472493727586","2"
"No","2003","Full Time","direct migration background","496","0.562367478481737","0.530483573254088","0.594251383709385","2"
"No","2003","Full Time","indirect migration background","157","0.486844758167313","0.43147207655953","0.542217439775097","2"
"No","2003","Part Time","no migration background","2","","","","2"
"No","2003","Part Time","direct migration background","320","0.513600786572761","0.475087975184188","0.552113597961334","2"
"Yes","2003","Part Time","direct migration background","327","0.486399213427239","0.447886402038666","0.524912024815812","1"
"Yes","2003","Part Time","indirect migration background","138","0.662059880779572","0.600527506272414","0.723592255286731","1"
"Yes","2003","Not Working","no migration background","6893","0.998374101737798","0.997423528869925","0.999324674605671","1"
"Yes","2003","Not Working","direct migration background","511","0.502971435222632","0.472985002783553","0.53295786766171","1"
"Yes","2003","Not Working","indirect migration background","140","0.553161165723109","0.491532979906915","0.614789351539304","1"
"Yes","2003","Full Time","no migration background","7688","0.999223148658626","0.998600439684721","0.999845857632532","1"
"Yes","2003","Full Time","direct migration background","434","0.437632521518263","0.405748616290615","0.469516426745912","1"
"Yes","2003","Full Time","indirect migration background","156","0.513155241832687","0.457782560224903","0.56852792344047","1"
"Yes","2003","Part Time","no migration background","4269","0.999287506967648","0.998487269567059","1.00008774436824","1"
"No","2004","Full Time","no migration background","1","","","","2"
"No","2004","Part Time","indirect migration background","92","0.37642326795651","0.314479539690515","0.438366996222504","2"
"No","2004","Not Working","no migration background","5","","","","2"
"No","2004","Not Working","direct migration background","546","0.497511361188958","0.467650325662865","0.527372396715051","2"
"No","2004","Not Working","indirect migration background","95","0.38034340716414","0.321559164279664","0.439127650048616","2"
"No","2004","Full Time","direct migration background","450","0.533452862007004","0.500397657070042","0.566508066943966","2"
"No","2004","Full Time","indirect migration background","151","0.448459736223963","0.393450754368767","0.503468718079158","2"
"No","2004","Part Time","no migration background","3","","","","2"
"No","2004","Part Time","direct migration background","285","0.538603784051468","0.498715607797233","0.578491960305704","2"
"Yes","2004","Part Time","direct migration background","315","0.461396215948531","0.421508039694296","0.501284392202767","1"
"Yes","2004","Part Time","indirect migration background","143","0.62357673204349","0.561633003777496","0.685520460309485","1"
"Yes","2004","Not Working","no migration background","6878","0.998883700595589","0.998094827733838","0.999672573457341","1"
"Yes","2004","Not Working","direct migration background","531","0.502488638811042","0.472627603284949","0.532349674337135","1"
"Yes","2004","Not Working","indirect migration background","167","0.61965659283586","0.560872349951384","0.678440835720336","1"
"Yes","2004","Full Time","no migration background","7289","0.99924830167481","0.998619168150862","0.999877435198758","1"
"Yes","2004","Full Time","direct migration background","425","0.466547137992996","0.433491933056034","0.499602342929958","1"
"Yes","2004","Full Time","indirect migration background","163","0.551540263776037","0.496531281920842","0.606549245631233","1"
"Yes","2004","Part Time","no migration background","4194","0.999134673601686","0.998245102639022","1.00002424456435","1"
"No","2005","Full Time","no migration background","2","","","","2"
"No","2005","Part Time","indirect migration background","102","0.482676378374477","0.416495090990247","0.548857665758707","2"
"No","2005","Not Working","no migration background","5","","","","2"
"No","2005","Not Working","direct migration background","500","0.501457562349734","0.470697782070962","0.532217342628507","2"
"No","2005","Not Working","indirect migration background","102","0.353716651570123","0.298207460710837","0.409225842429409","2"
"No","2005","Full Time","direct migration background","416","0.542523739266636","0.508194238740195","0.576853239793077","2"
"No","2005","Full Time","indirect migration background","147","0.41828423037745","0.365143776608886","0.471424684146014","2"
"No","2005","Part Time","no migration background","2","","","","2"
"No","2005","Part Time","direct migration background","268","0.542916759489479","0.501657792477401","0.584175726501557","2"
"Yes","2005","Part Time","direct migration background","292","0.457083240510521","0.415824273498443","0.498342207522599","1"
"Yes","2005","Part Time","indirect migration background","117","0.517323621625523","0.451142334241293","0.583504909009753","1"
"Yes","2005","Not Working","no migration background","6624","0.998803139822768","0.997970828621332","0.999635451024205","1"
"Yes","2005","Not Working","direct migration background","515","0.498542437650266","0.467782657371493","0.529302217929039","1"
"Yes","2005","Not Working","indirect migration background","183","0.646283348429877","0.590774157570591","0.701792539289163","1"
"Yes","2005","Full Time","no migration background","6911","0.998963274815416","0.99820465986353","0.999721889767302","1"
"Yes","2005","Full Time","direct migration background","393","0.457476260733364","0.423146760206922","0.491805761259805","1"
"Yes","2005","Full Time","indirect migration background","184","0.58171576962255","0.528575315853986","0.634856223391114","1"
"Yes","2005","Part Time","no migration background","4049","0.999149267584581","0.998251469556635","1.00004706561253","1"
"No","2006","Part Time","indirect migration background","84","0.322984396074256","0.262941692335594","0.383027099812918","2"
"No","2006","Not Working","direct migration background","512","0.537913062749355","0.507436258547371","0.56838986695134","2"
"No","2006","Not Working","indirect migration background","98","0.456818157115393","0.396035100068563","0.517601214162224","2"
"No","2006","Not Working","no migration background","7","","","","2"
"No","2006","Full Time","no migration background","2","","","","2"
"No","2006","Full Time","direct migration background","379","0.531671393388072","0.497093376065416","0.566249410710727","2"
"No","2006","Full Time","indirect migration background","138","0.433252117639407","0.380109840771696","0.486394394507118","2"
"No","2006","Part Time","no migration background","1","","","","2"
"No","2006","Part Time","direct migration background","249","0.492967065385975","0.451669834536672","0.534264296235279","2"
"Yes","2006","Part Time","direct migration background","314","0.507032934614025","0.465735703764721","0.548330165463328","1"
"Yes","2006","Part Time","indirect migration background","149","0.677015603925744","0.616972900187082","0.737058307664406","1"
"Yes","2006","Not Working","no migration background","7304","0.998884641758436","0.998119530562138","0.999649752954735","1"
"Yes","2006","Not Working","direct migration background","516","0.462086937250645","0.43161013304866","0.492563741452629","1"
"Yes","2006","Not Working","indirect migration background","160","0.543181842884607","0.482398785837776","0.603964899931437","1"
"Yes","2006","Part Time","no migration background","4236","0.999456651707698","0.998754970260704","1.00015833315469","1"
"Yes","2006","Full Time","no migration background","7313","0.999266878490353","0.998646624377107","0.999887132603598","1"
"Yes","2006","Full Time","direct migration background","421","0.468328606611928","0.433750589289273","0.502906623934584","1"
"Yes","2006","Full Time","indirect migration background","196","0.566747882360593","0.513605605492882","0.619890159228304","1"
"No","2007","Not Working","direct migration background","438","0.552533947128714","0.519793036112607","0.585274858144821","2"
"No","2007","Not Working","indirect migration background","72","0.339543182407205","0.278738104158684","0.400348260655726","2"
"No","2007","Not Working","no migration background","7","","","","2"
"No","2007","Part Time","indirect migration background","80","0.373548124594859","0.310339845122004","0.436756404067713","2"
"No","2007","Full Time","no migration background","1","","","","2"
"No","2007","Full Time","direct migration background","323","0.522518292815452","0.485647485143474","0.55938910048743","2"
"No","2007","Full Time","indirect migration background","125","0.435799491677859","0.382299807620102","0.489299175735615","2"
"No","2007","Part Time","no migration background","2","","","","2"
"No","2007","Part Time","direct migration background","238","0.529058373843512","0.487113008922766","0.571003738764258","2"
"Yes","2007","Part Time","direct migration background","306","0.470941626156488","0.428996261235741","0.512886991077234","1"
"Yes","2007","Part Time","indirect migration background","145","0.626451875405141","0.563243595932287","0.689660154877996","1"
"Yes","2007","Not Working","no migration background","6885","0.997767103077301","0.996652745976764","0.998881460177838","1"
"Yes","2007","Not Working","direct migration background","448","0.447466052871286","0.414725141855179","0.480206963887393","1"
"Yes","2007","Not Working","indirect migration background","161","0.660456817592795","0.599651739344274","0.721261895841316","1"
"Yes","2007","Part Time","no migration background","3958","0.9989115282549","0.997884523177572","0.999938533332229","1"
"Yes","2007","Full Time","no migration background","6847","0.99993063948351","0.999733393888802","1.00012788507822","1"
"Yes","2007","Full Time","direct migration background","382","0.477481707184548","0.44061089951257","0.514352514856526","1"
"Yes","2007","Full Time","indirect migration background","205","0.564200508322141","0.510700824264385","0.617700192379898","1"
"No","2008","Not Working","no migration background","5","","","","2"
"No","2008","Not Working","direct migration background","389","0.559193322553139","0.524896394565552","0.593490250540726","2"
"No","2008","Not Working","indirect migration background","61","0.29612826303292","0.23393410233745","0.358322423728389","2"
"No","2008","Part Time","indirect migration background","71","0.385674407450773","0.322073026332981","0.449275788568565","2"
"No","2008","Full Time","no migration background","","","","","2"
"No","2008","Full Time","direct migration background","279","0.521497715366396","0.482552172239827","0.560443258492966","2"
"No","2008","Full Time","indirect migration background","114","0.395745892096718","0.343843315856321","0.447648468337115","2"
"No","2008","Part Time","no migration background","2","","","","2"
"No","2008","Part Time","direct migration background","211","0.529861201181572","0.485164606064219","0.574557796298924","2"
"Yes","2008","Part Time","direct migration background","268","0.470138798818428","0.425442203701076","0.514835393935781","1"
"Yes","2008","Part Time","indirect migration background","154","0.614325592549227","0.550724211431435","0.677926973667019","1"
"Yes","2008","Not Working","no migration background","6485","0.998344611576607","0.997355566834326","0.999333656318888","1"
"Yes","2008","Not Working","direct migration background","416","0.440806677446861","0.406509749459274","0.475103605434448","1"
"Yes","2008","Not Working","indirect migration background","146","0.70387173696708","0.641677576271611","0.76606589766255","1"
"Yes","2008","Part Time","no migration background","3719","0.997491558841546","0.995884340686102","0.99909877699699","1"
"Yes","2008","Full Time","indirect migration background","227","0.604254107903282","0.552351531662885","0.656156684143679","1"
"Yes","2008","Full Time","no migration background","6531","1","1","1","1"
"Yes","2008","Full Time","direct migration background","353","0.478502284633604","0.439556741507035","0.517447827760173","1"
"No","2009","Not Working","no migration background","4","","","","2"
"No","2009","Not Working","direct migration background","327","0.577027247722908","0.540031044058153","0.614023451387663","2"
"No","2009","Not Working","indirect migration background","57","0.347491571889321","0.280485767268914","0.414497376509728","2"
"No","2009","Part Time","indirect migration background","64","0.390835802018018","0.324998622281571","0.456672981754464","2"
"No","2009","Full Time","no migration background","2","","","","2"
"No","2009","Full Time","direct migration background","219","0.518283737838066","0.475784584762851","0.560782890913282","2"
"No","2009","Full Time","indirect migration background","109","0.417479104876299","0.362583146677997","0.472375063074602","2"
"No","2009","Part Time","no migration background","1","","","","2"
"No","2009","Part Time","direct migration background","206","0.559100438524162","0.513329098893592","0.604871778154733","2"
"Yes","2009","Part Time","direct migration background","246","0.440899561475838","0.395128221845267","0.486670901106408","1"
"Yes","2009","Part Time","indirect migration background","147","0.609164197981983","0.543327018245536","0.675001377718429","1"
"Yes","2009","Not Working","no migration background","5997","0.998855131746589","0.997999542560892","0.999710720932286","1"
"Yes","2009","Not Working","direct migration background","358","0.422972752277092","0.385976548612338","0.459968955941847","1"
"Yes","2009","Not Working","indirect migration background","137","0.652508428110679","0.585502623490272","0.719514232731086","1"
"Yes","2009","Full Time","indirect migration background","201","0.582520895123701","0.527624936925398","0.637416853322003","1"
"Yes","2009","Full Time","no migration background","6171","0.999523704667719","0.998979409267205","1.00006800006823","1"
"Yes","2009","Full Time","direct migration background","312","0.481716262161933","0.439217109086718","0.524215415237149","1"
"Yes","2009","Part Time","no migration background","3568","0.998882419090108","0.997786265301905","0.999978572878312","1"
"No","2010","Part Time","indirect migration background","85","0.337954110972576","0.288185414376817","0.387722807568334","2"
"No","2010","Not Working","no migration background","2","","","","2"
"No","2010","Not Working","direct migration background","628","0.602443013244079","0.574799545093739","0.630086481394418","2"
"No","2010","Not Working","indirect migration background","91","0.259683678318433","0.213416870887305","0.305950485749561","2"
"No","2010","Full Time","no migration background","","","","","2"
"No","2010","Full Time","direct migration background","379","0.490828673604231","0.458733696732124","0.522923650476338","2"
"No","2010","Full Time","indirect migration background","128","0.286766584428429","0.245347979684876","0.328185189171982","2"
"No","2010","Part Time","no migration background","3","","","","2"
"No","2010","Part Time","direct migration background","340","0.555783071232599","0.520755618651911","0.590810523813286","2"
"Yes","2010","Part Time","direct migration background","433","0.444216928767401","0.409189476186714","0.479244381348089","1"
"Yes","2010","Part Time","indirect migration background","262","0.662045889027424","0.612277192431666","0.711814585623182","1"
"Yes","2010","Not Working","no migration background","6906","0.99957460088972","0.999088330504193","1.00006087127525","1"
"Yes","2010","Not Working","direct migration background","576","0.397556986755921","0.369913518605582","0.425200454906261","1"
"Yes","2010","Full Time","no migration background","7865","1","1","1","1"
"Yes","2010","Full Time","direct migration background","553","0.509171326395769","0.477076349523662","0.541266303267876","1"
"Yes","2010","Full Time","indirect migration background","330","0.713233415571571","0.671814810828018","0.754652020315124","1"
"Yes","2010","Part Time","no migration background","5236","0.998430655370604","0.997358785636781","0.999502525104426","1"
"Yes","2010","Not Working","indirect migration background","254","0.740316321681567","0.694049514250439","0.786583129112695","1"
"No","2011","Part Time","indirect migration background","64","0.333900990610943","0.277333005752901","0.390468975468985","2"
"No","2011","Not Working","no migration background","6","","","","2"
"No","2011","Not Working","direct migration background","385","0.542839331377245","0.510092650043534","0.575586012710955","2"
"No","2011","Not Working","indirect migration background","57","0.230393552622801","0.178196305840596","0.282590799405006","2"
"No","2011","Full Time","no migration background","2","","","","2"
"No","2011","Full Time","direct migration background","261","0.4569154108014","0.419746897654746","0.494083923948054","2"
"No","2011","Full Time","indirect migration background","98","0.251789385913771","0.206702137316032","0.29687663451151","2"
"No","2011","Part Time","no migration background","5","","","","2"
"No","2011","Part Time","direct migration background","226","0.518441925429004","0.476984208330738","0.55989964252727","2"
"Yes","2011","Part Time","direct migration background","332","0.481558074570996","0.44010035747273","0.523015791669262","1"
"Yes","2011","Part Time","indirect migration background","203","0.666099009389057","0.609531024531014","0.722666994247099","1"
"Yes","2011","Not Working","no migration background","7345","0.999259809671961","0.998638102621068","0.999881516722854","1"
"Yes","2011","Not Working","direct migration background","504","0.457160668622755","0.424413987289045","0.489907349956466","1"
"Yes","2011","Full Time","no migration background","7307","0.999831297062773","0.999533552530027","1.00012904159552","1"
"Yes","2011","Full Time","direct migration background","429","0.5430845891986","0.505916076051946","0.580253102345254","1"
"Yes","2011","Full Time","indirect migration background","258","0.748210614086229","0.70312336548849","0.793297862683969","1"
"Yes","2011","Part Time","no migration background","4581","0.998771460432909","0.997757645457759","0.999785275408059","1"
"Yes","2011","Not Working","indirect migration background","193","0.769606447377199","0.717409200594994","0.821803694159404","1"
"No","2012","Part Time","indirect migration background","86","0.278237593662776","0.236412797846269","0.320062389479284","2"
"No","2012","Not Working","no migration background","6","","","","2"
"No","2012","Not Working","direct migration background","526","0.548080145898396","0.519427870366501","0.576732421430291","2"
"No","2012","Not Working","indirect migration background","77","0.2736179631738","0.2263000315666","0.320935894781","2"
"No","2012","Full Time","no migration background","3","","","","2"
"No","2012","Full Time","direct migration background","416","0.471160331032979","0.441251284140305","0.501069377925654","2"
"No","2012","Full Time","indirect migration background","114","0.249138798997843","0.211189974008886","0.2870876239868","2"
"No","2012","Part Time","no migration background","3","","","","2"
"No","2012","Part Time","direct migration background","353","0.537870361303843","0.503808459570324","0.571932263037362","2"
"Yes","2012","Part Time","direct migration background","470","0.462129638696157","0.428067736962637","0.496191540429676","1"
"Yes","2012","Part Time","indirect migration background","355","0.721762406337224","0.679937610520716","0.763587202153731","1"
"Yes","2012","Not Working","no migration background","8319","0.998957706711092","0.998264561077936","0.999650852344247","1"
"Yes","2012","Not Working","direct migration background","633","0.451919854101604","0.423267578569709","0.480572129633499","1"
"Yes","2012","Part Time","no migration background","6207","0.999376542585897","0.998755716061476","0.999997369110318","1"
"Yes","2012","Not Working","indirect migration background","264","0.7263820368262","0.679064105219","0.7736999684334","1"
"Yes","2012","Full Time","no migration background","8871","0.999575089584764","0.999146299455519","1.00000387971401","1"
"Yes","2012","Full Time","direct migration background","654","0.528839668967021","0.498930622074346","0.558748715859695","1"
"Yes","2012","Full Time","indirect migration background","385","0.750861201002157","0.7129123760132","0.788810025991114","1"
"No","2013","Full Time","no migration background","4","","","","2"
"No","2013","Full Time","direct migration background","373","0.407779372455948","0.376611956511457","0.438946788400438","2"
"No","2013","Full Time","indirect migration background","100","0.196768381690681","0.161240148755029","0.232296614626334","2"
"No","2013","Part Time","no migration background","2","","","","2"
"No","2013","Part Time","direct migration background","329","0.501634163696436","0.466612651486266","0.536655675906605","2"
"No","2013","Part Time","indirect migration background","75","0.19744578603946","0.158772416698375","0.236119155380544","2"
"No","2013","Not Working","no migration background","6","","","","2"
"No","2013","Not Working","direct migration background","449","0.500635008319609","0.469120937396553","0.532149079242666","2"
"No","2013","Not Working","indirect migration background","62","0.197987118344006","0.154051808962367","0.241922427725646","2"
"Yes","2013","Part Time","direct migration background","454","0.498365836303564","0.463344324093395","0.533387348513734","1"
"Yes","2013","Part Time","indirect migration background","332","0.80255421396054","0.763880844619456","0.841227583301625","1"
"Yes","2013","Not Working","no migration background","7596","0.998981869395589","0.998264959281097","0.999698779510082","1"
"Yes","2013","Not Working","direct migration background","518","0.499364991680391","0.467850920757334","0.530879062603447","1"
"Yes","2013","Part Time","no migration background","5990","0.999158048371497","0.998423664965878","0.999892431777117","1"
