"plh0173","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"8 on Scale 1 to 10","1984","direct migration background","Female","150","0.193339541402324","0.165207200090071","0.221471882714578","8"
"8 on Scale 1 to 10","1984","indirect migration background","Male","4","","","","8"
"8 on Scale 1 to 10","1984","indirect migration background","Female","3","","","","8"
"9 on Scale 1 to 10","1984","no migration background","Male","414","0.143649780822686","0.130875778149302","0.15642378349607","9"
"9 on Scale 1 to 10","1984","no migration background","Female","267","0.145973458739454","0.129666841857029","0.162280075621879","9"
"9 on Scale 1 to 10","1984","direct migration background","Male","196","0.128954102104959","0.112021724621386","0.145886479588532","9"
"9 on Scale 1 to 10","1984","indirect migration background","Male","3","","","","9"
"9 on Scale 1 to 10","1984","direct migration background","Female","91","0.118437657886276","0.0954194466307234","0.141455869141828","9"
"9 on Scale 1 to 10","1984","indirect migration background","Female","2","","","","9"
"0 Completely dissatisfied","1985","no migration background","Male","26","","","","0"
"0 Completely dissatisfied","1985","no migration background","Female","12","","","","0"
"0 Completely dissatisfied","1985","direct migration background","Male","17","","","","0"
"0 Completely dissatisfied","1985","direct migration background","Female","3","","","","0"
"0 Completely dissatisfied","1985","indirect migration background","Male","","","","","0"
"0 Completely dissatisfied","1985","indirect migration background","Female","","","","","0"
"1 on Scale 1 to 10","1985","direct migration background","Male","7","","","","1"
"1 on Scale 1 to 10","1985","direct migration background","Female","4","","","","1"
"1 on Scale 1 to 10","1985","no migration background","Male","9","","","","1"
"1 on Scale 1 to 10","1985","no migration background","Female","13","","","","1"
"1 on Scale 1 to 10","1985","indirect migration background","Male","","","","","1"
"1 on Scale 1 to 10","1985","indirect migration background","Female","","","","","1"
"10 Completely satisfied","1985","no migration background","Male","506","0.194811677770939","0.179675143661237","0.209948211880641","10"
"10 Completely satisfied","1985","no migration background","Female","410","0.234908144934012","0.214884767008518","0.254931522859505","10"
"10 Completely satisfied","1985","direct migration background","Male","280","0.193216424741052","0.171570147872487","0.214862701609618","10"
"10 Completely satisfied","1985","direct migration background","Female","133","0.196186823564615","0.165468815128615","0.226904832000615","10"
"10 Completely satisfied","1985","indirect migration background","Male","11","","","","10"
"10 Completely satisfied","1985","indirect migration background","Female","12","","","","10"
"2 on Scale 1 to 10","1985","no migration background","Male","30","0.0116687323845151","0.00756448694544689","0.0157729778235834","2"
"2 on Scale 1 to 10","1985","direct migration background","Male","24","","","","2"
"2 on Scale 1 to 10","1985","indirect migration background","Female","","","","","2"
"2 on Scale 1 to 10","1985","direct migration background","Female","11","","","","2"
"2 on Scale 1 to 10","1985","indirect migration background","Male","","","","","2"
"2 on Scale 1 to 10","1985","no migration background","Female","21","","","","2"
"3 on Scale 1 to 10","1985","no migration background","Male","58","0.022620568931606","0.0169378840224008","0.0283032538408113","3"
"3 on Scale 1 to 10","1985","direct migration background","Male","42","0.0320052592577003","0.0223552031655538","0.0416553153498467","3"
"3 on Scale 1 to 10","1985","no migration background","Female","51","0.0292902002479801","0.0213260875882128","0.0372543129077474","3"
"3 on Scale 1 to 10","1985","direct migration background","Female","17","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","Male","1","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","Female","","","","","3"
"4 on Scale 1 to 10","1985","direct migration background","Female","29","","","","4"
"4 on Scale 1 to 10","1985","direct migration background","Male","36","0.0209834761274301","0.013125397090907","0.0288415551639531","4"
"4 on Scale 1 to 10","1985","no migration background","Male","76","0.0285538184728159","0.0221886238583999","0.0349190130872318","4"
"4 on Scale 1 to 10","1985","no migration background","Female","56","0.0322790208264581","0.0239313220063474","0.0406267196465688","4"
"4 on Scale 1 to 10","1985","indirect migration background","Male","1","","","","4"
"4 on Scale 1 to 10","1985","indirect migration background","Female","","","","","4"
"5 on Scale 1 to 10","1985","no migration background","Female","187","0.109198565841973","0.0944676265904137","0.123929505093533","5"
"5 on Scale 1 to 10","1985","no migration background","Male","226","0.0857382827000071","0.0750380585721074","0.0964385068279068","5"
"5 on Scale 1 to 10","1985","direct migration background","Male","113","0.119199823457785","0.101435070734133","0.136964576181437","5"
"5 on Scale 1 to 10","1985","direct migration background","Female","80","0.146035065064819","0.118718306113504","0.173351824016134","5"
"5 on Scale 1 to 10","1985","indirect migration background","Male","5","","","","5"
"5 on Scale 1 to 10","1985","indirect migration background","Female","","","","","5"
"6 on Scale 1 to 10","1985","no migration background","Female","143","0.079855796967884","0.0670527691584914","0.0926588247772766","6"
"6 on Scale 1 to 10","1985","no migration background","Male","192","0.0747921094399862","0.0647385981056797","0.0848456207742927","6"
"6 on Scale 1 to 10","1985","direct migration background","Male","94","0.0703754617406274","0.0563522632214789","0.0843986602597759","6"
"6 on Scale 1 to 10","1985","direct migration background","Female","62","0.0961515084725595","0.0733477492498156","0.118955267695303","6"
"6 on Scale 1 to 10","1985","indirect migration background","Male","2","","","","6"
"6 on Scale 1 to 10","1985","indirect migration background","Female","1","","","","6"
"7 on Scale 1 to 10","1985","no migration background","Male","412","0.155655878381185","0.141800680840392","0.169511075921978","7"
"7 on Scale 1 to 10","1985","direct migration background","Male","172","0.133821122196752","0.115155228319871","0.152487016073633","7"
"7 on Scale 1 to 10","1985","no migration background","Female","251","0.147785105185028","0.131023276014639","0.164546934355418","7"
"7 on Scale 1 to 10","1985","direct migration background","Female","88","0.116552576259562","0.0917308563858788","0.141374296133246","7"
"7 on Scale 1 to 10","1985","indirect migration background","Male","5","","","","7"
"7 on Scale 1 to 10","1985","indirect migration background","Female","5","","","","7"
"8 on Scale 1 to 10","1985","no migration background","Female","364","0.20734466161336","0.18819680612908","0.226492517097641","8"
"8 on Scale 1 to 10","1985","indirect migration background","Male","5","","","","8"
"8 on Scale 1 to 10","1985","direct migration background","Male","329","0.261153504060417","0.237070663979494","0.285236344141341","8"
"8 on Scale 1 to 10","1985","direct migration background","Female","123","0.187061421851678","0.156896544814724","0.217226298888631","8"
"8 on Scale 1 to 10","1985","no migration background","Male","698","0.265327940807237","0.248454312756088","0.282201568858387","8"
"8 on Scale 1 to 10","1985","indirect migration background","Female","3","","","","8"
"9 on Scale 1 to 10","1985","direct migration background","Male","164","0.12729456572866","0.109021078410829","0.14556805304649","9"
"9 on Scale 1 to 10","1985","direct migration background","Female","92","0.16929595242052","0.140287335175824","0.198304569665216","9"
"9 on Scale 1 to 10","1985","indirect migration background","Male","7","","","","9"
"9 on Scale 1 to 10","1985","no migration background","Male","397","0.146967106292271","0.133435069263157","0.160499143321384","9"
"9 on Scale 1 to 10","1985","no migration background","Female","214","0.131420775465145","0.115463150693046","0.147378400237245","9"
"9 on Scale 1 to 10","1985","indirect migration background","Female","6","","","","9"
"0 Completely dissatisfied","1986","no migration background","Male","15","","","","0"
"0 Completely dissatisfied","1986","no migration background","Female","9","","","","0"
"0 Completely dissatisfied","1986","direct migration background","Male","16","","","","0"
"0 Completely dissatisfied","1986","direct migration background","Female","11","","","","0"
"0 Completely dissatisfied","1986","indirect migration background","Male","","","","","0"
"0 Completely dissatisfied","1986","indirect migration background","Female","","","","","0"
"1 on Scale 1 to 10","1986","direct migration background","Female","3","","","","1"
"1 on Scale 1 to 10","1986","direct migration background","Male","5","","","","1"
"1 on Scale 1 to 10","1986","no migration background","Male","16","","","","1"
"1 on Scale 1 to 10","1986","no migration background","Female","12","","","","1"
"1 on Scale 1 to 10","1986","indirect migration background","Female","","","","","1"
"1 on Scale 1 to 10","1986","indirect migration background","Male","","","","","1"
"10 Completely satisfied","1986","no migration background","Female","311","0.18895115320687","0.170248453017984","0.207653853395755","10"
"10 Completely satisfied","1986","no migration background","Male","444","0.171681363940544","0.157050564746297","0.18631216313479","10"
"10 Completely satisfied","1986","direct migration background","Female","102","0.160030838205248","0.131124880398928","0.188936796011569","10"
"10 Completely satisfied","1986","direct migration background","Male","234","0.185352882308662","0.163680879575812","0.207024885041512","10"
"10 Completely satisfied","1986","indirect migration background","Male","12","","","","10"
"10 Completely satisfied","1986","indirect migration background","Female","9","","","","10"
"2 on Scale 1 to 10","1986","indirect migration background","Male","1","","","","2"
"2 on Scale 1 to 10","1986","direct migration background","Female","12","","","","2"
"2 on Scale 1 to 10","1986","direct migration background","Male","31","0.021539354150169","0.0134427551202186","0.0296359531801194","2"
"2 on Scale 1 to 10","1986","no migration background","Male","31","0.0117340299734008","0.00755603153638483","0.0159120284104168","2"
"2 on Scale 1 to 10","1986","no migration background","Female","28","","","","2"
"2 on Scale 1 to 10","1986","indirect migration background","Female","1","","","","2"
"3 on Scale 1 to 10","1986","no migration background","Male","63","0.0266789282984968","0.0204269133356884","0.0329309432613053","3"
"3 on Scale 1 to 10","1986","no migration background","Female","44","0.0264577921451543","0.0187901784270956","0.0341254058632129","3"
"3 on Scale 1 to 10","1986","direct migration background","Female","11","","","","3"
"3 on Scale 1 to 10","1986","indirect migration background","Male","","","","","3"
"3 on Scale 1 to 10","1986","direct migration background","Male","29","","","","3"
"3 on Scale 1 to 10","1986","indirect migration background","Female","1","","","","3"
"4 on Scale 1 to 10","1986","direct migration background","Female","27","","","","4"
"4 on Scale 1 to 10","1986","no migration background","Male","75","0.0321120181252815","0.0252720495761648","0.0389519866743983","4"
"4 on Scale 1 to 10","1986","direct migration background","Male","39","0.0280944259168342","0.0188785476448344","0.0373103041888339","4"
"4 on Scale 1 to 10","1986","no migration background","Female","61","0.0357906626393019","0.0269154949179922","0.0446658303606116","4"
"4 on Scale 1 to 10","1986","indirect migration background","Male","1","","","","4"
"4 on Scale 1 to 10","1986","indirect migration background","Female","1","","","","4"
"5 on Scale 1 to 10","1986","no migration background","Male","232","0.0900309112553397","0.0789259538051957","0.101135868705484","5"
"5 on Scale 1 to 10","1986","no migration background","Female","205","0.12551559316778","0.109687415758722","0.141343770576838","5"
"5 on Scale 1 to 10","1986","direct migration background","Male","118","0.0964901543830049","0.080022848313514","0.112957460452496","5"
"5 on Scale 1 to 10","1986","direct migration background","Female","81","0.134550315747397","0.107646298915676","0.161454332579117","5"
"5 on Scale 1 to 10","1986","indirect migration background","Male","3","","","","5"
"5 on Scale 1 to 10","1986","indirect migration background","Female","1","","","","5"
"6 on Scale 1 to 10","1986","direct migration background","Male","113","0.088328372769914","0.0725019068611456","0.104154838678682","6"
"6 on Scale 1 to 10","1986","no migration background","Female","140","0.0855085174125076","0.0721486990460747","0.0988683357789405","6"
"6 on Scale 1 to 10","1986","indirect migration background","Female","1","","","","6"
"6 on Scale 1 to 10","1986","no migration background","Male","209","0.0812109828843196","0.0706130043159788","0.0918089614526604","6"
"6 on Scale 1 to 10","1986","direct migration background","Female","51","0.0957576153344112","0.0725578845876906","0.118957346081132","6"
"6 on Scale 1 to 10","1986","indirect migration background","Male","5","","","","6"
"7 on Scale 1 to 10","1986","no migration background","Male","432","0.171573728901701","0.15694656652767","0.186200891275732","7"
"7 on Scale 1 to 10","1986","direct migration background","Male","187","0.177933994175577","0.156603671718769","0.199264316632385","7"
"7 on Scale 1 to 10","1986","no migration background","Female","256","0.153089595404831","0.135886856223577","0.170292334586085","7"
"7 on Scale 1 to 10","1986","direct migration background","Female","88","0.152306114226759","0.123977061814921","0.180635166638596","7"
"7 on Scale 1 to 10","1986","indirect migration background","Male","5","","","","7"
"7 on Scale 1 to 10","1986","indirect migration background","Female","5","","","","7"
"8 on Scale 1 to 10","1986","direct migration background","Female","151","0.241215136183099","0.207485204537653","0.274945067828545","8"
"8 on Scale 1 to 10","1986","direct migration background","Male","278","0.223253627615312","0.200028746945388","0.246478508285236","8"
"8 on Scale 1 to 10","1986","no migration background","Male","645","0.252096367851921","0.235249705508119","0.268943030195722","8"
"8 on Scale 1 to 10","1986","no migration background","Female","407","0.235280658253064","0.215015491407691","0.255545825098437","8"
"8 on Scale 1 to 10","1986","indirect migration background","Male","10","","","","8"
"8 on Scale 1 to 10","1986","indirect migration background","Female","10","","","","8"
"9 on Scale 1 to 10","1986","direct migration background","Female","81","0.136509416935478","0.109440931138349","0.163577902732606","9"
"9 on Scale 1 to 10","1986","direct migration background","Male","185","0.142210514013247","0.122731327110108","0.161689700916386","9"
"9 on Scale 1 to 10","1986","no migration background","Male","390","0.150630157767636","0.136752628884308","0.164507686650964","9"
"9 on Scale 1 to 10","1986","no migration background","Female","210","0.12055690838059","0.105000621091511","0.13611319566967","9"
"9 on Scale 1 to 10","1986","indirect migration background","Male","7","","","","9"
"9 on Scale 1 to 10","1986","indirect migration background","Female","7","","","","9"
"0 Completely dissatisfied","1987","no migration background","Female","11","","","","0"
"0 Completely dissatisfied","1987","no migration background","Male","11","","","","0"
"0 Completely dissatisfied","1987","direct migration background","Male","14","","","","0"
"0 Completely dissatisfied","1987","direct migration background","Female","4","","","","0"
"0 Completely dissatisfied","1987","indirect migration background","Male","1","","","","0"
"0 Completely dissatisfied","1987","indirect migration background","Female","1","","","","0"
"1 on Scale 1 to 10","1987","direct migration background","Male","9","","","","1"
"1 on Scale 1 to 10","1987","no migration background","Male","13","","","","1"
"1 on Scale 1 to 10","1987","direct migration background","Female","4","","","","1"
"1 on Scale 1 to 10","1987","no migration background","Female","14","","","","1"
"1 on Scale 1 to 10","1987","indirect migration background","Male","1","","","","1"
"1 on Scale 1 to 10","1987","indirect migration background","Female","","","","","1"
"10 Completely satisfied","1987","no migration background","Female","285","0.164629214779532","0.146990280466752","0.182268149092311","10"
"10 Completely satisfied","1987","no migration background","Male","425","0.167742201655012","0.153205951497785","0.182278451812239","10"
"10 Completely satisfied","1987","direct migration background","Male","199","0.156763627616531","0.136149666315726","0.177377588917336","10"
"10 Completely satisfied","1987","direct migration background","Female","101","0.169474271527075","0.140293977630972","0.198654565423178","10"
"10 Completely satisfied","1987","indirect migration background","Male","6","","","","10"
"10 Completely satisfied","1987","indirect migration background","Female","9","","","","10"
"2 on Scale 1 to 10","1987","direct migration background","Female","9","","","","2"
"2 on Scale 1 to 10","1987","indirect migration background","Male","1","","","","2"
"2 on Scale 1 to 10","1987","no migration background","Male","31","0.0120503703740555","0.00780544674502422","0.0162952940030868","2"
"2 on Scale 1 to 10","1987","direct migration background","Male","11","","","","2"
"2 on Scale 1 to 10","1987","no migration background","Female","26","","","","2"
"2 on Scale 1 to 10","1987","indirect migration background","Female","","","","","2"
"3 on Scale 1 to 10","1987","no migration background","Male","75","0.0301792054087689","0.0235233798883961","0.0368350309291417","3"
"3 on Scale 1 to 10","1987","no migration background","Female","50","0.031662880828659","0.0233343623968502","0.0399913992604678","3"
"3 on Scale 1 to 10","1987","direct migration background","Female","20","","","","3"
"3 on Scale 1 to 10","1987","indirect migration background","Male","1","","","","3"
"3 on Scale 1 to 10","1987","direct migration background","Male","31","0.0320844141521865","0.0220929315433867","0.0420758967609863","3"
"3 on Scale 1 to 10","1987","indirect migration background","Female","","","","","3"
"4 on Scale 1 to 10","1987","direct migration background","Female","28","","","","4"
"4 on Scale 1 to 10","1987","no migration background","Male","79","0.0308499945696917","0.0241229341343197","0.0375770550050637","4"
"4 on Scale 1 to 10","1987","no migration background","Female","67","0.0420324530802648","0.0324880886211435","0.0515768175393861","4"
"4 on Scale 1 to 10","1987","direct migration background","Male","48","0.0382332276165434","0.027360975769411","0.0491054794636758","4"
"4 on Scale 1 to 10","1987","indirect migration background","Male","2","","","","4"
"4 on Scale 1 to 10","1987","indirect migration background","Female","1","","","","4"
"5 on Scale 1 to 10","1987","no migration background","Male","193","0.0762043326717617","0.0658819471576408","0.0865267181858825","5"
"5 on Scale 1 to 10","1987","no migration background","Female","166","0.0991653302874533","0.0849491891817787","0.113381471393128","5"
"5 on Scale 1 to 10","1987","direct migration background","Male","98","0.0803458240485503","0.0649338571822075","0.0957577909148931","5"
"5 on Scale 1 to 10","1987","direct migration background","Female","67","0.117141123275332","0.0921283662446501","0.142153880306014","5"
"5 on Scale 1 to 10","1987","indirect migration background","Male","6","","","","5"
"5 on Scale 1 to 10","1987","indirect migration background","Female","4","","","","5"
"6 on Scale 1 to 10","1987","no migration background","Male","228","0.0921017233485953","0.080851665483476","0.103351781213715","6"
"6 on Scale 1 to 10","1987","no migration background","Female","155","0.0956865217921675","0.0816950263905007","0.109678017193834","6"
"6 on Scale 1 to 10","1987","direct migration background","Male","111","0.0964654857230793","0.0797267562860647","0.113204215160094","6"
"6 on Scale 1 to 10","1987","direct migration background","Female","71","0.101262461530681","0.0777984691303071","0.124726453931054","6"
"6 on Scale 1 to 10","1987","indirect migration background","Male","2","","","","6"
"6 on Scale 1 to 10","1987","indirect migration background","Female","7","","","","6"
"7 on Scale 1 to 10","1987","no migration background","Male","427","0.16782877135096","0.153289526916952","0.182368015784969","7"
"7 on Scale 1 to 10","1987","direct migration background","Male","186","0.16200071310476","0.141110425167543","0.182891001041977","7"
"7 on Scale 1 to 10","1987","no migration background","Female","249","0.146096115365147","0.129296355387523","0.162895875342771","7"
"7 on Scale 1 to 10","1987","direct migration background","Female","111","0.161316537612913","0.132707732838923","0.189925342386903","7"
"7 on Scale 1 to 10","1987","indirect migration background","Male","10","","","","7"
"7 on Scale 1 to 10","1987","indirect migration background","Female","3","","","","7"
"8 on Scale 1 to 10","1987","no migration background","Male","687","0.271423782277119","0.25412308023685","0.288724484317389","8"
"8 on Scale 1 to 10","1987","direct migration background","Male","317","0.266316688083348","0.241254577064483","0.291378799102214","8"
"8 on Scale 1 to 10","1987","direct migration background","Female","148","0.235583790356152","0.202577335922146","0.268590244790157","8"
"8 on Scale 1 to 10","1987","no migration background","Female","428","0.244421787988386","0.223981410149322","0.26486216582745","8"
"8 on Scale 1 to 10","1987","indirect migration background","Male","9","","","","8"
"8 on Scale 1 to 10","1987","indirect migration background","Female","10","","","","8"
"9 on Scale 1 to 10","1987","no migration background","Male","369","0.14233119207974","0.12873829171999","0.15592409243949","9"
"9 on Scale 1 to 10","1987","direct migration background","Female","72","0.124682167786178","0.09898730583652","0.150377029735835","9"
"9 on Scale 1 to 10","1987","direct migration background","Male","171","0.142729821776005","0.122897189559517","0.162562453992493","9"
"9 on Scale 1 to 10","1987","no migration background","Female","247","0.147345704739101","0.130486601105412","0.16420480837279","9"
"9 on Scale 1 to 10","1987","indirect migration background","Male","10","","","","9"
"9 on Scale 1 to 10","1987","indirect migration background","Female","5","","","","9"
"0 Completely dissatisfied","1988","no migration background","Male","14","","","","0"
"0 Completely dissatisfied","1988","no migration background","Female","9","","","","0"
"0 Completely dissatisfied","1988","direct migration background","Male","11","","","","0"
"0 Completely dissatisfied","1988","direct migration background","Female","8","","","","0"
"0 Completely dissatisfied","1988","indirect migration background","Male","","","","","0"
"0 Completely dissatisfied","1988","indirect migration background","Female","","","","","0"
"1 on Scale 1 to 10","1988","no migration background","Male","10","","","","1"
"1 on Scale 1 to 10","1988","no migration background","Female","13","","","","1"
"1 on Scale 1 to 10","1988","direct migration background","Male","6","","","","1"
"1 on Scale 1 to 10","1988","indirect migration background","Female","","","","","1"
"1 on Scale 1 to 10","1988","direct migration background","Female","8","","","","1"
"1 on Scale 1 to 10","1988","indirect migration background","Male","","","","","1"
"10 Completely satisfied","1988","no migration background","Male","319","0.131858619692069","0.11831410135891","0.145403138025229","10"
"10 Completely satisfied","1988","no migration background","Female","253","0.159989692545976","0.142088225214611","0.17789115987734","10"
"10 Completely satisfied","1988","direct migration background","Male","154","0.13531267488342","0.115226174297746","0.155399175469094","10"
"10 Completely satisfied","1988","direct migration background","Female","85","0.149373860174405","0.120804259942221","0.177943460406588","10"
"10 Completely satisfied","1988","indirect migration background","Male","12","","","","10"
"10 Completely satisfied","1988","indirect migration background","Female","8","","","","10"
"2 on Scale 1 to 10","1988","direct migration background","Female","16","","","","2"
"2 on Scale 1 to 10","1988","indirect migration background","Male","1","","","","2"
"2 on Scale 1 to 10","1988","no migration background","Male","36","0.0157533455713185","0.0107684915173511","0.0207381996252858","2"
"2 on Scale 1 to 10","1988","no migration background","Female","17","","","","2"
"2 on Scale 1 to 10","1988","direct migration background","Male","14","","","","2"
"2 on Scale 1 to 10","1988","indirect migration background","Female","","","","","2"
"3 on Scale 1 to 10","1988","no migration background","Male","85","0.0363883556653165","0.028892066874862","0.043884644455771","3"
"3 on Scale 1 to 10","1988","no migration background","Female","61","0.04084226053627","0.0311772969026214","0.0505072241699185","3"
"3 on Scale 1 to 10","1988","direct migration background","Male","32","0.0304996873789689","0.020401878041815","0.0405974967161228","3"
"3 on Scale 1 to 10","1988","direct migration background","Female","24","","","","3"
"3 on Scale 1 to 10","1988","indirect migration background","Male","4","","","","3"
"3 on Scale 1 to 10","1988","indirect migration background","Female","","","","","3"
"4 on Scale 1 to 10","1988","direct migration background","Female","33","0.0599441187140117","0.040918112936693","0.0789701244913303","4"
"4 on Scale 1 to 10","1988","no migration background","Male","71","0.0322190586480302","0.0251500415791596","0.0392880757169008","4"
"4 on Scale 1 to 10","1988","direct migration background","Male","37","0.0345084226355025","0.0237897182260395","0.0452271270449656","4"
"4 on Scale 1 to 10","1988","indirect migration background","Male","2","","","","4"
"4 on Scale 1 to 10","1988","indirect migration background","Female","2","","","","4"
"4 on Scale 1 to 10","1988","no migration background","Female","67","0.042474023187966","0.0326262666511205","0.0523217797248114","4"
"5 on Scale 1 to 10","1988","no migration background","Female","193","0.113053911985667","0.0975909841359264","0.128516839835407","5"
"5 on Scale 1 to 10","1988","no migration background","Male","237","0.0993003578553147","0.0873280058878964","0.111272709822733","5"
"5 on Scale 1 to 10","1988","direct migration background","Male","114","0.107514398448981","0.0893241169693108","0.125704679928651","5"
"5 on Scale 1 to 10","1988","direct migration background","Female","65","0.120919343262435","0.0947881193762207","0.14705056714865","5"
"5 on Scale 1 to 10","1988","indirect migration background","Male","6","","","","5"
"5 on Scale 1 to 10","1988","indirect migration background","Female","5","","","","5"
"6 on Scale 1 to 10","1988","no migration background","Female","134","0.0788460426343287","0.0656860276985515","0.0920060575701058","6"
"6 on Scale 1 to 10","1988","no migration background","Male","210","0.0868469059658632","0.0755732949240753","0.0981205170076511","6"
"6 on Scale 1 to 10","1988","direct migration background","Female","74","0.11401849194422","0.0885444726121548","0.139492511276285","6"
"6 on Scale 1 to 10","1988","indirect migration background","Male","5","","","","6"
"6 on Scale 1 to 10","1988","direct migration background","Male","92","0.0760901398109509","0.060520287693311","0.0916599919285908","6"
"6 on Scale 1 to 10","1988","indirect migration background","Female","2","","","","6"
"7 on Scale 1 to 10","1988","no migration background","Male","428","0.182847349139788","0.167373085022766","0.198321613256811","7"
"7 on Scale 1 to 10","1988","no migration background","Female","249","0.156184757833438","0.138457427884484","0.173912087782393","7"
"7 on Scale 1 to 10","1988","direct migration background","Male","216","0.18449596757459","0.161718156249219","0.207273778899962","7"
"7 on Scale 1 to 10","1988","direct migration background","Female","89","0.130202844876554","0.10323062277468","0.157175066978428","7"
