"plh0173","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"4 on Scale 1 to 10","1985","direct migration background","Urban Area","59","0.0279001288391252","0.0200414580325358","0.0357587996457145","4"
"4 on Scale 1 to 10","1985","no migration background","Rural Area","25","","","","4"
"4 on Scale 1 to 10","1985","indirect migration background","Rural Area","","","","","4"
"4 on Scale 1 to 10","1985","indirect migration background","Urban Area","1","","","","4"
"5 on Scale 1 to 10","1985","no migration background","Rural Area","105","0.106856035009841","0.0877848321124925","0.12592723790719","5"
"5 on Scale 1 to 10","1985","no migration background","Urban Area","308","0.0913931376483003","0.0816261698319199","0.101160105464681","5"
"5 on Scale 1 to 10","1985","direct migration background","Urban Area","171","0.131181541951663","0.115071694243377","0.147291389659949","5"
"5 on Scale 1 to 10","1985","direct migration background","Rural Area","22","","","","5"
"5 on Scale 1 to 10","1985","indirect migration background","Urban Area","4","","","","5"
"5 on Scale 1 to 10","1985","indirect migration background","Rural Area","1","","","","5"
"6 on Scale 1 to 10","1985","direct migration background","Urban Area","136","0.0771451776963013","0.0644127378058835","0.0898776175867191","6"
"6 on Scale 1 to 10","1985","no migration background","Urban Area","256","0.0762852195415983","0.0672880873121211","0.0852823517710754","6"
"6 on Scale 1 to 10","1985","no migration background","Rural Area","79","0.0784691356299831","0.0618685961438287","0.0950696751161375","6"
"6 on Scale 1 to 10","1985","direct migration background","Rural Area","20","","","","6"
"6 on Scale 1 to 10","1985","indirect migration background","Urban Area","3","","","","6"
"6 on Scale 1 to 10","1985","indirect migration background","Rural Area","","","","","6"
"7 on Scale 1 to 10","1985","direct migration background","Urban Area","227","0.130588102586848","0.114509246611623","0.146666958562072","7"
"7 on Scale 1 to 10","1985","no migration background","Urban Area","509","0.152267412979946","0.140090200611172","0.16444462534872","7"
"7 on Scale 1 to 10","1985","no migration background","Rural Area","154","0.153391591051835","0.13114518346075","0.17563799864292","7"
"7 on Scale 1 to 10","1985","direct migration background","Rural Area","33","0.108819467288679","0.0688336226910947","0.148805311886264","7"
"7 on Scale 1 to 10","1985","indirect migration background","Urban Area","8","","","","7"
"7 on Scale 1 to 10","1985","indirect migration background","Rural Area","2","","","","7"
"8 on Scale 1 to 10","1985","no migration background","Rural Area","239","0.234848770470815","0.208679861854962","0.261017679086668","8"
"8 on Scale 1 to 10","1985","indirect migration background","Urban Area","7","","","","8"
"8 on Scale 1 to 10","1985","direct migration background","Rural Area","51","0.227447270834499","0.173623445421831","0.281271096247167","8"
"8 on Scale 1 to 10","1985","direct migration background","Urban Area","401","0.236217247434961","0.21594829630715","0.256486198562771","8"
"8 on Scale 1 to 10","1985","no migration background","Urban Area","823","0.244634092349651","0.230064341113179","0.259203843586122","8"
"8 on Scale 1 to 10","1985","indirect migration background","Rural Area","1","","","","8"
"9 on Scale 1 to 10","1985","direct migration background","Rural Area","28","","","","9"
"9 on Scale 1 to 10","1985","no migration background","Urban Area","457","0.138235091035899","0.126536905343547","0.149933276728252","9"
"9 on Scale 1 to 10","1985","indirect migration background","Urban Area","11","","","","9"
"9 on Scale 1 to 10","1985","direct migration background","Urban Area","228","0.145157135979555","0.128347709715051","0.161966562244058","9"
"9 on Scale 1 to 10","1985","no migration background","Rural Area","154","0.149086116599476","0.127098445552313","0.171073787646639","9"
"9 on Scale 1 to 10","1985","indirect migration background","Rural Area","2","","","","9"
"0 Completely dissatisfied","1986","no migration background","Urban Area","17","","","","0"
"0 Completely dissatisfied","1986","no migration background","Rural Area","7","","","","0"
"0 Completely dissatisfied","1986","direct migration background","Urban Area","23","","","","0"
"0 Completely dissatisfied","1986","direct migration background","Rural Area","4","","","","0"
"0 Completely dissatisfied","1986","indirect migration background","Urban Area","","","","","0"
"0 Completely dissatisfied","1986","indirect migration background","Rural Area","","","","","0"
"1 on Scale 1 to 10","1986","direct migration background","Urban Area","5","","","","1"
"1 on Scale 1 to 10","1986","direct migration background","Rural Area","3","","","","1"
"1 on Scale 1 to 10","1986","no migration background","Urban Area","17","","","","1"
"1 on Scale 1 to 10","1986","no migration background","Rural Area","11","","","","1"
"1 on Scale 1 to 10","1986","indirect migration background","Urban Area","","","","","1"
"1 on Scale 1 to 10","1986","indirect migration background","Rural Area","","","","","1"
"10 Completely satisfied","1986","no migration background","Rural Area","182","0.178108958345398","0.154383459520468","0.201834457170328","10"
"10 Completely satisfied","1986","no migration background","Urban Area","573","0.178608662200937","0.165411816083173","0.1918055083187","10"
"10 Completely satisfied","1986","direct migration background","Rural Area","60","0.287365545900247","0.229008559412954","0.345722532387541","10"
"10 Completely satisfied","1986","direct migration background","Urban Area","276","0.1579966734756","0.140246461601557","0.175746885349644","10"
"10 Completely satisfied","1986","indirect migration background","Urban Area","18","","","","10"
"10 Completely satisfied","1986","indirect migration background","Rural Area","3","","","","10"
"2 on Scale 1 to 10","1986","no migration background","Urban Area","46","0.0138279416453806","0.00980448848053598","0.0178513948102252","2"
"2 on Scale 1 to 10","1986","direct migration background","Urban Area","39","0.0183142099847694","0.0117888719721099","0.0248395479974288","2"
"2 on Scale 1 to 10","1986","direct migration background","Rural Area","4","","","","2"
"2 on Scale 1 to 10","1986","indirect migration background","Urban Area","2","","","","2"
"2 on Scale 1 to 10","1986","indirect migration background","Rural Area","","","","","2"
"2 on Scale 1 to 10","1986","no migration background","Rural Area","13","","","","2"
"3 on Scale 1 to 10","1986","direct migration background","Urban Area","39","0.0245757622549777","0.0170409413149941","0.0321105831949612","3"
"3 on Scale 1 to 10","1986","no migration background","Urban Area","81","0.0260791918439611","0.0205881756881837","0.0315702079997384","3"
"3 on Scale 1 to 10","1986","no migration background","Rural Area","26","","","","3"
"3 on Scale 1 to 10","1986","direct migration background","Rural Area","1","","","","3"
"3 on Scale 1 to 10","1986","indirect migration background","Urban Area","1","","","","3"
"3 on Scale 1 to 10","1986","indirect migration background","Rural Area","","","","","3"
"4 on Scale 1 to 10","1986","direct migration background","Urban Area","64","0.034544884304501","0.0256573645022532","0.0434324041067488","4"
"4 on Scale 1 to 10","1986","direct migration background","Rural Area","2","","","","4"
"4 on Scale 1 to 10","1986","no migration background","Urban Area","102","0.032501222550852","0.0263915364807133","0.0386109086209908","4"
"4 on Scale 1 to 10","1986","no migration background","Rural Area","34","0.0368852470157205","0.0251975024188839","0.048572991612557","4"
"4 on Scale 1 to 10","1986","indirect migration background","Urban Area","2","","","","4"
"4 on Scale 1 to 10","1986","indirect migration background","Rural Area","","","","","4"
"5 on Scale 1 to 10","1986","no migration background","Rural Area","83","0.0812254123862841","0.0642853191363507","0.0981655056362174","5"
"5 on Scale 1 to 10","1986","no migration background","Urban Area","354","0.111289677318243","0.100454116640169","0.122125237996317","5"
"5 on Scale 1 to 10","1986","direct migration background","Urban Area","166","0.103251529068853","0.0884431939388204","0.118059864198885","5"
"5 on Scale 1 to 10","1986","direct migration background","Rural Area","33","0.149615221266683","0.103617350398811","0.195613092134556","5"
"5 on Scale 1 to 10","1986","indirect migration background","Urban Area","3","","","","5"
"5 on Scale 1 to 10","1986","indirect migration background","Rural Area","1","","","","5"
"6 on Scale 1 to 10","1986","no migration background","Rural Area","95","0.0948614724619803","0.0766909337488718","0.113032011175089","6"
"6 on Scale 1 to 10","1986","no migration background","Urban Area","254","0.07908885415171","0.0697904088442433","0.0883872994591766","6"
"6 on Scale 1 to 10","1986","direct migration background","Urban Area","151","0.0958858648203623","0.0815570064351717","0.110214723205553","6"
"6 on Scale 1 to 10","1986","direct migration background","Rural Area","13","","","","6"
"6 on Scale 1 to 10","1986","indirect migration background","Urban Area","5","","","","6"
"6 on Scale 1 to 10","1986","indirect migration background","Rural Area","1","","","","6"
"7 on Scale 1 to 10","1986","no migration background","Rural Area","172","0.170980828978362","0.1476343525996","0.194327305357124","7"
"7 on Scale 1 to 10","1986","no migration background","Urban Area","516","0.16215300137596","0.149453440930399","0.174852561821522","7"
"7 on Scale 1 to 10","1986","direct migration background","Urban Area","243","0.170298880325025","0.152005692207321","0.188592068442729","7"
"7 on Scale 1 to 10","1986","direct migration background","Rural Area","32","0.160684576551095","0.113326745992755","0.208042407109435","7"
"7 on Scale 1 to 10","1986","indirect migration background","Urban Area","8","","","","7"
"7 on Scale 1 to 10","1986","indirect migration background","Rural Area","2","","","","7"
"8 on Scale 1 to 10","1986","no migration background","Rural Area","238","0.24092237111461","0.214403990025669","0.267440752203551","8"
"8 on Scale 1 to 10","1986","no migration background","Urban Area","814","0.24691991709119","0.23206252869522","0.261777305487159","8"
"8 on Scale 1 to 10","1986","direct migration background","Urban Area","384","0.236181373522219","0.215511367151417","0.256851379893021","8"
"8 on Scale 1 to 10","1986","direct migration background","Rural Area","45","0.189813366159842","0.139242774631985","0.240383957687699","8"
"8 on Scale 1 to 10","1986","indirect migration background","Urban Area","19","","","","8"
"8 on Scale 1 to 10","1986","indirect migration background","Rural Area","1","","","","8"
"9 on Scale 1 to 10","1986","no migration background","Urban Area","462","0.138993207077877","0.127074094785702","0.150912319370051","9"
"9 on Scale 1 to 10","1986","no migration background","Rural Area","138","0.13810212735903","0.116708056218828","0.159496198499232","9"
"9 on Scale 1 to 10","1986","direct migration background","Urban Area","232","0.144319914979017","0.127218127294163","0.16142170266387","9"
"9 on Scale 1 to 10","1986","direct migration background","Rural Area","34","0.115490791134034","0.0742746850962518","0.156706897171815","9"
"9 on Scale 1 to 10","1986","indirect migration background","Urban Area","9","","","","9"
"9 on Scale 1 to 10","1986","indirect migration background","Rural Area","5","","","","9"
"0 Completely dissatisfied","1987","no migration background","Urban Area","16","","","","0"
"0 Completely dissatisfied","1987","no migration background","Rural Area","6","","","","0"
"0 Completely dissatisfied","1987","direct migration background","Urban Area","11","","","","0"
"0 Completely dissatisfied","1987","direct migration background","Rural Area","7","","","","0"
"0 Completely dissatisfied","1987","indirect migration background","Urban Area","2","","","","0"
"0 Completely dissatisfied","1987","indirect migration background","Rural Area","","","","","0"
"1 on Scale 1 to 10","1987","direct migration background","Rural Area","3","","","","1"
"1 on Scale 1 to 10","1987","direct migration background","Urban Area","10","","","","1"
"1 on Scale 1 to 10","1987","no migration background","Urban Area","23","","","","1"
"1 on Scale 1 to 10","1987","no migration background","Rural Area","4","","","","1"
"1 on Scale 1 to 10","1987","indirect migration background","Rural Area","1","","","","1"
"1 on Scale 1 to 10","1987","indirect migration background","Urban Area","","","","","1"
"10 Completely satisfied","1987","no migration background","Rural Area","162","0.158448833191448","0.135928635942534","0.180969030440362","10"
"10 Completely satisfied","1987","no migration background","Urban Area","548","0.16905367648714","0.156120217065862","0.181987135908417","10"
"10 Completely satisfied","1987","direct migration background","Urban Area","258","0.162346759712056","0.144237772919108","0.180455746505004","10"
"10 Completely satisfied","1987","direct migration background","Rural Area","42","0.15516257131662","0.109067554785435","0.201257587847804","10"
"10 Completely satisfied","1987","indirect migration background","Urban Area","11","","","","10"
"10 Completely satisfied","1987","indirect migration background","Rural Area","4","","","","10"
"2 on Scale 1 to 10","1987","no migration background","Urban Area","42","0.013179435581427","0.00924408515115842","0.0171147860116955","2"
"2 on Scale 1 to 10","1987","direct migration background","Urban Area","17","","","","2"
"2 on Scale 1 to 10","1987","indirect migration background","Urban Area","1","","","","2"
"2 on Scale 1 to 10","1987","direct migration background","Rural Area","3","","","","2"
"2 on Scale 1 to 10","1987","no migration background","Rural Area","15","","","","2"
"2 on Scale 1 to 10","1987","indirect migration background","Rural Area","","","","","2"
"3 on Scale 1 to 10","1987","no migration background","Urban Area","94","0.030125569708438","0.0242270735798624","0.0360240658370135","3"
"3 on Scale 1 to 10","1987","no migration background","Rural Area","31","0.0328074902275327","0.0218217235624816","0.0437932568925837","3"
"3 on Scale 1 to 10","1987","direct migration background","Urban Area","44","0.0283563938083825","0.020205237876729","0.0365075497400361","3"
"3 on Scale 1 to 10","1987","direct migration background","Rural Area","7","","","","3"
"3 on Scale 1 to 10","1987","indirect migration background","Urban Area","1","","","","3"
"3 on Scale 1 to 10","1987","indirect migration background","Rural Area","","","","","3"
"4 on Scale 1 to 10","1987","direct migration background","Rural Area","8","","","","4"
"4 on Scale 1 to 10","1987","no migration background","Urban Area","105","0.0330073973253082","0.0268423966868128","0.0391723979638035","4"
"4 on Scale 1 to 10","1987","no migration background","Rural Area","41","0.042585559661259","0.0301327150064799","0.055038404316038","4"
"4 on Scale 1 to 10","1987","direct migration background","Urban Area","68","0.0400002053112544","0.0303772851313152","0.0496231254911936","4"
"4 on Scale 1 to 10","1987","indirect migration background","Urban Area","3","","","","4"
"4 on Scale 1 to 10","1987","indirect migration background","Rural Area","","","","","4"
"5 on Scale 1 to 10","1987","no migration background","Rural Area","80","0.0815568823806318","0.0646779938859937","0.0984357708752699","5"
"5 on Scale 1 to 10","1987","no migration background","Urban Area","279","0.0865812709226166","0.0768770015352587","0.0962855403099745","5"
"5 on Scale 1 to 10","1987","direct migration background","Urban Area","145","0.0942417489439209","0.0798945202434367","0.108588977644405","5"
"5 on Scale 1 to 10","1987","direct migration background","Rural Area","20","","","","5"
"5 on Scale 1 to 10","1987","indirect migration background","Urban Area","10","","","","5"
"5 on Scale 1 to 10","1987","indirect migration background","Rural Area","","","","","5"
"6 on Scale 1 to 10","1987","no migration background","Urban Area","283","0.0903823837217855","0.08048803446353","0.100276732980041","6"
"6 on Scale 1 to 10","1987","direct migration background","Rural Area","26","","","","6"
"6 on Scale 1 to 10","1987","indirect migration background","Urban Area","9","","","","6"
"6 on Scale 1 to 10","1987","direct migration background","Urban Area","156","0.097638549790221","0.0830624568083353","0.112214642772107","6"
"6 on Scale 1 to 10","1987","indirect migration background","Rural Area","","","","","6"
"6 on Scale 1 to 10","1987","no migration background","Rural Area","100","0.103462639859342","0.0846797082247769","0.122245571493907","6"
"7 on Scale 1 to 10","1987","direct migration background","Urban Area","267","0.165364324112254","0.147120764278813","0.183607883945696","7"
"7 on Scale 1 to 10","1987","no migration background","Urban Area","519","0.161466288476921","0.148768821138575","0.174163755815268","7"
"7 on Scale 1 to 10","1987","no migration background","Rural Area","157","0.151859492593717","0.129726390912401","0.173992594275033","7"
"7 on Scale 1 to 10","1987","direct migration background","Rural Area","30","0.139212202593296","0.0951404195592136","0.183283985627378","7"
"7 on Scale 1 to 10","1987","indirect migration background","Urban Area","9","","","","7"
"7 on Scale 1 to 10","1987","indirect migration background","Rural Area","4","","","","7"
"8 on Scale 1 to 10","1987","direct migration background","Urban Area","413","0.26107038545032","0.239501855565932","0.282638915334707","8"
"8 on Scale 1 to 10","1987","direct migration background","Rural Area","52","0.218665014638132","0.166041214680369","0.271288814595896","8"
"8 on Scale 1 to 10","1987","no migration background","Urban Area","848","0.25957263436957","0.244444457525454","0.274700811213687","8"
"8 on Scale 1 to 10","1987","no migration background","Rural Area","267","0.264019567716654","0.236833988167202","0.291205147266106","8"
"8 on Scale 1 to 10","1987","indirect migration background","Urban Area","18","","","","8"
"8 on Scale 1 to 10","1987","indirect migration background","Rural Area","1","","","","8"
"9 on Scale 1 to 10","1987","direct migration background","Rural Area","39","0.165815416783316","0.11846569286741","0.213165140699223","9"
"9 on Scale 1 to 10","1987","no migration background","Urban Area","469","0.145081737784879","0.132928707473488","0.157234768096269","9"
"9 on Scale 1 to 10","1987","direct migration background","Urban Area","204","0.131468644595901","0.114874913546769","0.148062375645032","9"
"9 on Scale 1 to 10","1987","no migration background","Rural Area","147","0.141973738569838","0.120448810755841","0.163498666383835","9"
"9 on Scale 1 to 10","1987","indirect migration background","Urban Area","11","","","","9"
"9 on Scale 1 to 10","1987","indirect migration background","Rural Area","4","","","","9"
"0 Completely dissatisfied","1988","no migration background","Rural Area","5","","","","0"
"0 Completely dissatisfied","1988","no migration background","Urban Area","18","","","","0"
"0 Completely dissatisfied","1988","direct migration background","Urban Area","17","","","","0"
"0 Completely dissatisfied","1988","direct migration background","Rural Area","2","","","","0"
"0 Completely dissatisfied","1988","indirect migration background","Urban Area","","","","","0"
"0 Completely dissatisfied","1988","indirect migration background","Rural Area","","","","","0"
"1 on Scale 1 to 10","1988","direct migration background","Urban Area","12","","","","1"
"1 on Scale 1 to 10","1988","no migration background","Urban Area","21","","","","1"
"1 on Scale 1 to 10","1988","direct migration background","Rural Area","2","","","","1"
"1 on Scale 1 to 10","1988","no migration background","Rural Area","2","","","","1"
"1 on Scale 1 to 10","1988","indirect migration background","Urban Area","","","","","1"
"1 on Scale 1 to 10","1988","indirect migration background","Rural Area","","","","","1"
"10 Completely satisfied","1988","no migration background","Urban Area","447","0.146396626986843","0.133924408024662","0.158868845949023","10"
"10 Completely satisfied","1988","direct migration background","Urban Area","198","0.13696537262017","0.119560663202607","0.154370082037733","10"
"10 Completely satisfied","1988","direct migration background","Rural Area","41","0.16424111295797","0.114485769254444","0.213996456661496","10"
"10 Completely satisfied","1988","no migration background","Rural Area","125","0.132092761965521","0.110237360116585","0.153948163814457","10"
"10 Completely satisfied","1988","indirect migration background","Urban Area","14","","","","10"
"10 Completely satisfied","1988","indirect migration background","Rural Area","6","","","","10"
"2 on Scale 1 to 10","1988","no migration background","Urban Area","40","0.013841675266656","0.00971958231363194","0.0179637682196801","2"
"2 on Scale 1 to 10","1988","no migration background","Rural Area","13","","","","2"
"2 on Scale 1 to 10","1988","direct migration background","Urban Area","24","","","","2"
"2 on Scale 1 to 10","1988","direct migration background","Rural Area","6","","","","2"
"2 on Scale 1 to 10","1988","indirect migration background","Urban Area","1","","","","2"
"2 on Scale 1 to 10","1988","indirect migration background","Rural Area","","","","","2"
"3 on Scale 1 to 10","1988","no migration background","Urban Area","114","0.0385427519147447","0.0317509270456905","0.0453345767837989","3"
"3 on Scale 1 to 10","1988","no migration background","Rural Area","32","0.0369179920130728","0.0247467947559696","0.0490891892701759","3"
"3 on Scale 1 to 10","1988","direct migration background","Urban Area","50","0.0307051683172097","0.021971816327838","0.0394385203065813","3"
"3 on Scale 1 to 10","1988","direct migration background","Rural Area","6","","","","3"
"3 on Scale 1 to 10","1988","indirect migration background","Urban Area","4","","","","3"
"3 on Scale 1 to 10","1988","indirect migration background","Rural Area","","","","","3"
"4 on Scale 1 to 10","1988","direct migration background","Urban Area","64","0.0449045402159405","0.0344208110767589","0.0553882693551221","4"
"4 on Scale 1 to 10","1988","no migration background","Urban Area","109","0.0371068168310739","0.030437735151969","0.0437758985101788","4"
"4 on Scale 1 to 10","1988","no migration background","Rural Area","29","","","","4"
"4 on Scale 1 to 10","1988","direct migration background","Rural Area","6","","","","4"
"4 on Scale 1 to 10","1988","indirect migration background","Urban Area","3","","","","4"
"4 on Scale 1 to 10","1988","indirect migration background","Rural Area","1","","","","4"
"5 on Scale 1 to 10","1988","no migration background","Urban Area","329","0.102897622737059","0.0921781406083185","0.113617104865798","5"
"5 on Scale 1 to 10","1988","no migration background","Rural Area","101","0.111148969311454","0.0908604739234614","0.131437464699446","5"
"5 on Scale 1 to 10","1988","direct migration background","Urban Area","154","0.113804540295069","0.097728028283479","0.129881052306658","5"
"5 on Scale 1 to 10","1988","direct migration background","Rural Area","25","","","","5"
"5 on Scale 1 to 10","1988","indirect migration background","Urban Area","9","","","","5"
"5 on Scale 1 to 10","1988","indirect migration background","Rural Area","2","","","","5"
"6 on Scale 1 to 10","1988","no migration background","Urban Area","255","0.0799090737691446","0.0703423429913775","0.0894758045469117","6"
"6 on Scale 1 to 10","1988","no migration background","Rural Area","89","0.0961496296103712","0.077121122868821","0.115178136351921","6"
"6 on Scale 1 to 10","1988","direct migration background","Urban Area","154","0.0933726344207857","0.0786436944383511","0.10810157440322","6"
"6 on Scale 1 to 10","1988","direct migration background","Rural Area","12","","","","6"
"6 on Scale 1 to 10","1988","indirect migration background","Urban Area","6","","","","6"
"6 on Scale 1 to 10","1988","indirect migration background","Rural Area","1","","","","6"
"7 on Scale 1 to 10","1988","no migration background","Urban Area","531","0.177240788158024","0.16376766303009","0.190713913285959","7"
"7 on Scale 1 to 10","1988","direct migration background","Urban Area","277","0.164956578689432","0.146168315973825","0.18374484140504","7"
"7 on Scale 1 to 10","1988","no migration background","Rural Area","146","0.155308091650293","0.131928935097218","0.178687248203368","7"
"7 on Scale 1 to 10","1988","direct migration background","Rural Area","28","","","","7"
"7 on Scale 1 to 10","1988","indirect migration background","Urban Area","17","","","","7"
"7 on Scale 1 to 10","1988","indirect migration background","Rural Area","3","","","","7"
"8 on Scale 1 to 10","1988","direct migration background","Urban Area","367","0.248505001487591","0.226628499072329","0.270381503902854","8"
"8 on Scale 1 to 10","1988","no migration background","Rural Area","250","0.276532000600761","0.247660790223712","0.305403210977811","8"
"8 on Scale 1 to 10","1988","indirect migration background","Rural Area","4","","","","8"
"8 on Scale 1 to 10","1988","no migration background","Urban Area","783","0.252685583307239","0.237353822236829","0.26801734437765","8"
"8 on Scale 1 to 10","1988","direct migration background","Rural Area","51","0.209741057959882","0.155066569828263","0.264415546091502","8"
"8 on Scale 1 to 10","1988","indirect migration background","Urban Area","26","","","","8"
"9 on Scale 1 to 10","1988","no migration background","Urban Area","439","0.138074354783417","0.125902926549611","0.150245783017223","9"
"9 on Scale 1 to 10","1988","direct migration background","Urban Area","182","0.141432130656957","0.123791722379924","0.159072538933991","9"
"9 on Scale 1 to 10","1988","no migration background","Rural Area","130","0.13738982600713","0.115168641505929","0.15961101050833","9"
"9 on Scale 1 to 10","1988","direct migration background","Rural Area","34","0.170633508560879","0.120113467822702","0.221153549299055","9"
"9 on Scale 1 to 10","1988","indirect migration background","Urban Area","18","","","","9"
"9 on Scale 1 to 10","1988","indirect migration background","Rural Area","2","","","","9"
"0 Completely dissatisfied","1989","no migration background","Urban Area","16","","","","0"
"0 Completely dissatisfied","1989","no migration background","Rural Area","6","","","","0"
"0 Completely dissatisfied","1989","direct migration background","Urban Area","8","","","","0"
"0 Completely dissatisfied","1989","direct migration background","Rural Area","3","","","","0"
"0 Completely dissatisfied","1989","indirect migration background","Urban Area","1","","","","0"
"0 Completely dissatisfied","1989","indirect migration background","Rural Area","","","","","0"
"1 on Scale 1 to 10","1989","no migration background","Urban Area","21","","","","1"
"1 on Scale 1 to 10","1989","no migration background","Rural Area","5","","","","1"
"1 on Scale 1 to 10","1989","direct migration background","Urban Area","7","","","","1"
"1 on Scale 1 to 10","1989","indirect migration background","Rural Area","","","","","1"
"1 on Scale 1 to 10","1989","direct migration background","Rural Area","2","","","","1"
"1 on Scale 1 to 10","1989","indirect migration background","Urban Area","1","","","","1"
"10 Completely satisfied","1989","no migration background","Urban Area","400","0.128961293167891","0.117005870037554","0.140916716298227","10"
"10 Completely satisfied","1989","no migration background","Rural Area","118","0.122651107067715","0.101063317123555","0.144238897011876","10"
"10 Completely satisfied","1989","direct migration background","Urban Area","181","0.133330250851386","0.115803341741332","0.15085715996144","10"
"10 Completely satisfied","1989","direct migration background","Rural Area","35","0.137373215814395","0.0909249648357988","0.183821466792992","10"
"10 Completely satisfied","1989","indirect migration background","Urban Area","11","","","","10"
"10 Completely satisfied","1989","indirect migration background","Rural Area","9","","","","10"
"2 on Scale 1 to 10","1989","direct migration background","Rural Area","5","","","","2"
"2 on Scale 1 to 10","1989","indirect migration background","Urban Area","","","","","2"
"2 on Scale 1 to 10","1989","no migration background","Urban Area","42","0.0136975033168602","0.00955137911360003","0.0178436275201204","2"
"2 on Scale 1 to 10","1989","no migration background","Rural Area","11","","","","2"
"2 on Scale 1 to 10","1989","direct migration background","Urban Area","22","","","","2"
"2 on Scale 1 to 10","1989","indirect migration background","Rural Area","","","","","2"
"3 on Scale 1 to 10","1989","no migration background","Urban Area","76","0.0253106352674885","0.0197078862133117","0.0309133843216653","3"
"3 on Scale 1 to 10","1989","no migration background","Rural Area","40","0.0464472873017052","0.0325976368841055","0.0602969377193049","3"
"3 on Scale 1 to 10","1989","direct migration background","Urban Area","42","0.0247048174783413","0.0167014449577567","0.032708189998926","3"
"3 on Scale 1 to 10","1989","direct migration background","Rural Area","3","","","","3"
"3 on Scale 1 to 10","1989","indirect migration background","Urban Area","3","","","","3"
"3 on Scale 1 to 10","1989","indirect migration background","Rural Area","","","","","3"
"4 on Scale 1 to 10","1989","direct migration background","Rural Area","6","","","","4"
"4 on Scale 1 to 10","1989","no migration background","Urban Area","114","0.0403236773954","0.0333065559934653","0.0473407987973348","4"
"4 on Scale 1 to 10","1989","no migration background","Rural Area","21","","","","4"
"4 on Scale 1 to 10","1989","direct migration background","Urban Area","60","0.0320350919438878","0.0229556958813168","0.0411144880064588","4"
"4 on Scale 1 to 10","1989","indirect migration background","Urban Area","2","","","","4"
"4 on Scale 1 to 10","1989","indirect migration background","Rural Area","2","","","","4"
"5 on Scale 1 to 10","1989","no migration background","Rural Area","88","0.102193535189506","0.082259769147209","0.122127301231803","5"
"5 on Scale 1 to 10","1989","no migration background","Urban Area","299","0.102000757057895","0.0912049225792495","0.112796591536541","5"
"5 on Scale 1 to 10","1989","direct migration background","Urban Area","196","0.150513056904715","0.132076508853553","0.168949604955876","5"
"5 on Scale 1 to 10","1989","direct migration background","Rural Area","33","0.17794377045096","0.126337910428319","0.229549630473602","5"
