"plh0037","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"No worries","2011","direct migration background","West Germany","323","0.168019207889324","0.15113643578091","0.184901979997738"
"No worries","2011","direct migration background","East Germany","","","",""
"No worries","2011","indirect migration background","West Germany","118","0.158111978634575","0.131913292827087","0.184310664442064"
"No worries","2011","indirect migration background","East Germany","","","",""
"No worries","2011","no migration background","West Germany","1900","0.150451862363438","0.144326420629784","0.156577304097092"
"No worries","2011","no migration background","East Germany","1012","0.216055257010252","0.20432923059775","0.227781283422753"
"Some worries","2011","direct migration background","West Germany","1023","0.568550201463827","0.546185804827631","0.590914598100023"
"Some worries","2011","direct migration background","East Germany","49","0.567459708630933","0.466769459283661","0.668149957978205"
"Some worries","2011","indirect migration background","West Germany","397","0.539358483654871","0.503566130626129","0.575150836683613"
"Some worries","2011","indirect migration background","East Germany","","","",""
"Some worries","2011","no migration background","West Germany","7022","0.538066163321148","0.529524305038863","0.546608021603432"
"Some worries","2011","no migration background","East Germany","2560","0.537322873043746","0.523116526573399","0.551529219514094"
"Big worries","2012","direct migration background","West Germany","496","0.275585879360934","0.255142532803003","0.296029225918866"
"Big worries","2012","direct migration background","East Germany","","","",""
"Big worries","2012","indirect migration background","West Germany","193","0.247631746115832","0.216636981269155","0.278626510962508"
"Big worries","2012","indirect migration background","East Germany","","","",""
"Big worries","2012","no migration background","West Germany","3793","0.286486191815635","0.278725883309821","0.294246500321449"
"Big worries","2012","no migration background","East Germany","1101","0.248215103289053","0.235873174685948","0.260557031892158"
"No worries","2012","direct migration background","West Germany","367","0.192759517813507","0.17471108741778","0.210807948209234"
"No worries","2012","direct migration background","East Germany","","","",""
"No worries","2012","indirect migration background","West Germany","157","0.22893376827545","0.198764086797908","0.259103449752993"
"No worries","2012","indirect migration background","East Germany","","","",""
"No worries","2012","no migration background","West Germany","2135","0.171417425517798","0.164948661171818","0.177886189863779"
"No worries","2012","no migration background","East Germany","1052","0.234057525860994","0.221960419162092","0.246154632559895"
"Some worries","2012","direct migration background","West Germany","972","0.531654602825558","0.508823443013284","0.554485762637833"
"Some worries","2012","direct migration background","East Germany","48","0.47393568739763","0.375577703004044","0.572293671791217"
"Some worries","2012","indirect migration background","West Germany","395","0.523434485608718","0.487570179980007","0.559298791237429"
"Some worries","2012","indirect migration background","East Germany","","","",""
"Some worries","2012","no migration background","West Germany","7111","0.542096382666567","0.533544706628569","0.550648058704564"
"Some worries","2012","no migration background","East Germany","2553","0.517727370849953","0.503450961247548","0.532003780452359"
"Big worries","2013","direct migration background","West Germany","394","0.251936321415699","0.230611213602084","0.273261429229313"
"Big worries","2013","direct migration background","East Germany","","","",""
"Big worries","2013","indirect migration background","West Germany","190","0.27232273114542","0.23851450943532","0.30613095285552"
"Big worries","2013","indirect migration background","East Germany","","","",""
"Big worries","2013","no migration background","West Germany","3266","0.263249850339419","0.255413279332955","0.271086421345884"
"Big worries","2013","no migration background","East Germany","964","0.232470164713194","0.219916092224229","0.245024237202159"
"No worries","2013","direct migration background","West Germany","345","0.212800696404858","0.192695633680242","0.232905759129474"
"No worries","2013","direct migration background","East Germany","","","",""
"No worries","2013","indirect migration background","West Germany","153","0.252698080804934","0.219694580954209","0.285701580655659"
"No worries","2013","indirect migration background","East Germany","","","",""
"No worries","2013","no migration background","West Germany","2235","0.194060838799708","0.187023605131761","0.201098072467656"
"No worries","2013","no migration background","East Germany","1039","0.249659788893248","0.23679635860571","0.262523219180785"
"Some worries","2013","direct migration background","West Germany","853","0.535262982179443","0.510763111192456","0.559762853166431"
"Some worries","2013","direct migration background","East Germany","39","0.520045157809417","0.411245808289244","0.62884450732959"
"Some worries","2013","indirect migration background","West Germany","323","0.474979188049646","0.437053232958562","0.512905143140729"
"Some worries","2013","indirect migration background","East Germany","","","",""
"Some worries","2013","no migration background","West Germany","6631","0.542689310860873","0.533824628056781","0.551553993664965"
"Some worries","2013","no migration background","East Germany","2346","0.517870046393558","0.503019383484545","0.532720709302571"
"Big worries","2014","direct migration background","West Germany","1211","0.265317012562549","0.252735001532526","0.277899023592571"
"Big worries","2014","direct migration background","East Germany","70","0.246833307222316","0.201335970240274","0.292330644204359"
"Big worries","2014","indirect migration background","West Germany","506","0.268695986000044","0.247524242910986","0.289867729089102"
"Big worries","2014","indirect migration background","East Germany","","","",""
"Big worries","2014","no migration background","West Germany","4442","0.284715759373821","0.277505451960969","0.291926066786674"
"Big worries","2014","no migration background","East Germany","1212","0.237344945535875","0.225720633208792","0.248969257862958"
"No worries","2014","direct migration background","West Germany","1030","0.218669609988784","0.206890049296749","0.230449170680819"
"No worries","2014","direct migration background","East Germany","94","0.264237958691457","0.217710981745248","0.310764935637667"
"No worries","2014","indirect migration background","West Germany","347","0.22243464466166","0.202571559080861","0.242297730242459"
"No worries","2014","indirect migration background","East Germany","","","",""
"No worries","2014","no migration background","West Germany","2531","0.17453084587507","0.168466342792043","0.180595348958098"
"No worries","2014","no migration background","East Germany","1211","0.243322992917853","0.231599418524662","0.255046567311044"
"Some worries","2014","direct migration background","West Germany","2489","0.516013377448667","0.501771584095144","0.53025517080219"
"Some worries","2014","direct migration background","East Germany","181","0.488928734086226","0.436181212781333","0.541676255391119"
"Some worries","2014","indirect migration background","West Germany","831","0.508869369338296","0.484992426877382","0.53274631179921"
"Some worries","2014","indirect migration background","East Germany","54","0.528003300773942","0.431122927230467","0.624883674317417"
"Some worries","2014","no migration background","West Germany","8075","0.540753394751109","0.532791227346972","0.548715562155245"
"Some worries","2014","no migration background","East Germany","2723","0.519332061546272","0.505681253964464","0.53298286912808"
"Big worries","2015","direct migration background","West Germany","925","0.247942204139513","0.234543509770195","0.261340898508832"
"Big worries","2015","direct migration background","East Germany","49","0.223620878253421","0.17599231025902","0.271249446247822"
"Big worries","2015","indirect migration background","West Germany","443","0.256364971575938","0.234422136147982","0.278307807003894"
"Big worries","2015","indirect migration background","East Germany","","","",""
"Big worries","2015","no migration background","West Germany","4063","0.277391693101336","0.270032035934196","0.284751350268476"
"Big worries","2015","no migration background","East Germany","1085","0.229510591121034","0.217683077567347","0.24133810467472"
"No worries","2015","direct migration background","West Germany","929","0.223244930248571","0.21032397881795","0.236165881679193"
"No worries","2015","direct migration background","East Germany","100","0.274920204854134","0.223884906627925","0.325955503080342"
"No worries","2015","indirect migration background","West Germany","324","0.230102599669923","0.208950149860424","0.251255049479422"
"No worries","2015","indirect migration background","East Germany","30","0.320502873645228","0.230379123525477","0.41062662376498"
"No worries","2015","no migration background","West Germany","2298","0.172105737211552","0.165900698517126","0.178310775905977"
"No worries","2015","no migration background","East Germany","1120","0.224946579529584","0.213202627530073","0.236690531529095"
"Some worries","2015","direct migration background","West Germany","2136","0.528812865611915","0.513324365567357","0.544301365656474"
"Some worries","2015","direct migration background","East Germany","145","0.501458916892445","0.444305449756477","0.558612384028413"
"Some worries","2015","indirect migration background","West Germany","754","0.513532428754139","0.488413890166386","0.538650967341892"
"Some worries","2015","indirect migration background","East Germany","50","0.411901748522248","0.316851941268311","0.506951555776185"
"Some worries","2015","no migration background","West Germany","7855","0.550502569687112","0.542325406486146","0.558679732888079"
"Some worries","2015","no migration background","East Germany","2651","0.545542829349383","0.531538263239817","0.559547395458948"
"Big worries","2016","direct migration background","West Germany","1147","0.267371440877294","0.254311844056802","0.280431037697786"
"Big worries","2016","direct migration background","East Germany","107","0.364831428405459","0.314399602638119","0.415263254172798"
"Big worries","2016","indirect migration background","West Germany","430","0.265786260622844","0.242930290607639","0.288642230638048"
"Big worries","2016","indirect migration background","East Germany","","","",""
"Big worries","2016","no migration background","West Germany","4378","0.328918091877853","0.32092837019603","0.336907813559677"
"Big worries","2016","no migration background","East Germany","1227","0.259286505394556","0.246606946425277","0.271966064363835"
"No worries","2016","direct migration background","West Germany","954","0.213865668874035","0.201766674977151","0.22596466277092"
"No worries","2016","direct migration background","East Germany","88","0.234035205583003","0.189678521815439","0.278391889350566"
"No worries","2016","indirect migration background","West Germany","284","0.217077150322458","0.195747257145537","0.238407043499378"
"No worries","2016","indirect migration background","East Germany","","","",""
"No worries","2016","no migration background","West Germany","1862","0.153568349753136","0.147437131011909","0.159699568494364"
"No worries","2016","no migration background","East Germany","914","0.205870404043512","0.194171862773346","0.217568945313677"
"Some worries","2016","direct migration background","West Germany","2311","0.518762890248671","0.504019602405088","0.533506178092253"
"Some worries","2016","direct migration background","East Germany","155","0.401133366011539","0.349785367349356","0.452481364673721"
"Some worries","2016","indirect migration background","West Germany","721","0.517136589054699","0.49128204265793","0.542991135451467"
"Some worries","2016","indirect migration background","East Germany","58","0.575685661736324","0.482038900406194","0.669332423066454"
"Some worries","2016","no migration background","West Germany","7043","0.51751355836901","0.509015818591458","0.526011298146563"
"Some worries","2016","no migration background","East Germany","2448","0.534843090561933","0.520411905527161","0.549274275596705"
"Big worries","2017","direct migration background","West Germany","1291","0.309409717957941","0.295499306852475","0.323320129063408"
"Big worries","2017","direct migration background","East Germany","106","0.303971560481294","0.256976290301019","0.350966830661569"
"Big worries","2017","indirect migration background","West Germany","559","0.322947776747203","0.300035653671565","0.345859899822842"
"Big worries","2017","indirect migration background","East Germany","","","",""
"Big worries","2017","no migration background","West Germany","5758","0.372429411649537","0.364716073734969","0.380142749564105"
"Big worries","2017","no migration background","East Germany","1646","0.327859128693429","0.315023272773991","0.340694984612866"
"No worries","2017","direct migration background","West Germany","829","0.192442235706456","0.180579093012055","0.204305378400857"
"No worries","2017","direct migration background","East Germany","93","0.222927226066957","0.180402983754393","0.265451468379521"
"No worries","2017","indirect migration background","West Germany","293","0.180840240873198","0.161981185185292","0.199699296561103"
"No worries","2017","indirect migration background","East Germany","","","",""
"No worries","2017","no migration background","West Germany","1704","0.123502190240283","0.118252884979279","0.128751495501287"
"No worries","2017","no migration background","East Germany","884","0.182568670958195","0.172005609482057","0.193131732434333"
"Some worries","2017","direct migration background","West Germany","2122","0.498148046335602","0.483101743997504","0.513194348673701"
"Some worries","2017","direct migration background","East Germany","169","0.473101213451749","0.422090098988946","0.524112327914553"
"Some worries","2017","indirect migration background","West Germany","748","0.496211982379599","0.471713135674815","0.520710829084383"
"Some worries","2017","indirect migration background","East Germany","57","0.655745698382597","0.564867260250672","0.746624136514522"
"Some worries","2017","no migration background","West Germany","7629","0.50406839811018","0.496091304130989","0.51204549208937"
"Some worries","2017","no migration background","East Germany","2608","0.489572200348376","0.475903520377827","0.503240880318925"
"Big worries","2018","direct migration background","West Germany","1080","0.289707307309288","0.275740029515858","0.303674585102717"
"Big worries","2018","direct migration background","East Germany","90","0.301625178450398","0.2532649744443","0.349985382456495"
"Big worries","2018","indirect migration background","West Germany","514","0.309703777102555","0.286962552814549","0.332445001390562"
"Big worries","2018","indirect migration background","East Germany","30","0.260405028383212","0.182210374106684","0.338599682659739"
"Big worries","2018","no migration background","West Germany","5303","0.360740476880915","0.352934418418825","0.368546535343004"
"Big worries","2018","no migration background","East Germany","1475","0.287115034179067","0.274621082828502","0.299608985529631"
"No worries","2018","direct migration background","West Germany","865","0.189608079647382","0.177538577849812","0.201677581444951"
"No worries","2018","direct migration background","East Germany","75","0.157534400060723","0.11914831409491","0.195920486026536"
"No worries","2018","indirect migration background","West Germany","285","0.175913769046979","0.157187162419022","0.194640375674936"
"No worries","2018","indirect migration background","East Germany","","","",""
"No worries","2018","no migration background","West Germany","1738","0.126440958365247","0.121038570268569","0.131843346461924"
"No worries","2018","no migration background","East Germany","972","0.191152622472469","0.180293729897278","0.20201151504766"
"Some worries","2018","direct migration background","West Germany","2107","0.520684613043331","0.505302661812831","0.53606656427383"
"Some worries","2018","direct migration background","East Germany","181","0.54084042148888","0.488332305346537","0.593348537631222"
"Some worries","2018","indirect migration background","West Germany","789","0.514382453850466","0.489800686730459","0.538964220970474"
"Some worries","2018","indirect migration background","East Germany","65","0.438531810105584","0.350118319964101","0.526945300247067"
"Some worries","2018","no migration background","West Germany","7497","0.512818564753839","0.504693571791934","0.520943557715744"
"Some worries","2018","no migration background","East Germany","2590","0.521732343348465","0.507937349792803","0.535527336904126"
"Big worries","2019","direct migration background","West Germany","1419","0.408282627304828","0.392063726662034","0.424501527947621"
"Big worries","2019","direct migration background","East Germany","119","0.442149365704449","0.384791191860512","0.499507539548387"
"Big worries","2019","indirect migration background","West Germany","785","0.470377779720255","0.445617637368746","0.495137922071764"
"Big worries","2019","indirect migration background","East Germany","57","0.453160500542805","0.368239111761936","0.538081889323675"
"Big worries","2019","no migration background","West Germany","7945","0.509377288747757","0.501383569034683","0.517371008460832"
"Big worries","2019","no migration background","East Germany","2191","0.438569018161533","0.424996981353655","0.452141054969411"
"No worries","2019","direct migration background","West Germany","482","0.127440829283102","0.116437210375458","0.138444448190745"
"No worries","2019","direct migration background","East Germany","52","0.165548875314201","0.122623369969833","0.20847438065857"
"No worries","2019","indirect migration background","West Germany","170","0.128944903422071","0.112319524854104","0.145570281990038"
"No worries","2019","indirect migration background","East Germany","","","",""
"No worries","2019","no migration background","West Germany","1083","0.0787016308635786","0.0743958956313202","0.0830073660958369"
"No worries","2019","no migration background","East Germany","613","0.125071338961167","0.116023536953318","0.134119140969015"
"Some worries","2019","direct migration background","West Germany","1627","0.464276543412071","0.447819852772178","0.480733234051964"
"Some worries","2019","direct migration background","East Germany","117","0.39230175898135","0.335911256501283","0.448692261461416"
"Some worries","2019","indirect migration background","West Germany","606","0.400677316857674","0.376367909262081","0.424986724453267"
"Some worries","2019","indirect migration background","East Germany","53","0.386863740163832","0.303779502629992","0.469947977697672"
"Some worries","2019","no migration background","West Germany","5996","0.411921080388664","0.404050982784964","0.419791177992364"
"Some worries","2019","no migration background","East Germany","2331","0.4363596428773","0.42279522387526","0.44992406187934"
