"plj0588","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Often","2013","Saxony-Anhalt","Female","","","",""
"Often","2013","Thuringia","Male","","","",""
"Often","2013","Thuringia","Female","44","0.0856136404370527","0.0622304860083402","0.108996794865765"
"Sometimes","2013","Schleswig-Holstein","Male","60","0.177671616726078","0.140259905617659","0.215083327834498"
"Sometimes","2013","Schleswig-Holstein","Female","110","0.202396556647959","0.167319116464272","0.237473996831646"
"Sometimes","2013","Hamburg","Male","","","",""
"Sometimes","2013","Hamburg","Female","42","0.187905182499135","0.137088312577473","0.238722052420796"
"Sometimes","2013","Lower Saxony","Male","191","0.171061543531512","0.148868959918631","0.193254127144393"
"Sometimes","2013","Lower Saxony","Female","269","0.202991486800034","0.181511466592802","0.224471507007267"
"Sometimes","2013","Bremen","Male","","","",""
"Sometimes","2013","Bremen","Female","","","",""
"Sometimes","2013","North Rhine-Westphalia","Male","379","0.180740369394081","0.165061859869983","0.196418878918179"
"Sometimes","2013","North Rhine-Westphalia","Female","580","0.191322893275834","0.176706488133633","0.205939298418035"
"Sometimes","2013","Hesse","Male","167","0.23535769387905","0.20599781440696","0.26471757335114"
"Sometimes","2013","Hesse","Female","204","0.216891093440757","0.19061479852655","0.243167388354964"
"Sometimes","2013","Rhineland-Palatinate,Saarland","Male","98","0.173023324286775","0.143438620490836","0.202608028082714"
"Sometimes","2013","Rhineland-Palatinate,Saarland","Female","154","0.218904809766187","0.190015287603678","0.247794331928696"
"Sometimes","2013","Baden-Württemberg","Male","228","0.186381169642219","0.165722931601161","0.207039407683278"
"Sometimes","2013","Baden-Württemberg","Female","353","0.243662916785605","0.222911411709076","0.264414421862134"
"Sometimes","2013","Bavaria","Male","335","0.185735599469137","0.167789910998916","0.203681287939359"
"Sometimes","2013","Bavaria","Female","498","0.234986050985498","0.217305086511843","0.252667015459152"
"Sometimes","2013","Berlin","Male","84","0.226269576308169","0.18690449570078","0.265634656915557"
"Sometimes","2013","Berlin","Female","141","0.282886384551504","0.245244899161928","0.32052786994108"
"Sometimes","2013","Brandenburg","Male","99","0.25251924894478","0.212859964016284","0.292178533873275"
"Sometimes","2013","Brandenburg","Female","135","0.264568303797549","0.22800189877826","0.301134708816839"
"Sometimes","2013","Mecklenburg-Western Pomerania","Male","56","0.284616363002476","0.230082074638114","0.339150651366838"
"Sometimes","2013","Mecklenburg-Western Pomerania","Female","76","0.246782901178912","0.199909763242013","0.293656039115812"
"Sometimes","2013","Saxony","Male","164","0.221419648658947","0.192949032833668","0.249890264484226"
"Sometimes","2013","Saxony","Female","198","0.241406931928978","0.213355267508034","0.269458596349922"
"Sometimes","2013","Saxony-Anhalt","Male","81","0.180614760737922","0.144296073350215","0.216933448125629"
"Sometimes","2013","Saxony-Anhalt","Female","131","0.245462156170431","0.20896069513162","0.281963617209243"
"Sometimes","2013","Thuringia","Male","92","0.212308711563319","0.174483022426754","0.250134400699885"
"Sometimes","2013","Thuringia","Female","122","0.216916210285617","0.182471949604922","0.251360470966311"
"Rarely ","2013","Schleswig-Holstein","Male","218","0.477377814943992","0.428489964567276","0.526265665320709"
"Rarely ","2013","Schleswig-Holstein","Female","234","0.495393753122394","0.451743738145273","0.539043768099514"
"Rarely ","2013","Hamburg","Male","74","0.466943160179409","0.394059427306423","0.539826893052396"
"Rarely ","2013","Hamburg","Female","90","0.41202189841365","0.347993020991646","0.476050775835654"
"Rarely ","2013","Lower Saxony","Male","528","0.490980818435015","0.461518300191495","0.520443336678534"
"Rarely ","2013","Lower Saxony","Female","637","0.490394721196663","0.463698232394086","0.51709120999924"
"Rarely ","2013","Bremen","Male","34","0.41145718222117","0.302943150063252","0.519971214379089"
"Rarely ","2013","Bremen","Female","47","0.494865234218212","0.399233827643497","0.590496640792927"
"Rarely ","2013","North Rhine-Westphalia","Male","1034","0.444568323752858","0.424321775479666","0.46481487202605"
"Rarely ","2013","North Rhine-Westphalia","Female","1117","0.395851762832662","0.377679559978505","0.41402396568682"
"Rarely ","2013","Hesse","Male","384","0.450509321726728","0.416074886657652","0.484943756795805"
"Rarely ","2013","Hesse","Female","421","0.432719492654359","0.40113060401832","0.464308381290398"
"Rarely ","2013","Rhineland-Palatinate,Saarland","Male","278","0.477705283592006","0.438638639340665","0.516771927843348"
"Rarely ","2013","Rhineland-Palatinate,Saarland","Female","289","0.381369966128557","0.347434839872106","0.415305092385007"
"Rarely ","2013","Baden-Württemberg","Male","619","0.448844656699549","0.422459066919144","0.475230246479954"
"Rarely ","2013","Baden-Württemberg","Female","719","0.401999902797839","0.378299223936004","0.425700581659675"
"Rarely ","2013","Bavaria","Male","831","0.450194138961142","0.427236119201217","0.473152158721066"
"Rarely ","2013","Bavaria","Female","945","0.417258843029738","0.396695635726477","0.437822050332999"
"Rarely ","2013","Berlin","Male","224","0.50059735449782","0.453556747115523","0.547637961880116"
"Rarely ","2013","Berlin","Female","236","0.416837248969691","0.375632725604226","0.458041772335157"
"Rarely ","2013","Brandenburg","Male","228","0.454990144061252","0.409533140868966","0.500447147253537"
"Rarely ","2013","Brandenburg","Female","239","0.431173943558451","0.390119687937022","0.47222819917988"
"Rarely ","2013","Mecklenburg-Western Pomerania","Male","130","0.459174609491864","0.398948101120168","0.51940111786356"
"Rarely ","2013","Mecklenburg-Western Pomerania","Female","152","0.459869523206695","0.405685273211122","0.514053773202268"
"Rarely ","2013","Saxony","Male","376","0.451668359785571","0.417543682711976","0.485793036859166"
"Rarely ","2013","Saxony","Female","375","0.402468257422243","0.370322353756273","0.434614161088213"
"Rarely ","2013","Saxony-Anhalt","Male","187","0.422337796839285","0.375706616655328","0.468968977023242"
"Rarely ","2013","Saxony-Anhalt","Female","226","0.407781226701961","0.366100799490949","0.449461653912972"
"Rarely ","2013","Thuringia","Male","195","0.415719107844178","0.370132659689581","0.461305555998774"
"Rarely ","2013","Thuringia","Female","230","0.427478568103797","0.38613387299131","0.468823263216285"
"Never","2013","Schleswig-Holstein","Male","106","0.309395509851254","0.264152904445062","0.354638115257446"
"Never","2013","Schleswig-Holstein","Female","125","0.230325853389297","0.193567367285057","0.267084339493538"
"Never","2013","Hamburg","Male","83","0.424910663045477","0.352695514164846","0.497125811926108"
"Never","2013","Hamburg","Female","87","0.361050066769241","0.298568445251063","0.423531688287419"
"Never","2013","Lower Saxony","Male","322","0.281999463961862","0.255480469466218","0.308518458457505"
"Never","2013","Lower Saxony","Female","341","0.235739864172056","0.213072479685949","0.258407248658163"
"Never","2013","Bremen","Male","","","",""
"Never","2013","Bremen","Female","34","0.306677830592126","0.218479132132546","0.394876529051705"
"Never","2013","North Rhine-Westphalia","Male","788","0.312200863829135","0.293320329672932","0.331081397985339"
"Never","2013","North Rhine-Westphalia","Female","903","0.347249605277757","0.329558132841858","0.364941077713657"
"Never","2013","Hesse","Male","212","0.263753622166352","0.233255597681679","0.294251646651024"
"Never","2013","Hesse","Female","241","0.249981905088072","0.222374706191917","0.277589103984228"
"Never","2013","Rhineland-Palatinate,Saarland","Male","228","0.307301639920338","0.271216965776844","0.343386314063832"
"Never","2013","Rhineland-Palatinate,Saarland","Female","278","0.327201501435791","0.294421356037798","0.359981646833784"
"Never","2013","Baden-Württemberg","Male","462","0.319753837131552","0.295012526720368","0.344495147542735"
"Never","2013","Baden-Württemberg","Female","471","0.289214270462454","0.267297508365796","0.311131032559112"
"Never","2013","Bavaria","Male","554","0.31163995103921","0.290267013501208","0.333012888577213"
"Never","2013","Bavaria","Female","629","0.284510825895243","0.265695958373865","0.303325693416621"
"Never","2013","Berlin","Male","91","0.201868890052553","0.164105146176642","0.239632633928464"
"Never","2013","Berlin","Female","123","0.199291975737784","0.165907178490979","0.232676772984589"
"Never","2013","Brandenburg","Male","108","0.205935272609091","0.169021286004097","0.242849259214084"
"Never","2013","Brandenburg","Female","136","0.221559674347409","0.187132592742541","0.255986755952276"
"Never","2013","Mecklenburg-Western Pomerania","Male","63","0.208915800389468","0.159783486751084","0.258048114027853"
"Never","2013","Mecklenburg-Western Pomerania","Female","60","0.210170230897642","0.165874817371442","0.254465644423841"
"Never","2013","Saxony","Male","230","0.251238332873038","0.22149758977758","0.280979075968497"
"Never","2013","Saxony","Female","249","0.263766883700553","0.234880236320485","0.292653531080621"
"Never","2013","Saxony-Anhalt","Male","133","0.325673014007725","0.281430926265757","0.369915101749693"
"Never","2013","Saxony-Anhalt","Female","142","0.285799248744872","0.247479896837054","0.32411860065269"
"Never","2013","Thuringia","Male","140","0.316455161119154","0.273435744538217","0.35947457770009"
"Never","2013","Thuringia","Female","143","0.252659938066081","0.216344267248975","0.288975608883188"
"Very often","2014","Schleswig-Holstein","Male","","","",""
"Very often","2014","Schleswig-Holstein","Female","","","",""
"Very often","2014","Hamburg","Male","","","",""
"Very often","2014","Hamburg","Female","","","",""
"Very often","2014","Lower Saxony","Male","","","",""
"Very often","2014","Lower Saxony","Female","","","",""
"Very often","2014","Bremen","Male","","","",""
"Very often","2014","Bremen","Female","","","",""
"Very often","2014","North Rhine-Westphalia","Male","","","",""
"Very often","2014","North Rhine-Westphalia","Female","","","",""
"Very often","2014","Hesse","Male","","","",""
"Very often","2014","Hesse","Female","","","",""
"Very often","2014","Rhineland-Palatinate,Saarland","Male","","","",""
"Very often","2014","Rhineland-Palatinate,Saarland","Female","","","",""
"Very often","2014","Baden-Württemberg","Male","","","",""
"Very often","2014","Baden-Württemberg","Female","","","",""
"Very often","2014","Bavaria","Male","","","",""
"Very often","2014","Bavaria","Female","","","",""
"Very often","2014","Berlin","Male","","","",""
"Very often","2014","Berlin","Female","","","",""
"Very often","2014","Brandenburg","Male","","","",""
"Very often","2014","Brandenburg","Female","","","",""
"Very often","2014","Mecklenburg-Western Pomerania","Male","","","",""
"Very often","2014","Mecklenburg-Western Pomerania","Female","","","",""
"Very often","2014","Saxony","Male","","","",""
"Very often","2014","Saxony","Female","","","",""
"Very often","2014","Saxony-Anhalt","Male","","","",""
"Very often","2014","Saxony-Anhalt","Female","","","",""
"Very often","2014","Thuringia","Male","","","",""
"Very often","2014","Thuringia","Female","","","",""
"Often","2014","Schleswig-Holstein","Male","","","",""
"Often","2014","Schleswig-Holstein","Female","","","",""
"Often","2014","Hamburg","Male","","","",""
"Often","2014","Hamburg","Female","","","",""
"Often","2014","Lower Saxony","Male","","","",""
"Often","2014","Lower Saxony","Female","","","",""
"Often","2014","Bremen","Male","","","",""
"Often","2014","Bremen","Female","","","",""
"Often","2014","North Rhine-Westphalia","Male","","","",""
"Often","2014","North Rhine-Westphalia","Female","","","",""
"Often","2014","Hesse","Male","","","",""
"Often","2014","Hesse","Female","","","",""
"Often","2014","Rhineland-Palatinate,Saarland","Male","","","",""
"Often","2014","Rhineland-Palatinate,Saarland","Female","","","",""
"Often","2014","Baden-Württemberg","Male","","","",""
"Often","2014","Baden-Württemberg","Female","","","",""
"Often","2014","Bavaria","Male","","","",""
"Often","2014","Bavaria","Female","","","",""
"Often","2014","Berlin","Male","","","",""
"Often","2014","Berlin","Female","","","",""
"Often","2014","Brandenburg","Male","","","",""
"Often","2014","Brandenburg","Female","","","",""
"Often","2014","Mecklenburg-Western Pomerania","Male","","","",""
"Often","2014","Mecklenburg-Western Pomerania","Female","","","",""
"Often","2014","Saxony","Male","","","",""
"Often","2014","Saxony","Female","","","",""
"Often","2014","Saxony-Anhalt","Male","","","",""
"Often","2014","Saxony-Anhalt","Female","","","",""
"Often","2014","Thuringia","Male","","","",""
"Often","2014","Thuringia","Female","","","",""
"Sometimes","2014","Schleswig-Holstein","Male","","","",""
"Sometimes","2014","Schleswig-Holstein","Female","","","",""
"Sometimes","2014","Hamburg","Male","","","",""
"Sometimes","2014","Hamburg","Female","","","",""
"Sometimes","2014","Lower Saxony","Male","","","",""
"Sometimes","2014","Lower Saxony","Female","","","",""
"Sometimes","2014","Bremen","Male","","","",""
"Sometimes","2014","Bremen","Female","","","",""
"Sometimes","2014","North Rhine-Westphalia","Male","","","",""
"Sometimes","2014","North Rhine-Westphalia","Female","","","",""
"Sometimes","2014","Hesse","Male","","","",""
"Sometimes","2014","Hesse","Female","","","",""
"Sometimes","2014","Rhineland-Palatinate,Saarland","Male","","","",""
"Sometimes","2014","Rhineland-Palatinate,Saarland","Female","","","",""
"Sometimes","2014","Baden-Württemberg","Male","","","",""
"Sometimes","2014","Baden-Württemberg","Female","","","",""
"Sometimes","2014","Bavaria","Male","","","",""
"Sometimes","2014","Bavaria","Female","","","",""
"Sometimes","2014","Berlin","Male","","","",""
"Sometimes","2014","Berlin","Female","","","",""
"Sometimes","2014","Brandenburg","Male","","","",""
"Sometimes","2014","Brandenburg","Female","","","",""
"Sometimes","2014","Mecklenburg-Western Pomerania","Male","","","",""
"Sometimes","2014","Mecklenburg-Western Pomerania","Female","","","",""
"Sometimes","2014","Saxony","Male","","","",""
"Sometimes","2014","Saxony","Female","","","",""
"Sometimes","2014","Saxony-Anhalt","Male","","","",""
"Sometimes","2014","Saxony-Anhalt","Female","","","",""
"Sometimes","2014","Thuringia","Male","","","",""
"Sometimes","2014","Thuringia","Female","","","",""
"Rarely ","2014","Schleswig-Holstein","Male","","","",""
"Rarely ","2014","Schleswig-Holstein","Female","","","",""
"Rarely ","2014","Hamburg","Male","","","",""
"Rarely ","2014","Hamburg","Female","","","",""
"Rarely ","2014","Lower Saxony","Male","","","",""
"Rarely ","2014","Lower Saxony","Female","","","",""
"Rarely ","2014","Bremen","Male","","","",""
"Rarely ","2014","Bremen","Female","","","",""
"Rarely ","2014","North Rhine-Westphalia","Male","","","",""
"Rarely ","2014","North Rhine-Westphalia","Female","","","",""
"Rarely ","2014","Hesse","Male","","","",""
"Rarely ","2014","Hesse","Female","","","",""
"Rarely ","2014","Rhineland-Palatinate,Saarland","Male","","","",""
"Rarely ","2014","Rhineland-Palatinate,Saarland","Female","","","",""
"Rarely ","2014","Baden-Württemberg","Male","","","",""
"Rarely ","2014","Baden-Württemberg","Female","","","",""
"Rarely ","2014","Bavaria","Male","","","",""
"Rarely ","2014","Bavaria","Female","","","",""
"Rarely ","2014","Berlin","Male","","","",""
"Rarely ","2014","Berlin","Female","","","",""
"Rarely ","2014","Brandenburg","Male","","","",""
"Rarely ","2014","Brandenburg","Female","","","",""
"Rarely ","2014","Mecklenburg-Western Pomerania","Male","","","",""
"Rarely ","2014","Mecklenburg-Western Pomerania","Female","","","",""
"Rarely ","2014","Saxony","Male","","","",""
"Rarely ","2014","Saxony","Female","","","",""
"Rarely ","2014","Saxony-Anhalt","Male","","","",""
"Rarely ","2014","Saxony-Anhalt","Female","","","",""
"Rarely ","2014","Thuringia","Male","","","",""
"Rarely ","2014","Thuringia","Female","","","",""
"Never","2014","Schleswig-Holstein","Male","","","",""
"Never","2014","Schleswig-Holstein","Female","","","",""
"Never","2014","Hamburg","Male","","","",""
"Never","2014","Hamburg","Female","","","",""
"Never","2014","Lower Saxony","Male","","","",""
"Never","2014","Lower Saxony","Female","","","",""
"Never","2014","Bremen","Male","","","",""
"Never","2014","Bremen","Female","","","",""
"Never","2014","North Rhine-Westphalia","Male","","","",""
"Never","2014","North Rhine-Westphalia","Female","","","",""
"Never","2014","Hesse","Male","","","",""
"Never","2014","Hesse","Female","","","",""
"Never","2014","Rhineland-Palatinate,Saarland","Male","","","",""
"Never","2014","Rhineland-Palatinate,Saarland","Female","","","",""
"Never","2014","Baden-Württemberg","Male","","","",""
"Never","2014","Baden-Württemberg","Female","","","",""
"Never","2014","Bavaria","Male","","","",""
"Never","2014","Bavaria","Female","","","",""
"Never","2014","Berlin","Male","","","",""
"Never","2014","Berlin","Female","","","",""
"Never","2014","Brandenburg","Male","","","",""
"Never","2014","Brandenburg","Female","","","",""
"Never","2014","Mecklenburg-Western Pomerania","Male","","","",""
"Never","2014","Mecklenburg-Western Pomerania","Female","","","",""
"Never","2014","Saxony","Male","","","",""
"Never","2014","Saxony","Female","","","",""
"Never","2014","Saxony-Anhalt","Male","","","",""
"Never","2014","Saxony-Anhalt","Female","","","",""
"Never","2014","Thuringia","Male","","","",""
"Never","2014","Thuringia","Female","","","",""
"Very often","2015","Schleswig-Holstein","Male","","","",""
"Very often","2015","Schleswig-Holstein","Female","","","",""
"Very often","2015","Hamburg","Male","","","",""
"Very often","2015","Hamburg","Female","","","",""
"Very often","2015","Lower Saxony","Male","","","",""
"Very often","2015","Lower Saxony","Female","","","",""
"Very often","2015","Bremen","Male","","","",""
"Very often","2015","Bremen","Female","","","",""
"Very often","2015","North Rhine-Westphalia","Male","","","",""
"Very often","2015","North Rhine-Westphalia","Female","","","",""
"Very often","2015","Hesse","Male","","","",""
"Very often","2015","Hesse","Female","","","",""
"Very often","2015","Rhineland-Palatinate,Saarland","Male","","","",""
"Very often","2015","Rhineland-Palatinate,Saarland","Female","","","",""
"Very often","2015","Baden-Württemberg","Male","","","",""
"Very often","2015","Baden-Württemberg","Female","","","",""
"Very often","2015","Bavaria","Male","","","",""
"Very often","2015","Bavaria","Female","","","",""
"Very often","2015","Berlin","Male","","","",""
"Very often","2015","Berlin","Female","","","",""
"Very often","2015","Brandenburg","Male","","","",""
"Very often","2015","Brandenburg","Female","","","",""
"Very often","2015","Mecklenburg-Western Pomerania","Male","","","",""
"Very often","2015","Mecklenburg-Western Pomerania","Female","","","",""
"Very often","2015","Saxony","Male","","","",""
"Very often","2015","Saxony","Female","","","",""
"Very often","2015","Saxony-Anhalt","Male","","","",""
"Very often","2015","Saxony-Anhalt","Female","","","",""
"Very often","2015","Thuringia","Male","","","",""
"Very often","2015","Thuringia","Female","","","",""
"Often","2015","Schleswig-Holstein","Male","","","",""
"Often","2015","Schleswig-Holstein","Female","","","",""
"Often","2015","Hamburg","Male","","","",""
"Often","2015","Hamburg","Female","","","",""
"Often","2015","Lower Saxony","Male","","","",""
"Often","2015","Lower Saxony","Female","","","",""
"Often","2015","Bremen","Male","","","",""
"Often","2015","Bremen","Female","","","",""
"Often","2015","North Rhine-Westphalia","Male","","","",""
"Often","2015","North Rhine-Westphalia","Female","","","",""
"Often","2015","Hesse","Male","","","",""
"Often","2015","Hesse","Female","","","",""
"Often","2015","Rhineland-Palatinate,Saarland","Male","","","",""
"Often","2015","Rhineland-Palatinate,Saarland","Female","","","",""
"Often","2015","Baden-Württemberg","Male","","","",""
"Often","2015","Baden-Württemberg","Female","","","",""
"Often","2015","Bavaria","Male","","","",""
"Often","2015","Bavaria","Female","","","",""
"Often","2015","Berlin","Male","","","",""
"Often","2015","Berlin","Female","","","",""
"Often","2015","Brandenburg","Male","","","",""
"Often","2015","Brandenburg","Female","","","",""
"Often","2015","Mecklenburg-Western Pomerania","Male","","","",""
"Often","2015","Mecklenburg-Western Pomerania","Female","","","",""
"Often","2015","Saxony","Male","","","",""
"Often","2015","Saxony","Female","","","",""
"Often","2015","Saxony-Anhalt","Male","","","",""
"Often","2015","Saxony-Anhalt","Female","","","",""
"Often","2015","Thuringia","Male","","","",""
"Often","2015","Thuringia","Female","","","",""
"Sometimes","2015","Schleswig-Holstein","Male","","","",""
"Sometimes","2015","Schleswig-Holstein","Female","","","",""
"Sometimes","2015","Hamburg","Male","","","",""
"Sometimes","2015","Hamburg","Female","","","",""
"Sometimes","2015","Lower Saxony","Male","","","",""
"Sometimes","2015","Lower Saxony","Female","","","",""
"Sometimes","2015","Bremen","Male","","","",""
"Sometimes","2015","Bremen","Female","","","",""
"Sometimes","2015","North Rhine-Westphalia","Male","","","",""
"Sometimes","2015","North Rhine-Westphalia","Female","","","",""
"Sometimes","2015","Hesse","Male","","","",""
"Sometimes","2015","Hesse","Female","","","",""
"Sometimes","2015","Rhineland-Palatinate,Saarland","Male","","","",""
"Sometimes","2015","Rhineland-Palatinate,Saarland","Female","","","",""
"Sometimes","2015","Baden-Württemberg","Male","","","",""
"Sometimes","2015","Baden-Württemberg","Female","","","",""
"Sometimes","2015","Bavaria","Male","","","",""
"Sometimes","2015","Bavaria","Female","","","",""
"Sometimes","2015","Berlin","Male","","","",""
"Sometimes","2015","Berlin","Female","","","",""
"Sometimes","2015","Brandenburg","Male","","","",""
"Sometimes","2015","Brandenburg","Female","","","",""
"Sometimes","2015","Mecklenburg-Western Pomerania","Male","","","",""
"Sometimes","2015","Mecklenburg-Western Pomerania","Female","","","",""
"Sometimes","2015","Saxony","Male","","","",""
"Sometimes","2015","Saxony","Female","","","",""
"Sometimes","2015","Saxony-Anhalt","Male","","","",""
"Sometimes","2015","Saxony-Anhalt","Female","","","",""
"Sometimes","2015","Thuringia","Male","","","",""
"Sometimes","2015","Thuringia","Female","","","",""
"Rarely ","2015","Schleswig-Holstein","Male","","","",""
"Rarely ","2015","Schleswig-Holstein","Female","","","",""
"Rarely ","2015","Hamburg","Male","","","",""
"Rarely ","2015","Hamburg","Female","","","",""
"Rarely ","2015","Lower Saxony","Male","","","",""
"Rarely ","2015","Lower Saxony","Female","","","",""
"Rarely ","2015","Bremen","Male","","","",""
"Rarely ","2015","Bremen","Female","","","",""
"Rarely ","2015","North Rhine-Westphalia","Male","","","",""
"Rarely ","2015","North Rhine-Westphalia","Female","","","",""
"Rarely ","2015","Hesse","Male","","","",""
"Rarely ","2015","Hesse","Female","","","",""
"Rarely ","2015","Rhineland-Palatinate,Saarland","Male","","","",""
"Rarely ","2015","Rhineland-Palatinate,Saarland","Female","","","",""
"Rarely ","2015","Baden-Württemberg","Male","","","",""
"Rarely ","2015","Baden-Württemberg","Female","","","",""
"Rarely ","2015","Bavaria","Male","","","",""
"Rarely ","2015","Bavaria","Female","","","",""
"Rarely ","2015","Berlin","Male","","","",""
"Rarely ","2015","Berlin","Female","","","",""
"Rarely ","2015","Brandenburg","Male","","","",""
"Rarely ","2015","Brandenburg","Female","","","",""
"Rarely ","2015","Mecklenburg-Western Pomerania","Male","","","",""
"Rarely ","2015","Mecklenburg-Western Pomerania","Female","","","",""
"Rarely ","2015","Saxony","Male","","","",""
"Rarely ","2015","Saxony","Female","","","",""
"Rarely ","2015","Saxony-Anhalt","Male","","","",""
"Rarely ","2015","Saxony-Anhalt","Female","","","",""
"Rarely ","2015","Thuringia","Male","","","",""
"Rarely ","2015","Thuringia","Female","","","",""
"Never","2015","Schleswig-Holstein","Male","","","",""
"Never","2015","Schleswig-Holstein","Female","","","",""
"Never","2015","Hamburg","Male","","","",""
"Never","2015","Hamburg","Female","","","",""
"Never","2015","Lower Saxony","Male","","","",""
"Never","2015","Lower Saxony","Female","","","",""
"Never","2015","Bremen","Male","","","",""
"Never","2015","Bremen","Female","","","",""
"Never","2015","North Rhine-Westphalia","Male","","","",""
"Never","2015","North Rhine-Westphalia","Female","","","",""
"Never","2015","Hesse","Male","","","",""
"Never","2015","Hesse","Female","","","",""
"Never","2015","Rhineland-Palatinate,Saarland","Male","","","",""
"Never","2015","Rhineland-Palatinate,Saarland","Female","","","",""
"Never","2015","Baden-Württemberg","Male","","","",""
"Never","2015","Baden-Württemberg","Female","","","",""
"Never","2015","Bavaria","Male","","","",""
"Never","2015","Bavaria","Female","","","",""
"Never","2015","Berlin","Male","","","",""
"Never","2015","Berlin","Female","","","",""
"Never","2015","Brandenburg","Male","","","",""
"Never","2015","Brandenburg","Female","","","",""
"Never","2015","Mecklenburg-Western Pomerania","Male","","","",""
"Never","2015","Mecklenburg-Western Pomerania","Female","","","",""
"Never","2015","Saxony","Male","","","",""
"Never","2015","Saxony","Female","","","",""
"Never","2015","Saxony-Anhalt","Male","","","",""
"Never","2015","Saxony-Anhalt","Female","","","",""
"Never","2015","Thuringia","Male","","","",""
"Never","2015","Thuringia","Female","","","",""
"Very often","2016","Schleswig-Holstein","Male","","","",""
"Very often","2016","Schleswig-Holstein","Female","","","",""
"Very often","2016","Hamburg","Male","","","",""
"Very often","2016","Hamburg","Female","","","",""
"Very often","2016","Lower Saxony","Male","","","",""
"Very often","2016","Lower Saxony","Female","","","",""
"Very often","2016","Bremen","Male","","","",""
"Very often","2016","Bremen","Female","","","",""
"Very often","2016","North Rhine-Westphalia","Male","39","0.0969962945593042","0.0702970219438944","0.123695567174714"
