"plj0588","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Often","2013","Couple + C. GT 16 ","East Germany","39","0.06756968027171","0.0467618731968837","0.0883774873465362","2"
"Often","2013","Couple + C. LE and GT 16","West Germany","76","0.0430185866862663","0.0334409296641297","0.0525962437084028","2"
"Often","2013","Couple + C. LE and GT 16","East Germany","7","","","","2"
"Rarely ","2013","(Married) couple without C. ","West Germany","2485","0.453386627784708","0.440375950211936","0.466397305357481","4"
"Rarely ","2013","1-pers.-HH","East Germany","329","0.364124343663525","0.332599892795922","0.395648794531128","4"
"Rarely ","2013","(Married) couple without C. ","East Germany","929","0.472246241576052","0.450334069157083","0.494158413995021","4"
"Rarely ","2013","1-pers.-HH","West Germany","1083","0.404475380543786","0.385876701319432","0.423074059768141","4"
"Rarely ","2013","Single parent ","West Germany","862","0.414461137236969","0.393047069539061","0.435875204934877","4"
"Rarely ","2013","Single parent ","East Germany","210","0.352479843351894","0.31315650763432","0.391803179069467","4"
"Rarely ","2013","Couple + C. LE 16 ","West Germany","2379","0.460687576097686","0.447089966949647","0.474285185245725","4"
"Rarely ","2013","Couple + C. LE 16 ","East Germany","653","0.483495108713811","0.456423658000151","0.510566559427471","4"
"Rarely ","2013","Couple + C. GT 16 ","West Germany","1003","0.463812504465388","0.443063416721627","0.48456159220915","4"
"Rarely ","2013","Couple + C. GT 16 ","East Germany","244","0.429838007952549","0.388799295565602","0.470876720339497","4"
"Rarely ","2013","Couple + C. LE and GT 16","West Germany","818","0.434621901020673","0.411222499247405","0.458021302793941","4"
"Rarely ","2013","Couple + C. LE and GT 16","East Germany","140","0.547054409392073","0.489664247587617","0.60444457119653","4"
"Sometimes","2013","Couple + C. GT 16 ","East Germany","130","0.261517397271035","0.225087108477415","0.297947686064654","3"
"Sometimes","2013","(Married) couple without C. ","East Germany","404","0.213328798295252","0.1953480863563","0.231309510234203","3"
"Sometimes","2013","1-pers.-HH","West Germany","561","0.218490516635436","0.202831314873401","0.234149718397471","3"
"Sometimes","2013","Couple + C. LE and GT 16","West Germany","323","0.193063836575789","0.17443226385348","0.211695409298098","3"
"Sometimes","2013","(Married) couple without C. ","West Germany","971","0.180354187196698","0.170305677357202","0.190402697036193","3"
"Sometimes","2013","Single parent ","West Germany","452","0.222324235317141","0.204249494111664","0.240398976522618","3"
"Sometimes","2013","Single parent ","East Germany","139","0.216158664441988","0.182277606187601","0.250039722696375","3"
"Sometimes","2013","Couple + C. LE 16 ","West Germany","1008","0.203774519185931","0.192786179780802","0.21476285859106","3"
"Sometimes","2013","Couple + C. LE 16 ","East Germany","253","0.212222036447586","0.190071950249332","0.23437212264584","3"
"Sometimes","2013","Couple + C. GT 16 ","West Germany","454","0.209358698044269","0.192430735356652","0.226286660731885","3"
"Sometimes","2013","Couple + C. LE and GT 16","East Germany","66","0.202278359395928","0.155965716235176","0.248591002556679","3"
"Sometimes","2013","1-pers.-HH","East Germany","233","0.271587455592898","0.242448087151962","0.300726824033834","3"
"Very often","2013","1-pers.-HH","West Germany","60","0.0196840961918715","0.0144199618827671","0.0249482305009758","1"
"Very often","2013","1-pers.-HH","East Germany","19","","","","1"
"Very often","2013","(Married) couple without C. ","West Germany","33","0.00615764045309698","0.00411312051559409","0.00820216039059987","1"
"Very often","2013","(Married) couple without C. ","East Germany","11","","","","1"
"Very often","2013","Single parent ","West Germany","45","0.0167824940454702","0.0111986606239595","0.022366327466981","1"
"Very often","2013","Single parent ","East Germany","11","","","","1"
"Very often","2013","Couple + C. LE 16 ","West Germany","32","0.00388440923386898","0.00218750845656519","0.00558131001117277","1"
"Very often","2013","Couple + C. LE 16 ","East Germany","15","","","","1"
"Very often","2013","Couple + C. GT 16 ","West Germany","20","","","","1"
"Very often","2013","Couple + C. GT 16 ","East Germany","","","","","1"
"Very often","2013","Couple + C. LE and GT 16","West Germany","10","","","","1"
"Very often","2013","Couple + C. LE and GT 16","East Germany","4","","","","1"
"Never","2014","(Married) couple without C. ","West Germany","","","","","5"
"Never","2014","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","2014","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","2014","1-pers.-HH","East Germany","","","","","5"
"Never","2014","(Married) couple without C. ","East Germany","","","","","5"
"Never","2014","Single parent ","West Germany","","","","","5"
"Never","2014","Single parent ","East Germany","","","","","5"
"Never","2014","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","2014","1-pers.-HH","West Germany","","","","","5"
"Never","2014","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","2014","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","2014","Couple + C. LE and GT 16","East Germany","","","","","5"
"Often","2014","(Married) couple without C. ","East Germany","","","","","2"
"Often","2014","1-pers.-HH","East Germany","","","","","2"
"Often","2014","(Married) couple without C. ","West Germany","","","","","2"
"Often","2014","Single parent ","West Germany","","","","","2"
"Often","2014","1-pers.-HH","West Germany","","","","","2"
"Often","2014","Single parent ","East Germany","","","","","2"
"Often","2014","Couple + C. LE 16 ","East Germany","","","","","2"
"Often","2014","Couple + C. LE 16 ","West Germany","","","","","2"
"Often","2014","Couple + C. GT 16 ","West Germany","","","","","2"
"Often","2014","Couple + C. GT 16 ","East Germany","","","","","2"
"Often","2014","Couple + C. LE and GT 16","West Germany","","","","","2"
"Often","2014","Couple + C. LE and GT 16","East Germany","","","","","2"
"Rarely ","2014","1-pers.-HH","West Germany","","","","","4"
"Rarely ","2014","(Married) couple without C. ","West Germany","","","","","4"
"Rarely ","2014","(Married) couple without C. ","East Germany","","","","","4"
"Rarely ","2014","1-pers.-HH","East Germany","","","","","4"
"Rarely ","2014","Single parent ","West Germany","","","","","4"
"Rarely ","2014","Single parent ","East Germany","","","","","4"
"Rarely ","2014","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely ","2014","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely ","2014","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely ","2014","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely ","2014","Couple + C. LE and GT 16","West Germany","","","","","4"
"Rarely ","2014","Couple + C. LE and GT 16","East Germany","","","","","4"
"Sometimes","2014","Couple + C. GT 16 ","East Germany","","","","","3"
"Sometimes","2014","(Married) couple without C. ","West Germany","","","","","3"
"Sometimes","2014","(Married) couple without C. ","East Germany","","","","","3"
"Sometimes","2014","Single parent ","East Germany","","","","","3"
"Sometimes","2014","Couple + C. LE 16 ","West Germany","","","","","3"
"Sometimes","2014","Couple + C. GT 16 ","West Germany","","","","","3"
"Sometimes","2014","Couple + C. LE and GT 16","West Germany","","","","","3"
"Sometimes","2014","Couple + C. LE and GT 16","East Germany","","","","","3"
"Sometimes","2014","1-pers.-HH","West Germany","","","","","3"
"Sometimes","2014","1-pers.-HH","East Germany","","","","","3"
"Sometimes","2014","Single parent ","West Germany","","","","","3"
"Sometimes","2014","Couple + C. LE 16 ","East Germany","","","","","3"
"Very often","2014","Single parent ","East Germany","","","","","1"
"Very often","2014","Couple + C. LE 16 ","West Germany","","","","","1"
"Very often","2014","Couple + C. LE 16 ","East Germany","","","","","1"
"Very often","2014","Couple + C. GT 16 ","West Germany","","","","","1"
"Very often","2014","Couple + C. GT 16 ","East Germany","","","","","1"
"Very often","2014","Couple + C. LE and GT 16","West Germany","","","","","1"
"Very often","2014","1-pers.-HH","West Germany","","","","","1"
"Very often","2014","1-pers.-HH","East Germany","","","","","1"
"Very often","2014","(Married) couple without C. ","West Germany","","","","","1"
"Very often","2014","(Married) couple without C. ","East Germany","","","","","1"
"Very often","2014","Single parent ","West Germany","","","","","1"
"Very often","2014","Couple + C. LE and GT 16","East Germany","","","","","1"
"Never","2015","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","2015","1-pers.-HH","East Germany","","","","","5"
"Never","2015","(Married) couple without C. ","West Germany","","","","","5"
"Never","2015","(Married) couple without C. ","East Germany","","","","","5"
"Never","2015","Single parent ","West Germany","","","","","5"
"Never","2015","Single parent ","East Germany","","","","","5"
"Never","2015","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","2015","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","2015","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","2015","1-pers.-HH","West Germany","","","","","5"
"Never","2015","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","2015","Couple + C. LE and GT 16","East Germany","","","","","5"
"Often","2015","(Married) couple without C. ","West Germany","","","","","2"
"Often","2015","(Married) couple without C. ","East Germany","","","","","2"
"Often","2015","Single parent ","West Germany","","","","","2"
"Often","2015","1-pers.-HH","East Germany","","","","","2"
"Often","2015","1-pers.-HH","West Germany","","","","","2"
"Often","2015","Single parent ","East Germany","","","","","2"
"Often","2015","Couple + C. LE 16 ","East Germany","","","","","2"
"Often","2015","Couple + C. LE 16 ","West Germany","","","","","2"
"Often","2015","Couple + C. GT 16 ","West Germany","","","","","2"
"Often","2015","Couple + C. GT 16 ","East Germany","","","","","2"
"Often","2015","Couple + C. LE and GT 16","East Germany","","","","","2"
"Often","2015","Couple + C. LE and GT 16","West Germany","","","","","2"
"Rarely ","2015","1-pers.-HH","West Germany","","","","","4"
"Rarely ","2015","1-pers.-HH","East Germany","","","","","4"
"Rarely ","2015","(Married) couple without C. ","West Germany","","","","","4"
"Rarely ","2015","(Married) couple without C. ","East Germany","","","","","4"
"Rarely ","2015","Single parent ","West Germany","","","","","4"
"Rarely ","2015","Single parent ","East Germany","","","","","4"
"Rarely ","2015","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely ","2015","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely ","2015","Couple + C. LE and GT 16","East Germany","","","","","4"
"Rarely ","2015","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely ","2015","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely ","2015","Couple + C. LE and GT 16","West Germany","","","","","4"
"Sometimes","2015","(Married) couple without C. ","West Germany","","","","","3"
"Sometimes","2015","Single parent ","East Germany","","","","","3"
"Sometimes","2015","Couple + C. GT 16 ","West Germany","","","","","3"
"Sometimes","2015","Couple + C. GT 16 ","East Germany","","","","","3"
"Sometimes","2015","Couple + C. LE and GT 16","East Germany","","","","","3"
"Sometimes","2015","1-pers.-HH","East Germany","","","","","3"
"Sometimes","2015","(Married) couple without C. ","East Germany","","","","","3"
"Sometimes","2015","Single parent ","West Germany","","","","","3"
"Sometimes","2015","Couple + C. LE 16 ","West Germany","","","","","3"
"Sometimes","2015","Couple + C. LE 16 ","East Germany","","","","","3"
"Sometimes","2015","Couple + C. LE and GT 16","West Germany","","","","","3"
"Sometimes","2015","1-pers.-HH","West Germany","","","","","3"
"Very often","2015","1-pers.-HH","West Germany","","","","","1"
"Very often","2015","1-pers.-HH","East Germany","","","","","1"
"Very often","2015","(Married) couple without C. ","West Germany","","","","","1"
"Very often","2015","(Married) couple without C. ","East Germany","","","","","1"
"Very often","2015","Single parent ","East Germany","","","","","1"
"Very often","2015","Couple + C. LE 16 ","West Germany","","","","","1"
"Very often","2015","Couple + C. LE 16 ","East Germany","","","","","1"
"Very often","2015","Couple + C. GT 16 ","West Germany","","","","","1"
"Very often","2015","Couple + C. GT 16 ","East Germany","","","","","1"
"Very often","2015","Couple + C. LE and GT 16","West Germany","","","","","1"
"Very often","2015","Couple + C. LE and GT 16","East Germany","","","","","1"
"Very often","2015","Single parent ","West Germany","","","","","1"
"Never","2016","1-pers.-HH","East Germany","33","0.178909806149486","0.122918017167511","0.234901595131462","5"
"Never","2016","Couple + C. LE 16 ","East Germany","96","0.345491424581029","0.2924707611071","0.398512088054959","5"
"Never","2016","Couple + C. GT 16 ","West Germany","28","","","","5"
"Never","2016","Couple + C. GT 16 ","East Germany","2","","","","5"
"Never","2016","Couple + C. LE and GT 16","West Germany","133","0.327988185428157","0.278085239199558","0.377891131656757","5"
"Never","2016","1-pers.-HH","West Germany","186","0.213261251271813","0.184082184478949","0.242440318064676","5"
"Never","2016","(Married) couple without C. ","West Germany","37","0.289413121136934","0.207241309769117","0.371584932504751","5"
"Never","2016","(Married) couple without C. ","East Germany","10","","","","5"
"Never","2016","Single parent ","West Germany","77","0.266085423606234","0.212677767871711","0.319493079340756","5"
"Never","2016","Single parent ","East Germany","19","","","","5"
"Never","2016","Couple + C. LE 16 ","West Germany","544","0.343727208131043","0.31960317606118","0.367851240200906","5"
"Never","2016","Couple + C. LE and GT 16","East Germany","22","","","","5"
"Often","2016","1-pers.-HH","East Germany","35","0.201408665890848","0.142820053622322","0.259997278159375","2"
"Often","2016","(Married) couple without C. ","West Germany","14","","","","2"
"Often","2016","(Married) couple without C. ","East Germany","5","","","","2"
"Often","2016","1-pers.-HH","West Germany","143","0.225289577685411","0.195529065513439","0.255050089857383","2"
"Often","2016","Single parent ","West Germany","41","0.117543341145055","0.0786194790956756","0.156467203194434","2"
"Often","2016","Single parent ","East Germany","7","","","","2"
"Often","2016","Couple + C. LE 16 ","East Germany","43","0.152031788403138","0.111998078355943","0.192065498450334","2"
"Often","2016","Couple + C. LE 16 ","West Germany","165","0.115271197807598","0.0990506234525419","0.131491772162655","2"
"Often","2016","Couple + C. GT 16 ","West Germany","4","","","","2"
"Often","2016","Couple + C. GT 16 ","East Germany","","","","","2"
"Often","2016","Couple + C. LE and GT 16","East Germany","9","","","","2"
"Often","2016","Couple + C. LE and GT 16","West Germany","25","","","","2"
"Rarely ","2016","1-pers.-HH","East Germany","29","","","","4"
"Rarely ","2016","1-pers.-HH","West Germany","140","0.169252193051708","0.142540469873124","0.195963916230293","4"
"Rarely ","2016","(Married) couple without C. ","West Germany","23","","","","4"
"Rarely ","2016","(Married) couple without C. ","East Germany","3","","","","4"
"Rarely ","2016","Single parent ","East Germany","14","","","","4"
"Rarely ","2016","Single parent ","West Germany","45","0.177201827525539","0.131054030449195","0.223349624601883","4"
"Rarely ","2016","Couple + C. LE 16 ","West Germany","308","0.20274335846895","0.182322540538227","0.223164176399673","4"
"Rarely ","2016","Couple + C. LE 16 ","East Germany","49","0.137384041142326","0.0990004381141746","0.175767644170477","4"
"Rarely ","2016","Couple + C. LE and GT 16","East Germany","10","","","","4"
"Rarely ","2016","Couple + C. GT 16 ","West Germany","13","","","","4"
"Rarely ","2016","Couple + C. GT 16 ","East Germany","3","","","","4"
"Rarely ","2016","Couple + C. LE and GT 16","West Germany","90","0.271401953940152","0.224134836421431","0.318669071458874","4"
"Sometimes","2016","Single parent ","East Germany","31","0.481979905160912","0.371090881635394","0.592868928686431","3"
"Sometimes","2016","Couple + C. GT 16 ","West Germany","10","","","","3"
"Sometimes","2016","Couple + C. LE and GT 16","East Germany","13","","","","3"
"Sometimes","2016","1-pers.-HH","East Germany","56","0.309930058526732","0.242369964882266","0.377490152171197","3"
"Sometimes","2016","(Married) couple without C. ","West Germany","36","0.344790558871182","0.258666811931925","0.430914305810438","3"
"Sometimes","2016","Single parent ","West Germany","71","0.332127384371458","0.275206796372443","0.389047972370472","3"
"Sometimes","2016","Couple + C. LE 16 ","East Germany","106","0.331128775106212","0.278655451960153","0.38360209825227","3"
"Sometimes","2016","Couple + C. GT 16 ","East Germany","1","","","","3"
"Sometimes","2016","Couple + C. LE and GT 16","West Germany","77","0.255260101690015","0.208915152322386","0.301605051057644","3"
"Sometimes","2016","1-pers.-HH","West Germany","216","0.292454979737621","0.2600503770488","0.324859582426441","3"
"Sometimes","2016","(Married) couple without C. ","East Germany","1","","","","3"
"Sometimes","2016","Couple + C. LE 16 ","West Germany","379","0.278799825177561","0.256023959002004","0.301575691353118","3"
"Very often","2016","1-pers.-HH","West Germany","72","0.0997419982534472","0.0783956948109774","0.121088301695917","1"
"Very often","2016","Single parent ","East Germany","7","","","","1"
"Very often","2016","Couple + C. LE 16 ","West Germany","93","0.0594584104148472","0.0474469340380068","0.0714698867916876","1"
"Very often","2016","Couple + C. LE 16 ","East Germany","15","","","","1"
"Very often","2016","Couple + C. GT 16 ","West Germany","5","","","","1"
"Very often","2016","Couple + C. GT 16 ","East Germany","","","","","1"
"Very often","2016","Couple + C. LE and GT 16","East Germany","5","","","","1"
"Very often","2016","1-pers.-HH","East Germany","27","","","","1"
"Very often","2016","(Married) couple without C. ","West Germany","7","","","","1"
"Very often","2016","(Married) couple without C. ","East Germany","3","","","","1"
"Very often","2016","Single parent ","West Germany","29","","","","1"
"Very often","2016","Couple + C. LE and GT 16","West Germany","15","","","","1"
"Never","2017","Couple + C. LE 16 ","East Germany","385","0.306491239296732","0.280610227742643","0.332372250850821","5"
"Never","2017","1-pers.-HH","West Germany","960","0.29850500615443","0.283224365056035","0.313785647252824","5"
"Never","2017","1-pers.-HH","East Germany","275","0.249436319358564","0.223388655675897","0.275483983041231","5"
"Never","2017","(Married) couple without C. ","West Germany","2079","0.323779712682711","0.312187548330652","0.33537187703477","5"
"Never","2017","(Married) couple without C. ","East Germany","675","0.295527232785088","0.275993586911579","0.315060878658598","5"
"Never","2017","Single parent ","West Germany","502","0.262031302186274","0.242397573210615","0.281665031161933","5"
"Never","2017","Single parent ","East Germany","111","0.206694771035882","0.170355701336031","0.243033840735733","5"
"Never","2017","Couple + C. LE 16 ","West Germany","1809","0.306492356743238","0.29459547151748","0.318389241968996","5"
"Never","2017","Couple + C. GT 16 ","West Germany","855","0.285989105721765","0.269319711561674","0.302658499881856","5"
"Never","2017","Couple + C. GT 16 ","East Germany","153","0.339481627843593","0.297425024023104","0.381538231664082","5"
"Never","2017","Couple + C. LE and GT 16","West Germany","685","0.330274188944707","0.310315201770266","0.350233176119147","5"
"Never","2017","Couple + C. LE and GT 16","East Germany","122","0.267089993451022","0.223402803143482","0.310777183758561","5"
"Often","2017","1-pers.-HH","East Germany","94","0.0765108806742922","0.0605089402092718","0.0925128211393125","2"
"Often","2017","(Married) couple without C. ","West Germany","229","0.034501990891023","0.0299803779345159","0.03902360384753","2"
"Often","2017","(Married) couple without C. ","East Germany","101","0.0494107629390594","0.0401326495001648","0.0586888763779541","2"
"Often","2017","1-pers.-HH","West Germany","305","0.0701477527878233","0.0616193572986543","0.0786761482769924","2"
"Often","2017","Single parent ","West Germany","195","0.105652895455169","0.0919282546186031","0.119377536291736","2"
"Often","2017","Single parent ","East Germany","49","0.0868680851066471","0.0615933980717202","0.112142772141574","2"
"Often","2017","Couple + C. LE 16 ","West Germany","327","0.0442565466007067","0.038949446873618","0.0495636463277954","2"
"Often","2017","Couple + C. LE 16 ","East Germany","58","0.0409865900317905","0.0298569921820366","0.0521161878815444","2"
"Often","2017","Couple + C. GT 16 ","West Germany","135","0.0535835433948959","0.0452764420589316","0.0618906447308601","2"
"Often","2017","Couple + C. GT 16 ","East Germany","34","0.0475246035068761","0.0286286094080385","0.0664205976057138","2"
"Often","2017","Couple + C. LE and GT 16","West Germany","133","0.0452211680556987","0.036403069626717","0.0540392664846805","2"
"Often","2017","Couple + C. LE and GT 16","East Germany","24","","","","2"
"Rarely ","2017","1-pers.-HH","East Germany","409","0.413696158234277","0.384048030553974","0.443344285914579","4"
"Rarely ","2017","1-pers.-HH","West Germany","1291","0.398743632962971","0.382393164405685","0.415094101520256","4"
"Rarely ","2017","(Married) couple without C. ","West Germany","2753","0.442934839991418","0.430628793965475","0.455240886017361","4"
"Rarely ","2017","(Married) couple without C. ","East Germany","944","0.459852121142912","0.438515881215004","0.481188361070821","4"
"Rarely ","2017","Single parent ","East Germany","187","0.45377981550734","0.409101647089077","0.498457983925604","4"
"Rarely ","2017","Single parent ","West Germany","730","0.378313459225839","0.356660420007167","0.39996649844451","4"
"Rarely ","2017","Couple + C. LE 16 ","West Germany","2253","0.431691946730292","0.418910597537505","0.444473295923078","4"
"Rarely ","2017","Couple + C. LE and GT 16","East Germany","167","0.488500530825686","0.439142810392559","0.537858251258812","4"
"Rarely ","2017","Couple + C. LE and GT 16","West Germany","819","0.395435562678628","0.374685862596935","0.416185262760321","4"
"Rarely ","2017","Couple + C. LE 16 ","East Germany","537","0.4669344670595","0.438927601543498","0.494941332575502","4"
"Rarely ","2017","Couple + C. GT 16 ","West Germany","1248","0.462143368816165","0.443751990479009","0.480534747153321","4"
"Rarely ","2017","Couple + C. GT 16 ","East Germany","206","0.455591261745792","0.411359539785852","0.499822983705733","4"
"Sometimes","2017","Couple + C. LE and GT 16","East Germany","75","0.196915975686885","0.157649588084492","0.236182363289279","3"
"Sometimes","2017","1-pers.-HH","East Germany","251","0.231628495240512","0.20623182519791","0.257025165283113","3"
"Sometimes","2017","Single parent ","West Germany","435","0.230797140108248","0.211984797029183","0.249609483187312","3"
"Sometimes","2017","Single parent ","East Germany","117","0.230238253999507","0.192458788836822","0.268017719162192","3"
"Sometimes","2017","Couple + C. LE 16 ","East Germany","220","0.17971346729986","0.158159891032133","0.201267043567588","3"
"Sometimes","2017","Couple + C. GT 16 ","West Germany","559","0.187020920895524","0.172636995150811","0.201404846640238","3"
"Sometimes","2017","Couple + C. LE and GT 16","West Germany","464","0.220761656271764","0.203160157792677","0.23836315475085","3"
"Sometimes","2017","1-pers.-HH","West Germany","751","0.209781502541934","0.196185517770695","0.223377487313174","3"
"Sometimes","2017","(Married) couple without C. ","West Germany","1145","0.193420045975814","0.183634837823466","0.203205254128161","3"
"Sometimes","2017","(Married) couple without C. ","East Germany","363","0.190934681293204","0.174108457736133","0.207760904850274","3"
"Sometimes","2017","Couple + C. LE 16 ","West Germany","1292","0.209485808339411","0.198984825216233","0.219986791462589","3"
"Sometimes","2017","Couple + C. GT 16 ","East Germany","92","0.154307430524152","0.122223816161091","0.186391044887212","3"
"Very often","2017","1-pers.-HH","West Germany","138","0.0228221055528419","0.0178353491993407","0.0278088619063432","1"
"Very often","2017","Single parent ","East Germany","13","","","","1"
"Very often","2017","Couple + C. LE and GT 16","East Germany","6","","","","1"
"Very often","2017","1-pers.-HH","East Germany","31","0.0287281464923554","0.0186722831322662","0.0387840098524446","1"
"Very often","2017","(Married) couple without C. ","West Germany","53","0.00536341045903452","0.00355395312027687","0.00717286779779218","1"
"Very often","2017","Single parent ","West Germany","65","0.0232052030244707","0.0164831553429293","0.0299272507060121","1"
"Very often","2017","Couple + C. LE 16 ","West Germany","88","0.00807334158635279","0.0057641271350734","0.0103825560376322","1"
"Very often","2017","Couple + C. LE 16 ","East Germany","19","","","","1"
"Very often","2017","Couple + C. GT 16 ","West Germany","26","","","","1"
"Very often","2017","Couple + C. GT 16 ","East Germany","2","","","","1"
"Very often","2017","Couple + C. LE and GT 16","West Germany","32","0.00830742404920269","0.00445552954617633","0.012159318552229","1"
"Very often","2017","(Married) couple without C. ","East Germany","13","","","","1"
"Never","2018","1-pers.-HH","West Germany","1","","","","5"
"Never","2018","Couple + C. LE 16 ","East Germany","6","","","","5"
"Never","2018","Couple + C. GT 16 ","West Germany","5","","","","5"
"Never","2018","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","2018","Couple + C. LE and GT 16","West Germany","41","0.527024606531923","0.420886008185042","0.633163204878804","5"
"Never","2018","Couple + C. LE and GT 16","East Germany","10","","","","5"
"Never","2018","1-pers.-HH","East Germany","","","","","5"
"Never","2018","(Married) couple without C. ","West Germany","8","","","","5"
"Never","2018","(Married) couple without C. ","East Germany","","","","","5"
"Never","2018","Single parent ","West Germany","3","","","","5"
"Never","2018","Single parent ","East Germany","1","","","","5"
"Never","2018","Couple + C. LE 16 ","West Germany","49","0.470535771881161","0.384735028730557","0.556336515031766","5"
"Often","2018","1-pers.-HH","West Germany","1","","","","2"
"Often","2018","1-pers.-HH","East Germany","","","","","2"
"Often","2018","(Married) couple without C. ","West Germany","1","","","","2"
"Often","2018","(Married) couple without C. ","East Germany","1","","","","2"
"Often","2018","Single parent ","West Germany","1","","","","2"
"Often","2018","Single parent ","East Germany","","","","","2"
"Often","2018","Couple + C. LE 16 ","West Germany","16","","","","2"
"Often","2018","Couple + C. LE 16 ","East Germany","4","","","","2"
"Often","2018","Couple + C. LE and GT 16","West Germany","5","","","","2"
"Often","2018","Couple + C. GT 16 ","West Germany","3","","","","2"
"Often","2018","Couple + C. GT 16 ","East Germany","","","","","2"
"Often","2018","Couple + C. LE and GT 16","East Germany","2","","","","2"
"Rarely ","2018","1-pers.-HH","West Germany","1","","","","4"
"Rarely ","2018","1-pers.-HH","East Germany","","","","","4"
"Rarely ","2018","(Married) couple without C. ","West Germany","4","","","","4"
"Rarely ","2018","(Married) couple without C. ","East Germany","1","","","","4"
"Rarely ","2018","Single parent ","East Germany","","","","","4"
"Rarely ","2018","Single parent ","West Germany","4","","","","4"
"Rarely ","2018","Couple + C. LE 16 ","West Germany","14","","","","4"
"Rarely ","2018","Couple + C. LE and GT 16","East Germany","3","","","","4"
"Rarely ","2018","Couple + C. LE 16 ","East Germany","3","","","","4"
"Rarely ","2018","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely ","2018","Couple + C. LE and GT 16","West Germany","18","","","","4"
"Rarely ","2018","Couple + C. GT 16 ","West Germany","5","","","","4"
"Sometimes","2018","Single parent ","West Germany","10","","","","3"
"Sometimes","2018","Couple + C. LE 16 ","East Germany","6","","","","3"
"Sometimes","2018","Couple + C. LE and GT 16","West Germany","15","","","","3"
"Sometimes","2018","Couple + C. LE and GT 16","East Germany","5","","","","3"
"Sometimes","2018","1-pers.-HH","West Germany","2","","","","3"
"Sometimes","2018","1-pers.-HH","East Germany","1","","","","3"
"Sometimes","2018","(Married) couple without C. ","East Germany","","","","","3"
"Sometimes","2018","Single parent ","East Germany","","","","","3"
