"pld0044","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Sometimes","2018","Full Time","West Germany","1585","0.215742104371175","0.206581877080836","0.224902331661515","3"
"Sometimes","2018","Part Time","West Germany","1220","0.199448134532384","0.18948896611213","0.209407302952639","3"
"Sometimes","2018","Full Time","East Germany","303","0.156386607963589","0.141072481815932","0.171700734111245","3"
"Sometimes","2018","Part Time","East Germany","196","0.148029062404517","0.129092275116159","0.166965849692875","3"
"Sometimes","2018","Not Working","West Germany","884","0.123458819221837","0.115301272689119","0.131616365754555","3"
"Sometimes","2018","Not Working","East Germany","176","0.0765825479113949","0.0649192061030065","0.0882458897197833","3"
"Very often","2018","Full Time","West Germany","72","0.00796841622014393","0.00598844854651047","0.00994838389377738","1"
"Very often","2018","Full Time","East Germany","3","","","","1"
"Very often","2018","Part Time","West Germany","62","0.00739891235650606","0.00526299391525028","0.00953483079776184","1"
"Very often","2018","Part Time","East Germany","10","","","","1"
"Very often","2018","Not Working","West Germany","54","0.00551604170205813","0.00367939763815675","0.00735268576595952","1"
"Very often","2018","Not Working","East Germany","15","","","","1"
