"pld0044","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"Often","2018","16-34 y.","Employed","427","0.103433984682905","0.0944877135087732","0.112380255857037","2"
"Often","2018","66 and older","Not Employed","36","0.00605983289732293","0.00377058311203924","0.00834908268260662","2"
"Often","2018","66 and older","Employed","19","","","","2"
"Often","2018","35-65 y.","Employed","327","0.0297170170096376","0.0267252532231641","0.032708780796111","2"
"Rarely","2018","16-34 y.","Not Employed","440","0.268059833167464","0.246239504119517","0.28988016221541","4"
"Rarely","2018","35-65 y.","Not Employed","562","0.274639294161966","0.256180574893087","0.293098013430845","4"
"Rarely","2018","16-34 y.","Employed","1552","0.340924568057784","0.326998901089934","0.354850235025635","4"
"Rarely","2018","66 and older","Not Employed","1023","0.225628503716075","0.213298750104066","0.237958257328084","4"
"Rarely","2018","66 and older","Employed","183","0.285411874196342","0.249748563978233","0.321075184414451","4"
"Rarely","2018","35-65 y.","Employed","4625","0.38102976671213","0.37247339148536","0.389586141938901","4"
"Sometimes","2018","16-34 y.","Not Employed","468","0.285375320281444","0.263129171121211","0.307621469441677","3"
"Sometimes","2018","35-65 y.","Not Employed","295","0.139398948129888","0.125074631914327","0.153723264345449","3"
"Sometimes","2018","16-34 y.","Employed","1364","0.309702978859717","0.296119532101824","0.323286425617609","3"
"Sometimes","2018","35-65 y.","Employed","1880","0.160558918377135","0.154090653235232","0.167027183519038","3"
"Sometimes","2018","66 and older","Not Employed","297","0.069357399777863","0.0618632804709312","0.0768515190847947","3"
"Sometimes","2018","66 and older","Employed","60","0.103847320349901","0.0797567886096647","0.127937852090138","3"
"Very often","2018","16-34 y.","Not Employed","40","0.0244829595774849","0.0168699386890316","0.0320959804659382","1"
"Very often","2018","16-34 y.","Employed","74","0.0122360044347689","0.00900627826377889","0.0154657306057588","1"
"Very often","2018","35-65 y.","Not Employed","16","","","","1"
"Very often","2018","35-65 y.","Employed","69","0.00456802961048994","0.00337994947428223","0.00575610974669766","1"
"Very often","2018","66 and older","Not Employed","13","","","","1"
"Very often","2018","66 and older","Employed","4","","","","1"
