"pld0044","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Sometimes","2003","Part Time","direct migration background","137","0.225243029356955","0.192853391821695","0.257632666892214","3"
"Sometimes","2003","Not Working","direct migration background","148","0.16471924176964","0.142240569553198","0.187197913986082","3"
"Sometimes","2003","Not Working","indirect migration background","49","0.227669657781959","0.175375431676455","0.279963883887462","3"
"Very often","2003","Full Time","no migration background","24","","","","1"
"Very often","2003","Full Time","direct migration background","11","","","","1"
"Very often","2003","Full Time","indirect migration background","3","","","","1"
"Very often","2003","Part Time","no migration background","35","0.0085384505650037","0.00577291699025784","0.0113039841397496","1"
"Very often","2003","Part Time","direct migration background","9","","","","1"
"Very often","2003","Part Time","indirect migration background","5","","","","1"
"Very often","2003","Not Working","no migration background","25","","","","1"
"Very often","2003","Not Working","direct migration background","10","","","","1"
"Very often","2003","Not Working","indirect migration background","5","","","","1"
"Never","2004","Full Time","indirect migration background","","","","","5"
"Never","2004","Part Time","direct migration background","","","","","5"
"Never","2004","Part Time","no migration background","","","","","5"
"Never","2004","Full Time","no migration background","","","","","5"
"Never","2004","Full Time","direct migration background","","","","","5"
"Never","2004","Part Time","indirect migration background","","","","","5"
"Never","2004","Not Working","no migration background","","","","","5"
"Never","2004","Not Working","direct migration background","","","","","5"
"Never","2004","Not Working","indirect migration background","","","","","5"
"Often","2004","Full Time","no migration background","","","","","2"
"Often","2004","Full Time","direct migration background","","","","","2"
"Often","2004","Part Time","no migration background","","","","","2"
"Often","2004","Part Time","direct migration background","","","","","2"
"Often","2004","Full Time","indirect migration background","","","","","2"
"Often","2004","Part Time","indirect migration background","","","","","2"
"Often","2004","Not Working","direct migration background","","","","","2"
"Often","2004","Not Working","indirect migration background","","","","","2"
"Often","2004","Not Working","no migration background","","","","","2"
"Rarely","2004","Full Time","no migration background","","","","","4"
"Rarely","2004","Part Time","direct migration background","","","","","4"
"Rarely","2004","Part Time","indirect migration background","","","","","4"
"Rarely","2004","Not Working","no migration background","","","","","4"
"Rarely","2004","Not Working","direct migration background","","","","","4"
"Rarely","2004","Not Working","indirect migration background","","","","","4"
"Rarely","2004","Full Time","direct migration background","","","","","4"
"Rarely","2004","Full Time","indirect migration background","","","","","4"
"Rarely","2004","Part Time","no migration background","","","","","4"
"Sometimes","2004","Part Time","indirect migration background","","","","","3"
"Sometimes","2004","Full Time","no migration background","","","","","3"
"Sometimes","2004","Full Time","direct migration background","","","","","3"
"Sometimes","2004","Part Time","no migration background","","","","","3"
"Sometimes","2004","Part Time","direct migration background","","","","","3"
"Sometimes","2004","Not Working","no migration background","","","","","3"
"Sometimes","2004","Full Time","indirect migration background","","","","","3"
"Sometimes","2004","Not Working","direct migration background","","","","","3"
"Sometimes","2004","Not Working","indirect migration background","","","","","3"
"Very often","2004","Part Time","direct migration background","","","","","1"
"Very often","2004","Part Time","indirect migration background","","","","","1"
"Very often","2004","Full Time","no migration background","","","","","1"
"Very often","2004","Full Time","direct migration background","","","","","1"
"Very often","2004","Full Time","indirect migration background","","","","","1"
"Very often","2004","Part Time","no migration background","","","","","1"
"Very often","2004","Not Working","no migration background","","","","","1"
"Very often","2004","Not Working","direct migration background","","","","","1"
"Very often","2004","Not Working","indirect migration background","","","","","1"
"Never","2005","Full Time","no migration background","","","","","5"
"Never","2005","Full Time","direct migration background","","","","","5"
"Never","2005","Part Time","indirect migration background","","","","","5"
"Never","2005","Part Time","direct migration background","","","","","5"
"Never","2005","Part Time","no migration background","","","","","5"
"Never","2005","Full Time","indirect migration background","","","","","5"
"Never","2005","Not Working","direct migration background","","","","","5"
"Never","2005","Not Working","indirect migration background","","","","","5"
"Never","2005","Not Working","no migration background","","","","","5"
"Often","2005","Full Time","no migration background","","","","","2"
"Often","2005","Full Time","direct migration background","","","","","2"
"Often","2005","Full Time","indirect migration background","","","","","2"
"Often","2005","Part Time","no migration background","","","","","2"
"Often","2005","Part Time","direct migration background","","","","","2"
"Often","2005","Part Time","indirect migration background","","","","","2"
"Often","2005","Not Working","direct migration background","","","","","2"
"Often","2005","Not Working","indirect migration background","","","","","2"
"Often","2005","Not Working","no migration background","","","","","2"
"Rarely","2005","Full Time","no migration background","","","","","4"
"Rarely","2005","Full Time","direct migration background","","","","","4"
"Rarely","2005","Full Time","indirect migration background","","","","","4"
"Rarely","2005","Part Time","no migration background","","","","","4"
"Rarely","2005","Part Time","direct migration background","","","","","4"
"Rarely","2005","Part Time","indirect migration background","","","","","4"
"Rarely","2005","Not Working","no migration background","","","","","4"
"Rarely","2005","Not Working","direct migration background","","","","","4"
"Rarely","2005","Not Working","indirect migration background","","","","","4"
"Sometimes","2005","Full Time","no migration background","","","","","3"
"Sometimes","2005","Full Time","indirect migration background","","","","","3"
"Sometimes","2005","Part Time","no migration background","","","","","3"
"Sometimes","2005","Part Time","direct migration background","","","","","3"
"Sometimes","2005","Part Time","indirect migration background","","","","","3"
"Sometimes","2005","Not Working","direct migration background","","","","","3"
"Sometimes","2005","Not Working","indirect migration background","","","","","3"
"Sometimes","2005","Full Time","direct migration background","","","","","3"
"Sometimes","2005","Not Working","no migration background","","","","","3"
"Very often","2005","Full Time","no migration background","","","","","1"
"Very often","2005","Part Time","direct migration background","","","","","1"
"Very often","2005","Part Time","indirect migration background","","","","","1"
"Very often","2005","Full Time","direct migration background","","","","","1"
"Very often","2005","Full Time","indirect migration background","","","","","1"
"Very often","2005","Part Time","no migration background","","","","","1"
"Very often","2005","Not Working","no migration background","","","","","1"
"Very often","2005","Not Working","direct migration background","","","","","1"
"Very often","2005","Not Working","indirect migration background","","","","","1"
"Never","2006","Full Time","no migration background","","","","","5"
"Never","2006","Part Time","indirect migration background","","","","","5"
"Never","2006","Part Time","direct migration background","","","","","5"
"Never","2006","Part Time","no migration background","","","","","5"
"Never","2006","Full Time","direct migration background","","","","","5"
"Never","2006","Full Time","indirect migration background","","","","","5"
"Never","2006","Not Working","no migration background","","","","","5"
"Never","2006","Not Working","direct migration background","","","","","5"
"Never","2006","Not Working","indirect migration background","","","","","5"
"Often","2006","Full Time","direct migration background","","","","","2"
"Often","2006","Full Time","no migration background","","","","","2"
"Often","2006","Full Time","indirect migration background","","","","","2"
"Often","2006","Part Time","no migration background","","","","","2"
"Often","2006","Part Time","direct migration background","","","","","2"
"Often","2006","Not Working","no migration background","","","","","2"
"Often","2006","Not Working","direct migration background","","","","","2"
"Often","2006","Part Time","indirect migration background","","","","","2"
"Often","2006","Not Working","indirect migration background","","","","","2"
"Rarely","2006","Full Time","no migration background","","","","","4"
"Rarely","2006","Part Time","no migration background","","","","","4"
"Rarely","2006","Full Time","indirect migration background","","","","","4"
"Rarely","2006","Full Time","direct migration background","","","","","4"
"Rarely","2006","Part Time","direct migration background","","","","","4"
"Rarely","2006","Part Time","indirect migration background","","","","","4"
"Rarely","2006","Not Working","no migration background","","","","","4"
"Rarely","2006","Not Working","direct migration background","","","","","4"
"Rarely","2006","Not Working","indirect migration background","","","","","4"
"Sometimes","2006","Part Time","indirect migration background","","","","","3"
"Sometimes","2006","Not Working","direct migration background","","","","","3"
"Sometimes","2006","Not Working","indirect migration background","","","","","3"
"Sometimes","2006","Full Time","no migration background","","","","","3"
"Sometimes","2006","Full Time","direct migration background","","","","","3"
"Sometimes","2006","Part Time","no migration background","","","","","3"
"Sometimes","2006","Part Time","direct migration background","","","","","3"
"Sometimes","2006","Not Working","no migration background","","","","","3"
"Sometimes","2006","Full Time","indirect migration background","","","","","3"
"Very often","2006","Full Time","no migration background","","","","","1"
"Very often","2006","Full Time","direct migration background","","","","","1"
"Very often","2006","Full Time","indirect migration background","","","","","1"
"Very often","2006","Part Time","no migration background","","","","","1"
"Very often","2006","Part Time","direct migration background","","","","","1"
"Very often","2006","Part Time","indirect migration background","","","","","1"
"Very often","2006","Not Working","no migration background","","","","","1"
"Very often","2006","Not Working","direct migration background","","","","","1"
"Very often","2006","Not Working","indirect migration background","","","","","1"
"Never","2007","Part Time","no migration background","","","","","5"
"Never","2007","Part Time","direct migration background","","","","","5"
"Never","2007","Full Time","indirect migration background","","","","","5"
"Never","2007","Full Time","no migration background","","","","","5"
"Never","2007","Full Time","direct migration background","","","","","5"
"Never","2007","Part Time","indirect migration background","","","","","5"
"Never","2007","Not Working","no migration background","","","","","5"
"Never","2007","Not Working","direct migration background","","","","","5"
"Never","2007","Not Working","indirect migration background","","","","","5"
"Often","2007","Full Time","no migration background","","","","","2"
"Often","2007","Full Time","direct migration background","","","","","2"
"Often","2007","Full Time","indirect migration background","","","","","2"
"Often","2007","Part Time","no migration background","","","","","2"
"Often","2007","Part Time","direct migration background","","","","","2"
"Often","2007","Not Working","no migration background","","","","","2"
"Often","2007","Not Working","direct migration background","","","","","2"
"Often","2007","Part Time","indirect migration background","","","","","2"
"Often","2007","Not Working","indirect migration background","","","","","2"
"Rarely","2007","Full Time","no migration background","","","","","4"
"Rarely","2007","Full Time","indirect migration background","","","","","4"
"Rarely","2007","Part Time","no migration background","","","","","4"
"Rarely","2007","Full Time","direct migration background","","","","","4"
"Rarely","2007","Part Time","direct migration background","","","","","4"
"Rarely","2007","Part Time","indirect migration background","","","","","4"
"Rarely","2007","Not Working","no migration background","","","","","4"
"Rarely","2007","Not Working","direct migration background","","","","","4"
"Rarely","2007","Not Working","indirect migration background","","","","","4"
"Sometimes","2007","Part Time","direct migration background","","","","","3"
"Sometimes","2007","Full Time","no migration background","","","","","3"
"Sometimes","2007","Part Time","no migration background","","","","","3"
"Sometimes","2007","Part Time","indirect migration background","","","","","3"
"Sometimes","2007","Not Working","no migration background","","","","","3"
"Sometimes","2007","Not Working","direct migration background","","","","","3"
"Sometimes","2007","Not Working","indirect migration background","","","","","3"
"Sometimes","2007","Full Time","indirect migration background","","","","","3"
"Sometimes","2007","Full Time","direct migration background","","","","","3"
"Very often","2007","Part Time","direct migration background","","","","","1"
"Very often","2007","Part Time","indirect migration background","","","","","1"
"Very often","2007","Full Time","no migration background","","","","","1"
"Very often","2007","Full Time","direct migration background","","","","","1"
"Very often","2007","Full Time","indirect migration background","","","","","1"
"Very often","2007","Part Time","no migration background","","","","","1"
"Very often","2007","Not Working","no migration background","","","","","1"
"Very often","2007","Not Working","direct migration background","","","","","1"
"Very often","2007","Not Working","indirect migration background","","","","","1"
"Never","2008","Part Time","indirect migration background","71","0.358746845408928","0.295936253718563","0.421557437099293","5"
"Never","2008","Full Time","no migration background","3093","0.454876795305706","0.442774937360813","0.466978653250599","5"
"Never","2008","Part Time","direct migration background","211","0.4217695298751","0.377405325012515","0.466133734737685","5"
"Never","2008","Full Time","direct migration background","257","0.430880454857268","0.392026436250939","0.469734473463596","5"
"Never","2008","Part Time","no migration background","1819","0.471425647448142","0.455356366480653","0.487494928415631","5"
"Never","2008","Full Time","indirect migration background","105","0.343396384010047","0.292997560864586","0.393795207155509","5"
"Never","2008","Not Working","direct migration background","496","0.594032890933287","0.559853669329345","0.62821211253723","5"
"Never","2008","Not Working","indirect migration background","89","0.412955471741784","0.345719510907448","0.480191432576119","5"
"Never","2008","Not Working","no migration background","4238","0.672129461312742","0.660642806331769","0.683616116293714","5"
"Often","2008","Full Time","no migration background","112","0.0222567176796804","0.0186716215633918","0.0258418137959691","2"
"Often","2008","Full Time","indirect migration background","15","","","","2"
"Often","2008","Part Time","no migration background","102","0.0307815556148426","0.0252213235850411","0.0363417876446442","2"
"Often","2008","Part Time","direct migration background","15","","","","2"
"Often","2008","Full Time","direct migration background","23","","","","2"
"Often","2008","Part Time","indirect migration background","21","","","","2"
"Often","2008","Not Working","no migration background","134","0.0205386885112108","0.0170681576498233","0.0240092193725984","2"
"Often","2008","Not Working","direct migration background","15","","","","2"
"Often","2008","Not Working","indirect migration background","16","","","","2"
"Rarely","2008","Full Time","indirect migration background","139","0.384959249455409","0.333314018156251","0.436604480754566","4"
"Rarely","2008","Full Time","no migration background","2433","0.375168314910162","0.36340167608015","0.386934953740174","4"
"Rarely","2008","Part Time","no migration background","1277","0.356307561648687","0.340890964596888","0.371724158700487","4"
"Rarely","2008","Full Time","direct migration background","217","0.3328371549988","0.295863905390799","0.369810404606802","4"
"Rarely","2008","Part Time","direct migration background","160","0.343616441789797","0.300952553871632","0.386280329707962","4"
"Rarely","2008","Part Time","indirect migration background","85","0.354581812000824","0.291934432530924","0.417229191470725","4"
"Rarely","2008","Not Working","no migration background","1525","0.229636012239671","0.219344388551001","0.239927635928341","4"
"Rarely","2008","Not Working","direct migration background","182","0.252158263525884","0.221934193313842","0.282382333737927","4"
"Rarely","2008","Not Working","indirect migration background","45","0.213084032519988","0.157165712757148","0.269002352282828","4"
"Sometimes","2008","Full Time","indirect migration background","76","0.198368516699664","0.15604374178852","0.240693291610807","3"
"Sometimes","2008","Not Working","direct migration background","98","0.123146254086069","0.100275226322846","0.146017281849291","3"
"Sometimes","2008","Part Time","indirect migration background","44","0.167040477145738","0.118192465373896","0.215888488917581","3"
"Sometimes","2008","Full Time","direct migration background","125","0.196931533428342","0.165729010279871","0.228134056576813","3"
"Sometimes","2008","Part Time","no migration background","479","0.13249752946481","0.121583728019229","0.143411330910392","3"
"Sometimes","2008","Full Time","no migration background","844","0.14370149317863","0.135176362232089","0.15222662412517","3"
"Sometimes","2008","Part Time","direct migration background","88","0.188111831783263","0.153004261244857","0.22321940232167","3"
"Sometimes","2008","Not Working","no migration background","493","0.0736082775896561","0.0672186348842771","0.079997920295035","3"
"Sometimes","2008","Not Working","indirect migration background","54","0.294960250270112","0.232686785615652","0.357233714924573","3"
"Very often","2008","Full Time","no migration background","22","","","","1"
"Very often","2008","Part Time","direct migration background","2","","","","1"
"Very often","2008","Part Time","indirect migration background","3","","","","1"
"Very often","2008","Full Time","direct migration background","2","","","","1"
"Very often","2008","Full Time","indirect migration background","6","","","","1"
"Very often","2008","Part Time","no migration background","30","0.0089877058235174","0.0059496150647467","0.0120257965822881","1"
"Very often","2008","Not Working","no migration background","26","","","","1"
"Very often","2008","Not Working","direct migration background","2","","","","1"
"Very often","2008","Not Working","indirect migration background","2","","","","1"
"Never","2009","Full Time","no migration background","","","","","5"
"Never","2009","Part Time","no migration background","","","","","5"
"Never","2009","Part Time","direct migration background","","","","","5"
"Never","2009","Part Time","indirect migration background","","","","","5"
"Never","2009","Full Time","direct migration background","","","","","5"
"Never","2009","Full Time","indirect migration background","","","","","5"
"Never","2009","Not Working","no migration background","","","","","5"
"Never","2009","Not Working","direct migration background","","","","","5"
"Never","2009","Not Working","indirect migration background","","","","","5"
"Often","2009","Full Time","no migration background","","","","","2"
"Often","2009","Part Time","direct migration background","","","","","2"
"Often","2009","Part Time","no migration background","","","","","2"
"Often","2009","Not Working","direct migration background","","","","","2"
"Often","2009","Full Time","direct migration background","","","","","2"
"Often","2009","Full Time","indirect migration background","","","","","2"
"Often","2009","Part Time","indirect migration background","","","","","2"
"Often","2009","Not Working","no migration background","","","","","2"
"Often","2009","Not Working","indirect migration background","","","","","2"
"Rarely","2009","Full Time","indirect migration background","","","","","4"
"Rarely","2009","Full Time","no migration background","","","","","4"
"Rarely","2009","Part Time","no migration background","","","","","4"
"Rarely","2009","Full Time","direct migration background","","","","","4"
"Rarely","2009","Part Time","direct migration background","","","","","4"
"Rarely","2009","Part Time","indirect migration background","","","","","4"
"Rarely","2009","Not Working","no migration background","","","","","4"
"Rarely","2009","Not Working","direct migration background","","","","","4"
"Rarely","2009","Not Working","indirect migration background","","","","","4"
"Sometimes","2009","Full Time","no migration background","","","","","3"
"Sometimes","2009","Part Time","direct migration background","","","","","3"
"Sometimes","2009","Part Time","indirect migration background","","","","","3"
"Sometimes","2009","Part Time","no migration background","","","","","3"
"Sometimes","2009","Not Working","no migration background","","","","","3"
"Sometimes","2009","Not Working","indirect migration background","","","","","3"
"Sometimes","2009","Full Time","indirect migration background","","","","","3"
"Sometimes","2009","Not Working","direct migration background","","","","","3"
"Sometimes","2009","Full Time","direct migration background","","","","","3"
"Very often","2009","Full Time","no migration background","","","","","1"
"Very often","2009","Full Time","direct migration background","","","","","1"
"Very often","2009","Full Time","indirect migration background","","","","","1"
"Very often","2009","Part Time","no migration background","","","","","1"
"Very often","2009","Part Time","direct migration background","","","","","1"
"Very often","2009","Part Time","indirect migration background","","","","","1"
"Very often","2009","Not Working","no migration background","","","","","1"
"Very often","2009","Not Working","direct migration background","","","","","1"
"Very often","2009","Not Working","indirect migration background","","","","","1"
"Never","2010","Full Time","no migration background","","","","","5"
"Never","2010","Full Time","direct migration background","","","","","5"
"Never","2010","Full Time","indirect migration background","","","","","5"
"Never","2010","Part Time","no migration background","","","","","5"
"Never","2010","Part Time","direct migration background","","","","","5"
"Never","2010","Part Time","indirect migration background","","","","","5"
"Never","2010","Not Working","no migration background","","","","","5"
"Never","2010","Not Working","direct migration background","","","","","5"
"Never","2010","Not Working","indirect migration background","","","","","5"
"Often","2010","Full Time","no migration background","","","","","2"
"Often","2010","Full Time","direct migration background","","","","","2"
"Often","2010","Full Time","indirect migration background","","","","","2"
"Often","2010","Part Time","no migration background","","","","","2"
"Often","2010","Part Time","direct migration background","","","","","2"
"Often","2010","Part Time","indirect migration background","","","","","2"
"Often","2010","Not Working","no migration background","","","","","2"
"Often","2010","Not Working","direct migration background","","","","","2"
"Often","2010","Not Working","indirect migration background","","","","","2"
"Rarely","2010","Full Time","no migration background","","","","","4"
"Rarely","2010","Full Time","direct migration background","","","","","4"
"Rarely","2010","Full Time","indirect migration background","","","","","4"
"Rarely","2010","Part Time","no migration background","","","","","4"
"Rarely","2010","Part Time","direct migration background","","","","","4"
"Rarely","2010","Part Time","indirect migration background","","","","","4"
"Rarely","2010","Not Working","no migration background","","","","","4"
"Rarely","2010","Not Working","direct migration background","","","","","4"
"Rarely","2010","Not Working","indirect migration background","","","","","4"
"Sometimes","2010","Full Time","no migration background","","","","","3"
"Sometimes","2010","Full Time","indirect migration background","","","","","3"
"Sometimes","2010","Part Time","no migration background","","","","","3"
"Sometimes","2010","Part Time","direct migration background","","","","","3"
"Sometimes","2010","Part Time","indirect migration background","","","","","3"
"Sometimes","2010","Not Working","no migration background","","","","","3"
"Sometimes","2010","Not Working","direct migration background","","","","","3"
"Sometimes","2010","Not Working","indirect migration background","","","","","3"
"Sometimes","2010","Full Time","direct migration background","","","","","3"
"Very often","2010","Part Time","direct migration background","","","","","1"
"Very often","2010","Part Time","indirect migration background","","","","","1"
"Very often","2010","Not Working","no migration background","","","","","1"
"Very often","2010","Not Working","direct migration background","","","","","1"
"Very often","2010","Not Working","indirect migration background","","","","","1"
"Very often","2010","Full Time","no migration background","","","","","1"
"Very often","2010","Full Time","direct migration background","","","","","1"
"Very often","2010","Full Time","indirect migration background","","","","","1"
"Very often","2010","Part Time","no migration background","","","","","1"
"Never","2011","Part Time","indirect migration background","","","","","5"
"Never","2011","Not Working","no migration background","","","","","5"
"Never","2011","Not Working","direct migration background","","","","","5"
"Never","2011","Not Working","indirect migration background","","","","","5"
"Never","2011","Full Time","no migration background","","","","","5"
"Never","2011","Full Time","direct migration background","","","","","5"
"Never","2011","Full Time","indirect migration background","","","","","5"
"Never","2011","Part Time","no migration background","","","","","5"
"Never","2011","Part Time","direct migration background","","","","","5"
"Often","2011","Full Time","no migration background","","","","","2"
"Often","2011","Full Time","direct migration background","","","","","2"
"Often","2011","Full Time","indirect migration background","","","","","2"
"Often","2011","Part Time","no migration background","","","","","2"
"Often","2011","Part Time","direct migration background","","","","","2"
"Often","2011","Part Time","indirect migration background","","","","","2"
"Often","2011","Not Working","no migration background","","","","","2"
"Often","2011","Not Working","direct migration background","","","","","2"
"Often","2011","Not Working","indirect migration background","","","","","2"
"Rarely","2011","Full Time","no migration background","","","","","4"
"Rarely","2011","Full Time","direct migration background","","","","","4"
"Rarely","2011","Full Time","indirect migration background","","","","","4"
"Rarely","2011","Part Time","no migration background","","","","","4"
"Rarely","2011","Part Time","direct migration background","","","","","4"
"Rarely","2011","Part Time","indirect migration background","","","","","4"
"Rarely","2011","Not Working","no migration background","","","","","4"
"Rarely","2011","Not Working","direct migration background","","","","","4"
"Rarely","2011","Not Working","indirect migration background","","","","","4"
"Sometimes","2011","Not Working","direct migration background","","","","","3"
"Sometimes","2011","Full Time","no migration background","","","","","3"
"Sometimes","2011","Full Time","direct migration background","","","","","3"
"Sometimes","2011","Full Time","indirect migration background","","","","","3"
"Sometimes","2011","Part Time","no migration background","","","","","3"
"Sometimes","2011","Part Time","direct migration background","","","","","3"
"Sometimes","2011","Part Time","indirect migration background","","","","","3"
"Sometimes","2011","Not Working","no migration background","","","","","3"
"Sometimes","2011","Not Working","indirect migration background","","","","","3"
"Very often","2011","Full Time","no migration background","","","","","1"
"Very often","2011","Full Time","direct migration background","","","","","1"
"Very often","2011","Full Time","indirect migration background","","","","","1"
"Very often","2011","Part Time","no migration background","","","","","1"
"Very often","2011","Part Time","direct migration background","","","","","1"
"Very often","2011","Part Time","indirect migration background","","","","","1"
"Very often","2011","Not Working","no migration background","","","","","1"
"Very often","2011","Not Working","direct migration background","","","","","1"
"Very often","2011","Not Working","indirect migration background","","","","","1"
"Never","2012","Full Time","no migration background","","","","","5"
"Never","2012","Full Time","direct migration background","","","","","5"
"Never","2012","Full Time","indirect migration background","","","","","5"
"Never","2012","Part Time","no migration background","","","","","5"
"Never","2012","Part Time","direct migration background","","","","","5"
"Never","2012","Part Time","indirect migration background","","","","","5"
"Never","2012","Not Working","no migration background","","","","","5"
"Never","2012","Not Working","direct migration background","","","","","5"
"Never","2012","Not Working","indirect migration background","","","","","5"
"Often","2012","Full Time","no migration background","","","","","2"
"Often","2012","Full Time","direct migration background","","","","","2"
"Often","2012","Full Time","indirect migration background","","","","","2"
"Often","2012","Part Time","no migration background","","","","","2"
"Often","2012","Part Time","direct migration background","","","","","2"
"Often","2012","Not Working","direct migration background","","","","","2"
"Often","2012","Part Time","indirect migration background","","","","","2"
"Often","2012","Not Working","indirect migration background","","","","","2"
"Often","2012","Not Working","no migration background","","","","","2"
"Rarely","2012","Full Time","no migration background","","","","","4"
"Rarely","2012","Full Time","indirect migration background","","","","","4"
"Rarely","2012","Part Time","no migration background","","","","","4"
"Rarely","2012","Not Working","no migration background","","","","","4"
"Rarely","2012","Not Working","direct migration background","","","","","4"
"Rarely","2012","Full Time","direct migration background","","","","","4"
"Rarely","2012","Part Time","indirect migration background","","","","","4"
"Rarely","2012","Part Time","direct migration background","","","","","4"
"Rarely","2012","Not Working","indirect migration background","","","","","4"
"Sometimes","2012","Not Working","direct migration background","","","","","3"
"Sometimes","2012","Full Time","direct migration background","","","","","3"
"Sometimes","2012","Not Working","no migration background","","","","","3"
"Sometimes","2012","Full Time","no migration background","","","","","3"
"Sometimes","2012","Full Time","indirect migration background","","","","","3"
"Sometimes","2012","Part Time","indirect migration background","","","","","3"
"Sometimes","2012","Part Time","no migration background","","","","","3"
"Sometimes","2012","Part Time","direct migration background","","","","","3"
"Sometimes","2012","Not Working","indirect migration background","","","","","3"
"Very often","2012","Full Time","no migration background","","","","","1"
"Very often","2012","Full Time","direct migration background","","","","","1"
"Very often","2012","Full Time","indirect migration background","","","","","1"
"Very often","2012","Not Working","no migration background","","","","","1"
"Very often","2012","Not Working","direct migration background","","","","","1"
"Very often","2012","Part Time","no migration background","","","","","1"
"Very often","2012","Part Time","direct migration background","","","","","1"
"Very often","2012","Part Time","indirect migration background","","","","","1"
"Very often","2012","Not Working","indirect migration background","","","","","1"
"Never","2013","Full Time","no migration background","3957","0.449672231517089","0.438910351014893","0.460434112019284","5"
"Never","2013","Full Time","direct migration background","394","0.368161648091328","0.337296459398271","0.399026836784385","5"
"Never","2013","Full Time","indirect migration background","153","0.35155701301328","0.30857441106461","0.39453961496195","5"
"Never","2013","Part Time","indirect migration background","171","0.37341588191995","0.325953696995192","0.420878066844707","5"
"Never","2013","Not Working","no migration background","4839","0.669439675422277","0.658800469625687","0.680078881218866","5"
"Never","2013","Not Working","direct migration background","559","0.657827900883824","0.627498585581874","0.688157216185775","5"
"Never","2013","Part Time","no migration background","2992","0.487411513316997","0.474706709770065","0.500116316863929","5"
"Never","2013","Part Time","direct migration background","348","0.458080542615073","0.422888779695478","0.493272305534669","5"
"Never","2013","Not Working","indirect migration background","101","0.319369384070547","0.267552621302156","0.371186146838938","5"
"Often","2013","Full Time","no migration background","204","0.0274445199665619","0.0239101302962746","0.0309789096368492","2"
"Often","2013","Full Time","direct migration background","47","0.0703251611719021","0.0539619860434344","0.0866883363003697","2"
"Often","2013","Full Time","indirect migration background","31","0.060709966408453","0.0392124260179646","0.0822075067989413","2"
"Often","2013","Part Time","no migration background","148","0.0287494288073298","0.0245020999096445","0.032996757705015","2"
"Often","2013","Part Time","direct migration background","41","0.032222617240115","0.0197496187766118","0.0446956157036182","2"
