"pld0044","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Often","2008","(1a) inadequately completed","inadequately","4","","",""
"Often","2008","(1a) inadequately completed","general elemantary","","","",""
"Often","2008","(1a) inadequately completed","middle vocational","","","",""
"Often","2008","(1a) inadequately completed","vocational + Abi","","","",""
"Often","2008","(1a) inadequately completed","higher vocational","","","",""
"Often","2008","(1a) inadequately completed","higher education","","","",""
"Often","2008","(1b) general elementary school","in school","","","",""
"Often","2008","(1b) general elementary school","inadequately","1","","",""
"Often","2008","(1b) general elementary school","general elemantary","30","0.0296348901402327","0.0211488582713335","0.038120922009132"
"Often","2008","(1b) general elementary school","middle vocational","","","",""
"Often","2008","(1b) general elementary school","vocational + Abi","","","",""
"Often","2008","(1b) general elementary school","higher vocational","","","",""
"Often","2008","(1b) general elementary school","higher education","","","",""
"Often","2008","(1c) basic vocational qualification","in school","","","",""
"Often","2008","(1c) basic vocational qualification","inadequately","","","",""
"Often","2008","(1c) basic vocational qualification","general elemantary","","","",""
"Often","2008","(1c) basic vocational qualification","middle vocational","62","0.0208071521940022","0.0167645024952481","0.0248498018927563"
"Often","2008","(1c) basic vocational qualification","vocational + Abi","","","",""
"Often","2008","(1c) basic vocational qualification","higher vocational","5","","",""
"Often","2008","(1c) basic vocational qualification","higher education","","","",""
"Often","2008","(2b) intermediate general qualification","in school","","","",""
"Often","2008","(2b) intermediate general qualification","inadequately","","","",""
"Often","2008","(2b) intermediate general qualification","general elemantary","31","0.0767358913830268","0.0529736819369239","0.10049810082913"
"Often","2008","(2b) intermediate general qualification","middle vocational","","","",""
"Often","2008","(2b) intermediate general qualification","vocational + Abi","","","",""
"Often","2008","(2b) intermediate general qualification","higher vocational","","","",""
"Often","2008","(2b) intermediate general qualification","higher education","","","",""
"Often","2008","(2a) intermediate vocational","in school","","","",""
"Often","2008","(2a) intermediate vocational","inadequately","","","",""
"Often","2008","(2a) intermediate vocational","general elemantary","","","",""
"Often","2008","(2a) intermediate vocational","middle vocational","47","0.0137754692031797","0.0101674307009783","0.017383507705381"
"Often","2008","(2a) intermediate vocational","vocational + Abi","","","",""
"Often","2008","(2a) intermediate vocational","higher vocational","3","","",""
"Often","2008","(2a) intermediate vocational","higher education","","","",""
"Often","2008","(2c_gen) general maturity certificate","in school","","","",""
"Often","2008","(2c_gen) general maturity certificate","inadequately","","","",""
"Often","2008","(2c_gen) general maturity certificate","general elemantary","","","",""
"Often","2008","(2c_gen) general maturity certificate","middle vocational","62","0.0785119752021299","0.0590929624611806","0.0979309879430792"
"Often","2008","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Often","2008","(2c_gen) general maturity certificate","higher vocational","","","",""
"Often","2008","(2c_gen) general maturity certificate","higher education","","","",""
"Often","2008","(2c_voc) vocational maturity certificate","in school","","","",""
"Often","2008","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Often","2008","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Often","2008","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Often","2008","(2c_voc) vocational maturity certificate","vocational + Abi","31","0.0319666651963608","0.0215569559392313","0.0423763744534904"
"Often","2008","(2c_voc) vocational maturity certificate","higher vocational","3","","",""
"Often","2008","(2c_voc) vocational maturity certificate","higher education","","","",""
"Often","2008","(3a) lower tertiary education","in school","","","",""
"Often","2008","(3a) lower tertiary education","inadequately","","","",""
"Often","2008","(3a) lower tertiary education","general elemantary","","","",""
"Often","2008","(3a) lower tertiary education","middle vocational","","","",""
"Often","2008","(3a) lower tertiary education","vocational + Abi","","","",""
"Often","2008","(3a) lower tertiary education","higher vocational","","","",""
"Often","2008","(3a) lower tertiary education","higher education","18","","",""
"Often","2008","(3b) higher tertiary education","in school","","","",""
"Often","2008","(3b) higher tertiary education","inadequately","","","",""
"Often","2008","(3b) higher tertiary education","general elemantary","","","",""
"Often","2008","(3b) higher tertiary education","middle vocational","","","",""
"Often","2008","(3b) higher tertiary education","vocational + Abi","","","",""
"Often","2008","(3b) higher tertiary education","higher vocational","","","",""
"Often","2008","(3b) higher tertiary education","higher education","46","0.015154820448921","0.0104093609542609","0.0199002799435811"
"Sometimes","2008","(0) in school","in school","118","0.367550008803037","0.317254170340243","0.417845847265831"
"Sometimes","2008","(0) in school","inadequately","","","",""
"Sometimes","2008","(0) in school","general elemantary","","","",""
"Sometimes","2008","(0) in school","middle vocational","2","","",""
"Sometimes","2008","(0) in school","vocational + Abi","","","",""
"Sometimes","2008","(0) in school","higher vocational","","","",""
"Sometimes","2008","(0) in school","higher education","","","",""
"Sometimes","2008","(1a) inadequately completed","in school","","","",""
"Sometimes","2008","(1a) inadequately completed","inadequately","21","","",""
"Sometimes","2008","(1a) inadequately completed","general elemantary","","","",""
"Sometimes","2008","(1a) inadequately completed","middle vocational","7","","",""
"Sometimes","2008","(1a) inadequately completed","vocational + Abi","","","",""
"Sometimes","2008","(1a) inadequately completed","higher vocational","","","",""
"Sometimes","2008","(1a) inadequately completed","higher education","","","",""
"Sometimes","2008","(1b) general elementary school","in school","","","",""
"Sometimes","2008","(1b) general elementary school","inadequately","3","","",""
"Sometimes","2008","(1b) general elementary school","general elemantary","160","0.11089261811945","0.0951794470839558","0.126605789154945"
"Sometimes","2008","(1b) general elementary school","middle vocational","","","",""
"Sometimes","2008","(1b) general elementary school","vocational + Abi","","","",""
"Sometimes","2008","(1b) general elementary school","higher vocational","","","",""
"Sometimes","2008","(1b) general elementary school","higher education","","","",""
"Sometimes","2008","(1c) basic vocational qualification","in school","","","",""
"Sometimes","2008","(1c) basic vocational qualification","inadequately","","","",""
"Sometimes","2008","(1c) basic vocational qualification","general elemantary","","","",""
"Sometimes","2008","(1c) basic vocational qualification","middle vocational","373","0.0808585281009386","0.0731374175766884","0.0885796386251888"
"Sometimes","2008","(1c) basic vocational qualification","vocational + Abi","","","",""
"Sometimes","2008","(1c) basic vocational qualification","higher vocational","29","","",""
"Sometimes","2008","(1c) basic vocational qualification","higher education","","","",""
"Sometimes","2008","(2b) intermediate general qualification","in school","","","",""
"Sometimes","2008","(2b) intermediate general qualification","inadequately","","","",""
"Sometimes","2008","(2b) intermediate general qualification","general elemantary","104","0.199803040763327","0.16410666974087","0.235499411785785"
"Sometimes","2008","(2b) intermediate general qualification","middle vocational","","","",""
