"year","age_gr","education","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2005","66 and older","no degree/no degree yet","4.68","5","65","4.07","5.29","2","3","6","8"
"2005","66 and older","Other degree","4.76","5","178","4.42","5.1","2","3","6","8"
"2005","66 and older","secondary school degree","5.61","5","545","5.42","5.8","3","4","7","8"
"2006","16-34 y.","college entrance qualification","7.55","8","1628","7.46","7.64","5","7","9","10"
"2006","16-34 y.","lower secondary degree","7.45","8","912","7.32","7.58","5","6","9","10"
"2006","16-34 y.","no degree/no degree yet","7.98","8","431","7.82","8.14","6","7","9","10"
"2006","16-34 y.","Other degree","7.55","8","181","7.28","7.82","5","6","9","10"
"2006","16-34 y.","secondary school degree","7.47","8","1606","7.38","7.56","5","7","9","10"
"2006","35-65 y.","college entrance qualification","6.78","7","3319","6.71","6.85","4","6","8","9"
"2006","35-65 y.","lower secondary degree","6.27","7","3898","6.2","6.34","3","5","8","9"
"2006","35-65 y.","no degree/no degree yet","5.43","5","142","5.06","5.8","3","4","7","8"
"2006","35-65 y.","Other degree","6.28","7","798","6.13","6.43","3","5","8","9"
"2006","35-65 y.","secondary school degree","6.55","7","4206","6.49","6.61","3","5","8","9"
"2006","66 and older","college entrance qualification","6","6","670","5.82","6.18","3","5","8","9"
"2006","66 and older","lower secondary degree","5.4","5","2813","5.31","5.49","2","4","7","8"
"2006","66 and older","no degree/no degree yet","5.41","5","84","4.86","5.96","3","4","7","9"
"2006","66 and older","Other degree","4.87","5","217","4.55","5.19","2","3","7","8"
"2006","66 and older","secondary school degree","5.72","6","668","5.55","5.89","3","4","7","9"
"2007","16-34 y.","college entrance qualification","7.59","8","1577","7.5","7.68","5","7","9","10"
"2007","16-34 y.","lower secondary degree","7.54","8","781","7.4","7.68","5","7","9","10"
"2007","16-34 y.","no degree/no degree yet","7.85","8","378","7.68","8.02","5","7","9","10"
"2007","16-34 y.","Other degree","7.11","7","148","6.77","7.45","5","6","9","10"
"2007","16-34 y.","secondary school degree","7.57","8","1416","7.47","7.67","5","7","9","10"
"2007","35-65 y.","college entrance qualification","6.76","7","3159","6.69","6.83","4","6","8","9"
"2007","35-65 y.","lower secondary degree","6.19","7","3455","6.12","6.26","3","5","8","9"
"2007","35-65 y.","no degree/no degree yet","5.2","5","116","4.76","5.64","2","4","6","8"
"2007","35-65 y.","Other degree","6.08","6","724","5.92","6.24","3","5","8","9"
"2007","35-65 y.","secondary school degree","6.52","7","3966","6.45","6.59","3","5","8","9"
"2007","66 and older","college entrance qualification","5.97","6","702","5.8","6.14","3","4","8","9"
"2007","66 and older","lower secondary degree","5.4","5","2715","5.32","5.48","2","4","7","8"
"2007","66 and older","no degree/no degree yet","5.06","6","68","4.56","5.56","2","4","6","7"
"2007","66 and older","Other degree","5.2","5","203","4.87","5.53","2","4","7","8"
"2007","66 and older","secondary school degree","5.74","6","683","5.57","5.91","3","4","8","8"
"2008","16-34 y.","college entrance qualification","7.55","8","1443","7.46","7.64","5","7","9","9"
"2008","16-34 y.","lower secondary degree","7.42","8","671","7.26","7.58","5","6","9","10"
"2008","16-34 y.","no degree/no degree yet","7.87","8","390","7.69","8.05","5","7","9","10"
"2008","16-34 y.","Other degree","7.45","8","118","7.09","7.81","5","6","9","10"
"2008","16-34 y.","secondary school degree","7.29","8","1297","7.19","7.39","5","6","9","10"
"2008","35-65 y.","college entrance qualification","6.78","7","2975","6.71","6.85","4","6","8","9"
"2008","35-65 y.","lower secondary degree","6.15","6","3173","6.07","6.23","3","5","8","9"
"2008","35-65 y.","no degree/no degree yet","5.14","5","101","4.66","5.62","2","4","7","8"
"2008","35-65 y.","Other degree","6.03","6","626","5.86","6.2","3","5","8","9"
"2008","35-65 y.","secondary school degree","6.48","7","3769","6.41","6.55","3","5","8","9"
"2008","66 and older","college entrance qualification","6.16","6","728","6.01","6.31","3","5","8","9"
"2008","66 and older","lower secondary degree","5.48","6","2648","5.4","5.56","2","4","7","8"
"2008","66 and older","no degree/no degree yet","5.06","5","58","4.48","5.64","3","4","7","8"
"2008","66 and older","Other degree","4.83","5","206","4.52","5.14","2","3","6","8"
"2008","66 and older","secondary school degree","5.83","6","698","5.67","5.99","3","5","7","9"
"2009","16-34 y.","college entrance qualification","7.51","8","1379","7.42","7.6","5","7","9","10"
"2009","16-34 y.","lower secondary degree","7.34","8","581","7.18","7.5","4","6","9","10"
"2009","16-34 y.","no degree/no degree yet","7.79","8","338","7.59","7.99","6","7","9","10"
"2009","16-34 y.","Other degree","7.47","8","96","7.08","7.86","5","7","9","10"
"2009","16-34 y.","secondary school degree","7.26","8","1151","7.15","7.37","4","6","9","10"
"2009","35-65 y.","college entrance qualification","6.81","7","2797","6.74","6.88","4","6","8","9"
"2009","35-65 y.","lower secondary degree","6.07","6","2863","5.99","6.15","3","5","8","9"
"2009","35-65 y.","no degree/no degree yet","5.21","5","91","4.67","5.75","2","4","7","8"
"2009","35-65 y.","Other degree","6.16","6","535","5.98","6.34","3","5","8","9"
"2009","35-65 y.","secondary school degree","6.32","7","3561","6.25","6.39","3","5","8","9"
"2009","66 and older","college entrance qualification","6.04","7","725","5.88","6.2","3","5","8","9"
"2009","66 and older","lower secondary degree","5.42","5","2516","5.33","5.51","2","4","7","8"
"2009","66 and older","no degree/no degree yet","4.52","5","58","3.88","5.16","0","4","6","7"
"2009","66 and older","Other degree","5.29","5","180","4.94","5.64","2","3","7","8"
"2009","66 and older","secondary school degree","5.77","6","717","5.61","5.93","3","4","7","8"
"2010","16-34 y.","college entrance qualification","7.58","8","1982","7.5","7.66","5","7","9","10"
"2010","16-34 y.","lower secondary degree","7.38","8","1140","7.26","7.5","4","6","9","10"
"2010","16-34 y.","no degree/no degree yet","7.97","8","553","7.82","8.12","5","7","9","10"
"2010","16-34 y.","Other degree","8","8","430","7.83","8.17","5","7","9","10"
"2010","16-34 y.","secondary school degree","7.42","8","2029","7.33","7.51","5","6","9","10"
"2010","35-65 y.","college entrance qualification","6.84","7","4081","6.78","6.9","4","6","8","9"
"2010","35-65 y.","lower secondary degree","6.05","6","3392","5.97","6.13","3","5","8","9"
"2010","35-65 y.","no degree/no degree yet","5.65","6","173","5.24","6.06","2","3","8","9"
"2010","35-65 y.","Other degree","6.46","7","988","6.32","6.6","4","5","8","9"
"2010","35-65 y.","secondary school degree","6.38","7","4685","6.32","6.44","3","5","8","9"
"2010","66 and older","college entrance qualification","6.09","6","744","5.94","6.24","3","5","8","9"
"2010","66 and older","lower secondary degree","5.47","5","2343","5.38","5.56","2","4","7","8"
"2010","66 and older","no degree/no degree yet","4.34","4.62","53","3.63","5.05","0","3","6","8"
"2010","66 and older","Other degree","5.37","5","172","5","5.74","2","4","7","8"
"2010","66 and older","secondary school degree","5.88","6","743","5.72","6.04","3","4","8","9"
"2011","16-34 y.","college entrance qualification","7.8","8","1941","7.72","7.88","6","7","9","10"
"2011","16-34 y.","lower secondary degree","7.36","8","1039","7.23","7.49","5","6","9","10"
"2011","16-34 y.","no degree/no degree yet","7.77","8","551","7.61","7.93","5","7","9","10"
"2011","16-34 y.","Other degree","7.58","8","341","7.37","7.79","5","7","9","10"
"2011","16-34 y.","secondary school degree","7.25","8","1860","7.16","7.34","4","6","9","10"
"2011","35-65 y.","college entrance qualification","6.82","7","4594","6.76","6.88","4","6","8","9"
"2011","35-65 y.","lower secondary degree","6.13","7","3709","6.06","6.2","3","5","8","9"
"2011","35-65 y.","no degree/no degree yet","6.02","6","195","5.67","6.37","3","4","8","10"
"2011","35-65 y.","Other degree","6.47","7","1091","6.33","6.61","3","5","8","9"
"2011","35-65 y.","secondary school degree","6.42","7","5273","6.36","6.48","3","5","8","9"
"2011","66 and older","college entrance qualification","6.09","7","825","5.93","6.25","2","4","8","9"
"2011","66 and older","lower secondary degree","5.51","5","2541","5.42","5.6","2","4","7","8"
"2011","66 and older","no degree/no degree yet","5.05","5","64","4.48","5.62","2","3","7","8"
"2011","66 and older","Other degree","5.37","5","211","5.07","5.67","2","4","7","8"
"2011","66 and older","secondary school degree","5.77","6","853","5.62","5.92","2","4","8","9"
"2012","16-34 y.","college entrance qualification","7.76","8","1908","7.68","7.84","6","7","9","10"
"2012","16-34 y.","lower secondary degree","7.38","8","1023","7.25","7.51","4","6","9","10"
"2012","16-34 y.","no degree/no degree yet","7.86","8","577","7.7","8.02","6","7","9","10"
"2012","16-34 y.","Other degree","7.76","8","310","7.55","7.97","5","7","9","10"
"2012","16-34 y.","secondary school degree","7.32","8","1725","7.22","7.42","5","6","9","10"
"2012","35-65 y.","college entrance qualification","6.93","7","4713","6.87","6.99","4","6","8","9"
"2012","35-65 y.","lower secondary degree","6.05","6","3798","5.98","6.12","3","5","8","9"
"2012","35-65 y.","no degree/no degree yet","6.01","6","201","5.65","6.37","2","4","8","9"
"2012","35-65 y.","Other degree","6.69","7","1187","6.56","6.82","3","5","8","9"
"2012","35-65 y.","secondary school degree","6.53","7","5473","6.47","6.59","3","5","8","9"
"2012","66 and older","college entrance qualification","6.31","7","912","6.16","6.46","3","5","8","9"
"2012","66 and older","lower secondary degree","5.66","6","2708","5.57","5.75","2","4","7","8"
"2012","66 and older","no degree/no degree yet","4.79","5","74","4.23","5.35","1","3","7","8"
"2012","66 and older","Other degree","5.63","6","267","5.36","5.9","2","5","7","8"
"2012","66 and older","secondary school degree","6.01","6","959","5.87","6.15","3","5","8","9"
"2013","16-34 y.","college entrance qualification","7.78","8","2249","7.71","7.85","5","7","9","10"
"2013","16-34 y.","lower secondary degree","7.43","8","1319","7.31","7.55","4","6","9","10"
"2013","16-34 y.","no degree/no degree yet","7.93","8","822","7.8","8.06","5","7","9","10"
"2013","16-34 y.","Other degree","8.2","8","819","8.07","8.33","6","7","10","10"
"2013","16-34 y.","secondary school degree","7.46","8","2031","7.37","7.55","4","7","9","10"
"2013","35-65 y.","college entrance qualification","6.95","7","4884","6.89","7.01","4","6","8","9"
"2013","35-65 y.","lower secondary degree","6.08","6","3786","6.01","6.15","3","5","8","9"
"2013","35-65 y.","no degree/no degree yet","5.72","6","415","5.46","5.98","2","4","8","9"
"2013","35-65 y.","Other degree","6.68","7","3013","6.6","6.76","3","5","8","10"
"2013","35-65 y.","secondary school degree","6.43","7","5458","6.37","6.49","3","5","8","9"
"2013","66 and older","college entrance qualification","6.29","7","967","6.15","6.43","3","5","8","9"
"2013","66 and older","lower secondary degree","5.63","6","2686","5.54","5.72","2","4","8","8"
"2013","66 and older","no degree/no degree yet","5.19","5","89","4.67","5.71","2","3","7","9"
"2013","66 and older","Other degree","5.8","6","315","5.54","6.06","3","5","7","8"
"2013","66 and older","secondary school degree","6.02","6","1008","5.88","6.16","3","5","8","9"
"2014","16-34 y.","college entrance qualification","7.79","8","2017","7.72","7.86","6","7","9","10"
"2014","16-34 y.","lower secondary degree","7.53","8","1056","7.4","7.66","5","7","9","10"
"2014","16-34 y.","no degree/no degree yet","7.75","8","588","7.58","7.92","5","7","9","10"
"2014","16-34 y.","Other degree","7.81","8","588","7.65","7.97","5","7","9","10"
"2014","16-34 y.","secondary school degree","7.29","8","1647","7.19","7.39","4","6","9","10"
"2014","35-65 y.","college entrance qualification","6.92","7","4475","6.86","6.98","4","6","8","9"
"2014","35-65 y.","lower secondary degree","6.05","6","3269","5.97","6.13","3","5","8","9"
"2014","35-65 y.","no degree/no degree yet","5.79","6","346","5.52","6.06","2","4","8","9"
"2014","35-65 y.","Other degree","6.62","7","2408","6.53","6.71","3","5","8","9"
"2014","35-65 y.","secondary school degree","6.43","7","4897","6.37","6.49","3","5","8","9"
"2014","66 and older","college entrance qualification","6.28","7","957","6.14","6.42","3","5","8","9"
"2014","66 and older","lower secondary degree","5.66","6","2603","5.57","5.75","2","4","8","8"
"2014","66 and older","no degree/no degree yet","5.47","5","74","4.9","6.04","2","3","8","9"
"2014","66 and older","Other degree","5.66","5","315","5.42","5.9","3","5","7","8"
"2014","66 and older","secondary school degree","6.12","7","1014","5.99","6.25","3","5","8","9"
"2015","16-34 y.","college entrance qualification","7.72","8","1858","7.64","7.8","5","7","9","9"
"2015","16-34 y.","lower secondary degree","7.32","8","875","7.17","7.47","4","6","9","10"
"2015","16-34 y.","no degree/no degree yet","7.62","8","454","7.44","7.8","4","7","9","10"
"2015","16-34 y.","Other degree","7.86","8","428","7.69","8.03","5","7","9","10"
"2015","16-34 y.","secondary school degree","7.53","8","1408","7.43","7.63","5","7","9","10"
"2015","35-65 y.","college entrance qualification","6.97","7","4279","6.91","7.03","4","6","8","9"
"2015","35-65 y.","lower secondary degree","6.09","6","2958","6.01","6.17","3","5","8","9"
"2015","35-65 y.","no degree/no degree yet","5.76","5","308","5.47","6.05","2","4","8","10"
"2015","35-65 y.","Other degree","6.59","7","2034","6.49","6.69","3","5","8","9"
"2015","35-65 y.","secondary school degree","6.46","7","4686","6.4","6.52","3","5","8","9"
"2015","66 and older","college entrance qualification","6.25","7","979","6.12","6.38","3","5","8","9"
"2015","66 and older","lower secondary degree","5.64","6","2504","5.55","5.73","2","4","8","8"
"2015","66 and older","no degree/no degree yet","5.32","5","61","4.76","5.88","2","4","7","8"
"2015","66 and older","Other degree","5.65","6","321","5.4","5.9","3","4","7","8"
"2015","66 and older","secondary school degree","6.09","6","1041","5.96","6.22","3","5","8","9"
"2016","16-34 y.","college entrance qualification","7.68","8","1737","7.6","7.76","5","7","9","10"
"2016","16-34 y.","lower secondary degree","7.39","8","813","7.24","7.54","5","6","9","10"
"2016","16-34 y.","no degree/no degree yet","7.92","9","1420","7.8","8.04","5","7","10","10"
"2016","16-34 y.","Other degree","7.97","8","2030","7.88","8.06","5","7","9","10"
"2016","16-34 y.","secondary school degree","7.46","8","1250","7.36","7.56","5","7","9","10"
"2016","35-65 y.","college entrance qualification","6.89","7","4096","6.83","6.95","4","6","8","9"
"2016","35-65 y.","lower secondary degree","6.03","6","2718","5.94","6.12","3","5","8","9"
"2016","35-65 y.","no degree/no degree yet","6.36","6","992","6.19","6.53","3","5","8","10"
"2016","35-65 y.","Other degree","6.73","7","3273","6.65","6.81","4","5","8","9"
"2016","35-65 y.","secondary school degree","6.38","7","4344","6.32","6.44","3","5","8","9"
"2016","66 and older","college entrance qualification","6.28","7","977","6.15","6.41","3","5","8","9"
"2016","66 and older","lower secondary degree","5.71","6","2345","5.62","5.8","2","4","8","8"
"2016","66 and older","no degree/no degree yet","4.98","5","75","4.42","5.54","1","4","7","8"
"2016","66 and older","Other degree","5.63","6","305","5.39","5.87","3","5","7","8"
"2016","66 and older","secondary school degree","5.97","6","1052","5.84","6.1","3","5","8","8"
"2017","16-34 y.","college entrance qualification","7.69","8","2171","7.62","7.76","5","7","9","10"
"2017","16-34 y.","lower secondary degree","7.34","8","842","7.19","7.49","4","6","9","10"
"2017","16-34 y.","no degree/no degree yet","7.7","8","1798","7.6","7.8","5","7","9","10"
"2017","16-34 y.","Other degree","7.97","8","2243","7.89","8.05","5","7","9","10"
"2017","16-34 y.","secondary school degree","7.39","8","1426","7.29","7.49","4","7","9","10"
"2017","35-65 y.","college entrance qualification","6.9","7","4703","6.84","6.96","4","6","8","9"
"2017","35-65 y.","lower secondary degree","5.96","6","2941","5.88","6.04","3","5","8","9"
"2017","35-65 y.","no degree/no degree yet","5.96","6","1217","5.8","6.12","3","4","8","9"
"2017","35-65 y.","Other degree","6.59","7","3410","6.51","6.67","3","5","8","9"
"2017","35-65 y.","secondary school degree","6.32","7","4980","6.26","6.38","3","5","8","9"
"2017","66 and older","college entrance qualification","6.21","7","1065","6.08","6.34","3","5","8","9"
"2017","66 and older","lower secondary degree","5.71","6","2333","5.62","5.8","3","4","7","8"
"2017","66 and older","no degree/no degree yet","5.68","5.6","100","5.11","6.25","3","4","8","8"
"2017","66 and older","Other degree","5.88","6","342","5.65","6.11","3","5","7","8"
"2017","66 and older","secondary school degree","6.01","6","1191","5.89","6.13","3","5","8","8"
"2018","16-34 y.","college entrance qualification","7.58","8","2147","7.51","7.65","5","7","9","10"
"2018","16-34 y.","lower secondary degree","7.25","8","828","7.09","7.41","4","6","9","10"
"2018","16-34 y.","no degree/no degree yet","7.88","8","1318","7.76","8","5","7","10","10"
"2018","16-34 y.","Other degree","7.83","8","1651","7.73","7.93","5","7","9","10"
"2018","16-34 y.","secondary school degree","7.34","8","1306","7.23","7.45","5","6","9","10"
"2018","35-65 y.","college entrance qualification","6.76","7","4448","6.7","6.82","4","6","8","9"
"2018","35-65 y.","lower secondary degree","5.95","6","2690","5.86","6.04","3","5","8","9"
"2018","35-65 y.","no degree/no degree yet","5.63","5","1089","5.47","5.79","2","4","8","9"
"2018","35-65 y.","Other degree","6.53","7","3132","6.45","6.61","3","5","8","9"
"2018","35-65 y.","secondary school degree","6.37","7","4736","6.31","6.43","3","5","8","9"
"2018","66 and older","college entrance qualification","6.28","7","1088","6.15","6.41","3","5","8","9"
"2018","66 and older","lower secondary degree","5.81","6","2256","5.72","5.9","3","4","8","8"
"2018","66 and older","no degree/no degree yet","5.79","5.81","92","5.31","6.27","3","5","7","8"
"2018","66 and older","Other degree","5.84","6","358","5.61","6.07","3","5","7","8"
"2018","66 and older","secondary school degree","5.9","6","1228","5.78","6.02","3","5","8","8"
"2019","16-34 y.","college entrance qualification","7.67","8","2114","7.6","7.74","5","7","9","10"
"2019","16-34 y.","lower secondary degree","7.15","8","711","6.98","7.32","4","6","9","10"
"2019","16-34 y.","no degree/no degree yet","7.93","8","1092","7.8","8.06","5","7","10","10"
"2019","16-34 y.","Other degree","7.98","8","1266","7.87","8.09","5","7","9","10"
"2019","16-34 y.","secondary school degree","7.41","8","1216","7.3","7.52","5","7","9","10"
"2019","35-65 y.","college entrance qualification","6.95","7","5240","6.9","7","4","6","8","9"
"2019","35-65 y.","lower secondary degree","6.11","6","2520","6.02","6.2","3","5","8","9"
"2019","35-65 y.","no degree/no degree yet","6.03","6","1071","5.87","6.19","3","5","8","9"
"2019","35-65 y.","Other degree","6.78","7","2813","6.7","6.86","4","5","8","9"
"2019","35-65 y.","secondary school degree","6.44","7","4914","6.38","6.5","3","5","8","9"
"2019","66 and older","college entrance qualification","6.34","7","1233","6.22","6.46","3","5","8","9"
"2019","66 and older","lower secondary degree","5.71","6","2156","5.61","5.81","3","4","7","8"
"2019","66 and older","no degree/no degree yet","5.47","5","88","4.9","6.04","2","4","8","8"
"2019","66 and older","Other degree","6.2","7","361","5.97","6.43","4","5","8","8"
"2019","66 and older","secondary school degree","6.03","6","1354","5.91","6.15","3","5","8","9"
