"year","pgisced97","sampreg","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"1987","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1987","higher vocational","Westdeutschland, alte Bundeslaender","6.73","7","569","6.55","6.91","4","5","8","10"
"1987","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1987","in school","Westdeutschland, alte Bundeslaender","7.74","8","190","7.46","8.02","5","7","9","10"
"1987","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1987","inadequately","Westdeutschland, alte Bundeslaender","6.16","7","759","5.97","6.35","2","4","8","10"
"1987","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1987","middle vocational","Westdeutschland, alte Bundeslaender","6.68","7","4983","6.62","6.74","3","5","8","10"
"1987","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1987","vocational + Abi","Westdeutschland, alte Bundeslaender","6.9","8","277","6.62","7.18","3","5","8","9"
"1988","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1988","general elemantary","Westdeutschland, alte Bundeslaender","6.26","7","2736","6.17","6.35","3","5","8","10"
"1988","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1988","higher education","Westdeutschland, alte Bundeslaender","7.06","8","701","6.9","7.22","4","6","9","9"
"1988","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1988","higher vocational","Westdeutschland, alte Bundeslaender","6.65","7","541","6.47","6.83","4","5","8","9"
"1988","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1988","in school","Westdeutschland, alte Bundeslaender","8.11","8","162","7.83","8.39","5","7","10","10"
"1988","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1988","inadequately","Westdeutschland, alte Bundeslaender","6.04","6","697","5.85","6.23","2","4","8","10"
"1988","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1988","middle vocational","Westdeutschland, alte Bundeslaender","6.56","7","4747","6.49","6.63","3","5","8","10"
"1988","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1988","vocational + Abi","Westdeutschland, alte Bundeslaender","6.86","8","271","6.6","7.12","3","5","8","9"
"1989","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1989","general elemantary","Westdeutschland, alte Bundeslaender","6.22","6","2582","6.12","6.32","3","5","8","10"
"1989","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1989","higher education","Westdeutschland, alte Bundeslaender","6.97","8","699","6.81","7.13","4","5","9","10"
"1989","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1989","higher vocational","Westdeutschland, alte Bundeslaender","6.5","7","516","6.31","6.69","3","5","8","9"
"1989","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1989","in school","Westdeutschland, alte Bundeslaender","8.09","9","175","7.77","8.41","5","7","10","10"
"1989","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1989","inadequately","Westdeutschland, alte Bundeslaender","5.99","7","654","5.78","6.2","2","4","8","10"
"1989","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1989","middle vocational","Westdeutschland, alte Bundeslaender","6.54","7","4626","6.47","6.61","3","5","8","10"
"1989","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1989","vocational + Abi","Westdeutschland, alte Bundeslaender","7","7","288","6.76","7.24","5","6","8","9"
"1990","general elemantary","Ostdeutschland, neue Bundeslaender","5.78","6","517","5.51","6.05","0","4","8","10"
"1990","general elemantary","Westdeutschland, alte Bundeslaender","6.14","6","2480","6.04","6.24","3","5","8","9"
"1990","higher education","Ostdeutschland, neue Bundeslaender","6.82","7","996","6.67","6.97","3","5","9","10"
"1990","higher education","Westdeutschland, alte Bundeslaender","7.02","8","700","6.86","7.18","4","6","9","9"
"1990","higher vocational","Ostdeutschland, neue Bundeslaender","6.38","7","259","6.07","6.69","3","5","8","10"
"1990","higher vocational","Westdeutschland, alte Bundeslaender","6.59","7","514","6.41","6.77","4","5","8","9"
"1990","in school","Ostdeutschland, neue Bundeslaender","8.25","8","32","7.5","9","5","7","10","10"
"1990","in school","Westdeutschland, alte Bundeslaender","7.66","8","162","7.34","7.98","5","7","9","10"
"1990","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1990","inadequately","Westdeutschland, alte Bundeslaender","6.38","7","636","6.18","6.58","3","5","8","10"
"1990","middle vocational","Ostdeutschland, neue Bundeslaender","6.73","7","2533","6.63","6.83","3","5","9","10"
"1990","middle vocational","Westdeutschland, alte Bundeslaender","6.61","7","4559","6.54","6.68","3","5","8","9"
"1990","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.56","8","80","7.04","8.08","4","7","9","10"
"1990","vocational + Abi","Westdeutschland, alte Bundeslaender","6.86","7","294","6.61","7.11","4","6","8","9"
"1991","general elemantary","Ostdeutschland, neue Bundeslaender","5.62","6","461","5.37","5.87","2","4","8","9"
"1991","general elemantary","Westdeutschland, alte Bundeslaender","6.21","7","2422","6.11","6.31","3","5","8","9"
"1991","higher education","Ostdeutschland, neue Bundeslaender","6.78","7","957","6.64","6.92","4","5","8","9"
"1991","higher education","Westdeutschland, alte Bundeslaender","6.98","8","726","6.83","7.13","4","5","9","9"
"1991","higher vocational","Ostdeutschland, neue Bundeslaender","6.64","7","239","6.35","6.93","4","5","8","10"
"1991","higher vocational","Westdeutschland, alte Bundeslaender","6.51","7","517","6.32","6.7","3","5","8","9"
"1991","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1991","in school","Westdeutschland, alte Bundeslaender","8.15","9","150","7.84","8.46","6","7","10","10"
"1991","inadequately","Ostdeutschland, neue Bundeslaender","8.04","8.5","39","7.39","8.69","5","6","10","10"
"1991","inadequately","Westdeutschland, alte Bundeslaender","6.44","7","624","6.25","6.63","3","5","8","10"
"1991","middle vocational","Ostdeutschland, neue Bundeslaender","6.58","7","2359","6.48","6.68","3","5","8","10"
"1991","middle vocational","Westdeutschland, alte Bundeslaender","6.55","7","4570","6.48","6.62","3","5","8","9"
"1991","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.92","8","71","6.37","7.47","3","6","8","10"
"1991","vocational + Abi","Westdeutschland, alte Bundeslaender","7","8","310","6.76","7.24","4","6","9","9"
"1992","general elemantary","Ostdeutschland, neue Bundeslaender","5.76","5","452","5.52","6","2","4","8","9"
"1992","general elemantary","Westdeutschland, alte Bundeslaender","6.24","7","2340","6.14","6.34","3","5","8","9"
"1992","higher education","Ostdeutschland, neue Bundeslaender","6.82","7","916","6.69","6.95","4","5","8","9"
"1992","higher education","Westdeutschland, alte Bundeslaender","7.09","8","739","6.94","7.24","4","6","8","10"
"1992","higher vocational","Ostdeutschland, neue Bundeslaender","6.34","7","232","6.07","6.61","3","5","8","9"
"1992","higher vocational","Westdeutschland, alte Bundeslaender","6.69","7","536","6.5","6.88","3","5","8","9"
"1992","in school","Ostdeutschland, neue Bundeslaender","7.88","8","43","7.3","8.46","6","7","9","9"
"1992","in school","Westdeutschland, alte Bundeslaender","8.37","9","142","8.08","8.66","6","8","10","10"
"1992","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1992","inadequately","Westdeutschland, alte Bundeslaender","6.12","7","604","5.92","6.32","2","4","8","9"
"1992","middle vocational","Ostdeutschland, neue Bundeslaender","6.54","7","2218","6.45","6.63","3","5","8","9"
"1992","middle vocational","Westdeutschland, alte Bundeslaender","6.68","7","4520","6.61","6.75","3","5","8","9"
"1992","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.96","8","68","6.43","7.49","4","6","8","10"
"1992","vocational + Abi","Westdeutschland, alte Bundeslaender","7.09","8","319","6.85","7.33","4","6","9","9"
"1993","general elemantary","Ostdeutschland, neue Bundeslaender","5.77","6","428","5.53","6.01","2","4","8","9"
"1993","general elemantary","Westdeutschland, alte Bundeslaender","6.13","6","2272","6.03","6.23","2","5","8","9"
"1993","higher education","Ostdeutschland, neue Bundeslaender","6.58","7","871","6.44","6.72","4","5","8","9"
"1993","higher education","Westdeutschland, alte Bundeslaender","6.84","7","764","6.69","6.99","4","6","8","9"
"1993","higher vocational","Ostdeutschland, neue Bundeslaender","6.24","6","226","5.96","6.52","3","5","8","9"
"1993","higher vocational","Westdeutschland, alte Bundeslaender","6.58","7","521","6.39","6.77","3","5","8","9"
"1993","in school","Ostdeutschland, neue Bundeslaender","7.5","8","59","6.96","8.04","5","7","9","10"
"1993","in school","Westdeutschland, alte Bundeslaender","8.62","9","126","8.37","8.87","7","8","10","10"
"1993","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1993","inadequately","Westdeutschland, alte Bundeslaender","6.07","6","590","5.86","6.28","3","5","8","9"
"1993","middle vocational","Ostdeutschland, neue Bundeslaender","6.45","7","2142","6.35","6.55","3","5","8","9"
"1993","middle vocational","Westdeutschland, alte Bundeslaender","6.53","7","4542","6.46","6.6","3","5","8","9"
"1993","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.38","8","69","6.93","7.83","5","6","9","10"
"1993","vocational + Abi","Westdeutschland, alte Bundeslaender","7.1","8","317","6.85","7.35","4","6","9","9"
"1994","general elemantary","Ostdeutschland, neue Bundeslaender","5.55","5","407","5.31","5.79","2","4","8","9"
"1994","general elemantary","Westdeutschland, alte Bundeslaender","6.04","6","2102","5.94","6.14","3","5","8","9"
"1994","higher education","Ostdeutschland, neue Bundeslaender","6.45","7","859","6.31","6.59","3","5","8","9"
"1994","higher education","Westdeutschland, alte Bundeslaender","6.82","7","796","6.67","6.97","4","5","8","9"
"1994","higher vocational","Ostdeutschland, neue Bundeslaender","6.07","6","235","5.79","6.35","3","5","8","9"
"1994","higher vocational","Westdeutschland, alte Bundeslaender","6.24","7","522","6.04","6.44","3","5","8","9"
"1994","in school","Ostdeutschland, neue Bundeslaender","7.85","8","83","7.46","8.24","6","7","9","10"
"1994","in school","Westdeutschland, alte Bundeslaender","8.39","9","155","8.14","8.64","6","8","10","10"
"1994","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1994","inadequately","Westdeutschland, alte Bundeslaender","5.97","6","542","5.75","6.19","2","4","8","9"
"1994","middle vocational","Ostdeutschland, neue Bundeslaender","6.24","6","2089","6.14","6.34","3","5","8","9"
"1994","middle vocational","Westdeutschland, alte Bundeslaender","6.46","7","4493","6.39","6.53","3","5","8","9"
"1994","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.15","7.44","74","6.73","7.57","5","6","8","10"
"1994","vocational + Abi","Westdeutschland, alte Bundeslaender","6.86","7","318","6.61","7.11","4","5","8","9"
"1995","general elemantary","Ostdeutschland, neue Bundeslaender","5.53","5","383","5.28","5.78","2","4","7","9"
"1995","general elemantary","Westdeutschland, alte Bundeslaender","6.09","6","2124","5.99","6.19","3","5","8","9"
"1995","higher education","Ostdeutschland, neue Bundeslaender","6.41","7","835","6.27","6.55","3","5","8","9"
"1995","higher education","Westdeutschland, alte Bundeslaender","6.88","7","925","6.74","7.02","4","6","8","9"
"1995","higher vocational","Ostdeutschland, neue Bundeslaender","6.38","6.85","232","6.12","6.64","4","5","8","9"
"1995","higher vocational","Westdeutschland, alte Bundeslaender","6.5","7","527","6.31","6.69","3","5","8","9"
"1995","in school","Ostdeutschland, neue Bundeslaender","7.99","8","95","7.65","8.33","5","7","9","10"
"1995","in school","Westdeutschland, alte Bundeslaender","8.14","8","190","7.91","8.37","6","7","9","10"
"1995","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1995","inadequately","Westdeutschland, alte Bundeslaender","5.93","6","522","5.71","6.15","2","5","8","9"
"1995","middle vocational","Ostdeutschland, neue Bundeslaender","6.3","7","2044","6.21","6.39","3","5","8","9"
"1995","middle vocational","Westdeutschland, alte Bundeslaender","6.46","7","4683","6.4","6.52","3","5","8","9"
"1995","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.49","8","69","7.02","7.96","5","7","9","10"
"1995","vocational + Abi","Westdeutschland, alte Bundeslaender","7.02","8","410","6.81","7.23","4","6","8","9"
"1996","general elemantary","Ostdeutschland, neue Bundeslaender","5.76","5.9","371","5.51","6.01","2","4","8","9"
"1996","general elemantary","Westdeutschland, alte Bundeslaender","5.97","6","2032","5.86","6.08","2","5","8","9"
"1996","higher education","Ostdeutschland, neue Bundeslaender","6.35","7","841","6.21","6.49","3","5","8","9"
"1996","higher education","Westdeutschland, alte Bundeslaender","6.92","7","929","6.79","7.05","4","6","8","9"
"1996","higher vocational","Ostdeutschland, neue Bundeslaender","6.27","6","230","6","6.54","4","5","8","9"
"1996","higher vocational","Westdeutschland, alte Bundeslaender","6.39","7","538","6.2","6.58","3","5","8","9"
"1996","in school","Ostdeutschland, neue Bundeslaender","7.57","8","98","7.16","7.98","5","7","9","10"
"1996","in school","Westdeutschland, alte Bundeslaender","8.14","8","196","7.9","8.38","6","7","9","10"
"1996","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1996","inadequately","Westdeutschland, alte Bundeslaender","5.86","6","481","5.64","6.08","2","4","8","9"
"1996","middle vocational","Ostdeutschland, neue Bundeslaender","6.28","7","2034","6.19","6.37","3","5","8","9"
"1996","middle vocational","Westdeutschland, alte Bundeslaender","6.47","7","4609","6.41","6.53","3","5","8","9"
"1996","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.26","8","75","6.86","7.66","5","6","8","9"
"1996","vocational + Abi","Westdeutschland, alte Bundeslaender","7.09","8","403","6.88","7.3","4","6","8","9"
"1997","general elemantary","Ostdeutschland, neue Bundeslaender","5.62","5","352","5.37","5.87","2","4","7","9"
"1997","general elemantary","Westdeutschland, alte Bundeslaender","6.05","6","1994","5.95","6.15","3","5","8","9"
"1997","higher education","Ostdeutschland, neue Bundeslaender","6.2","7","839","6.06","6.34","3","5","8","9"
"1997","higher education","Westdeutschland, alte Bundeslaender","6.9","7","934","6.78","7.02","4","6","8","9"
"1997","higher vocational","Ostdeutschland, neue Bundeslaender","6.13","6","232","5.87","6.39","3","5","8","9"
"1997","higher vocational","Westdeutschland, alte Bundeslaender","6.35","7","529","6.16","6.54","3","5","8","9"
"1997","in school","Ostdeutschland, neue Bundeslaender","7.74","8","110","7.39","8.09","5","7","9","10"
"1997","in school","Westdeutschland, alte Bundeslaender","8.02","8","206","7.77","8.27","5","7","10","10"
"1997","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1997","inadequately","Westdeutschland, alte Bundeslaender","5.97","6","456","5.75","6.19","3","4","8","9"
"1997","middle vocational","Ostdeutschland, neue Bundeslaender","6.18","6","1987","6.09","6.27","3","5","8","9"
"1997","middle vocational","Westdeutschland, alte Bundeslaender","6.47","7","4507","6.41","6.53","3","5","8","9"
"1997","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.19","7.17","73","6.79","7.59","5","7","8","9"
"1997","vocational + Abi","Westdeutschland, alte Bundeslaender","7.04","7","384","6.83","7.25","4","6","8","9"
"1998","general elemantary","Ostdeutschland, neue Bundeslaender","6","6","378","5.77","6.23","3","5","8","9"
"1998","general elemantary","Westdeutschland, alte Bundeslaender","6.17","6","2172","6.07","6.27","3","5","8","9"
"1998","higher education","Ostdeutschland, neue Bundeslaender","6.28","7","868","6.15","6.41","3","5","8","9"
"1998","higher education","Westdeutschland, alte Bundeslaender","7.08","8","1104","6.96","7.2","4","6","8","9"
"1998","higher vocational","Ostdeutschland, neue Bundeslaender","6.25","6","239","5.98","6.52","3","5","8","9"
"1998","higher vocational","Westdeutschland, alte Bundeslaender","6.62","7","589","6.45","6.79","3","5","8","9"
"1998","in school","Ostdeutschland, neue Bundeslaender","7.67","8","108","7.34","8","4","7","9","10"
"1998","in school","Westdeutschland, alte Bundeslaender","8.02","8","223","7.77","8.27","5","7","9","10"
"1998","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1998","inadequately","Westdeutschland, alte Bundeslaender","6.08","7","430","5.84","6.32","2","5","8","9"
"1998","middle vocational","Ostdeutschland, neue Bundeslaender","6.2","6","2101","6.11","6.29","3","5","8","9"
"1998","middle vocational","Westdeutschland, alte Bundeslaender","6.55","7","4936","6.49","6.61","3","5","8","9"
"1998","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.88","7","68","6.44","7.32","5","5","8","9"
"1998","vocational + Abi","Westdeutschland, alte Bundeslaender","7.06","8","440","6.86","7.26","4","6","9","9"
"1999","general elemantary","Ostdeutschland, neue Bundeslaender","5.95","6","371","5.7","6.2","2","4","8","9"
"1999","general elemantary","Westdeutschland, alte Bundeslaender","6.07","6","2075","5.97","6.17","3","5","8","9"
"1999","higher education","Ostdeutschland, neue Bundeslaender","6.12","6.67","861","5.98","6.26","3","5","8","9"
"1999","higher education","Westdeutschland, alte Bundeslaender","7.08","8","1106","6.96","7.2","4","6","8","9"
"1999","higher vocational","Ostdeutschland, neue Bundeslaender","6.12","6","243","5.87","6.37","3","5","8","8"
"1999","higher vocational","Westdeutschland, alte Bundeslaender","6.63","7","576","6.45","6.81","4","5","8","9"
"1999","in school","Ostdeutschland, neue Bundeslaender","7.43","8","105","7.05","7.81","5","7","9","10"
"1999","in school","Westdeutschland, alte Bundeslaender","8.17","9","215","7.92","8.42","6","7","10","10"
"1999","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"1999","inadequately","Westdeutschland, alte Bundeslaender","5.96","6","411","5.72","6.2","3","5","8","9"
"1999","middle vocational","Ostdeutschland, neue Bundeslaender","6.2","7","2084","6.11","6.29","3","5","8","9"
"1999","middle vocational","Westdeutschland, alte Bundeslaender","6.49","7","4869","6.43","6.55","3","5","8","9"
"1999","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.11","8","74","6.67","7.55","4","6","8","9"
"1999","vocational + Abi","Westdeutschland, alte Bundeslaender","7.14","8","436","6.94","7.34","4","6","9","10"
"2000","general elemantary","Ostdeutschland, neue Bundeslaender","5.74","6","516","5.51","5.97","2","4","8","9"
"2000","general elemantary","Westdeutschland, alte Bundeslaender","6.29","7","3060","6.2","6.38","3","5","8","10"
"2000","higher education","Ostdeutschland, neue Bundeslaender","6.48","7","1290","6.37","6.59","3","5","8","9"
"2000","higher education","Westdeutschland, alte Bundeslaender","7.2","8","2542","7.12","7.28","4","6","9","10"
"2000","higher vocational","Ostdeutschland, neue Bundeslaender","6.3","7","506","6.11","6.49","3","5","8","9"
"2000","higher vocational","Westdeutschland, alte Bundeslaender","6.73","7","1382","6.62","6.84","3","5","8","10"
"2000","in school","Ostdeutschland, neue Bundeslaender","8.2","8","144","7.91","8.49","5","7","10","10"
"2000","in school","Westdeutschland, alte Bundeslaender","8.31","9","354","8.12","8.5","6","8","10","10"
"2000","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2000","inadequately","Westdeutschland, alte Bundeslaender","5.95","6","382","5.7","6.2","2","4","8","9"
"2000","middle vocational","Ostdeutschland, neue Bundeslaender","6.34","7","3263","6.26","6.42","3","5","8","9"
"2000","middle vocational","Westdeutschland, alte Bundeslaender","6.74","7","9596","6.69","6.79","3","5","8","10"
"2000","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.93","8","124","6.54","7.32","3","6","8","9"
"2000","vocational + Abi","Westdeutschland, alte Bundeslaender","7.11","8","1004","6.98","7.24","4","6","9","10"
"2001","general elemantary","Ostdeutschland, neue Bundeslaender","5.96","6","457","5.74","6.18","2","5","8","9"
"2001","general elemantary","Westdeutschland, alte Bundeslaender","6.35","7","2652","6.26","6.44","3","5","8","10"
"2001","higher education","Ostdeutschland, neue Bundeslaender","6.34","7","1222","6.22","6.46","3","5","8","9"
"2001","higher education","Westdeutschland, alte Bundeslaender","7.17","8","2337","7.09","7.25","4","6","9","9"
"2001","higher vocational","Ostdeutschland, neue Bundeslaender","6.3","6","443","6.11","6.49","4","5","8","9"
"2001","higher vocational","Westdeutschland, alte Bundeslaender","6.72","7","1228","6.6","6.84","4","5","8","9"
"2001","in school","Ostdeutschland, neue Bundeslaender","8.13","9","158","7.82","8.44","5","7","10","10"
"2001","in school","Westdeutschland, alte Bundeslaender","8.3","9","391","8.13","8.47","6","8","10","10"
"2001","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2001","inadequately","Westdeutschland, alte Bundeslaender","6","6","294","5.7","6.3","3","4","8","10"
"2001","middle vocational","Ostdeutschland, neue Bundeslaender","6.34","7","3011","6.26","6.42","3","5","8","9"
"2001","middle vocational","Westdeutschland, alte Bundeslaender","6.73","7","8604","6.68","6.78","3","5","8","10"
"2001","vocational + Abi","Ostdeutschland, neue Bundeslaender","6.8","7","121","6.42","7.18","4","5","8","9"
"2001","vocational + Abi","Westdeutschland, alte Bundeslaender","6.96","7","955","6.83","7.09","4","6","8","9"
"2002","general elemantary","Ostdeutschland, neue Bundeslaender","5.89","6","428","5.65","6.13","3","4","8","9"
"2002","general elemantary","Westdeutschland, alte Bundeslaender","6.27","7","2489","6.18","6.36","3","5","8","9"
"2002","higher education","Ostdeutschland, neue Bundeslaender","6.3","7","1325","6.19","6.41","3","5","8","9"
"2002","higher education","Westdeutschland, alte Bundeslaender","7.06","8","3237","6.99","7.13","4","6","8","9"
"2002","higher vocational","Ostdeutschland, neue Bundeslaender","6.25","6","452","6.05","6.45","3","5","8","9"
"2002","higher vocational","Westdeutschland, alte Bundeslaender","6.64","7","1296","6.53","6.75","4","5","8","9"
"2002","in school","Ostdeutschland, neue Bundeslaender","8.13","8","154","7.89","8.37","5","7","9","10"
"2002","in school","Westdeutschland, alte Bundeslaender","8.02","8","463","7.86","8.18","5","7","10","10"
"2002","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2002","inadequately","Westdeutschland, alte Bundeslaender","5.81","6","264","5.5","6.12","2","4","8","9"
"2002","middle vocational","Ostdeutschland, neue Bundeslaender","6.23","7","2890","6.15","6.31","3","5","8","9"
"2002","middle vocational","Westdeutschland, alte Bundeslaender","6.61","7","8742","6.56","6.66","3","5","8","9"
"2002","vocational + Abi","Ostdeutschland, neue Bundeslaender","7.21","7.53","134","6.88","7.54","4","7","8","10"
"2002","vocational + Abi","Westdeutschland, alte Bundeslaender","6.82","7","1042","6.69","6.95","4","5","8","9"
"2003","general elemantary","Ostdeutschland, neue Bundeslaender","6.12","6.38","418","5.88","6.36","2","5","8","10"
"2003","general elemantary","Westdeutschland, alte Bundeslaender","6.26","7","2344","6.16","6.36","3","5","8","9"
"2003","higher education","Ostdeutschland, neue Bundeslaender","6.26","7","1294","6.15","6.37","3","5","8","9"
"2003","higher education","Westdeutschland, alte Bundeslaender","7.06","8","3070","6.99","7.13","4","6","8","9"
"2003","higher vocational","Ostdeutschland, neue Bundeslaender","6.21","6","454","6.03","6.39","4","5","8","9"
"2003","higher vocational","Westdeutschland, alte Bundeslaender","6.54","7","1239","6.42","6.66","3","5","8","9"
"2003","in school","Ostdeutschland, neue Bundeslaender","7.84","8","162","7.61","8.07","6","7","9","10"
"2003","in school","Westdeutschland, alte Bundeslaender","8.23","8","455","8.07","8.39","6","7","10","10"
"2003","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2003","inadequately","Westdeutschland, alte Bundeslaender","5.72","6","251","5.41","6.03","3","4","8","9"
