"year","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1991","middle vocational","6.56","7","6929","3","5","8","9","6.51","6.61","7","7"
"1991","vocational + Abi","6.99","8","381","3","6","8","9","6.77","7.21","7","8"
"1992","general elemantary","6.18","7","2792","3","5","8","9","6.09","6.27","7","7"
"1992","higher education","6.99","8","1655","4","6","8","9","6.89","7.09","8","8"
"1992","higher vocational","6.63","7","768","3","5","8","9","6.47","6.79","7","8"
"1992","in school","8.3","9","185","6","8","10","10","8.04","8.56","8","9"
"1992","inadequately","6.17","7","626","2","5","8","9","5.97","6.37","6","7"
"1992","middle vocational","6.65","7","6738","3","5","8","9","6.6","6.7","7","7"
"1992","vocational + Abi","7.08","8","387","4","6","8","9","6.86","7.3","7","8"
"1993","general elemantary","6.09","6","2700","2","5","8","9","6","6.18","7","7"
"1993","higher education","6.75","7","1635","4","5","8","9","6.65","6.85","7","7"
"1993","higher vocational","6.52","7","747","3","5","8","9","6.36","6.68","7","7"
"1993","in school","8.42","9","185","7","8","10","10","8.16","8.68","8","9"
"1993","inadequately","6.14","6","607","3","5","8","9","5.93","6.35","6","7"
"1993","middle vocational","6.51","7","6684","3","5","8","9","6.46","6.56","7","7"
"1993","vocational + Abi","7.14","8","386","4","6","9","9","6.92","7.36","7","8"
"1994","general elemantary","5.98","6","2509","2","5","8","9","5.88","6.08","6","7"
"1994","higher education","6.7","7","1655","3","5","8","9","6.6","6.8","7","7"
"1994","higher vocational","6.21","7","757","3","5","8","9","6.05","6.37","7","7"
"1994","in school","8.28","9","238","6","7","10","10","8.07","8.49","8","9"
"1994","inadequately","6.03","6.69","553","2","4","8","9","5.81","6.25","6","7"
"1994","middle vocational","6.41","7","6582","3","5","8","9","6.36","6.46","7","7"
"1994","vocational + Abi","6.9","7","392","4","6","8","9","6.68","7.12","7","8"
"1995","general elemantary","6.03","6","2507","2","5","8","9","5.93","6.13","7","7"
"1995","higher education","6.73","7","1760","4","5","8","9","6.63","6.83","7","7"
"1995","higher vocational","6.47","7","759","3","5","8","9","6.32","6.62","7","7"
"1995","in school","8.11","8","285","6","7","9","10","7.92","8.3","8","9"
"1995","inadequately","5.94","6","532","2","5","8","9","5.73","6.15","6","7"
"1995","middle vocational","6.43","7","6727","3","5","8","9","6.38","6.48","7","7"
"1995","vocational + Abi","7.07","8","479","4","6","8","9","6.88","7.26","7","8"
"1996","general elemantary","5.95","6","2403","2","5","8","9","5.85","6.05","6","7"
"1996","higher education","6.74","7","1770","4","5","8","9","6.65","6.83","7","7"
"1996","higher vocational","6.37","7","768","3","5","8","9","6.22","6.52","7","7"
"1996","in school","8.03","8","294","6","7","9","10","7.82","8.24","8","9"
"1996","inadequately","5.92","6","494","2","4","8","9","5.71","6.13","6","7"
"1996","middle vocational","6.43","7","6643","3","5","8","9","6.38","6.48","7","7"
"1996","vocational + Abi","7.1","8","478","4","6","8","9","6.91","7.29","7","8"
"1997","general elemantary","6.01","6","2346","3","4","8","9","5.91","6.11","7","7"
"1997","higher education","6.68","7","1773","4","5","8","9","6.59","6.77","7","7"
"1997","higher vocational","6.31","7","761","3","5","8","9","6.16","6.46","7","7"
"1997","in school","7.96","8","316","5","7","9","10","7.75","8.17","8","8"
"1997","inadequately","6.02","6","467","3","4","8","9","5.8","6.24","6","7"
"1997","middle vocational","6.41","7","6494","3","5","8","9","6.36","6.46","7","7"
"1997","vocational + Abi","7.06","7","457","4","6","8","9","6.87","7.25","7","8"
"1998","general elemantary","6.15","6","2550","3","5","8","9","6.06","6.24","7","7"
"1998","higher education","6.84","7","1972","4","6","8","9","6.75","6.93","7","7"
"1998","higher vocational","6.55","7","828","3","5","8","9","6.4","6.7","7","7"
"1998","in school","7.95","8","331","5","7","9","10","7.75","8.15","8","9"
"1998","inadequately","6.12","7","445","3","5","8","9","5.89","6.35","6","7"
"1998","middle vocational","6.48","7","7037","3","5","8","9","6.43","6.53","7","7"
"1998","vocational + Abi","7.04","8","508","4","6","8","9","6.86","7.22","7","8"
"1999","general elemantary","6.06","6","2446","3","5","8","9","5.97","6.15","7","7"
"1999","higher education","6.8","7","1967","4","5","8","9","6.71","6.89","7","7"
"1999","higher vocational","6.54","7","819","4","5","8","9","6.39","6.69","7","7"
"1999","in school","8.01","8","320","5","7","9","10","7.8","8.22","8","9"
"1999","inadequately","6","6","427","3","5","8","9","5.76","6.24","6","7"
"1999","middle vocational","6.43","7","6953","3","5","8","9","6.38","6.48","7","7"
"1999","vocational + Abi","7.14","8","510","4","6","9","9","6.96","7.32","7","8"
"2000","general elemantary","6.22","6","3576","3","5","8","10","6.14","6.3","7","7"
"2000","higher education","7.02","7","3832","4","6","8","9","6.96","7.08","7","8"
"2000","higher vocational","6.63","7","1888","3","5","8","9","6.53","6.73","7","7"
"2000","in school","8.29","9","498","6","8","10","10","8.13","8.45","8","9"
"2000","inadequately","5.96","6","402","2","4","8","9","5.72","6.2","6","7"
"2000","middle vocational","6.66","7","12859","3","5","8","10","6.62","6.7","7","7"
"2000","vocational + Abi","7.1","8","1128","4","6","9","10","6.98","7.22","8","8"
"2001","general elemantary","6.31","7","3109","3","5","8","10","6.22","6.4","7","7"
"2001","higher education","6.96","7","3559","4","6","8","9","6.89","7.03","7","8"
"2001","higher vocational","6.63","7","1671","4","5","8","9","6.53","6.73","7","7"
"2001","in school","8.26","9","549","6","8","10","10","8.11","8.41","8","9"
"2001","inadequately","5.99","6","309","3","4","8","10","5.7","6.28","5","7"
"2001","middle vocational","6.65","7","11615","3","5","8","9","6.61","6.69","7","7"
"2001","vocational + Abi","6.94","7","1076","4","6","8","9","6.82","7.06","7","8"
"2002","general elemantary","6.23","7","2917","3","5","8","9","6.14","6.32","7","7"
"2002","higher education","6.86","7","4562","4","5","8","9","6.8","6.92","7","8"
"2002","higher vocational","6.56","7","1748","3","5","8","9","6.46","6.66","7","7"
"2002","in school","8.04","8","617","5","7","10","10","7.9","8.18","8","9"
"2002","inadequately","5.85","6","279","2","4","8","9","5.55","6.15","5","6"
"2002","middle vocational","6.53","7","11632","3","5","8","9","6.49","6.57","7","7"
"2002","vocational + Abi","6.85","7","1176","4","5","8","9","6.73","6.97","7","8"
"2003","general elemantary","6.24","7","2762","3","5","8","9","6.15","6.33","7","7"
"2003","higher education","6.86","7","4364","4","6","8","9","6.8","6.92","7","8"
"2003","higher vocational","6.47","7","1693","3","5","8","9","6.37","6.57","7","7"
"2003","in school","8.14","8","617","6","7","9","10","8.01","8.27","8","9"
"2003","inadequately","5.75","6","266","2","4","8","9","5.45","6.05","5","6"
"2003","middle vocational","6.51","7","11157","3","5","8","9","6.47","6.55","7","7"
"2003","vocational + Abi","6.89","7","1163","4","5","8","9","6.77","7.01","7","8"
"2004","general elemantary","6.09","6","2593","2","5","8","9","5.99","6.19","6","7"
"2004","higher education","6.66","7","4296","3","5","8","9","6.6","6.72","7","7"
"2004","higher vocational","6.34","7","1640","3","5","8","9","6.24","6.44","7","7"
"2004","in school","8.09","8","638","5","7","9","10","7.96","8.22","8","9"
"2004","inadequately","5.67","6","252","2","4","8","10","5.34","6","5","6"
"2004","middle vocational","6.37","7","10809","3","5","8","9","6.33","6.41","7","7"
"2004","vocational + Abi","6.78","7","1162","3","5","8","9","6.66","6.9","7","8"
"2005","general elemantary","6.2","6","2414","3","5","8","9","6.1","6.3","6","7"
"2005","higher education","6.7","7","4166","3","5","8","9","6.64","6.76","7","7"
"2005","higher vocational","6.41","7","1563","3","5","8","9","6.3","6.52","7","7"
"2005","in school","8.08","9","648","5","7","9","10","7.94","8.22","8","9"
"2005","inadequately","5.54","5","240","2","4","8","9","5.21","5.87","5","6"
"2005","middle vocational","6.4","7","10277","3","5","8","9","6.36","6.44","7","7"
"2005","vocational + Abi","6.8","7","1136","3","6","8","9","6.68","6.92","7","8"
"2006","general elemantary","6.12","6","2495","3","5","8","9","6.02","6.22","6","7"
"2006","higher education","6.73","7","4580","4","5","8","9","6.67","6.79","7","7"
"2006","higher vocational","6.47","7","1656","3","5","8","9","6.37","6.57","7","7"
"2006","in school","8.19","8","397","6","7","10","10","8.03","8.35","8","9"
"2006","inadequately","5.9","6","239","3","4","8","9","5.58","6.22","5","7"
"2006","middle vocational","6.43","7","11117","3","5","8","9","6.39","6.47","7","7"
"2006","vocational + Abi","6.83","7","1215","4","6","8","9","6.72","6.94","7","8"
"2007","general elemantary","6.01","6","2220","2","4","8","9","5.91","6.11","6","7"
"2007","higher education","6.72","7","4394","3","5","8","9","6.66","6.78","7","7"
"2007","higher vocational","6.35","7","1532","3","5","8","9","6.24","6.46","7","7"
"2007","in school","7.97","8","342","6","7","9","10","7.8","8.14","8","8"
"2007","inadequately","5.54","5","219","2","4","7","8","5.22","5.86","5","6"
"2007","middle vocational","6.44","7","10365","3","5","8","9","6.4","6.48","7","7"
"2007","vocational + Abi","6.81","7","1171","4","5","8","9","6.69","6.93","7","8"
"2008","general elemantary","6.11","6","2035","3","5","8","9","6.01","6.21","6","7"
"2008","higher education","6.77","7","4203","4","5","8","9","6.71","6.83","7","7"
"2008","higher vocational","6.35","7","1419","3","5","8","9","6.24","6.46","7","7"
"2008","in school","8.07","8","352","6","7","9","10","7.89","8.25","8","9"
"2008","inadequately","5.74","5","187","3","4","8","8","5.4","6.08","5","6"
"2008","middle vocational","6.35","7","9773","3","5","8","9","6.31","6.39","7","7"
"2008","vocational + Abi","6.73","7","1099","4","5","8","9","6.61","6.85","7","7"
"2009","general elemantary","6.07","6","1810","3","4","8","9","5.96","6.18","6","7"
"2009","higher education","6.76","7","4043","4","6","8","9","6.7","6.82","7","7"
"2009","higher vocational","6.25","7","1337","3","5","8","9","6.13","6.37","7","7"
"2009","in school","7.92","8","312","6","7","9","10","7.72","8.12","8","8"
"2009","inadequately","5.47","5","167","2","4","7","8","5.07","5.87","5","6"
"2009","middle vocational","6.3","7","9096","3","5","8","9","6.25","6.35","7","7"
"2009","vocational + Abi","6.63","7","1001","3","5","8","9","6.51","6.75","7","7"
"2010","general elemantary","6.17","6","2465","3","5","8","9","6.07","6.27","7","7"
"2010","higher education","6.82","7","5378","4","5","8","9","6.77","6.87","7","8"
"2010","higher vocational","6.26","7","1615","3","5","8","9","6.15","6.37","7","7"
"2010","in school","8.14","8","416","6","7","9","10","7.98","8.3","8","8"
"2010","inadequately","5.55","6","345","1","4","8","10","5.27","5.83","6","7"
"2010","middle vocational","6.37","7","11778","3","5","8","9","6.33","6.41","7","7"
"2010","vocational + Abi","6.75","7","1714","3","5","8","9","6.65","6.85","8","8"
"2011","general elemantary","6.06","6","2599","3","5","8","9","5.97","6.15","6","7"
"2011","higher education","6.85","7","5767","4","6","8","9","6.8","6.9","7","8"
"2011","higher vocational","6.42","7","1702","3","5","8","9","6.32","6.52","7","7"
"2011","in school","8.09","8","431","6","8","9","10","7.93","8.25","8","9"
"2011","inadequately","5.72","5","356","2","4","8","10","5.45","5.99","6","7"
"2011","middle vocational","6.38","7","12622","3","5","8","9","6.34","6.42","7","7"
"2011","vocational + Abi","6.93","7","1845","4","6","8","9","6.84","7.02","7","8"
"2012","general elemantary","6.27","7","2773","3","5","8","9","6.18","6.36","7","7"
"2012","higher education","6.98","7","5931","4","6","8","9","6.93","7.03","7","8"
"2012","higher vocational","6.49","7","1745","3","5","8","9","6.39","6.59","7","7"
"2012","in school","8.09","8","452","6","7","9","10","7.94","8.24","8","8"
"2012","inadequately","5.92","6","367","2","4","8","10","5.65","6.19","6","7"
"2012","middle vocational","6.42","7","12952","3","5","8","9","6.38","6.46","7","7"
"2012","vocational + Abi","6.93","7","1877","4","6","8","9","6.84","7.02","7","8"
"2013","general elemantary","6.31","7","3721","3","5","8","10","6.23","6.39","7","7"
"2013","higher education","6.96","7","6871","4","6","8","9","6.91","7.01","8","8"
"2013","higher vocational","6.55","7","1733","3","5","8","9","6.45","6.65","7","7"
"2013","in school","8.2","9","626","6","7","10","10","8.07","8.33","9","9"
"2013","inadequately","5.96","6","633","2","4","8","10","5.76","6.16","6","7"
"2013","middle vocational","6.44","7","14211","3","5","8","9","6.4","6.48","7","7"
"2013","vocational + Abi","6.92","7","2373","4","6","8","9","6.83","7.01","8","8"
"2014","general elemantary","6.35","7","3122","3","5","8","10","6.27","6.43","7","7"
"2014","higher education","6.94","7","6234","4","6","8","9","6.89","6.99","7","8"
"2014","higher vocational","6.49","7","1598","3","5","8","9","6.39","6.59","7","7"
"2014","in school","8.07","8","449","6","7","9","10","7.9","8.24","8","9"
"2014","inadequately","5.68","5","505","2","4","8","10","5.45","5.91","6","6"
"2014","middle vocational","6.42","7","12596","3","5","8","9","6.38","6.46","7","7"
"2014","vocational + Abi","7","7","2058","4","6","8","9","6.91","7.09","7","8"
"2015","general elemantary","6.3","7","2686","3","5","8","9","6.21","6.39","7","7"
"2015","higher education","6.95","7","5884","4","6","8","9","6.9","7","7","8"
"2015","higher vocational","6.44","7","1531","3","5","8","9","6.34","6.54","7","7"
"2015","in school","8.11","8","351","6","7","9","10","7.93","8.29","8","9"
"2015","inadequately","5.58","5","412","2","4","8","9","5.33","5.83","5","6"
"2015","middle vocational","6.42","7","11691","3","5","8","9","6.38","6.46","7","7"
"2015","vocational + Abi","7","7","1957","4","6","8","9","6.91","7.09","7","8"
"2016","general elemantary","6.31","7","3416","3","5","8","9","6.23","6.39","7","8"
"2016","higher education","6.94","7","6658","4","6","8","9","6.89","6.99","8","8"
"2016","higher vocational","6.5","7","1408","3","5","8","9","6.39","6.61","7","7"
"2016","in school","8.36","9","359","6","8","10","10","8.18","8.54","8","9"
"2016","inadequately","6.28","6","2019","2","5","8","10","6.16","6.4","8","8"
"2016","middle vocational","6.42","7","11801","3","5","8","9","6.38","6.46","7","7"
"2016","vocational + Abi","7","7","2131","4","6","8","9","6.91","7.09","7","8"
"2017","general elemantary","6.29","7","3834","3","5","8","9","6.21","6.37","7","7"
"2017","higher education","7","7","7460","4","6","8","9","6.95","7.05","8","8"
"2017","higher vocational","6.42","7","1543","3","5","8","9","6.31","6.53","7","7"
"2017","in school","7.97","8","422","5","7","9","10","7.8","8.14","8","9"
"2017","inadequately","6.29","6","2600","3","4","8","10","6.18","6.4","8","8"
"2017","middle vocational","6.36","7","12970","3","5","8","9","6.32","6.4","7","7"
"2017","vocational + Abi","6.86","7","2347","4","6","8","9","6.78","6.94","7","8"
"2018","general elemantary","6.37","7","3518","3","5","8","9","6.29","6.45","7","7"
"2018","higher education","6.87","7","7026","4","6","8","9","6.82","6.92","7","8"
"2018","higher vocational","6.34","7","1450","3","5","8","9","6.23","6.45","7","7"
"2018","in school","8.11","8","352","6","7","9","10","7.93","8.29","8","9"
"2018","inadequately","6.17","6","2102","3","5","8","10","6.06","6.28","8","8"
"2018","middle vocational","6.35","7","12214","3","5","8","9","6.31","6.39","7","7"
"2018","vocational + Abi","6.79","7","2209","4","5","8","9","6.7","6.88","7","7"
"2019","general elemantary","6.39","7","3176","3","5","8","9","6.31","6.47","7","7"
"2019","higher education","7.06","7","7639","4","6","8","9","7.02","7.1","8","8"
"2019","higher vocational","6.55","7","1669","3","5","8","9","6.45","6.65","7","7"
"2019","in school","8.14","8.35","333","6","8","10","10","7.97","8.31","8","9"
"2019","inadequately","6.26","6","1887","3","5","8","10","6.14","6.38","8","8"
"2019","middle vocational","6.44","7","11739","3","5","8","9","6.4","6.48","7","7"
"2019","vocational + Abi","6.84","7","2261","3","6","8","9","6.75","6.93","7","8"
