"plh0183","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"10 Completely satisfied","1991","general elemantary","East Germany","43","0.104015008965861","0.0758090930501037","0.132220924881618","10"
"10 Completely satisfied","1991","middle vocational","East Germany","204","0.0958136509493754","0.0838598501518842","0.107767451746867","10"
"10 Completely satisfied","1991","higher education","West Germany","49","0.0612509580162066","0.0436004922678173","0.0789014237645959","10"
"10 Completely satisfied","1991","in school","West Germany","20","","","","10"
"10 Completely satisfied","1991","in school","East Germany","","","","","10"
"10 Completely satisfied","1991","higher education","East Germany","43","0.0469980153687997","0.0335473275059667","0.0604487032316327","10"
"10 Completely satisfied","1991","middle vocational","West Germany","378","0.0794811856694826","0.0715481896765983","0.0874141816623669","10"
"10 Completely satisfied","1991","higher vocational","West Germany","33","0.0568755991672388","0.0365951900811053","0.0771560082533722","10"
"10 Completely satisfied","1991","inadequately","West Germany","58","0.105711598353157","0.0813518667576002","0.130071329948714","10"
"10 Completely satisfied","1991","inadequately","East Germany","4","","","","10"
"10 Completely satisfied","1991","vocational + Abi","East Germany","4","","","","10"
"10 Completely satisfied","1991","higher vocational","East Germany","20","","","","10"
"2 on Scale 1 to 10","1991","higher education","East Germany","8","","","","2"
"2 on Scale 1 to 10","1991","in school","West Germany","2","","","","2"
"2 on Scale 1 to 10","1991","in school","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","general elemantary","West Germany","23","","","","2"
"2 on Scale 1 to 10","1991","general elemantary","East Germany","8","","","","2"
"2 on Scale 1 to 10","1991","inadequately","West Germany","7","","","","2"
"2 on Scale 1 to 10","1991","inadequately","East Germany","","","","","2"
"2 on Scale 1 to 10","1991","middle vocational","West Germany","39","0.0105720448738271","0.00757246577386875","0.0135716239737854","2"
"2 on Scale 1 to 10","1991","middle vocational","East Germany","40","0.0197558765407185","0.0141041827696032","0.0254075703118338","2"
"2 on Scale 1 to 10","1991","vocational + Abi","West Germany","3","","","","2"
"2 on Scale 1 to 10","1991","vocational + Abi","East Germany","1","","","","2"
"2 on Scale 1 to 10","1991","higher vocational","West Germany","2","","","","2"
"2 on Scale 1 to 10","1991","higher vocational","East Germany","3","","","","2"
"2 on Scale 1 to 10","1991","higher education","West Germany","2","","","","2"
"3 on Scale 1 to 10","1991","in school","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","in school","West Germany","","","","","3"
"3 on Scale 1 to 10","1991","vocational + Abi","East Germany","1","","","","3"
"3 on Scale 1 to 10","1991","inadequately","West Germany","17","","","","3"
"3 on Scale 1 to 10","1991","inadequately","East Germany","","","","","3"
"3 on Scale 1 to 10","1991","general elemantary","West Germany","65","0.0336645362107297","0.0263815292530305","0.0409475431684288","3"
"3 on Scale 1 to 10","1991","middle vocational","West Germany","88","0.0228019054987782","0.0184240078082111","0.0271798031893454","3"
"3 on Scale 1 to 10","1991","middle vocational","East Germany","58","0.0281938674552836","0.0214713724027236","0.0349163625078437","3"
"3 on Scale 1 to 10","1991","vocational + Abi","West Germany","5","","","","3"
"3 on Scale 1 to 10","1991","higher vocational","West Germany","7","","","","3"
"3 on Scale 1 to 10","1991","general elemantary","East Germany","8","","","","3"
"3 on Scale 1 to 10","1991","higher vocational","East Germany","1","","","","3"
"3 on Scale 1 to 10","1991","higher education","West Germany","7","","","","3"
"3 on Scale 1 to 10","1991","higher education","East Germany","26","","","","3"
"4 on Scale 1 to 10","1991","higher vocational","West Germany","10","","","","4"
"4 on Scale 1 to 10","1991","higher vocational","East Germany","8","","","","4"
"4 on Scale 1 to 10","1991","general elemantary","East Germany","14","","","","4"
"4 on Scale 1 to 10","1991","vocational + Abi","East Germany","3","","","","4"
"4 on Scale 1 to 10","1991","in school","East Germany","","","","","4"
"4 on Scale 1 to 10","1991","inadequately","West Germany","33","0.0866246689151083","0.0643394034053574","0.108909934424859","4"
"4 on Scale 1 to 10","1991","inadequately","East Germany","","","","","4"
"4 on Scale 1 to 10","1991","general elemantary","West Germany","91","0.0526416785144355","0.043624255372527","0.0616591016563439","4"
"4 on Scale 1 to 10","1991","middle vocational","West Germany","129","0.0306915437688311","0.0256329582166015","0.0357501293210608","4"
"4 on Scale 1 to 10","1991","middle vocational","East Germany","64","0.026150585536755","0.0196694670790603","0.0326317039944497","4"
"4 on Scale 1 to 10","1991","vocational + Abi","West Germany","5","","","","4"
"4 on Scale 1 to 10","1991","higher education","West Germany","14","","","","4"
"4 on Scale 1 to 10","1991","in school","West Germany","1","","","","4"
"4 on Scale 1 to 10","1991","higher education","East Germany","39","0.0412864818136407","0.0286418497592189","0.0539311138680626","4"
"5 on Scale 1 to 10","1991","general elemantary","East Germany","45","0.129586214048763","0.0985560468619679","0.160616381235559","5"
"5 on Scale 1 to 10","1991","middle vocational","West Germany","471","0.11461196527258","0.105269305455623","0.123954625089537","5"
"5 on Scale 1 to 10","1991","middle vocational","East Germany","239","0.11095526172462","0.0981997141811267","0.123710809268113","5"
"5 on Scale 1 to 10","1991","in school","East Germany","","","","","5"
"5 on Scale 1 to 10","1991","inadequately","West Germany","72","0.136809956414126","0.109583918598546","0.164035994229706","5"
"5 on Scale 1 to 10","1991","inadequately","East Germany","2","","","","5"
"5 on Scale 1 to 10","1991","general elemantary","West Germany","285","0.138896445022285","0.124931677692183","0.152861212352387","5"
"5 on Scale 1 to 10","1991","vocational + Abi","West Germany","20","","","","5"
"5 on Scale 1 to 10","1991","vocational + Abi","East Germany","2","","","","5"
"5 on Scale 1 to 10","1991","higher vocational","West Germany","44","0.101414096080504","0.0749803818329093","0.127847810328098","5"
"5 on Scale 1 to 10","1991","higher vocational","East Germany","17","","","","5"
"5 on Scale 1 to 10","1991","higher education","West Germany","53","0.0851573765943966","0.0646122271020443","0.105702526086749","5"
"5 on Scale 1 to 10","1991","higher education","East Germany","93","0.0966021778864055","0.0778267081614263","0.115377647611385","5"
"5 on Scale 1 to 10","1991","in school","West Germany","4","","","","5"
"6 on Scale 1 to 10","1991","in school","West Germany","9","","","","6"
"6 on Scale 1 to 10","1991","in school","East Germany","1","","","","6"
"6 on Scale 1 to 10","1991","inadequately","West Germany","66","0.0971346659103582","0.0736723437084987","0.120596988112218","6"
"6 on Scale 1 to 10","1991","middle vocational","West Germany","443","0.10524629527499","0.0962462666035881","0.114246323946392","6"
"6 on Scale 1 to 10","1991","middle vocational","East Germany","195","0.0760725569607344","0.0653055179327627","0.0868395959887061","6"
"6 on Scale 1 to 10","1991","vocational + Abi","West Germany","19","","","","6"
"6 on Scale 1 to 10","1991","vocational + Abi","East Germany","9","","","","6"
"6 on Scale 1 to 10","1991","higher vocational","West Germany","40","0.0869803914305519","0.0623040960973707","0.111656686763733","6"
"6 on Scale 1 to 10","1991","higher vocational","East Germany","14","","","","6"
"6 on Scale 1 to 10","1991","higher education","West Germany","51","0.0662662557757649","0.0479564930360689","0.0845760185154608","6"
"6 on Scale 1 to 10","1991","higher education","East Germany","97","0.100854711444916","0.0817156399568738","0.119993782932957","6"
"6 on Scale 1 to 10","1991","inadequately","East Germany","2","","","","6"
"6 on Scale 1 to 10","1991","general elemantary","West Germany","237","0.109541187546834","0.0969299969744318","0.122152378119236","6"
"6 on Scale 1 to 10","1991","general elemantary","East Germany","36","0.0844263546179532","0.0587385201202881","0.110114189115618","6"
"7 on Scale 1 to 10","1991","vocational + Abi","East Germany","17","","","","7"
"7 on Scale 1 to 10","1991","inadequately","West Germany","122","0.175330200041403","0.145204247372779","0.205456152710026","7"
"7 on Scale 1 to 10","1991","in school","East Germany","2","","","","7"
"7 on Scale 1 to 10","1991","in school","West Germany","17","","","","7"
"7 on Scale 1 to 10","1991","inadequately","East Germany","8","","","","7"
"7 on Scale 1 to 10","1991","middle vocational","West Germany","766","0.172493196631439","0.161412667408493","0.183573725854385","7"
"7 on Scale 1 to 10","1991","vocational + Abi","West Germany","61","0.209685222099387","0.163772971427793","0.255597472770981","7"
"7 on Scale 1 to 10","1991","higher vocational","West Germany","91","0.194725128190027","0.160050461031838","0.229399795348217","7"
"7 on Scale 1 to 10","1991","higher education","East Germany","183","0.186090582883317","0.161355802005829","0.210825363760805","7"
"7 on Scale 1 to 10","1991","general elemantary","West Germany","413","0.17259803760942","0.15733866604927","0.18785740916957","7"
"7 on Scale 1 to 10","1991","middle vocational","East Germany","410","0.178215501955894","0.162673210165911","0.193757793745876","7"
"7 on Scale 1 to 10","1991","general elemantary","East Germany","73","0.161513073606181","0.127511906643732","0.195514240568631","7"
"7 on Scale 1 to 10","1991","higher vocational","East Germany","41","0.182371284207951","0.133000451080799","0.231742117335103","7"
"7 on Scale 1 to 10","1991","higher education","West Germany","150","0.190394067666005","0.161494688004227","0.219293447327783","7"
"8 on Scale 1 to 10","1991","general elemantary","West Germany","687","0.27275133238551","0.254767371244595","0.290735293526424","8"
"8 on Scale 1 to 10","1991","in school","West Germany","41","0.306505413776936","0.23172079647114","0.381290031082732","8"
"8 on Scale 1 to 10","1991","in school","East Germany","7","","","","8"
"8 on Scale 1 to 10","1991","inadequately","East Germany","10","","","","8"
"8 on Scale 1 to 10","1991","vocational + Abi","West Germany","98","0.360748411689889","0.306587902183963","0.414908921195814","8"
"8 on Scale 1 to 10","1991","vocational + Abi","East Germany","20","","","","8"
"8 on Scale 1 to 10","1991","higher vocational","West Germany","183","0.353418872538734","0.311560184843718","0.39527756023375","8"
"8 on Scale 1 to 10","1991","higher vocational","East Germany","76","0.318730464782956","0.259152531704899","0.378308397861012","8"
"8 on Scale 1 to 10","1991","higher education","West Germany","238","0.34790358995294","0.312843717389643","0.382963462516237","8"
"8 on Scale 1 to 10","1991","higher education","East Germany","313","0.325319435674895","0.295543738602825","0.355095132746965","8"
"8 on Scale 1 to 10","1991","inadequately","West Germany","152","0.241867229084484","0.20794116098996","0.275793297179008","8"
"8 on Scale 1 to 10","1991","general elemantary","East Germany","138","0.273661222842135","0.232468729420232","0.314853716264038","8"
"8 on Scale 1 to 10","1991","middle vocational","West Germany","1373","0.302532716787833","0.289060569394068","0.316004864181597","8"
"8 on Scale 1 to 10","1991","middle vocational","East Germany","677","0.277200172953868","0.259021209557213","0.295379136350523","8"
"9 on Scale 1 to 10","1991","higher education","West Germany","143","0.2048229712385","0.175116831670328","0.234529110806672","9"
"9 on Scale 1 to 10","1991","general elemantary","East Germany","78","0.159153226634136","0.125353904600558","0.192952548667714","9"
"9 on Scale 1 to 10","1991","general elemantary","West Germany","311","0.103640300048769","0.0913329106948196","0.115947689402719","9"
"9 on Scale 1 to 10","1991","in school","West Germany","52","0.360759357463782","0.282863806193202","0.438654908734362","9"
"9 on Scale 1 to 10","1991","middle vocational","West Germany","750","0.152336640772053","0.141797562634841","0.162875718909264","9"
"9 on Scale 1 to 10","1991","higher vocational","East Germany","53","0.229690040133704","0.175910386814256","0.283469693453152","9"
"9 on Scale 1 to 10","1991","middle vocational","East Germany","417","0.173954172110473","0.158559060476475","0.18934928374447","9"
"9 on Scale 1 to 10","1991","in school","East Germany","2","","","","9"
"9 on Scale 1 to 10","1991","inadequately","East Germany","13","","","","9"
"9 on Scale 1 to 10","1991","higher vocational","West Germany","87","0.148352298853666","0.117227514038757","0.179477083668576","9"
"9 on Scale 1 to 10","1991","inadequately","West Germany","79","0.101553850877636","0.0776225336401154","0.125485168115156","9"
"9 on Scale 1 to 10","1991","vocational + Abi","West Germany","66","0.18980530101871","0.145577689424611","0.234032912612808","9"
"9 on Scale 1 to 10","1991","vocational + Abi","East Germany","12","","","","9"
"9 on Scale 1 to 10","1991","higher education","East Germany","141","0.141431181591015","0.119284025157334","0.163578338024696","9"
"0 Completely dissatisfied","1992","in school","East Germany","","","","","0"
"0 Completely dissatisfied","1992","vocational + Abi","West Germany","2","","","","0"
"0 Completely dissatisfied","1992","in school","West Germany","1","","","","0"
"0 Completely dissatisfied","1992","inadequately","West Germany","6","","","","0"
"0 Completely dissatisfied","1992","inadequately","East Germany","","","","","0"
"0 Completely dissatisfied","1992","general elemantary","West Germany","16","","","","0"
"0 Completely dissatisfied","1992","general elemantary","East Germany","3","","","","0"
"0 Completely dissatisfied","1992","middle vocational","West Germany","22","","","","0"
"0 Completely dissatisfied","1992","middle vocational","East Germany","10","","","","0"
"0 Completely dissatisfied","1992","vocational + Abi","East Germany","","","","","0"
"0 Completely dissatisfied","1992","higher vocational","West Germany","3","","","","0"
"0 Completely dissatisfied","1992","higher vocational","East Germany","1","","","","0"
"0 Completely dissatisfied","1992","higher education","West Germany","","","","","0"
"0 Completely dissatisfied","1992","higher education","East Germany","8","","","","0"
"1 on Scale 1 to 10","1992","higher education","West Germany","1","","","","1"
"1 on Scale 1 to 10","1992","inadequately","West Germany","7","","","","1"
"1 on Scale 1 to 10","1992","inadequately","East Germany","","","","","1"
"1 on Scale 1 to 10","1992","in school","West Germany","","","","","1"
"1 on Scale 1 to 10","1992","in school","East Germany","","","","","1"
"1 on Scale 1 to 10","1992","general elemantary","West Germany","15","","","","1"
"1 on Scale 1 to 10","1992","general elemantary","East Germany","3","","","","1"
"1 on Scale 1 to 10","1992","middle vocational","West Germany","32","0.00938491696975021","0.00654271118505587","0.0122271227544446","1"
"1 on Scale 1 to 10","1992","middle vocational","East Germany","14","","","","1"
"1 on Scale 1 to 10","1992","vocational + Abi","West Germany","1","","","","1"
"1 on Scale 1 to 10","1992","vocational + Abi","East Germany","","","","","1"
"1 on Scale 1 to 10","1992","higher vocational","West Germany","2","","","","1"
"1 on Scale 1 to 10","1992","higher vocational","East Germany","1","","","","1"
"1 on Scale 1 to 10","1992","higher education","East Germany","2","","","","1"
"10 Completely satisfied","1992","in school","East Germany","1","","","","10"
"10 Completely satisfied","1992","inadequately","East Germany","4","","","","10"
"10 Completely satisfied","1992","general elemantary","West Germany","203","0.0812009978618309","0.0700478414140696","0.0923541543095922","10"
"10 Completely satisfied","1992","general elemantary","East Germany","32","0.0622313258388718","0.0398114579512016","0.084651193726542","10"
"10 Completely satisfied","1992","vocational + Abi","West Germany","30","0.0853135517728191","0.0544647749982732","0.116162328547365","10"
