"plh0183","year","migback","n","percent","lower_confidence","upper_confidence","value"
"9 on Scale 1 to 10","1990","no migration background","773","0.173699112864304","0.162326550308179","0.185071675420429","9"
"0 Completely dissatisfied","1991","no migration background","45","0.00565868579988695","0.00421787636521672","0.00709949523455718","0"
"0 Completely dissatisfied","1991","direct migration background","11","","","","0"
"0 Completely dissatisfied","1991","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1991","no migration background","45","0.00558310880660096","0.00415189899958498","0.00701431861361693","1"
"1 on Scale 1 to 10","1991","direct migration background","9","","","","1"
"1 on Scale 1 to 10","1991","indirect migration background","","","","","1"
"10 Completely satisfied","1991","indirect migration background","55","0.168789138142603","0.128798255161955","0.20878002112325","10"
"10 Completely satisfied","1991","no migration background","807","0.0759522231809297","0.070863621350542","0.0810408250113174","10"
"10 Completely satisfied","1991","direct migration background","255","0.102470194320104","0.0908087662601205","0.114131622380088","10"
"2 on Scale 1 to 10","1991","direct migration background","22","","","","2"
"2 on Scale 1 to 10","1991","indirect migration background","2","","","","2"
"2 on Scale 1 to 10","1991","no migration background","117","0.0117793956450021","0.00970701528332648","0.0138517760066777","2"
"3 on Scale 1 to 10","1991","direct migration background","71","0.0315268565236236","0.0248077327126423","0.038245980334605","3"
"3 on Scale 1 to 10","1991","no migration background","214","0.0236504461075824","0.0207316527723955","0.0265692394427692","3"
"3 on Scale 1 to 10","1991","indirect migration background","3","","","","3"
"4 on Scale 1 to 10","1991","indirect migration background","5","","","","4"
"4 on Scale 1 to 10","1991","no migration background","318","0.0339395721512535","0.0304615180012271","0.0374176263012798","4"
"4 on Scale 1 to 10","1991","direct migration background","91","0.0362121106386833","0.0290284440189161","0.0433957772584505","4"
"5 on Scale 1 to 10","1991","indirect migration background","14","","","","5"
"5 on Scale 1 to 10","1991","no migration background","1074","0.113797384877898","0.107697611981704","0.119897157774092","5"
"5 on Scale 1 to 10","1991","direct migration background","269","0.103584337929304","0.0918669641794735","0.115301711679135","5"
"6 on Scale 1 to 10","1991","no migration background","976","0.0960643513574023","0.0904041628439992","0.101724539870805","6"
"6 on Scale 1 to 10","1991","direct migration background","248","0.0984222638098309","0.0869677467877755","0.109876780831886","6"
"6 on Scale 1 to 10","1991","indirect migration background","13","","","","6"
"7 on Scale 1 to 10","1991","no migration background","1855","0.176409651959344","0.169088190053783","0.183731113864905","7"
"7 on Scale 1 to 10","1991","direct migration background","474","0.180493403076314","0.165704518775989","0.19528228737664","7"
"7 on Scale 1 to 10","1991","indirect migration background","45","0.157692139112088","0.11878103181731","0.196603246406865","7"
"8 on Scale 1 to 10","1991","direct migration background","747","0.281875811879933","0.264575369824482","0.299176253935383","8"
"8 on Scale 1 to 10","1991","indirect migration background","110","0.342734581992168","0.292060896065821","0.393408267918515","8"
"8 on Scale 1 to 10","1991","no migration background","3205","0.302553522896514","0.293730090534596","0.311376955258432","8"
"9 on Scale 1 to 10","1991","indirect migration background","90","0.165944129259717","0.126223908031389","0.205664350488045","9"
"9 on Scale 1 to 10","1991","no migration background","1756","0.154611657217586","0.147667328725141","0.161555985710031","9"
"9 on Scale 1 to 10","1991","direct migration background","401","0.141983431251278","0.128562112570696","0.155404749931861","9"
"0 Completely dissatisfied","1992","no migration background","57","0.00697612659189768","0.00536089415912728","0.00859135902466807","0"
"0 Completely dissatisfied","1992","direct migration background","14","","","","0"
"0 Completely dissatisfied","1992","indirect migration background","1","","","","0"
"1 on Scale 1 to 10","1992","no migration background","67","0.00802916348732529","0.00629722442372954","0.00976110255092105","1"
"1 on Scale 1 to 10","1992","direct migration background","10","","","","1"
"1 on Scale 1 to 10","1992","indirect migration background","2","","","","1"
"10 Completely satisfied","1992","indirect migration background","56","0.108963014649785","0.0783508545708088","0.139575174728761","10"
"10 Completely satisfied","1992","no migration background","647","0.064370796391639","0.0596081939454012","0.0691333988378769","10"
"10 Completely satisfied","1992","direct migration background","205","0.0874615234881925","0.0764269807837164","0.0984960661926686","10"
"2 on Scale 1 to 10","1992","no migration background","139","0.0177226738185319","0.0151621448884442","0.0202832027486196","2"
"2 on Scale 1 to 10","1992","direct migration background","23","","","","2"
"2 on Scale 1 to 10","1992","indirect migration background","4","","","","2"
"3 on Scale 1 to 10","1992","direct migration background","82","0.032757779003479","0.0258052137237928","0.0397103442831652","3"
"3 on Scale 1 to 10","1992","no migration background","289","0.0324093205809538","0.0289727219984919","0.0358459191634157","3"
"3 on Scale 1 to 10","1992","indirect migration background","1","","","","3"
"4 on Scale 1 to 10","1992","no migration background","411","0.04524763672734","0.0412140506742018","0.0492812227804782","4"
"4 on Scale 1 to 10","1992","direct migration background","111","0.0530935695718034","0.044335775614968","0.0618513635286389","4"
"4 on Scale 1 to 10","1992","indirect migration background","10","","","","4"
"5 on Scale 1 to 10","1992","indirect migration background","22","","","","5"
"5 on Scale 1 to 10","1992","direct migration background","285","0.122130080120756","0.109340784288539","0.134919375952972","5"
"5 on Scale 1 to 10","1992","no migration background","1136","0.118394241310672","0.112124487273965","0.124663995347378","5"
"6 on Scale 1 to 10","1992","no migration background","1145","0.112381506153996","0.106252238304856","0.118510774003137","6"
"6 on Scale 1 to 10","1992","direct migration background","270","0.106788408446102","0.0947252936610882","0.118851523231116","6"
"6 on Scale 1 to 10","1992","indirect migration background","23","","","","6"
"7 on Scale 1 to 10","1992","no migration background","1886","0.176642036008803","0.169241053439616","0.184043018577989","7"
"7 on Scale 1 to 10","1992","direct migration background","450","0.163129800522802","0.148698152365261","0.177561448680342","7"
"7 on Scale 1 to 10","1992","indirect migration background","53","0.136867305646298","0.103100094176938","0.170634517115658","7"
"8 on Scale 1 to 10","1992","no migration background","2871","0.274526173931974","0.265865518546346","0.283186829317602","8"
"8 on Scale 1 to 10","1992","direct migration background","733","0.280325420724862","0.262781787034097","0.297869054415628","8"
"8 on Scale 1 to 10","1992","indirect migration background","122","0.311394550200469","0.265901266370245","0.356887834030693","8"
"9 on Scale 1 to 10","1992","indirect migration background","104","0.242909694661075","0.200778592403559","0.285040796918591","9"
"9 on Scale 1 to 10","1992","direct migration background","335","0.132721507573001","0.119469851085969","0.145973164060033","9"
"9 on Scale 1 to 10","1992","no migration background","1552","0.143300324996868","0.13650068540625","0.150099964587486","9"
"0 Completely dissatisfied","1993","no migration background","72","0.0091950866233572","0.00732832721889558","0.0110618460278188","0"
"0 Completely dissatisfied","1993","direct migration background","17","","","","0"
"0 Completely dissatisfied","1993","indirect migration background","4","","","","0"
"1 on Scale 1 to 10","1993","indirect migration background","1","","","","1"
"1 on Scale 1 to 10","1993","no migration background","84","0.0110110079431355","0.00897008961178417","0.0130519262744868","1"
"1 on Scale 1 to 10","1993","direct migration background","14","","","","1"
"10 Completely satisfied","1993","no migration background","575","0.0575033933412778","0.0529503373180307","0.0620564493645249","10"
"10 Completely satisfied","1993","direct migration background","184","0.0793846564142929","0.0686952669204277","0.090074045908158","10"
"10 Completely satisfied","1993","indirect migration background","61","0.128058965054572","0.0976871905526095","0.158430739556534","10"
"2 on Scale 1 to 10","1993","indirect migration background","4","","","","2"
"2 on Scale 1 to 10","1993","no migration background","163","0.0185846994661521","0.0159433823652894","0.0212260165670148","2"
"2 on Scale 1 to 10","1993","direct migration background","49","0.0277331954802408","0.0212403031929326","0.034226087767549","2"
"3 on Scale 1 to 10","1993","direct migration background","88","0.0363845203217723","0.0289807025057783","0.0437883381377663","3"
"3 on Scale 1 to 10","1993","no migration background","329","0.0345065305715333","0.0309367487156579","0.0380763124274088","3"
"3 on Scale 1 to 10","1993","indirect migration background","7","","","","3"
"4 on Scale 1 to 10","1993","no migration background","459","0.0476220195146232","0.0434569242714738","0.0517871147577726","4"
"4 on Scale 1 to 10","1993","direct migration background","115","0.0529141298147163","0.0440624433854439","0.0617658162439886","4"
"4 on Scale 1 to 10","1993","indirect migration background","15","","","","4"
"5 on Scale 1 to 10","1993","indirect migration background","34","0.0684329303265532","0.0454840634247555","0.0913817972283508","5"
"5 on Scale 1 to 10","1993","no migration background","1324","0.134771064169592","0.128092544551574","0.141449583787611","5"
"5 on Scale 1 to 10","1993","direct migration background","359","0.150515143639478","0.136376314963009","0.164653972315947","5"
"6 on Scale 1 to 10","1993","direct migration background","292","0.108579530693674","0.0962779535603799","0.120881107826968","6"
"6 on Scale 1 to 10","1993","indirect migration background","35","0.0854155710190288","0.0600115747413968","0.110819567296661","6"
"6 on Scale 1 to 10","1993","no migration background","1169","0.123286001326525","0.116856131011899","0.129715871641151","6"
"7 on Scale 1 to 10","1993","no migration background","1829","0.176479633623401","0.169023720679921","0.183935546566882","7"
"7 on Scale 1 to 10","1993","direct migration background","432","0.173252723929814","0.158287888857088","0.18821755900254","7"
"7 on Scale 1 to 10","1993","indirect migration background","74","0.177229750363776","0.14252178004937","0.211937720678183","7"
"8 on Scale 1 to 10","1993","direct migration background","601","0.237352246860914","0.220529218233197","0.254175275488632","8"
"8 on Scale 1 to 10","1993","indirect migration background","135","0.272532362081264","0.232061962369366","0.313002761793162","8"
"8 on Scale 1 to 10","1993","no migration background","2638","0.257010628739699","0.248464228998497","0.265557028480901","8"
"9 on Scale 1 to 10","1993","indirect migration background","95","0.18079726701183","0.145817795676049","0.215776738347612","9"
"9 on Scale 1 to 10","1993","no migration background","1401","0.130029934680703","0.123451990459106","0.1366078789023","9"
"9 on Scale 1 to 10","1993","direct migration background","306","0.11854295762364","0.105761394534256","0.131324520713024","9"
"0 Completely dissatisfied","1994","no migration background","69","0.00919677278264765","0.00731735774058927","0.011076187824706","0"
"0 Completely dissatisfied","1994","direct migration background","19","","","","0"
"0 Completely dissatisfied","1994","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1994","indirect migration background","1","","","","1"
"1 on Scale 1 to 10","1994","no migration background","59","0.00692635817624448","0.00529347744457615","0.00855923890791281","1"
"1 on Scale 1 to 10","1994","direct migration background","10","","","","1"
"10 Completely satisfied","1994","indirect migration background","62","0.102704453394782","0.0756314199623569","0.129777486827207","10"
"10 Completely satisfied","1994","no migration background","505","0.0562583545969035","0.0517217457348115","0.0607949634589956","10"
"10 Completely satisfied","1994","direct migration background","178","0.0708730025937077","0.0604824199097348","0.0812635852776806","10"
"2 on Scale 1 to 10","1994","direct migration background","36","0.0180888664069689","0.0126924716136419","0.023485261200296","2"
"2 on Scale 1 to 10","1994","no migration background","159","0.019315431406733","0.0166056881712129","0.022025174642253","2"
"2 on Scale 1 to 10","1994","indirect migration background","3","","","","2"
"3 on Scale 1 to 10","1994","no migration background","306","0.0326960798884238","0.0291946891342744","0.0361974706425733","3"
"3 on Scale 1 to 10","1994","direct migration background","80","0.0326469770623942","0.0254512293160092","0.0398427248087792","3"
"3 on Scale 1 to 10","1994","indirect migration background","6","","","","3"
"4 on Scale 1 to 10","1994","indirect migration background","10","","","","4"
"4 on Scale 1 to 10","1994","no migration background","460","0.0498894396418329","0.0456029414053751","0.0541759378782906","4"
"4 on Scale 1 to 10","1994","direct migration background","119","0.0609892749572929","0.0512992709135518","0.0706792790010341","4"
"5 on Scale 1 to 10","1994","no migration background","1272","0.13279484473887","0.126113516672316","0.139476172805425","5"
"5 on Scale 1 to 10","1994","direct migration background","294","0.141461683184443","0.12735057249139","0.155572793877495","5"
"5 on Scale 1 to 10","1994","indirect migration background","35","0.0875214179383406","0.0623189519182161","0.112723883958465","5"
"6 on Scale 1 to 10","1994","direct migration background","295","0.140521427159931","0.126449591656163","0.154593262663699","6"
"6 on Scale 1 to 10","1994","indirect migration background","42","0.102761584745196","0.0756818845404797","0.129841284949913","6"
"6 on Scale 1 to 10","1994","no migration background","1225","0.122257977242535","0.115808369348033","0.128707585137037","6"
"7 on Scale 1 to 10","1994","no migration background","1854","0.180173522945422","0.172606627746381","0.187740418144463","7"
"7 on Scale 1 to 10","1994","direct migration background","450","0.166519068305038","0.151434191521045","0.181603945089031","7"
"7 on Scale 1 to 10","1994","indirect migration background","66","0.126103997558652","0.096498740996818","0.155709254120485","7"
"8 on Scale 1 to 10","1994","direct migration background","577","0.234482534076007","0.21732737505436","0.251637693097654","8"
"8 on Scale 1 to 10","1994","indirect migration background","161","0.347882267763046","0.305405283391748","0.390359252134345","8"
"8 on Scale 1 to 10","1994","no migration background","2708","0.266971603972829","0.258261883873727","0.275681324071931","8"
"9 on Scale 1 to 10","1994","indirect migration background","97","0.184263062422182","0.149687541491441","0.218838583352923","9"
"9 on Scale 1 to 10","1994","no migration background","1293","0.123519614607558","0.117041474620271","0.129997754594846","9"
"9 on Scale 1 to 10","1994","direct migration background","285","0.114434370559306","0.101544440363589","0.127324300755022","9"
"0 Completely dissatisfied","1995","no migration background","58","0.00895793226582049","0.00710079590046731","0.0108150686311737","0"
"0 Completely dissatisfied","1995","direct migration background","16","","","","0"
"0 Completely dissatisfied","1995","indirect migration background","2","","","","0"
"1 on Scale 1 to 10","1995","no migration background","69","0.00943198225976138","0.00752679573676014","0.0113371687827626","1"
"1 on Scale 1 to 10","1995","direct migration background","17","","","","1"
"1 on Scale 1 to 10","1995","indirect migration background","1","","","","1"
"10 Completely satisfied","1995","indirect migration background","59","0.0907848445622758","0.0657022283502564","0.115867460774295","10"
"10 Completely satisfied","1995","no migration background","563","0.0586070451376785","0.053977330247562","0.063236760027795","10"
"10 Completely satisfied","1995","direct migration background","240","0.0930209472598416","0.082198324547631","0.103843569972052","10"
"2 on Scale 1 to 10","1995","no migration background","160","0.0174674556748858","0.0148853015607942","0.0200496097889775","2"
"2 on Scale 1 to 10","1995","direct migration background","51","0.0241956591304233","0.0184704202349199","0.0299208980259267","2"
"2 on Scale 1 to 10","1995","indirect migration background","5","","","","2"
"3 on Scale 1 to 10","1995","direct migration background","74","0.0293907452496313","0.0230975526300048","0.0356839378692579","3"
"3 on Scale 1 to 10","1995","no migration background","278","0.0318771080552516","0.0284145380375673","0.035339678072936","3"
"3 on Scale 1 to 10","1995","indirect migration background","3","","","","3"
"4 on Scale 1 to 10","1995","indirect migration background","10","","","","4"
"4 on Scale 1 to 10","1995","direct migration background","111","0.0498771182919111","0.0417659375872124","0.0579882989966099","4"
"4 on Scale 1 to 10","1995","no migration background","407","0.0467593452893798","0.0425980421785009","0.0509206484002588","4"
"5 on Scale 1 to 10","1995","no migration background","1328","0.145568123131781","0.138616828050074","0.152519418213488","5"
"5 on Scale 1 to 10","1995","direct migration background","303","0.103096725171953","0.0917664945071612","0.114426955836744","5"
"5 on Scale 1 to 10","1995","indirect migration background","30","0.0635807397677839","0.0422782296640503","0.0848832498715175","5"
"6 on Scale 1 to 10","1995","direct migration background","281","0.107020602605678","0.0955020495513172","0.118539155660039","6"
"6 on Scale 1 to 10","1995","no migration background","1121","0.111817967157335","0.105606407649649","0.118029526665021","6"
"6 on Scale 1 to 10","1995","indirect migration background","42","0.0873664873619628","0.0627144131505172","0.112018561573408","6"
"7 on Scale 1 to 10","1995","no migration background","1886","0.182214381420734","0.174605778456987","0.189822984384481","7"
"7 on Scale 1 to 10","1995","direct migration background","468","0.157418159151375","0.143848248950841","0.17098806935191","7"
"7 on Scale 1 to 10","1995","indirect migration background","77","0.175374816468232","0.142174308043188","0.208575324893276","7"
"8 on Scale 1 to 10","1995","direct migration background","782","0.269376000405359","0.252846111735713","0.285905889075005","8"
"8 on Scale 1 to 10","1995","indirect migration background","158","0.328824885324224","0.287810794926289","0.369838975722159","8"
"8 on Scale 1 to 10","1995","no migration background","2688","0.259420922072668","0.250781551937971","0.268060292207365","8"
"9 on Scale 1 to 10","1995","direct migration background","424","0.148474214568923","0.135225677308504","0.161722751829341","9"
"9 on Scale 1 to 10","1995","indirect migration background","117","0.170769902193295","0.137916827877282","0.203622976509307","9"
"9 on Scale 1 to 10","1995","no migration background","1330","0.127877737534704","0.1212954019422","0.134460073127209","9"
"0 Completely dissatisfied","1996","no migration background","66","0.00837269586447536","0.00657462649671419","0.0101707652322365","0"
"0 Completely dissatisfied","1996","direct migration background","19","","","","0"
"0 Completely dissatisfied","1996","indirect migration background","4","","","","0"
"1 on Scale 1 to 10","1996","no migration background","72","0.00944803904384896","0.00753902546775473","0.0113570526199432","1"
"1 on Scale 1 to 10","1996","direct migration background","23","","","","1"
"1 on Scale 1 to 10","1996","indirect migration background","3","","","","1"
"10 Completely satisfied","1996","indirect migration background","53","0.0876579957167621","0.063805940039974","0.11151005139355","10"
"10 Completely satisfied","1996","no migration background","488","0.0491945431760248","0.0449267452796166","0.053462341072433","10"
"10 Completely satisfied","1996","direct migration background","139","0.0621980170807704","0.0528733201636958","0.071522713997845","10"
"2 on Scale 1 to 10","1996","no migration background","176","0.0208761469001646","0.0180548841568183","0.0236974096435108","2"
"2 on Scale 1 to 10","1996","direct migration background","39","0.0170591059371714","0.0120595352084768","0.0220586766658661","2"
"2 on Scale 1 to 10","1996","indirect migration background","4","","","","2"
"3 on Scale 1 to 10","1996","direct migration background","78","0.0458644607679205","0.0377877586822461","0.0539411628535949","3"
"3 on Scale 1 to 10","1996","no migration background","343","0.0393187214673236","0.0354835136350857","0.0431539292995615","3"
"3 on Scale 1 to 10","1996","indirect migration background","7","","","","3"
"4 on Scale 1 to 10","1996","indirect migration background","11","","","","4"
"4 on Scale 1 to 10","1996","no migration background","473","0.0511417828686342","0.0467947978874315","0.055488767849837","4"
"4 on Scale 1 to 10","1996","direct migration background","124","0.0528394568736393","0.0442020803256236","0.0614768334216551","4"
"5 on Scale 1 to 10","1996","no migration background","1341","0.136963280106116","0.130178804934643","0.143747755277589","5"
"5 on Scale 1 to 10","1996","direct migration background","307","0.124221147175634","0.111486530504608","0.136955763846661","5"
"5 on Scale 1 to 10","1996","indirect migration background","35","0.073915906982052","0.0518488011162317","0.0959830128478724","5"
"6 on Scale 1 to 10","1996","no migration background","1241","0.124445383324305","0.117931641181759","0.13095912546685","6"
"6 on Scale 1 to 10","1996","direct migration background","322","0.121417080430325","0.108806875263216","0.134027285597435","6"
"6 on Scale 1 to 10","1996","indirect migration background","42","0.0952624818818898","0.070501181010669","0.120023782753111","6"
"7 on Scale 1 to 10","1996","no migration background","1804","0.176549061289474","0.169025020919234","0.184073101659714","7"
"7 on Scale 1 to 10","1996","direct migration background","505","0.172681490021765","0.158088303076832","0.187274676966697","7"
"7 on Scale 1 to 10","1996","indirect migration background","93","0.144815301485446","0.115133626975809","0.174496975995084","7"
"8 on Scale 1 to 10","1996","direct migration background","669","0.245994035773699","0.229366014895969","0.26262205665143","8"
"8 on Scale 1 to 10","1996","indirect migration background","165","0.273034361219899","0.235457819685262","0.310610902754536","8"
"8 on Scale 1 to 10","1996","no migration background","2644","0.263662960713611","0.254968103950019","0.272357817477204","8"
"9 on Scale 1 to 10","1996","direct migration background","352","0.13071019147784","0.117695679088203","0.143724703867477","9"
"9 on Scale 1 to 10","1996","indirect migration background","123","0.243176699275095","0.206993293879769","0.279360104670421","9"
"9 on Scale 1 to 10","1996","no migration background","1217","0.120027385246022","0.113614192431766","0.126440578060279","9"
"0 Completely dissatisfied","1997","no migration background","70","0.0129123682157163","0.0106707571618341","0.0151539792695986","0"
"0 Completely dissatisfied","1997","direct migration background","18","","","","0"
"0 Completely dissatisfied","1997","indirect migration background","1","","","","0"
"1 on Scale 1 to 10","1997","no migration background","77","0.00920258802042111","0.00730663804127869","0.0110985379995635","1"
"1 on Scale 1 to 10","1997","direct migration background","21","","","","1"
"1 on Scale 1 to 10","1997","indirect migration background","1","","","","1"
"10 Completely satisfied","1997","no migration background","409","0.0446812594239151","0.0405790643846923","0.048783454463138","10"
"10 Completely satisfied","1997","direct migration background","125","0.0676837868689989","0.0577611291719881","0.0776064445660096","10"
"10 Completely satisfied","1997","indirect migration background","70","0.102858389408878","0.0777658708755717","0.127950907942185","10"
"2 on Scale 1 to 10","1997","no migration background","221","0.0263421614098633","0.0231622989259646","0.0295220238937621","2"
"2 on Scale 1 to 10","1997","direct migration background","50","0.0270214266158451","0.0206165636536973","0.033426289577993","2"
"2 on Scale 1 to 10","1997","indirect migration background","2","","","","2"
"3 on Scale 1 to 10","1997","direct migration background","80","0.0398380101748999","0.0321125360807568","0.047563484269043","3"
"3 on Scale 1 to 10","1997","no migration background","454","0.0504726543290003","0.0461259383465946","0.054819370311406","3"
"3 on Scale 1 to 10","1997","indirect migration background","15","","","","3"
"4 on Scale 1 to 10","1997","indirect migration background","9","","","","4"
"4 on Scale 1 to 10","1997","direct migration background","137","0.0714373054830337","0.0612637627143669","0.0816108482517004","4"
"4 on Scale 1 to 10","1997","no migration background","543","0.0587360537984892","0.0540674443156945","0.0634046632812839","4"
"5 on Scale 1 to 10","1997","no migration background","1488","0.14973807202967","0.142653364303702","0.156822779755638","5"
"5 on Scale 1 to 10","1997","direct migration background","336","0.139655001936136","0.125962946987631","0.15334705688464","5"
"5 on Scale 1 to 10","1997","indirect migration background","45","0.117334981566768","0.0907518827389644","0.143918080394572","5"
"6 on Scale 1 to 10","1997","no migration background","1255","0.127955543476093","0.121323027281072","0.134588059671114","6"
"6 on Scale 1 to 10","1997","direct migration background","285","0.10311240483907","0.0911000394691481","0.115124770208991","6"
"6 on Scale 1 to 10","1997","indirect migration background","60","0.114086041856747","0.0878253646050561","0.140346719108439","6"
"7 on Scale 1 to 10","1997","no migration background","1723","0.170337957785094","0.162873714570255","0.177802200999933","7"
"7 on Scale 1 to 10","1997","direct migration background","461","0.176178089950989","0.161129469651635","0.191226710250344","7"
"7 on Scale 1 to 10","1997","indirect migration background","75","0.129818713146345","0.102055647928168","0.157581778364521","7"
"8 on Scale 1 to 10","1997","direct migration background","632","0.237008078940728","0.220210541742117","0.253805616139339","8"
"8 on Scale 1 to 10","1997","no migration background","2410","0.238132903973976","0.229675661813572","0.246590146134379","8"
"8 on Scale 1 to 10","1997","indirect migration background","171","0.301235590060728","0.263337927662362","0.339133252459094","8"
"9 on Scale 1 to 10","1997","direct migration background","317","0.116953446288132","0.104259332744663","0.129647559831601","9"
"9 on Scale 1 to 10","1997","no migration background","1094","0.111488437537762","0.105239216159523","0.117737658916001","9"
"9 on Scale 1 to 10","1997","indirect migration background","114","0.178199554082879","0.146589125340338","0.20980998282542","9"
"0 Completely dissatisfied","1998","no migration background","64","0.00726768241006143","0.00569149487466147","0.00884386994546138","0"
"0 Completely dissatisfied","1998","direct migration background","9","","","","0"
"0 Completely dissatisfied","1998","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1998","direct migration background","12","","","","1"
"1 on Scale 1 to 10","1998","no migration background","82","0.0091864262424983","0.00741606004718264","0.010956792437814","1"
"1 on Scale 1 to 10","1998","indirect migration background","","","","","1"
"10 Completely satisfied","1998","direct migration background","177","0.086849900892785","0.0755596162956415","0.0981401854899285","10"
"10 Completely satisfied","1998","indirect migration background","79","0.129936100503197","0.103032342056222","0.156839858950172","10"
"10 Completely satisfied","1998","no migration background","594","0.0563407069032003","0.0520619994394604","0.0606194143669402","10"
"2 on Scale 1 to 10","1998","direct migration background","32","0.0140270014892157","0.00931219282513276","0.0187418101532987","2"
"2 on Scale 1 to 10","1998","no migration background","186","0.018243762594385","0.0157603271290921","0.0207271980596779","2"
"2 on Scale 1 to 10","1998","indirect migration background","2","","","","2"
"3 on Scale 1 to 10","1998","direct migration background","74","0.0358432050499814","0.0283902862073922","0.0432961238925706","3"
"3 on Scale 1 to 10","1998","no migration background","397","0.0392232696168723","0.0356209937142731","0.0428255455194715","3"
"3 on Scale 1 to 10","1998","indirect migration background","3","","","","3"
"4 on Scale 1 to 10","1998","indirect migration background","15","","","","4"
"4 on Scale 1 to 10","1998","direct migration background","106","0.0514928094718854","0.0426326253244935","0.0603529936192773","4"
"4 on Scale 1 to 10","1998","no migration background","567","0.0489913448524012","0.0449859461421376","0.0529967435626648","4"
"5 on Scale 1 to 10","1998","no migration background","1455","0.135557796690329","0.129205598061717","0.141909995318941","5"
"5 on Scale 1 to 10","1998","direct migration background","303","0.136430973548532","0.122669841628094","0.150192105468969","5"
"5 on Scale 1 to 10","1998","indirect migration background","49","0.0963009218692611","0.0726961608578773","0.119905682880645","5"
"6 on Scale 1 to 10","1998","no migration background","1282","0.115144481805659","0.109221347437711","0.121067616173607","6"
"6 on Scale 1 to 10","1998","direct migration background","263","0.0983329755928695","0.0863952435964514","0.110270707589288","6"
"6 on Scale 1 to 10","1998","indirect migration background","35","0.0715932354473956","0.0509642623891268","0.0922222085056644","6"
"7 on Scale 1 to 10","1998","no migration background","1977","0.170373478632619","0.163397001948216","0.177349955317022","7"
"7 on Scale 1 to 10","1998","direct migration background","437","0.169929894816221","0.154872791811429","0.184986997821013","7"
"7 on Scale 1 to 10","1998","indirect migration background","96","0.176847747201093","0.146318765589217","0.20737672881297","7"
"8 on Scale 1 to 10","1998","direct migration background","650","0.255245870982842","0.23776613120051","0.272725610765175","8"
"8 on Scale 1 to 10","1998","no migration background","3141","0.275323270988772","0.267034551234098","0.283611990743447","8"
"8 on Scale 1 to 10","1998","indirect migration background","186","0.288446266851748","0.252196202834214","0.324696330869282","8"
"9 on Scale 1 to 10","1998","no migration background","1411","0.124347779263202","0.11822457592392","0.130470982602485","9"
"9 on Scale 1 to 10","1998","direct migration background","327","0.135393255681426","0.121676324311667","0.149110187051184","9"
"9 on Scale 1 to 10","1998","indirect migration background","135","0.204457366799759","0.172186875548543","0.236727858050976","9"
"0 Completely dissatisfied","1999","no migration background","66","0.00944966547740533","0.00762237793124459","0.0112769530235661","0"
"0 Completely dissatisfied","1999","direct migration background","20","","","","0"
