"plh0183","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"4 on Scale 1 to 10","1990","direct migration background","West Germany","","","","","4"
"4 on Scale 1 to 10","1990","direct migration background","East Germany","1","","","","4"
"4 on Scale 1 to 10","1990","indirect migration background","East Germany","","","","","4"
"4 on Scale 1 to 10","1990","indirect migration background","West Germany","","","","","4"
"5 on Scale 1 to 10","1990","no migration background","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","no migration background","East Germany","490","0.119718146228043","0.109973158622716","0.12946313383337","5"
"5 on Scale 1 to 10","1990","direct migration background","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","direct migration background","East Germany","23","","","","5"
"5 on Scale 1 to 10","1990","indirect migration background","West Germany","","","","","5"
"5 on Scale 1 to 10","1990","indirect migration background","East Germany","1","","","","5"
"6 on Scale 1 to 10","1990","no migration background","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","no migration background","East Germany","299","0.0717815674154112","0.0640329898009598","0.0795301450298625","6"
"6 on Scale 1 to 10","1990","direct migration background","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","direct migration background","East Germany","7","","","","6"
"6 on Scale 1 to 10","1990","indirect migration background","West Germany","","","","","6"
"6 on Scale 1 to 10","1990","indirect migration background","East Germany","","","","","6"
"7 on Scale 1 to 10","1990","no migration background","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","no migration background","East Germany","577","0.134042210702679","0.123814944101362","0.144269477303997","7"
"7 on Scale 1 to 10","1990","direct migration background","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","direct migration background","East Germany","27","","","","7"
"7 on Scale 1 to 10","1990","indirect migration background","West Germany","","","","","7"
"7 on Scale 1 to 10","1990","indirect migration background","East Germany","","","","","7"
"8 on Scale 1 to 10","1990","no migration background","East Germany","1221","0.274462628341651","0.261067035849528","0.287858220833775","8"
"8 on Scale 1 to 10","1990","direct migration background","East Germany","28","","","","8"
"8 on Scale 1 to 10","1990","no migration background","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","direct migration background","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","indirect migration background","West Germany","","","","","8"
"8 on Scale 1 to 10","1990","indirect migration background","East Germany","","","","","8"
"9 on Scale 1 to 10","1990","no migration background","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","no migration background","East Germany","773","0.173699112864304","0.162326550308179","0.185071675420429","9"
"9 on Scale 1 to 10","1990","direct migration background","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","direct migration background","East Germany","23","","","","9"
"9 on Scale 1 to 10","1990","indirect migration background","West Germany","","","","","9"
"9 on Scale 1 to 10","1990","indirect migration background","East Germany","","","","","9"
"0 Completely dissatisfied","1991","no migration background","West Germany","23","","","","0"
"0 Completely dissatisfied","1991","no migration background","East Germany","22","","","","0"
"0 Completely dissatisfied","1991","direct migration background","West Germany","9","","","","0"
"0 Completely dissatisfied","1991","direct migration background","East Germany","2","","","","0"
"0 Completely dissatisfied","1991","indirect migration background","West Germany","","","","","0"
"0 Completely dissatisfied","1991","indirect migration background","East Germany","","","","","0"
"1 on Scale 1 to 10","1991","direct migration background","West Germany","8","","","","1"
"1 on Scale 1 to 10","1991","no migration background","West Germany","27","","","","1"
"1 on Scale 1 to 10","1991","no migration background","East Germany","18","","","","1"
"1 on Scale 1 to 10","1991","direct migration background","East Germany","1","","","","1"
"1 on Scale 1 to 10","1991","indirect migration background","West Germany","","","","","1"
"1 on Scale 1 to 10","1991","indirect migration background","East Germany","","","","","1"
"10 Completely satisfied","1991","no migration background","West Germany","509","0.0741877514143344","0.067797384632535","0.0805781181961338","10"
"10 Completely satisfied","1991","no migration background","East Germany","298","0.0820945871423747","0.0735350397044725","0.0906541345802769","10"
"10 Completely satisfied","1991","direct migration background","East Germany","20","","","","10"
"10 Completely satisfied","1991","direct migration background","West Germany","235","0.0983613173758049","0.0865835669827912","0.110139067768819","10"
"10 Completely satisfied","1991","indirect migration background","West Germany","54","0.168247849437741","0.128129174108176","0.208366524767307","10"
"10 Completely satisfied","1991","indirect migration background","East Germany","1","","","","10"
"2 on Scale 1 to 10","1991","no migration background","West Germany","59","0.0104135218363698","0.00793824423056203","0.0128887994421776","2"
"2 on Scale 1 to 10","1991","direct migration background","West Germany","20","","","","2"
"2 on Scale 1 to 10","1991","no migration background","East Germany","58","0.0165341864083666","0.0125580101762782","0.0205103626404549","2"
"2 on Scale 1 to 10","1991","direct migration background","East Germany","2","","","","2"
"2 on Scale 1 to 10","1991","indirect migration background","West Germany","2","","","","2"
"2 on Scale 1 to 10","1991","indirect migration background","East Germany","","","","","2"
"3 on Scale 1 to 10","1991","no migration background","West Germany","124","0.0227576890996835","0.0191213579054857","0.0263940202938813","3"
"3 on Scale 1 to 10","1991","no migration background","East Germany","90","0.02675825354064","0.0217263324370986","0.0317901746441815","3"
"3 on Scale 1 to 10","1991","direct migration background","West Germany","67","0.0315588724999453","0.0246448424694492","0.0384729025304414","3"
"3 on Scale 1 to 10","1991","direct migration background","East Germany","4","","","","3"
"3 on Scale 1 to 10","1991","indirect migration background","West Germany","3","","","","3"
"3 on Scale 1 to 10","1991","indirect migration background","East Germany","","","","","3"
"4 on Scale 1 to 10","1991","no migration background","East Germany","122","0.0315363124081058","0.0260870000637977","0.0369856247524139","4"
"4 on Scale 1 to 10","1991","direct migration background","West Germany","85","0.0357087627360547","0.0283699565011845","0.0430475689709248","4"
"4 on Scale 1 to 10","1991","direct migration background","East Germany","6","","","","4"
"4 on Scale 1 to 10","1991","indirect migration background","West Germany","5","","","","4"
"4 on Scale 1 to 10","1991","no migration background","West Germany","196","0.0346299389206595","0.0301716213935457","0.0390882564477734","4"
"4 on Scale 1 to 10","1991","indirect migration background","East Germany","","","","","4"
"5 on Scale 1 to 10","1991","no migration background","West Germany","689","0.116303673847844","0.108486559549796","0.124120788145892","5"
"5 on Scale 1 to 10","1991","no migration background","East Germany","385","0.1050726552804","0.0955109947890912","0.114634315771708","5"
"5 on Scale 1 to 10","1991","direct migration background","West Germany","252","0.101994752903291","0.0900256317773431","0.113963874029239","5"
"5 on Scale 1 to 10","1991","direct migration background","East Germany","17","","","","5"
"5 on Scale 1 to 10","1991","indirect migration background","West Germany","14","","","","5"
"5 on Scale 1 to 10","1991","indirect migration background","East Germany","","","","","5"
"6 on Scale 1 to 10","1991","direct migration background","East Germany","14","","","","6"
"6 on Scale 1 to 10","1991","indirect migration background","West Germany","12","","","","6"
"6 on Scale 1 to 10","1991","indirect migration background","East Germany","1","","","","6"
"6 on Scale 1 to 10","1991","direct migration background","West Germany","234","0.0980960000480195","0.0863324144821615","0.109859585613877","6"
"6 on Scale 1 to 10","1991","no migration background","West Germany","637","0.100782710133592","0.0934422453194378","0.108123174947747","6"
"6 on Scale 1 to 10","1991","no migration background","East Germany","339","0.0796391087138428","0.0711972739031636","0.088080943524522","6"
"7 on Scale 1 to 10","1991","direct migration background","West Germany","447","0.178772525833224","0.163618918374471","0.193926133291976","7"
"7 on Scale 1 to 10","1991","no migration background","West Germany","1147","0.175560732216411","0.166284080606802","0.184837383826021","7"
"7 on Scale 1 to 10","1991","no migration background","East Germany","708","0.179364855966496","0.167401905385355","0.191327806547636","7"
"7 on Scale 1 to 10","1991","direct migration background","East Germany","27","","","","7"
"7 on Scale 1 to 10","1991","indirect migration background","West Germany","45","0.159465961261222","0.120202687514741","0.198729235007702","7"
"7 on Scale 1 to 10","1991","indirect migration background","East Germany","","","","","7"
"8 on Scale 1 to 10","1991","no migration background","West Germany","1994","0.305366227500542","0.294136048731854","0.31659640626923","8"
"8 on Scale 1 to 10","1991","no migration background","East Germany","1211","0.292762119190855","0.278573675062653","0.306950563319056","8"
"8 on Scale 1 to 10","1991","direct migration background","West Germany","716","0.288681389823264","0.270759847212894","0.306602932433635","8"
"8 on Scale 1 to 10","1991","direct migration background","East Germany","31","0.203948766518784","0.137676019865078","0.270221513172489","8"
"8 on Scale 1 to 10","1991","indirect migration background","East Germany","1","","","","8"
"8 on Scale 1 to 10","1991","indirect migration background","West Germany","109","0.342916363171109","0.292009154066192","0.393823572276026","8"
"9 on Scale 1 to 10","1991","no migration background","West Germany","1056","0.14969582044926","0.140996402128834","0.158395238769685","9"
"9 on Scale 1 to 10","1991","indirect migration background","West Germany","90","0.167810775077683","0.127733717969997","0.207887832185368","9"
"9 on Scale 1 to 10","1991","no migration background","East Germany","700","0.171724347359622","0.159964600827699","0.183484093891546","9"
"9 on Scale 1 to 10","1991","direct migration background","West Germany","383","0.143548705019733","0.129681629380175","0.157415780659292","9"
"9 on Scale 1 to 10","1991","direct migration background","East Germany","18","","","","9"
"9 on Scale 1 to 10","1991","indirect migration background","East Germany","","","","","9"
"0 Completely dissatisfied","1992","no migration background","West Germany","37","0.00659034434836702","0.00460955944052889","0.00857112925620515","0"
"0 Completely dissatisfied","1992","no migration background","East Germany","20","","","","0"
"0 Completely dissatisfied","1992","direct migration background","West Germany","12","","","","0"
"0 Completely dissatisfied","1992","direct migration background","East Germany","2","","","","0"
"0 Completely dissatisfied","1992","indirect migration background","West Germany","1","","","","0"
"0 Completely dissatisfied","1992","indirect migration background","East Germany","","","","","0"
"1 on Scale 1 to 10","1992","no migration background","West Germany","47","0.00850113851318129","0.00625361764732195","0.0107486593790406","1"
"1 on Scale 1 to 10","1992","direct migration background","West Germany","10","","","","1"
"1 on Scale 1 to 10","1992","direct migration background","East Germany","","","","","1"
"1 on Scale 1 to 10","1992","no migration background","East Germany","20","","","","1"
"1 on Scale 1 to 10","1992","indirect migration background","West Germany","2","","","","1"
"1 on Scale 1 to 10","1992","indirect migration background","East Germany","","","","","1"
"10 Completely satisfied","1992","no migration background","West Germany","475","0.0690375226659996","0.0628312941255259","0.0752437512064732","10"
"10 Completely satisfied","1992","no migration background","East Germany","172","0.0479782108636143","0.0411740596827826","0.054782362044446","10"
"10 Completely satisfied","1992","direct migration background","West Germany","198","0.0906772076376229","0.0791287392098427","0.102225676065403","10"
"10 Completely satisfied","1992","direct migration background","East Germany","7","","","","10"
"10 Completely satisfied","1992","indirect migration background","West Germany","56","0.112097677597495","0.0807464757694896","0.143448879425501","10"
"10 Completely satisfied","1992","indirect migration background","East Germany","","","","","10"
"2 on Scale 1 to 10","1992","no migration background","West Germany","88","0.0179314205756974","0.0146828124005573","0.0211800287508375","2"
"2 on Scale 1 to 10","1992","direct migration background","West Germany","23","","","","2"
"2 on Scale 1 to 10","1992","no migration background","East Germany","51","0.0169894190979084","0.0128751106527866","0.0211037275430302","2"
"2 on Scale 1 to 10","1992","direct migration background","East Germany","","","","","2"
"2 on Scale 1 to 10","1992","indirect migration background","West Germany","4","","","","2"
"2 on Scale 1 to 10","1992","indirect migration background","East Germany","","","","","2"
"3 on Scale 1 to 10","1992","no migration background","East Germany","120","0.0321331188759485","0.0265185974824126","0.0377476402694845","3"
"3 on Scale 1 to 10","1992","no migration background","West Germany","169","0.0324879511149575","0.0281477642442815","0.0368281379856336","3"
"3 on Scale 1 to 10","1992","direct migration background","West Germany","76","0.0313279137035752","0.0243219091784788","0.0383339182286716","3"
"3 on Scale 1 to 10","1992","direct migration background","East Germany","6","","","","3"
"3 on Scale 1 to 10","1992","indirect migration background","West Germany","1","","","","3"
"3 on Scale 1 to 10","1992","indirect migration background","East Germany","","","","","3"
"4 on Scale 1 to 10","1992","direct migration background","West Germany","107","0.0554568520106058","0.0462522547376017","0.0646614492836098","4"
"4 on Scale 1 to 10","1992","direct migration background","East Germany","4","","","","4"
"4 on Scale 1 to 10","1992","indirect migration background","West Germany","10","","","","4"
"4 on Scale 1 to 10","1992","no migration background","West Germany","278","0.0475858264730075","0.0423742296645837","0.0527974232814313","4"
"4 on Scale 1 to 10","1992","no migration background","East Germany","133","0.0370343897672198","0.0310221475146864","0.0430466320197533","4"
"4 on Scale 1 to 10","1992","indirect migration background","East Germany","","","","","4"
"5 on Scale 1 to 10","1992","no migration background","East Germany","458","0.127804203110984","0.117174820276663","0.138433585945305","5"
"5 on Scale 1 to 10","1992","no migration background","West Germany","678","0.115715364577092","0.107884483478636","0.123546245675547","5"
"5 on Scale 1 to 10","1992","direct migration background","West Germany","256","0.116893912241371","0.103972241505899","0.129815582976843","5"
"5 on Scale 1 to 10","1992","direct migration background","East Germany","29","","","","5"
"5 on Scale 1 to 10","1992","indirect migration background","West Germany","21","","","","5"
"5 on Scale 1 to 10","1992","indirect migration background","East Germany","1","","","","5"
"6 on Scale 1 to 10","1992","direct migration background","West Germany","255","0.106393430065388","0.0939927110837398","0.118794149047037","6"
"6 on Scale 1 to 10","1992","no migration background","West Germany","681","0.109247573211858","0.101610912732232","0.116884233691485","6"
"6 on Scale 1 to 10","1992","indirect migration background","East Germany","","","","","6"
"6 on Scale 1 to 10","1992","no migration background","East Germany","464","0.123389922069741","0.112919322269708","0.133860521869775","6"
"6 on Scale 1 to 10","1992","direct migration background","East Germany","15","","","","6"
"6 on Scale 1 to 10","1992","indirect migration background","West Germany","23","","","","6"
"7 on Scale 1 to 10","1992","no migration background","East Germany","773","0.198605543387315","0.185904267892332","0.211306818882298","7"
"7 on Scale 1 to 10","1992","direct migration background","East Germany","21","","","","7"
"7 on Scale 1 to 10","1992","no migration background","West Germany","1113","0.170389350806387","0.161185332803509","0.179593368809265","7"
"7 on Scale 1 to 10","1992","direct migration background","West Germany","429","0.16353694075118","0.148662261773706","0.178411619728653","7"
"7 on Scale 1 to 10","1992","indirect migration background","West Germany","49","0.125975149927989","0.0930006952081804","0.158949604647798","7"
"7 on Scale 1 to 10","1992","indirect migration background","East Germany","4","","","","7"
"8 on Scale 1 to 10","1992","no migration background","East Germany","1021","0.254170833085693","0.24030930772657","0.268032358444816","8"
"8 on Scale 1 to 10","1992","no migration background","West Germany","1850","0.28032103794464","0.26932550393342","0.29131657195586","8"
"8 on Scale 1 to 10","1992","direct migration background","West Germany","695","0.283063323359053","0.264945814437323","0.301180832280783","8"
"8 on Scale 1 to 10","1992","indirect migration background","East Germany","4","","","","8"
"8 on Scale 1 to 10","1992","indirect migration background","West Germany","118","0.309725909847186","0.263777250421835","0.355674569272538","8"
"8 on Scale 1 to 10","1992","direct migration background","East Germany","38","0.248990266401089","0.178115108392366","0.319865424409812","8"
"9 on Scale 1 to 10","1992","no migration background","West Germany","994","0.142192469768813","0.133642741692091","0.150742197845536","9"
"9 on Scale 1 to 10","1992","no migration background","East Germany","558","0.147191834914288","0.135912174613732","0.158471495214843","9"
"9 on Scale 1 to 10","1992","direct migration background","West Germany","314","0.130945055125305","0.117378035508317","0.144512074742293","9"
"9 on Scale 1 to 10","1992","direct migration background","East Germany","21","","","","9"
"9 on Scale 1 to 10","1992","indirect migration background","West Germany","104","0.249897754067664","0.206873366234006","0.292922141901322","9"
"9 on Scale 1 to 10","1992","indirect migration background","East Germany","","","","","9"
"0 Completely dissatisfied","1993","no migration background","East Germany","26","","","","0"
"0 Completely dissatisfied","1993","direct migration background","West Germany","16","","","","0"
"0 Completely dissatisfied","1993","direct migration background","East Germany","1","","","","0"
"0 Completely dissatisfied","1993","no migration background","West Germany","46","0.00914245092925526","0.00680752773635584","0.0114773741221547","0"
"0 Completely dissatisfied","1993","indirect migration background","West Germany","4","","","","0"
"0 Completely dissatisfied","1993","indirect migration background","East Germany","","","","","0"
"1 on Scale 1 to 10","1993","no migration background","West Germany","56","0.0114106044093967","0.00880506307518003","0.0140161457436133","1"
"1 on Scale 1 to 10","1993","direct migration background","West Germany","12","","","","1"
"1 on Scale 1 to 10","1993","direct migration background","East Germany","2","","","","1"
"1 on Scale 1 to 10","1993","no migration background","East Germany","28","","","","1"
"1 on Scale 1 to 10","1993","indirect migration background","West Germany","1","","","","1"
"1 on Scale 1 to 10","1993","indirect migration background","East Germany","","","","","1"
"10 Completely satisfied","1993","no migration background","West Germany","432","0.0618545261103585","0.0559449476290661","0.0677641045916509","10"
"10 Completely satisfied","1993","no migration background","East Germany","143","0.0422181108520732","0.0357034733263548","0.0487327483777915","10"
"10 Completely satisfied","1993","direct migration background","East Germany","7","","","","10"
"10 Completely satisfied","1993","direct migration background","West Germany","177","0.0806305582657397","0.0695635183071684","0.0916975982243111","10"
"10 Completely satisfied","1993","indirect migration background","West Germany","60","0.13031222221482","0.0992427354745601","0.161381708955079","10"
"10 Completely satisfied","1993","indirect migration background","East Germany","1","","","","10"
"2 on Scale 1 to 10","1993","no migration background","West Germany","96","0.0180455669913912","0.0147799398086005","0.0213111941741818","2"
"2 on Scale 1 to 10","1993","no migration background","East Germany","67","0.0204786412539973","0.0158902010908813","0.0250670814171133","2"
"2 on Scale 1 to 10","1993","direct migration background","West Germany","41","0.0241030197232358","0.0178689116397641","0.0303371278067074","2"
"2 on Scale 1 to 10","1993","direct migration background","East Germany","8","","","","2"
"2 on Scale 1 to 10","1993","indirect migration background","West Germany","3","","","","2"
"2 on Scale 1 to 10","1993","indirect migration background","East Germany","1","","","","2"
"3 on Scale 1 to 10","1993","direct migration background","West Germany","83","0.037005179215033","0.029331920452276","0.0446784379777899","3"
"3 on Scale 1 to 10","1993","direct migration background","East Germany","5","","","","3"
"3 on Scale 1 to 10","1993","no migration background","West Germany","189","0.0328199079263276","0.0284491372340261","0.037190678618629","3"
"3 on Scale 1 to 10","1993","no migration background","East Germany","140","0.0404315402076116","0.0340502914699594","0.0468127889452639","3"
"3 on Scale 1 to 10","1993","indirect migration background","West Germany","7","","","","3"
"3 on Scale 1 to 10","1993","indirect migration background","East Germany","","","","","3"
"4 on Scale 1 to 10","1993","no migration background","East Germany","198","0.0544915833285128","0.047137899364256","0.0618452672927696","4"
"4 on Scale 1 to 10","1993","direct migration background","East Germany","13","","","","4"
"4 on Scale 1 to 10","1993","indirect migration background","East Germany","","","","","4"
"4 on Scale 1 to 10","1993","indirect migration background","West Germany","15","","","","4"
"4 on Scale 1 to 10","1993","no migration background","West Germany","261","0.0456665185782803","0.0405451657000099","0.0507878714565506","4"
"4 on Scale 1 to 10","1993","direct migration background","West Germany","102","0.0480899489669187","0.0393931040302232","0.0567867939036142","4"
"5 on Scale 1 to 10","1993","no migration background","West Germany","814","0.132864822504346","0.124537908547518","0.141191736461174","5"
"5 on Scale 1 to 10","1993","direct migration background","West Germany","335","0.149433790890814","0.134942232802305","0.163925348979323","5"
"5 on Scale 1 to 10","1993","direct migration background","East Germany","24","","","","5"
"5 on Scale 1 to 10","1993","indirect migration background","West Germany","34","0.070954029987082","0.0472584711501525","0.0946495888240115","5"
"5 on Scale 1 to 10","1993","indirect migration background","East Germany","","","","","5"
"5 on Scale 1 to 10","1993","no migration background","East Germany","510","0.141467582959606","0.130177052047164","0.152758113872047","5"
"6 on Scale 1 to 10","1993","no migration background","West Germany","711","0.120062018579096","0.112088233584731","0.12803580357346","6"
"6 on Scale 1 to 10","1993","no migration background","East Germany","458","0.134611669755895","0.123554234090309","0.145669105421481","6"
"6 on Scale 1 to 10","1993","direct migration background","West Germany","280","0.110347886393075","0.0976120131090839","0.123083759677066","6"
"6 on Scale 1 to 10","1993","direct migration background","East Germany","12","","","","6"
"6 on Scale 1 to 10","1993","indirect migration background","West Germany","34","0.0847709214349009","0.0590641120660239","0.110477730803778","6"
"6 on Scale 1 to 10","1993","indirect migration background","East Germany","1","","","","6"
"7 on Scale 1 to 10","1993","no migration background","West Germany","1149","0.177095633133129","0.167730493037495","0.186460773228764","7"
"7 on Scale 1 to 10","1993","indirect migration background","East Germany","4","","","","7"
"7 on Scale 1 to 10","1993","no migration background","East Germany","680","0.174315662303953","0.162024788013533","0.186606536594373","7"
"7 on Scale 1 to 10","1993","direct migration background","West Germany","411","0.176521985399652","0.161024472071746","0.192019498727558","7"
"7 on Scale 1 to 10","1993","indirect migration background","West Germany","70","0.174384080973756","0.139365199717833","0.209402962229678","7"
"7 on Scale 1 to 10","1993","direct migration background","East Germany","21","","","","7"
"8 on Scale 1 to 10","1993","no migration background","West Germany","1714","0.261734499950932","0.250950684629936","0.272518315271927","8"
"8 on Scale 1 to 10","1993","no migration background","East Germany","924","0.240415937256275","0.226571442943662","0.254260431568889","8"
"8 on Scale 1 to 10","1993","direct migration background","West Germany","569","0.235561460587248","0.218312615624067","0.252810305550429","8"
"8 on Scale 1 to 10","1993","indirect migration background","East Germany","5","","","","8"
"8 on Scale 1 to 10","1993","direct migration background","East Germany","32","0.260068608798075","0.185234288422693","0.334902929173457","8"
"8 on Scale 1 to 10","1993","indirect migration background","West Germany","130","0.267939128058245","0.227064718958597","0.308813537157892","8"
"9 on Scale 1 to 10","1993","no migration background","East Germany","486","0.132582031018013","0.12159541137682","0.143568650659205","9"
"9 on Scale 1 to 10","1993","direct migration background","West Germany","299","0.123613536968007","0.110234727794066","0.136992346141949","9"
"9 on Scale 1 to 10","1993","no migration background","West Germany","915","0.129303450887488","0.121072042704797","0.137534859070179","9"
"9 on Scale 1 to 10","1993","indirect migration background","West Germany","93","0.183236572708573","0.147532805555451","0.218940339861695","9"
"9 on Scale 1 to 10","1993","indirect migration background","East Germany","2","","","","9"
"9 on Scale 1 to 10","1993","direct migration background","East Germany","7","","","","9"
"0 Completely dissatisfied","1994","no migration background","West Germany","37","0.00828194893236301","0.00604618997610891","0.0105177078886171","0"
"0 Completely dissatisfied","1994","no migration background","East Germany","32","0.0124386458158159","0.00881716569478742","0.0160601259368443","0"
"0 Completely dissatisfied","1994","direct migration background","West Germany","16","","","","0"
"0 Completely dissatisfied","1994","direct migration background","East Germany","3","","","","0"
"0 Completely dissatisfied","1994","indirect migration background","West Germany","","","","","0"
"0 Completely dissatisfied","1994","indirect migration background","East Germany","","","","","0"
"1 on Scale 1 to 10","1994","no migration background","West Germany","27","","","","1"
"1 on Scale 1 to 10","1994","no migration background","East Germany","32","0.0116051931622874","0.00810566956998236","0.0151047167545925","1"
"1 on Scale 1 to 10","1994","direct migration background","West Germany","10","","","","1"
"1 on Scale 1 to 10","1994","direct migration background","East Germany","","","","","1"
"1 on Scale 1 to 10","1994","indirect migration background","West Germany","1","","","","1"
"1 on Scale 1 to 10","1994","indirect migration background","East Germany","","","","","1"
"10 Completely satisfied","1994","no migration background","West Germany","418","0.064448770607847","0.0583910993431451","0.0705064418725488","10"
"10 Completely satisfied","1994","no migration background","East Germany","87","0.0272338721371978","0.0219155280923297","0.0325522161820659","10"
"10 Completely satisfied","1994","direct migration background","West Germany","168","0.070892053045139","0.0601726327855205","0.0816114733047574","10"
"10 Completely satisfied","1994","direct migration background","East Germany","10","","","","10"
"10 Completely satisfied","1994","indirect migration background","West Germany","61","0.104715178436534","0.0769749141822492","0.132455442690819","10"
"10 Completely satisfied","1994","indirect migration background","East Germany","1","","","","10"
"2 on Scale 1 to 10","1994","no migration background","East Germany","81","0.0247655019110347","0.0196874678874875","0.029843535934582","2"
"2 on Scale 1 to 10","1994","direct migration background","West Germany","31","0.0159657267325971","0.0107304590543248","0.0212009944108695","2"
"2 on Scale 1 to 10","1994","direct migration background","East Germany","5","","","","2"
"2 on Scale 1 to 10","1994","indirect migration background","West Germany","3","","","","2"
"2 on Scale 1 to 10","1994","indirect migration background","East Germany","","","","","2"
"2 on Scale 1 to 10","1994","no migration background","West Germany","78","0.0177774765170575","0.0145175741212315","0.0210373789128835","2"
"3 on Scale 1 to 10","1994","no migration background","West Germany","151","0.0291337724235012","0.0249847798767799","0.0332827649702224","3"
"3 on Scale 1 to 10","1994","direct migration background","East Germany","6","","","","3"
"3 on Scale 1 to 10","1994","no migration background","East Germany","155","0.0453198746252942","0.0385232888514732","0.0521164603991152","3"
"3 on Scale 1 to 10","1994","direct migration background","West Germany","74","0.0323464798700034","0.0249570167375337","0.0397359430024731","3"
"3 on Scale 1 to 10","1994","indirect migration background","West Germany","6","","","","3"
"3 on Scale 1 to 10","1994","indirect migration background","East Germany","","","","","3"
"4 on Scale 1 to 10","1994","indirect migration background","West Germany","9","","","","4"
"4 on Scale 1 to 10","1994","no migration background","West Germany","266","0.0472572648680613","0.042022626188333","0.0524919035477895","4"
"4 on Scale 1 to 10","1994","no migration background","East Germany","194","0.0592171112094476","0.051504777286421","0.0669294451324743","4"
"4 on Scale 1 to 10","1994","direct migration background","West Germany","104","0.0568249380699919","0.0471554145553086","0.0664944615846751","4"
"4 on Scale 1 to 10","1994","indirect migration background","East Germany","1","","","","4"
"4 on Scale 1 to 10","1994","direct migration background","East Germany","15","","","","4"
"5 on Scale 1 to 10","1994","no migration background","West Germany","720","0.124642433721617","0.116493696724412","0.132791170718822","5"
"5 on Scale 1 to 10","1994","direct migration background","West Germany","260","0.134889791552254","0.120621739210057","0.149157843894451","5"
"5 on Scale 1 to 10","1994","direct migration background","East Germany","34","0.216170657775189","0.148227196864791","0.284114118685587","5"
"5 on Scale 1 to 10","1994","indirect migration background","West Germany","34","0.0869520284025356","0.0614243205336844","0.112479736271387","5"
"5 on Scale 1 to 10","1994","no migration background","East Germany","552","0.161684648414096","0.149654925769663","0.173714371058528","5"
"5 on Scale 1 to 10","1994","indirect migration background","East Germany","1","","","","5"
"6 on Scale 1 to 10","1994","no migration background","West Germany","751","0.120277015178229","0.112252313681568","0.12830171667489","6"
"6 on Scale 1 to 10","1994","no migration background","East Germany","474","0.12927793796394","0.118315188377589","0.140240687550292","6"
