"plh0187","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Rarely","2007","college entrance qualification","higher vocational","123","0.387110739981395","0.336081078817417","0.438140401145374"
"Rarely","2007","college entrance qualification","higher education","1226","0.345839180386053","0.329718093534749","0.361960267237356"
"Rarely","2007","Other degree","in school","","","",""
"Rarely","2007","Other degree","inadequately","8","","",""
"Rarely","2007","Other degree","general elemantary","94","0.292416333589201","0.239882201645658","0.344950465532745"
"Rarely","2007","Other degree","middle vocational","100","0.267610351310775","0.222254836461349","0.312965866160201"
"Rarely","2007","Other degree","vocational + Abi","40","0.293460734503313","0.211990189915079","0.374931279091547"
"Rarely","2007","Other degree","higher vocational","16","","",""
"Rarely","2007","Other degree","higher education","56","0.292065084752951","0.229359114322972","0.354771055182929"
"Rarely","2007","no degree/no degree yet","in school","108","0.315249812205318","0.265936474311703","0.364563150098932"
"Rarely","2007","no degree/no degree yet","inadequately","40","0.237410075559425","0.174368919129546","0.300451231989303"
"Rarely","2007","no degree/no degree yet","general elemantary","","","",""
"Rarely","2007","no degree/no degree yet","middle vocational","9","","",""
"Rarely","2007","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2007","no degree/no degree yet","higher vocational","2","","",""
"Rarely","2007","no degree/no degree yet","higher education","2","","",""
"Sometimes","2007","lower secondary degree","in school","","","",""
"Sometimes","2007","lower secondary degree","inadequately","","","",""
"Sometimes","2007","lower secondary degree","general elemantary","474","0.368305586988426","0.343137960759493","0.393473213217358"
"Sometimes","2007","lower secondary degree","middle vocational","1480","0.32001872738522","0.306936055894777","0.333101398875662"
"Sometimes","2007","lower secondary degree","vocational + Abi","7","","",""
"Sometimes","2007","lower secondary degree","higher vocational","119","0.245946021616399","0.205753068634995","0.286138974597802"
"Sometimes","2007","lower secondary degree","higher education","50","0.278213570788077","0.214157148625114","0.342269992951041"
"Sometimes","2007","secondary school degree","in school","","","",""
"Sometimes","2007","secondary school degree","inadequately","","","",""
"Sometimes","2007","secondary school degree","general elemantary","175","0.335622528982121","0.295075201868883","0.376169856095359"
"Sometimes","2007","secondary school degree","middle vocational","1352","0.338943137752315","0.324605439294511","0.353280836210119"
"Sometimes","2007","secondary school degree","vocational + Abi","7","","",""
"Sometimes","2007","secondary school degree","higher vocational","225","0.345405677822303","0.309718947677635","0.381092407966972"
"Sometimes","2007","secondary school degree","higher education","182","0.257884075027643","0.223750517920719","0.292017632134567"
"Sometimes","2007","college entrance qualification","in school","","","",""
"Sometimes","2007","college entrance qualification","inadequately","","","",""
"Sometimes","2007","college entrance qualification","general elemantary","","","",""
"Sometimes","2007","college entrance qualification","middle vocational","231","0.309024275692086","0.275909258444885","0.342139292939288"
"Sometimes","2007","college entrance qualification","vocational + Abi","298","0.314654717308141","0.285843961080906","0.343465473535376"
"Sometimes","2007","college entrance qualification","higher vocational","106","0.284540269272368","0.237271038461064","0.331809500083673"
"Sometimes","2007","college entrance qualification","higher education","975","0.299104867135908","0.283586242849756","0.31462349142206"
"Sometimes","2007","Other degree","in school","","","",""
"Sometimes","2007","Other degree","inadequately","16","","",""
"Sometimes","2007","Other degree","general elemantary","91","0.368788882651339","0.313066705441598","0.42451105986108"
"Sometimes","2007","Other degree","middle vocational","134","0.393111046828586","0.343070760209682","0.44315133344749"
"Sometimes","2007","Other degree","vocational + Abi","33","0.280161055257723","0.199812324664613","0.360509785850833"
"Sometimes","2007","Other degree","higher vocational","17","","",""
"Sometimes","2007","Other degree","higher education","76","0.412430939185313","0.344545366735629","0.480316511634997"
"Sometimes","2007","no degree/no degree yet","in school","111","0.305856930205923","0.256951784153815","0.354762076258031"
"Sometimes","2007","no degree/no degree yet","inadequately","61","0.329037697360169","0.25942299742092","0.398652397299419"
"Sometimes","2007","no degree/no degree yet","general elemantary","","","",""
"Sometimes","2007","no degree/no degree yet","middle vocational","10","","",""
"Sometimes","2007","no degree/no degree yet","vocational + Abi","","","",""
"Sometimes","2007","no degree/no degree yet","higher vocational","1","","",""
"Sometimes","2007","no degree/no degree yet","higher education","1","","",""
"Often","2007","lower secondary degree","in school","","","",""
"Often","2007","lower secondary degree","inadequately","","","",""
"Often","2007","lower secondary degree","general elemantary","223","0.155693748175316","0.136775968042331","0.174611528308302"
"Often","2007","lower secondary degree","middle vocational","493","0.112335068041372","0.103478968868607","0.121191167214137"
"Often","2007","lower secondary degree","vocational + Abi","4","","",""
"Often","2007","lower secondary degree","higher vocational","39","0.0754623926470491","0.0508101534704762","0.100114631823622"
"Often","2007","lower secondary degree","higher education","13","","",""
"Often","2007","secondary school degree","in school","","","",""
"Often","2007","secondary school degree","inadequately","","","",""
"Often","2007","secondary school degree","general elemantary","63","0.143543943439846","0.113436477180921","0.17365140969877"
"Often","2007","secondary school degree","middle vocational","406","0.105893622929529","0.0965734040779216","0.115213841781137"
"Often","2007","secondary school degree","vocational + Abi","3","","",""
"Often","2007","secondary school degree","higher vocational","57","0.0794759020497361","0.0591761273571201","0.0997756767423521"
"Often","2007","secondary school degree","higher education","56","0.104596229671065","0.080718068140196","0.128474391201933"
"Often","2007","college entrance qualification","in school","","","",""
"Often","2007","college entrance qualification","inadequately","","","",""
"Often","2007","college entrance qualification","general elemantary","","","",""
"Often","2007","college entrance qualification","middle vocational","87","0.109481212943957","0.0871048944320946","0.131857531455819"
"Often","2007","college entrance qualification","vocational + Abi","113","0.102817051605837","0.0839737977595909","0.121660305452082"
"Often","2007","college entrance qualification","higher vocational","37","0.105286694456842","0.0731321203036082","0.137441268610076"
"Often","2007","college entrance qualification","higher education","261","0.103729719916198","0.0933953011201593","0.114064138712237"
"Often","2007","Other degree","in school","","","",""
"Often","2007","Other degree","inadequately","9","","",""
"Often","2007","Other degree","general elemantary","37","0.14652891274352","0.105686826568733","0.187370998918308"
"Often","2007","Other degree","middle vocational","40","0.115564100872964","0.0828110166650655","0.148317185080862"
"Often","2007","Other degree","vocational + Abi","12","","",""
"Often","2007","Other degree","higher vocational","9","","",""
"Often","2007","Other degree","higher education","19","","",""
"Often","2007","no degree/no degree yet","in school","30","0.0831329435425796","0.0538300393684363","0.112435847716723"
"Often","2007","no degree/no degree yet","inadequately","32","0.209766243871057","0.149444393339891","0.270088094402223"
"Often","2007","no degree/no degree yet","general elemantary","","","",""
"Often","2007","no degree/no degree yet","middle vocational","3","","",""
"Often","2007","no degree/no degree yet","vocational + Abi","","","",""
"Often","2007","no degree/no degree yet","higher vocational","","","",""
"Often","2007","no degree/no degree yet","higher education","","","",""
"Very often","2007","lower secondary degree","in school","","","",""
"Very often","2007","lower secondary degree","inadequately","","","",""
"Very often","2007","lower secondary degree","general elemantary","73","0.0519636068740491","0.040382588969433","0.0635446247786652"
"Very often","2007","lower secondary degree","middle vocational","179","0.0368298860426808","0.0315477212015373","0.0421120508838242"
"Very often","2007","lower secondary degree","vocational + Abi","1","","",""
"Very often","2007","lower secondary degree","higher vocational","8","","",""
"Very often","2007","lower secondary degree","higher education","6","","",""
"Very often","2007","secondary school degree","in school","","","",""
"Very often","2007","secondary school degree","inadequately","","","",""
"Very often","2007","secondary school degree","general elemantary","21","","",""
"Very often","2007","secondary school degree","middle vocational","138","0.0447904295774421","0.0385251773875293","0.0510556817673548"
"Very often","2007","secondary school degree","vocational + Abi","2","","",""
"Very often","2007","secondary school degree","higher vocational","20","","",""
"Very often","2007","secondary school degree","higher education","15","","",""
"Very often","2007","college entrance qualification","in school","","","",""
"Very often","2007","college entrance qualification","inadequately","","","",""
"Very often","2007","college entrance qualification","general elemantary","","","",""
"Very often","2007","college entrance qualification","middle vocational","23","","",""
"Very often","2007","college entrance qualification","vocational + Abi","33","0.0327420611827464","0.0217010975424751","0.0437830248230177"
"Very often","2007","college entrance qualification","higher vocational","7","","",""
"Very often","2007","college entrance qualification","higher education","60","0.0172650423464902","0.0128501818698974","0.021679902823083"
"Very often","2007","Other degree","in school","","","",""
"Very often","2007","Other degree","inadequately","2","","",""
"Very often","2007","Other degree","general elemantary","13","","",""
"Very often","2007","Other degree","middle vocational","15","","",""
"Very often","2007","Other degree","vocational + Abi","6","","",""
"Very often","2007","Other degree","higher vocational","1","","",""
"Very often","2007","Other degree","higher education","5","","",""
"Very often","2007","no degree/no degree yet","in school","15","","",""
"Very often","2007","no degree/no degree yet","inadequately","12","","",""
"Very often","2007","no degree/no degree yet","general elemantary","","","",""
"Very often","2007","no degree/no degree yet","middle vocational","2","","",""
"Very often","2007","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2007","no degree/no degree yet","higher vocational","","","",""
"Very often","2007","no degree/no degree yet","higher education","","","",""
"Very rare","2008","lower secondary degree","in school","","","",""
"Very rare","2008","lower secondary degree","inadequately","","","",""
"Very rare","2008","lower secondary degree","general elemantary","218","0.169251395416471","0.148852263614813","0.189650527218129"
"Very rare","2008","lower secondary degree","middle vocational","1014","0.210607951852309","0.198789006186109","0.22242689751851"
"Very rare","2008","lower secondary degree","vocational + Abi","3","","",""
"Very rare","2008","lower secondary degree","higher vocational","96","0.23421878472221","0.193619052780321","0.274818516664099"
"Very rare","2008","lower secondary degree","higher education","34","0.225195884012397","0.163484122818371","0.286907645206423"
"Very rare","2008","secondary school degree","in school","","","",""
"Very rare","2008","secondary school degree","inadequately","","","",""
"Very rare","2008","secondary school degree","general elemantary","105","0.192312433318297","0.15705482469334","0.227570041943255"
"Very rare","2008","secondary school degree","middle vocational","838","0.202169519123499","0.189726587915058","0.214612450331939"
"Very rare","2008","secondary school degree","vocational + Abi","7","","",""
"Very rare","2008","secondary school degree","higher vocational","121","0.20108098097504","0.169633006823199","0.232528955126881"
"Very rare","2008","secondary school degree","higher education","162","0.261915324825604","0.227052623520883","0.296778026130326"
"Very rare","2008","college entrance qualification","in school","","","",""
"Very rare","2008","college entrance qualification","inadequately","","","",""
"Very rare","2008","college entrance qualification","general elemantary","","","",""
"Very rare","2008","college entrance qualification","middle vocational","141","0.20992197139287","0.179334859242397","0.240509083543343"
"Very rare","2008","college entrance qualification","vocational + Abi","200","0.201994805500261","0.176328868493256","0.227660742507266"
"Very rare","2008","college entrance qualification","higher vocational","71","0.225763577772153","0.179739806962824","0.271787348581481"
"Very rare","2008","college entrance qualification","higher education","824","0.240783886580378","0.225981542584906","0.25558623057585"
"Very rare","2008","Other degree","in school","","","",""
"Very rare","2008","Other degree","inadequately","6","","",""
"Very rare","2008","Other degree","general elemantary","36","0.137285817445721","0.0946254695787497","0.179946165312692"
"Very rare","2008","Other degree","middle vocational","70","0.21084013066903","0.166077883195245","0.255602378142816"
"Very rare","2008","Other degree","vocational + Abi","20","","",""
"Very rare","2008","Other degree","higher vocational","8","","",""
"Very rare","2008","Other degree","higher education","34","0.155923690029186","0.102777947000527","0.209069433057846"
"Very rare","2008","no degree/no degree yet","in school","77","0.207863162503141","0.165533031876499","0.250193293129784"
"Very rare","2008","no degree/no degree yet","inadequately","26","","",""
"Very rare","2008","no degree/no degree yet","general elemantary","","","",""
"Very rare","2008","no degree/no degree yet","middle vocational","12","","",""
"Very rare","2008","no degree/no degree yet","vocational + Abi","","","",""
"Very rare","2008","no degree/no degree yet","higher vocational","2","","",""
"Very rare","2008","no degree/no degree yet","higher education","1","","",""
"Rarely","2008","lower secondary degree","in school","","","",""
"Rarely","2008","lower secondary degree","inadequately","","","",""
"Rarely","2008","lower secondary degree","general elemantary","379","0.270202929891071","0.246045160595534","0.294360699186609"
"Rarely","2008","lower secondary degree","middle vocational","1521","0.320325556933339","0.30680043325561","0.333850680611069"
"Rarely","2008","lower secondary degree","vocational + Abi","6","","",""
"Rarely","2008","lower secondary degree","higher vocational","155","0.373931899211765","0.327548027594502","0.420315770829028"
"Rarely","2008","lower secondary degree","higher education","74","0.411963011507864","0.33924814827283","0.484677874742898"
"Rarely","2008","secondary school degree","in school","","","",""
"Rarely","2008","secondary school degree","inadequately","","","",""
"Rarely","2008","secondary school degree","general elemantary","150","0.302142569055684","0.261063860203658","0.34322127790771"
"Rarely","2008","secondary school degree","middle vocational","1425","0.343604803098337","0.328891104378155","0.358318501818519"
"Rarely","2008","secondary school degree","vocational + Abi","11","","",""
"Rarely","2008","secondary school degree","higher vocational","249","0.375728229842015","0.337728583248258","0.413727876435772"
"Rarely","2008","secondary school degree","higher education","211","0.343253607128469","0.30560630244225","0.380900911814689"
"Rarely","2008","college entrance qualification","in school","","","",""
"Rarely","2008","college entrance qualification","inadequately","","","",""
"Rarely","2008","college entrance qualification","general elemantary","","","",""
"Rarely","2008","college entrance qualification","middle vocational","240","0.32676184135306","0.291534930190081","0.361988752516039"
"Rarely","2008","college entrance qualification","vocational + Abi","318","0.345789856075215","0.315384581786504","0.376195130363925"
"Rarely","2008","college entrance qualification","higher vocational","115","0.364850275047264","0.311857842451224","0.417842707643305"
"Rarely","2008","college entrance qualification","higher education","1193","0.364563596109181","0.3479004589269","0.381226733291462"
"Rarely","2008","Other degree","in school","","","",""
"Rarely","2008","Other degree","inadequately","11","","",""
"Rarely","2008","Other degree","general elemantary","80","0.302752176769023","0.245799346995794","0.359705006542252"
"Rarely","2008","Other degree","middle vocational","96","0.239877950300819","0.193019321113642","0.286736579487996"
"Rarely","2008","Other degree","vocational + Abi","39","0.375246128788927","0.285172182600914","0.46532007497694"
"Rarely","2008","Other degree","higher vocational","16","","",""
"Rarely","2008","Other degree","higher education","58","0.292219105527848","0.225595934963173","0.358842276092522"
"Rarely","2008","no degree/no degree yet","in school","121","0.345588879597905","0.295979253560022","0.395198505635789"
"Rarely","2008","no degree/no degree yet","inadequately","35","0.233718414369272","0.165767451193755","0.30166937754479"
"Rarely","2008","no degree/no degree yet","general elemantary","","","",""
"Rarely","2008","no degree/no degree yet","middle vocational","15","","",""
"Rarely","2008","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2008","no degree/no degree yet","higher vocational","","","",""
"Rarely","2008","no degree/no degree yet","higher education","","","",""
"Sometimes","2008","lower secondary degree","in school","","","",""
"Sometimes","2008","lower secondary degree","inadequately","","","",""
"Sometimes","2008","lower secondary degree","general elemantary","447","0.349159573109266","0.323226141841057","0.375093004377475"
"Sometimes","2008","lower secondary degree","middle vocational","1373","0.315097228857605","0.30163144206979","0.328563015645421"
"Sometimes","2008","lower secondary degree","vocational + Abi","5","","",""
"Sometimes","2008","lower secondary degree","higher vocational","123","0.277081812942151","0.234176750752266","0.319986875132037"
"Sometimes","2008","lower secondary degree","higher education","49","0.255899033691472","0.191431357726512","0.320366709656432"
"Sometimes","2008","secondary school degree","in school","","","",""
"Sometimes","2008","secondary school degree","inadequately","","","",""
"Sometimes","2008","secondary school degree","general elemantary","151","0.337983501642381","0.295667012430065","0.380299990854697"
"Sometimes","2008","secondary school degree","middle vocational","1231","0.30608984283731","0.291811242742741","0.320368442931879"
"Sometimes","2008","secondary school degree","vocational + Abi","10","","",""
"Sometimes","2008","secondary school degree","higher vocational","184","0.29871345562819","0.262802170906931","0.334624740349449"
"Sometimes","2008","secondary school degree","higher education","182","0.280945354859443","0.245306859344436","0.31658385037445"
"Sometimes","2008","college entrance qualification","in school","","","",""
"Sometimes","2008","college entrance qualification","inadequately","","","",""
"Sometimes","2008","college entrance qualification","general elemantary","","","",""
"Sometimes","2008","college entrance qualification","middle vocational","208","0.295882377828062","0.261601124453473","0.330163631202652"
"Sometimes","2008","college entrance qualification","vocational + Abi","289","0.308204149596398","0.278685778967721","0.337722520225075"
"Sometimes","2008","college entrance qualification","higher vocational","90","0.250252024309573","0.20256887729606","0.297935171323086"
"Sometimes","2008","college entrance qualification","higher education","908","0.288697796654972","0.273009243779818","0.304386349530126"
"Sometimes","2008","Other degree","in school","","","",""
"Sometimes","2008","Other degree","inadequately","10","","",""
"Sometimes","2008","Other degree","general elemantary","82","0.360679414489294","0.30115459200206","0.420204236976527"
"Sometimes","2008","Other degree","middle vocational","104","0.38674448020727","0.333302130518506","0.440186829896034"
"Sometimes","2008","Other degree","vocational + Abi","40","0.355509084936513","0.266461867466542","0.444556302406484"
"Sometimes","2008","Other degree","higher vocational","19","","",""
"Sometimes","2008","Other degree","higher education","64","0.407234819407449","0.335259206795522","0.479210432019377"
"Sometimes","2008","no degree/no degree yet","in school","110","0.332542910947423","0.28339599612013","0.381689825774715"
"Sometimes","2008","no degree/no degree yet","inadequately","49","0.368781800114527","0.291312532013509","0.446251068215545"
"Sometimes","2008","no degree/no degree yet","general elemantary","","","",""
"Sometimes","2008","no degree/no degree yet","middle vocational","8","","",""
"Sometimes","2008","no degree/no degree yet","vocational + Abi","","","",""
"Sometimes","2008","no degree/no degree yet","higher vocational","","","",""
"Sometimes","2008","no degree/no degree yet","higher education","2","","",""
"Often","2008","lower secondary degree","in school","","","",""
"Often","2008","lower secondary degree","inadequately","","","",""
"Often","2008","lower secondary degree","general elemantary","182","0.150687390422919","0.131225591249543","0.170149189596294"
"Often","2008","lower secondary degree","middle vocational","500","0.118131378177582","0.10877560766392","0.127487148691243"
"Often","2008","lower secondary degree","vocational + Abi","2","","",""
"Often","2008","lower secondary degree","higher vocational","41","0.101823003290581","0.0728319585983306","0.130814047982831"
"Often","2008","lower secondary degree","higher education","15","","",""
"Often","2008","secondary school degree","in school","","","",""
"Often","2008","secondary school degree","inadequately","","","",""
"Often","2008","secondary school degree","general elemantary","60","0.134493477661522","0.103971458786875","0.165015496536169"
"Often","2008","secondary school degree","middle vocational","397","0.117224308665271","0.10725778799591","0.127190829334632"
"Often","2008","secondary school degree","vocational + Abi","2","","",""
"Often","2008","secondary school degree","higher vocational","55","0.0884955665638474","0.0662114230942698","0.110779710033425"
"Often","2008","secondary school degree","higher education","42","0.0630550553967396","0.0437822703430241","0.0823278404504551"
"Often","2008","college entrance qualification","in school","","","",""
"Often","2008","college entrance qualification","inadequately","","","",""
"Often","2008","college entrance qualification","general elemantary","","","",""
"Often","2008","college entrance qualification","middle vocational","76","0.14867932955333","0.121958716296696","0.175399942809964"
"Often","2008","college entrance qualification","vocational + Abi","106","0.125233485619452","0.104074712901893","0.14639225833701"
"Often","2008","college entrance qualification","higher vocational","33","0.127882868321236","0.0911197744554578","0.164645962187014"
"Often","2008","college entrance qualification","higher education","225","0.0871049452800098","0.0773423360188542","0.0968675545411654"
"Often","2008","Other degree","in school","","","",""
"Often","2008","Other degree","inadequately","5","","",""
"Often","2008","Other degree","general elemantary","41","0.151780258419955","0.107302804472437","0.196257712367472"
"Often","2008","Other degree","middle vocational","29","","",""
"Often","2008","Other degree","vocational + Abi","7","","",""
"Often","2008","Other degree","higher vocational","5","","",""
"Often","2008","Other degree","higher education","22","","",""
"Often","2008","no degree/no degree yet","in school","35","0.092267682755259","0.062077590235085","0.122457775275433"
"Often","2008","no degree/no degree yet","inadequately","28","","",""
"Often","2008","no degree/no degree yet","general elemantary","","","",""
"Often","2008","no degree/no degree yet","middle vocational","5","","",""
"Often","2008","no degree/no degree yet","vocational + Abi","","","",""
"Often","2008","no degree/no degree yet","higher vocational","","","",""
"Often","2008","no degree/no degree yet","higher education","1","","",""
"Very often","2008","lower secondary degree","in school","","","",""
"Very often","2008","lower secondary degree","inadequately","","","",""
"Very often","2008","lower secondary degree","general elemantary","72","0.0606987111602731","0.0477088969739326","0.0736885253466137"
"Very often","2008","lower secondary degree","middle vocational","164","0.0358378841791645","0.0304497153832457","0.0412260529750834"
"Very often","2008","lower secondary degree","vocational + Abi","1","","",""
"Very often","2008","lower secondary degree","higher vocational","3","","",""
"Very often","2008","lower secondary degree","higher education","4","","",""
"Very often","2008","secondary school degree","in school","","","",""
"Very often","2008","secondary school degree","inadequately","","","",""
"Very often","2008","secondary school degree","general elemantary","14","","",""
"Very often","2008","secondary school degree","middle vocational","111","0.0309115262755828","0.0255492215826451","0.0362738309685206"
"Very often","2008","secondary school degree","vocational + Abi","1","","",""
"Very often","2008","secondary school degree","higher vocational","15","","",""
"Very often","2008","secondary school degree","higher education","14","","",""
"Very often","2008","college entrance qualification","in school","","","",""
"Very often","2008","college entrance qualification","inadequately","","","",""
"Very often","2008","college entrance qualification","general elemantary","","","",""
"Very often","2008","college entrance qualification","middle vocational","16","","",""
"Very often","2008","college entrance qualification","vocational + Abi","27","","",""
"Very often","2008","college entrance qualification","higher vocational","8","","",""
"Very often","2008","college entrance qualification","higher education","55","0.0188497753754595","0.0141415752177782","0.0235579755331407"
"Very often","2008","Other degree","in school","","","",""
"Very often","2008","Other degree","inadequately","6","","",""
"Very often","2008","Other degree","general elemantary","11","","",""
"Very often","2008","Other degree","middle vocational","20","","",""
"Very often","2008","Other degree","vocational + Abi","5","","",""
"Very often","2008","Other degree","higher vocational","1","","",""
"Very often","2008","Other degree","higher education","1","","",""
"Very often","2008","no degree/no degree yet","in school","10","","",""
"Very often","2008","no degree/no degree yet","inadequately","11","","",""
"Very often","2008","no degree/no degree yet","general elemantary","","","",""
"Very often","2008","no degree/no degree yet","middle vocational","1","","",""
"Very often","2008","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2008","no degree/no degree yet","higher vocational","","","",""
"Very often","2008","no degree/no degree yet","higher education","","","",""
"Very rare","2009","lower secondary degree","in school","","","",""
"Very rare","2009","lower secondary degree","inadequately","","","",""
"Very rare","2009","lower secondary degree","general elemantary","195","0.169693679245339","0.148139219923728","0.191248138566951"
"Very rare","2009","lower secondary degree","middle vocational","912","0.210507495265613","0.198179866777314","0.222835123753912"
"Very rare","2009","lower secondary degree","vocational + Abi","2","","",""
"Very rare","2009","lower secondary degree","higher vocational","101","0.241581918327911","0.198601349858891","0.28456248679693"
"Very rare","2009","lower secondary degree","higher education","36","0.22434232599127","0.159906736065574","0.288777915916966"
"Very rare","2009","secondary school degree","in school","","","",""
"Very rare","2009","secondary school degree","inadequately","","","",""
"Very rare","2009","secondary school degree","general elemantary","95","0.198128107467589","0.160585046061691","0.235671168873488"
"Very rare","2009","secondary school degree","middle vocational","726","0.17996224140203","0.167683275586088","0.192241207217973"
"Very rare","2009","secondary school degree","vocational + Abi","3","","",""
"Very rare","2009","secondary school degree","higher vocational","133","0.238451362566406","0.204325518125955","0.272577207006858"
"Very rare","2009","secondary school degree","higher education","171","0.306895025599135","0.269616917752891","0.344173133445378"
"Very rare","2009","college entrance qualification","in school","","","",""
"Very rare","2009","college entrance qualification","inadequately","","","",""
"Very rare","2009","college entrance qualification","general elemantary","","","",""
"Very rare","2009","college entrance qualification","middle vocational","135","0.203134836297973","0.17215741851598","0.234112254079967"
"Very rare","2009","college entrance qualification","vocational + Abi","169","0.200775916539149","0.174111712008183","0.227440121070115"
"Very rare","2009","college entrance qualification","higher vocational","56","0.155203465315707","0.1141604494393","0.196246481192115"
"Very rare","2009","college entrance qualification","higher education","738","0.227211321175979","0.212412807715946","0.242009834636012"
"Very rare","2009","Other degree","in school","","","",""
"Very rare","2009","Other degree","inadequately","5","","",""
"Very rare","2009","Other degree","general elemantary","27","","",""
"Very rare","2009","Other degree","middle vocational","49","0.185681263569655","0.139385132303017","0.231977394836294"
"Very rare","2009","Other degree","vocational + Abi","16","","",""
"Very rare","2009","Other degree","higher vocational","6","","",""
"Very rare","2009","Other degree","higher education","40","0.184080315676953","0.125822927407629","0.242337703946276"
"Very rare","2009","no degree/no degree yet","in school","69","0.228793938794159","0.182184028339284","0.275403849249034"
"Very rare","2009","no degree/no degree yet","inadequately","17","","",""
"Very rare","2009","no degree/no degree yet","general elemantary","","","",""
"Very rare","2009","no degree/no degree yet","middle vocational","7","","",""
"Very rare","2009","no degree/no degree yet","vocational + Abi","","","",""
"Very rare","2009","no degree/no degree yet","higher vocational","","","",""
"Very rare","2009","no degree/no degree yet","higher education","1","","",""
"Rarely","2009","lower secondary degree","in school","","","",""
