"plh0187","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Often","2009","indirect migration background","Male","17","","",""
"Often","2009","no migration background","Female","1026","0.132879966372174","0.125514521398781","0.140245411345568"
"Often","2009","no migration background","Male","501","0.0752196571734298","0.0692482564501367","0.0811910578967228"
"Rarely","2009","direct migration background","Female","253","0.279215464987197","0.249890283426894","0.308540646547499"
"Rarely","2009","direct migration background","Male","248","0.315383682034477","0.282347904896194","0.348419459172759"
"Rarely","2009","indirect migration background","Female","99","0.250921842919143","0.206746489780048","0.295097196058239"
"Rarely","2009","indirect migration background","Male","127","0.393367781862406","0.341821104921299","0.444914458803513"
"Rarely","2009","no migration background","Female","2651","0.312506515504085","0.302448936423982","0.322564094584188"
"Rarely","2009","no migration background","Male","2922","0.377716865004579","0.366740249535263","0.388693480473896"
"Sometimes","2009","direct migration background","Female","351","0.409320328835118","0.377178105488594","0.441462552181643"
"Sometimes","2009","direct migration background","Male","223","0.278622358199999","0.246748795080857","0.31049592131914"
"Sometimes","2009","indirect migration background","Female","134","0.372293492251377","0.323036457160734","0.42155052734202"
"Sometimes","2009","indirect migration background","Male","109","0.287751237122408","0.239980384248648","0.335522089996168"
"Sometimes","2009","no migration background","Female","2793","0.342688164021024","0.332389879102708","0.352986448939341"
"Sometimes","2009","no migration background","Male","1920","0.278515364441582","0.268366221498823","0.288664507384341"
"Very often","2009","direct migration background","Female","54","0.07103149477819","0.0542398121464042","0.0878231774099758"
"Very often","2009","direct migration background","Male","30","0.0410401063307176","0.0269359940836752","0.0551442185777601"
"Very often","2009","indirect migration background","Female","17","","",""
"Very often","2009","indirect migration background","Male","8","","",""
"Very often","2009","no migration background","Female","351","0.0504705918083617","0.0457204887406798","0.0552206948760436"
"Very often","2009","no migration background","Male","108","0.0144972963602904","0.0117910728341526","0.0172035198864282"
"Very rare","2009","direct migration background","Female","115","0.113833188874006","0.0930716071799113","0.1345947705681"
"Very rare","2009","direct migration background","Male","178","0.234386100874936","0.204269071909828","0.264503129840045"
"Very rare","2009","indirect migration background","Female","61","0.132379533725991","0.0978474689794584","0.166911598472524"
"Very rare","2009","indirect migration background","Male","84","0.243509078350877","0.198219530777927","0.288798625923828"
"Very rare","2009","no migration background","Female","1338","0.161454762294354","0.153470803209922","0.169438721378786"
"Very rare","2009","no migration background","Male","2043","0.254050817020118","0.24419469285684","0.263906941183396"
"Often","2010","direct migration background","Female","128","0.144305201700537","0.120075791100562","0.168534612300513"
"Often","2010","direct migration background","Male","70","0.136106396974617","0.110024843874419","0.162187950074816"
"Often","2010","indirect migration background","Female","43","0.164790947747554","0.125529591024925","0.204052304470183"
"Often","2010","indirect migration background","Male","26","","",""
"Often","2010","no migration background","Female","970","0.134187389923935","0.126521181881791","0.14185359796608"
"Often","2010","no migration background","Male","486","0.0791441731762871","0.0728036659299838","0.0854846804225905"
"Rarely","2010","direct migration background","Female","239","0.308056935029669","0.276222797646523","0.339891072412814"
"Rarely","2010","direct migration background","Male","229","0.330798783524167","0.295011860091268","0.366585706957066"
"Rarely","2010","indirect migration background","Female","109","0.290774680061322","0.242716044092916","0.338833316029729"
"Rarely","2010","indirect migration background","Male","96","0.287111261324564","0.237071035873169","0.337151486775958"
"Rarely","2010","no migration background","Female","2478","0.309312444220582","0.298916778483959","0.319708109957206"
"Rarely","2010","no migration background","Male","2688","0.378999622290803","0.367605417246397","0.390393827335208"
"Sometimes","2010","direct migration background","Female","274","0.347470741403275","0.314638424883665","0.380303057922884"
"Sometimes","2010","direct migration background","Male","179","0.259041685227798","0.225718556740705","0.292364813714892"
"Sometimes","2010","indirect migration background","Female","113","0.288072416663768","0.240146571657861","0.335998261669675"
"Sometimes","2010","indirect migration background","Male","87","0.330673404588922","0.278637639870281","0.382709169307564"
"Sometimes","2010","no migration background","Female","2611","0.352248661194962","0.341505264062638","0.362992058327285"
"Sometimes","2010","no migration background","Male","1817","0.277544724907625","0.267027753777611","0.288061696037639"
"Very often","2010","direct migration background","Female","46","0.0650565524070269","0.0480513970443509","0.082061707769703"
"Very often","2010","direct migration background","Male","13","","",""
"Very often","2010","indirect migration background","Female","25","","",""
"Very often","2010","indirect migration background","Male","3","","",""
"Very often","2010","no migration background","Female","283","0.0437753013039221","0.0391737174008666","0.0483768852069775"
"Very often","2010","no migration background","Male","103","0.0158763976144704","0.0129406445888582","0.0188121506400826"
"Very rare","2010","direct migration background","Female","121","0.135110569459492","0.111540146936296","0.158680991982689"
"Very rare","2010","direct migration background","Male","173","0.249972395961671","0.217038075916398","0.282906716006945"
"Very rare","2010","indirect migration background","Female","53","0.148316141235226","0.110703446594207","0.185928835876244"
"Very rare","2010","indirect migration background","Male","102","0.268963976182133","0.219918414281219","0.318009538083047"
"Very rare","2010","no migration background","Female","1252","0.160476203356598","0.15222086989593","0.168731536817267"
"Very rare","2010","no migration background","Male","1870","0.248435082010815","0.238286428593841","0.258583735427789"
"Often","2011","direct migration background","Female","157","0.156539346146004","0.135287220016876","0.177791472275132"
"Often","2011","direct migration background","Male","66","0.0753579679939876","0.0580254905206605","0.0926904454673146"
"Often","2011","indirect migration background","Female","68","0.198069450049161","0.159725118625285","0.236413781473037"
"Often","2011","indirect migration background","Male","32","0.0738615010459575","0.0475300059068874","0.100192996185028"
"Often","2011","no migration background","Female","1234","0.138478514373612","0.131507540214063","0.145449488533161"
"Often","2011","no migration background","Male","591","0.0788296882503429","0.0731070783215289","0.084552298179157"
"Rarely","2011","direct migration background","Female","322","0.276859066209734","0.250689347134623","0.303028785284844"
"Rarely","2011","direct migration background","Male","304","0.332801441475639","0.30186079468722","0.363742088264057"
"Rarely","2011","indirect migration background","Female","114","0.220955173334574","0.181038222986569","0.260872123682578"
"Rarely","2011","indirect migration background","Male","143","0.365147552686753","0.316674643862264","0.413620461511242"
"Rarely","2011","no migration background","Female","2896","0.299217449422262","0.289975697285119","0.308459201559404"
"Rarely","2011","no migration background","Male","3195","0.366500455444269","0.356267768539477","0.37673314234906"
"Sometimes","2011","direct migration background","Female","431","0.374056054882609","0.345755543783675","0.402356565981544"
"Sometimes","2011","direct migration background","Male","239","0.270902398136065","0.241720838552062","0.300083957720068"
"Sometimes","2011","indirect migration background","Female","156","0.388222275674713","0.341334341572564","0.435110209776861"
"Sometimes","2011","indirect migration background","Male","101","0.312734257056736","0.266059876508974","0.359408637604497"
"Sometimes","2011","no migration background","Female","3413","0.362798074678959","0.353094310246505","0.372501839111412"
"Sometimes","2011","no migration background","Male","2363","0.28798508186991","0.278368763897367","0.297601399842452"
"Very often","2011","direct migration background","Female","43","0.0398315139364522","0.0283936390002523","0.051269388872652"
"Very often","2011","direct migration background","Male","28","","",""
"Very often","2011","indirect migration background","Female","28","","",""
"Very often","2011","indirect migration background","Male","7","","",""
"Very often","2011","no migration background","Female","368","0.0444006574436394","0.0402434486225745","0.0485578662647043"
"Very often","2011","no migration background","Male","123","0.0154760660153018","0.0128547299716227","0.0180974020589809"
"Very rare","2011","direct migration background","Female","170","0.152714018825201","0.131675620357361","0.173752417293041"
"Very rare","2011","direct migration background","Male","254","0.295605145150624","0.265642971205442","0.325567319095807"
"Very rare","2011","indirect migration background","Female","49","0.145359988967366","0.111449184410721","0.179270793524011"
"Very rare","2011","indirect migration background","Male","96","0.244713591021418","0.201430988539568","0.287996193503268"
"Very rare","2011","no migration background","Female","1520","0.155105304081528","0.147799233975812","0.162411374187245"
"Very rare","2011","no migration background","Male","2246","0.251208708420177","0.241998339823111","0.260419077017243"
"Often","2012","direct migration background","Female","152","0.143989607334599","0.12307067317523","0.164908541493967"
"Often","2012","direct migration background","Male","73","0.0816755307134197","0.0634035026335852","0.0999475587932542"
"Often","2012","indirect migration background","Female","56","0.138370403823574","0.105269347105748","0.1714714605414"
"Often","2012","indirect migration background","Male","24","","",""
"Often","2012","no migration background","Female","1076","0.123651165237594","0.11698236389956","0.130319966575628"
"Often","2012","no migration background","Male","530","0.0718591537668524","0.0663455719982064","0.0773727355354984"
"Rarely","2012","direct migration background","Female","323","0.267518427779177","0.24114238345708","0.293894472101275"
"Rarely","2012","direct migration background","Male","304","0.347113844890802","0.315352609180787","0.378875080600817"
"Rarely","2012","indirect migration background","Female","149","0.371494291879941","0.325171936315483","0.417816647444399"
"Rarely","2012","indirect migration background","Male","138","0.405598368216628","0.356165412121478","0.455031324311778"
"Rarely","2012","no migration background","Female","3119","0.324998179113697","0.315509558057467","0.334486800169927"
"Rarely","2012","no migration background","Male","3309","0.385748371992382","0.375356087275332","0.396140656709433"
"Sometimes","2012","direct migration background","Female","389","0.373470770650109","0.344648151846361","0.402293389453857"
"Sometimes","2012","direct migration background","Male","248","0.297442766451034","0.26694379075648","0.327941742145587"
"Sometimes","2012","indirect migration background","Female","137","0.276881691170533","0.233986189786384","0.319777192554682"
"Sometimes","2012","indirect migration background","Male","87","0.211689827656535","0.170562826243315","0.252816829069755"
"Sometimes","2012","no migration background","Female","3154","0.339149416460773","0.329558561074083","0.348740271847463"
"Sometimes","2012","no migration background","Male","2062","0.25481672997266","0.245513551669095","0.264119908276226"
"Very often","2012","direct migration background","Female","50","0.0489910166184581","0.0361297128416668","0.0618523203952495"
"Very often","2012","direct migration background","Male","17","","",""
"Very often","2012","indirect migration background","Female","17","","",""
"Very often","2012","indirect migration background","Male","5","","",""
"Very often","2012","no migration background","Female","311","0.0361999391184574","0.0324158830614477","0.039983995175467"
"Very often","2012","no migration background","Male","110","0.0147408507306133","0.0121679540894146","0.017313747371812"
"Very rare","2012","direct migration background","Female","168","0.166030177617657","0.143858265691559","0.188202089543755"
"Very rare","2012","direct migration background","Male","221","0.25747541951446","0.228303433416935","0.286647405611985"
"Very rare","2012","indirect migration background","Female","59","0.181716770501772","0.144750189899383","0.218683351104162"
"Very rare","2012","indirect migration background","Male","125","0.323103100544231","0.276020514231525","0.370185686856938"
"Very rare","2012","no migration background","Female","1700","0.176001300069479","0.168286381120917","0.18371621901804"
"Very rare","2012","no migration background","Male","2417","0.272834893537492","0.263325511417352","0.282344275657632"
"Often","2013","direct migration background","Female","219","0.142049777931487","0.124511292358083","0.159588263504891"
"Often","2013","direct migration background","Male","101","0.107735539916444","0.0899546716948439","0.125516408138044"
"Often","2013","indirect migration background","Female","111","0.135105529512336","0.109085400289698","0.161125658734973"
"Often","2013","indirect migration background","Male","26","","",""
"Often","2013","no migration background","Female","1403","0.124828897014442","0.118894110257374","0.130763683771511"
"Often","2013","no migration background","Male","610","0.0692487035658195","0.0642520345430646","0.0742453725885743"
"Rarely","2013","direct migration background","Female","491","0.299834876454451","0.276816108452122","0.32285364445678"
"Rarely","2013","direct migration background","Male","413","0.329856872424756","0.302893561351863","0.356820183497649"
"Rarely","2013","indirect migration background","Female","205","0.314707160833857","0.279357704717056","0.350056616950657"
"Rarely","2013","indirect migration background","Male","208","0.394325852900227","0.353144880024928","0.435506825775525"
"Rarely","2013","no migration background","Female","4076","0.324984065978798","0.316574199242195","0.333393932715401"
"Rarely","2013","no migration background","Male","3955","0.382835768018245","0.373269015001865","0.392402521034625"
"Sometimes","2013","direct migration background","Female","549","0.399029848220723","0.374427876918118","0.423631819523329"
"Sometimes","2013","direct migration background","Male","345","0.303529174415676","0.277161103716897","0.329897245114454"
"Sometimes","2013","indirect migration background","Female","214","0.349782889041178","0.313481787466286","0.38608399061607"
"Sometimes","2013","indirect migration background","Male","138","0.259701649010686","0.222753711274455","0.296649586746917"
"Sometimes","2013","no migration background","Female","3972","0.342763821496515","0.334241473054535","0.351286169938494"
"Sometimes","2013","no migration background","Male","2345","0.247529034747647","0.239034963841792","0.256023105653501"
"Very often","2013","direct migration background","Female","75","0.0566199030409273","0.0450089283024608","0.0682308777793937"
"Very often","2013","direct migration background","Male","23","","",""
"Very often","2013","indirect migration background","Female","36","0.0404032615713705","0.0254152534075877","0.0553912697351533"
"Very often","2013","indirect migration background","Male","6","","",""
"Very often","2013","no migration background","Female","443","0.0361386049109952","0.0327874534860264","0.039489756335964"
"Very often","2013","no migration background","Male","120","0.0150171601750712","0.0126234797232561","0.0174108406268863"
"Very rare","2013","direct migration background","Female","188","0.102465594352412","0.0872301421376287","0.117701046567195"
"Very rare","2013","direct migration background","Male","286","0.239764682476897","0.215280066541623","0.26424929841217"
"Very rare","2013","indirect migration background","Female","97","0.160001159041259","0.132095503150915","0.187906814931604"
"Very rare","2013","indirect migration background","Male","163","0.316114467995892","0.27693456529867","0.355294370693114"
"Very rare","2013","no migration background","Female","2021","0.17128461059925","0.16451968628725","0.178049534911249"
"Very rare","2013","no migration background","Male","2887","0.285369333493218","0.276481366987527","0.294257299998908"
"Often","2014","direct migration background","Female","343","0.133976845638251","0.121339734677273","0.146613956599229"
"Often","2014","direct migration background","Male","179","0.0876577029652698","0.0761601881741118","0.0991552177564278"
"Often","2014","indirect migration background","Female","129","0.124851433365637","0.103919805947389","0.145783060783885"
"Often","2014","indirect migration background","Male","52","0.0580260099422445","0.0421684755165994","0.0738835443678895"
"Often","2014","no migration background","Female","1315","0.127861303913964","0.121601787831778","0.134120819996149"
"Often","2014","no migration background","Male","554","0.0604487592201666","0.0556036821735847","0.0652938362667485"
"Rarely","2014","direct migration background","Female","851","0.300893622255005","0.283878060322342","0.317909184187669"
"Rarely","2014","direct migration background","Male","808","0.3424363091796","0.323143794243868","0.361728824115332"
"Rarely","2014","indirect migration background","Female","320","0.358806838566761","0.328433667703988","0.389180009429534"
"Rarely","2014","indirect migration background","Male","308","0.350858527575769","0.318488687806511","0.383228367345028"
"Rarely","2014","no migration background","Female","3709","0.324962732800134","0.316183449348785","0.333742016251483"
"Rarely","2014","no migration background","Male","3626","0.384511383245596","0.374621039860128","0.394401726631063"
"Sometimes","2014","direct migration background","Female","990","0.353335206127461","0.335601429341057","0.371068982913865"
"Sometimes","2014","direct migration background","Male","632","0.279174437968136","0.260936197225785","0.297412678710487"
"Sometimes","2014","indirect migration background","Female","325","0.325457586134798","0.295787612034731","0.355127560234864"
"Sometimes","2014","indirect migration background","Male","205","0.271718789820653","0.241546085164774","0.301891494476532"
"Sometimes","2014","no migration background","Female","3576","0.334652364270953","0.325807326847648","0.343497401694259"
"Sometimes","2014","no migration background","Male","2156","0.243569991905271","0.234843433042954","0.252296550767588"
"Very often","2014","direct migration background","Female","141","0.0523587165137245","0.0440948240928565","0.0606226089345926"
"Very often","2014","direct migration background","Male","48","0.0271950167143339","0.0205821832222011","0.0338078502064666"
"Very often","2014","indirect migration background","Female","42","0.0395856563880258","0.0272385957639034","0.0519327170121483"
"Very often","2014","indirect migration background","Male","20","","",""
"Very often","2014","no migration background","Female","441","0.0402820104507729","0.0365964307807175","0.0439675901208284"
"Very often","2014","no migration background","Male","111","0.0106910547701524","0.00860020416839553","0.0127819053719092"
"Very rare","2014","direct migration background","Female","466","0.159435609465558","0.145854153503576","0.173017065427541"
"Very rare","2014","direct migration background","Male","657","0.26353653317266","0.245625276915328","0.281447789429992"
"Very rare","2014","indirect migration background","Female","142","0.151298485544778","0.128607146991965","0.173989824097592"
"Very rare","2014","indirect migration background","Male","250","0.302304701165349","0.271154546876191","0.333454855454508"
"Very rare","2014","no migration background","Female","1892","0.172241588564176","0.165163773196486","0.179319403931866"
"Very rare","2014","no migration background","Male","2847","0.300778810858815","0.291455338958134","0.310102282759495"
"Often","2015","direct migration background","Female","299","0.13107554937663","0.117477000292657","0.144674098460603"
"Often","2015","direct migration background","Male","145","0.0921393870988021","0.0792627204859458","0.105016053711658"
"Often","2015","indirect migration background","Female","118","0.115596026261592","0.094446646857728","0.136745405665456"
"Often","2015","indirect migration background","Male","55","0.0707102604079119","0.0523889741604445","0.0890315466553793"
"Often","2015","no migration background","Female","1213","0.118847986374569","0.112618634336962","0.125077338412176"
"Often","2015","no migration background","Male","508","0.0685881588799592","0.0633064282890379","0.0738698894708806"
"Rarely","2015","direct migration background","Female","755","0.315282742848534","0.296560992152945","0.334004493544124"
"Rarely","2015","direct migration background","Male","728","0.349809683468982","0.328576878677928","0.371042488260037"
"Rarely","2015","indirect migration background","Female","309","0.34660289157952","0.315125007773236","0.378080775385804"
"Rarely","2015","indirect migration background","Male","280","0.397319435520736","0.36234484256088","0.432294028480592"
"Rarely","2015","no migration background","Female","3457","0.325920133150304","0.316897510087067","0.334942756213542"
"Rarely","2015","no migration background","Male","3533","0.391144153627189","0.380946354409658","0.401341952844721"
"Sometimes","2015","direct migration background","Female","811","0.342316472355376","0.323197563527108","0.361435381183644"
"Sometimes","2015","direct migration background","Male","500","0.274621631937039","0.254750579174634","0.294492684699445"
"Sometimes","2015","indirect migration background","Female","286","0.344442795456554","0.31301132616204","0.375874264751068"
"Sometimes","2015","indirect migration background","Male","159","0.206778363130001","0.177832334102208","0.235724392157794"
"Sometimes","2015","no migration background","Female","3455","0.342003438475378","0.332871802507455","0.3511350744433"
"Sometimes","2015","no migration background","Male","2068","0.248220757601724","0.239193725051026","0.257247790152422"
"Very often","2015","direct migration background","Female","114","0.0553213120615304","0.0461098405004856","0.0645327836225751"
"Very often","2015","direct migration background","Male","38","0.0246052514514389","0.0177080118196777","0.0315024910832001"
"Very often","2015","indirect migration background","Female","36","0.0388068140644822","0.0260318358074729","0.0515817923214914"
"Very often","2015","indirect migration background","Male","17","","",""
"Very often","2015","no migration background","Female","375","0.0396217975227086","0.0358667989514272","0.04337679609399"
"Very often","2015","no migration background","Male","120","0.0130963572003525","0.0107206471936773","0.0154720672070277"
"Very rare","2015","direct migration background","Female","387","0.156003923357929","0.14138286888737","0.170624977828488"
"Very rare","2015","direct migration background","Male","527","0.258824046043737","0.239324065584152","0.278324026503323"
"Very rare","2015","indirect migration background","Female","129","0.154551472637852","0.130641394639338","0.178461550636365"
"Very rare","2015","indirect migration background","Male","241","0.30552206541525","0.272599801867435","0.338444328963064"
"Very rare","2015","no migration background","Female","1867","0.17360664447704","0.166315459413279","0.180897829540801"
"Very rare","2015","no migration background","Male","2568","0.278950572690775","0.269578687885027","0.288322457496523"
"Often","2016","direct migration background","Female","284","0.121960266305422","0.109451367918517","0.134469164692328"
"Often","2016","direct migration background","Male","158","0.0930228738099151","0.0807791566199624","0.105266590999868"
"Often","2016","indirect migration background","Female","104","0.122808931392429","0.100599922020058","0.145017940764801"
"Often","2016","indirect migration background","Male","48","0.0556801309674678","0.0387896837010146","0.072570578233921"
"Often","2016","no migration background","Female","1091","0.123960458395392","0.117398146277096","0.130522770513688"
"Often","2016","no migration background","Male","476","0.063756723337779","0.0584744317243622","0.0690390149511958"
"Rarely","2016","direct migration background","Female","813","0.298200203147752","0.28071328067843","0.315687125617074"
"Rarely","2016","direct migration background","Male","753","0.335971913850901","0.316062202792026","0.355881624909776"
"Rarely","2016","indirect migration background","Female","300","0.353546544945036","0.321197680520095","0.385895409369977"
"Rarely","2016","indirect migration background","Male","278","0.398198993188343","0.362140465004024","0.434257521372663"
"Rarely","2016","no migration background","Female","3309","0.323411164255612","0.314095939053989","0.332726389457235"
"Rarely","2016","no migration background","Male","3230","0.387064411235021","0.376533545815553","0.397595276654488"
"Sometimes","2016","direct migration background","Female","926","0.349066394356492","0.330845270313159","0.367287518399824"
"Sometimes","2016","direct migration background","Male","576","0.264903336148342","0.24630234072187","0.283504331574814"
"Sometimes","2016","indirect migration background","Female","275","0.327030369302193","0.295286571361035","0.35877416724335"
"Sometimes","2016","indirect migration background","Male","157","0.219238668115224","0.188763284027842","0.249714052202606"
"Sometimes","2016","no migration background","Female","3223","0.34228459828739","0.332836027394702","0.351733169180077"
"Sometimes","2016","no migration background","Male","1952","0.244805337855384","0.235509149386127","0.254101526324641"
"Very often","2016","direct migration background","Female","113","0.0545333668382301","0.0458536200265738","0.0632131136498864"
"Very often","2016","direct migration background","Male","36","0.0208204324301383","0.0148018212138452","0.0268390436464314"
"Very often","2016","indirect migration background","Female","38","0.0374378191168191","0.0245927401486954","0.0502828980849428"
"Very often","2016","indirect migration background","Male","18","","",""
"Very often","2016","no migration background","Female","358","0.0361171250401281","0.0324015831700239","0.0398326669102322"
"Very often","2016","no migration background","Male","98","0.0137122840956226","0.0111979572299201","0.0162266109613251"
"Very rare","2016","direct migration background","Female","493","0.176239769352105","0.161674947850576","0.190804590853633"
"Very rare","2016","direct migration background","Male","639","0.285281443760703","0.266247686036282","0.304315201485125"
"Very rare","2016","indirect migration background","Female","122","0.159176335243523","0.134421569292677","0.183931101194369"
"Very rare","2016","indirect migration background","Male","207","0.29567440267709","0.262060026002436","0.329288779351744"
"Very rare","2016","no migration background","Female","1706","0.174226654021478","0.166673276880245","0.181780031162711"
"Very rare","2016","no migration background","Male","2462","0.290661243476194","0.280844093386101","0.300478393566286"
"Often","2017","direct migration background","Female","304","0.135997630704367","0.122645844234331","0.149349417174403"
"Often","2017","direct migration background","Male","143","0.0768645898866815","0.0653363999537234","0.0883927798196397"
"Often","2017","indirect migration background","Female","122","0.146330569987084","0.123392172782464","0.169268967191704"
"Often","2017","indirect migration background","Male","53","0.0821443630863786","0.062837413852211","0.101451312320546"
"Often","2017","no migration background","Female","1232","0.126586425297974","0.120328695199987","0.132844155395961"
"Often","2017","no migration background","Male","497","0.0573657335159558","0.0526728034533131","0.0620586635785984"
"Rarely","2017","direct migration background","Female","825","0.308706277970403","0.290712586168653","0.326699969772153"
"Rarely","2017","direct migration background","Male","745","0.373964647748942","0.353024489256811","0.394904806241073"
"Rarely","2017","indirect migration background","Female","331","0.367507598347756","0.336217171364807","0.398798025330705"
"Rarely","2017","indirect migration background","Male","292","0.412237180627284","0.377626334524121","0.446848026730447"
"Rarely","2017","no migration background","Female","3728","0.340602179901","0.331683290959507","0.349521068842492"
"Rarely","2017","no migration background","Male","3824","0.408106879286179","0.398188178278438","0.418025580293919"
"Sometimes","2017","direct migration background","Female","871","0.353575216357571","0.334953652630496","0.372196780084646"
"Sometimes","2017","direct migration background","Male","543","0.285985155301052","0.266428678068968","0.305541632533136"
"Sometimes","2017","indirect migration background","Female","262","0.270803504850236","0.241963183272872","0.2996438264276"
"Sometimes","2017","indirect migration background","Male","184","0.229308751207582","0.199749861977525","0.258867640437639"
"Sometimes","2017","no migration background","Female","3573","0.327252917841939","0.318422505857843","0.336083329826035"
"Sometimes","2017","no migration background","Male","2134","0.229463172217258","0.220977243254315","0.2379491011802"
