"plh0187","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Rarely","2009","35-65 y.","Not Employed","603","0.301731876338111","0.281248399162767","0.322215353513456"
"Rarely","2009","66 and older","Employed","129","0.38927426222571","0.334643364854089","0.443905159597332"
"Rarely","2009","66 and older","Not Employed","1322","0.329272509645878","0.314454825866836","0.34409019342492"
"Sometimes","2009","16-34 y.","Employed","933","0.323191505426462","0.306340008805645","0.340043002047278"
"Sometimes","2009","16-34 y.","Not Employed","302","0.296672737628939","0.268830421056527","0.324515054201351"
"Sometimes","2009","35-65 y.","Employed","2407","0.31511188917877","0.304890337380252","0.325333440977287"
"Sometimes","2009","35-65 y.","Not Employed","641","0.322854007349809","0.301988630918656","0.343719383780962"
"Sometimes","2009","66 and older","Employed","71","0.300061770208356","0.248713884164046","0.351409656252666"
"Sometimes","2009","66 and older","Not Employed","1176","0.318026026446375","0.303342013319983","0.332710039572767"
"Very often","2009","16-34 y.","Employed","82","0.0302269300780749","0.0240580306631511","0.0363958294929986"
"Very often","2009","16-34 y.","Not Employed","32","0.0400016297375436","0.0280572964733447","0.0519459630017425"
"Very often","2009","35-65 y.","Employed","211","0.030628459849171","0.0268372105987077","0.0344197090996343"
"Very often","2009","35-65 y.","Not Employed","101","0.0641201541846522","0.0531884139401657","0.0750518944291386"
"Very often","2009","66 and older","Employed","4","","",""
"Very often","2009","66 and older","Not Employed","138","0.0379636380650091","0.0319379147251662","0.0439893614048519"
"Very rare","2009","16-34 y.","Employed","559","0.181894265515645","0.16799506466925","0.19579346636204"
"Very rare","2009","16-34 y.","Not Employed","225","0.204685664841844","0.180093263327534","0.229278066356155"
"Very rare","2009","35-65 y.","Employed","1753","0.211211211092438","0.20223044317227","0.220191979012607"
"Very rare","2009","35-65 y.","Not Employed","342","0.161530730759322","0.14510770662677","0.177953754891874"
"Very rare","2009","66 and older","Employed","86","0.256757207355712","0.207811562722427","0.305702851988996"
"Very rare","2009","66 and older","Not Employed","854","0.212699142736262","0.199796378431466","0.225601907041058"
"Often","2010","16-34 y.","Employed","271","0.0972221425050651","0.0859910590426224","0.108453225967508"
"Often","2010","16-34 y.","Not Employed","95","0.119441023390506","0.0983585222888299","0.140523524492181"
"Often","2010","35-65 y.","Employed","671","0.0983993383023274","0.0916015086307865","0.105197167973868"
"Often","2010","35-65 y.","Not Employed","261","0.17278255502667","0.154779294085715","0.190785815967626"
"Often","2010","66 and older","Employed","15","","",""
"Often","2010","66 and older","Not Employed","410","0.122527066046038","0.112008610450629","0.133045521641447"
"Rarely","2010","16-34 y.","Employed","933","0.342748012372119","0.324755076247811","0.360740948496426"
"Rarely","2010","16-34 y.","Not Employed","314","0.354391591195521","0.323296456466437","0.385486725924605"
"Rarely","2010","35-65 y.","Employed","2734","0.359030187830312","0.348081770338751","0.369978605321872"
"Rarely","2010","35-65 y.","Not Employed","532","0.282297287619218","0.260862606128882","0.303731969109555"
"Rarely","2010","66 and older","Employed","127","0.407611558881985","0.352282496553239","0.462940621210731"
"Rarely","2010","66 and older","Not Employed","1199","0.314552082606183","0.299656667551926","0.329447497660439"
"Sometimes","2010","16-34 y.","Employed","785","0.305164648342362","0.287708168327634","0.32262112835709"
"Sometimes","2010","16-34 y.","Not Employed","244","0.283737008365603","0.254430748367589","0.313043268363617"
"Sometimes","2010","35-65 y.","Employed","2160","0.301367633782639","0.290895390238584","0.311839877326693"
"Sometimes","2010","35-65 y.","Not Employed","534","0.316432299594885","0.29428490933446","0.338579689855311"
"Sometimes","2010","66 and older","Employed","80","0.281358448029707","0.23072786611278","0.331989029946634"
"Sometimes","2010","66 and older","Not Employed","1278","0.349088654136472","0.33379723178225","0.364380076490693"
"Very often","2010","16-34 y.","Employed","70","0.0301817732695534","0.0236959343452804","0.0366676121938264"
"Very often","2010","16-34 y.","Not Employed","37","0.0433019206371308","0.0300704785487082","0.0565333627255534"
"Very often","2010","35-65 y.","Employed","149","0.0239364281471923","0.0204479516354278","0.0274249046589568"
"Very often","2010","35-65 y.","Not Employed","86","0.0660898160782529","0.0542590950068608","0.077920537149645"
"Very often","2010","66 and older","Employed","5","","",""
"Very often","2010","66 and older","Not Employed","126","0.0370351137893584","0.0309770873651789","0.043093140213538"
"Very rare","2010","16-34 y.","Employed","614","0.224683423510901","0.208860976035459","0.240505870986343"
"Very rare","2010","16-34 y.","Not Employed","219","0.199128456411239","0.173167885180312","0.225089027642167"
"Very rare","2010","35-65 y.","Employed","1661","0.21726641193753","0.207854662429817","0.226678161445243"
"Very rare","2010","35-65 y.","Not Employed","281","0.162398041680973","0.144834963927708","0.179961119434238"
"Very rare","2010","66 and older","Employed","76","0.221385997168208","0.174638005742067","0.26813398859435"
"Very rare","2010","66 and older","Not Employed","720","0.17679708342195","0.164559093409636","0.189035073434263"
"Often","2011","16-34 y.","Employed","330","0.108667334699463","0.0978555051422408","0.119479164256686"
"Often","2011","16-34 y.","Not Employed","135","0.117699749413303","0.0987165132364449","0.136682985590161"
"Often","2011","35-65 y.","Employed","868","0.104302321435744","0.0980234219438866","0.110581220927601"
"Often","2011","35-65 y.","Not Employed","303","0.152325040060067","0.137353802152729","0.167296277967406"
"Often","2011","66 and older","Employed","25","","",""
"Often","2011","66 and older","Not Employed","487","0.112052720017153","0.103102201920615","0.121003238113692"
"Rarely","2011","16-34 y.","Employed","1167","0.375757538386182","0.358932336811525","0.392582739960839"
"Rarely","2011","16-34 y.","Not Employed","373","0.324715649159078","0.297130887687097","0.352300410631059"
"Rarely","2011","35-65 y.","Employed","3143","0.328350574888206","0.318703491470982","0.337997658305429"
"Rarely","2011","35-65 y.","Not Employed","642","0.276474305470166","0.257840062610833","0.295108548329499"
"Rarely","2011","66 and older","Employed","142","0.388199903581813","0.339200727793764","0.437199079369862"
"Rarely","2011","66 and older","Not Employed","1507","0.306098908426802","0.293021458719388","0.319176358134215"
"Sometimes","2011","16-34 y.","Employed","977","0.30311728299601","0.28715059023641","0.319083975755611"
"Sometimes","2011","16-34 y.","Not Employed","333","0.297640970746346","0.270707010071509","0.324574931421183"
"Sometimes","2011","35-65 y.","Employed","2977","0.33078821911492","0.321122979495147","0.340453458734694"
"Sometimes","2011","35-65 y.","Not Employed","746","0.326382575682774","0.306846941107287","0.345918210258261"
"Sometimes","2011","66 and older","Employed","113","0.341917039143587","0.294223781469667","0.389610296817507"
"Sometimes","2011","66 and older","Not Employed","1557","0.342220991718553","0.328758150914873","0.355683832522232"
"Very often","2011","16-34 y.","Employed","89","0.0209624771851758","0.0159856708441415","0.0259392835262101"
"Very often","2011","16-34 y.","Not Employed","54","0.0533440685881719","0.0401063413260275","0.0665817958503162"
"Very often","2011","35-65 y.","Employed","207","0.0248533810144626","0.0216553437628292","0.0280514182660959"
"Very often","2011","35-65 y.","Not Employed","113","0.0583287277843738","0.0485642662966334","0.0680931892721143"
"Very often","2011","66 and older","Employed","5","","",""
"Very often","2011","66 and older","Not Employed","129","0.0325786504020922","0.0275411190611786","0.0376161817430058"
"Very rare","2011","16-34 y.","Employed","620","0.191495366733168","0.177825944344471","0.205164789121865"
"Very rare","2011","16-34 y.","Not Employed","212","0.206599562093101","0.18274973708691","0.230449387099292"
"Very rare","2011","35-65 y.","Employed","1908","0.211705503546667","0.203313490680863","0.220097516412471"
"Very rare","2011","35-65 y.","Not Employed","409","0.186489351002619","0.170261312703431","0.202717389301806"
"Very rare","2011","66 and older","Employed","95","0.196882980541369","0.156902335642221","0.236863625440517"
"Very rare","2011","66 and older","Not Employed","1091","0.2070487294354","0.195551242697591","0.218546216173209"
"Often","2012","16-34 y.","Employed","277","0.0910870742644538","0.080971347220996","0.101202801307912"
"Often","2012","16-34 y.","Not Employed","86","0.0765552217767262","0.060372499266209","0.0927379442872434"
"Often","2012","35-65 y.","Employed","769","0.0962608035544271","0.0901556720308938","0.10236593507796"
"Often","2012","35-65 y.","Not Employed","305","0.150295243203947","0.135379309766852","0.165211176641041"
"Often","2012","66 and older","Employed","12","","",""
"Often","2012","66 and older","Not Employed","462","0.104430639475467","0.0957791465993985","0.113082132351536"
"Rarely","2012","16-34 y.","Employed","1167","0.382601243578495","0.365514328941155","0.399688158215836"
"Rarely","2012","16-34 y.","Not Employed","376","0.395042517094905","0.365288674631903","0.424796359557907"
"Rarely","2012","35-65 y.","Employed","3342","0.359619202145413","0.349685999150795","0.369552405140032"
"Rarely","2012","35-65 y.","Not Employed","672","0.279095141720184","0.260372854279926","0.297817429160442"
"Rarely","2012","66 and older","Employed","158","0.37015474699307","0.323643657535532","0.416665836450607"
"Rarely","2012","66 and older","Not Employed","1627","0.327366279061963","0.314091302550288","0.340641255573637"
"Sometimes","2012","16-34 y.","Employed","850","0.264136418897653","0.248636822713445","0.27963601508186"
"Sometimes","2012","16-34 y.","Not Employed","329","0.303350359245651","0.275370973336872","0.331329745154429"
"Sometimes","2012","35-65 y.","Employed","2580","0.289334891713797","0.279948868473678","0.298720914953917"
"Sometimes","2012","35-65 y.","Not Employed","735","0.347337234830969","0.327464214186587","0.367210255475351"
"Sometimes","2012","66 and older","Employed","125","0.325438081436649","0.28030520470538","0.370570958167918"
"Sometimes","2012","66 and older","Not Employed","1458","0.325090605051291","0.311839490186992","0.33834171991559"
"Very often","2012","16-34 y.","Employed","65","0.0155377063893736","0.0111895957682523","0.0198858170104948"
"Very often","2012","16-34 y.","Not Employed","23","","",""
"Very often","2012","35-65 y.","Employed","184","0.0225629572877556","0.0194890474044771","0.0256368671710341"
"Very often","2012","35-65 y.","Not Employed","98","0.0479707048157635","0.0390508661350285","0.0568905434964985"
"Very often","2012","66 and older","Employed","7","","",""
"Very often","2012","66 and older","Not Employed","133","0.033507376305876","0.0284164482961496","0.0385983043156025"
"Very rare","2012","16-34 y.","Employed","749","0.246637556870024","0.231483141953707","0.261791971786342"
"Very rare","2012","16-34 y.","Not Employed","223","0.201478398980205","0.177065672078651","0.225891125881759"
"Very rare","2012","35-65 y.","Employed","2091","0.232222145298607","0.223482006473024","0.240962284124189"
"Very rare","2012","35-65 y.","Not Employed","395","0.175301675429137","0.159431402935933","0.191171947922341"
"Very rare","2012","66 and older","Employed","112","0.268831724989965","0.226124942854179","0.311538507125751"
"Very rare","2012","66 and older","Not Employed","1120","0.209605100105403","0.198090457578413","0.221119742632393"
"Often","2013","16-34 y.","Employed","346","0.0766236263990187","0.0684707611213166","0.0847764916767209"
"Often","2013","16-34 y.","Not Employed","202","0.110943537302236","0.0957621010456807","0.126124973558792"
"Often","2013","35-65 y.","Employed","1069","0.0871430816253231","0.0821681721858409","0.0921179910648053"
"Often","2013","35-65 y.","Not Employed","379","0.163507860806513","0.149411155657959","0.177604565955068"
"Often","2013","66 and older","Employed","25","","",""
"Often","2013","66 and older","Not Employed","449","0.113464513469169","0.104268161134562","0.122660865803775"
"Rarely","2013","16-34 y.","Employed","1529","0.366836489800889","0.35206467890366","0.381608300698118"
"Rarely","2013","16-34 y.","Not Employed","601","0.367379331899167","0.34407555935768","0.390683104440654"
"Rarely","2013","35-65 y.","Employed","4698","0.365681765988726","0.35718658535721","0.374176946620242"
"Rarely","2013","35-65 y.","Not Employed","805","0.286093261802344","0.268866965194842","0.303319558409846"
"Rarely","2013","66 and older","Employed","171","0.386397579037744","0.340534324117538","0.43226083395795"
"Rarely","2013","66 and older","Not Employed","1544","0.327007149749666","0.313404567477527","0.340609732021805"
"Sometimes","2013","16-34 y.","Employed","1129","0.274525487640477","0.260846878146713","0.288204097134241"
"Sometimes","2013","16-34 y.","Not Employed","471","0.296074627171686","0.274006722983606","0.318142531359766"
"Sometimes","2013","35-65 y.","Employed","3565","0.301040430031392","0.292949362843555","0.309131497219229"
"Sometimes","2013","35-65 y.","Not Employed","848","0.304658461448686","0.287114685393406","0.322202237503965"
"Sometimes","2013","66 and older","Employed","108","0.27008512309321","0.228264492023241","0.311905754163179"
"Sometimes","2013","66 and older","Not Employed","1442","0.326774534940675","0.313174441817015","0.340374628064334"
"Very often","2013","16-34 y.","Employed","109","0.0252616372121934","0.0204519779274288","0.030071296496958"
"Very often","2013","16-34 y.","Not Employed","54","0.0315503835287156","0.0231007471171217","0.0400000199403094"
"Very often","2013","35-65 y.","Employed","274","0.0221420832758964","0.0195466224105243","0.0247375441412685"
"Very often","2013","35-65 y.","Not Employed","142","0.0486050057104504","0.0404083197573514","0.0568016916635494"
"Very often","2013","66 and older","Employed","6","","",""
"Very often","2013","66 and older","Not Employed","118","0.0289524168224718","0.0240905822324446","0.0338142514124991"
"Very rare","2013","16-34 y.","Employed","976","0.256752758947421","0.243363277798652","0.27014224009619"
"Very rare","2013","16-34 y.","Not Employed","316","0.194052120098196","0.174935555047723","0.213168685148668"
"Very rare","2013","35-65 y.","Employed","2741","0.223992639078663","0.216638748548489","0.231346529608836"
"Very rare","2013","35-65 y.","Not Employed","470","0.197135410232007","0.181971163641402","0.212299656822611"
"Very rare","2013","66 and older","Employed","123","0.256286087241492","0.215164524462641","0.297407650020343"
"Very rare","2013","66 and older","Not Employed","1016","0.203801385018018","0.192121144483017","0.215481625553019"
"Often","2014","16-34 y.","Employed","396","0.0882190118296989","0.0800408921118527","0.0963971315475452"
"Often","2014","16-34 y.","Not Employed","201","0.0984137616668174","0.0852232261953981","0.111604297138237"
"Often","2014","35-65 y.","Employed","1128","0.0904816668226028","0.0854895024075561","0.0954738312376495"
"Often","2014","35-65 y.","Not Employed","384","0.140861743250423","0.128185168178604","0.153538318322241"
"Often","2014","66 and older","Employed","26","","",""
"Often","2014","66 and older","Not Employed","437","0.0990075714452872","0.0902850172855926","0.107730125604982"
"Rarely","2014","16-34 y.","Employed","1738","0.374051759008534","0.36009893341819","0.388004584598878"
"Rarely","2014","16-34 y.","Not Employed","693","0.379781028741414","0.358289365372147","0.40127269211068"
"Rarely","2014","35-65 y.","Employed","4627","0.358619610503032","0.350273623366159","0.366965597639904"
"Rarely","2014","35-65 y.","Not Employed","872","0.285379846361995","0.268923888974625","0.301835803749365"
"Rarely","2014","66 and older","Employed","190","0.3910326125059","0.347102488670983","0.434962736340817"
"Rarely","2014","66 and older","Not Employed","1502","0.327615032635564","0.31390811483585","0.341321950435279"
"Sometimes","2014","16-34 y.","Employed","1287","0.270521064692563","0.257711510215113","0.283330619170013"
"Sometimes","2014","16-34 y.","Not Employed","594","0.28792681806264","0.267875900715307","0.307977735409972"
"Sometimes","2014","35-65 y.","Employed","3556","0.284954807595215","0.277099601300804","0.292810013889627"
"Sometimes","2014","35-65 y.","Not Employed","936","0.324280867283553","0.307223278316084","0.341338456251021"
"Sometimes","2014","66 and older","Employed","132","0.284638972537685","0.244016276810181","0.325261668265189"
"Sometimes","2014","66 and older","Not Employed","1379","0.322010367596555","0.308364682215201","0.33565605297791"
"Very often","2014","16-34 y.","Employed","97","0.0150930103194112","0.0115773035313032","0.0186087171075193"
"Very often","2014","16-34 y.","Not Employed","78","0.0308797184368068","0.0232192314324914","0.0385402054411221"
"Very often","2014","35-65 y.","Employed","327","0.0239803240135766","0.0213180076279698","0.0266426403991833"
"Very often","2014","35-65 y.","Not Employed","138","0.0497837831607992","0.0418582398905477","0.0577093264310507"
"Very often","2014","66 and older","Employed","12","","",""
"Very often","2014","66 and older","Not Employed","151","0.0364056454855631","0.0309357328316196","0.0418755581395066"
"Very rare","2014","16-34 y.","Employed","1102","0.252115154149793","0.239594012016843","0.264636296282742"
"Very rare","2014","16-34 y.","Not Employed","393","0.202998673092322","0.185186906525865","0.22081043965878"
"Very rare","2014","35-65 y.","Employed","3047","0.241963591065574","0.234510732172167","0.249416449958981"
"Very rare","2014","35-65 y.","Not Employed","563","0.199693759943231","0.185126286908375","0.214261232978086"
"Very rare","2014","66 and older","Employed","114","0.217300419276183","0.180173684725782","0.254427153826584"
"Very rare","2014","66 and older","Not Employed","1035","0.21496138283703","0.202964328271629","0.226958437402431"
"Often","2015","16-34 y.","Employed","372","0.0821080626236996","0.0737475727781474","0.0904685524692517"
"Often","2015","16-34 y.","Not Employed","173","0.107317881721133","0.0922224238222435","0.122413339620022"
"Often","2015","35-65 y.","Employed","947","0.0803893948115248","0.0755201983048882","0.0852585913181613"
"Often","2015","35-65 y.","Not Employed","338","0.16267227038247","0.148031339099196","0.177313201665744"
"Often","2015","66 and older","Employed","30","0.0719183288128857","0.0495836648357912","0.0942529927899802"
"Often","2015","66 and older","Not Employed","478","0.11285374162106","0.103512967029436","0.122194516212684"
"Rarely","2015","16-34 y.","Employed","1565","0.384830829787059","0.370013318952264","0.399648340621855"
"Rarely","2015","16-34 y.","Not Employed","562","0.350601819519707","0.32733031593343","0.373873323105983"
"Rarely","2015","35-65 y.","Employed","4532","0.375544132604053","0.366871772507555","0.384216492700551"
"Rarely","2015","35-65 y.","Not Employed","720","0.283371283541421","0.265494506506896","0.301248060575947"
"Rarely","2015","66 and older","Employed","197","0.348779667184756","0.307578825624193","0.389980508745318"
"Rarely","2015","66 and older","Not Employed","1486","0.323209662596209","0.309402751104813","0.337016574087604"
"Sometimes","2015","16-34 y.","Employed","1133","0.271956390888077","0.258405389953771","0.285507391822384"
"Sometimes","2015","16-34 y.","Not Employed","493","0.300870161092","0.278501998748915","0.323238323435085"
"Sometimes","2015","35-65 y.","Employed","3359","0.286883509028181","0.278783435360419","0.294983582695943"
"Sometimes","2015","35-65 y.","Not Employed","806","0.318889628624616","0.300401491849833","0.337377765399398"
"Sometimes","2015","66 and older","Employed","134","0.309616183257656","0.269647148607109","0.349585217908204"
"Sometimes","2015","66 and older","Not Employed","1354","0.324250132412134","0.310431649564911","0.338068615259357"
"Very often","2015","16-34 y.","Employed","79","0.0166238544056","0.0127300983304506","0.0205176104807493"
"Very often","2015","16-34 y.","Not Employed","54","0.029355179305449","0.0211226294929167","0.0375877291179812"
"Very often","2015","35-65 y.","Employed","278","0.0245912924865178","0.0218177173950696","0.027364867577966"
"Very often","2015","35-65 y.","Not Employed","150","0.0621505086464284","0.0525729875215551","0.0717280297713017"
"Very often","2015","66 and older","Employed","7","","",""
"Very often","2015","66 and older","Not Employed","132","0.034392560701264","0.0290128384288296","0.0397722829736984"
"Very rare","2015","16-34 y.","Employed","993","0.244480862295564","0.231392412455875","0.257569312135253"
"Very rare","2015","16-34 y.","Not Employed","333","0.211854958361712","0.191926017519971","0.231783899203453"
"Very rare","2015","35-65 y.","Employed","2862","0.232591671069723","0.225025672230669","0.240157669908777"
"Very rare","2015","35-65 y.","Not Employed","427","0.172916308805065","0.157914041197377","0.187918576412752"
"Very rare","2015","66 and older","Employed","146","0.261480604672719","0.223490785659864","0.299470423685575"
"Very rare","2015","66 and older","Not Employed","958","0.205293902669333","0.193369995231445","0.217217810107222"
"Often","2016","16-34 y.","Employed","333","0.0830327116212973","0.074551343062996","0.0915140801795987"
"Often","2016","16-34 y.","Not Employed","133","0.0767840633864885","0.0634342988459772","0.0901338279269998"
"Often","2016","35-65 y.","Employed","939","0.0849278323950516","0.0798494953065297","0.0900061694835734"
"Often","2016","35-65 y.","Not Employed","324","0.15466198798226","0.139935953717227","0.169388022247293"
"Often","2016","66 and older","Employed","32","0.0772477905724232","0.0538926861900022","0.100602894954844"
"Often","2016","66 and older","Not Employed","400","0.113590519500559","0.104056269228564","0.123124769772555"
"Rarely","2016","16-34 y.","Employed","1507","0.377230574309879","0.362332453632039","0.392128694987719"
"Rarely","2016","16-34 y.","Not Employed","560","0.373006285640659","0.348758276751787","0.397254294529532"
"Rarely","2016","35-65 y.","Employed","4267","0.355903797288856","0.347181909154056","0.364625685423657"
"Rarely","2016","35-65 y.","Not Employed","675","0.278663469276241","0.260404014867642","0.29692292368484"
"Rarely","2016","66 and older","Employed","191","0.396001747775809","0.353219595935612","0.438783899616006"
"Rarely","2016","66 and older","Not Employed","1483","0.33294806258511","0.31878796064821","0.347108164522009"
"Sometimes","2016","16-34 y.","Employed","1117","0.265421965653369","0.251849717135067","0.278994214171672"
"Sometimes","2016","16-34 y.","Not Employed","464","0.320122414984833","0.296730820970366","0.343514008999299"
"Sometimes","2016","35-65 y.","Employed","3281","0.286909821715861","0.278670076799515","0.295149566632207"
"Sometimes","2016","35-65 y.","Not Employed","770","0.329146205543031","0.310008618447781","0.348283792638281"
"Sometimes","2016","66 and older","Employed","146","0.283641567447587","0.244209789496226","0.323073345398948"
"Sometimes","2016","66 and older","Not Employed","1331","0.31958997230266","0.305578614177794","0.333601330427525"
"Very often","2016","16-34 y.","Employed","95","0.0217950356601141","0.0173069811082215","0.0262830902120068"
"Very often","2016","16-34 y.","Not Employed","45","0.02885549625721","0.0204620055091827","0.0372489870052374"
"Very often","2016","35-65 y.","Employed","257","0.0228745203742069","0.0201510666559217","0.0255979740924922"
"Very often","2016","35-65 y.","Not Employed","130","0.0570319128691172","0.0475872539155633","0.0664765718226712"
"Very often","2016","66 and older","Employed","6","","",""
"Very often","2016","66 and older","Not Employed","128","0.0317674846298573","0.0264978615252265","0.0370371077344882"
"Very rare","2016","16-34 y.","Employed","1014","0.25251971275534","0.239165695929673","0.265873729581007"
"Very rare","2016","16-34 y.","Not Employed","326","0.20123173973081","0.181129471918534","0.221334007543085"
"Very rare","2016","35-65 y.","Employed","2832","0.249384028226025","0.241502470687912","0.257265585764137"
"Very rare","2016","35-65 y.","Not Employed","417","0.180496424329351","0.16483293407003","0.196159914588671"
"Very rare","2016","66 and older","Employed","127","0.231879805385408","0.194961454967299","0.268798155803518"
