"plh0187","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Often","2008","no migration background","Urban Area","1066","0.112261201437186","0.106252070952988","0.118270331921384"
"Rarely","2008","direct migration background","Rural Area","114","0.293089259584934","0.245127811893074","0.341050707276795"
"Rarely","2008","direct migration background","Urban Area","503","0.299833494478042","0.27708955074797","0.322577438208113"
"Rarely","2008","indirect migration background","Rural Area","37","0.262460557549666","0.180978173266317","0.343942941833014"
"Rarely","2008","indirect migration background","Urban Area","192","0.272550665576546","0.238580229482672","0.30652110167042"
"Rarely","2008","no migration background","Rural Area","2216","0.34621188890075","0.33426296093901","0.35816081686249"
"Rarely","2008","no migration background","Urban Area","3634","0.335567201619313","0.326579068925519","0.344555334313107"
"Sometimes","2008","direct migration background","Rural Area","114","0.310747908573357","0.261983473753109","0.359512343393605"
"Sometimes","2008","direct migration background","Urban Area","488","0.350434242505418","0.326751070840546","0.374117414170291"
"Sometimes","2008","indirect migration background","Rural Area","43","0.420735190903375","0.329306590477974","0.512163791328777"
"Sometimes","2008","indirect migration background","Urban Area","207","0.302844215157541","0.26778915779542","0.337899272519661"
"Sometimes","2008","no migration background","Rural Area","1915","0.316227289839266","0.304548576471267","0.327906003207264"
"Sometimes","2008","no migration background","Urban Area","3116","0.302141469618809","0.293400833198592","0.310882106039027"
"Very often","2008","direct migration background","Rural Area","16","","",""
"Very often","2008","direct migration background","Urban Area","69","0.0483497016844076","0.0377018834974486","0.0589975198713665"
"Very often","2008","indirect migration background","Rural Area","4","","",""
"Very often","2008","indirect migration background","Urban Area","28","","",""
"Very often","2008","no migration background","Rural Area","178","0.0296757968380596","0.0254139378959016","0.0339376557802176"
"Very often","2008","no migration background","Urban Area","292","0.032184731883089","0.0288252262513976","0.0355442375147805"
"Very rare","2008","direct migration background","Rural Area","63","0.212880874123516","0.169748973425257","0.256012774821776"
"Very rare","2008","direct migration background","Urban Area","293","0.173229882121819","0.154444119767444","0.192015644476193"
"Very rare","2008","indirect migration background","Rural Area","23","","",""
"Very rare","2008","indirect migration background","Urban Area","153","0.219371274516081","0.187800279719661","0.2509422693125"
"Very rare","2008","no migration background","Rural Area","1209","0.198582476078523","0.188563131271372","0.208601820885674"
"Very rare","2008","no migration background","Urban Area","2494","0.217845395441602","0.209988070992835","0.225702719890369"
"Often","2009","direct migration background","Rural Area","42","0.167753047136285","0.126490680866749","0.209015413405822"
"Often","2009","direct migration background","Urban Area","165","0.11868768370837","0.101396839272186","0.135978528144555"
"Often","2009","indirect migration background","Rural Area","6","","",""
"Often","2009","indirect migration background","Urban Area","70","0.140772873585684","0.112874787940326","0.168670959231041"
"Often","2009","no migration background","Rural Area","568","0.10555415908064","0.0976396586192902","0.11346865954199"
"Often","2009","no migration background","Urban Area","959","0.104243208168838","0.0982125805314142","0.110273835806261"
"Rarely","2009","direct migration background","Rural Area","90","0.274939494705801","0.22563363860477","0.324245350806831"
"Rarely","2009","direct migration background","Urban Area","411","0.301442728874945","0.27690966035875","0.32597579739114"
"Rarely","2009","indirect migration background","Rural Area","45","0.422671316169128","0.333542109039041","0.511800523299215"
"Rarely","2009","indirect migration background","Urban Area","181","0.299690118236945","0.262941394213692","0.336438842260197"
"Rarely","2009","no migration background","Rural Area","2142","0.362428551950447","0.350046733234961","0.374810370665933"
"Rarely","2009","no migration background","Urban Area","3431","0.334933877485989","0.3256194637239","0.344248291248078"
"Sometimes","2009","direct migration background","Rural Area","121","0.348770246987736","0.296140698324633","0.401399795650838"
"Sometimes","2009","direct migration background","Urban Area","453","0.347899337796601","0.322434988768669","0.373363686824534"
"Sometimes","2009","indirect migration background","Rural Area","44","0.331554470930249","0.246613436991628","0.416495504868869"
"Sometimes","2009","indirect migration background","Urban Area","199","0.329029476290795","0.29133913679326","0.36671981578833"
"Sometimes","2009","no migration background","Rural Area","1744","0.309278966383586","0.29737380348089","0.321184129286282"
"Sometimes","2009","no migration background","Urban Area","2969","0.312386446207407","0.303239800018257","0.321533092396557"
"Very often","2009","direct migration background","Rural Area","10","","",""
"Very often","2009","direct migration background","Urban Area","74","0.0616076454210204","0.0487530624305441","0.0744622284114967"
"Very often","2009","indirect migration background","Rural Area","4","","",""
"Very often","2009","indirect migration background","Urban Area","21","","",""
"Very often","2009","no migration background","Rural Area","171","0.0318754278555348","0.0273505960323087","0.0364002596787609"
"Very often","2009","no migration background","Urban Area","288","0.0334147330267326","0.0298679660363529","0.0369615000171123"
"Very rare","2009","direct migration background","Rural Area","52","0.170181667116137","0.128682372615625","0.211680961616649"
"Very rare","2009","direct migration background","Urban Area","241","0.170362604199063","0.150263358852917","0.190461849545209"
"Very rare","2009","indirect migration background","Rural Area","19","","",""
"Very rare","2009","indirect migration background","Urban Area","126","0.198797120200944","0.166783320697827","0.230810919704062"
"Very rare","2009","no migration background","Rural Area","1165","0.190862894729792","0.18074056171626","0.200985227743325"
"Very rare","2009","no migration background","Urban Area","2216","0.215021735111034","0.206913738259119","0.223129731962948"
"Often","2010","direct migration background","Rural Area","39","0.163815365435277","0.120386908534371","0.207243822336184"
"Often","2010","direct migration background","Urban Area","159","0.134260029218017","0.114913860433292","0.153606198002742"
"Often","2010","indirect migration background","Rural Area","11","","",""
"Often","2010","indirect migration background","Urban Area","58","0.136948159547388","0.10834604503745","0.165550274057327"
"Often","2010","no migration background","Rural Area","534","0.113011157988449","0.10446562910976","0.121556686867138"
"Often","2010","no migration background","Urban Area","922","0.103866894134594","0.0976613199671422","0.110072468302045"
"Rarely","2010","direct migration background","Rural Area","89","0.349986349010228","0.294019252011058","0.405953446009398"
"Rarely","2010","direct migration background","Urban Area","379","0.310191120885958","0.283942472799208","0.336439768972708"
"Rarely","2010","indirect migration background","Rural Area","42","0.439326208350592","0.343010596220968","0.535641820480216"
"Rarely","2010","indirect migration background","Urban Area","163","0.260415691948456","0.223904247172849","0.296927136724064"
"Rarely","2010","no migration background","Rural Area","1909","0.343301256975758","0.330485625965397","0.356116887986119"
"Rarely","2010","no migration background","Urban Area","3257","0.344109579460141","0.334446375140712","0.353772783779569"
"Sometimes","2010","direct migration background","Rural Area","94","0.298979963774036","0.245260428453337","0.352699499094736"
"Sometimes","2010","direct migration background","Urban Area","359","0.3084872299608","0.282278464350376","0.334695995571225"
"Sometimes","2010","indirect migration background","Rural Area","24","","",""
"Sometimes","2010","indirect migration background","Urban Area","176","0.316001756828777","0.277322881180593","0.354680632476962"
"Sometimes","2010","no migration background","Rural Area","1648","0.322629166206341","0.310011348036593","0.33524698437609"
"Sometimes","2010","no migration background","Urban Area","2780","0.311537846739608","0.302117810374881","0.320957883104336"
"Very often","2010","direct migration background","Rural Area","9","","",""
"Very often","2010","direct migration background","Urban Area","50","0.0487301143612288","0.0365127237645118","0.0609475049579458"
"Very often","2010","indirect migration background","Rural Area","3","","",""
"Very often","2010","indirect migration background","Urban Area","25","","",""
"Very often","2010","no migration background","Rural Area","138","0.027198916345809","0.0228084866328546","0.0315893460587633"
"Very often","2010","no migration background","Urban Area","248","0.0313292616199829","0.0277858605901716","0.0348726626497942"
"Very rare","2010","direct migration background","Rural Area","48","0.151117439577639","0.109090565533128","0.193144313622151"
"Very rare","2010","direct migration background","Urban Area","246","0.198331505573996","0.175704810112114","0.220958201035878"
"Very rare","2010","indirect migration background","Rural Area","22","","",""
"Very rare","2010","indirect migration background","Urban Area","133","0.219851358359581","0.185396152072932","0.25430656464623"
"Very rare","2010","no migration background","Rural Area","1044","0.193859502483643","0.183189411521164","0.204529593446122"
"Very rare","2010","no migration background","Urban Area","2078","0.209156418045674","0.200883894117393","0.217428941973956"
"Often","2011","direct migration background","Rural Area","51","0.127433401785018","0.0970923919574764","0.157774411612559"
"Often","2011","direct migration background","Urban Area","172","0.116856808574567","0.100863997196232","0.132849619952902"
"Often","2011","indirect migration background","Rural Area","11","","",""
"Often","2011","indirect migration background","Urban Area","89","0.139614268873388","0.113132520961778","0.166096016784998"
"Often","2011","no migration background","Rural Area","682","0.107802235556474","0.100339383944975","0.115265087167972"
"Often","2011","no migration background","Urban Area","1143","0.109919806455935","0.104156478174077","0.115683134737793"
"Rarely","2011","direct migration background","Rural Area","156","0.328675123731548","0.285934693597796","0.371415553865299"
"Rarely","2011","direct migration background","Urban Area","470","0.294696167666863","0.271999734690609","0.317392600643117"
"Rarely","2011","indirect migration background","Rural Area","43","0.300686818656043","0.22361924448327","0.377754392828815"
"Rarely","2011","indirect migration background","Urban Area","214","0.299170483441245","0.264183966551417","0.334157000331072"
"Rarely","2011","no migration background","Rural Area","2277","0.338348231271989","0.326962601659996","0.349733860883982"
"Rarely","2011","no migration background","Urban Area","3814","0.329134461085766","0.320476308569668","0.337792613601863"
"Sometimes","2011","direct migration background","Rural Area","151","0.31747093297962","0.275116228037309","0.359825637921931"
"Sometimes","2011","direct migration background","Urban Area","519","0.329501616000605","0.306101937842618","0.352901294158592"
"Sometimes","2011","indirect migration background","Rural Area","51","0.44653271796518","0.362981794174372","0.530083641755989"
"Sometimes","2011","indirect migration background","Urban Area","206","0.325538446355141","0.289735819949088","0.361341072761194"
"Sometimes","2011","no migration background","Rural Area","2110","0.32691290102147","0.315625030465793","0.338200771577147"
"Sometimes","2011","no migration background","Urban Area","3666","0.325665535159801","0.317030892080965","0.334300178238637"
"Very often","2011","direct migration background","Rural Area","14","","",""
"Very often","2011","direct migration background","Urban Area","57","0.0345696906074856","0.0254749471538332","0.043664434061138"
"Very often","2011","indirect migration background","Rural Area","6","","",""
"Very often","2011","indirect migration background","Urban Area","29","","",""
"Very often","2011","no migration background","Rural Area","172","0.0271046826475248","0.0231970333726793","0.0310123319223703"
"Very often","2011","no migration background","Urban Area","319","0.0317798456896817","0.0285477533252899","0.0350119380540735"
"Very rare","2011","direct migration background","Rural Area","92","0.197883665236693","0.161633269335196","0.23413406113819"
"Very rare","2011","direct migration background","Urban Area","332","0.22437571715048","0.203607660126446","0.245143774174514"
"Very rare","2011","indirect migration background","Rural Area","25","","",""
"Very rare","2011","indirect migration background","Urban Area","120","0.211072187206966","0.179892677412573","0.242251697001358"
"Very rare","2011","no migration background","Rural Area","1393","0.199831949502543","0.190209549126658","0.209454349878427"
"Very rare","2011","no migration background","Urban Area","2373","0.203500351608816","0.196082191748928","0.210918511468705"
"Often","2012","direct migration background","Rural Area","47","0.0912435153557328","0.0652105327597399","0.117276497951726"
"Often","2012","direct migration background","Urban Area","178","0.121883615964638","0.105188063829106","0.138579168100171"
"Often","2012","indirect migration background","Rural Area","14","","",""
"Often","2012","indirect migration background","Urban Area","66","0.0881455286221887","0.0663338720032024","0.109957185241175"
"Often","2012","no migration background","Rural Area","557","0.09037698215016","0.0834929920787528","0.0972609722215673"
"Often","2012","no migration background","Urban Area","1049","0.10222487639267","0.0965952486052872","0.107854504180052"
"Rarely","2012","direct migration background","Rural Area","159","0.311124037465537","0.269270086565374","0.3529779883657"
"Rarely","2012","direct migration background","Urban Area","468","0.303055606018887","0.279601855213849","0.326509356823925"
"Rarely","2012","indirect migration background","Rural Area","49","0.353495811627265","0.276477314317628","0.430514308936902"
"Rarely","2012","indirect migration background","Urban Area","238","0.397601147758797","0.359948837801115","0.43525345771648"
"Rarely","2012","no migration background","Rural Area","2451","0.364354565329395","0.352800091568458","0.375909039090331"
"Rarely","2012","no migration background","Urban Area","3977","0.349962928796204","0.341099583177469","0.35882627441494"
"Sometimes","2012","direct migration background","Rural Area","146","0.315238066696182","0.273234294500347","0.357241838892016"
"Sometimes","2012","direct migration background","Urban Area","491","0.344619452295517","0.320366269039617","0.368872635551418"
"Sometimes","2012","indirect migration background","Rural Area","50","0.265394879747279","0.194258709769046","0.336531049725512"
"Sometimes","2012","indirect migration background","Urban Area","174","0.237078274625944","0.204358401369224","0.269798147882663"
"Sometimes","2012","no migration background","Rural Area","1990","0.304163753171333","0.293118190351717","0.315209315990949"
"Sometimes","2012","no migration background","Urban Area","3226","0.294425903363923","0.285956029879994","0.302895776847851"
"Very often","2012","direct migration background","Rural Area","11","","",""
"Very often","2012","direct migration background","Urban Area","56","0.0370984357248668","0.027453022775221","0.0467438486745126"
"Very often","2012","indirect migration background","Rural Area","2","","",""
"Very often","2012","indirect migration background","Urban Area","20","","",""
"Very often","2012","no migration background","Rural Area","154","0.0242827991881058","0.020587139679742","0.0279784586964697"
"Very often","2012","no migration background","Urban Area","267","0.0263644599297939","0.0233871417467438","0.029341778112844"
"Very rare","2012","direct migration background","Rural Area","107","0.260128248575573","0.220466565166463","0.299789931984683"
"Very rare","2012","direct migration background","Urban Area","282","0.193342889996091","0.173188917252721","0.21349686273946"
"Very rare","2012","indirect migration background","Rural Area","33","0.254597327973195","0.184413083905882","0.324781572040508"
"Very rare","2012","indirect migration background","Urban Area","151","0.257482993724296","0.223843208054355","0.291122779394237"
"Very rare","2012","no migration background","Rural Area","1512","0.216821900161007","0.206928115874568","0.226715684447445"
"Very rare","2012","no migration background","Urban Area","2605","0.227021831517409","0.219237254378175","0.234806408656644"
"Often","2013","direct migration background","Rural Area","81","0.118956325588447","0.0941638479493186","0.143748803227576"
"Often","2013","direct migration background","Urban Area","239","0.127903515622401","0.113392781220065","0.142414250024737"
"Often","2013","indirect migration background","Rural Area","19","","",""
"Often","2013","indirect migration background","Urban Area","118","0.0766164951428172","0.059912482531991","0.0933205077536433"
"Often","2013","no migration background","Rural Area","764","0.0979010418258397","0.0915188124685377","0.104283271183142"
"Often","2013","no migration background","Urban Area","1249","0.0980009711621342","0.0929861992824909","0.103015743041778"
"Rarely","2013","direct migration background","Rural Area","217","0.301082238861189","0.265951842647413","0.336212635074964"
"Rarely","2013","direct migration background","Urban Area","687","0.317518931285911","0.29729358338166","0.337744279190163"
"Rarely","2013","indirect migration background","Rural Area","84","0.406115595510667","0.34264684229074","0.469584348730594"
"Rarely","2013","indirect migration background","Urban Area","329","0.341755096200459","0.311968569475445","0.371541622925473"
"Rarely","2013","no migration background","Rural Area","3085","0.355959955726196","0.345677220157446","0.366242691294945"
"Rarely","2013","no migration background","Urban Area","4946","0.35133762947546","0.343285613219867","0.359389645731053"
"Sometimes","2013","direct migration background","Rural Area","233","0.37716095145986","0.340043451336161","0.414278451583559"
"Sometimes","2013","direct migration background","Urban Area","661","0.34778800074228","0.327095281106473","0.368480720378087"
"Sometimes","2013","indirect migration background","Rural Area","68","0.282077365759298","0.223919680139007","0.340235051379589"
"Sometimes","2013","indirect migration background","Urban Area","284","0.309907115953853","0.280864337537426","0.33894989437028"
"Sometimes","2013","no migration background","Rural Area","2404","0.297333832404958","0.287517520574804","0.307150144235111"
"Sometimes","2013","no migration background","Urban Area","3913","0.296416711174463","0.288714027603694","0.304119394745232"
"Very often","2013","direct migration background","Rural Area","27","","",""
"Very often","2013","direct migration background","Urban Area","71","0.0379205184489226","0.0296218484751423","0.046219188422703"
"Very often","2013","indirect migration background","Rural Area","7","","",""
"Very often","2013","indirect migration background","Urban Area","35","0.0292637448539466","0.018678907516573","0.0398485821913202"
"Very often","2013","no migration background","Rural Area","221","0.027013659884813","0.023531916610293","0.030495403159333"
"Very often","2013","no migration background","Urban Area","342","0.0253529894025096","0.0227016140044484","0.0280043648005709"
"Very rare","2013","direct migration background","Rural Area","97","0.159858978591677","0.131793525809562","0.187924431373793"
"Very rare","2013","direct migration background","Urban Area","377","0.168869033900485","0.152591986606103","0.185146081194867"
"Very rare","2013","indirect migration background","Rural Area","52","0.225920251741941","0.171875365457186","0.279965138026697"
"Very rare","2013","indirect migration background","Urban Area","208","0.242457547848924","0.215542822368383","0.269372273329466"
"Very rare","2013","no migration background","Rural Area","1855","0.221791510158194","0.212869307137652","0.230713713178736"
"Very rare","2013","no migration background","Urban Area","3053","0.228891698785433","0.22180562504229","0.235977772528576"
"Often","2014","direct migration background","Rural Area","115","0.09292708678695","0.0769532390512074","0.108900934522693"
"Often","2014","direct migration background","Urban Area","407","0.11650538703163","0.106365843422152","0.126644930641109"
"Often","2014","indirect migration background","Rural Area","31","0.110818717652248","0.076690930717932","0.144946504586565"
"Often","2014","indirect migration background","Urban Area","150","0.0843684515816616","0.0701505508882034","0.0985863522751198"
"Often","2014","no migration background","Rural Area","693","0.0936970032940092","0.0871847990680933","0.100209207519925"
"Often","2014","no migration background","Urban Area","1176","0.0959065709367995","0.0907517123001501","0.101061429573449"
"Rarely","2014","direct migration background","Rural Area","411","0.332323369364913","0.306406603273583","0.358240135456243"
"Rarely","2014","direct migration background","Urban Area","1248","0.318007735510829","0.303289626421357","0.332725844600301"
"Rarely","2014","indirect migration background","Rural Area","124","0.385592855129917","0.33267539049342","0.438510319766413"
"Rarely","2014","indirect migration background","Urban Area","504","0.348129590406029","0.323760676896454","0.372498503915604"
"Rarely","2014","no migration background","Rural Area","2888","0.362906539456071","0.35216101977506","0.373652059137081"
"Rarely","2014","no migration background","Urban Area","4447","0.349098561860089","0.340753730446431","0.357443393273747"
"Sometimes","2014","direct migration background","Rural Area","395","0.310875478500717","0.285409558800754","0.336341398200679"
"Sometimes","2014","direct migration background","Urban Area","1227","0.31912443577294","0.304392583502763","0.333856288043118"
"Sometimes","2014","indirect migration background","Rural Area","84","0.286114072721881","0.236979132653104","0.335249012790659"
"Sometimes","2014","indirect migration background","Urban Area","446","0.298683028277438","0.275270543360085","0.32209551319479"
"Sometimes","2014","no migration background","Rural Area","2188","0.295918176043086","0.285717573160251","0.306118778925921"
"Sometimes","2014","no migration background","Urban Area","3544","0.287565072563906","0.279641398711214","0.295488746416599"
"Very often","2014","direct migration background","Rural Area","41","0.0360306109110083","0.0257768139303717","0.0462844078916449"
"Very often","2014","direct migration background","Urban Area","148","0.0412656065256131","0.0349794278479944","0.0475517852032318"
"Very often","2014","indirect migration background","Rural Area","8","","",""
"Very often","2014","indirect migration background","Urban Area","54","0.0285014513654796","0.019989294286728","0.0370136084442312"
"Very often","2014","no migration background","Rural Area","200","0.0255586266196473","0.022031873431668","0.0290853798076266"
"Very often","2014","no migration background","Urban Area","352","0.0261114566754874","0.0233198379646501","0.0289030753863248"
"Very rare","2014","direct migration background","Rural Area","307","0.227843454436412","0.204765982213862","0.250920926658963"
"Very rare","2014","direct migration background","Urban Area","816","0.205096835158988","0.192335972235209","0.217857698082766"
"Very rare","2014","indirect migration background","Rural Area","78","0.194953640260867","0.1518828807414","0.238024399780334"
"Very rare","2014","indirect migration background","Urban Area","314","0.240317478369392","0.218460314432615","0.262174642306168"
"Very rare","2014","no migration background","Rural Area","1723","0.221919654587187","0.212633443326196","0.231205865848178"
"Very rare","2014","no migration background","Urban Area","3016","0.241318337963718","0.233827836760665","0.248808839166771"
"Often","2015","direct migration background","Rural Area","101","0.106692868477987","0.0883316594527266","0.125054077503247"
"Often","2015","direct migration background","Urban Area","343","0.114049273505381","0.103066649464177","0.125031897546585"
"Often","2015","indirect migration background","Rural Area","31","0.0859516246674247","0.0542868443865007","0.117616404948349"
"Often","2015","indirect migration background","Urban Area","142","0.0932070481693789","0.0775768657889176","0.10883723054984"
"Often","2015","no migration background","Rural Area","667","0.0974828927298017","0.0906898265033532","0.10427595895625"
"Often","2015","no migration background","Urban Area","1054","0.0927567712845459","0.0875315231468973","0.0979820194221945"
"Rarely","2015","direct migration background","Rural Area","380","0.349947024375063","0.321580331526081","0.378313717224044"
"Rarely","2015","direct migration background","Urban Area","1103","0.326835362719082","0.310629198406585","0.343041527031578"
"Rarely","2015","indirect migration background","Rural Area","116","0.394710513373132","0.339491867061396","0.449929159684869"
"Rarely","2015","indirect migration background","Urban Area","473","0.36903027995852","0.343087240215485","0.394973319701555"
"Rarely","2015","no migration background","Rural Area","2731","0.353943579440731","0.342992014924512","0.36489514395695"
"Rarely","2015","no migration background","Urban Area","4259","0.35962511875336","0.350981126019276","0.368269111487444"
"Sometimes","2015","direct migration background","Rural Area","330","0.294102874650139","0.267003858749859","0.321201890550419"
"Sometimes","2015","direct migration background","Urban Area","981","0.314296954019393","0.298257366465708","0.330336541573078"
"Sometimes","2015","indirect migration background","Rural Area","80","0.261997693762171","0.212322172049726","0.311673215474617"
"Sometimes","2015","indirect migration background","Urban Area","365","0.274111518432224","0.25012958485528","0.298093452009168"
"Sometimes","2015","no migration background","Rural Area","2127","0.310816437999619","0.300216743023018","0.321416132976221"
"Sometimes","2015","no migration background","Urban Area","3396","0.288804901997948","0.280641542971288","0.296968261024607"
"Very often","2015","direct migration background","Rural Area","39","0.0347205676161598","0.0238324422444978","0.0456086929878219"
"Very often","2015","direct migration background","Urban Area","113","0.0422608256894115","0.0353098193276061","0.0492118320512169"
"Very often","2015","indirect migration background","Rural Area","8","","",""
"Very often","2015","indirect migration background","Urban Area","45","0.0298378662492668","0.0206905932267733","0.0389851392717603"
"Very often","2015","no migration background","Rural Area","192","0.0260679103222244","0.0224187632255527","0.029717057418896"
"Very often","2015","no migration background","Urban Area","303","0.0270364026616904","0.024114975998368","0.0299578293250127"
"Very rare","2015","direct migration background","Rural Area","236","0.214536664880652","0.190122217443899","0.238951112317405"
"Very rare","2015","direct migration background","Urban Area","678","0.202557584066733","0.188671525539389","0.216443642594076"
"Very rare","2015","indirect migration background","Rural Area","66","0.234107593168367","0.186271414953043","0.281943771383691"
"Very rare","2015","indirect migration background","Urban Area","304","0.23381328719061","0.211057728510587","0.256568845870634"
"Very rare","2015","no migration background","Rural Area","1607","0.211689179507624","0.202333571931097","0.221044787084151"
"Very rare","2015","no migration background","Urban Area","2828","0.231776805302456","0.224176151810515","0.239377458794397"
"Often","2016","direct migration background","Rural Area","108","0.0649442840020536","0.0511726730122351","0.0787158949918721"
"Often","2016","direct migration background","Urban Area","334","0.119383843479198","0.108734368266457","0.13003331869194"
"Often","2016","indirect migration background","Rural Area","28","","",""
"Often","2016","indirect migration background","Urban Area","124","0.0892104758080014","0.0733449602359061","0.105075991380097"
"Often","2016","no migration background","Rural Area","581","0.0917361083314543","0.0848874616359436","0.0985847550269649"
"Often","2016","no migration background","Urban Area","986","0.0961009194532636","0.0906133205919374","0.10158851831459"
"Rarely","2016","direct migration background","Rural Area","410","0.32364880967836","0.297502002046473","0.349795617310247"
"Rarely","2016","direct migration background","Urban Area","1156","0.31455121704447","0.299300323346919","0.32980211074202"
"Rarely","2016","indirect migration background","Rural Area","117","0.401165829156478","0.34633887031186","0.455992788001095"
"Rarely","2016","indirect migration background","Urban Area","461","0.37162287108931","0.344726192678048","0.398519549500571"
"Rarely","2016","no migration background","Rural Area","2562","0.363553934725378","0.352141092603381","0.374966776847374"
"Rarely","2016","no migration background","Urban Area","3977","0.349710476289709","0.340831430132071","0.358589522447347"
"Sometimes","2016","direct migration background","Rural Area","377","0.309377043277415","0.283544921293984","0.335209165260845"
"Sometimes","2016","direct migration background","Urban Area","1125","0.308120483727548","0.292955650931664","0.323285316523432"
"Sometimes","2016","indirect migration background","Rural Area","82","0.289707674721924","0.238964519935897","0.340450829507951"
"Sometimes","2016","indirect migration background","Urban Area","350","0.268022404185818","0.243369295409013","0.292675512962624"
"Sometimes","2016","no migration background","Rural Area","1998","0.307523082675589","0.296574192680257","0.318471972670921"
"Sometimes","2016","no migration background","Urban Area","3177","0.288122744275437","0.2796903686603","0.296555119890574"
"Very often","2016","direct migration background","Rural Area","30","0.035323426458408","0.0250072725303695","0.0456395803864464"
"Very often","2016","direct migration background","Urban Area","119","0.0390100655235367","0.0326507574673172","0.0453693735797561"
"Very often","2016","indirect migration background","Rural Area","13","","",""
"Very often","2016","indirect migration background","Urban Area","43","0.0359546905062572","0.0255922094700256","0.0463171715424888"
"Very often","2016","no migration background","Rural Area","175","0.0248080879567143","0.0211177148748237","0.0284984610386049"
"Very often","2016","no migration background","Urban Area","281","0.025393998030932","0.0224648677051946","0.0283231283566693"
"Very rare","2016","direct migration background","Rural Area","305","0.266706436583764","0.241991971208348","0.29142090195918"
"Very rare","2016","direct migration background","Urban Area","827","0.218934390225248","0.205352417459571","0.232516362990925"
"Very rare","2016","indirect migration background","Rural Area","67","0.199920333520328","0.15518259738377","0.244658069656886"
"Very rare","2016","indirect migration background","Urban Area","262","0.235189558410614","0.211583516652258","0.25879560016897"
"Very rare","2016","no migration background","Rural Area","1508","0.212378786310865","0.202674963637827","0.222082608983902"
"Very rare","2016","no migration background","Urban Area","2660","0.240671861950659","0.232712357694022","0.248631366207296"
"Often","2017","direct migration background","Rural Area","119","0.11113306189574","0.0932758099252089","0.128990313866272"
"Often","2017","direct migration background","Urban Area","328","0.107599993483719","0.0971734090106447","0.118026577956792"
"Often","2017","indirect migration background","Rural Area","25","","",""
"Often","2017","indirect migration background","Urban Area","150","0.114681110410943","0.0979182098798042","0.131444010942081"
