"pgfamstd","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Married","2015","Not Working","East Germany","1230","0.478430550812378","0.457939668461278","0.498921433163477","1"
"Married, but separated","2015","Full Time","West Germany","180","0.023994414042726","0.0205261867592026","0.0274626413262493","2"
"Married, but separated","2015","Full Time","East Germany","59","0.0313406164070422","0.0236949392996128","0.0389862935144715","2"
"Married, but separated","2015","Part Time","West Germany","164","0.0309968975426819","0.0265629787583282","0.0354308163270357","2"
"Married, but separated","2015","Part Time","East Germany","32","0.0185028148138212","0.0110351835286164","0.025970446099026","2"
"Married, but separated","2015","Not Working","East Germany","37","0.0155666460711344","0.0104887264654595","0.0206445656768093","2"
"Married, but separated","2015","Not Working","West Germany","211","0.0229762288257613","0.0197931328404959","0.0261593248110267","2"
"Single","2015","Full Time","East Germany","574","0.344369419276995","0.323518820503792","0.365220018050199","3"
"Single","2015","Full Time","West Germany","1920","0.360974077208394","0.350089199104013","0.371858955312775","3"
"Single","2015","Part Time","West Germany","1452","0.30369594137868","0.291931129325532","0.315460753431828","3"
"Single","2015","Part Time","East Germany","397","0.406318056356259","0.379101735417802","0.433534377294716","3"
"Single","2015","Not Working","East Germany","524","0.218105380063883","0.201165807913499","0.235044952214266","3"
"Single","2015","Not Working","West Germany","2354","0.223181535353417","0.214335540217303","0.232027530489532","3"
"Widowed","2015","Full Time","West Germany","69","0.0103976507240344","0.00809872841090344","0.0126965730371653","5"
"Widowed","2015","Full Time","East Germany","32","0.0135563586791966","0.0084819632714144","0.0186307540869788","5"
"Widowed","2015","Part Time","West Germany","139","0.0353320273500026","0.0306087957080917","0.0400552589919134","5"
"Widowed","2015","Part Time","East Germany","36","0.037137615795163","0.0266588880706609","0.0476163435196651","5"
"Widowed","2015","Not Working","West Germany","804","0.168340510429914","0.160391283607371","0.176289737252458","5"
"Widowed","2015","Not Working","East Germany","319","0.201504287399806","0.18505020851456","0.217958366285052","5"
"Divorced","2016","Full Time","West Germany","711","0.102155483326307","0.0951556958334776","0.109155270819137","4"
"Divorced","2016","Full Time","East Germany","203","0.128024697374355","0.113187475678885","0.142861919069824","4"
"Divorced","2016","Part Time","West Germany","530","0.0930572155205595","0.0855371419090114","0.100577289132108","4"
"Divorced","2016","Part Time","East Germany","101","0.0858244429325674","0.0699960954264414","0.101652790438693","4"
"Divorced","2016","Not Working","East Germany","194","0.103638871487008","0.0922905227532559","0.11498722022076","4"
"Divorced","2016","Not Working","West Germany","546","0.0914504748697476","0.0858916084546648","0.0970093412848304","4"
"Married","2016","Full Time","West Germany","4350","0.507665293280239","0.496110227835655","0.519220358724822","1"
"Married","2016","Part Time","West Germany","3482","0.535600166833112","0.522690248366367","0.548510085299857","1"
"Married","2016","Full Time","East Germany","1097","0.475385898455526","0.453209207605815","0.497562589305236","1"
"Married","2016","Part Time","East Germany","630","0.419238099463989","0.39135476501135","0.447121433916627","1"
"Married","2016","Not Working","West Germany","5685","0.482588223471588","0.472951587208284","0.492224859734892","1"
"Married","2016","Not Working","East Germany","1476","0.44838617345682","0.429869050688773","0.466903296224867","1"
"Married, but separated","2016","Full Time","West Germany","184","0.0257729665636094","0.0221105668612124","0.0294353662660065","2"
"Married, but separated","2016","Full Time","East Germany","63","0.0328490997069248","0.0249338891793621","0.0407643102344876","2"
"Married, but separated","2016","Part Time","West Germany","161","0.0271026760260288","0.0228993148225658","0.0313060372294917","2"
"Married, but separated","2016","Part Time","East Germany","37","0.0273445549943152","0.018128814890813","0.0365602950978174","2"
"Married, but separated","2016","Not Working","East Germany","128","0.0208759575610176","0.0155527685352283","0.0261991465868069","2"
"Married, but separated","2016","Not Working","West Germany","491","0.023758847833083","0.0208218055712362","0.0266958900949299","2"
"Single","2016","Full Time","West Germany","1875","0.353638859737118","0.342588636375399","0.364689083098837","3"
"Single","2016","Full Time","East Germany","563","0.352943060047861","0.33172150580862","0.374164614287102","3"
"Single","2016","Part Time","West Germany","1431","0.307518113106005","0.295572823599026","0.319463402612984","3"
"Single","2016","Part Time","East Germany","389","0.427089944162583","0.399137603987305","0.455042284337861","3"
"Single","2016","Not Working","West Germany","2776","0.233952642877271","0.225788497313751","0.242116788440792","3"
"Single","2016","Not Working","East Germany","651","0.223516568397051","0.208005175968065","0.239027960826036","3"
"Widowed","2016","Full Time","West Germany","71","0.0107673970927269","0.00838201462904178","0.0131527795564121","5"
"Widowed","2016","Full Time","East Germany","22","","","","5"
"Widowed","2016","Part Time","West Germany","129","0.0367218285142948","0.0318533290256944","0.0415903280028952","5"
"Widowed","2016","Part Time","East Germany","46","0.040502958446546","0.0293630795246857","0.0516428373684063","5"
"Widowed","2016","Not Working","West Germany","831","0.16824981094831","0.161035535852362","0.175464086044258","5"
"Widowed","2016","Not Working","East Germany","322","0.203582429098104","0.188590055683645","0.218574802512563","5"
"Divorced","2017","Full Time","West Germany","770","0.0974197046996534","0.0909850896717272","0.10385431972758","4"
"Divorced","2017","Full Time","East Germany","241","0.123944441415184","0.11041279680213","0.137476086028238","4"
"Divorced","2017","Part Time","East Germany","115","0.087775486334088","0.072703300146186","0.10284767252199","4"
"Divorced","2017","Part Time","West Germany","609","0.0999739353410364","0.0926630899792227","0.10728478070285","4"
"Divorced","2017","Not Working","East Germany","209","0.106196740019292","0.0948357697142875","0.117557710324296","4"
"Divorced","2017","Not Working","West Germany","616","0.098181890669716","0.0927832075799652","0.103580573759467","4"
"Married","2017","Full Time","West Germany","4842","0.508022318233734","0.497173802145495","0.518870834321974","1"
"Married","2017","Full Time","East Germany","1246","0.446235045784862","0.425821624312041","0.466648467257682","1"
"Married","2017","Part Time","West Germany","3856","0.540950311128602","0.528805096424771","0.553095525832432","1"
"Married","2017","Part Time","East Germany","703","0.427231201212702","0.400882457333","0.453579945092404","1"
"Married","2017","Not Working","West Germany","6344","0.478552165594913","0.469488941048405","0.48761539014142","1"
"Married","2017","Not Working","East Germany","1520","0.437317860485663","0.419025530074509","0.455610190896817","1"
"Married, but separated","2017","Full Time","West Germany","223","0.0285425816538107","0.0249291923793534","0.0321559709282681","2"
"Married, but separated","2017","Full Time","East Germany","72","0.0334781674844665","0.0260913408859181","0.040864994083015","2"
"Married, but separated","2017","Part Time","West Germany","190","0.0276203242045885","0.023626131786322","0.031614516622855","2"
"Married, but separated","2017","Part Time","East Germany","37","0.0160719061383351","0.00937376748856209","0.0227700447881081","2"
"Married, but separated","2017","Not Working","West Germany","537","0.0241661151210181","0.0213799680970717","0.0269522621449646","2"
"Married, but separated","2017","Not Working","East Germany","89","0.0204590155768652","0.0152387507286216","0.0256792804251089","2"
"Single","2017","Full Time","West Germany","2253","0.3572089596773","0.346810899665591","0.367607019689008","3"
"Single","2017","Full Time","East Germany","683","0.384156660768341","0.364182868018191","0.404130453518491","3"
"Single","2017","Part Time","West Germany","1655","0.296975489327573","0.285839156623735","0.308111822031411","3"
"Single","2017","Part Time","East Germany","455","0.429783534207641","0.403415149744221","0.456151918671062","3"
"Single","2017","Not Working","West Germany","3301","0.226796251864333","0.219198631749907","0.234393871978759","3"
"Single","2017","Not Working","East Germany","698","0.243692462329833","0.227861433950621","0.259523490709045","3"
"Widowed","2017","Full Time","West Germany","70","0.00880643573550195","0.0067790538471392","0.0108338176238647","5"
"Widowed","2017","Full Time","East Germany","36","0.012185684547147","0.00768027936093","0.016691089733364","5"
"Widowed","2017","Part Time","West Germany","157","0.0344799399982007","0.0300330072469362","0.0389268727494651","5"
"Widowed","2017","Part Time","East Germany","44","0.0391378721072336","0.0288086432047661","0.049467101009701","5"
"Widowed","2017","Not Working","West Germany","872","0.17230357675002","0.165451923931335","0.179155229568705","5"
"Widowed","2017","Not Working","East Germany","309","0.192333921588347","0.17780000277598","0.206867840400715","5"
"Divorced","2018","Full Time","West Germany","794","0.102781621853872","0.0960792808801624","0.109483962827581","4"
"Divorced","2018","Full Time","East Germany","218","0.109657330232529","0.0965558671272137","0.122758793337843","4"
"Divorced","2018","Part Time","West Germany","595","0.0948212061748718","0.0876919197163025","0.101950492633441","4"
"Divorced","2018","Not Working","West Germany","634","0.103213231304465","0.097243422965729","0.1091830396432","4"
"Divorced","2018","Part Time","East Germany","138","0.11013921424179","0.0937694678866643","0.126508960596917","4"
"Divorced","2018","Not Working","East Germany","216","0.104095738209409","0.0924532237651168","0.115738252653701","4"
"Married","2018","Full Time","West Germany","4510","0.505535877031521","0.494501112033605","0.516570642029437","1"
"Married","2018","Full Time","East Germany","1192","0.467740419257625","0.446819220547525","0.488661617967725","1"
"Married","2018","Part Time","West Germany","3768","0.536767721689443","0.524633309456511","0.548902133922376","1"
"Married","2018","Part Time","East Germany","697","0.416202184427167","0.390427501029505","0.44197686782483","1"
"Married","2018","Not Working","West Germany","5445","0.484936862601334","0.475130206662891","0.494743518539777","1"
"Married","2018","Not Working","East Germany","1423","0.446602203689706","0.427649173560077","0.465555233819335","1"
"Married, but separated","2018","Full Time","West Germany","226","0.0279325108477772","0.0242956816766358","0.0315693400189186","2"
"Married, but separated","2018","Full Time","East Germany","75","0.0363218533272706","0.0284772249280424","0.0441664817264987","2"
"Married, but separated","2018","Part Time","West Germany","213","0.0290849734619488","0.0249956535305633","0.0331742933933342","2"
"Married, but separated","2018","Part Time","East Germany","37","0.0194937176873894","0.0122646472674489","0.0267227881073299","2"
"Married, but separated","2018","Not Working","West Germany","384","0.0239907189293889","0.0209881242549244","0.0269933136038534","2"
"Married, but separated","2018","Not Working","East Germany","80","0.0186779309279122","0.0135165052879463","0.0238393565678781","2"
"Single","2018","Full Time","West Germany","2290","0.354864971648483","0.344304663706909","0.365425279590057","3"
"Single","2018","Full Time","East Germany","672","0.373895450217678","0.353608307218587","0.394182593216769","3"
"Single","2018","Part Time","West Germany","1755","0.304560608663373","0.293361262948342","0.315759954378404","3"
"Single","2018","Part Time","East Germany","490","0.418443488606872","0.392649155895915","0.44423782131783","3"
"Single","2018","Not Working","West Germany","2676","0.212368711329391","0.204343530059848","0.220393892598934","3"
"Single","2018","Not Working","East Germany","616","0.238066381201576","0.221829331770292","0.25430343063286","3"
"Widowed","2018","Full Time","West Germany","66","0.00888501861834694","0.00681387175158106","0.0109561654851128","5"
"Widowed","2018","Full Time","East Germany","28","","","","5"
"Widowed","2018","Part Time","West Germany","156","0.0347654900103633","0.0303077294246773","0.0392232505960493","5"
"Widowed","2018","Part Time","East Germany","43","0.0357213950367805","0.0260168450818994","0.0454259449916615","5"
"Widowed","2018","Not Working","West Germany","838","0.175490475835422","0.168026457131588","0.182954494539256","5"
"Widowed","2018","Not Working","East Germany","308","0.192557745971397","0.177525089170131","0.207590402772664","5"
"Divorced","2019","Full Time","West Germany","835","0.0991550617505649","0.0927675375420786","0.105542585959051","4"
"Divorced","2019","Full Time","East Germany","262","0.121493553355976","0.108412166849588","0.134574939862364","4"
"Divorced","2019","Part Time","West Germany","576","0.0972443106480359","0.0899802259338077","0.104508395362264","4"
"Divorced","2019","Part Time","East Germany","114","0.0886561446267501","0.073304646672802","0.104007642580698","4"
"Divorced","2019","Not Working","East Germany","230","0.121756956950522","0.108779295435657","0.134734618465386","4"
"Divorced","2019","Not Working","West Germany","634","0.106039454139478","0.0997010334527847","0.112377874826171","4"
"Married","2019","Full Time","West Germany","4945","0.50563812691098","0.494952685076946","0.516323568745015","1"
"Married","2019","Part Time","West Germany","3801","0.556986614346592","0.544808095131912","0.569165133561272","1"
"Married","2019","Full Time","East Germany","1315","0.457936132363929","0.437986616079348","0.477885648648511","1"
"Married","2019","Part Time","East Germany","691","0.431614696893307","0.404864638425016","0.458364755361598","1"
"Married","2019","Not Working","West Germany","5124","0.494235756584154","0.483943057290353","0.504528455877956","1"
"Married","2019","Not Working","East Germany","1345","0.457959312248025","0.438186357068015","0.477732267428035","1"
"Married, but separated","2019","Full Time","West Germany","205","0.0238718969280301","0.0206094236238494","0.0271343702322108","2"
"Married, but separated","2019","Full Time","East Germany","78","0.0355382310078891","0.0281252123074647","0.0429512497083136","2"
"Married, but separated","2019","Part Time","West Germany","202","0.0266857623221771","0.0227345530962407","0.0306369715481135","2"
"Married, but separated","2019","Part Time","East Germany","32","0.0184226779034985","0.0111600492101981","0.0256853065967989","2"
"Married, but separated","2019","Not Working","West Germany","283","0.0197202759539927","0.0168579463227291","0.0225826055852562","2"
"Married, but separated","2019","Not Working","East Germany","59","0.0145156109958719","0.00976898814238969","0.0192622338493541","2"
"Single","2019","Full Time","West Germany","2336","0.361127447665493","0.350861773929407","0.371393121401579","3"
"Single","2019","Full Time","East Germany","704","0.372700899185155","0.353340146516326","0.392061651853984","3"
"Single","2019","Part Time","East Germany","444","0.431912167585051","0.405159895873945","0.458664439296157","3"
"Single","2019","Part Time","West Germany","1674","0.289834501347264","0.278711589177225","0.300957413517304","3"
"Single","2019","Not Working","East Germany","522","0.220505777853785","0.204052265262218","0.236959290445352","3"
"Single","2019","Not Working","West Germany","2223","0.207747916163287","0.199395960584462","0.216099871742113","3"
"Widowed","2019","Full Time","West Germany","89","0.0102074667449312","0.00805923481873958","0.0123556986711228","5"
"Widowed","2019","Full Time","East Germany","37","0.0123311840870508","0.00791229861563658","0.016750069558465","5"
"Widowed","2019","Part Time","West Germany","138","0.0292488113359303","0.0251176537826715","0.0333799688891892","5"
"Widowed","2019","Part Time","East Germany","36","0.0293943129913939","0.0202719305273467","0.0385166954554411","5"
"Widowed","2019","Not Working","West Germany","800","0.172256597159087","0.164482965857234","0.180030228460941","5"
"Widowed","2019","Not Working","East Germany","283","0.185262341951797","0.169843751924302","0.200680931979291","5"
