"pgfamstd","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Widowed","1984","66 and older","West Germany","418","0.461722914363625","0.431409561319594","0.492036267407656","5"
"Widowed","1984","35-65 y.","East Germany","","","","","5"
"Widowed","1984","66 and older","East Germany","","","","","5"
"Divorced","1985","16-34 y.","West Germany","79","0.0241780884154667","0.0193635353712852","0.0289926414596483","4"
"Divorced","1985","16-34 y.","East Germany","","","","","4"
"Divorced","1985","35-65 y.","West Germany","236","0.059547603302062","0.0531843569808798","0.0659108496232443","4"
"Divorced","1985","35-65 y.","East Germany","","","","","4"
"Divorced","1985","66 and older","West Germany","26","","","","4"
"Divorced","1985","66 and older","East Germany","","","","","4"
"Married","1985","16-34 y.","West Germany","1582","0.352104736101486","0.337133831314134","0.367075640888838","1"
"Married","1985","16-34 y.","East Germany","","","","","1"
"Married","1985","35-65 y.","West Germany","4480","0.796036896550868","0.785202104318062","0.806871688783673","1"
"Married","1985","35-65 y.","East Germany","","","","","1"
"Married","1985","66 and older","West Germany","480","0.414880691199282","0.384189459336232","0.445571923062333","1"
"Married","1985","66 and older","East Germany","","","","","1"
"Married, but separated","1985","16-34 y.","West Germany","67","0.0158228656806012","0.011911405455178","0.0197343259060244","2"
"Married, but separated","1985","35-65 y.","West Germany","138","0.0222369420390531","0.0182720393996291","0.0262018446784771","2"
"Married, but separated","1985","16-34 y.","East Germany","","","","","2"
"Married, but separated","1985","35-65 y.","East Germany","","","","","2"
"Married, but separated","1985","66 and older","West Germany","5","","","","2"
"Married, but separated","1985","66 and older","East Germany","","","","","2"
"Single","1985","16-34 y.","West Germany","2175","0.606589817640415","0.591277882938108","0.621901752342721","3"
"Single","1985","16-34 y.","East Germany","","","","","3"
"Single","1985","35-65 y.","West Germany","225","0.0590197051286654","0.0526829494132112","0.0653564608441196","3"
"Single","1985","35-65 y.","East Germany","","","","","3"
"Single","1985","66 and older","West Germany","61","0.0695057536607342","0.0536642019928897","0.0853473053285786","3"
"Single","1985","66 and older","East Germany","","","","","3"
"Widowed","1985","16-34 y.","West Germany","7","","","","5"
"Widowed","1985","16-34 y.","East Germany","","","","","5"
"Widowed","1985","35-65 y.","West Germany","234","0.0631588529793516","0.056618092002072","0.0696996139566312","5"
"Widowed","1985","35-65 y.","East Germany","","","","","5"
"Widowed","1985","66 and older","West Germany","418","0.483195971604395","0.452067693969718","0.514324249239071","5"
"Widowed","1985","66 and older","East Germany","","","","","5"
"Divorced","1986","16-34 y.","West Germany","81","0.024742690710014","0.0199443147135965","0.0295410667064316","4"
"Divorced","1986","16-34 y.","East Germany","","","","","4"
"Divorced","1986","35-65 y.","West Germany","249","0.0611530159701415","0.0547739837493519","0.067532048190931","4"
"Divorced","1986","35-65 y.","East Germany","","","","","4"
"Divorced","1986","66 and older","West Germany","23","","","","4"
"Divorced","1986","66 and older","East Germany","","","","","4"
"Married","1986","16-34 y.","West Germany","1611","0.358864050718378","0.344047358902982","0.373680742533773","1"
"Married","1986","16-34 y.","East Germany","","","","","1"
"Married","1986","35-65 y.","West Germany","4554","0.794598108779681","0.783842761688491","0.805353455870871","1"
"Married","1986","35-65 y.","East Germany","","","","","1"
"Married","1986","66 and older","West Germany","524","0.427126483132396","0.396975918855522","0.45727704740927","1"
"Married","1986","66 and older","East Germany","","","","","1"
"Married, but separated","1986","16-34 y.","East Germany","","","","","2"
"Married, but separated","1986","16-34 y.","West Germany","77","0.0157499549747269","0.0119040054007741","0.0195959045486796","2"
"Married, but separated","1986","35-65 y.","East Germany","","","","","2"
"Married, but separated","1986","35-65 y.","West Germany","166","0.0272833716926514","0.0229463595547213","0.0316203838305814","2"
"Married, but separated","1986","66 and older","West Germany","17","","","","2"
"Married, but separated","1986","66 and older","East Germany","","","","","2"
"Single","1986","16-34 y.","West Germany","2252","0.599940451660388","0.584807362224068","0.615073541096707","3"
"Single","1986","16-34 y.","East Germany","","","","","3"
"Single","1986","35-65 y.","West Germany","225","0.0574084069400896","0.051215451195512","0.0636013626846672","3"
"Single","1986","35-65 y.","East Germany","","","","","3"
"Single","1986","66 and older","West Germany","65","0.0725327886609258","0.0567237925847407","0.0883417847371109","3"
"Single","1986","66 and older","East Germany","","","","","3"
"Widowed","1986","16-34 y.","West Germany","5","","","","5"
"Widowed","1986","16-34 y.","East Germany","","","","","5"
"Widowed","1986","35-65 y.","West Germany","226","0.0595570966174368","0.0532565036587469","0.0658576895761266","5"
"Widowed","1986","35-65 y.","East Germany","","","","","5"
"Widowed","1986","66 and older","West Germany","405","0.459606389153264","0.429230013624772","0.489982764681756","5"
"Widowed","1986","66 and older","East Germany","","","","","5"
"Divorced","1987","16-34 y.","East Germany","","","","","4"
"Divorced","1987","16-34 y.","West Germany","78","0.0225777083968642","0.0179901203800473","0.0271652964136812","4"
"Divorced","1987","35-65 y.","West Germany","275","0.0679061038405318","0.0611513508926985","0.0746608567883652","4"
"Divorced","1987","35-65 y.","East Germany","","","","","4"
"Divorced","1987","66 and older","West Germany","28","","","","4"
"Divorced","1987","66 and older","East Germany","","","","","4"
"Married","1987","16-34 y.","West Germany","1605","0.371385398931784","0.356464052797227","0.38630674506634","1"
"Married","1987","16-34 y.","East Germany","","","","","1"
"Married","1987","35-65 y.","West Germany","4450","0.7878125497947","0.776835224718989","0.79878987487041","1"
"Married","1987","35-65 y.","East Germany","","","","","1"
"Married","1987","66 and older","West Germany","554","0.438697634016317","0.409006327217713","0.468388940814921","1"
"Married","1987","66 and older","East Germany","","","","","1"
"Married, but separated","1987","16-34 y.","East Germany","","","","","2"
"Married, but separated","1987","16-34 y.","West Germany","78","0.0158970884771724","0.012034464659522","0.0197597122948228","2"
"Married, but separated","1987","35-65 y.","West Germany","153","0.0248454037047473","0.020666282221465","0.0290245251880296","2"
"Married, but separated","1987","35-65 y.","East Germany","","","","","2"
"Married, but separated","1987","66 and older","West Germany","5","","","","2"
"Married, but separated","1987","66 and older","East Germany","","","","","2"
"Single","1987","16-34 y.","West Germany","2263","0.588917268871121","0.573722464208494","0.604112073533748","3"
"Single","1987","16-34 y.","East Germany","","","","","3"
"Single","1987","35-65 y.","West Germany","217","0.0596784406529721","0.0533182203166848","0.0660386609892593","3"
"Single","1987","35-65 y.","East Germany","","","","","3"
"Single","1987","66 and older","West Germany","64","0.0681784553172334","0.0530971760335198","0.0832597346009471","3"
"Single","1987","66 and older","East Germany","","","","","3"
"Widowed","1987","16-34 y.","West Germany","4","","","","5"
"Widowed","1987","16-34 y.","East Germany","","","","","5"
"Widowed","1987","35-65 y.","West Germany","234","0.0597575020070493","0.0533933376528914","0.0661216663612071","5"
"Widowed","1987","66 and older","West Germany","422","0.459079580215476","0.42926292618297","0.488896234247982","5"
"Widowed","1987","35-65 y.","East Germany","","","","","5"
"Widowed","1987","66 and older","East Germany","","","","","5"
"Divorced","1988","16-34 y.","East Germany","","","","","4"
"Divorced","1988","16-34 y.","West Germany","69","0.0240798919237773","0.0192331789784029","0.0289266048691517","4"
"Divorced","1988","35-65 y.","West Germany","261","0.0664465654268987","0.059596296803811","0.0732968340499863","4"
"Divorced","1988","35-65 y.","East Germany","","","","","4"
"Divorced","1988","66 and older","West Germany","26","","","","4"
"Divorced","1988","66 and older","East Germany","","","","","4"
"Married","1988","16-34 y.","West Germany","1542","0.358455824253888","0.343294260281394","0.373617388226382","1"
"Married","1988","16-34 y.","East Germany","","","","","1"
"Married","1988","35-65 y.","West Germany","4222","0.78076376085485","0.769384403447238","0.792143118262463","1"
"Married","1988","35-65 y.","East Germany","","","","","1"
"Married","1988","66 and older","West Germany","545","0.446400826157103","0.416216989425195","0.476584662889011","1"
"Married","1988","66 and older","East Germany","","","","","1"
"Married, but separated","1988","16-34 y.","West Germany","80","0.0190360842670651","0.0147156418195726","0.0233565267145575","2"
"Married, but separated","1988","16-34 y.","East Germany","","","","","2"
"Married, but separated","1988","35-65 y.","West Germany","164","0.0328622278641275","0.0279588606742058","0.0377655950540492","2"
"Married, but separated","1988","35-65 y.","East Germany","","","","","2"
"Married, but separated","1988","66 and older","East Germany","","","","","2"
"Married, but separated","1988","66 and older","West Germany","12","","","","2"
"Single","1988","16-34 y.","East Germany","","","","","3"
"Single","1988","16-34 y.","West Germany","2149","0.59697767047633","0.58146964532264","0.612485695630021","3"
"Single","1988","35-65 y.","West Germany","204","0.0603916474902865","0.0538398024718138","0.0669434925087592","3"
"Single","1988","35-65 y.","East Germany","","","","","3"
"Single","1988","66 and older","East Germany","","","","","3"
"Single","1988","66 and older","West Germany","60","0.0676639758370233","0.0524136465742331","0.0829143050998134","3"
"Widowed","1988","16-34 y.","West Germany","3","","","","5"
"Widowed","1988","16-34 y.","East Germany","","","","","5"
"Widowed","1988","66 and older","West Germany","399","0.447944687016081","0.417750890533193","0.478138483498969","5"
"Widowed","1988","35-65 y.","West Germany","227","0.0595357983638372","0.0530275822152454","0.066044014512429","5"
"Widowed","1988","35-65 y.","East Germany","","","","","5"
"Widowed","1988","66 and older","East Germany","","","","","5"
"Divorced","1989","16-34 y.","West Germany","78","0.02781180620755","0.0225601329017757","0.0330634795133243","4"
"Divorced","1989","16-34 y.","East Germany","","","","","4"
"Divorced","1989","35-65 y.","West Germany","274","0.0737320272759827","0.0663945579823779","0.0810694965695875","4"
"Divorced","1989","35-65 y.","East Germany","","","","","4"
"Divorced","1989","66 and older","West Germany","25","","","","4"
"Divorced","1989","66 and older","East Germany","","","","","4"
"Married","1989","16-34 y.","West Germany","1498","0.358029409882553","0.342717659133619","0.373341160631488","1"
"Married","1989","16-34 y.","East Germany","","","","","1"
"Married","1989","35-65 y.","West Germany","4031","0.774200127659933","0.762460931743627","0.785939323576238","1"
"Married","1989","35-65 y.","East Germany","","","","","1"
"Married","1989","66 and older","West Germany","528","0.442894053999696","0.412335423188578","0.473452684810813","1"
"Married","1989","66 and older","East Germany","","","","","1"
"Married, but separated","1989","16-34 y.","West Germany","64","0.0160639724701663","0.0120486739364355","0.020079271003897","2"
"Married, but separated","1989","16-34 y.","East Germany","","","","","2"
"Married, but separated","1989","35-65 y.","West Germany","152","0.0327921432843841","0.0277918590186202","0.0377924275501481","2"
"Married, but separated","1989","66 and older","West Germany","9","","","","2"
"Married, but separated","1989","35-65 y.","East Germany","","","","","2"
"Married, but separated","1989","66 and older","East Germany","","","","","2"
"Single","1989","16-34 y.","East Germany","","","","","3"
"Single","1989","16-34 y.","West Germany","2122","0.597018784776605","0.581353282201281","0.612684287351929","3"
"Single","1989","35-65 y.","West Germany","199","0.0616255839917154","0.0548738007927491","0.0683773671906817","3"
"Single","1989","35-65 y.","East Germany","","","","","3"
"Single","1989","66 and older","West Germany","56","0.0665930422141374","0.0512551735523143","0.0819309108759605","3"
"Single","1989","66 and older","East Germany","","","","","3"
"Widowed","1989","16-34 y.","West Germany","4","","","","5"
"Widowed","1989","16-34 y.","East Germany","","","","","5"
"Widowed","1989","35-65 y.","West Germany","217","0.0576501177879854","0.0511059251475506","0.0641943104284201","5"
"Widowed","1989","35-65 y.","East Germany","","","","","5"
"Widowed","1989","66 and older","West Germany","397","0.454286492812555","0.423655411111961","0.484917574513148","5"
"Widowed","1989","66 and older","East Germany","","","","","5"
"Divorced","1990","16-34 y.","West Germany","71","0.0255877525586315","0.0204665713323969","0.0307089337848662","4"
"Divorced","1990","16-34 y.","East Germany","78","0.0579835373333431","0.0468737631961146","0.0690933114705716","4"
"Divorced","1990","35-65 y.","West Germany","292","0.0839172256326041","0.0760480842735305","0.0917863669916777","4"
"Divorced","1990","35-65 y.","East Germany","174","0.0948797373979054","0.082916395711138","0.106843079084673","4"
"Divorced","1990","66 and older","West Germany","22","","","","4"
"Divorced","1990","66 and older","East Germany","17","","","","4"
"Married","1990","16-34 y.","West Germany","1470","0.355423778729688","0.339900155749066","0.37094740171031","1"
"Married","1990","16-34 y.","East Germany","920","0.484863543716541","0.461106382818701","0.50862070461438","1"
"Married","1990","35-65 y.","West Germany","3926","0.766207156499914","0.754194940349925","0.778219372649904","1"
"Married","1990","35-65 y.","East Germany","1961","0.79554439446591","0.779080053662982","0.812008735268839","1"
"Married","1990","66 and older","West Germany","560","0.441837719599526","0.41172835557749","0.471947083621561","1"
"Married","1990","66 and older","East Germany","191","0.419144611085125","0.372882725795351","0.4654064963749","1"
"Married, but separated","1990","16-34 y.","West Germany","65","0.0159344521212874","0.011873168795196","0.0199957354473789","2"
"Married, but separated","1990","16-34 y.","East Germany","13","","","","2"
"Married, but separated","1990","35-65 y.","West Germany","142","0.0282754894403231","0.0235710154249855","0.0329799634556607","2"
"Married, but separated","1990","35-65 y.","East Germany","13","","","","2"
"Married, but separated","1990","66 and older","West Germany","12","","","","2"
"Married, but separated","1990","66 and older","East Germany","1","","","","2"
"Single","1990","16-34 y.","West Germany","2039","0.602057757577713","0.586182828037602","0.617932687117823","3"
"Single","1990","16-34 y.","East Germany","687","0.449260206623622","0.425614851811383","0.472905561435862","3"
"Single","1990","35-65 y.","West Germany","208","0.0671863927634644","0.060081254585233","0.0742915309416958","3"
"Single","1990","35-65 y.","East Germany","80","0.0537763209602661","0.0445674778135672","0.062985164106965","3"
"Single","1990","66 and older","West Germany","51","0.0602923020880944","0.0458606094342532","0.0747239947419357","3"
"Single","1990","66 and older","East Germany","23","","","","3"
"Widowed","1990","16-34 y.","West Germany","7","","","","5"
"Widowed","1990","16-34 y.","East Germany","2","","","","5"
"Widowed","1990","35-65 y.","West Germany","201","0.0544137356636942","0.0479759090105934","0.0608515623167949","5"
"Widowed","1990","35-65 y.","East Germany","77","0.0495255391419148","0.0406683186097129","0.0583827596741167","5"
"Widowed","1990","66 and older","West Germany","400","0.460810013833117","0.430588110730334","0.4910319169359","5"
"Widowed","1990","66 and older","East Germany","205","0.475045798681614","0.428225323050669","0.521866274312558","5"
"Divorced","1991","16-34 y.","West Germany","72","0.0294302684480817","0.0239450908617854","0.0349154460343779","4"
"Divorced","1991","16-34 y.","East Germany","59","0.0495338435255762","0.0386186472910509","0.0604490397601015","4"
"Divorced","1991","35-65 y.","East Germany","165","0.10206698572773","0.0895104931612325","0.114623478294227","4"
"Divorced","1991","35-65 y.","West Germany","317","0.089996946898281","0.0818577356746398","0.0981361581219222","4"
"Divorced","1991","66 and older","West Germany","19","","","","4"
"Divorced","1991","66 and older","East Germany","18","","","","4"
"Married","1991","16-34 y.","West Germany","1477","0.354564412954947","0.339038604103323","0.370090221806571","1"
"Married","1991","16-34 y.","East Germany","783","0.46257396131263","0.437491962171324","0.487655960453936","1"
"Married","1991","35-65 y.","West Germany","3898","0.763891883528368","0.751813233101095","0.77597053395564","1"
"Married","1991","35-65 y.","East Germany","1908","0.779932136233686","0.762748682773245","0.797115589694126","1"
"Married","1991","66 and older","West Germany","581","0.449738344662334","0.419805018165652","0.479671671159016","1"
"Married","1991","66 and older","East Germany","188","0.415617949311789","0.367620720769083","0.463615177854496","1"
"Married, but separated","1991","16-34 y.","West Germany","67","0.0188475576315274","0.0144341301598377","0.0232609851032171","2"
"Married, but separated","1991","16-34 y.","East Germany","10","","","","2"
"Married, but separated","1991","35-65 y.","West Germany","135","0.0279192047499337","0.023233771991117","0.0326046375087504","2"
"Married, but separated","1991","35-65 y.","East Germany","10","","","","2"
"Married, but separated","1991","66 and older","East Germany","1","","","","2"
"Married, but separated","1991","66 and older","West Germany","9","","","","2"
"Single","1991","16-34 y.","East Germany","662","0.480271415458241","0.455138441773996","0.505404389142486","3"
"Single","1991","16-34 y.","West Germany","2028","0.595729620557868","0.579802371634163","0.611656869481573","3"
"Single","1991","35-65 y.","East Germany","75","0.0603475272955366","0.0504707081863347","0.0702243464047385","3"
"Single","1991","35-65 y.","West Germany","208","0.0676871698789878","0.0605425189573592","0.0748318208006164","3"
"Single","1991","66 and older","West Germany","48","0.0588348486510768","0.0446755859826078","0.0729941113195458","3"
"Single","1991","66 and older","East Germany","20","","","","3"
"Widowed","1991","16-34 y.","West Germany","3","","","","5"
"Widowed","1991","16-34 y.","East Germany","4","","","","5"
"Widowed","1991","35-65 y.","West Germany","191","0.0505047949444298","0.0442766358150489","0.0567329540738108","5"
"Widowed","1991","35-65 y.","East Germany","75","0.0534415386230508","0.0441129288335034","0.0627701484125982","5"
"Widowed","1991","66 and older","West Germany","404","0.460774952706415","0.430781956037548","0.490767949375282","5"
"Widowed","1991","66 and older","East Germany","178","0.468259609623891","0.419662129164453","0.51685709008333","5"
"Divorced","1992","16-34 y.","West Germany","73","0.0267571285563176","0.0214842486528635","0.0320300084597718","4"
"Divorced","1992","16-34 y.","East Germany","45","0.0374289502001948","0.0274791416042075","0.0473787587961821","4"
"Divorced","1992","35-65 y.","West Germany","320","0.0900311235655207","0.08184209439438","0.0982201527366613","4"
"Divorced","1992","35-65 y.","East Germany","158","0.0986384774466647","0.0861531599807391","0.11112379491259","4"
"Divorced","1992","66 and older","West Germany","24","","","","4"
"Divorced","1992","66 and older","East Germany","17","","","","4"
"Married","1992","16-34 y.","West Germany","1490","0.362395397400783","0.346688711103462","0.378102083698103","1"
"Married","1992","16-34 y.","East Germany","635","0.413480302634195","0.387665832275547","0.439294772992844","1"
"Married","1992","35-65 y.","West Germany","3845","0.764263270791788","0.752119377708364","0.776407163875211","1"
"Married","1992","35-65 y.","East Germany","1868","0.781964447594188","0.764674882720162","0.799254012468215","1"
"Married","1992","66 and older","East Germany","195","0.444645839616495","0.395702609354691","0.4935890698783","1"
"Married","1992","66 and older","West Germany","589","0.455475532447298","0.425537539318436","0.48541352557616","1"
"Married, but separated","1992","16-34 y.","West Germany","74","0.0212229735247436","0.0165136067956799","0.0259323402538073","2"
"Married, but separated","1992","16-34 y.","East Germany","13","","","","2"
"Married, but separated","1992","35-65 y.","West Germany","126","0.0266313504996637","0.0220249882724277","0.0312377127268997","2"
"Married, but separated","1992","35-65 y.","East Germany","13","","","","2"
"Married, but separated","1992","66 and older","West Germany","12","","","","2"
"Married, but separated","1992","66 and older","East Germany","1","","","","2"
"Single","1992","16-34 y.","East Germany","700","0.537429327086371","0.511293019428144","0.563565634744599","3"
"Single","1992","16-34 y.","West Germany","1956","0.586297116912003","0.570204722637111","0.602389511186895","3"
"Single","1992","35-65 y.","West Germany","221","0.0707077394478807","0.0633738822298555","0.0780415966659059","3"
"Single","1992","35-65 y.","East Germany","75","0.0608696372768677","0.0508583436312678","0.0708809309224676","3"
"Single","1992","66 and older","West Germany","43","0.0525527386896553","0.0391387894726147","0.0659666879066959","3"
"Single","1992","66 and older","East Germany","21","","","","3"
"Widowed","1992","16-34 y.","West Germany","5","","","","5"
"Widowed","1992","16-34 y.","East Germany","5","","","","5"
"Widowed","1992","35-65 y.","West Germany","181","0.0483665156951473","0.0422284706344109","0.0545045607558838","5"
"Widowed","1992","35-65 y.","East Germany","77","0.0532195753229821","0.0438204543436661","0.0626186963022982","5"
"Widowed","1992","66 and older","West Germany","395","0.452255186925852","0.42233513286924","0.482175240982464","5"
"Widowed","1992","66 and older","East Germany","162","0.440970920007868","0.39206936454836","0.489872475467375","5"
"Divorced","1993","16-34 y.","West Germany","79","0.029242317314055","0.023723222073582","0.034761412554528","4"
"Divorced","1993","16-34 y.","East Germany","44","0.0424671342569339","0.0316297220380554","0.0533045464758124","4"
"Divorced","1993","35-65 y.","West Germany","301","0.0866926911669342","0.0785788442023054","0.094806538131563","4"
"Divorced","1993","35-65 y.","East Germany","154","0.0994884948625051","0.0867171119371131","0.112259877787897","4"
"Divorced","1993","66 and older","West Germany","30","0.0352957376777132","0.0243311608859144","0.046260314469512","4"
"Divorced","1993","66 and older","East Germany","18","","","","4"
"Married","1993","16-34 y.","West Germany","1482","0.3616023181033","0.345863655281476","0.377340980925124","1"
"Married","1993","16-34 y.","East Germany","560","0.412575479035177","0.386117905459188","0.439033052611166","1"
"Married","1993","35-65 y.","West Germany","3769","0.76163144377115","0.74934506162953","0.77391782591277","1"
"Married","1993","35-65 y.","East Germany","1785","0.777671386069739","0.759929384904634","0.795413387234843","1"
"Married","1993","66 and older","West Germany","603","0.457969281351033","0.428364369822763","0.487574192879302","1"
"Married","1993","66 and older","East Germany","191","0.43917275975296","0.389918019320264","0.488427500185657","1"
"Married, but separated","1993","16-34 y.","West Germany","74","0.0207879533300774","0.0161143610944903","0.0254615455656645","2"
"Married, but separated","1993","35-65 y.","West Germany","144","0.032909297023468","0.0277650713788652","0.0380535226680708","2"
"Married, but separated","1993","16-34 y.","East Germany","28","","","","2"
"Married, but separated","1993","66 and older","West Germany","13","","","","2"
"Married, but separated","1993","35-65 y.","East Germany","19","","","","2"
"Married, but separated","1993","66 and older","East Germany","1","","","","2"
"Single","1993","16-34 y.","West Germany","1939","0.584591647475353","0.568449158705227","0.600734136245479","3"
"Single","1993","16-34 y.","East Germany","693","0.522834429334605","0.495990943606002","0.549677915063208","3"
"Single","1993","35-65 y.","West Germany","225","0.0690878674497709","0.0617750902443747","0.076400644655167","3"
"Single","1993","35-65 y.","East Germany","77","0.0606496695780161","0.0504652829222382","0.070834056233794","3"
"Single","1993","66 and older","West Germany","46","0.0555152985570706","0.0419090798650399","0.0691215172491013","3"
"Single","1993","66 and older","East Germany","20","","","","3"
"Widowed","1993","16-34 y.","West Germany","6","","","","5"
"Widowed","1993","16-34 y.","East Germany","5","","","","5"
"Widowed","1993","35-65 y.","West Germany","181","0.0496787005886773","0.0434133201228213","0.0559440810545333","5"
"Widowed","1993","35-65 y.","East Germany","75","0.0545938498003133","0.0449001864017515","0.064287513198875","5"
"Widowed","1993","66 and older","West Germany","396","0.439734880276477","0.410241408762006","0.469228351790949","5"
"Widowed","1993","66 and older","East Germany","160","0.442512599750158","0.393218364181893","0.491806835318422","5"
"Divorced","1994","16-34 y.","West Germany","87","0.0323075698168961","0.026480484474173","0.0381346551596192","4"
"Divorced","1994","35-65 y.","West Germany","302","0.0879538379212624","0.0796527884688536","0.0962548873736711","4"
"Divorced","1994","16-34 y.","East Germany","34","0.0335876692159361","0.0236984008243202","0.0434769376075521","4"
"Divorced","1994","35-65 y.","East Germany","158","0.100417140487866","0.0875685275532511","0.11326575342248","4"
"Divorced","1994","66 and older","West Germany","26","","","","4"
"Divorced","1994","66 and older","East Germany","18","","","","4"
"Married","1994","16-34 y.","West Germany","1476","0.364894622844356","0.349029728368729","0.380759517319982","1"
"Married","1994","16-34 y.","East Germany","499","0.402783582033426","0.375862361374809","0.429704802692042","1"
"Married","1994","35-65 y.","West Germany","3651","0.764451134121863","0.752014221961368","0.776888046282358","1"
"Married","1994","35-65 y.","East Germany","1774","0.779574945995613","0.761853826676645","0.797296065314581","1"
"Married","1994","66 and older","West Germany","598","0.44118255855232","0.411786645258392","0.470578471846248","1"
"Married","1994","66 and older","East Germany","194","0.424114327317678","0.375743277446174","0.472485377189183","1"
"Married, but separated","1994","16-34 y.","East Germany","31","0.0254938261529226","0.0168420991735859","0.0341455531322594","2"
"Married, but separated","1994","16-34 y.","West Germany","77","0.0234165927379373","0.0184329479172277","0.0284002375586469","2"
"Married, but separated","1994","35-65 y.","West Germany","131","0.0290293564531359","0.0241087464241146","0.0339499664821571","2"
"Married, but separated","1994","35-65 y.","East Germany","27","","","","2"
"Married, but separated","1994","66 and older","West Germany","18","","","","2"
"Married, but separated","1994","66 and older","East Germany","1","","","","2"
"Single","1994","16-34 y.","West Germany","1893","0.577215582456861","0.560935407393627","0.593495757520094","3"
"Single","1994","16-34 y.","East Germany","708","0.536916531216911","0.509546453827515","0.564286608606308","3"
"Single","1994","35-65 y.","West Germany","225","0.0737997926432577","0.0661371741872396","0.0814624110992759","3"
"Single","1994","35-65 y.","East Germany","74","0.0607178479667019","0.0505087362700381","0.0709269596633657","3"
"Single","1994","66 and older","West Germany","44","0.0561225064599819","0.0424964821774454","0.0697485307425184","3"
"Single","1994","66 and older","East Germany","22","","","","3"
"Widowed","1994","16-34 y.","West Germany","4","","","","5"
"Widowed","1994","16-34 y.","East Germany","3","","","","5"
"Widowed","1994","35-65 y.","West Germany","163","0.0447658788604806","0.0387051387050758","0.0508266190158855","5"
"Widowed","1994","35-65 y.","East Germany","69","0.0467833468260729","0.0377557285003629","0.055810965151783","5"
"Widowed","1994","66 and older","West Germany","410","0.447864442798939","0.418424364270488","0.47730452132739","5"
"Widowed","1994","66 and older","East Germany","166","0.456502046359699","0.407749621044709","0.505254471674689","5"
"Divorced","1995","16-34 y.","West Germany","99","0.0336421118907978","0.0278495520357115","0.039434671745884","4"
"Divorced","1995","16-34 y.","East Germany","40","0.0413343901972762","0.0301961866246745","0.0524725937698779","4"
"Divorced","1995","35-65 y.","West Germany","332","0.0909677139679701","0.0828045445542854","0.0991308833816548","4"
"Divorced","1995","35-65 y.","East Germany","168","0.106857577653296","0.0935071872277629","0.120207968078829","4"
"Divorced","1995","66 and older","East Germany","23","","","","4"
"Divorced","1995","66 and older","West Germany","28","","","","4"
"Married","1995","16-34 y.","West Germany","1581","0.368199759126536","0.352704760209478","0.383694758043595","1"
"Married","1995","16-34 y.","East Germany","447","0.389736059792873","0.362448169580016","0.41702395000573","1"
"Married","1995","35-65 y.","West Germany","3891","0.758553330019746","0.746404647448557","0.770702012590934","1"
"Married","1995","35-65 y.","East Germany","1720","0.769250210744492","0.751043335614728","0.787457085874256","1"
"Married","1995","66 and older","East Germany","201","0.443053666438324","0.394911982302242","0.491195350574405","1"
"Married","1995","66 and older","West Germany","623","0.456592104772713","0.427472055452602","0.485712154092825","1"
"Married, but separated","1995","16-34 y.","East Germany","15","","","","2"
"Married, but separated","1995","16-34 y.","West Germany","76","0.0218043178138972","0.0171124687859776","0.0264961668418168","2"
"Married, but separated","1995","35-65 y.","West Germany","120","0.0245783742838801","0.0201829755195009","0.0289737730482593","2"
"Married, but separated","1995","35-65 y.","East Germany","27","","","","2"
