"pgfamstd","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Single","1988","Employed","no migration background","1277","0.302823609467921","0.28930078282636","0.316346436109482","3"
"Single","1988","Employed","indirect migration background","92","0.569720090805247","0.482924155770136","0.656516025840357","3"
"Single","1988","Employed","direct migration background","343","0.174335662382376","0.157112217542834","0.191559107221919","3"
"Widowed","1988","Not Employed","no migration background","475","0.250561903186641","0.234016277923156","0.267107528450127","5"
"Widowed","1988","Not Employed","direct migration background","39","0.130923005614313","0.107635783772516","0.154210227456111","5"
"Widowed","1988","Employed","direct migration background","28","","","","5"
"Widowed","1988","Not Employed","indirect migration background","1","","","","5"
"Widowed","1988","Employed","no migration background","86","0.0229252579497509","0.0185204975689824","0.0273300183305193","5"
"Widowed","1988","Employed","indirect migration background","","","","","5"
"Divorced","1989","Not Employed","no migration background","66","0.0334559065208319","0.0264041207434871","0.0405076922981767","4"
"Divorced","1989","Not Employed","direct migration background","20","","","","4"
"Divorced","1989","Not Employed","indirect migration background","1","","","","4"
"Divorced","1989","Employed","no migration background","224","0.0615889975557857","0.0544117558981127","0.0687662392134588","4"
"Divorced","1989","Employed","direct migration background","61","0.056145549088734","0.0454693283501804","0.0668217698272876","4"
"Divorced","1989","Employed","indirect migration background","5","","","","4"
"Married","1989","Not Employed","no migration background","1455","0.528429864155247","0.508854101186643","0.548005627123851","1"
"Married","1989","Not Employed","direct migration background","609","0.685842878214339","0.653717616218199","0.717968140210479","1"
"Married","1989","Not Employed","indirect migration background","17","","","","1"
"Married","1989","Employed","no migration background","2638","0.590260641573824","0.575578641894442","0.604942641253207","1"
"Married","1989","Employed","direct migration background","1306","0.699310157032849","0.678043380826457","0.720576933239242","1"
"Married","1989","Employed","indirect migration background","32","0.291412805639765","0.218934074248297","0.363891537031233","1"
"Married, but separated","1989","Not Employed","no migration background","31","0.0145773875332685","0.00987733204027338","0.0192774430262635","2"
"Married, but separated","1989","Not Employed","direct migration background","14","","","","2"
"Married, but separated","1989","Not Employed","indirect migration background","","","","","2"
"Married, but separated","1989","Employed","direct migration background","78","0.0493573059288999","0.0393113389923433","0.0594032728654566","2"
"Married, but separated","1989","Employed","no migration background","99","0.0261799749373444","0.0214131037145187","0.03094684616017","2"
"Married, but separated","1989","Employed","indirect migration background","3","","","","2"
"Single","1989","Not Employed","direct migration background","120","0.134894824103829","0.111252345473649","0.15853730273401","3"
"Single","1989","Not Employed","no migration background","482","0.171962134960942","0.157164463302347","0.186759806619537","3"
"Single","1989","Not Employed","indirect migration background","88","0.73639865030689","0.652917868255231","0.819879432358548","3"
"Single","1989","Employed","no migration background","1261","0.298827450413294","0.285161741890454","0.312493158936133","3"
"Single","1989","Employed","direct migration background","315","0.169291168121975","0.151899192080554","0.186683144163396","3"
"Single","1989","Employed","indirect migration background","111","0.583382983632906","0.504749955922856","0.662016011342956","3"
"Widowed","1989","Not Employed","no migration background","464","0.251574706829711","0.234558624048112","0.268590789611309","5"
"Widowed","1989","Not Employed","direct migration background","39","0.124887158950121","0.10200737979563","0.147766938104612","5"
"Widowed","1989","Not Employed","indirect migration background","1","","","","5"
"Widowed","1989","Employed","no migration background","88","0.0231429355197518","0.0186540948613453","0.0276317761781583","5"
"Widowed","1989","Employed","direct migration background","26","","","","5"
"Widowed","1989","Employed","indirect migration background","","","","","5"
"Divorced","1990","Not Employed","no migration background","64","0.0321240974548172","0.0250681023140482","0.0391800925955862","4"
"Divorced","1990","Not Employed","direct migration background","18","","","","4"
"Divorced","1990","Not Employed","indirect migration background","","","","","4"
"Divorced","1990","Employed","no migration background","231","0.068523493687685","0.0609154006152075","0.0761315867601625","4"
"Divorced","1990","Employed","direct migration background","66","0.0709576981751948","0.0588867688016887","0.0830286275487008","4"
"Divorced","1990","Employed","indirect migration background","6","","","","4"
"Married","1990","Not Employed","no migration background","1424","0.534726688608061","0.514767036464191","0.554686340751931","1"
"Married","1990","Not Employed","direct migration background","607","0.710083295967428","0.6786030647964","0.741563527138456","1"
"Married","1990","Not Employed","indirect migration background","15","","","","1"
"Married","1990","Employed","no migration background","2593","0.580211569261036","0.565349525350269","0.595073613171804","1"
"Married","1990","Employed","direct migration background","1277","0.684971511704211","0.663132429942093","0.706810593466328","1"
"Married","1990","Employed","indirect migration background","40","0.309376600138654","0.241279936615444","0.377473263661864","1"
"Married, but separated","1990","Not Employed","no migration background","31","0.0145165314032963","0.00973035096178137","0.0193027118448113","2"
"Married, but separated","1990","Not Employed","direct migration background","20","","","","2"
"Married, but separated","1990","Not Employed","indirect migration background","1","","","","2"
"Married, but separated","1990","Employed","no migration background","85","0.0220164315483978","0.0175975805357453","0.0264352825610504","2"
"Married, but separated","1990","Employed","direct migration background","81","0.0524954836999992","0.0420103295391228","0.0629806378608757","2"
"Married, but separated","1990","Employed","indirect migration background","1","","","","2"
"Single","1990","Not Employed","no migration background","418","0.158311653421864","0.143704517631963","0.172918789211766","3"
"Single","1990","Not Employed","direct migration background","115","0.122009323776239","0.0993008415887303","0.144717805963747","3"
"Single","1990","Not Employed","indirect migration background","101","0.721203556422259","0.640297761012578","0.80210935183194","3"
"Single","1990","Employed","no migration background","1247","0.30844990925086","0.294541602517614","0.322358215984106","3"
"Single","1990","Employed","direct migration background","287","0.167225410322765","0.149681028409765","0.184769792235765","3"
"Single","1990","Employed","indirect migration background","130","0.601554752903024","0.529430161732261","0.673679344073786","3"
"Widowed","1990","Not Employed","no migration background","462","0.260321029111962","0.24276164701914","0.277880411204783","5"
"Widowed","1990","Not Employed","direct migration background","38","0.112215952625186","0.0903167846851107","0.134115120565261","5"
"Widowed","1990","Not Employed","indirect migration background","1","","","","5"
"Widowed","1990","Employed","no migration background","80","0.0207985962520207","0.0165010244524948","0.0250961680515466","5"
"Widowed","1990","Employed","direct migration background","27","","","","5"
"Widowed","1990","Employed","indirect migration background","","","","","5"
"Divorced","1991","Not Employed","no migration background","70","0.036463568145004","0.0288883859181987","0.0440387503718092","4"
"Divorced","1991","Not Employed","direct migration background","19","","","","4"
"Divorced","1991","Employed","no migration background","246","0.0733596575583334","0.065501630895762","0.0812176842209047","4"
"Divorced","1991","Not Employed","indirect migration background","","","","","4"
"Divorced","1991","Employed","direct migration background","65","0.0614459946903865","0.0501493451996098","0.0727426441811631","4"
"Divorced","1991","Employed","indirect migration background","6","","","","4"
"Married","1991","Not Employed","no migration background","1397","0.527475037037983","0.507298679450544","0.547651394625422","1"
"Married","1991","Not Employed","direct migration background","588","0.695415143397929","0.662564896082272","0.728265390713585","1"
"Married","1991","Not Employed","indirect migration background","18","","","","1"
"Married","1991","Employed","no migration background","2595","0.582662819901101","0.567800676744435","0.597524963057768","1"
"Married","1991","Employed","direct migration background","1295","0.716276887483653","0.695070775169242","0.737482999798063","1"
"Married","1991","Employed","indirect migration background","45","0.251816238681073","0.19379662050645","0.309835856855696","1"
"Married, but separated","1991","Not Employed","no migration background","29","","","","2"
"Married, but separated","1991","Not Employed","direct migration background","18","","","","2"
"Married, but separated","1991","Not Employed","indirect migration background","2","","","","2"
"Married, but separated","1991","Employed","no migration background","86","0.022621210063473","0.0181397593972822","0.0271026607296638","2"
"Married, but separated","1991","Employed","indirect migration background","1","","","","2"
"Married, but separated","1991","Employed","direct migration background","75","0.0478334862096823","0.0377943649552649","0.0578726074640998","2"
"Single","1991","Not Employed","direct migration background","90","0.114915484216398","0.0921517206987917","0.137679247734004","3"
"Single","1991","Not Employed","no migration background","408","0.15722309299308","0.142512034792192","0.171934151193967","3"
"Single","1991","Employed","no migration background","1218","0.298923799042992","0.285126562585833","0.312721035500152","3"
"Single","1991","Not Employed","indirect migration background","112","0.715002808322721","0.638284956330961","0.791720660314481","3"
"Single","1991","Employed","direct migration background","275","0.153999447289145","0.137020211669129","0.170978682909161","3"
"Single","1991","Employed","indirect migration background","163","0.676785939618887","0.614268721100565","0.739303158137209","3"
"Widowed","1991","Not Employed","no migration background","448","0.264050654964997","0.246235195868032","0.281866114061961","5"
"Widowed","1991","Not Employed","direct migration background","39","0.126886047827449","0.103128324664251","0.150643770990648","5"
"Widowed","1991","Not Employed","indirect migration background","1","","","","5"
"Widowed","1991","Employed","no migration background","84","0.0224325134341","0.017969362324604","0.0268956645435959","5"
"Widowed","1991","Employed","direct migration background","26","","","","5"
"Widowed","1991","Employed","indirect migration background","","","","","5"
"Divorced","1992","Not Employed","no migration background","128","0.0436977521299596","0.0367061991406334","0.0506893051192858","4"
"Divorced","1992","Not Employed","direct migration background","23","","","","4"
"Divorced","1992","Not Employed","indirect migration background","","","","","4"
"Divorced","1992","Employed","no migration background","417","0.0742166076780015","0.0681134757263144","0.0803197396296886","4"
"Divorced","1992","Employed","direct migration background","62","0.0632894506625307","0.0518980297493738","0.0746808715756875","4"
"Divorced","1992","Employed","indirect migration background","7","","","","4"
"Married","1992","Not Employed","no migration background","1931","0.535914031577051","0.518857398784853","0.552970664369248","1"
"Married","1992","Not Employed","direct migration background","620","0.686849082877376","0.654791736336649","0.718906429418103","1"
"Married","1992","Not Employed","indirect migration background","17","","","","1"
"Married","1992","Employed","no migration background","4663","0.602428917020584","0.591034087907693","0.613823746133474","1"
"Married","1992","Employed","indirect migration background","59","0.255724970293873","0.201967215350418","0.309482725237327","1"
"Married","1992","Employed","direct migration background","1332","0.722896870337466","0.701957268552565","0.743836472122366","1"
"Married, but separated","1992","Not Employed","no migration background","34","0.0117380890925012","0.00805441460529734","0.015421763579705","2"
"Married, but separated","1992","Not Employed","direct migration background","18","","","","2"
"Married, but separated","1992","Not Employed","indirect migration background","1","","","","2"
"Married, but separated","1992","Employed","no migration background","110","0.0200666603220944","0.0168016592105546","0.0233316614336342","2"
"Married, but separated","1992","Employed","direct migration background","73","0.0444081756790356","0.0347703912179","0.0540459601401712","2"
"Married, but separated","1992","Employed","indirect migration background","3","","","","2"
"Single","1992","Not Employed","direct migration background","81","0.101480012388687","0.0806075256568393","0.122352499120534","3"
"Single","1992","Not Employed","no migration background","583","0.150239819680593","0.138019368743622","0.162460270617564","3"
"Single","1992","Not Employed","indirect migration background","138","0.7924499173764","0.729012479784236","0.855887354968565","3"
"Single","1992","Employed","no migration background","1768","0.280136683694294","0.269680877372942","0.290592490015646","3"
"Single","1992","Employed","direct migration background","262","0.151156202314327","0.134397653585998","0.167914751042656","3"
"Single","1992","Employed","indirect migration background","184","0.668396146569131","0.61038458133797","0.726407711800291","3"
"Widowed","1992","Not Employed","no migration background","608","0.258410307519895","0.243438188334493","0.273382426705298","5"
"Widowed","1992","Not Employed","direct migration background","62","0.152763011476801","0.127895540131411","0.177630482822191","5"
"Widowed","1992","Not Employed","indirect migration background","1","","","","5"
"Widowed","1992","Employed","no migration background","128","0.0231511312850267","0.0196496862372947","0.0266525763327587","5"
"Widowed","1992","Employed","direct migration background","26","","","","5"
"Widowed","1992","Employed","indirect migration background","","","","","5"
"Divorced","1993","Not Employed","no migration background","144","0.047546664697614","0.0404239388185424","0.0546693905766856","4"
"Divorced","1993","Not Employed","direct migration background","21","","","","4"
"Divorced","1993","Not Employed","indirect migration background","1","","","","4"
"Divorced","1993","Employed","no migration background","392","0.0744425059119741","0.0681712755835905","0.0807137362403577","4"
"Divorced","1993","Employed","direct migration background","63","0.0648337676304659","0.0530277098482155","0.0766398254127163","4"
"Divorced","1993","Employed","indirect migration background","5","","","","4"
"Married","1993","Not Employed","no migration background","2022","0.535940995874872","0.519248954990697","0.552633036759046","1"
"Married","1993","Not Employed","direct migration background","638","0.711017959979302","0.679897572308935","0.74213834764967","1"
"Married","1993","Not Employed","indirect migration background","18","","","","1"
"Married","1993","Employed","no migration background","4378","0.603884480756123","0.592199488680594","0.615569472831652","1"
"Married","1993","Employed","direct migration background","1258","0.699677453160482","0.677698714006964","0.721656192314","1"
"Married","1993","Employed","indirect migration background","76","0.238217177350144","0.190565188855807","0.285869165844481","1"
"Married, but separated","1993","Not Employed","no migration background","44","0.012947569901921","0.00916376625293741","0.0167313735509046","2"
"Married, but separated","1993","Not Employed","indirect migration background","3","","","","2"
"Married, but separated","1993","Not Employed","direct migration background","22","","","","2"
"Married, but separated","1993","Employed","direct migration background","72","0.0480347457239104","0.0377818116991296","0.0582876797486913","2"
"Married, but separated","1993","Employed","no migration background","131","0.0246570521726433","0.0209520385422486","0.028362065803038","2"
"Married, but separated","1993","Employed","indirect migration background","7","","","","2"
"Single","1993","Not Employed","no migration background","602","0.148827794591176","0.136914960640694","0.160740628541658","3"
"Single","1993","Not Employed","direct migration background","70","0.0837356213686414","0.0647189364082879","0.102752306328995","3"
"Single","1993","Not Employed","indirect migration background","143","0.770335973116031","0.706350612167507","0.834321334064555","3"
"Single","1993","Employed","no migration background","1714","0.275303864120181","0.264632383370515","0.285975344869848","3"
"Single","1993","Employed","direct migration background","252","0.168836334519133","0.150875103518987","0.186797565519279","3"
"Single","1993","Employed","indirect migration background","219","0.684747936163802","0.632775480375742","0.736720391951861","3"
"Widowed","1993","Not Employed","no migration background","617","0.254736974934417","0.240153361986504","0.269320587882331","5"
"Widowed","1993","Not Employed","direct migration background","64","0.148498637266565","0.124085522404755","0.172911752128375","5"
"Widowed","1993","Not Employed","indirect migration background","1","","","","5"
"Widowed","1993","Employed","no migration background","115","0.0217120970390783","0.0182301289535088","0.0251940651246478","5"
"Widowed","1993","Employed","direct migration background","26","","","","5"
"Widowed","1993","Employed","indirect migration background","","","","","5"
"Divorced","1994","Not Employed","no migration background","159","0.0495110029333818","0.0423709220059644","0.0566510838607992","4"
"Divorced","1994","Not Employed","indirect migration background","1","","","","4"
"Divorced","1994","Not Employed","direct migration background","21","","","","4"
"Divorced","1994","Employed","no migration background","373","0.0735345980674072","0.0671800079272083","0.0798891882076061","4"
"Divorced","1994","Employed","direct migration background","65","0.0741597718185697","0.0610300782098911","0.0872894654272484","4"
"Divorced","1994","Employed","indirect migration background","6","","","","4"
"Married","1994","Not Employed","no migration background","2070","0.529036641830971","0.512607489303044","0.545465794358898","1"
"Married","1994","Not Employed","direct migration background","652","0.70045226801341","0.669346002041349","0.731558533985471","1"
"Married","1994","Not Employed","indirect migration background","24","","","","1"
"Married","1994","Employed","no migration background","4194","0.61003061770418","0.598156040592818","0.621905194815542","1"
"Married","1994","Employed","direct migration background","1171","0.708799888315864","0.686035291420186","0.731564485211542","1"
"Married","1994","Employed","indirect migration background","81","0.236948947880338","0.190505511578941","0.283392384181735","1"
"Married, but separated","1994","Not Employed","direct migration background","20","","","","2"
"Married, but separated","1994","Not Employed","no migration background","45","0.0161638004716636","0.0120131910761899","0.0203144098671373","2"
"Married, but separated","1994","Not Employed","indirect migration background","2","","","","2"
"Married, but separated","1994","Employed","no migration background","150","0.0252754208899711","0.0214540671910691","0.0290967745888732","2"
"Married, but separated","1994","Employed","direct migration background","59","0.0485140245752812","0.0377484497654959","0.0592795993850665","2"
"Married, but separated","1994","Employed","indirect migration background","9","","","","2"
"Single","1994","Not Employed","no migration background","651","0.15680618014243","0.144838112904449","0.168774247380411","3"
"Single","1994","Not Employed","direct migration background","74","0.0848983803305796","0.0659701524961583","0.103826608165001","3"
"Single","1994","Not Employed","indirect migration background","143","0.823441257507714","0.766291951512959","0.880590563502469","3"
"Single","1994","Employed","no migration background","1664","0.270873630404374","0.260054014412622","0.281693246396126","3"
"Single","1994","Employed","direct migration background","208","0.149182591359807","0.13133088918726","0.167034293532353","3"
"Single","1994","Employed","indirect migration background","226","0.663105307254888","0.611480494222255","0.714730120287521","3"
"Widowed","1994","Not Employed","no migration background","621","0.248482374621553","0.234259214310885","0.262705534932222","5"
"Widowed","1994","Not Employed","direct migration background","66","0.154179694286971","0.129656432517441","0.1787029560565","5"
"Widowed","1994","Not Employed","indirect migration background","1","","","","5"
"Widowed","1994","Employed","no migration background","100","0.0202857329340675","0.0168535364005163","0.0237179294676187","5"
"Widowed","1994","Employed","direct migration background","27","","","","5"
"Widowed","1994","Employed","indirect migration background","","","","","5"
"Divorced","1995","Not Employed","no migration background","169","0.0546316050748909","0.0471357401511702","0.0621274699986115","4"
"Divorced","1995","Not Employed","direct migration background","33","0.0438151180710267","0.0317193158222164","0.0559109203198369","4"
"Divorced","1995","Not Employed","indirect migration background","1","","","","4"
