"pgfamstd","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Widowed","1985","Bavaria","Female","90","0.159969885720748","0.136007238719179","0.183932532722317","5"
"Widowed","1985","Berlin","Male","8","","","","5"
"Widowed","1985","Berlin","Female","22","","","","5"
"Widowed","1985","Brandenburg","Male","","","","","5"
"Divorced","1986","Saxony","Male","","","","","4"
"Divorced","1986","Schleswig-Holstein","Female","9","","","","4"
"Divorced","1986","Hamburg","Male","10","","","","4"
"Divorced","1986","Hamburg","Female","15","","","","4"
"Divorced","1986","North Rhine-Westphalia","Female","55","0.0435954794389541","0.0329524582822137","0.0542385005956945","4"
"Divorced","1986","Hesse","Male","11","","","","4"
"Divorced","1986","Baden-Württemberg","Female","33","0.0483984308451398","0.0348861265189739","0.0619107351713057","4"
"Divorced","1986","Bavaria","Male","18","","","","4"
"Divorced","1986","Mecklenburg-Western Pomerania","Male","","","","","4"
"Divorced","1986","Mecklenburg-Western Pomerania","Female","","","","","4"
"Divorced","1986","Lower Saxony","Male","13","","","","4"
"Divorced","1986","North Rhine-Westphalia","Male","41","0.0405206652900688","0.0302469868755278","0.0507943437046098","4"
"Divorced","1986","Hesse","Female","21","","","","4"
"Divorced","1986","Rhineland-Palatinate,Saarland","Male","7","","","","4"
"Divorced","1986","Rhineland-Palatinate,Saarland","Female","13","","","","4"
"Divorced","1986","Baden-Württemberg","Male","22","","","","4"
"Divorced","1986","Saxony","Female","","","","","4"
"Divorced","1986","Saxony-Anhalt","Male","","","","","4"
"Divorced","1986","Lower Saxony","Female","21","","","","4"
"Divorced","1986","Bremen","Male","","","","","4"
"Divorced","1986","Bremen","Female","2","","","","4"
"Divorced","1986","Saxony-Anhalt","Female","","","","","4"
"Divorced","1986","Thuringia","Male","","","","","4"
"Divorced","1986","Thuringia","Female","","","","","4"
"Divorced","1986","Schleswig-Holstein","Male","9","","","","4"
"Divorced","1986","Brandenburg","Female","","","","","4"
"Divorced","1986","Bavaria","Female","28","","","","4"
"Divorced","1986","Berlin","Male","9","","","","4"
"Divorced","1986","Berlin","Female","16","","","","4"
"Divorced","1986","Brandenburg","Male","","","","","4"
"Married","1986","Schleswig-Holstein","Male","99","0.602366187923411","0.526054423706865","0.678677952139958","1"
"Married","1986","Schleswig-Holstein","Female","99","0.556280241651087","0.480009935433962","0.632550547868212","1"
"Married","1986","Hamburg","Male","71","0.48157724554267","0.394332792306204","0.568821698779137","1"
"Married","1986","Hamburg","Female","71","0.452890604257706","0.364921680782537","0.540859527732874","1"
"Married","1986","Lower Saxony","Male","341","0.636054060479622","0.595436001830546","0.676672119128698","1"
"Married","1986","Lower Saxony","Female","346","0.544954767553531","0.503820723762907","0.586088811344155","1"
"Married","1986","Bremen","Male","34","0.650295654554655","0.516772682253032","0.783818626856277","1"
"Married","1986","Bremen","Female","31","0.404691131319895","0.273777692527935","0.535604570111855","1"
"Married","1986","North Rhine-Westphalia","Male","904","0.622835090138729","0.597581562801042","0.648088617476415","1"
"Married","1986","North Rhine-Westphalia","Female","906","0.550248161272751","0.524318958736941","0.576177363808561","1"
"Married","1986","Hesse","Male","339","0.625375745070972","0.583733620897623","0.66701786924432","1"
"Married","1986","Hesse","Female","339","0.571517688724392","0.528861297909462","0.614174079539322","1"
"Married","1986","Rhineland-Palatinate,Saarland","Male","240","0.625791263185358","0.576812911375959","0.674769614994757","1"
"Married","1986","Rhineland-Palatinate,Saarland","Female","241","0.559494251917481","0.5101601876993","0.608828316135661","1"
"Married","1986","Baden-Württemberg","Male","641","0.63759509966365","0.607816753901503","0.667373445425798","1"
"Married","1986","Baden-Württemberg","Female","638","0.556578022182248","0.525298663768636","0.58785738059586","1"
"Married","1986","Bavaria","Male","577","0.658254370352632","0.626369328715107","0.690139411990157","1"
"Married","1986","Bavaria","Female","578","0.559008730831532","0.52666068181373","0.591356779849333","1"
"Married","1986","Berlin","Male","96","0.466807995541949","0.392891728830284","0.540724262253613","1"
"Married","1986","Berlin","Female","98","0.413515990809269","0.340760462435279","0.486271519183259","1"
"Married","1986","Brandenburg","Male","","","","","1"
"Married","1986","Brandenburg","Female","","","","","1"
"Married","1986","Mecklenburg-Western Pomerania","Male","","","","","1"
"Married","1986","Mecklenburg-Western Pomerania","Female","","","","","1"
"Married","1986","Saxony","Male","","","","","1"
"Married","1986","Saxony","Female","","","","","1"
"Married","1986","Saxony-Anhalt","Male","","","","","1"
"Married","1986","Saxony-Anhalt","Female","","","","","1"
"Married","1986","Thuringia","Male","","","","","1"
"Married","1986","Thuringia","Female","","","","","1"
"Married, but separated","1986","Mecklenburg-Western Pomerania","Female","","","","","2"
"Married, but separated","1986","Saxony","Male","","","","","2"
"Married, but separated","1986","Saxony","Female","","","","","2"
"Married, but separated","1986","Saxony-Anhalt","Male","","","","","2"
"Married, but separated","1986","Saxony-Anhalt","Female","","","","","2"
"Married, but separated","1986","Thuringia","Male","","","","","2"
"Married, but separated","1986","Thuringia","Female","","","","","2"
"Married, but separated","1986","Schleswig-Holstein","Male","4","","","","2"
"Married, but separated","1986","Schleswig-Holstein","Female","3","","","","2"
"Married, but separated","1986","Hamburg","Male","6","","","","2"
"Married, but separated","1986","Hamburg","Female","","","","","2"
"Married, but separated","1986","Lower Saxony","Male","10","","","","2"
"Married, but separated","1986","Lower Saxony","Female","3","","","","2"
"Married, but separated","1986","Bremen","Male","1","","","","2"
"Married, but separated","1986","Bremen","Female","1","","","","2"
"Married, but separated","1986","North Rhine-Westphalia","Male","51","0.0287528304510444","0.0200456999050639","0.0374599609970249","2"
"Married, but separated","1986","North Rhine-Westphalia","Female","32","0.0228030889276524","0.0150225215221129","0.0305836563331918","2"
"Married, but separated","1986","Hesse","Male","21","","","","2"
"Married, but separated","1986","Hesse","Female","10","","","","2"
"Married, but separated","1986","Rhineland-Palatinate,Saarland","Male","8","","","","2"
"Married, but separated","1986","Brandenburg","Female","","","","","2"
"Married, but separated","1986","Mecklenburg-Western Pomerania","Male","","","","","2"
"Married, but separated","1986","Bavaria","Male","21","","","","2"
"Married, but separated","1986","Bavaria","Female","13","","","","2"
"Married, but separated","1986","Berlin","Male","9","","","","2"
"Married, but separated","1986","Rhineland-Palatinate,Saarland","Female","10","","","","2"
"Married, but separated","1986","Baden-Württemberg","Male","33","0.02019448241325","0.0114804864184773","0.0289084784080226","2"
"Married, but separated","1986","Baden-Württemberg","Female","17","","","","2"
"Married, but separated","1986","Berlin","Female","7","","","","2"
"Married, but separated","1986","Brandenburg","Male","","","","","2"
"Single","1986","Hamburg","Male","33","0.289002464686314","0.209853062434149","0.36815186693848","3"
"Single","1986","Mecklenburg-Western Pomerania","Female","","","","","3"
"Single","1986","Schleswig-Holstein","Female","32","0.16786067949954","0.110485137759455","0.225236221239625","3"
"Single","1986","Saxony","Female","","","","","3"
"Single","1986","Saxony","Male","","","","","3"
"Single","1986","Mecklenburg-Western Pomerania","Male","","","","","3"
"Single","1986","Saxony-Anhalt","Male","","","","","3"
"Single","1986","Schleswig-Holstein","Male","45","0.295747148808263","0.224585805486217","0.366908492130309","3"
"Single","1986","Hamburg","Female","23","","","","3"
"Single","1986","Brandenburg","Female","","","","","3"
"Single","1986","Lower Saxony","Male","165","0.297262180420247","0.258677029671585","0.335847331168909","3"
