"pgfamstd","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"1","1985","Part Time","Female","777","0.661982289983701","0.634040942611847","0.689923637355555"
"1","1985","Not Working","Male","561","0.529591246967749","0.500489640363008","0.558692853572489"
"1","1985","Not Working","Female","1759","0.534525625421635","0.515855530778349","0.55319572006492"
"2","1985","Full Time","Male","50","0.0153094048389417","0.0111107569701602","0.0195080527077232"
"2","1985","Full Time","Female","21","","",""
"2","1985","Part Time","Male","9","","",""
"2","1985","Part Time","Female","17","","",""
"2","1985","Not Working","Male","13","","",""
"2","1985","Not Working","Female","20","","",""
"3","1985","Full Time","Male","642","0.221217981020295","0.207024184528591","0.235411777511998"
"3","1985","Full Time","Female","433","0.403441355075307","0.377065753168672","0.429816956981942"
"3","1985","Part Time","Male","299","0.513708351456169","0.474555117174354","0.552861585737984"
"3","1985","Part Time","Female","215","0.20998763350519","0.18592915070616","0.234046116304221"
"3","1985","Not Working","Male","463","0.33078290860446","0.303350501820025","0.358215315388896"
"3","1985","Not Working","Female","409","0.143107108333484","0.129999959255369","0.156214257411599"
"4","1985","Full Time","Male","99","0.041912952179959","0.0350603264192399","0.0487655779406782"
"4","1985","Full Time","Female","90","0.0862434455518279","0.0711508510937741","0.101336040009882"
"4","1985","Part Time","Male","15","","",""
"4","1985","Part Time","Female","56","0.0628296188764697","0.0484963277697527","0.0771629099831867"
"4","1985","Not Working","Male","16","","",""
"4","1985","Not Working","Female","65","0.029089428487456","0.0227991253500559","0.0353797316248562"
"5","1985","Full Time","Male","24","","",""
"5","1985","Full Time","Female","39","0.0347542537614995","0.0249071495817133","0.0446013579412857"
"5","1985","Part Time","Male","6","","",""
"5","1985","Part Time","Female","32","0.0440310343847601","0.031912341700647","0.0561497270688733"
"5","1985","Not Working","Male","75","0.107353138502532","0.0893040163854185","0.125402260619645"
"5","1985","Not Working","Female","483","0.285548981378403","0.268642979873125","0.302454982883681"
"6","1985","Full Time","Male","57","0.00808473055414746","0.00502241128435441","0.0111470498239405"
"6","1985","Full Time","Female","6","","",""
"6","1985","Part Time","Male","5","","",""
"6","1985","Part Time","Female","4","","",""
"6","1985","Not Working","Male","2","","",""
"6","1985","Not Working","Female","6","","",""
"7","1985","Full Time","Male","","","",""
"7","1985","Full Time","Female","","","",""
"7","1985","Part Time","Male","","","",""
"7","1985","Part Time","Female","","","",""
"7","1985","Not Working","Male","","","",""
"7","1985","Not Working","Female","","","",""
"8","1985","Full Time","Male","","","",""
"8","1985","Full Time","Female","","","",""
"8","1985","Part Time","Male","","","",""
"8","1985","Part Time","Female","","","",""
"8","1985","Not Working","Male","","","",""
"8","1985","Not Working","Female","","","",""
"1","1986","Full Time","Male","2472","0.700041482878497","0.684665741454619","0.715417224302375"
"1","1986","Full Time","Female","753","0.434566460618404","0.408460355068781","0.460672566168027"
"1","1986","Part Time","Male","289","0.440472941844536","0.401521282771812","0.47942460091726"
"1","1986","Part Time","Female","831","0.676921666282682","0.650261523113019","0.703581809452344"
"1","1986","Not Working","Male","581","0.534426561646965","0.505856724912023","0.562996398381907"
"1","1986","Not Working","Female","1763","0.54424330513545","0.525478361205619","0.563008249065282"
"2","1986","Full Time","Male","62","0.0174099955110283","0.0130213643717416","0.0217986266503151"
"2","1986","Full Time","Female","32","0.0286196041720158","0.0198384888055367","0.0374007195384949"
"2","1986","Part Time","Male","11","","",""
"2","1986","Part Time","Female","20","","",""
"2","1986","Not Working","Male","23","","",""
"2","1986","Not Working","Female","33","0.0120622124433499","0.00794917673486211","0.0161752481518377"
"3","1986","Full Time","Male","695","0.224852602881081","0.210844327008826","0.238860878753337"
"3","1986","Full Time","Female","468","0.420216117426495","0.394220949557138","0.446211285295852"
"3","1986","Part Time","Male","298","0.485756763177862","0.446542007050965","0.524971519304759"
"3","1986","Part Time","Female","242","0.211388320622778","0.188112154433046","0.23466448681251"
"3","1986","Not Working","Male","465","0.303912406123911","0.277568764798269","0.330256047449554"
"3","1986","Not Working","Female","374","0.126492989225699","0.113968771173921","0.139017207277477"
"4","1986","Full Time","Male","106","0.0419109531039143","0.0351872227853145","0.0486346834225141"
"4","1986","Full Time","Female","90","0.0838409166771768","0.0692448224201719","0.0984370109341817"
"4","1986","Part Time","Male","15","","",""
"4","1986","Part Time","Female","56","0.0543809998911968","0.0414533065401716","0.0673086932422219"
"4","1986","Not Working","Male","19","","",""
"4","1986","Not Working","Female","67","0.031601199206291","0.025010020327517","0.038192378085065"
"5","1986","Full Time","Male","23","","",""
"5","1986","Full Time","Female","36","0.0311750575406976","0.0220223519734138","0.0403277631079813"
"5","1986","Part Time","Male","2","","",""
"5","1986","Part Time","Female","31","0.0368034053220385","0.0260699185766734","0.0475368920674036"
"5","1986","Not Working","Male","78","0.112624591108796","0.0945178641882054","0.130731318029386"
"5","1986","Not Working","Female","466","0.285405694369327","0.268390171957658","0.302421216780995"
"6","1986","Full Time","Male","54","0.00611342207086048","0.00349792533198572","0.00872891880973525"
"6","1986","Full Time","Female","6","","",""
"6","1986","Part Time","Male","9","","",""
"6","1986","Part Time","Female","2","","",""
"6","1986","Not Working","Male","5","","",""
"6","1986","Not Working","Female","3","","",""
"7","1986","Full Time","Male","","","",""
"7","1986","Full Time","Female","","","",""
"7","1986","Part Time","Male","","","",""
"7","1986","Part Time","Female","","","",""
"7","1986","Not Working","Male","","","",""
"7","1986","Not Working","Female","","","",""
"8","1986","Full Time","Male","","","",""
"8","1986","Full Time","Female","","","",""
"8","1986","Part Time","Male","","","",""
"8","1986","Part Time","Female","","","",""
"8","1986","Not Working","Male","","","",""
"8","1986","Not Working","Female","","","",""
"1","1987","Full Time","Male","2454","0.685240283866384","0.669749948602099","0.700730619130669"
"1","1987","Full Time","Female","734","0.419198111889313","0.393433935537861","0.444962288240765"
"1","1987","Part Time","Male","251","0.422879911540771","0.383185329688011","0.46257449339353"
"1","1987","Part Time","Female","862","0.690324479204712","0.664251257402142","0.716397701007283"
"1","1987","Not Working","Male","601","0.576149275782361","0.5473875104413","0.604911041123421"
"1","1987","Not Working","Female","1707","0.54753368333673","0.52851474743475","0.56655261923871"
"2","1987","Full Time","Male","59","0.0174993747252944","0.0131258912986513","0.0218728581519375"
"2","1987","Full Time","Female","30","0.0222512908315471","0.0145496400005305","0.0299529416625637"
"2","1987","Part Time","Male","15","","",""
"2","1987","Part Time","Female","23","","",""
"2","1987","Not Working","Male","10","","",""
"2","1987","Not Working","Female","21","","",""
"3","1987","Full Time","Male","751","0.238347093669548","0.22413581080023","0.252558376538866"
"3","1987","Full Time","Female","488","0.42287696404128","0.397082066142249","0.448671861940311"
"3","1987","Part Time","Male","300","0.496592511569459","0.456418099752437","0.53676692338648"
"3","1987","Part Time","Female","237","0.198069033133263","0.175594462328384","0.220543603938143"
"3","1987","Not Working","Male","416","0.260358267616546","0.234817264275851","0.285899270957241"
"3","1987","Not Working","Female","352","0.113878645785218","0.1017404143088","0.126016877261636"
"4","1987","Full Time","Male","107","0.0420478179246574","0.0353536986104655","0.0487419372388493"
"4","1987","Full Time","Female","108","0.0957574359843243","0.080392833736799","0.11112203823185"
"4","1987","Part Time","Male","20","","",""
"4","1987","Part Time","Female","50","0.0458421772666429","0.0340482797513625","0.0576360747819234"
"4","1987","Not Working","Male","23","","",""
"4","1987","Not Working","Female","73","0.0353303497643811","0.0282760982014668","0.0423846013272954"
"5","1987","Full Time","Male","23","","",""
"5","1987","Full Time","Female","41","0.0387008772768146","0.0286296528856134","0.0487721016680158"
"5","1987","Part Time","Male","5","","",""
"5","1987","Part Time","Female","34","0.0367198036254032","0.0261140602395414","0.047325547011265"
"5","1987","Not Working","Male","83","0.12312079323388","0.103996862936523","0.142244723531237"
"5","1987","Not Working","Female","474","0.296782245267053","0.279325971729687","0.31423851880442"
"6","1987","Full Time","Male","59","0.00776009381563927","0.00483330334388495","0.0106868842873936"
"6","1987","Full Time","Female","8","","",""
"6","1987","Part Time","Male","4","","",""
"6","1987","Part Time","Female","2","","",""
"6","1987","Not Working","Male","1","","",""
"6","1987","Not Working","Female","4","","",""
"7","1987","Full Time","Male","","","",""
"7","1987","Full Time","Female","","","",""
"7","1987","Part Time","Male","","","",""
"7","1987","Part Time","Female","","","",""
"7","1987","Not Working","Male","","","",""
"7","1987","Not Working","Female","","","",""
"8","1987","Full Time","Male","","","",""
"8","1987","Full Time","Female","","","",""
"8","1987","Part Time","Male","","","",""
"8","1987","Part Time","Female","","","",""
"8","1987","Not Working","Male","","","",""
"8","1987","Not Working","Female","","","",""
"1","1988","Full Time","Male","2305","0.676217477773135","0.660150194605001","0.69228476094127"
"1","1988","Full Time","Female","647","0.409256606418322","0.382741463744114","0.43577174909253"
"1","1988","Part Time","Male","262","0.413299596392936","0.373898060616354","0.452701132169517"
"1","1988","Part Time","Female","907","0.689162966553184","0.663453636545761","0.714872296560607"
"1","1988","Not Working","Male","586","0.561744338551918","0.532180039935805","0.591308637168031"
"1","1988","Not Working","Female","1602","0.542360258948254","0.522660935634502","0.562059582262006"
"2","1988","Full Time","Male","70","0.0224522168258651","0.0173651064294351","0.0275393272222951"
"2","1988","Full Time","Female","30","0.0245761639868481","0.0162268573288686","0.0329254706448277"
"2","1988","Part Time","Male","12","","",""
"2","1988","Part Time","Female","37","0.0382948960472563","0.0276349545008868","0.0489548375936258"
"2","1988","Not Working","Male","17","","",""
"2","1988","Not Working","Female","27","","",""
"3","1988","Full Time","Male","727","0.247283683316472","0.23246921918867","0.262098147444275"
"3","1988","Full Time","Female","504","0.434255087465033","0.407526287034076","0.46098388789599"
"3","1988","Part Time","Male","292","0.488897425592965","0.448899692751791","0.528895158434139"
"3","1988","Part Time","Female","189","0.16736424538481","0.146628374248859","0.188100116520762"
"3","1988","Not Working","Male","368","0.266908648737169","0.240551718207166","0.293265579267171"
"3","1988","Not Working","Female","333","0.118826609408245","0.106031822645478","0.131621396171012"
"4","1988","Full Time","Male","92","0.0401893550703953","0.0334453039959547","0.0469334061448358"
"4","1988","Full Time","Female","99","0.0983015441183932","0.0822466474369789","0.114356440799808"
"4","1988","Part Time","Male","21","","",""
"4","1988","Part Time","Female","60","0.0521002933766506","0.0397560437883977","0.0644445429649035"
"4","1988","Not Working","Male","24","","",""
"4","1988","Not Working","Female","60","0.0323398400956912","0.0253450308196689","0.0393346493717135"
"5","1988","Full Time","Male","22","","",""
"5","1988","Full Time","Female","36","0.0326584178947454","0.0230735930354372","0.0422432427540536"
"5","1988","Part Time","Male","8","","",""
"5","1988","Part Time","Female","48","0.0524384489885669","0.0400564133623918","0.064820484614742"
"5","1988","Not Working","Male","83","0.120229229919357","0.100850546956412","0.139607912882302"
"5","1988","Not Working","Female","432","0.293410114802406","0.275406207775467","0.311414021829344"
"6","1988","Full Time","Male","42","0.00596736892622328","0.0033227426060021","0.00861199524644447"
"6","1988","Full Time","Female","5","","",""
"6","1988","Part Time","Male","5","","",""
"6","1988","Part Time","Female","4","","",""
"6","1988","Not Working","Male","4","","",""
"6","1988","Not Working","Female","3","","",""
"7","1988","Full Time","Male","","","",""
"7","1988","Full Time","Female","","","",""
"7","1988","Part Time","Male","","","",""
"7","1988","Part Time","Female","","","",""
"7","1988","Not Working","Male","","","",""
"7","1988","Not Working","Female","","","",""
"8","1988","Full Time","Male","","","",""
"8","1988","Full Time","Female","","","",""
"8","1988","Part Time","Male","","","",""
"8","1988","Part Time","Female","","","",""
"8","1988","Not Working","Male","","","",""
"8","1988","Not Working","Female","","","",""
"1","1989","Full Time","Male","2227","0.6729213442994","0.656620644199384","0.689222044399416"
"1","1989","Full Time","Female","673","0.414639627254542","0.388407983514762","0.440871270994323"
"1","1989","Part Time","Male","225","0.387189491215292","0.34548264694549","0.428896335485093"
"1","1989","Part Time","Female","851","0.705689095582766","0.679752341369725","0.731625849795807"
"1","1989","Not Working","Male","575","0.555347602906795","0.52548896124327","0.58520624457032"
"1","1989","Not Working","Female","1506","0.533610937669052","0.513411071754935","0.553810803583169"
"2","1989","Full Time","Male","65","0.0247045375083544","0.0193112388649547","0.030097836151754"
"2","1989","Full Time","Female","34","0.0336319034531934","0.0240329152236469","0.0432308916827398"
"2","1989","Part Time","Male","8","","",""
"2","1989","Part Time","Female","21","","",""
"2","1989","Not Working","Male","15","","",""
"2","1989","Not Working","Female","25","","",""
"3","1989","Full Time","Male","725","0.241683450766546","0.226808801747457","0.256558099785635"
"3","1989","Full Time","Female","489","0.412660010343931","0.386446847746186","0.438873172941677"
"3","1989","Part Time","Male","269","0.543253593727961","0.500603369281328","0.585903818174595"
"3","1989","Part Time","Female","204","0.155398197886706","0.13477980848928","0.176016587284132"
"3","1989","Not Working","Male","359","0.269698455423287","0.243031857283341","0.296365053563233"
"3","1989","Not Working","Female","331","0.128771086814846","0.115208664387878","0.142333509241813"
"4","1989","Full Time","Male","109","0.0476344142725142","0.0402339278730981","0.0550349006719302"
"4","1989","Full Time","Female","113","0.106096602133783","0.0896992216118674","0.122493982655699"
"4","1989","Part Time","Male","13","","",""
"4","1989","Part Time","Female","55","0.0584806013969873","0.0451261424370809","0.0718350603568937"
"4","1989","Not Working","Male","29","","",""
"4","1989","Not Working","Female","58","0.0341347248911929","0.0267825060328961","0.0414869437494896"
"5","1989","Full Time","Male","21","","",""
"5","1989","Full Time","Female","38","0.0317758333966742","0.0224365215415301","0.0411151452518184"
"5","1989","Part Time","Male","4","","",""
"5","1989","Part Time","Female","51","0.0577237783565756","0.0444506822915469","0.0709968744216043"
"5","1989","Not Working","Male","86","0.122140303758673","0.102465095856484","0.141815511660861"
"5","1989","Not Working","Female","418","0.29155285282957","0.273150458937396","0.309955246721743"
"6","1989","Full Time","Male","35","0.00510783426162648","0.00263095745001627","0.00758471107323668"
"6","1989","Full Time","Female","8","","",""
"6","1989","Part Time","Male","5","","",""
"6","1989","Part Time","Female","4","","",""
"6","1989","Not Working","Male","","","",""
"6","1989","Not Working","Female","5","","",""
"7","1989","Full Time","Male","","","",""
"7","1989","Full Time","Female","","","",""
"7","1989","Part Time","Male","","","",""
"7","1989","Part Time","Female","","","",""
"7","1989","Not Working","Male","","","",""
"7","1989","Not Working","Female","","","",""
"8","1989","Full Time","Male","","","",""
"8","1989","Full Time","Female","","","",""
"8","1989","Part Time","Male","","","",""
"8","1989","Part Time","Female","","","",""
"8","1989","Not Working","Male","","","",""
"8","1989","Not Working","Female","","","",""
"1","1990","Full Time","Male","2163","0.662009202098951","0.645381884921251","0.678636519276651"
"1","1990","Full Time","Female","649","0.409646061175843","0.383056508403718","0.436235613947967"
"1","1990","Part Time","Male","205","0.341072498037548","0.299807077108599","0.382337918966498"
"1","1990","Part Time","Female","893","0.703653085672995","0.678039536447877","0.729266634898113"
"1","1990","Not Working","Male","593","0.570498979659456","0.540769807013309","0.600228152305604"
"1","1990","Not Working","Female","1453","0.539681330724394","0.519086661367152","0.560276000081637"
"2","1990","Full Time","Male","57","0.0188745810801133","0.0140911595450604","0.0236580026151663"
"2","1990","Full Time","Female","30","0.0243706147686868","0.0160333021353259","0.0327079274020476"
"2","1990","Part Time","Male","9","","",""
"2","1990","Part Time","Female","28","","",""
"2","1990","Not Working","Male","18","","",""
"2","1990","Not Working","Female","27","","",""
"3","1990","Full Time","Male","713","0.252786429102544","0.237509467643144","0.268063390561944"
"3","1990","Full Time","Female","479","0.42025201170784","0.393563464469309","0.44694055894637"
"3","1990","Part Time","Male","266","0.555060079178869","0.511802242701026","0.598317915656711"
"3","1990","Part Time","Female","206","0.158104672686286","0.137640619243546","0.178568726129025"
"3","1990","Not Working","Male","341","0.257815172339587","0.231543751644743","0.284086593034431"
"3","1990","Not Working","Female","293","0.11516948342017","0.101979155649198","0.128359811191142"
"4","1990","Full Time","Male","122","0.0544401729297798","0.0464649655600865","0.0624153802994731"
"4","1990","Full Time","Female","105","0.10412649513365","0.0876124152927477","0.120640574974552"
"4","1990","Part Time","Male","18","","",""
"4","1990","Part Time","Female","58","0.0710055425205074","0.0565995579422818","0.085411527098733"
"4","1990","Not Working","Male","26","","",""
"4","1990","Not Working","Female","56","0.0327686932879094","0.0254125265224515","0.0401248600533674"
"5","1990","Full Time","Male","25","","",""
"5","1990","Full Time","Female","44","0.0403773336427141","0.0297342009827156","0.0510204663027125"
"5","1990","Part Time","Male","5","","",""
"5","1990","Part Time","Female","33","0.0377806535922897","0.0270861154251934","0.0484751917593861"
"5","1990","Not Working","Male","84","0.121925010504895","0.102273972681463","0.141576048328326"
"5","1990","Not Working","Female","417","0.299172809482864","0.280252712272324","0.318092906693405"
"6","1990","Full Time","Male","29","","",""
"6","1990","Full Time","Female","7","","",""
"6","1990","Part Time","Male","4","","",""
"6","1990","Part Time","Female","3","","",""
"6","1990","Not Working","Male","3","","",""
"6","1990","Not Working","Female","4","","",""
"7","1990","Full Time","Male","","","",""
"7","1990","Full Time","Female","","","",""
"7","1990","Part Time","Male","","","",""
"7","1990","Part Time","Female","","","",""
"7","1990","Not Working","Male","","","",""
"7","1990","Not Working","Female","","","",""
"8","1990","Full Time","Male","","","",""
"8","1990","Full Time","Female","","","",""
"8","1990","Part Time","Male","","","",""
"8","1990","Part Time","Female","","","",""
"8","1990","Not Working","Male","","","",""
"8","1990","Not Working","Female","","","",""
"1","1991","Full Time","Male","2153","0.662843466344042","0.646148174594108","0.679538758093977"
"1","1991","Full Time","Female","656","0.400166713688885","0.373934710690477","0.426398716687292"
"1","1991","Part Time","Male","215","0.406241424501827","0.364546658845299","0.447936190158356"
"1","1991","Part Time","Female","911","0.723355207179005","0.698325090980307","0.748385323377703"
"1","1991","Not Working","Male","590","0.579844983163725","0.549846993568637","0.609842972758813"
"1","1991","Not Working","Female","1413","0.523047065621181","0.502171241760029","0.543922889482333"
"2","1991","Full Time","Male","63","0.021653993718636","0.016513699541064","0.026794287896208"
"2","1991","Full Time","Female","29","","",""
"2","1991","Part Time","Male","7","","",""
"2","1991","Part Time","Female","23","","",""
"2","1991","Not Working","Male","15","","",""
"2","1991","Not Working","Female","29","","",""
"3","1991","Full Time","Male","686","0.243609024948705","0.228449255773684","0.258768794123726"
"3","1991","Full Time","Female","494","0.40866548233788","0.382344852010794","0.434986112664966"
"3","1991","Part Time","Male","288","0.533074055882575","0.490719292242621","0.575428819522528"
"3","1991","Part Time","Female","188","0.145293745709864","0.125575979603352","0.165011511816377"
"3","1991","Not Working","Male","319","0.239338823855278","0.213406966563584","0.265270681146973"
"3","1991","Not Working","Female","291","0.122179617201837","0.108491689998543","0.135867544405131"
"4","1991","Full Time","Male","130","0.0610762058675019","0.052619057874586","0.0695333538604179"
"4","1991","Full Time","Female","114","0.119945319979274","0.102549609382932","0.137341030575617"
"4","1991","Part Time","Male","20","","",""
"4","1991","Part Time","Female","53","0.0607315880472259","0.0473678489905717","0.07409532710388"
"4","1991","Not Working","Male","26","","",""
"4","1991","Not Working","Female","63","0.0368709807848137","0.0289947205740675","0.0447472409955599"
"5","1991","Full Time","Male","19","","",""
"5","1991","Full Time","Female","41","0.038728621059762","0.028397802959678","0.0490594391598459"
"5","1991","Part Time","Male","1","","",""
"5","1991","Part Time","Female","49","0.0478987166123544","0.035949778176589","0.0598476550481198"
"5","1991","Not Working","Male","87","0.126051962578088","0.105879959162951","0.146223965993225"
"5","1991","Not Working","Female","401","0.304092092860859","0.284864986635563","0.323319199086155"
"6","1991","Full Time","Male","29","","",""
"6","1991","Full Time","Female","6","","",""
"6","1991","Part Time","Male","2","","",""
"6","1991","Part Time","Female","3","","",""
"6","1991","Not Working","Male","3","","",""
"6","1991","Not Working","Female","2","","",""
"7","1991","Full Time","Male","","","",""
"7","1991","Full Time","Female","","","",""
"7","1991","Part Time","Male","","","",""
"7","1991","Part Time","Female","","","",""
"7","1991","Not Working","Male","","","",""
"7","1991","Not Working","Female","","","",""
"8","1991","Full Time","Male","","","",""
"8","1991","Full Time","Female","","","",""
"8","1991","Part Time","Male","","","",""
"8","1991","Part Time","Female","","","",""
"8","1991","Not Working","Male","","","",""
"8","1991","Not Working","Female","","","",""
"1","1992","Full Time","Male","3099","0.668824394401812","0.654819219421836","0.682829569381787"
"1","1992","Full Time","Female","1309","0.477804004456987","0.457169121745472","0.498438887168502"
"1","1992","Part Time","Male","359","0.409191234613157","0.374552323075326","0.443830146150988"
"1","1992","Part Time","Female","1287","0.72017219478329","0.699024493610727","0.741319895955853"
"1","1992","Not Working","Male","825","0.610436760824582","0.584623748583305","0.636249773065858"
"1","1992","Not Working","Female","1743","0.514598399592797","0.496326254856892","0.532870544328702"
"2","1992","Full Time","Male","71","0.02029742191914","0.0161010798556785","0.0244937639826014"
"2","1992","Full Time","Female","33","0.0186842314034575","0.0130904904414471","0.0242779723654679"
"2","1992","Part Time","Male","7","","",""
"2","1992","Part Time","Female","42","0.0279260539046","0.0201644049828308","0.0356877028263693"
"2","1992","Not Working","Male","16","","",""
"2","1992","Not Working","Female","29","","",""
"3","1992","Full Time","Male","941","0.241275430750608","0.228543275051781","0.254007586449436"
"3","1992","Full Time","Female","634","0.341118344331725","0.321533659401646","0.360703029261804"
"3","1992","Part Time","Male","364","0.509604224862093","0.474385998493613","0.544822451230572"
"3","1992","Part Time","Female","275","0.150248168094043","0.133415606798604","0.167080729389483"
"3","1992","Not Working","Male","381","0.219241512229742","0.197341260075719","0.241141764383764"
"3","1992","Not Working","Female","421","0.122546961305145","0.110558376390385","0.134535546219905"
"4","1992","Full Time","Male","178","0.0593339933689999","0.0523037099822973","0.0663642767557025"
"4","1992","Full Time","Female","201","0.121833282134303","0.108320903621892","0.135345660646713"
"4","1992","Part Time","Male","28","","",""
"4","1992","Part Time","Female","79","0.0601407079864029","0.0489407796190915","0.0713406363537143"
"4","1992","Not Working","Male","36","0.0350492492909853","0.0253145778514799","0.0447839207304908"
"4","1992","Not Working","Female","115","0.0466690131310996","0.0389574774477855","0.0543805488144137"
"5","1992","Full Time","Male","29","","",""
"5","1992","Full Time","Female","66","0.0395585862662571","0.0315063564039667","0.0476108161285475"
"5","1992","Part Time","Male","12","","",""
"5","1992","Part Time","Female","47","0.0413932563678429","0.0320093299509058","0.0507771827847801"
"5","1992","Not Working","Male","107","0.116428425723066","0.0994506909777368","0.133406160468394"
"5","1992","Not Working","Female","564","0.307105379735801","0.290240547864808","0.323970211606795"
"6","1992","Full Time","Male","20","","",""
"6","1992","Full Time","Female","8","","",""
"6","1992","Part Time","Male","4","","",""
"6","1992","Part Time","Female","1","","",""
"6","1992","Not Working","Male","6","","",""
"6","1992","Not Working","Female","2","","",""
"7","1992","Full Time","Male","","","",""
"7","1992","Full Time","Female","","","",""
"7","1992","Part Time","Male","","","",""
"7","1992","Part Time","Female","","","",""
"7","1992","Not Working","Male","","","",""
"7","1992","Not Working","Female","","","",""
"8","1992","Full Time","Male","","","",""
"8","1992","Full Time","Female","","","",""
"8","1992","Part Time","Male","","","",""
"8","1992","Part Time","Female","","","",""
"8","1992","Not Working","Male","","","",""
"8","1992","Not Working","Female","","","",""
"1","1993","Full Time","Male","2930","0.662299849104225","0.64789914987857","0.676700548329881"
"1","1993","Full Time","Female","1200","0.480236169223668","0.458903446746325","0.501568891701012"
"1","1993","Part Time","Male","352","0.441989509498396","0.406934663410316","0.477044355586476"
"1","1993","Part Time","Female","1230","0.701669246053236","0.679836629689759","0.723501862416713"
"1","1993","Not Working","Male","905","0.608399053500426","0.583438550990342","0.63335955601051"
"1","1993","Not Working","Female","1773","0.517050519588001","0.498990512359962","0.53511052681604"
"2","1993","Full Time","Male","73","0.0217174183248777","0.0172790137881886","0.0261558228615667"
"2","1993","Full Time","Female","42","0.0231425208721334","0.0167224952957455","0.0295625464485213"
"2","1993","Part Time","Male","12","","",""
"2","1993","Part Time","Female","48","0.036143694829952","0.0272370738894555","0.0450503157704486"
"2","1993","Not Working","Male","19","","",""
"2","1993","Not Working","Female","37","0.0106713693937745","0.00695789063366081","0.0143848481538882"
"3","1993","Full Time","Male","927","0.249662894608555","0.23648348860978","0.262842300607329"
"3","1993","Full Time","Female","618","0.334393749982571","0.314249384390076","0.354538115575066"
"3","1993","Part Time","Male","364","0.458374505532999","0.423203832552362","0.493545178513637"
"3","1993","Part Time","Female","276","0.158526708915539","0.141098131518707","0.175955286312371"
"3","1993","Not Working","Male","385","0.217405676535965","0.196312548950151","0.238498804121779"
"3","1993","Not Working","Female","430","0.120159725669624","0.108408532599424","0.131910918739825"
"4","1993","Full Time","Male","163","0.0553454285380293","0.0483828835087583","0.0623079735673003"
"4","1993","Full Time","Female","179","0.122377584769586","0.108384269607204","0.136370899931968"
"4","1993","Part Time","Male","34","0.0671164578195215","0.0494540815867862","0.0847788340522568"
