"pgfamstd","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"Married, but separated","2015","East Germany","Male","48","0.0191553087746882","0.0138141863594409","0.0244964311899355","2"
"Married, but separated","2015","West Germany","Female","317","0.0249686464911913","0.0221509080879157","0.027786384894467","2"
"Single","2015","East Germany","Female","785","0.26750507318868","0.251662410335991","0.283347736041368","3"
"Single","2015","East Germany","Male","710","0.34534295446909","0.32681531660205","0.36387059233613","3"
"Single","2015","West Germany","Female","2929","0.262688975120493","0.254741298881588","0.270636651359399","3"
"Single","2015","West Germany","Male","2797","0.326113219888044","0.316961652214232","0.335264787561855","3"
"Widowed","2015","East Germany","Male","90","0.0391150112198057","0.0315606931879214","0.0466693292516899","5"
"Widowed","2015","West Germany","Female","771","0.118922288969136","0.113076641548127","0.124767936390146","5"
"Widowed","2015","East Germany","Female","297","0.148885751898651","0.136145431268052","0.16162607252925","5"
"Widowed","2015","West Germany","Male","241","0.0343844854564771","0.0308273434163967","0.0379416274965575","5"
"Divorced","2016","West Germany","Female","1204","0.107935720986104","0.102379928905091","0.113491513067117","4"
"Divorced","2016","East Germany","Female","317","0.110864971579448","0.0997805557758076","0.121949387383089","4"
"Divorced","2016","West Germany","Male","583","0.083408399845911","0.0783078947507547","0.0885089049410672","4"
"Divorced","2016","East Germany","Male","181","0.10784784650613","0.0964437401988888","0.11925195281337","4"
"Married","2016","West Germany","Male","6699","0.52290506530713","0.513691362881876","0.532118767732385","1"
"Married","2016","West Germany","Female","6833","0.488076088390907","0.479126320238495","0.49702585654332","1"
"Married","2016","East Germany","Male","1608","0.465207596478794","0.446869592274277","0.483545600683311","1"
"Married","2016","East Germany","Female","1597","0.440623587139606","0.423096178199294","0.458150996079918","1"
"Married, but separated","2016","West Germany","Male","438","0.0261090523496461","0.02316753730786","0.0290505673914322","2"
"Married, but separated","2016","West Germany","Female","399","0.0246162664223653","0.0218418978417751","0.0273906350029554","2"
"Married, but separated","2016","East Germany","Female","114","0.0293437967293644","0.0233854929199317","0.0353021005387971","2"
"Married, but separated","2016","East Germany","Male","114","0.0247819419297503","0.0190664371936084","0.0304974466658922","2"
"Single","2016","East Germany","Male","850","0.36647052756931","0.348755615839189","0.384185439299432","3"
"Single","2016","East Germany","Female","753","0.277113824757052","0.261312415199765","0.29291523431434","3"
"Single","2016","West Germany","Female","2757","0.262374815051399","0.254498116002565","0.270251514100232","3"
"Single","2016","West Germany","Male","3328","0.333300167011289","0.324604492138669","0.341995841883908","3"
"Widowed","2016","West Germany","Female","790","0.116997109149225","0.111242260059146","0.122751958239304","5"
"Widowed","2016","East Germany","Male","89","0.0356920875160159","0.0288713726599515","0.0425128023720802","5"
"Widowed","2016","West Germany","Male","241","0.0342773154860242","0.0309210989576061","0.0376335320144423","5"
"Widowed","2016","East Germany","Female","301","0.142053819794529","0.129728782148626","0.154378857440431","5"
"Divorced","2017","West Germany","Female","1343","0.112658089268798","0.107312552737303","0.118003625800294","4"
"Divorced","2017","East Germany","Male","212","0.104329688311472","0.0935181814738379","0.115141195149106","4"
"Divorced","2017","East Germany","Female","353","0.114188229506355","0.103475848589552","0.124900610423158","4"
"Divorced","2017","West Germany","Male","652","0.0836177400332366","0.0788327315891846","0.0884027484772886","4"
"Married","2017","West Germany","Male","7448","0.519067298958085","0.510430572839463","0.527704025076706","1"
"Married","2017","West Germany","Female","7594","0.492251794939729","0.483799347737215","0.500704242142244","1"
"Married","2017","East Germany","Male","1720","0.447181400088234","0.429596440612416","0.464766359564052","1"
"Married","2017","East Germany","Female","1749","0.430402581652229","0.413725269635227","0.447079893669231","1"
"Married, but separated","2017","West Germany","Male","476","0.029527419945642","0.0266012500086145","0.0324535898826694","2"
"Married, but separated","2017","East Germany","Male","88","0.0242533189658092","0.0188125245843294","0.0296941133472891","2"
"Married, but separated","2017","West Germany","Female","474","0.0239461001725602","0.0213613479821934","0.026530852362927","2"
"Married, but separated","2017","East Germany","Female","110","0.0251666925850205","0.0198909588834583","0.0304424262865826","2"
"Single","2017","East Germany","Female","876","0.292237486194744","0.27691898219704","0.307555990192449","3"
"Single","2017","East Germany","Male","960","0.388839214175895","0.371597876746132","0.406080551605658","3"
"Single","2017","West Germany","Female","3173","0.254236498691077","0.246874696807893","0.261598300574262","3"
"Single","2017","West Germany","Male","4036","0.33481110925816","0.326653412025046","0.342968806491274","3"
"Widowed","2017","West Germany","Female","855","0.116907516927835","0.111475152130455","0.122339881725214","5"
"Widowed","2017","East Germany","Male","91","0.0353963784585898","0.0288611309256219","0.0419316259915577","5"
"Widowed","2017","West Germany","Male","244","0.0329764318048769","0.0298895818549813","0.0360632817547725","5"
"Widowed","2017","East Germany","Female","298","0.138005010061651","0.126387731275136","0.149622288848166","5"
"Divorced","2018","West Germany","Male","662","0.0831747815328783","0.0781912383234371","0.0881583247423196","4"
"Divorced","2018","East Germany","Male","208","0.103992825176042","0.0929924768256123","0.114993173526472","4"
"Divorced","2018","West Germany","Female","1361","0.118006611535041","0.112363409910228","0.123649813159855","4"
"Divorced","2018","East Germany","Female","364","0.111282852822367","0.100512291344876","0.122053414299857","4"
"Married","2018","West Germany","Male","6812","0.527268760927679","0.518258812807082","0.536278709048276","1"
"Married","2018","West Germany","Female","6911","0.486017092491164","0.477274507914845","0.494759677067483","1"
"Married","2018","East Germany","Male","1644","0.458451836751835","0.440495637815191","0.476408035688479","1"
"Married","2018","East Germany","Female","1668","0.437525164853814","0.420535081639902","0.454515248067725","1"
"Married, but separated","2018","East Germany","Female","105","0.0264717890062254","0.0209737431758416","0.0319698348366093","2"
"Married, but separated","2018","West Germany","Male","387","0.0273705859229897","0.0244260635040934","0.030315108341886","2"
"Married, but separated","2018","East Germany","Male","87","0.0251297963903068","0.0194893056655903","0.0307702871150234","2"
"Married, but separated","2018","West Germany","Female","436","0.0263031281130996","0.0235037902391797","0.0291024659870195","2"
"Single","2018","West Germany","Female","3036","0.254914627570215","0.247291378145334","0.262537876995097","3"
"Single","2018","East Germany","Male","929","0.379624444664878","0.362135909706476","0.39711297962328","3"
"Single","2018","East Germany","Female","849","0.289013194068116","0.27348817849787","0.304538209638363","3"
"Single","2018","West Germany","Male","3685","0.328365222319263","0.319890133008848","0.336840311629678","3"
"Widowed","2018","West Germany","Male","249","0.0338206492971899","0.0305583863407299","0.0370829122536498","5"
"Widowed","2018","West Germany","Female","811","0.114758540290479","0.109183306123354","0.120333774457605","5"
"Widowed","2018","East Germany","Male","90","0.032801097016938","0.0263823377464352","0.0392198562874408","5"
"Widowed","2018","East Germany","Female","289","0.135706999249478","0.123977646145893","0.147436352353062","5"
"Divorced","2019","East Germany","Female","365","0.120950566292734","0.109588941162764","0.132312191422705","4"
"Divorced","2019","West Germany","Male","727","0.0810738460477493","0.0761573812496348","0.0859903108458638","4"
"Divorced","2019","West Germany","Female","1317","0.120442388783892","0.11462404178804","0.126260735779744","4"
"Divorced","2019","East Germany","Male","241","0.107860378814515","0.0967359463437023","0.118984811285327","4"
"Married","2019","West Germany","Male","7107","0.532792868467398","0.523806045779953","0.541779691154844","1"
"Married","2019","West Germany","Female","6762","0.497707671453201","0.488769612136442","0.506645730769961","1"
"Married","2019","East Germany","Male","1721","0.473359690131199","0.455454325708266","0.491265054554132","1"
"Married","2019","East Germany","Female","1630","0.432706574605983","0.415443009944872","0.449970139267093","1"
"Married, but separated","2019","West Germany","Male","336","0.0248619988999657","0.0220573835807573","0.0276666142191742","2"
"Married, but separated","2019","West Germany","Female","354","0.0214627512844438","0.0188720987392357","0.0240534038296518","2"
"Married, but separated","2019","East Germany","Female","95","0.0253412299297021","0.0198651472604732","0.0308173125989311","2"
"Married, but separated","2019","East Germany","Male","74","0.0217714942839965","0.0165379638301901","0.027005024737803","2"
"Single","2019","East Germany","Male","864","0.363600938202675","0.346350197684381","0.380851678720969","3"
"Single","2019","West Germany","Female","2815","0.248913252936373","0.241183833905235","0.256642671967512","3"
"Single","2019","West Germany","Male","3416","0.328823820963633","0.320361838074632","0.337285803852634","3"
"Single","2019","East Germany","Female","805","0.28932987194214","0.273529746990957","0.305129996893322","3"
"Widowed","2019","West Germany","Male","254","0.0324474656212535","0.0292559284442089","0.0356390027982982","5"
"Widowed","2019","West Germany","Female","773","0.111473935542089","0.105847937903964","0.117099933180214","5"
"Widowed","2019","East Germany","Male","87","0.0334074985676146","0.0269632220131152","0.0398517751221141","5"
"Widowed","2019","East Germany","Female","269","0.131671757229441","0.119889781255101","0.143453733203781","5"
