"pgfamstd","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Divorced","2000","Couple + C. LE 16 ","no migration background","151","0.0365466945655131","0.0308493074622955","0.0422440816687307","4"
"Divorced","2000","Couple + C. LE 16 ","direct migration background","14","","","","4"
"Divorced","2000","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Divorced","2000","Couple + C. GT 16 ","no migration background","72","0.0193991404552839","0.0145910434446787","0.0242072374658891","4"
"Divorced","2000","Couple + C. GT 16 ","direct migration background","4","","","","4"
"Divorced","2000","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Divorced","2000","Couple + C. LE and GT 16","direct migration background","4","","","","4"
"Divorced","2000","Couple + C. LE and GT 16","indirect migration background","1","","","","4"
"Divorced","2000","Couple + C. LE and GT 16","no migration background","30","0.0130393778363338","0.00717601195319056","0.018902743719477","4"
"Married","2000","1-pers.-HH","indirect migration background","","","","","1"
"Married","2000","(Married) couple without C. ","no migration background","5497","0.846385710767901","0.837712817125797","0.855058604410004","1"
"Married","2000","1-pers.-HH","no migration background","2","","","","1"
"Married","2000","1-pers.-HH","direct migration background","1","","","","1"
"Married","2000","(Married) couple without C. ","direct migration background","738","0.898952102569058","0.878310754511131","0.919593450626985","1"
"Married","2000","(Married) couple without C. ","indirect migration background","78","0.689252098916961","0.605749452817406","0.772754745016516","1"
"Married","2000","Single parent ","no migration background","10","","","","1"
"Married","2000","Single parent ","direct migration background","3","","","","1"
"Married","2000","Single parent ","indirect migration background","","","","","1"
"Married","2000","Couple + C. LE 16 ","no migration background","3698","0.892362019483887","0.882952018905339","0.901772020062434","1"
"Married","2000","Couple + C. LE 16 ","direct migration background","902","0.951314245355283","0.937563816847343","0.965064673863223","1"
"Married","2000","Couple + C. LE 16 ","indirect migration background","128","0.89632603847758","0.847047561479975","0.945604515475186","1"
"Married","2000","Couple + C. GT 16 ","no migration background","1863","0.595443997318398","0.578334169914931","0.612553824721864","1"
"Married","2000","Couple + C. LE and GT 16","no migration background","879","0.601648966356486","0.576345896781458","0.626952035931514","1"
"Married","2000","Couple + C. GT 16 ","indirect migration background","11","","","","1"
"Married","2000","Couple + C. LE and GT 16","direct migration background","278","0.702386478048039","0.656356275409829","0.748416680686249","1"
"Married","2000","Couple + C. LE and GT 16","indirect migration background","10","","","","1"
"Married","2000","Couple + C. GT 16 ","direct migration background","454","0.770583937843373","0.735729019172493","0.805438856514252","1"
"Married, but separated","2000","1-pers.-HH","no migration background","155","0.0441534942751619","0.0367250338634007","0.0515819546869231","2"
"Married, but separated","2000","1-pers.-HH","direct migration background","26","","","","2"
"Married, but separated","2000","1-pers.-HH","indirect migration background","4","","","","2"
"Married, but separated","2000","(Married) couple without C. ","no migration background","46","0.00654246053633378","0.00460332010214071","0.00848160097052686","2"
"Married, but separated","2000","(Married) couple without C. ","direct migration background","13","","","","2"
"Married, but separated","2000","(Married) couple without C. ","indirect migration background","","","","","2"
"Married, but separated","2000","Single parent ","no migration background","112","0.106059800030227","0.0867619778871482","0.125357622173307","2"
"Married, but separated","2000","Single parent ","direct migration background","18","","","","2"
"Married, but separated","2000","Single parent ","indirect migration background","4","","","","2"
"Married, but separated","2000","Couple + C. LE 16 ","no migration background","37","0.00708486560550178","0.00453828038520391","0.00963145082579966","2"
"Married, but separated","2000","Couple + C. GT 16 ","no migration background","19","","","","2"
"Married, but separated","2000","Couple + C. GT 16 ","direct migration background","4","","","","2"
"Married, but separated","2000","Couple + C. LE and GT 16","direct migration background","5","","","","2"
"Married, but separated","2000","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Married, but separated","2000","Couple + C. LE 16 ","direct migration background","16","","","","2"
"Married, but separated","2000","Couple + C. LE 16 ","indirect migration background","2","","","","2"
"Married, but separated","2000","Couple + C. GT 16 ","indirect migration background","2","","","","2"
"Married, but separated","2000","Couple + C. LE and GT 16","no migration background","11","","","","2"
"Single","2000","1-pers.-HH","direct migration background","117","0.380418879336005","0.324638467632163","0.436199291039847","3"
"Single","2000","1-pers.-HH","no migration background","1245","0.413604513100211","0.395796718433962","0.431412307766459","3"
"Single","2000","1-pers.-HH","indirect migration background","71","0.759769113801838","0.671505424726926","0.84803280287675","3"
"Single","2000","(Married) couple without C. ","no migration background","772","0.0988240734434856","0.0916461269311834","0.106002019955788","3"
"Single","2000","(Married) couple without C. ","direct migration background","47","0.0541089245171424","0.0386150100187797","0.0696028390155052","3"
"Single","2000","(Married) couple without C. ","indirect migration background","36","0.285292937540916","0.203819388554334","0.366766486527497","3"
"Single","2000","Single parent ","no migration background","418","0.421609618599141","0.390660773323608","0.452558463874675","3"
"Single","2000","Single parent ","direct migration background","47","0.316060619204771","0.242389651537861","0.389731586871681","3"
"Single","2000","Single parent ","indirect migration background","58","0.814214732064609","0.723103024586818","0.9053264395424","3"
"Single","2000","Couple + C. LE 16 ","no migration background","271","0.0622844097749677","0.0549466821682215","0.069622137381714","3"
"Single","2000","Couple + C. LE 16 ","direct migration background","9","","","","3"
"Single","2000","Couple + C. LE 16 ","indirect migration background","16","","","","3"
"Single","2000","Couple + C. LE and GT 16","indirect migration background","119","0.911742997395396","0.862980356298247","0.960505638492546","3"
"Single","2000","Couple + C. GT 16 ","no migration background","1194","0.375935610772138","0.359050369251785","0.392820852292491","3"
"Single","2000","Couple + C. LE and GT 16","direct migration background","91","0.27718907114281","0.232125158863657","0.322252983421962","3"
"Single","2000","Couple + C. LE and GT 16","no migration background","511","0.375533616459208","0.350504380651608","0.400562852266807","3"
"Single","2000","Couple + C. GT 16 ","indirect migration background","230","0.927456936009139","0.894844009006999","0.960069863011278","3"
"Single","2000","Couple + C. GT 16 ","direct migration background","97","0.215062953985748","0.181003129650367","0.249122778321128","3"
"Widowed","2000","1-pers.-HH","direct migration background","90","0.325590145335168","0.271750873666795","0.379429417003541","5"
"Widowed","2000","1-pers.-HH","no migration background","1019","0.371526644323231","0.354053920478683","0.388999368167779","5"
"Widowed","2000","1-pers.-HH","indirect migration background","6","","","","5"
"Widowed","2000","(Married) couple without C. ","no migration background","107","0.0180559424657402","0.0148532332787346","0.0212586516527458","5"
"Widowed","2000","(Married) couple without C. ","direct migration background","7","","","","5"
"Widowed","2000","(Married) couple without C. ","indirect migration background","1","","","","5"
"Widowed","2000","Single parent ","no migration background","156","0.153742683885484","0.131136507550089","0.17634886022088","5"
"Widowed","2000","Single parent ","direct migration background","34","0.213024853224139","0.14814676833683","0.277902938111448","5"
"Widowed","2000","Single parent ","indirect migration background","","","","","5"
"Widowed","2000","Couple + C. LE 16 ","no migration background","10","","","","5"
"Widowed","2000","Couple + C. GT 16 ","direct migration background","","","","","5"
"Widowed","2000","Couple + C. LE 16 ","direct migration background","","","","","5"
"Widowed","2000","Couple + C. LE 16 ","indirect migration background","1","","","","5"
"Widowed","2000","Couple + C. GT 16 ","no migration background","13","","","","5"
"Widowed","2000","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Widowed","2000","Couple + C. LE and GT 16","no migration background","7","","","","5"
"Widowed","2000","Couple + C. LE and GT 16","direct migration background","1","","","","5"
"Widowed","2000","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Divorced","2001","1-pers.-HH","no migration background","480","0.176089190969476","0.161540326079262","0.19063805585969","4"
"Divorced","2001","1-pers.-HH","direct migration background","49","0.202114485423251","0.151308897592031","0.25292007325447","4"
"Divorced","2001","1-pers.-HH","indirect migration background","9","","","","4"
"Divorced","2001","(Married) couple without C. ","no migration background","199","0.0293410472449403","0.0250811748817526","0.033600919608128","4"
"Divorced","2001","(Married) couple without C. ","direct migration background","13","","","","4"
"Divorced","2001","(Married) couple without C. ","indirect migration background","2","","","","4"
"Divorced","2001","Single parent ","no migration background","262","0.300756913785278","0.271123882627357","0.330389944943199","4"
"Divorced","2001","Single parent ","direct migration background","47","0.339483409305701","0.263449713737238","0.415517104874163","4"
"Divorced","2001","Single parent ","indirect migration background","7","","","","4"
"Divorced","2001","Couple + C. LE 16 ","no migration background","161","0.0466500270673708","0.039917359804283","0.0533826943304586","4"
"Divorced","2001","Couple + C. LE 16 ","direct migration background","17","","","","4"
"Divorced","2001","Couple + C. LE 16 ","indirect migration background","4","","","","4"
"Divorced","2001","Couple + C. GT 16 ","no migration background","67","0.0177694769427171","0.0130036973917509","0.0225352564936833","4"
"Divorced","2001","Couple + C. GT 16 ","direct migration background","4","","","","4"
"Divorced","2001","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Divorced","2001","Couple + C. LE and GT 16","no migration background","21","","","","4"
"Divorced","2001","Couple + C. LE and GT 16","direct migration background","2","","","","4"
"Divorced","2001","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Married","2001","1-pers.-HH","no migration background","","","","","1"
"Married","2001","1-pers.-HH","direct migration background","","","","","1"
"Married","2001","1-pers.-HH","indirect migration background","","","","","1"
"Married","2001","(Married) couple without C. ","no migration background","4973","0.849577671064103","0.840554002237559","0.858601339890647","1"
"Married","2001","(Married) couple without C. ","direct migration background","687","0.886860647632823","0.864369835296436","0.909351459969211","1"
"Married","2001","(Married) couple without C. ","indirect migration background","75","0.742333368325979","0.660229537024758","0.824437199627199","1"
"Married","2001","Single parent ","no migration background","5","","","","1"
"Married","2001","Single parent ","direct migration background","5","","","","1"
"Married","2001","Single parent ","indirect migration background","","","","","1"
"Married","2001","Couple + C. LE 16 ","no migration background","3281","0.87188807570015","0.861218180135789","0.88255797126451","1"
"Married","2001","Couple + C. LE 16 ","direct migration background","794","0.951134627237736","0.936503200729879","0.965766053745594","1"
"Married","2001","Couple + C. LE 16 ","indirect migration background","140","0.854151984614014","0.799967851702487","0.90833611752554","1"
"Married","2001","Couple + C. GT 16 ","no migration background","1726","0.587048727709593","0.569287360457767","0.60481009496142","1"
"Married","2001","Couple + C. GT 16 ","direct migration background","389","0.754432936224809","0.71588725609661","0.792978616353009","1"
"Married","2001","Couple + C. GT 16 ","indirect migration background","10","","","","1"
"Married","2001","Couple + C. LE and GT 16","no migration background","819","0.602920329108416","0.576673535960753","0.62916712225608","1"
"Married","2001","Couple + C. LE and GT 16","indirect migration background","6","","","","1"
"Married","2001","Couple + C. LE and GT 16","direct migration background","224","0.690655480735517","0.639034687130328","0.742276274340705","1"
"Married, but separated","2001","1-pers.-HH","no migration background","140","0.044108587553967","0.0362654737448445","0.0519517013630894","2"
"Married, but separated","2001","1-pers.-HH","direct migration background","22","","","","2"
"Married, but separated","2001","1-pers.-HH","indirect migration background","3","","","","2"
"Married, but separated","2001","(Married) couple without C. ","no migration background","53","0.00722501446971752","0.00508719896431384","0.0093628299751212","2"
"Married, but separated","2001","(Married) couple without C. ","direct migration background","13","","","","2"
"Married, but separated","2001","(Married) couple without C. ","indirect migration background","","","","","2"
"Married, but separated","2001","Single parent ","no migration background","99","0.10716859049826","0.0871804374176441","0.127156743578876","2"
"Married, but separated","2001","Single parent ","direct migration background","17","","","","2"
"Married, but separated","2001","Single parent ","indirect migration background","4","","","","2"
"Married, but separated","2001","Couple + C. LE 16 ","no migration background","33","0.00825837720488447","0.00536915029992179","0.0111476041098471","2"
"Married, but separated","2001","Couple + C. LE 16 ","direct migration background","15","","","","2"
"Married, but separated","2001","Couple + C. LE 16 ","indirect migration background","3","","","","2"
"Married, but separated","2001","Couple + C. GT 16 ","no migration background","19","","","","2"
"Married, but separated","2001","Couple + C. GT 16 ","direct migration background","1","","","","2"
"Married, but separated","2001","Couple + C. LE and GT 16","direct migration background","3","","","","2"
"Married, but separated","2001","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Married, but separated","2001","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Married, but separated","2001","Couple + C. LE and GT 16","no migration background","14","","","","2"
"Single","2001","1-pers.-HH","no migration background","1097","0.416647902103942","0.397816934197663","0.435478870010221","3"
"Single","2001","1-pers.-HH","direct migration background","91","0.382548573402322","0.321061027083399","0.444036119721245","3"
"Single","2001","1-pers.-HH","indirect migration background","81","0.788558255176515","0.707714344892372","0.869402165460659","3"
"Single","2001","(Married) couple without C. ","no migration background","710","0.0973648338832999","0.089881715128779","0.104847952637821","3"
"Single","2001","(Married) couple without C. ","direct migration background","41","0.0609916764728837","0.043999828577059","0.0779835243687084","3"
"Single","2001","(Married) couple without C. ","indirect migration background","31","0.235820453959834","0.15612688395652","0.315514023963147","3"
"Single","2001","Single parent ","no migration background","410","0.449736880939389","0.417591495915494","0.481882265963283","3"
"Single","2001","Single parent ","direct migration background","50","0.340910676365233","0.26479968192343","0.417021670807036","3"
"Single","2001","Single parent ","indirect migration background","47","0.779099661757465","0.67233468924784","0.885864634267091","3"
"Single","2001","Couple + C. LE 16 ","no migration background","287","0.0722966516484607","0.0640286857584181","0.0805646175385033","3"
"Single","2001","Couple + C. LE 16 ","direct migration background","7","","","","3"
"Single","2001","Couple + C. LE 16 ","indirect migration background","15","","","","3"
"Single","2001","Couple + C. GT 16 ","no migration background","1129","0.384640697831324","0.367090504037339","0.402190891625309","3"
"Single","2001","Couple + C. GT 16 ","direct migration background","85","0.224415145645541","0.187053923348161","0.261776367942922","3"
"Single","2001","Couple + C. LE and GT 16","no migration background","473","0.374511868190019","0.348549172231374","0.400474564148664","3"
"Single","2001","Couple + C. LE and GT 16","indirect migration background","101","0.909199240596249","0.854757691444995","0.963640789747504","3"
"Single","2001","Couple + C. LE and GT 16","direct migration background","78","0.295916320028837","0.24493990024766","0.346892739810014","3"
"Single","2001","Couple + C. GT 16 ","indirect migration background","203","0.944447373241774","0.913686442610738","0.975208303872811","3"
"Widowed","2001","1-pers.-HH","direct migration background","78","0.329103232546614","0.269655349503193","0.388551115590034","5"
"Widowed","2001","1-pers.-HH","no migration background","916","0.363154319372615","0.344785325373498","0.381523313371732","5"
"Widowed","2001","1-pers.-HH","indirect migration background","5","","","","5"
"Widowed","2001","(Married) couple without C. ","no migration background","94","0.0164914333379391","0.0132767091017006","0.0197061575741775","5"
"Widowed","2001","(Married) couple without C. ","direct migration background","8","","","","5"
"Widowed","2001","(Married) couple without C. ","indirect migration background","1","","","","5"
"Widowed","2001","Single parent ","no migration background","144","0.139009233612929","0.116654204035697","0.16136426319016","5"
"Widowed","2001","Single parent ","direct migration background","30","0.188936503969507","0.126081432870034","0.251791575068979","5"
"Widowed","2001","Single parent ","indirect migration background","","","","","5"
"Widowed","2001","Couple + C. LE 16 ","no migration background","7","","","","5"
"Widowed","2001","Couple + C. LE 16 ","direct migration background","1","","","","5"
"Widowed","2001","Couple + C. LE 16 ","indirect migration background","1","","","","5"
"Widowed","2001","Couple + C. GT 16 ","no migration background","11","","","","5"
"Widowed","2001","Couple + C. GT 16 ","direct migration background","","","","","5"
"Widowed","2001","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Widowed","2001","Couple + C. LE and GT 16","no migration background","8","","","","5"
"Widowed","2001","Couple + C. LE and GT 16","direct migration background","1","","","","5"
"Widowed","2001","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Divorced","2002","1-pers.-HH","indirect migration background","9","","","","4"
"Divorced","2002","(Married) couple without C. ","no migration background","237","0.0290353536997216","0.0249799371385763","0.033090770260867","4"
"Divorced","2002","1-pers.-HH","no migration background","504","0.183524299221261","0.168755444609653","0.198293153832868","4"
"Divorced","2002","1-pers.-HH","direct migration background","48","0.2011959866047","0.150048786417679","0.252343186791722","4"
"Divorced","2002","(Married) couple without C. ","direct migration background","14","","","","4"
"Divorced","2002","(Married) couple without C. ","indirect migration background","2","","","","4"
"Divorced","2002","Single parent ","no migration background","263","0.316777466569119","0.286973889081154","0.346581044057083","4"
"Divorced","2002","Single parent ","direct migration background","43","0.321703977484366","0.244872042785547","0.398535912183186","4"
"Divorced","2002","Single parent ","indirect migration background","7","","","","4"
"Divorced","2002","Couple + C. LE 16 ","no migration background","154","0.0409882787682239","0.0347182759550968","0.047258281581351","4"
"Divorced","2002","Couple + C. LE 16 ","direct migration background","18","","","","4"
"Divorced","2002","Couple + C. LE 16 ","indirect migration background","4","","","","4"
"Divorced","2002","Couple + C. GT 16 ","no migration background","73","0.0149792654138275","0.0108702254550904","0.0190883053725646","4"
"Divorced","2002","Couple + C. GT 16 ","direct migration background","4","","","","4"
"Divorced","2002","Couple + C. GT 16 ","indirect migration background","2","","","","4"
"Divorced","2002","Couple + C. LE and GT 16","no migration background","29","","","","4"
"Divorced","2002","Couple + C. LE and GT 16","direct migration background","3","","","","4"
"Divorced","2002","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Married","2002","1-pers.-HH","no migration background","1","","","","1"
"Married","2002","1-pers.-HH","direct migration background","","","","","1"
"Married","2002","1-pers.-HH","indirect migration background","","","","","1"
"Married","2002","(Married) couple without C. ","no migration background","5448","0.846778026853069","0.838078101692201","0.855477952013937","1"
"Married","2002","(Married) couple without C. ","direct migration background","704","0.888292231766594","0.866213997652582","0.910370465880606","1"
"Married","2002","(Married) couple without C. ","indirect migration background","70","0.693948954720704","0.604072051374588","0.783825858066821","1"
"Married","2002","Single parent ","no migration background","2","","","","1"
"Married","2002","Single parent ","direct migration background","4","","","","1"
"Married","2002","Single parent ","indirect migration background","","","","","1"
"Married","2002","Couple + C. LE 16 ","no migration background","3361","0.876972287729101","0.866584565055527","0.887360010402675","1"
"Married","2002","Couple + C. LE 16 ","direct migration background","708","0.945975202679914","0.929796119472814","0.962154285887014","1"
"Married","2002","Couple + C. LE 16 ","indirect migration background","149","0.894819876752788","0.848566932019407","0.941072821486168","1"
"Married","2002","Couple + C. GT 16 ","no migration background","1969","0.601853637838295","0.585294442040048","0.618412833636542","1"
"Married","2002","Couple + C. GT 16 ","direct migration background","349","0.721297387641085","0.679639639981661","0.762955135300508","1"
"Married","2002","Couple + C. GT 16 ","indirect migration background","11","","","","1"
"Married","2002","Couple + C. LE and GT 16","no migration background","941","0.587428401883976","0.562704029654555","0.612152774113397","1"
"Married","2002","Couple + C. LE and GT 16","indirect migration background","11","","","","1"
"Married","2002","Couple + C. LE and GT 16","direct migration background","221","0.705178859896196","0.653753946095464","0.756603773696929","1"
"Married, but separated","2002","1-pers.-HH","no migration background","139","0.0409707147960818","0.0334079411710658","0.0485334884210978","2"
"Married, but separated","2002","1-pers.-HH","direct migration background","24","","","","2"
"Married, but separated","2002","1-pers.-HH","indirect migration background","3","","","","2"
"Married, but separated","2002","(Married) couple without C. ","no migration background","54","0.00757976851672949","0.00548495205867809","0.00967458497478089","2"
"Married, but separated","2002","(Married) couple without C. ","direct migration background","14","","","","2"
"Married, but separated","2002","(Married) couple without C. ","indirect migration background","","","","","2"
"Married, but separated","2002","Single parent ","no migration background","99","0.0922853169784052","0.0737435486236842","0.110827085333126","2"
"Married, but separated","2002","Single parent ","direct migration background","18","","","","2"
"Married, but separated","2002","Single parent ","indirect migration background","2","","","","2"
"Married, but separated","2002","Couple + C. LE 16 ","no migration background","35","0.00748323547333197","0.00475777700378753","0.0102086939428764","2"
"Married, but separated","2002","Couple + C. LE 16 ","direct migration background","14","","","","2"
"Married, but separated","2002","Couple + C. LE 16 ","indirect migration background","2","","","","2"
"Married, but separated","2002","Couple + C. GT 16 ","no migration background","21","","","","2"
"Married, but separated","2002","Couple + C. GT 16 ","direct migration background","5","","","","2"
"Married, but separated","2002","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Married, but separated","2002","Couple + C. LE and GT 16","no migration background","11","","","","2"
"Married, but separated","2002","Couple + C. LE and GT 16","direct migration background","6","","","","2"
"Married, but separated","2002","Couple + C. LE and GT 16","indirect migration background","1","","","","2"
"Single","2002","(Married) couple without C. ","no migration background","735","0.0998201962137365","0.0925801049030929","0.10706028752438","3"
"Single","2002","1-pers.-HH","direct migration background","84","0.368336309354708","0.306796334793202","0.429876283916214","3"
"Single","2002","1-pers.-HH","no migration background","1102","0.420124803681341","0.401293307632828","0.438956299729855","3"
"Single","2002","1-pers.-HH","indirect migration background","78","0.851868714050892","0.779672180218582","0.924065247883202","3"
"Single","2002","(Married) couple without C. ","direct migration background","42","0.0610157100503817","0.0442394668871412","0.0777919532136222","3"
"Single","2002","(Married) couple without C. ","indirect migration background","29","","","","3"
"Single","2002","Single parent ","no migration background","428","0.458546943187218","0.426625503300603","0.490468383073832","3"
"Single","2002","Single parent ","direct migration background","50","0.346857820208505","0.26857192363301","0.425143716783999","3"
"Single","2002","Single parent ","indirect migration background","45","0.861041711793652","0.769625952810978","0.952457470776327","3"
"Single","2002","Couple + C. LE 16 ","no migration background","281","0.0731516518510926","0.0649170549159303","0.081386248786255","3"
"Single","2002","Couple + C. LE 16 ","direct migration background","8","","","","3"
"Single","2002","Couple + C. LE 16 ","indirect migration background","14","","","","3"
"Single","2002","Couple + C. GT 16 ","no migration background","1283","0.375174710943988","0.358796423151541","0.391552998736436","3"
"Single","2002","Couple + C. GT 16 ","direct migration background","87","0.24937220152866","0.209174203259565","0.289570199797755","3"
"Single","2002","Couple + C. GT 16 ","indirect migration background","190","0.898166030998945","0.856563024141541","0.939769037856349","3"
"Single","2002","Couple + C. LE and GT 16","no migration background","538","0.382012169780611","0.357610098017858","0.406414241543364","3"
"Single","2002","Couple + C. LE and GT 16","direct migration background","71","0.273286060514832","0.223024599920285","0.32354752110938","3"
"Single","2002","Couple + C. LE and GT 16","indirect migration background","116","0.873178910456812","0.815753964550489","0.930603856363135","3"
"Widowed","2002","1-pers.-HH","direct migration background","80","0.337915173995863","0.277568581299048","0.398261766692679","5"
"Widowed","2002","1-pers.-HH","no migration background","893","0.355133298945257","0.336875052293729","0.373391545596786","5"
"Widowed","2002","1-pers.-HH","indirect migration background","3","","","","5"
"Widowed","2002","(Married) couple without C. ","no migration background","111","0.0167866547167435","0.0136836948217036","0.0198896146117835","5"
"Widowed","2002","(Married) couple without C. ","direct migration background","8","","","","5"
"Widowed","2002","(Married) couple without C. ","indirect migration background","","","","","5"
"Widowed","2002","Single parent ","no migration background","144","0.131818718351914","0.110146472533933","0.153490964169895","5"
"Widowed","2002","Single parent ","direct migration background","27","","","","5"
"Widowed","2002","Single parent ","indirect migration background","1","","","","5"
"Widowed","2002","Couple + C. LE 16 ","no migration background","10","","","","5"
"Widowed","2002","Couple + C. LE 16 ","direct migration background","2","","","","5"
"Widowed","2002","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Widowed","2002","Couple + C. GT 16 ","no migration background","11","","","","5"
"Widowed","2002","Couple + C. GT 16 ","direct migration background","","","","","5"
"Widowed","2002","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Widowed","2002","Couple + C. LE and GT 16","no migration background","4","","","","5"
"Widowed","2002","Couple + C. LE and GT 16","direct migration background","1","","","","5"
"Widowed","2002","Couple + C. LE and GT 16","indirect migration background","1","","","","5"
"Divorced","2003","1-pers.-HH","indirect migration background","8","","","","4"
"Divorced","2003","(Married) couple without C. ","no migration background","237","0.0314084965848964","0.0271499223026504","0.0356670708671424","4"
"Divorced","2003","Single parent ","no migration background","253","0.300525065648154","0.270752563794335","0.330297567501974","4"
"Divorced","2003","Single parent ","direct migration background","46","0.323901982766244","0.247202628661574","0.400601336870913","4"
"Divorced","2003","1-pers.-HH","no migration background","515","0.188455552999574","0.173497972295447","0.203413133703702","4"
"Divorced","2003","1-pers.-HH","direct migration background","47","0.214575404604567","0.161635357959637","0.267515451249497","4"
"Divorced","2003","(Married) couple without C. ","direct migration background","14","","","","4"
"Divorced","2003","(Married) couple without C. ","indirect migration background","4","","","","4"
"Divorced","2003","Single parent ","indirect migration background","7","","","","4"
"Divorced","2003","Couple + C. LE 16 ","no migration background","145","0.0457290087306683","0.0388427214496043","0.0526152960117323","4"
"Divorced","2003","Couple + C. LE 16 ","direct migration background","12","","","","4"
"Divorced","2003","Couple + C. LE 16 ","indirect migration background","6","","","","4"
"Divorced","2003","Couple + C. GT 16 ","no migration background","66","0.0168879777975591","0.0125142110198354","0.0212617445752827","4"
"Divorced","2003","Couple + C. GT 16 ","direct migration background","7","","","","4"
"Divorced","2003","Couple + C. GT 16 ","indirect migration background","1","","","","4"
"Divorced","2003","Couple + C. LE and GT 16","no migration background","28","","","","4"
"Divorced","2003","Couple + C. LE and GT 16","direct migration background","4","","","","4"
"Divorced","2003","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Married","2003","1-pers.-HH","no migration background","","","","","1"
"Married","2003","1-pers.-HH","direct migration background","1","","","","1"
"Married","2003","1-pers.-HH","indirect migration background","","","","","1"
"Married","2003","(Married) couple without C. ","no migration background","5256","0.838640779167431","0.829659148193581","0.847622410141281","1"
"Married","2003","(Married) couple without C. ","indirect migration background","66","0.490413978796459","0.401706885423158","0.579121072169759","1"
"Married","2003","Single parent ","no migration background","3","","","","1"
"Married","2003","Single parent ","direct migration background","4","","","","1"
"Married","2003","(Married) couple without C. ","direct migration background","670","0.888228256185728","0.86557232119432","0.910884191177135","1"
"Married","2003","Single parent ","indirect migration background","","","","","1"
"Married","2003","Couple + C. LE 16 ","no migration background","3035","0.854926077195584","0.843316608592507","0.866535545798661","1"
"Married","2003","Couple + C. LE 16 ","direct migration background","635","0.953536746379866","0.937622466900398","0.969451025859335","1"
"Married","2003","Couple + C. LE 16 ","indirect migration background","154","0.888442240206853","0.841931178993214","0.934953301420492","1"
"Married","2003","Couple + C. GT 16 ","no migration background","1945","0.591626735166032","0.57494205676611","0.608311413565954","1"
"Married","2003","Couple + C. GT 16 ","direct migration background","337","0.726257436833618","0.684211631174951","0.768303242492285","1"
"Married","2003","Couple + C. GT 16 ","indirect migration background","11","","","","1"
"Married","2003","Couple + C. LE and GT 16","no migration background","869","0.610343553431112","0.584969782954147","0.635717323908077","1"
"Married","2003","Couple + C. LE and GT 16","indirect migration background","11","","","","1"
"Married","2003","Couple + C. LE and GT 16","direct migration background","220","0.737987494828786","0.687893260074286","0.788081729583286","1"
"Married, but separated","2003","1-pers.-HH","indirect migration background","5","","","","2"
"Married, but separated","2003","1-pers.-HH","no migration background","144","0.0448025537252189","0.0368903275895009","0.0527147798609369","2"
"Married, but separated","2003","1-pers.-HH","direct migration background","23","","","","2"
"Married, but separated","2003","(Married) couple without C. ","no migration background","62","0.00822578234636684","0.00602049422001864","0.010431070472715","2"
"Married, but separated","2003","(Married) couple without C. ","direct migration background","11","","","","2"
"Married, but separated","2003","(Married) couple without C. ","indirect migration background","","","","","2"
"Married, but separated","2003","Single parent ","no migration background","95","0.09417902377168","0.0752125243786258","0.113145523164734","2"
"Married, but separated","2003","Single parent ","direct migration background","20","","","","2"
"Married, but separated","2003","Single parent ","indirect migration background","5","","","","2"
"Married, but separated","2003","Couple + C. LE 16 ","no migration background","45","0.00951435346648669","0.00631422718846705","0.0127144797445063","2"
"Married, but separated","2003","Couple + C. LE 16 ","direct migration background","15","","","","2"
"Married, but separated","2003","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Married, but separated","2003","Couple + C. GT 16 ","no migration background","19","","","","2"
"Married, but separated","2003","Couple + C. GT 16 ","direct migration background","3","","","","2"
"Married, but separated","2003","Couple + C. GT 16 ","indirect migration background","1","","","","2"
"Married, but separated","2003","Couple + C. LE and GT 16","no migration background","9","","","","2"
"Married, but separated","2003","Couple + C. LE and GT 16","direct migration background","4","","","","2"
"Married, but separated","2003","Couple + C. LE and GT 16","indirect migration background","1","","","","2"
"Single","2003","(Married) couple without C. ","direct migration background","40","0.0584785538888982","0.0416065329849701","0.0753505747928263","3"
"Single","2003","(Married) couple without C. ","no migration background","775","0.10483701493902","0.0973574091963319","0.112316620681707","3"
"Single","2003","1-pers.-HH","indirect migration background","68","0.797503220556196","0.711565519611849","0.883440921500542","3"
"Single","2003","1-pers.-HH","direct migration background","80","0.386633163063666","0.323834297581905","0.449432028545427","3"
"Single","2003","(Married) couple without C. ","indirect migration background","51","0.463549519627528","0.375062195405393","0.552036843849664","3"
